Time (s),Volume (m^3),Ne,N2,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(52),COX(53),CH3OX(48),CHOX(64),SX(57),CH2O2X(54),CH3X(25),CH4(24)
1.2923892491929243e-07,0.00264225016925734,0.0,0.0,0.0003434015475304426,0.7963955983057215,0.099999550852033,0.09999999998187271,1.0211214677866984e-11,4.1839933348035705e-09,5.341741374481715e-16,6.757874946549022e-11,3.5711162406135514e-13,0.0064775727166807235,7.243932403941057e-17,2.6468187623513432e-18,1.503462834217317e-16,3.004062352566596e-07,7.915234212657576e-12,6.955421317385296e-08,1.6845781782902232e-20,4.7795508117849224e-24,7.491999600745775e-08,2.4635166466657763e-13,1.1272795266132228e-32,2.6374172007970195e-13,0.0003655012823749857,7.915546447555771e-12,1.6982201916597728e-11,3.982643664579591e-14,1.82516394330729e-23,8.480478856071664e-23,2.1198811508617403e-21,1.1369461259634113e-18
1.2935625687747784e-07,0.00264225016925734,0.0,0.0,0.0003433435079970311,0.7963956016367405,0.0999995509352358,0.09999999998186304,1.0222233260793585e-11,4.188202192620189e-09,5.344695480221919e-16,6.767504791638192e-11,3.5728048265158156e-13,0.006477695601246286,7.242709833209071e-17,2.644190305730966e-18,1.5048309554046186e-16,3.0035545103159225e-07,7.913896431762261e-12,6.952116974163306e-08,1.6846097229061838e-20,4.779580213001404e-24,7.491630953385828e-08,2.463848612841284e-13,1.1277235898071103e-32,2.638004440573939e-13,0.00036543652484142305,7.914208590410206e-12,1.7000293536382496e-11,3.98622637820623e-14,1.82571829622463e-23,8.483734618727688e-23,2.119787010970785e-21,1.1381597528530266e-18
1.2947358883566325e-07,0.00264225016925734,0.0,0.0,0.0003432856618545879,0.7963956049564029,0.09999955101814716,0.09999999998185334,1.0233251903747005e-11,4.1924108129926754e-09,5.347649427420557e-16,6.77713614289526e-11,3.574492838447955e-13,0.006477818075855424,7.241494656337003e-17,2.644949604042936e-18,1.506199427823514e-16,3.003048360278265e-07,7.91256310478592e-12,6.948824923500783e-08,1.6846411622684035e-20,4.779609515380858e-24,7.491262254262444e-08,2.4641791560522515e-13,1.128304498919097e-32,2.6385900423474506e-13,0.00036537198358167864,7.91287519108043e-12,1.7018384451914483e-11,3.9898090167091685e-14,1.8262730930571417e-23,8.486993263501141e-23,2.1196928908224585e-21,1.1393733488359992e-18
1.2959092079384866e-07,0.00264225016925734,0.0,0.0,0.00034322800843114174,0.7963956082647503,0.0999995511007682,0.09999999998184365,1.0244271676239924e-11,4.196619195886087e-09,5.350603117991323e-16,6.786768994176981e-11,3.576180278201156e-13,0.006477940141935965,7.240255224950825e-17,2.6478711754948664e-18,1.5075682769244963e-16,3.0025438965791933e-07,7.911234217517674e-12,6.945545113537732e-08,1.6846724967323658e-20,4.779638719277058e-24,7.490893503702296e-08,2.4645082804291595e-13,1.1289801685735209e-32,2.6391740108545505e-13,0.0003653076578409977,7.91154623407683e-12,1.7036474661788263e-11,3.9933915802060374e-14,1.8268283327518885e-23,8.490254774283866e-23,2.1195987904184637e-21,1.1405869138449546e-18
1.2970825275203407e-07,0.00264225016925734,0.0,0.0,0.00034317054705719296,0.7963956115618231,0.09999955118310007,0.09999999998183397,1.0255291619581263e-11,4.200827341265666e-09,5.353556640984247e-16,6.796403339357874e-11,3.5778671475594393e-13,0.006478061800910423,7.239043234538804e-17,2.6441895929898903e-18,1.5089374856798066e-16,3.0020411133506086e-07,7.909909764060858e-12,6.942277492675865e-08,1.6847037266897952e-20,4.779667825032667e-24,7.490524702030428e-08,2.4648359900952224e-13,1.1293816188913046e-32,2.6397563508206146e-13,0.00036524354686747054,7.910221703967068e-12,1.7054564164603665e-11,3.9969740688140857e-14,1.8273840142529036e-23,8.493519194581918e-23,2.119504709768959e-21,1.1418004478127434e-18
1.2982558471021948e-07,0.00264225016925734,0.0,0.0,0.00034311327706575384,0.7963956148476626,0.09999955126514379,0.09999999998182425,1.0266311213425578e-11,4.205035249096852e-09,5.356510044997676e-16,6.806039172330192e-11,3.5795534482997e-13,0.0064781830541959535,7.237849994160289e-17,2.644011213921375e-18,1.510307037887556e-16,3.00154000475725e-07,7.908589718116684e-12,6.93902200957688e-08,1.68473485249385e-20,4.7796968329935905e-24,7.49015584957026e-08,2.465162289170502e-13,1.1299220028576096e-32,2.640337066959431e-13,0.0003651796499120199,7.908901585376533e-12,1.7072652958965688e-11,4.000556482650176e-14,1.8279401365040662e-23,8.496786483973254e-23,2.1194106488814975e-21,1.143013950672509e-18
1.299429166684049e-07,0.00264225016925734,0.0,0.0,0.00034305619779237867,0.796395618122309,0.0999995513469005,0.09999999998181455,1.027733228524895e-11,4.209242919345271e-09,5.359463162146927e-16,6.815676487003857e-11,3.5812391821917333e-13,0.006478303903204345,7.23661521655519e-17,2.6492606742744978e-18,1.511676959158217e-16,3.001040564995885e-07,7.907274062211221e-12,6.935778613160745e-08,1.684765874482959e-20,4.7797257435121196e-24,7.489786946643586e-08,2.465487181755344e-13,1.1306935756190784e-32,2.640916163973248e-13,0.0003651159662283897,7.90758586298901e-12,1.709074104348454e-11,4.0041388218307955e-14,1.828496698457641e-23,8.500056599271624e-23,2.1193166077536132e-21,1.1442274223577358e-18
1.300602486265903e-07,0.00264225016925734,0.0,0.0,0.0003429993085750457,0.7963956213858028,0.09999955142837129,0.09999999998180487,1.0288353748555687e-11,4.213450351976745e-09,5.362416093175775e-16,6.825315277306437e-11,3.582924350998276e-13,0.0064784243493421515,7.235409603080142e-17,2.6445808648633173e-18,1.5130472483849693e-16,3.000542788260401e-07,7.905962797767219e-12,6.932547252604367e-08,1.6847967930556848e-20,4.779754556925405e-24,7.48941799357061e-08,2.4658106719386774e-13,1.1310555591286316e-32,2.64149364655274e-13,0.0003650524950731327,7.906274521544586e-12,1.7108828416775612e-11,4.007721086472052e-14,1.8290536990622996e-23,8.503329605400694e-23,2.119222586395235e-21,1.1454408628021088e-18
1.3017758058477572e-07,0.00264225016925734,0.0,0.0,0.00034294260875419744,0.7963956246381843,0.0999995515095572,0.09999999998179511,1.0299374141192346e-11,4.217657546957278e-09,5.365368973413093e-16,6.834955537183089e-11,3.5846089564750374e-13,0.006478544394010669,7.23424442748277e-17,2.6422282050805993e-18,1.514417877847973e-16,3.000046668776752e-07,7.904655896352634e-12,6.929327877339898e-08,1.6848276085677736e-20,4.779783273573649e-24,7.489048990669928e-08,2.4661327638109266e-13,1.1315040932180977e-32,2.6420695193770264e-13,0.00036498923570559856,7.904967545839974e-12,1.7126915077459418e-11,4.011303276689671e-14,1.8296111372643422e-23,8.50660548010936e-23,2.1191285848169582e-21,1.1466542719395798e-18
1.3029491254296113e-07,0.00264225016925734,0.0,0.0,0.0003428860976728245,0.7963956278794935,0.09999955159045931,0.09999999998178541,1.0310396389880499e-11,4.221864504253072e-09,5.368321533855605e-16,6.844597260596519e-11,3.586293000370727e-13,0.006478664038605835,7.233013560516461e-17,2.6509351056296833e-18,1.515788867553808e-16,2.9995522008153107e-07,7.90335333325653e-12,6.926120437052923e-08,1.6848583213322217e-20,4.779811893808943e-24,7.488679938258555e-08,2.4664534614441166e-13,1.132417304604175e-32,2.6426437871137385e-13,0.0003649261873879216,7.903664920730242e-12,1.7145001024161603e-11,4.0148853925990076e-14,1.8301690120214218e-23,8.509884137078397e-23,2.119034603010664e-21,1.1478676497044892e-18
1.3041224450114654e-07,0.00264225016925734,0.0,0.0,0.0003428297746763109,0.7963956311097706,0.09999955167107874,0.09999999998177571,1.03214203493078e-11,4.226071223830507e-09,5.371273788452401e-16,6.854240441526939e-11,3.5879764844270966e-13,0.006478783284518431,7.231821874107018e-17,2.6459082771020865e-18,1.5171603908746935e-16,2.9990593786284554e-07,7.902055120321382e-12,6.922924881681288e-08,1.6848889317596513e-20,4.7798404179607234e-24,7.488310836651939e-08,2.46677276889334e-13,1.1327636751480356e-32,2.6432164544189987e-13,0.0003648633493850113,7.902366631126315e-12,1.7163086255512925e-11,4.018467434315036e-14,1.8307273222860972e-23,8.513165451909854e-23,2.118940640982958e-21,1.1490809960313713e-18
1.3052957645933195e-07,0.00264225016925734,0.0,0.0,0.00034277363911244503,0.7963956343290555,0.09999955175141649,0.09999999998176595,1.0332444206348518e-11,4.230277705656156e-09,5.374225904787861e-16,6.863885073972016e-11,3.58965941037897e-13,0.006478902133134066,7.230642684480498e-17,2.6459357762533393e-18,1.5185323261956563e-16,2.998568196513656e-07,7.900761222150924e-12,6.919741161413273e-08,1.6849194401897116e-20,4.779868846371706e-24,7.487941686163947e-08,2.467090690216644e-13,1.1333153233665673e-32,2.6437875259373883e-13,0.0003648007209645369,7.901072661994046e-12,1.7181170770149242e-11,4.022049401952359e-14,1.8312860670116306e-23,8.516449610317663e-23,2.118846698745862e-21,1.1502943108549915e-18
1.3064690841751737e-07,0.00264225016925734,0.0,0.0,0.00034271769033147675,0.7963956375373873,0.09999955183147367,0.09999999998175622,1.034346752983549e-11,4.234483949696772e-09,5.377177923184554e-16,6.873531151946843e-11,3.59134177995427e-13,0.006479020585833134,7.229456714633489e-17,2.6460271152028006e-18,1.519904468806572e-16,2.998078648788558e-07,7.899471629165062e-12,6.916569226686279e-08,1.6849498469665753e-20,4.779897179378887e-24,7.487572487106896e-08,2.467407229455955e-13,1.1338712348289446e-32,2.644357006302052e-13,0.00036473830139691717,7.899782998356175e-12,1.7199254566711456e-11,4.0256312956252076e-14,1.831845245155442e-23,8.519736742073167e-23,2.1187527763031855e-21,1.151507594110424e-18
1.3076424037570278e-07,0.00264225016925734,0.0,0.0,0.0003426619276860838,0.796395640734806,0.09999955191125129,0.0999999999817465,1.0354490079383285e-11,4.2386899559193e-09,5.380129866301895e-16,6.883178669483884e-11,3.593023594874056e-13,0.006479138643990859,7.228278025187612e-17,2.6455416386718456e-18,1.5212767776347744e-16,2.9975907297860766e-07,7.898186327142532e-12,6.913409028185245e-08,1.6849801524518806e-20,4.779925417317925e-24,7.487203239791553e-08,2.4677223906415436e-13,1.1344028598836948e-32,2.64492490013468e-13,0.0003646760899553091,7.898497625291417e-12,1.7217337643845527e-11,4.029213115447439e-14,1.8324048556753857e-23,8.523026852336856e-23,2.1186588736570046e-21,1.1527208457330197e-18
1.308815723338882e-07,0.00264225016925734,0.0,0.0,0.0003426063505313823,0.7963956439213505,0.09999955199075047,0.09999999998173674,1.0365513145121097e-11,4.242895724290865e-09,5.383081615975394e-16,6.892827620632941e-11,3.594704856852552e-13,0.006479256308977287,7.227098941621927e-17,2.6461363601171486e-18,1.522649422970447e-16,2.997104433864328e-07,7.896905299421124e-12,6.910260516841031e-08,1.6850103569924528e-20,4.779953560523885e-24,7.486833944527149e-08,2.468036177795007e-13,1.1349786371341509e-32,2.645491212045513e-13,0.0003646140859155967,7.897216527934672e-12,1.7235420000202445e-11,4.0327948615325384e-14,1.8329648975308986e-23,8.52631975041227e-23,2.1185649908044272e-21,1.1539340656584353e-18
1.309989042920736e-07,0.00264225016925734,0.0,0.0,0.0003425509582248738,0.7963956470970602,0.09999955206997219,0.099999999981727,1.037653727780384e-11,4.247101254778773e-09,5.38603312210304e-16,6.902477999461096e-11,3.596385567597188e-13,0.006479373582157367,7.2259242524559e-17,2.646246920703103e-18,1.5240225206064026e-16,2.9966197554001504e-07,7.89562853288764e-12,6.907123643828937e-08,1.6850404609423913e-20,4.779981609329848e-24,7.486464601621383e-08,2.468348594927592e-13,1.1355347661426854e-32,2.646055946633354e-13,0.00036455228855638097,7.895939691475838e-12,1.7253501634438218e-11,4.0363765339936265e-14,1.8335253696829863e-23,8.529615358462888e-23,2.118471127747521e-21,1.1551472538225742e-18
1.31116236250259e-07,0.00264225016925734,0.0,0.0,0.00034249575012642946,0.7963956502619743,0.09999955214891754,0.09999999998171726,1.0387561957909863e-11,4.251306547350518e-09,5.388984433046389e-16,6.912129800052672e-11,3.598065728808619e-13,0.006479490464890962,7.224756613368162e-17,2.646097391963384e-18,1.5253960294657298e-16,2.996136688791417e-07,7.89435601254555e-12,6.903998360567275e-08,1.685070464651971e-20,4.780009564067967e-24,7.48609521138044e-08,2.4686596460401136e-13,1.1360799662873158e-32,2.646619108485589e-13,0.0003644906971589659,7.894667101159438e-12,1.727158254521382e-11,4.039958132943454e-14,1.834086271093794e-23,8.532913723688561e-23,2.1183772844925735e-21,1.1563604101615816e-18
1.3128431821418053e-07,0.00264225016925734,0.0,0.0,0.0003424169823571904,0.7963956547770868,0.09999955226152989,0.09999999998170325,1.0403356016010313e-11,4.257330355355597e-09,5.393211957020185e-16,6.925958793442898e-11,3.6004716619754237e-13,0.0064796572257336755,7.223088297740491e-17,2.646353931370177e-18,1.5273642563859942e-16,2.995447476963885e-07,7.892540452517003e-12,6.89954138451493e-08,1.6851132720076443e-20,4.780049446928685e-24,7.485565965608578e-08,2.469102865066029e-13,1.1368800898927693e-32,2.6474231255954727e-13,0.0003644028228464472,7.892851441806622e-12,1.729748279292942e-11,4.045088765662473e-14,1.834890527020612e-23,8.537643571755189e-23,2.118242885390502e-21,1.1580982417140565e-18
1.3145240017810204e-07,0.00264225016925734,0.0,0.0,0.0003423385894362894,0.7963956592702385,0.0999995523735802,0.09999999998168928,1.0419150472073118e-11,4.263353674959774e-09,5.397439150080701e-16,6.939790675127819e-11,3.602876475847208e-13,0.006479823192064761,7.221422731647288e-17,2.6467788141021947e-18,1.5293331035528343e-16,2.9947615451306374e-07,7.890733532381234e-12,6.895107951983912e-08,1.6851558753806698e-20,4.780089138395012e-24,7.485036624212986e-08,2.469543300695128e-13,1.1376874895714472e-32,2.6482239380126626e-13,0.0003643153676347235,7.89104442300618e-12,1.7323381549353665e-11,4.050219248084828e-14,1.835695658684203e-23,8.542379197007183e-23,2.1181085269379167e-21,1.1598360076401201e-18
1.3162048214202356e-07,0.00264225016925734,0.0,0.0,0.00034226056950732774,0.7963956637415415,0.09999955248507153,0.09999999998167527,1.0434945829937558e-11,4.269376506069414e-09,5.40166596756617e-16,6.953625427900547e-11,3.605280175351724e-13,0.006479988367827727,7.219773574575866e-17,2.646155600595732e-18,1.5313027376845189e-16,2.9940788770442994e-07,7.888935210671343e-12,6.890697922724254e-08,1.6851982757909735e-20,4.7801286394294604e-24,7.484507188077694e-08,2.4699809645800143e-13,1.1384514446677897e-32,2.649021559101037e-13,0.00036422832943970574,7.889246001966655e-12,1.7349278810603173e-11,4.055349580538058e-14,1.8365016630495768e-23,8.547120452677706e-23,2.117974209137555e-21,1.1615737077549523e-18
1.3178856410594508e-07,0.00264225016925734,0.0,0.0,0.0003421829207237606,0.7963956681911086,0.09999955259600686,0.09999999998166126,1.0450741772359758e-11,4.2753988485916365e-09,5.4058924402864225e-16,6.967463034625941e-11,3.6076827653888547e-13,0.006480152756945052,7.218137269201795e-17,2.6457822562462465e-18,1.5332731094229705e-16,2.99339945654684e-07,7.887145443418174e-12,6.886311157479583e-08,1.685240474243277e-20,4.780167950989902e-24,7.483977658080514e-08,2.470415868331028e-13,1.1392246471433318e-32,2.64981600217674e-13,0.00036414170618846004,7.88745613612367e-12,1.737517457281518e-11,4.0604797633481856e-14,1.8373085370878963e-23,8.551867355815751e-23,2.11783993199276e-21,1.1633113418748043e-18
1.319566460698666e-07,0.00264225016925734,0.0,0.0,0.00034210564124886325,0.7963956726190518,0.09999955270638915,0.09999999998164726,1.046653873993622e-11,4.281420702434306e-09,5.410118529411625e-16,6.981303478240341e-11,3.610084250830806e-13,0.006480316363318282,7.216494563435002e-17,2.647006233377334e-18,1.5352441691714203e-16,2.992723267569118e-07,7.885364186819808e-12,6.881947517978518e-08,1.6852824717298945e-20,4.78020707402916e-24,7.483448035093093e-08,2.470848023516899e-13,1.1400639103945994e-32,2.650607280508258e-13,0.00036405549581914503,7.885674783139237e-12,1.7401068832147414e-11,4.065609796839709e-14,1.8381162777768532e-23,8.556619906350067e-23,2.117705695506157e-21,1.1650489098170266e-18
1.321247280337881e-07,0.00264225016925734,0.0,0.0,0.0003420287292556476,0.796395677025482,0.09999955281622139,0.09999999998163323,1.048233639457532e-11,4.287442067506029e-09,5.414344267663367e-16,6.995146741751293e-11,3.612484636522295e-13,0.0064804791908281935,7.214856525850871e-17,2.647351552114638e-18,1.5372158943488013e-16,2.992050294121676e-07,7.883591401451048e-12,6.877606866925701e-08,1.6853242692541273e-20,4.780246009493862e-24,7.482918319980972e-08,2.471277441663411e-13,1.1408680821192189e-32,2.6513954073165506e-13,0.0003639696962809367,7.883901900899846e-12,1.7426961584778e-11,4.070739681335619e-14,1.8389248821002366e-23,8.561378116640325e-23,2.1175714996799913e-21,1.1667864114000499e-18
1.3229280999770963e-07,0.00264225016925734,0.0,0.0,0.0003419521829268258,0.7963956814105095,0.0999995529255065,0.09999999998161918,1.0498134958488988e-11,4.293462943716146e-09,5.418569636132199e-16,7.008992808237296e-11,3.614883927280732e-13,0.006480641243334883,7.213246628094902e-17,2.6456244018208496e-18,1.5391884400806809e-16,2.991380520297557e-07,7.881827046726022e-12,6.873289067993627e-08,1.6853658678184014e-20,4.780284758325557e-24,7.482388513603635e-08,2.471704134252899e-13,1.1415857956954841e-32,2.6521803957751215e-13,0.0003638843055339694,7.882137447515556e-12,1.7452852826905317e-11,4.075869417157402e-14,1.8397343470478775e-23,8.566141814711715e-23,2.117437344515426e-21,1.1685238464434206e-18
1.3246089196163114e-07,0.00264225016925734,0.0,0.0,0.0003418760004547345,0.7963956857742444,0.09999955303424743,0.09999999998160515,1.0513934157122055e-11,4.2994833309747305e-09,5.422794661719277e-16,7.02284166084755e-11,3.6172821278964023e-13,0.006480802524677922,7.211642194890098e-17,2.6459083567717135e-18,1.5411617075326607e-16,2.990713930282532e-07,7.880071076546913e-12,6.868993985814078e-08,1.6854072683961287e-20,4.780323321462143e-24,7.481858616814557e-08,2.4721281127268583e-13,1.1423846342466571e-32,2.652962259010145e-13,0.0003637993215492629,7.880381381318221e-12,1.7478742554747913e-11,4.0809990046250454e-14,1.84054466961616e-23,8.570911080764617e-23,2.117303230012122e-21,1.1702612147677187e-18
1.3262897392555266e-07,0.00264225016925734,0.0,0.0,0.0003418001800412949,0.7963956901167958,0.09999955314244709,0.09999999998159109,1.0529734302953418e-11,4.305503229192586e-09,5.427019317495913e-16,7.036693282801692e-11,3.6196792431326423e-13,0.0064809630386764485,7.210017837615584e-17,2.648569779369222e-18,1.5431356178215212e-16,2.9900505083468995e-07,7.878323449062348e-12,6.864721485970227e-08,1.6854484719569644e-20,4.780361699835794e-24,7.481328630461254e-08,2.4725493884857976e-13,1.1432830656424594e-32,2.6537410101005347e-13,0.0003637147423086657,7.878633660860684e-12,1.750463076454438e-11,4.086128444057054e-14,1.84135584680822e-23,8.57568599634537e-23,2.1171691561683696e-21,1.171998516194589e-18
1.3279705588947418e-07,0.00264225016925734,0.0,0.0,0.00034172471989794487,0.7963956944382724,0.09999955325010834,0.09999999998157702,1.0545535106076166e-11,4.311522638281234e-09,5.431243631549065e-16,7.050547657389551e-11,3.622075277726015e-13,0.0064811227891293155,7.208413118336923e-17,2.647404441156204e-18,1.545110221363847e-16,2.989390238832213e-07,7.876584129783218e-12,6.860471434988393e-08,1.6854894794971866e-20,4.7803998943716345e-24,7.480798555385347e-08,2.472967972886263e-13,1.1440255287757095e-32,2.6545166620780816e-13,0.00036363056580478355,7.876894244915238e-12,1.7530517452553225e-11,4.091257735770443e-14,1.8421678756330328e-23,8.580466446323863e-23,2.1170351229822274e-21,1.1737357505467696e-18
1.329651378533957e-07,0.00264225016925734,0.0,0.0,0.00034164961824559217,0.7963956987387821,0.0999995533572341,0.09999999998156296,1.0561336627962704e-11,4.317541558152913e-09,5.435467599494262e-16,7.064404767970896e-11,3.624470236386489e-13,0.006481281779815179,7.206850663258788e-17,2.6440113246168865e-18,1.5470856461513268e-16,2.9887331061658384e-07,7.874853075979083e-12,6.856243700330109e-08,1.685530291995586e-20,4.7804379059913815e-24,7.480268392422589e-08,2.4733838772419857e-13,1.1446729199605612e-32,2.655289227927518e-13,0.00036354679004092175,7.875163092472328e-12,1.7556402615052822e-11,4.0963868800807554e-14,1.84298075310566e-23,8.58525223428209e-23,2.1169011304511234e-21,1.1754729176480742e-18
1.331332198173172e-07,0.00264225016925734,0.0,0.0,0.0003415748733145468,0.7963957030184327,0.09999955346382719,0.09999999998154888,1.0577138877880617e-11,4.323559988720582e-09,5.439691222484946e-16,7.078264597975155e-11,3.6268641237976143e-13,0.00648144001449265,7.205267879825935e-17,2.6470971361709888e-18,1.5490617549720804e-16,2.988079094873345e-07,7.87313023740188e-12,6.852038150383845e-08,1.6855709103863163e-20,4.7804757356141304e-24,7.479738142402939e-08,2.4737971128280457e-13,1.1455852063604523e-32,2.6560587205866455e-13,0.0003634634130310153,7.873440162739069e-12,1.758228624834122e-11,4.101515877302066e-14,1.8437944762484673e-23,8.590043590178579e-23,2.1167671785702605e-21,1.1772100173232862e-18
1.3330130178123873e-07,0.00264225016925734,0.0,0.0,0.00034150048334447675,0.7963957072773304,0.09999955356989047,0.09999999998153478,1.0592942175814125e-11,4.329577929897898e-09,5.44391447307656e-16,7.0921271309012e-11,3.62925694461669e-13,0.006481597496900398,7.203653015096314e-17,2.6512826013795787e-18,1.551038488644795e-16,2.987428189552999e-07,7.871415579299522e-12,6.847854654457356e-08,1.685611335627934e-20,4.7805133841507566e-24,7.47920780615059e-08,2.474207690878161e-13,1.1465477516274407e-32,2.656825152946411e-13,0.00036338043279957125,7.871725415138512e-12,1.7608168348736112e-11,4.106644727746987e-14,1.8446090420905013e-23,8.594840601238854e-23,2.116633267333982e-21,1.1789470493982481e-18
1.3346938374516024e-07,0.00264225016925734,0.0,0.0,0.0003414264465843475,0.7963957115155821,0.09999955367542675,0.09999999998152069,1.0608745991822629e-11,4.33559538159923e-09,5.448137400601058e-16,7.105992350317055e-11,3.6316487034749475e-13,0.006481754230757267,7.202097433039908e-17,2.6454080801954364e-18,1.553015957802208e-16,2.986780374865009e-07,7.869709073439888e-12,6.843693082769802e-08,1.6856515687184074e-20,4.7805508525047735e-24,7.478677384484026e-08,2.4746156225802653e-13,1.147097171597826e-32,2.657588537851044e-13,0.0003632978473816,7.870018809308015e-12,1.7634048912574647e-11,4.1117734317266783e-14,1.8454244476658818e-23,8.599642911625102e-23,2.1164993967379893e-21,1.18068401369993e-18
1.3363746570908176e-07,0.00264225016925734,0.0,0.0,0.00034135276129236835,0.7963957157332929,0.09999955378043884,0.09999999998150658,1.0624550299031545e-11,4.341612343739645e-09,5.452360008689621e-16,7.119860239859665e-11,3.634039404977711e-13,0.006481910219762388,7.200588306179227e-17,2.641333966739512e-18,1.5549942351773136e-16,2.986135635569645e-07,7.868010666820898e-12,6.83955330644395e-08,1.68569161059587e-20,4.780588141580453e-24,7.478146878216075e-08,2.4750209190817034e-13,1.1477127368563073e-32,2.6583488880981236e-13,0.00036321565482255795,7.86832030509769e-12,1.7659927936213396e-11,4.116901989550847e-14,1.8462406900154322e-23,8.604450420310673e-23,2.1163655667760797e-21,1.1824209100562909e-18
1.3380554767300328e-07,0.00264225016925734,0.0,0.0,0.0003412794257359325,0.7963957199305678,0.09999955388492954,0.09999999998149248,1.0640355703098648e-11,4.347628816234901e-09,5.456582245009584e-16,7.133730783234642e-11,3.636429053704575e-13,0.006482065467595333,7.199001115885113e-17,2.651695345443157e-18,1.5569731559091365e-16,2.9854939565288205e-07,7.866320305763533e-12,6.835435197498299e-08,1.6857314621500464e-20,4.780625252278824e-24,7.477616288153948e-08,2.475423591494062e-13,1.1489226016367594e-32,2.6591062164387035e-13,0.00036313385317828135,7.866629862569469e-12,1.7685805416028212e-11,4.122030401527765e-14,1.8470577661884926e-23,8.609263640187324e-23,2.1162317774376062e-21,1.1841577382961748e-18
1.3400549597782167e-07,0.00264225016925734,0.0,0.0,0.00034119263972404564,0.7963957248971263,0.09999955400855519,0.09999999998147567,1.0659158698677347e-11,4.354785302537784e-09,5.461604516503446e-16,7.150234450399066e-11,3.6392703866205755e-13,0.006482249188368749,7.19715289551976e-17,2.6476493335185883e-18,1.5593281359586478e-16,2.9847345874061993e-07,7.864319933704495e-12,6.83056438676147e-08,1.6857786225897392e-20,4.7806691676401155e-24,7.476984996507773e-08,2.4758992036324737e-13,1.1496979770768099e-32,2.6600032072202055e-13,0.00036303704934771014,7.86462937641642e-12,1.771658694258797e-11,4.128130909889169e-14,1.848030832139258e-23,8.614996386969558e-23,2.1160726761280716e-21,1.1862237595623847e-18
1.3420544428264007e-07,0.00264225016925734,0.0,0.0,0.0003411063433068268,0.7963957298350884,0.09999955413145156,0.09999999998145885,1.067796088037815e-11,4.361941095676496e-09,5.466626477852611e-16,7.166741822906565e-11,3.64211024379528e-13,0.006482431871598958,7.195376002097789e-17,2.6369017717117787e-18,1.5616839645732145e-16,2.9839795022964366e-07,7.862330853857546e-12,6.825723845827953e-08,1.6858255166872813e-20,4.78071283332386e-24,7.476353588756289e-08,2.476371136578576e-13,1.1501951234253438e-32,2.6608959609198505e-13,0.0003629407927357084,7.862640175809644e-12,1.7747366273317743e-11,4.13423121280727e-14,1.849005068934467e-23,8.620736714318812e-23,2.1159136322853927e-21,1.1882896839110188e-18
1.3440539258745847e-07,0.00264225016925734,0.0,0.0,0.00034102053361775874,0.7963957347446272,0.09999955425362325,0.09999999998144202,1.0696765250607732e-11,4.36909619551302e-09,5.471647863339979e-16,7.183252873703642e-11,3.6449486327977345e-13,0.006482613523373244,7.193518812362017e-17,2.6508078052372276e-18,1.5640408653007475e-16,2.983228676143862e-07,7.860352966112053e-12,6.820913364116316e-08,1.6858721459324665e-20,4.780756250821279e-24,7.47572206622788e-08,2.476839408805499e-13,1.151696255016034e-32,2.66178449874686e-13,0.0003628450801261235,7.860662194673248e-12,1.7778143402221946e-11,4.140331310793125e-14,1.8499804716417145e-23,8.626484715473184e-23,2.1157546458812595e-21,1.190355511059349e-18
1.3460534089227686e-07,0.00264225016925734,0.0,0.0,0.00034093520780826257,0.7963957396259156,0.09999955437507485,0.09999999998142518,1.0715572516299135e-11,4.376250601910687e-09,5.476668612486304e-16,7.199767575872088e-11,3.647785561146902e-13,0.006482794149740668,7.191665893778723e-17,2.655337485857793e-18,1.5663989222308834e-16,2.9824820840060145e-07,7.858386241720466e-12,6.816132732774163e-08,1.6859185119243922e-20,4.780799421598442e-24,7.475090430240095e-08,2.4773040387038664e-13,1.1528195498575282e-32,2.662668841818186e-13,0.00036274990832305706,7.858695367345684e-12,1.7808918323342708e-11,4.1464312043549667e-14,1.8509570353415542e-23,8.632240083387798e-23,2.1155957168949138e-21,1.1924212407269371e-18
1.3480528919709526e-07,0.00264225016925734,0.0,0.0,0.00034085036304757065,0.7963957444791246,0.09999955449581083,0.09999999998140831,1.0734378974686605e-11,4.383404314734173e-09,5.481689058188225e-16,7.216285902628422e-11,3.650621036312056e-13,0.006482973756712283,7.189927421647505e-17,2.6394569720894474e-18,1.5687579118741275e-16,2.98173970109116e-07,7.85643062743535e-12,6.81138174466135e-08,1.685964616256462e-20,4.7808423471166234e-24,7.47445868209975e-08,2.477765044579403e-13,1.1531103445210557e-32,2.6635490111587424e-13,0.00036265527415072694,7.85673962857555e-12,1.7839691030759586e-11,4.152530893998211e-14,1.8519347551262664e-23,8.638002823100512e-23,2.115436845320546e-21,1.1944868726358096e-18
