Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),CHOX2(61),SX(53),CH3OX(46),CH3X(55),CH4(41),CH2OX2(52),CHX(32),SX(406),SX(420),C2HOX(418),C2H4O(376),CH2X(63),SX(57),CH4X(383),SX(56)
4.6269330085966953e-10,0.0027149456784039327,0.1557,0.0,0.007172481009451971,0.6423048845355361,0.20127262672910753,9.430732150770828e-20,1.6218269224296633e-23,6.819359523040491e-13,1.375456268677641e-30,9.903958594173153e-17,4.214325424269113e-24,0.00019023084920309744,3.807738673187689e-18,7.0144171016736e-26,8.873460713685994e-24,0.0006273731892532944,6.808772028961696e-24,7.827167418241635e-11,-6.37046842363438e-35,1.8583502280792174e-34,2.3906387091172097e-14,6.186604222430917e-20,1.8266603488756274e-44,3.678948318823376e-18,1.9384333555740584e-15,1.5806071648656443e-14,2.6545669229338566e-12,1.1633308918883588e-15,1.7380951885619969e-31,2.1116584307472548e-19,5.782452059277852e-25,2.1823473633355897e-21,8.772277656013717e-16,1.1126362677160536e-15,1.0345269237458373e-20,1.5197182158240504e-20,1.2979079458651907e-18,8.72229332317116e-19,8.214765212484724e-16,-3.867432340649673e-30,6.024856650609596e-18,7.869957594606846e-28
4.6369272352674327e-10,0.0027149456784039327,0.1557,0.0,0.0071712972852124935,0.642304900113762,0.201271411848092,9.50977427403703e-20,1.6430879747845508e-23,6.847456315345964e-13,1.3984739881775221e-30,9.975316250708034e-17,4.263140389726357e-24,0.00019019969242509418,3.829611935516965e-18,6.979426320342172e-26,8.978551431351352e-24,0.0006285880699404519,6.881950174609405e-24,7.859235856793324e-11,-9.177617461520968e-34,1.866171643146939e-34,2.406007655153055e-14,6.217858810529698e-20,1.8552059648262397e-44,3.705452616430448e-18,1.9499958412785022e-15,1.5838743862239416e-14,2.659268792519521e-12,1.1652079583619266e-15,1.7603625334430982e-31,2.1298236110028689e-19,3.3898832150210563e-25,2.2042632216855753e-21,8.785302317693129e-16,1.1193317464868526e-15,1.0445701620859205e-20,1.5384066681946597e-20,1.3130998090133422e-18,8.84145621181054e-19,8.262943126866195e-16,1.8637788046094428e-29,6.069319076605522e-18,7.953571964334021e-28
4.64692146193817e-10,0.0027149456784039327,0.1557,0.0,0.007170114096635001,0.6423049156891713,0.20127019750837016,9.589287238155231e-20,1.66436835524696e-23,6.875594767750276e-13,1.421209238637153e-30,1.0053005919832813e-16,4.307843152687997e-24,0.00019016854127884764,3.8546364096290286e-18,6.748613442187429e-26,9.08289506433448e-24,0.0006298024093333736,6.95543742920074e-24,7.891356041948743e-11,9.121577953544628e-34,1.8532045496834058e-34,2.4214303132109337e-14,6.244752489523459e-20,1.8775596787035264e-44,3.734309338262896e-18,1.9615987476960765e-15,1.5871410685896658e-14,2.663966764427424e-12,1.1670910016846405e-15,1.782857316451224e-31,2.1481040517981964e-19,6.254224627966054e-25,2.2265386289366773e-21,8.798298492410656e-16,1.1260514776548275e-15,1.0570564540438172e-20,1.5551152741110784e-20,1.3284274485157773e-18,8.961944464176513e-19,8.311278939447847e-16,-2.009523870655347e-30,6.117042082348404e-18,8.036577862033607e-28
4.656915688608908e-10,0.0027149456784039327,0.1557,0.0,0.007168931443308651,0.642304931261682,0.20126898370969665,9.669272724572372e-20,1.6859713541457442e-23,6.903774813604199e-13,1.4443494608922622e-30,1.0124379555442038e-16,4.357982928715351e-24,0.00019013739592971956,3.87626686913821e-18,7.09022132655457e-26,9.188842718347226e-24,0.0006310162076775047,7.029840294301322e-24,7.923528036107597e-11,1.5546062829300835e-33,1.8935895076150055e-34,2.4369205155227943e-14,6.277751261440126e-20,1.907388826226733e-44,3.760819456881561e-18,1.9732422256019585e-15,1.5904072122067916e-14,2.6686610570307705e-12,1.1689640840618651e-15,1.8055817121648975e-31,2.1664874070980701e-19,9.978930612064945e-25,2.2487642956979177e-21,8.811270411677449e-16,1.132795482302017e-15,1.0722518423212655e-20,1.569600267863348e-20,1.3438915263281833e-18,9.083769285882899e-19,8.35977268159207e-16,-3.985908342482174e-29,6.1616058813381665e-18,8.121681918552489e-28
4.666909915279645e-10,0.0027149456784039327,0.1557,0.0,0.007167749324826337,0.642304946831213,0.20126777045182603,9.749732337486859e-20,1.7072633288558986e-23,6.931996386902575e-13,1.469823851936215e-30,1.0203230395416141e-16,4.403157956166024e-24,0.0001901062565395006,3.901647583062296e-18,7.395406836712564e-26,9.29082014969077e-24,0.0006322294652182004,7.10446601631986e-24,7.955751642034245e-11,-2.725551418750773e-33,1.934398801291809e-34,2.4524633499186657e-14,6.302427770551207e-20,1.930881700682255e-44,3.790107464447412e-18,1.9849261204470802e-15,1.5936728173190996e-14,2.673351732881259e-12,1.1708226397946866e-15,1.828537273109056e-31,2.1849883525940266e-19,1.4572472044169415e-25,2.2714025550584537e-21,8.824240273956543e-16,1.1395637353968156e-15,1.0809078829808747e-20,1.5902863021732228e-20,1.3595018341483438e-18,9.206935905558888e-19,8.408424457122567e-16,2.9102503658840806e-29,6.210013601841326e-18,8.205966088541022e-28
4.676904141950383e-10,0.0027149456784039327,0.1557,0.0,0.007166567740784586,0.6423049623976851,0.20126655773451316,9.830667774920825e-20,1.7297179790714588e-23,6.960259421437161e-13,1.4931875026549097e-30,1.02747547873941e-16,4.454546139019981e-24,0.0001900751232664746,3.923101051906652e-18,7.037104960693284e-26,9.402672018152506e-24,0.0006334421822006115,7.180106111781266e-24,7.98802693949063e-11,-1.3558662296169949e-33,1.91099616123134e-34,2.468074984160397e-14,6.338928658414848e-20,1.9617691228120658e-44,3.81667347445079e-18,1.9966506789111058e-15,1.596937884170194e-14,2.678038306701331e-12,1.172703228794204e-15,1.8517253579457544e-31,2.203591203137409e-19,-1.5780435298764028e-25,2.2939364261179516e-21,8.837184435598398e-16,1.146356311154609e-15,1.0879110853592352e-20,1.6127309175382162e-20,1.3752544320603726e-18,9.331459428475853e-19,8.45723434544176e-16,7.229611370189729e-29,6.2547490522311125e-18,8.292679288812653e-28
4.686898368621121e-10,0.0027149456784039327,0.1557,0.0,0.007165386690783505,0.6423049779610209,0.201265345557513,9.912080627848692e-20,1.7516843114227825e-23,6.988563850271709e-13,1.51709384297769e-30,1.0354942869753675e-16,4.500074498997044e-24,0.0001900439962655038,3.9489285640303735e-18,7.001346332394159e-26,9.508908911308205e-24,0.000634654358869808,7.255864345769047e-24,8.020353713607896e-11,6.834683771980453e-33,1.915062523800629e-34,2.48373812935194e-14,6.358754500783458e-20,1.9837475488387112e-44,3.846458181025251e-18,2.0084158188185715e-15,1.6002024130034856e-14,2.682720981230275e-12,1.1745912558462424e-15,1.8751485977588174e-31,2.2223143616576935e-19,1.9412639829587036e-24,2.3169485867857416e-21,8.850071296441442e-16,1.1531733156562993e-15,1.1105553143114753e-20,1.6211761738399973e-20,1.3911337100063198e-18,9.457362583345706e-19,8.506202281004589e-16,-1.0798233420298451e-28,6.3039273406610685e-18,8.378032826703793e-28
4.696892595291859e-10,0.0027149456784039327,0.1557,0.0,0.0071642061744266955,0.6423049935211448,0.20126413392058065,9.99397261569746e-20,1.7741003078093523e-23,7.016909607851571e-13,1.5424679597587745e-30,1.0426583070745193e-16,4.552711107516619e-24,0.00019001287568808846,3.970181693198781e-18,7.659353722435807e-26,9.617670314752334e-24,0.0006358659954706473,7.332768824937492e-24,8.052732073495486e-11,-1.2795057423604814e-33,1.9872688116381242e-34,2.4994715523730825e-14,6.402739971422256e-20,2.017124839408697e-44,3.873067096747558e-18,2.0202216340711285e-15,1.6034664040622145e-14,2.687400646753072e-12,1.1764194943990093e-15,1.8988081188107398e-31,2.2411379696088276e-19,1.3648301682208884e-24,2.339787523498752e-21,8.862972556173377e-16,1.160014621439301e-15,1.1279791865708078e-20,1.6346151068955233e-20,1.4071607729436487e-18,9.58464207018965e-19,8.555328346063925e-16,-9.645477139610018e-29,6.3488168714654106e-18,8.466327862612214e-28
4.706886821962597e-10,0.0027149456784039327,0.1557,0.0,0.007163026191321185,0.6423050090779824,0.20126292282347139,1.007634539676153e-19,1.7976718526356712e-23,7.045296638101608e-13,1.5686131022045719e-30,1.0488744190822054e-16,4.61318286285945e-24,0.00018998176168244735,3.9863940430868636e-18,7.667071637881877e-26,9.735906988832355e-24,0.0006370770922478804,7.410788557741284e-24,8.085161956289645e-11,-2.2421361912232635e-33,2.000147383018881e-34,2.515276392868689e-14,6.424866920255797e-20,2.0602441146120357e-44,3.8961542584518555e-18,2.0320681432440783e-15,1.6067298575894362e-14,2.6920759263712963e-12,1.1782921960630422e-15,1.9227055733826389e-31,2.260061023235051e-19,-7.89469318306917e-27,2.3624065298738883e-21,8.87587297008276e-16,1.1668802354234368e-15,1.1281846336156919e-20,1.664004150432259e-20,1.4233477595856541e-18,9.713301748019298e-19,8.604612698139543e-16,4.992730558845047e-29,6.388943228866543e-18,8.557854975781254e-28
4.716881048633335e-10,0.0027149456784039327,0.1557,0.0,0.007161846741077363,0.6423050246314612,0.20126171226594058,1.0159200605963813e-19,1.8221877906363834e-23,7.073724819902626e-13,1.5911353699864972e-30,1.0548362940463889e-16,4.6762241529222074e-24,0.00018995065439358425,4.0011767595313766e-18,7.06672919293436e-26,9.861912805781979e-24,0.0006382876494461305,7.489486127811704e-24,8.117643238367496e-11,2.1962846889596414e-32,1.949754433224901e-34,2.5311451398550398e-14,6.468914479052282e-20,2.1022938133237306e-44,3.918296807599384e-18,2.0439556969608725e-15,1.6099927738280226e-14,2.696746427082087e-12,1.1802400479961714e-15,1.9468453251071714e-31,2.2790913262345485e-19,3.87544117478167e-24,2.3850440743768194e-21,8.888658321450816e-16,1.1737706145251801e-15,1.1448242387339133e-20,1.678692150900451e-20,1.4396631373999758e-18,9.843376777838982e-19,8.654055150203501e-16,-2.124785803473724e-28,6.427821686983937e-18,8.650465415816382e-28
4.726875275304073e-10,0.0027149456784039327,0.1557,0.0,0.007160667823308916,0.6423050401815106,0.20126050224774378,1.024253983864819e-19,1.8456354570926135e-23,7.102194138165837e-13,1.6163877769416943e-30,1.0617169840254048e-16,4.7330535519605354e-24,0.00018991955396335607,4.020653435988642e-18,7.461852872657395e-26,9.976490555404402e-24,0.0006394976673098869,7.568040013300654e-24,8.150175758465861e-11,5.536063136742586e-33,1.9928036382254103e-34,2.5470651780557665e-14,6.46656736295099e-20,2.1316253327912208e-44,3.9438529022294084e-18,2.055883713269016e-15,1.6132551530206646e-14,2.7014154463819e-12,1.1820116365676855e-15,1.9712255373958281e-31,2.2982446611128643e-19,3.866822414584165e-24,2.408197550517278e-21,8.901477432795173e-16,1.180685340905698e-15,1.178439762973922e-20,1.6781349349275266e-20,1.4561079228780571e-18,9.97487822859371e-19,8.703655724270834e-16,-3.1995333683745815e-28,6.471416056532553e-18,8.741790887091586e-28
4.736869501974811e-10,0.0027149456784039327,0.1557,0.0,0.00715948943763275,0.642305055728061,0.20125929276863663,1.0326364764583816e-19,1.8685389008399153e-23,7.130704556778029e-13,1.6449202209883797e-30,1.069461781819047e-16,4.784080523841477e-24,0.00018988846053053464,4.04449461571611e-18,8.135820313064657e-26,1.0084722385456951e-23,0.0006407071460834765,7.646702333336629e-24,8.18275943925692e-11,-4.258286212007579e-32,2.069526176686218e-34,2.5630370630680344e-14,6.537620042118957e-20,2.153694985597694e-44,3.972619286583013e-18,2.0678518625955227e-15,1.616516995409888e-14,2.7060814527157484e-12,1.1837226980650535e-15,1.9958430979220344e-31,2.317518945586502e-19,-6.743595577096756e-24,2.4317921799572456e-21,8.914497180425276e-16,1.1876239410762292e-15,1.1611957481979338e-20,1.724164049185128e-20,1.4727477357777807e-18,1.010777325620164e-18,8.753415318080934e-16,4.9687970002264245e-28,6.51945553308955e-18,8.832914682442257e-28
4.746863728645549e-10,0.0027149456784039327,0.1557,0.0,0.007158311583668912,0.6423050712710447,0.20125808382837496,1.041067702657959e-19,1.8919320711762962e-23,7.1592559987926e-13,1.6719491933634516e-30,1.0776439140247578e-16,4.832673426968935e-24,0.0001898573742308746,4.0705101641588264e-18,7.491981131409525e-26,1.0197039580668305e-23,0.0006419160860110855,7.725588181032161e-24,8.215394238762335e-11,1.7039835208322168e-32,2.0216545401299077e-34,2.5790656940237912e-14,6.50575755005789e-20,2.1699130914612633e-44,4.00301041473152e-18,2.0798612404690756e-15,1.6197783012380388e-14,2.7107383999621538e-12,1.1858402684752686e-15,2.0207106560550585e-31,2.3369135791045957e-19,-1.923576971622116e-24,2.455800633862229e-21,8.927228397720984e-16,1.1945875124768586e-15,1.1386732577692026e-20,1.7753469220578783e-20,1.489538565459006e-18,1.0242107104530782e-18,8.803333654932772e-16,3.8466553017505203e-28,6.569747759459792e-18,8.922782664323004e-28
4.756857955316287e-10,0.0027149456784039327,0.1557,0.0,0.007157134261040543,0.6423050868103951,0.20125687542671478,1.0495478312383535e-19,1.9154691029870226e-23,7.187848287337011e-13,1.6967647078159862e-30,1.0856882933659529e-16,4.88306626974145e-24,0.00018982629519717577,4.095696507242418e-18,7.308371463026742e-26,1.0309558850860211e-23,0.00064312448733674,7.805107759773557e-24,8.248080224484122e-11,1.3751836300547085e-32,2.0088636233231443e-34,2.5951572087878187e-14,6.570034292991449e-20,2.1878967256929567e-44,4.032889707035929e-18,2.091912022434046e-15,1.6230390707472952e-14,2.7153959773439782e-12,1.187616957679752e-15,2.0458308685810156e-31,2.356422031018686e-19,3.523769910893381e-24,2.480003175912637e-21,8.939834431023536e-16,1.2015762195939999e-15,1.2002666217396344e-20,1.7501011476955252e-20,1.506396912890174e-18,1.0377952001062038e-18,8.853409984489662e-16,-2.201791813349126e-28,6.61938846571603e-18,9.012600093375717e-28
4.765852759319951e-10,0.0027149456784039327,0.1557,0.0,0.007156075124657828,0.6423051007926502,0.2012557883255232,1.0572219009259147e-19,1.9367640257289642e-23,7.213616159544876e-13,1.7197404454273528e-30,1.092728295698353e-16,4.930384483864328e-24,0.00018979833038667185,4.11717921893055e-18,7.974667411366479e-26,1.0410432017040287e-23,0.0006442115882267506,7.87750426971094e-24,8.277541299133383e-11,-3.2711657556249183e-32,2.082954389916409e-34,2.6096944062288588e-14,6.601766796137632e-20,2.2108566970932002e-44,4.05903819133013e-18,2.102792417553853e-15,1.6259733049529925e-14,2.7195858823529464e-12,1.189115725683312e-15,2.068648888826489e-31,2.3740719951630577e-19,-3.819802211209473e-24,2.5017816977351518e-21,8.951455942279645e-16,1.207886772699483e-15,1.215788399163574e-20,1.763888810633812e-20,1.521736122750894e-18,1.0501432720867285e-18,8.898613806200657e-16,2.2942155313989197e-28,6.663104008662844e-18,9.09529774221978e-28
4.773948082923249e-10,0.0027149456784039327,0.1557,0.0,0.0071551222694072915,0.6423051133740804,0.20125481030714343,1.064162647887296e-19,1.956378538375517e-23,7.236835677478212e-13,1.7420375668503827e-30,1.0990469606131463e-16,4.9735184117071595e-24,0.00018977316725594706,4.136310120978815e-18,8.08796973141751e-26,1.0504559369853133e-23,0.0006451896063347872,7.94322429563467e-24,8.30409156389967e-11,-7.336826471670329e-34,2.1056957459955024e-34,2.6228207595325652e-14,6.625384354350309e-20,2.2348165401601394e-44,4.0825073662295066e-18,2.112612792417295e-15,1.6286137446237883e-14,2.723350467409024e-12,1.190753282457422e-15,2.0893555363333012e-31,2.3900335545906506e-19,-9.352005882906596e-25,2.5214286594683037e-21,8.961804893926732e-16,1.2135829324643963e-15,1.2055876819789962e-20,1.7985689598058617e-20,1.5356678782922549e-18,1.061356691298357e-18,8.939407282923437e-16,1.629984816502671e-28,6.70238426923437e-18,9.171090715028694e-28
4.782043406526547e-10,0.0027149456784039327,0.1557,0.0,0.007154169762105744,0.6423051259530133,0.20125383264170654,1.0711357738260197e-19,1.9762110470617535e-23,7.260082064615372e-13,1.7654186390343732e-30,1.1054430486318838e-16,5.016546069310187e-24,0.00018974800911917108,4.155757386045367e-18,7.898531621439156e-26,1.0599981801332397e-23,0.0006461672714995567,8.009318242125721e-24,8.330675267988391e-11,1.2977793003760684e-32,2.094708929773759e-34,2.6359867484030637e-14,6.650065952116573e-20,2.2586881636257743e-44,4.1062641439134504e-18,2.122459993325574e-15,1.6312538328457923e-14,2.7271140247670876e-12,1.1922756645112982e-15,2.1102273502296688e-31,2.4060706192999206e-19,3.16190633558963e-24,2.5412083138270608e-21,8.972014601913114e-16,1.2192951819143049e-15,1.2285688933910106e-20,1.803218898368265e-20,1.549666142152002e-18,1.0726698239239122e-18,8.980305090151908e-16,-1.7075400686863065e-28,6.742088356332807e-18,9.24733465024428e-28
4.790138730129844e-10,0.0027149456784039327,0.1557,0.0,0.0071532176025585785,0.6423051385294166,0.2012528553290832,1.0781413686010942e-19,1.9960581859357424e-23,7.283355054741395e-13,1.7886915751448894e-30,1.1119002103148615e-16,5.0596115615583136e-24,0.00018972285604151374,4.1754436569538485e-18,7.924713963159676e-26,1.069471268199859e-23,0.0006471445838504911,8.075758621323505e-24,8.357292383365496e-11,-1.0302186887060014e-32,2.1037577104533658e-34,2.6491925939196583e-14,6.674570287240059e-20,2.2816677931203325e-44,4.13024778503247e-18,2.1323341699176127e-15,1.6338935697473798e-14,2.730876595853224e-12,1.1936829143322621e-15,2.131266517560197e-31,2.42218398788253e-19,-5.002470079624043e-25,2.5611409836953124e-21,8.982308618052021e-16,1.2250237039318039e-15,1.245957220444526e-20,1.813098081316177e-20,1.5637692865824397e-18,1.084080702634497e-18,9.02130693863896e-16,2.933135486492632e-29,6.782142303639437e-18,9.323724389999438e-28
4.798234053733142e-10,0.0027149456784039327,0.1557,0.0,0.007152265790572407,0.642305151103258,0.201251878369144,1.0851795203086373e-19,2.0159015752482675e-23,7.306654621358394e-13,1.8127636044372094e-30,1.1183974430207704e-16,5.102900212835255e-24,0.00018969770808699402,4.195254170161172e-18,8.155330686629681e-26,1.0788519564711165e-23,0.0006481215435169666,8.1425850276218e-24,8.383942854568306e-11,-5.609839914598029e-33,2.1347406921457924e-34,2.6624385664654863e-14,6.699030059269535e-20,2.304918927433671e-44,4.154380258608238e-18,2.1422353868878604e-15,1.6365329554568556e-14,2.7346347755481925e-12,1.1952436960223312e-15,2.152474612742051e-31,2.438373239242102e-19,-4.496903965286838e-24,2.581207249662711e-21,8.992644415461154e-16,1.2307685229622703e-15,1.2235482705050689e-20,1.8594046219241594e-20,1.578010247627163e-18,1.0955877043555472e-18,9.062413136287985e-16,4.859694208191224e-28,6.82243215959145e-18,9.400346829701587e-28
4.80632937733644e-10,0.0027149456784039327,0.1557,0.0,0.0071513143259550336,0.6423051636745064,0.20125090176175958,1.092250320589107e-19,2.036054706789329e-23,7.329980767323332e-13,1.835576426814885e-30,1.1249004475374452e-16,5.146597568023336e-24,0.00018967256531848633,4.215008537704011e-18,8.181004387354041e-26,1.0884499826366672e-23,0.0006490981506282959,8.209827971525989e-24,8.410626669123461e-11,3.654085325597817e-32,2.1470416666881046e-34,2.6757250808778688e-14,6.723734696371977e-20,2.328318083672867e-44,4.1785341349922494e-18,2.152164004666137e-15,1.6391719901024525e-14,2.7383895969492854e-12,1.1968722604921595e-15,2.173856615449113e-31,2.45463811874931e-19,3.8120389070108815e-24,2.60139312770257e-21,9.002806060980782e-16,1.2365300601547836e-15,1.2315826283320893e-20,1.8782001320854288e-20,1.5923216250703298e-18,1.1071961650154325e-18,9.10362300302184e-16,-3.4532493450549995e-29,6.862771252540337e-18,9.476756450008118e-28
4.814424700939738e-10,0.0027149456784039327,0.1557,0.0,0.00715036320851545,0.6423051762431308,0.20124992550680074,1.0993538551479608e-19,2.0564625998132172e-23,7.353333652942219e-13,1.8588339734202196e-30,1.1314173173359e-16,5.1906006525516744e-24,0.00018964742779775456,4.2347436483555205e-18,8.069102279747621e-26,1.0982073280575519e-23,0.0006500744053137307,8.277507981827372e-24,8.437343810443194e-11,1.5619714443557801e-32,2.144575987345509e-34,2.689052091260636e-14,6.748365147665004e-20,2.3522851003821543e-44,4.2027394814861695e-18,2.1621190974279615e-15,1.6418106738123317e-14,2.7421458668419155e-12,1.198187146540358e-15,2.1954030706125687e-31,2.470978451608517e-19,9.89758724389481e-24,2.6216870898378767e-21,9.013000974505468e-16,1.2423073486219998e-15,1.3087826527280017e-20,1.8341191528651414e-20,1.606667879222223e-18,1.1189090856495993e-18,9.144936896532776e-16,-8.31692798310196e-28,6.903215283454798e-18,9.554315273916888e-28
4.822520024543036e-10,0.0027149456784039327,0.1557,0.0,0.007149412438063805,0.6423051888091006,0.20124894960413825,1.1064902128053246e-19,2.0769429304288374e-23,7.376713120829981e-13,1.88282249127597e-30,1.1379523701114483e-16,5.234920850259972e-24,0.0001896222955854576,4.254482159679395e-18,8.168065975492962e-26,1.1079404385910855e-23,0.0006510503077024746,8.345621367081864e-24,8.46409420332325e-11,-1.2317687352846996e-32,2.1614032209558567e-34,2.7024195922919842e-14,6.773030256504312e-20,2.3769112351573295e-44,4.227012339150138e-18,2.1721007089567695e-15,1.6444490067145846e-14,2.7458980576928814e-12,1.1996365213293952e-15,2.2171150864727813e-31,2.4873944978317364e-19,-8.011516460424727e-25,2.6420917584561336e-21,9.023335533392937e-16,1.2481004073554531e-15,1.293408362900262e-20,1.8745177756124882e-20,1.6212049134004462e-18,1.1307160174929125e-18,9.18635505530326e-16,3.6030389606062703e-29,6.943800804820523e-18,9.632994161126107e-28
4.830615348146334e-10,0.0027149456784039327,0.1557,0.0,0.007148462014411491,0.6423052013723863,0.201247974053643,1.1136594827845929e-19,2.0975715328595058e-23,7.400119160741049e-13,1.9069971615091843e-30,1.1445062921787986e-16,5.279608066873116e-24,0.00018959716874106055,4.274230079420747e-18,8.300093878706203e-26,1.1177257299334977e-23,0.000652025857923661,8.414155765159548e-24,8.490877828804193e-11,-1.8891172891734678e-34,2.182953226401982e-34,2.715827618166921e-14,6.797741791701909e-20,2.4019934174283826e-44,4.251355258346437e-18,2.1821093445521005e-15,1.6470869889372244e-14,2.7496465274890185e-12,1.2011839898309806e-15,2.238998950216302e-31,2.503886682022962e-19,-5.289924470509067e-25,2.6626147331553937e-21,9.033580491334522e-16,1.2539097370446529e-15,1.2868528163164003e-20,1.9071170995489046e-20,1.6358345392181676e-18,1.14262490820392e-18,9.22787754098081e-16,1.2044783540023377e-28,6.984503614535951e-18,9.712116896799775e-28
4.838710671749632e-10,0.0027149456784039327,0.1557,0.0,0.007147511937371002,0.6423052139329588,0.20124699885518582,1.1208617540563545e-19,2.118391198714007e-23,7.423551698345034e-13,1.9311317357149504e-30,1.1510816266632067e-16,5.3245624728293e-24,0.00018957204732298821,4.294000608403472e-18,8.371451177614994e-26,1.1276060493981121e-23,0.0006530010561063638,8.483109767557737e-24,8.517694670938676e-11,1.478632957139185e-32,2.198617101322168e-34,2.7292761828531194e-14,6.822487996000205e-20,2.4274032823331584e-44,4.275777687204265e-18,2.1921451113112423e-15,1.649724620608196e-14,2.753393162459736e-12,1.2026786612734898e-15,2.261056951899767e-31,2.5204552420454464e-19,6.771457471362652e-24,2.68325784477824e-21,9.043753195968305e-16,1.2597354680785865e-15,1.3184583089732984e-20,1.9051247195039757e-20,1.6505297732685794e-18,1.1546383233660573e-18,9.269504112072774e-16,-4.937733327276713e-28,7.02534063946428e-18,9.791530806493299e-28
4.846805995352929e-10,0.0027149456784039327,0.1557,0.0,0.007146562206755689,0.6423052264907891,0.20124602400863786,1.128097115090297e-19,2.139387220524905e-23,7.44701070091938e-13,1.9556832162446714e-30,1.1576793017374076e-16,5.369839365110255e-24,0.00018954693138886687,4.313798523137134e-18,8.421196526482846e-26,1.1375661574757094e-23,0.0006539759023796154,8.552483065829767e-24,8.544544692051825e-11,-3.0249042193897046e-34,2.2121639286861237e-34,2.742765317814207e-14,6.847276617591499e-20,2.453073045092503e-44,4.300283073950147e-18,2.2022077727875776e-15,1.65236190185539e-14,2.7571380561277626e-12,1.2041177692852521e-15,2.2832869909583385e-31,2.537100399818852e-19,3.313848944070158e-24,2.704022559058899e-21,9.053970377385638e-16,1.2655773375763022e-15,1.3331031416951463e-20,1.9187303147040132e-20,1.6653443242501087e-18,1.1667532021507577e-18,9.311235019621933e-16,-2.8137325164049134e-28,7.066334452303245e-18,9.871589132664055e-28
4.854901318956227e-10,0.0027149456784039327,0.1557,0.0,0.00714561282238008,0.642305239045849,0.20124504951386996,1.1353656549925145e-19,2.1605338416058788e-23,7.470496113591926e-13,1.980731955239426e-30,1.16430007000072e-16,5.415494901863249e-24,0.00018952182099519498,4.333627188287253e-18,8.488537359252751e-26,1.147579663612771e-23,0.0006549503968723858,8.622277820400894e-24,8.571427852864564e-11,-1.1642735882732355e-32,2.227173439796858e-34,2.7562950563828964e-14,6.872097279954112e-20,2.4790623616705525e-44,4.32487421438095e-18,2.212297498129695e-15,1.6549988328066237e-14,2.7608799014035605e-12,1.205606004419322e-15,2.30569172839829e-31,2.553822335290049e-19,-4.143294184196383e-24,2.724908747740352e-21,9.064188037049046e-16,1.2714355017979162e-15,1.3200494538195753e-20,1.957781788470166e-20,1.6802881970082065e-18,1.1789696586027402e-18,9.353070375092409e-16,3.732228199650884e-28,7.107482190862478e-18,9.952111298651812e-28
4.862996642559525e-10,0.0027149456784039327,0.1557,0.0,0.007144663784059752,0.6423052515981108,0.20124407537075337,1.1426674626012603e-19,2.1818386302575714e-23,7.494007913915399e-13,2.00591266241439e-30,1.170944026404018e-16,5.46147510034822e-24,0.00018949671619748244,4.353486738626673e-18,8.561432861532898e-26,1.1576534657328028e-23,0.000655924539713588,8.692495676334553e-24,8.598344125784559e-11,1.9621254698811446e-33,2.242885121887284e-34,2.769865438957387e-14,6.896960603368035e-20,2.505360151999812e-44,4.349551461042555e-18,2.222414420347581e-15,1.6576354135896453e-14,2.7646188776446072e-12,1.2071254620901656e-15,2.3282737121575564e-31,2.570621239015867e-19,-9.136252675730157e-25,2.7459165557776072e-21,9.074333631682112e-16,1.2773101114254845e-15,1.327895821039599e-20,1.9779995226356712e-20,1.6953152949787582e-18,1.1912916455491179e-18,9.395009987164628e-16,1.7796018933680273e-28,7.148769726385892e-18,1.0032928752686295e-27
4.871091966162823e-10,0.0027149456784039327,0.1557,0.0,0.007143715091611139,0.6423052641475471,0.20124310157915912,1.150002627226595e-19,2.2033124622223536e-23,7.517546058295101e-13,2.03130405930151e-30,1.1776112227172383e-16,5.507740105287565e-24,0.00018947161705042733,4.373377058463322e-18,8.6250714448367e-26,1.16779781056455e-23,0.000656898331032087,8.763138488265885e-24,8.625293485207425e-11,2.5056853722898713e-33,2.2577662078918697e-34,2.7834765063772106e-14,6.921857208295554e-20,2.531933487920262e-44,4.3743150060471984e-18,2.23255843604369e-15,1.6602716443321486e-14,2.768356156387334e-12,1.2085824491970636e-15,2.3510326569107807e-31,2.5874972991887413e-19,2.380832124541116e-24,2.7670462919186967e-21,9.084477655656494e-16,1.283201065336074e-15,1.3564611661626e-20,1.9794829243541486e-20,1.7104270545652054e-18,1.203719722878166e-18,9.437053816845185e-16,-1.5401063963132612e-28,7.190208019032089e-18,1.0114193955300776e-27
