Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),CHOX2(61),SX(53),CH3OX(46),CH3X(55),CH4(41),CH2OX2(52),CHX(32),SX(406),SX(420),C2HOX(418),C2H4O(376),CH2X(63),SX(57),CH4X(383),SX(56)
1.5053104829172593e-07,0.0027149456784039327,0.1557,0.0,0.004500910586861856,0.6423403485698836,0.19852921790864228,2.5015925977919144e-12,2.110281469373667e-12,1.2276360589631195e-09,1.8708965409150462e-15,3.902851414950024e-09,2.4484143706455276e-12,0.00011839742644369864,3.5075847900746685e-13,4.856138719827773e-17,1.1699718008201973e-14,0.003369916020299226,3.54714297226497e-16,8.347565451616045e-07,2.1136154157294773e-27,9.461568922488275e-24,2.556683515230682e-08,2.006429193079449e-14,2.0155167133072292e-30,1.4328126485711752e-10,2.1344574267902957e-10,3.1589833518743204e-12,8.950217148760235e-12,5.771793170725842e-15,7.665601587501694e-18,3.2669846034163118e-12,6.330271063334721e-22,1.6548783915932125e-11,3.0702506422496274e-15,8.541537275912883e-15,3.916098378139658e-16,5.5133892124854e-16,5.930112076501691e-14,2.2311509167380304e-11,3.14483626670853e-16,2.7864374991857334e-21,1.7949296360672716e-10,1.2314969371619156e-14
1.5078115613975746e-07,0.0027149456784039327,0.1557,0.0,0.004500907626800226,0.6423403456387068,0.19852921481723887,2.5229327438932095e-12,2.1448769997524278e-12,1.2330277754084003e-09,1.9142117130591684e-15,3.940724762086902e-09,2.488782000301582e-12,0.00011839733684295498,3.5422016852473084e-13,4.936025061623027e-17,1.1892155957946692e-14,0.0033699134528788204,3.5818917376616416e-16,8.402008209111e-07,2.135930172399721e-27,9.679600681143414e-24,2.5732640965229768e-08,2.0264728772874668e-14,2.061942819272825e-30,1.4467523407277242e-10,2.1535978218219838e-10,3.164370327457515e-12,8.950205182729961e-12,5.793262940213893e-15,7.84349487078244e-18,3.292797344384741e-12,6.381773835646995e-22,1.6712074577493057e-11,3.0817722196505287e-15,8.517633015568665e-15,3.9306602561970154e-16,5.533891836671726e-16,5.952132517783894e-14,2.237823172526189e-11,3.136276443912476e-16,2.8228009190518484e-21,1.812364285105804e-10,1.2517964803796867e-14
1.51031263987789e-07,0.0027149456784039327,0.1557,0.0,0.004500904648761597,0.6423403426895711,0.19852921170693166,2.544464537807578e-12,2.1800416190729292e-12,1.2384482420035258e-09,1.958526507994763e-15,3.978975439258727e-09,2.5298187574342695e-12,0.0001183972467065509,3.577170748313279e-13,5.017224699424809e-17,1.2087757812285513e-14,0.0033699108700941988,3.6169982855979175e-16,8.456779643058783e-07,2.1584993560948692e-27,9.902627339979544e-24,2.589938736458944e-08,2.0467242417913316e-14,2.1094347146913836e-30,1.4608313048150572e-10,2.172923192618632e-10,3.1697589651715416e-12,8.950193144614111e-12,5.814862296278101e-15,8.025505848394982e-18,3.3188163446236416e-12,6.433765998183758e-22,1.687695150702116e-11,3.0933628595756813e-15,8.493893739505532e-15,3.945313083948893e-16,5.554522747145213e-16,5.974289669901058e-14,2.244520292581628e-11,3.1276422329434596e-16,2.8596150995776847e-21,1.829973547038124e-10,1.2724306943843844e-14
1.5128137183582052e-07,0.0027149456784039327,0.1557,0.0,0.00450090165265245,0.6423403397223809,0.19852920857762044,2.5661898349332605e-12,2.215784681923733e-12,1.2438976323967746e-09,2.0038638435020942e-15,4.017607346395023e-09,2.57153575375341e-12,0.00011839715603180823,3.6124955055534454e-13,5.099758917065014e-17,1.2286574885063052e-14,0.0033699082718683738,3.6524664236101526e-16,8.511881438135986e-07,2.181326052547033e-27,1.0130761897389628e-23,2.6067078370238643e-08,2.067185427136156e-14,2.1580166809182083e-30,1.475050983721004e-10,2.192435411121459e-10,3.1751492750436417e-12,8.950181034045229e-12,5.8365919027768575e-15,8.211729527923623e-18,3.345043323912915e-12,6.486252242634001e-22,1.7043430595520952e-11,3.1050229189724136e-15,8.470317756465637e-15,3.9600544652550763e-16,5.575277979353073e-16,5.996582397912031e-14,2.2512424260419497e-11,3.1192337154104745e-16,2.8968852267355205e-21,1.847759236193688e-10,1.2934051261691264e-14
1.5153147968385205e-07,0.0027149456784039327,0.1557,0.0,0.004500898638378974,0.6423403367370407,0.19852920542920488,2.588110509460193e-12,2.252115694468163e-12,1.2493761211234138e-09,2.05024715596791e-15,4.0566244235294674e-09,2.6139442835340786e-12,0.00011839706481604248,3.6481795146660464e-13,5.183649330196034e-17,1.2488659291632274e-14,0.003369905658124159,3.688299999097386e-16,8.567315283817101e-07,2.2044133857722994e-27,1.0364119850368937e-23,2.6235718002127658e-08,2.087858594003164e-14,2.2077135442187598e-30,1.4894128351957347e-10,2.212136367925706e-10,3.1805412671523635e-12,8.950168850654839e-12,5.858452425454217e-15,8.402263094523435e-18,3.371480016624571e-12,6.539238000003022e-22,1.7211527899119348e-11,3.116752755849534e-15,8.446907331614039e-15,3.9748868539957093e-16,5.596161733389061e-16,6.019010578575998e-14,2.2579897282851528e-11,3.1106506127946824e-16,2.9346165388704015e-21,1.8657231855756928e-10,1.3147254148205368e-14
1.5178158753188358e-07,0.0027149456784039327,0.1557,0.0,0.004500895605847081,0.6423403337334538,0.1985292022615841,2.6102284545570876e-12,2.289044316806216e-12,1.2548838836081815e-09,2.097700411848639e-15,4.096030651176112e-09,2.6570558265186923e-12,0.00011839697305656249,3.6842263649527713e-13,5.268917891057479e-17,1.2694063960429074e-14,0.003369903028784178,3.7245028997079416e-16,8.623082874338958e-07,2.2277645185367396e-27,1.0602819247638874e-23,2.640531028003782e-08,2.1087459233516126e-14,2.2585506876686512e-30,1.5039183319913345e-10,2.232027972445845e-10,3.1859349516276996e-12,8.950156594073456e-12,5.880444531925801e-15,8.597205960164545e-18,3.3981281718449586e-12,6.592727933900483e-22,1.7381259640764074e-11,3.1285527292695643e-15,8.423661928283367e-15,3.989803995142361e-16,5.617164305916687e-16,6.041569051076564e-14,2.2647623513548393e-11,3.1024584463409734e-16,2.9728143270946756e-21,1.88386724703467e-10,1.3363972930308357e-14
1.520316953799151e-07,0.0027149456784039327,0.1557,0.0,0.004500892554962395,0.6423403307115241,0.19852919907465702,2.632545582560192e-12,2.3265803653708626e-12,1.2604210961677481e-09,2.1462481193809663e-15,4.135830050708264e-09,2.7008820508627765e-12,0.00011839688075067038,3.7206396775050243e-13,5.355586893303905e-17,1.2902842644677628e-14,0.003369900383770863,3.7610790537292635e-16,8.679185908658887e-07,2.2513826528277536e-27,1.0846980743956233e-23,2.657585922331261e-08,2.1298496165599e-14,2.3105540633159882e-30,1.5185689620023752e-10,2.252112153081777e-10,3.1913303386512368e-12,8.950144263930587e-12,5.90256889166221e-15,8.796659813977816e-18,3.4249895534865825e-12,6.646727762089548e-22,1.7552642211938155e-11,3.1404231993416826e-15,8.40057785562932e-15,4.004815730564728e-16,5.638300759812879e-16,6.064266854626725e-14,2.2715604477445983e-11,3.093825958735966e-16,3.0114839356806433e-21,1.9021932914442443e-10,1.3584265886342518e-14
1.5228180322794664e-07,0.0027149456784039327,0.1557,0.0,0.0045008894856302635,0.6423403276711542,0.19852919586832218,2.655063825163716e-12,2.364733815358788e-12,1.26598793601316e-09,2.1959153405417806e-15,4.176026684740006e-09,2.7454348161243935e-12,0.00011839678789566159,3.7574231053919824e-13,5.443678976887471e-17,1.3115049934229607e-14,0.003369897723006459,3.7980324304809556e-16,8.735626090416529e-07,2.275271030330697e-27,1.1096727655365072e-23,2.6747368850583662e-08,2.1511718955667113e-14,2.3637502045924182e-30,1.5333662284074597e-10,2.2723908573859967e-10,3.196727438456295e-12,8.950131859854765e-12,5.924826175973934e-15,9.000728673715691e-18,3.4520659404155135e-12,6.701241926712268e-22,1.7725692174390302e-11,3.1523645272130646e-15,8.377655549762867e-15,4.0199108073243216e-16,5.659553492976007e-16,6.087095840032608e-14,2.2783841668599005e-11,3.086040166373602e-16,3.0506307624537734e-21,1.9207032088770407e-10,1.380819226167903e-14
1.5253191107597817e-07,0.0027149456784039327,0.1557,0.0,0.004500886397755759,0.6423403246122474,0.19852919264247776,2.6777851336119176e-12,2.403514803195705e-12,1.2715845812522578e-09,2.2467277032603406e-15,4.216624657510326e-09,2.790726176297384e-12,0.00011839669448882575,3.7945803338445506e-13,5.533217132998284e-17,1.3330741267550252e-14,0.0033698950464130214,3.8353670407110136e-16,8.792405127887922e-07,2.2994329329107724e-27,1.1352186015636028e-23,2.691984317949555e-08,2.172715003012206e-14,2.4181662389815787e-30,1.5483116498117328e-10,2.2928660522317174e-10,3.2021262613280705e-12,8.950119381473526e-12,5.947217057993168e-15,9.209518938343385e-18,3.4793591265484172e-12,6.756276792769806e-22,1.790042626188138e-11,3.164377075061761e-15,8.354890515244636e-15,4.0351088838222453e-16,5.680952860085123e-16,6.110072271575128e-14,2.2852336680442092e-11,3.0770010467168495e-16,3.0902602591861445e-21,1.9393989087828283e-10,1.4035812284572961e-14
1.527820189240097e-07,0.0027149456784039327,0.1557,0.0,0.0045008832912436705,0.6423403215347058,0.19852918939702172,2.7007114788928583e-12,2.442933629036677e-12,1.2772112108920688e-09,2.298711413888208e-15,4.257628115269848e-09,2.8367683828891354e-12,0.00011839660052744542,3.8321150804407543e-13,5.624224709061121e-17,1.3549972943850372e-14,0.003369892353912424,3.8730869369952993e-16,8.849524733951863e-07,2.3238716831002854e-27,1.1613484633774877e-23,2.7093286226423456e-08,2.1944812023790272e-14,2.4738299009539014e-30,1.5634067603903698e-10,2.313539723981949e-10,3.2075268176037762e-12,8.950106828413438e-12,5.969742212660466e-15,9.423139441785398e-18,3.506870920999715e-12,6.811835994787603e-22,1.8076861381946804e-11,3.1764612060876228e-15,8.332289838301187e-15,4.050377238666347e-16,5.702448503996428e-16,6.133168025797212e-14,2.292109099269259e-11,3.0702809703238513e-16,3.130377931990139e-21,1.9582823201658145e-10,1.4267187182268487e-14
1.5303212677204123e-07,0.0027149456784039327,0.1557,0.0,0.004500880165998522,0.6423403184384314,0.1985291861318516,2.7238448519338556e-12,2.4830007593020574e-12,1.282868004841184e-09,2.3518932699334e-15,4.2990412466701845e-09,2.8835738880436683e-12,0.00011839650600879787,3.8700310952866424e-13,5.716725413801038e-17,1.3772802135366751e-14,0.003369889645426357,3.911196214140256e-16,8.906986626033686e-07,2.3485906445915476e-27,1.1880755152726839e-23,2.726770200619262e-08,2.2164727781334217e-14,2.530769545165659e-30,1.5786531100330294e-10,2.3344138786595323e-10,3.2129291176727756e-12,8.950094200300098e-12,5.99240231670253e-15,9.64170150785639e-18,3.534603148146018e-12,6.867927580969818e-22,1.8255014617675248e-11,3.188617284505346e-15,8.309837150171775e-15,4.065772853317764e-16,5.724127878182175e-16,6.156433235147105e-14,2.2990106300881548e-11,3.0595530565162687e-16,3.1709893417122028e-21,1.977355391766399e-10,1.4502379197359016e-14
1.5328223462007276e-07,0.0027149456784039327,0.1557,0.0,0.004500877021924559,0.6423403153233266,0.19852918284686474,2.7471872637986374e-12,2.523726829249489e-12,1.288555143912108e-09,2.4063006730641377e-15,4.340868283155926e-09,2.9311553477106233e-12,0.00011839641093015263,3.90833216120333e-13,5.810743322352342e-17,1.3999286899781083e-14,0.0033698869208763356,3.9496990095889544e-16,8.964792526086113e-07,2.3735932227349676e-27,1.2154132109152517e-23,2.744309453178492e-08,2.238692035865797e-14,2.589014159940616e-30,1.5940522644892875e-10,2.3554905421181207e-10,3.2183331719767287e-12,8.950081496758168e-12,6.015198048624553e-15,9.865319006402832e-18,3.562557647844983e-12,6.924552498884589e-22,1.843490322950361e-11,3.2008456755343818e-15,8.287560286089537e-15,4.081195075556363e-16,5.745836557568709e-16,6.179778993326114e-14,2.3059383898143638e-11,3.056456645128513e-16,3.2121001043263805e-21,1.9966200922388287e-10,1.4741451604406198e-14
1.5353234246810429e-07,0.0027149456784039327,0.1557,0.0,0.004500873858925765,0.6423403121892924,0.19852917954195803,2.770740745886195e-12,2.5651226455823505e-12,1.2942728098235829e-09,2.461961642387125e-15,4.383113499359244e-09,2.97952562486068e-12,0.00011839631528877614,3.9470220939000395e-13,5.906302881452678e-17,1.422948619279457e-14,0.003369884180183694,3.988599503830387e-16,9.022944160498267e-07,2.3988828650431957e-27,1.243375299452734e-23,2.761946781405801e-08,2.2611413024318116e-14,2.6485933810152918e-30,1.609605805515039e-10,2.376771760214107e-10,3.2237389910097192e-12,8.950068717411355e-12,6.038130088674369e-15,1.009410841067931e-17,3.5907362753641816e-12,6.981723994006612e-22,1.8616544657028573e-11,3.2131467453921467e-15,8.265399341876914e-15,4.0968341904131663e-16,5.767865711539884e-16,6.203377632932996e-14,2.312892587053928e-11,3.03879403814306e-16,3.2537158913280936e-21,2.0160784103392594e-10,1.498446872682141e-14
1.5378245031613582e-07,0.0027149456784039327,0.1557,0.0,0.004500870676905846,0.6423403090362301,0.19852917621702815,2.7945073501313634e-12,2.6071991890949803e-12,1.3000211852028963e-09,2.5189048280051162e-15,4.425781213497085e-09,3.02869779274782e-12,0.00011839621908192309,3.9861047421684184e-13,6.00342891465029e-17,1.4463459880831325e-14,0.003369881423269593,4.027901920812153e-16,9.081443260139651e-07,2.4244630616998364e-27,1.2719758317179189e-23,2.779682586143101e-08,2.283822926091896e-14,2.7095375056000446e-30,1.6253153310198714e-10,2.398259598979492e-10,3.229146585318395e-12,8.950055861882426e-12,6.061199118859514e-15,1.0328188855984033e-17,3.61914090187644e-12,7.03943357364689e-22,1.8799956520834466e-11,3.2255208612831736e-15,8.243474775463347e-15,4.1123225620514874e-16,5.789653537019573e-16,6.226891847827112e-14,2.3198732771307286e-11,3.0503530774878156e-16,3.2958424301268797e-21,2.035732355098164e-10,1.523149595401299e-14
1.5400754737936418e-07,0.0027149456784039327,0.1557,0.0,0.004500867796745069,0.6423403061821231,0.19852917320738564,2.816081226029126e-12,2.645659318026848e-12,1.3052211313146686e-09,2.5712741886992213e-15,4.464546996399311e-09,3.07364933753613e-12,0.00011839613201000846,4.0216181052309383e-13,6.092202504420627e-17,1.4677313531472797e-14,0.003369878928112256,4.063621266480265e-16,9.134390966591701e-07,2.4477365820888747e-27,1.2982740413000521e-23,2.7957293389001784e-08,2.3044370108982003e-14,2.7655797951843958e-30,1.6395886045104454e-10,2.417777038511566e-10,3.23401494681618e-12,8.950044226458168e-12,6.082078937622243e-15,1.0543485754581807e-17,3.644899853909982e-12,7.091868641256719e-22,1.8966555631995856e-11,3.2367203242269753e-15,8.223839507902381e-15,4.126677831331786e-16,5.8098953094268e-16,6.248439524739753e-14,2.3261787575587264e-11,3.032061496642202e-16,3.3341977869030574e-21,2.0535898431463728e-10,1.5457304015174387e-14
1.5421013473626972e-07,0.0027149456784039327,0.1557,0.0,0.004500865191302106,0.6423403036001207,0.19852917048470586,2.8356480078064976e-12,2.6807594197202815e-12,1.3099225888517915e-09,2.6193329116393687e-15,4.499734475608394e-09,3.114678403381099e-12,0.00011839605325010155,4.0538571529627937e-13,6.173216452032122e-17,1.4872475014213497e-14,0.0033698766711340645,4.0960525805483056e-16,9.182286789015498e-07,2.4688885737351177e-27,1.322403351918536e-23,2.8102401348906375e-08,2.323153687066663e-14,2.8170036095524595e-30,1.652544677224974e-10,2.4354885424796194e-10,3.238397715387174e-12,8.950033701326194e-12,6.100966533406521e-15,1.0741076609654142e-17,3.668241878407036e-12,7.1394064986795185e-22,1.9117744105447793e-11,3.2468509062619528e-15,8.20620185512632e-15,4.139404862887182e-16,5.82778730976204e-16,6.267834820843812e-14,2.3318723294952078e-11,3.0227913510593185e-16,3.3690788505181483e-21,2.0697997032773332e-10,1.5663395157701976e-14
1.5441272209317526e-07,0.0027149456784039327,0.1557,0.0,0.004500862573207326,0.6423403010054571,0.19852916774870405,2.855358335818555e-12,2.716326255415289e-12,1.3146445225788276e-09,2.668285978120228e-15,4.535206978617797e-09,3.1562575410138224e-12,0.00011839597411429095,4.0863608140116496e-13,6.255303563367877e-17,1.507022237465046e-14,0.003369874403372237,4.1287552510880915e-16,9.230413675097843e-07,2.4902375463265316e-27,1.346977550362325e-23,2.824816253082758e-08,2.3420270589213303e-14,2.8693790495320615e-30,1.6656059862240046e-10,2.4533393507923245e-10,3.242781667641864e-12,8.950023125537425e-12,6.119945226618694e-15,1.0942359781956919e-17,3.691735559220717e-12,7.18730302829801e-22,1.9270126095087614e-11,3.2570300698955745e-15,8.188650335924643e-15,4.152072194653929e-16,5.84558046128931e-16,6.287218147589157e-14,2.3375836885457478e-11,3.016899608198735e-16,3.404305387281667e-21,2.0861415536290052e-10,1.5872237179810147e-14
1.5459505071439025e-07,0.0027149456784039327,0.1557,0.0,0.004500860206062002,0.6423402986593909,0.19852916527486614,2.8732212975035266e-12,2.748740572942135e-12,1.3189118517346889e-09,2.7131220329638264e-15,4.567377893659582e-09,3.1941551626156722e-12,0.0001183959025694572,4.1158420967354607e-13,6.330111036275934e-17,1.5250433704825985e-14,0.0033698723531316896,4.1584215897961914e-16,9.273926199045755e-07,2.5096216426329368e-27,1.3694813793295813e-23,2.8379907855099e-08,2.3591481341436155e-14,2.9173449900415004e-30,1.6774518692494818e-10,2.469525123449763e-10,3.246728241436579e-12,8.950013563848852e-12,6.1371042410375464e-15,1.1126728320143755e-17,3.713010385234366e-12,7.230801881071132e-22,1.9408298374171296e-11,3.266233017251441e-15,8.173043050839936e-15,4.1638807035771194e-16,5.86226164032905e-16,6.304763436065553e-14,2.3427390861911315e-11,3.011497761071978e-16,3.436307255293403e-21,2.1009629857267495e-10,1.6062577469935693e-14
1.5477737933560524e-07,0.0027149456784039327,0.1557,0.0,0.0045008578285890945,0.6423402963029873,0.19852916279015184,2.89120227826948e-12,2.781542513763539e-12,1.3231959189433266e-09,2.758708103389115e-15,4.599783354673215e-09,3.232509745279593e-12,0.00011839583071788522,4.1455409730213193e-13,6.405809342517307e-17,1.5432791624568454e-14,0.0033698702940913703,4.1883113265653297e-16,9.317627314153682e-07,2.52916829095138e-27,1.3923580921202742e-23,2.851218555730334e-08,2.37639812416614e-14,2.9661087947235046e-30,1.6893843542726386e-10,2.4858254893791407e-10,3.2506757828129156e-12,8.950003960816793e-12,6.1543376076525954e-15,1.1314194220244024e-17,3.734409635223568e-12,7.274594905555561e-22,1.954745241617554e-11,3.2754756191701843e-15,8.157516689024767e-15,4.1757339994981516e-16,5.878993683741893e-16,6.322441047485301e-14,2.347908898370054e-11,3.0068140701351824e-16,3.468593825785462e-21,2.1158930404853397e-10,1.6255203060692706e-14
1.5495970795682022e-07,0.0027149456784039327,0.1557,0.0,0.004500855440750795,0.642340293936208,0.19852916029452045,2.9093021149956978e-12,2.8147366934443294e-12,1.3274967967717151e-09,2.8050566249998388e-15,4.632425123402316e-09,3.271326790802586e-12,0.00011839575855849492,4.1754590005442845e-13,6.482408878203715e-17,1.5617321210423923e-14,0.003369868226220403,4.218426186471032e-16,9.361517699447864e-07,2.548878931138321e-27,1.415613769261695e-23,2.8644997183744602e-08,2.393777982004762e-14,3.0156836006147368e-30,1.7014040932608258e-10,2.5022412900288907e-10,3.2546242959617828e-12,8.949994316293302e-12,6.171645594006178e-15,1.1504809283790112e-17,3.7559340658549146e-12,7.318567434041832e-22,1.9687595417492036e-11,3.284758019810279e-15,8.142022810107936e-15,4.1870926532369215e-16,5.894870916208137e-16,6.340257062029856e-14,2.3530932192669206e-11,3.001048795368187e-16,3.501167430820009e-21,2.1309325375525614e-10,1.6450141504427976e-14
1.5514203657803521e-07,0.0027149456784039327,0.1557,0.0,0.004500853042509214,0.6423402915590135,0.19852915778793123,2.9275216507103516e-12,2.848327781409121e-12,1.3318145580471606e-09,2.8521802362494895e-15,4.665304974586153e-09,3.3106118661676122e-12,0.00011839568609021286,4.205597746635687e-13,6.559920155185036e-17,1.5804047818512183e-14,0.0033698661494878717,4.2487679075792863e-16,9.405598035127775e-07,2.5687550159989687e-27,1.4392545878192733e-23,2.8778344279530102e-08,2.4112886669550482e-14,3.0660827570812657e-30,1.7135117429982097e-10,2.5187733728428907e-10,3.258573785089153e-12,8.949984630130267e-12,6.189028468101446e-15,1.1698626171054623e-17,3.777584438283665e-12,7.362944312652868e-22,1.9828734628814692e-11,3.29408036360587e-15,8.12659945963735e-15,4.198921078361736e-16,5.911529794563402e-16,6.358129066919476e-14,2.358292159864632e-11,2.994693861669389e-16,3.534030418908758e-21,2.146082302610252e-10,1.664742068514821e-14
1.553243651992502e-07,0.0027149456784039327,0.1557,0.0,0.00450085063382638,0.6423402891713648,0.1985291552703433,2.9458617346340893e-12,2.882320501537129e-12,1.3361492758577447e-09,2.900091781625981e-15,4.6984246960448175e-09,3.3503706042794184e-12,0.00011839561331196765,4.235958788300234e-13,6.638353802117011e-17,1.5992997087382495e-14,0.003369864063862814,4.279338241036127e-16,9.449869002547763e-07,2.5887980113975334e-27,1.463286822784872e-23,2.891222838849325e-08,2.4289311446145426e-14,3.1173198290917186e-30,1.725707965117371e-10,2.5354225912972744e-10,3.2625242544160876e-12,8.949974902179316e-12,6.206486498394895e-15,1.1895698414897406e-17,3.799361518352132e-12,7.407830869543223e-22,1.9970877355538466e-11,3.3034427952522657e-15,8.111267984926596e-15,4.21168272763101e-16,5.929752405648124e-16,6.376009190910055e-14,2.3635057978322503e-11,2.989661249897386e-16,3.567185155077756e-21,2.1613431674260152e-10,1.6847068822416337e-14
1.555066938204652e-07,0.0027149456784039327,0.1557,0.0,0.004500848214664266,0.6423402867732229,0.1985291527417158,2.964323222224272e-12,2.91671963277177e-12,1.340501023552757e-09,2.9488043149532163e-15,4.731786088765327e-09,3.3906087047192894e-12,0.00011839554022268085,4.266543712229772e-13,6.717720565405521e-17,1.618419494084721e-14,0.0033698619693142227,4.3101389511583576e-16,9.494331284203671e-07,2.6090093963636355e-27,1.487716848326671e-23,2.9046651053132494e-08,2.4467063869282574e-14,3.169408600518422e-30,1.7379934261312618e-10,2.5521898049375577e-10,3.266475708178762e-12,8.949965132291614e-12,6.224019953790798e-15,1.2096080435160528e-17,3.821266076568313e-12,7.452685896382042e-22,2.0114030958162665e-11,3.312845459678764e-15,8.09602134801581e-15,4.222958465364368e-16,5.945454469151976e-16,6.3939935976764e-14,2.368734184439942e-11,2.984156780525331e-16,3.6006340209930804e-21,2.1767159698888646e-10,1.704911447535828e-14
1.5568902244168018e-07,0.0027149456784039327,0.1557,0.0,0.004500845784984776,0.6423402843645484,0.1985291502020077,2.982906975219007e-12,2.9515300097257195e-12,1.3448698747431225e-09,2.9983311026593426e-15,4.765390966987456e-09,3.4313319344941965e-12,0.00011839546682126899,4.2973541148617346e-13,6.798031310720047e-17,1.637766759082808e-14,0.003369859865811048,4.3411718155237286e-16,9.538985563723207e-07,2.629390663216137e-27,1.5125511395854817e-23,2.9181613814532857e-08,2.4646153722166486e-14,3.2223630776201724e-30,1.750368797465036e-10,2.5690758794156147e-10,3.270428150628494e-12,8.94995532031831e-12,6.241629103637783e-15,1.2299827552892604e-17,3.843298888265445e-12,7.497641790926298e-22,2.0258202852696035e-11,3.322288502085071e-15,8.080848701210512e-15,4.233293903351221e-16,5.959562383988364e-16,6.412098406134351e-14,2.3739773527182834e-11,2.9782912475438896e-16,3.63437941504137e-21,2.1922015540594174e-10,1.725358654663486e-14
1.5587135106289517e-07,0.0027149456784039327,0.1557,0.0,0.004500843344749737,0.6423402819453023,0.19852914765117796,3.0016138616820016e-12,2.9867565233042685e-12,1.3492559033018278e-09,3.0486856271914065e-15,4.79924115829069e-09,3.4725461288090803e-12,0.00011839539310665039,4.3283916024301036e-13,6.879297024497073e-17,1.657344154028533e-14,0.0033698577533221976,4.372438625062628e-16,9.583832525860437e-07,2.6499433176910962e-27,1.5377962745965545e-23,2.931711821231351e-08,2.4826590851676064e-14,3.276197492730803e-30,1.7628347554883297e-10,2.586081686527048e-10,3.274381586031766e-12,8.949945466110647e-12,6.2593142177267415e-15,1.2506996005258408e-17,3.865460733419248e-12,7.543801109463908e-22,2.040340051106508e-11,3.3317720679697325e-15,8.065741057811489e-15,4.247637644364842e-16,5.980416013742301e-16,6.430188864440989e-14,2.3792353587818312e-11,2.973150191904707e-16,3.668423752310504e-21,2.2078007701928566e-10,1.7460514286551374e-14
1.5605367968411016e-07,0.0027149456784039327,0.1557,0.0,0.0045008408939209085,0.642340279515445,0.19852914508918537,3.020444756047078e-12,3.022404121321557e-12,1.3536591833643362e-09,3.0998815903752192e-15,4.833338503680775e-09,3.514257191830183e-12,0.0001183953190777473,4.35965779096535e-13,6.961528814243752e-17,1.6771543586163052e-14,0.0033698556318165394,4.4039411841494907e-16,9.628872856476177e-07,2.670668879029887e-27,1.563458934922553e-23,2.9453165784544477e-08,2.5008385168869607e-14,3.330926307426406e-30,1.7753919815473424e-10,2.6032081042484537e-10,3.278336018670248e-12,8.949935569518962e-12,6.2770755662824116e-15,1.271764296017499e-17,3.887752396841643e-12,7.590182464141675e-22,2.0549631461525594e-11,3.3412963030239894e-15,8.050715098323817e-15,4.2617011314274144e-16,6.000762085791042e-16,6.448366168807552e-14,2.3845082900139133e-11,2.967684127059143e-16,3.702769464730284e-21,2.2235144747967188e-10,1.7669927297111576e-14
1.5623600830532515e-07,0.0027149456784039327,0.1557,0.0,0.004500838432459981,0.6423402770749372,0.1985291425159887,3.039400539163673e-12,3.0584778091384564e-12,1.3580797893290074e-09,3.151932916945604e-15,4.867684857677533e-09,3.5564710974764116e-12,0.00011839524473347796,4.3911543063240647e-13,7.044737909621569e-17,1.697200082230757e-14,0.0033698535012628957,4.4356813106958334e-16,9.674107242537262e-07,2.691568880089327e-27,1.5895459067676508e-23,2.9589758067695797e-08,2.5191546649941525e-14,3.3865642159159985e-30,1.7880411619974694e-10,2.620456016775145e-10,3.2822914528408235e-12,8.94992563039306e-12,6.294913419963425e-15,1.2931826531773566e-17,3.9101746680193485e-12,7.635020714362304e-22,2.0696903289074417e-11,3.3508613531330135e-15,8.035772618762276e-15,4.2674617304252867e-16,6.007099081163555e-16,6.466815876342188e-14,2.3897962377185822e-11,2.962181118478795e-16,3.737419001332698e-21,2.2393435306500698e-10,1.7881855536236552e-14
1.5641833692654014e-07,0.0027149456784039327,0.1557,0.0,0.0045008359603285865,0.6423402746237391,0.19852913993154658,3.058482098341798e-12,3.0949826502892387e-12,1.3625177958575058e-09,3.2048537579964756e-15,4.902282088402081e-09,3.5991938901963297e-12,0.00011839517007274962,4.422882784259566e-13,7.128935665710036e-17,1.7174840642432336e-14,0.003369851361630052,4.467660836242226e-16,9.719536372092515e-07,2.7126448675250638e-27,1.616064085003027e-23,2.9726896596548227e-08,2.5376085335563764e-14,3.443126149443457e-30,1.8007829882356025e-10,2.637826314558532e-10,3.2862478928556177e-12,8.949915648584179e-12,6.3128280498539495e-15,1.3149605795425291e-17,3.932728341326024e-12,7.68158338486282e-22,2.084522363586795e-11,3.3604673645924287e-15,8.02090249263273e-15,4.2792844919510403e-16,6.023689353499822e-16,6.485193200619064e-14,2.3950992241306336e-11,2.9568607074744477e-16,3.772374828082188e-21,2.2552888068653938e-10,1.809632932189541e-14
