Time (s),Volume (m^3),Ne,N2,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(52),COX(53),CHOX(64),CH2O2X(54),CH3OX(48),SX(57),OCO(174),SX(231),CH3X(25),CH4(24),CH4X(249)
9.035158511635656e-13,0.000897708597878115,0.0,0.0,0.0024325681111350256,0.7999936934555868,0.0999990924614425,0.09999999957017039,5.0645615996205476e-21,1.9774088213358115e-26,2.2868718315290044e-24,8.396163672713813e-47,1.6614415537023195e-52,3.969554889907375e-06,1.1989436971914522e-17,2.991570625136234e-19,2.151312186437663e-26,9.07235452035683e-07,4.2982959764061447e-10,3.03034788341507e-11,7.32512036846589e-22,1.0989468282955534e-24,5.3959053571362125e-33,1.0250236727858828e-42,8.109847427984026e-43,1.2345900666661266e-53,4.321751816551667e-06,2.728019723050676e-10,1.6413893041373186e-21,5.423250208079311e-31,1.0251077287872653e-42,2.1463013978900645e-61,4.751453482584026e-46,6.927766468266936e-53,1.3244992078321143e-60,1.3014495662694846e-66,2.033686928699629e-73
9.114483168094149e-13,0.000897708597878115,0.0,0.0,0.002432489814381844,0.7999936382351668,0.09999908674454072,0.0999999995701842,5.1650991589526315e-21,2.048476025984907e-26,2.3519337531917e-24,9.016552258366608e-47,1.7995660780336088e-52,4.004274297001837e-06,1.2116034803014844e-17,3.068764800158842e-19,2.2118208962033663e-26,9.129504592257479e-07,4.298157820501943e-10,3.082010783118232e-11,7.398702252906554e-22,1.1136048397610814e-24,5.6428689031980285e-33,1.0812235090523716e-42,8.43080701199693e-43,1.3379484638125588e-53,4.359612274715419e-06,2.7417990033931166e-10,1.6703001335460478e-21,5.623793442047679e-31,1.0813137750424937e-42,2.3328297650935814e-61,5.029720866589993e-46,7.402049209300726e-53,1.4351278215545928e-60,1.435402621909074e-66,2.2632236091056084e-73
9.19380782455264e-13,0.000897708597878115,0.0,0.0,0.002432411552669939,0.7999935830172781,0.09999908105902734,0.09999999957019803,5.254630937488053e-21,2.1213775744740183e-26,2.4182013240335528e-24,9.676488152684017e-47,1.947696767770608e-52,4.038991463951499e-06,1.229491219126734e-17,3.606978088328715e-19,2.2733890842492606e-26,9.186340871726602e-07,4.298019650021753e-10,3.133987243014725e-11,7.472279837755307e-22,1.1283007289647698e-24,5.8986562008617315e-33,1.1399399286701712e-42,8.761225243241971e-43,1.4489036594828898e-53,4.397471320032807e-06,2.7554560461499215e-10,1.6994627184583178e-21,5.82975823084555e-31,1.1400368004553722e-42,2.533516388383109e-61,5.321465511239646e-46,7.903957392644874e-53,1.5538700122883622e-60,1.5817534918379742e-66,2.5162642223424167e-73
9.273132481011133e-13,0.000897708597878115,0.0,0.0,0.0024323333258270013,0.7999935278019196,0.09999907540473163,0.09999999957021186,5.344556152650143e-21,2.1961417957005554e-26,2.4857011261020138e-24,1.0378095196534166e-46,2.106452090288713e-52,4.073706391902406e-06,1.2479732290952466e-17,3.0820886852099114e-19,2.3360075548760935e-26,9.242865064506284e-07,4.29788147525676e-10,3.186274352082052e-11,7.545852984670853e-22,1.1430346599982189e-24,6.163493476211381e-33,1.2012603995096214e-42,9.101279079610364e-43,1.5679372996042085e-53,4.435328953055616e-06,2.7689919254664876e-10,1.7288770426140355e-21,6.041235780735205e-31,1.2013642941495183e-42,2.7492807225072193e-61,5.627204986328662e-46,8.434821448534553e-53,1.681239135855006e-60,1.7415232936082267e-66,2.7949728845291204e-73
9.352457137469625e-13,0.000897708597878115,0.0,0.0,0.0024322551336816607,0.7999934725890901,0.09999906978148382,0.09999999957022568,5.443346193349629e-21,2.2727971369232317e-26,2.5544569889774238e-24,1.112359010172408e-46,2.276482163369869e-52,4.108419081987192e-06,1.2629876000483819e-17,3.0249040068484843e-19,2.399698490128461e-26,9.29907886707506e-07,4.297743302399687e-10,3.2388692211094255e-11,7.619421564514767e-22,1.1578054588873424e-24,6.437610416650267e-33,1.2652745468259698e-42,9.451156544004251e-43,1.6955567481803211e-53,4.473185174332951e-06,2.7824077060515167e-10,1.7585430897615214e-21,6.2583190881908405e-31,1.2653859035626804e-42,2.9810918332672674e-61,5.947471474944398e-46,8.996022584626298e-53,1.8177759042900826e-60,1.9158067973488028e-66,3.101690953144798e-73
9.423849328282268e-13,0.000897708597878115,0.0,0.0,0.00243218479027641,0.7999934228997054,0.09999906474696729,0.09999999957023811,5.538054363494028e-21,2.3434274572015193e-26,2.617417848065837e-24,1.1833969071396625e-46,2.4397129825182477e-52,4.139658590579314e-06,1.2743960034265705e-17,3.083255567288032e-19,2.458026356243425e-26,9.349407300491819e-07,4.2976189540996946e-10,3.286465367550907e-11,7.68562928174104e-22,1.1711302353056612e-24,6.692442413614481e-33,1.3252662109019629e-42,9.77460818657128e-43,1.818196064545932e-53,4.507254566891859e-06,2.7943800966052745e-10,1.785457741926973e-21,6.458565367221779e-31,1.3253846781852935e-42,3.2042844228562755e-61,6.248583977351324e-46,9.528225428876444e-53,1.9489672153018488e-60,2.0860386864486554e-66,3.4037733230978004e-73
9.49524151909491e-13,0.000897708597878115,0.0,0.0,0.002432114474714533,0.7999933732123676,0.09999905973734041,0.09999999957025055,5.633796191588187e-21,2.4156336223433583e-26,2.68140455723196e-24,1.2583523833342036e-46,2.6131508068045584e-52,4.170896288143853e-06,1.285818676224996e-17,3.057363124182265e-19,2.5173744285772352e-26,9.399486908350149e-07,4.297494617138286e-10,3.3343064011186664e-11,7.751833119628038e-22,1.184483934620444e-24,6.955152147740612e-33,1.3875825611132037e-42,1.0106318331690734e-42,1.948631015614991e-53,4.541322816776105e-06,2.806256825072442e-10,1.8125762647227345e-21,6.663498369638485e-31,1.3877085310203717e-42,3.442082519129348e-61,6.562316370877131e-46,1.008724378960548e-52,2.0884806044754102e-60,2.2698876761755254e-66,3.7325770132291124e-73
9.566633709907553e-13,0.000897708597878115,0.0,0.0,0.002432044186873024,0.7999933235270758,0.0999990547524814,0.09999999957026298,5.729696592341218e-21,2.4894366090067834e-26,2.746424112774486e-24,1.3374076022537846e-46,2.7973405372034837e-52,4.202132175464084e-06,1.2976158221816156e-17,3.0349430434041665e-19,2.577745747829286e-26,9.449318908339904e-07,4.297370295212168e-10,3.3823902604181866e-11,7.818033000859936e-22,1.1978660334161633e-24,7.225914307570708e-33,1.452293539435974e-42,1.0446424983746272e-42,2.0872894601065696e-53,4.575389924380477e-06,2.818038648347556e-10,1.83989864631804e-21,6.87318688151836e-31,1.4524274222728834e-42,3.6953043038873176e-61,6.889088786813568e-46,1.0674195898871651e-52,2.2367719245407744e-60,2.468323663848999e-66,4.090229910042452e-73
9.638025900720196e-13,0.000897708597878115,0.0,0.0,0.002431973926629479,0.7999932738438296,0.09999904979226899,0.09999999957027542,5.82591375261808e-21,2.564857466962164e-26,2.8124849545199252e-24,1.4207516274898306e-46,2.992851160512081e-52,4.233366253325613e-06,1.3096678509259979e-17,3.079217133970924e-19,2.639101691654039e-26,9.498904512187934e-07,4.297245991683714e-10,3.43071489806557e-11,7.884228852781534e-22,1.2112760470629041e-24,7.504905886713419e-33,1.5194705803634798e-42,1.0795064953691e-42,2.234619043543985e-53,4.60945589009804e-06,2.829726317338001e-10,1.867424874887288e-21,7.087699752600824e-31,1.5196128053551012e-42,3.964806036243139e-61,7.229331741449807e-46,1.129023701656602e-52,2.3943180685241123e-60,2.682377185273265e-66,4.479010567083219e-73
9.70941809153284e-13,0.000897708597878115,0.0,0.0,0.002431903693862092,0.7999932241626279,0.09999904485658259,0.09999999957028785,5.922728783902661e-21,2.641917318049708e-26,2.8795956169655174e-24,1.5085806270133822e-46,3.2002766032091647e-52,4.264598522509626e-06,1.321872953398e-17,3.0930488444665334e-19,2.7014406213177926e-26,9.548244925691982e-07,4.2971217096977777e-10,3.4792782806154166e-11,7.950420607136232e-22,1.2247135660949624e-24,7.792306191533125e-33,1.589186629295564e-42,1.1152378872611239e-42,2.3910879561385602e-53,4.643520714320153e-06,2.841320577011155e-10,1.8951549386101843e-21,7.307106617697175e-31,1.589337645296748e-42,4.251483482135712e-61,7.583486179820794e-46,1.1936560333729646e-52,2.5616177739447193e-60,2.913142758434111e-66,4.9013578970214114e-73
9.780810282345482e-13,0.000897708597878115,0.0,0.0,0.0024318334884496527,0.7999931744834702,0.09999903994530211,0.09999999957030029,6.019863938794186e-21,2.7206373551346726e-26,2.947763907687239e-24,1.6010980769657214e-46,3.4202365829421734e-52,4.295828983792268e-06,1.334329489909583e-17,3.110573635470981e-19,2.7647604521073775e-26,9.59734134875049e-07,4.2969974519231874e-10,3.5280783884872266e-11,8.016608199796674e-22,1.2381781227851887e-24,8.088296848856692e-33,1.6615161609199156e-42,1.1518509262340723e-42,2.5571856878627773e-53,4.677584397436464e-06,2.852822166441584e-10,1.923088825671668e-21,7.53147760175661e-31,1.6616764371466023e-42,4.55627333878296e-61,7.952003750527574e-46,1.2614397890302513e-52,2.739192424026596e-60,3.1617821832488685e-66,5.3598807583135597e-73
9.852202473158125e-13,0.000897708597878115,0.0,0.0,0.0024317633102715445,0.7999931248063555,0.09999903505830815,0.09999999957031269,6.118614121595202e-21,2.8010388410872767e-26,3.0169997901121307e-24,1.6985149753239657e-46,3.653377510812717e-52,4.327057637949788e-06,1.3465561890185351e-17,3.074798846323515e-19,2.8291181068541236e-26,9.64619497538745e-07,4.296873220858728e-10,3.577113215890938e-11,8.082791570535024e-22,1.2516693193808323e-24,8.393061813401836e-33,1.736535197692991e-42,1.1893601530779095e-42,2.7334238359586732e-53,4.711646939834923e-06,2.8642318188573355e-10,1.951226524261914e-21,7.7608835564832806e-31,1.7367052244747818e-42,4.8801547512629475e-61,8.335346930463032e-46,1.3325021499810872e-52,2.9275869044279817e-60,3.4295283497215685e-66,5.85736880286753e-73
9.923594663970768e-13,0.000897708597878115,0.0,0.0,0.002431693159207739,0.7999930751312833,0.09999903019548177,0.09999999957032511,6.217241645503656e-21,2.883143107754852e-26,3.0873090727458066e-24,1.8010500531161253e-46,3.900373381508837e-52,4.358284485747469e-06,1.359212905528523e-17,3.13118628274129e-19,2.8944845906800203e-26,9.69480699378948e-07,4.296749018466113e-10,3.6263807707519366e-11,8.1489706627774e-22,1.2651866310805943e-24,8.706787375284335e-33,1.8143213282881697e-42,1.2277800470212774e-42,2.9203368990520806e-53,4.745708341901798e-06,2.875550261686501e-10,1.9795680225761576e-21,7.995395179032752e-31,1.814501617842038e-42,5.224150805352882e-61,8.733989406964902e-46,1.4069743723503401e-52,3.1273704457651476e-60,3.717688590022215e-66,6.396802969393501e-73
9.99498685478341e-13,0.000897708597878115,0.0,0.0,0.0024316230351387955,0.7999930254582526,0.09999902535670473,0.09999999957033753,6.3187036192428254e-21,2.9669715549622175e-26,3.158703973559626e-24,1.90892999704893e-46,4.1619267222736635e-52,4.389509527960209e-06,1.3711798136159186e-17,3.0660218027430197e-19,2.960947597455181e-26,9.743178586319e-07,4.2966248469441544e-10,3.67587907463629e-11,8.2151454234048215e-22,1.2787297682647753e-24,9.029662167209889e-33,1.8949537261561895e-42,1.2671251752056314e-42,3.118483133223588e-53,4.77976860402167e-06,2.886778216602734e-10,2.0081133088148535e-21,8.235084227441388e-31,1.8951448133824586e-42,5.589330128379806e-61,9.14841602744428e-46,1.4849918816215072e-52,3.3391375317429106e-60,4.027649139464338e-66,6.981367606245028e-73
1e-12,0.000897708597878115,0.0,0.0,0.002431618112052095,0.7999930219702991,0.09999902501782741,0.09999999957033841,6.325895105165982e-21,2.9729233144350334e-26,3.1637582588002675e-24,1.9167121797175264e-46,4.180858745714659e-52,4.391702076290772e-06,1.3720092621338854e-17,3.05875746244937e-19,2.96565494728314e-26,9.746566226241489e-07,4.2966161288474056e-10,3.679363454971547e-11,8.21979203765378e-22,1.2796817226407655e-24,9.052683092953891e-33,1.900724751003864e-42,1.2699231283183089e-42,3.1328339733931157e-53,4.78216026592313e-06,2.88756325981646e-10,2.01012541013634e-21,8.252111535188745e-31,1.900916617143921e-42,5.615797555442013e-61,9.178122875842134e-46,1.4906070668139325e-52,3.354473990853362e-60,4.05027122666776e-66,7.024198210630442e-73
1.0066379045596054e-12,0.000897708597878115,0.0,0.0,0.0024315529379458564,0.7999929757872627,0.09999902054185933,0.09999999957034995,6.417704143521206e-21,3.052545649500837e-26,3.2311854004488686e-24,2.0223896681549356e-46,4.4387695220304474e-52,4.420732765337458e-06,1.3844650551907627e-17,3.205646332031497e-19,3.028374038303719e-26,9.791310929568889e-07,4.2965007075394335e-10,3.725606162675203e-11,8.281315802527656e-22,1.2922980868788216e-24,9.36187717179001e-33,1.9785131680362834e-42,1.3074102374855109e-42,3.3284453856362567e-53,4.813827726577453e-06,2.897916399571195e-10,2.036862371183362e-21,8.480021424068248e-31,1.9787156113364782e-42,5.976808450901799e-61,9.579123211185378e-46,1.5666943761019881e-52,3.5635087834801353e-60,4.3608783231909877e-66,7.61446187174714e-73
1.0137771236408697e-12,0.000897708597878115,0.0,0.0,0.002431482867510647,0.7999929261183129,0.09999901575082841,0.09999999957036237,6.514380775889109e-21,3.1398869241455764e-26,3.304761537769215e-24,2.141672332161801e-46,4.731664220997443e-52,4.451954198639713e-06,1.3990990859002436e-17,3.1472650558881308e-19,3.0967234486328185e-26,9.839205194363264e-07,4.2963766021710404e-10,3.775560083489519e-11,8.34748175330992e-22,1.3058913468747672e-24,9.703625728537207e-33,2.0650820525793337e-42,1.34864978266641e-42,3.550831992818032e-53,4.8478857099503976e-06,2.90896552089343e-10,2.0658151978921892e-21,8.730278274173442e-31,2.0652964346970788e-42,6.387750280403693e-61,1.002661883814057e-45,1.6522259224006702e-52,3.801131912306789e-60,4.7189316703640666e-66,8.299712991410581e-73
1.020916342722134e-12,0.000897708597878115,0.0,0.0,0.00243141282371547,0.7999928764514023,0.0999990109834954,0.09999999957037477,6.613404075356856e-21,3.2290169766772596e-26,3.379447194659646e-24,2.267029892849192e-46,5.0414047165425345e-52,4.483173828637319e-06,1.4131941017237425e-17,3.127341379429018e-19,3.1661100644005114e-26,9.886862545787821e-07,4.296252532060757e-10,3.825738899114226e-11,8.413643231794706e-22,1.3195091151975046e-24,1.0055103540797507e-32,2.1547444189876683e-42,1.3908585202613471e-42,3.7862776952835407e-53,4.881942554520096e-06,2.9199262852520673e-10,2.094971777157082e-21,8.985927811027315e-31,2.1549713478729304e-42,6.823370602801215e-61,1.0491422389798619e-45,1.7417350558912953e-52,4.052682689823694e-60,5.103456382758974e-66,9.040989936211645e-73
1.0280555618033982e-12,0.000897708597878115,0.0,0.0,0.0024313428064432012,0.7999928267865305,0.09999900623974432,0.09999999957038717,6.719258570971919e-21,3.31995746890832e-26,3.455256722332319e-24,2.3987231270459222e-46,5.368817378117002e-52,4.514391656095837e-06,1.425061983918299e-17,2.9565549591690343e-19,3.236645361567277e-26,9.93428414322746e-07,4.29612849868686e-10,3.8761406849225e-11,8.479800196725478e-22,1.3331511415187465e-24,1.0416508682652629e-32,2.247585965662159e-42,1.4340518266693788e-42,4.035444561179308e-53,4.915998260664494e-06,2.9307993917554027e-10,2.124332097198821e-21,9.247043400247992e-31,2.2478260753589948e-42,7.284936599227203e-61,1.0974065356180889e-45,1.8353748860263174e-52,4.318865927487321e-60,5.516195635358816e-66,9.842417260567014e-73
1.0351947808846625e-12,0.000897708597878115,0.0,0.0,0.0024312728155772944,0.7999927771236964,0.09999900151945976,0.09999999957039958,6.824050180988184e-21,3.412730125718781e-26,3.532187562162658e-24,2.5370219247271368e-46,5.714762088809388e-52,4.545607681746156e-06,1.4375781177527207e-17,3.32521326466802e-19,3.308295905591289e-26,9.981471140417069e-07,4.296004502176952e-10,3.926763529548762e-11,8.545952609384608e-22,1.3468166111446834e-24,1.078804160569047e-32,2.3436940688918088e-42,1.478245076732098e-42,4.299022938664747e-53,4.950052828759899e-06,2.941585533981546e-10,2.153896146243198e-21,9.513698644774836e-31,2.3439480204501344e-42,7.773769411948568e-61,1.1475091453228657e-45,1.9333031987011407e-52,4.6004164866197493e-60,5.95899252585862e-66,1.0708389754689183e-72
1.0423339999659268e-12,0.000897708597878115,0.0,0.0,0.0024312028510017685,0.7999927274628994,0.09999899682252684,0.09999999957041196,6.927218550692843e-21,3.5073567341015125e-26,3.61024661586576e-24,2.6822055336376793e-46,6.0801333112320704e-52,4.576821906332655e-06,1.4512217844258356e-17,3.171911271621943e-19,3.3810371202259e-26,1.0028424685431974e-06,4.295880544478354e-10,3.9776055348120765e-11,8.612100433439062e-22,1.3605055757303547e-24,1.116990514567485e-32,2.443157801572591e-42,1.523453523787693e-42,4.577732433419999e-53,4.984106259180985e-06,2.952285400022258e-10,2.1836639125208998e-21,9.785966847084499e-31,2.4434262839844214e-42,8.291245953215884e-61,1.1995056778439872e-45,2.0356825651704994e-52,4.898100314979616e-60,6.433796368486957e-66,1.1643587826020964e-72
1.049473219047191e-12,0.000897708597878115,0.0,0.0,0.0024311329126012102,0.799992677804139,0.0999989921488313,0.09999999957042435,7.031303096330154e-21,3.603859142223887e-26,3.6894458796144424e-24,2.8345628117138618e-46,6.4658611946774696e-52,4.608034330606762e-06,1.4648943499572658e-17,3.1479669299716463e-19,3.454833818575317e-26,1.0075145920723388e-06,4.295756625840073e-10,4.028664815639722e-11,8.678243634805626e-22,1.3742174177312527e-24,1.1562304529028261e-32,2.5460679519851326e-42,1.5696924379009365e-42,4.872322930484318e-53,5.018158552300804e-06,2.9628996725261636e-10,2.2136353842675123e-21,1.0063921134845325e-30,2.546351683146073e-42,8.8388007893869e-61,1.2534529917742251e-45,2.1426804496758442e-52,5.212715530244501e-60,6.942667765262222e-66,1.2652994153995711e-72
1.0566124381284554e-12,0.000897708597878115,0.0,0.0,0.0024310630002607725,0.799992628147414,0.09999898749825939,0.09999999957043675,7.148251411129499e-21,3.702259258496157e-26,3.769809884248609e-24,2.99439248323309e-46,6.872912702440599e-52,4.639244955337968e-06,1.4742690923961353e-17,2.570547050861722e-19,3.529928669738009e-26,1.01216359831352e-06,4.295632747946088e-10,4.0799394999918584e-11,8.744382181526049e-22,1.3879522348088518e-24,1.1965447379236184e-32,2.6525170425932994e-42,1.616977682621176e-42,5.183575637895274e-53,5.0522097084907935e-06,2.973429028741702e-10,2.2438105497237932e-21,1.0347636614456257e-30,2.6528167702896618e-42,9.417928061465285e-61,1.309409214710711e-45,2.25446931816024e-52,5.545093526543866e-60,7.487784564459112e-66,1.374191121649573e-72
1.0637516572097197e-12,0.000897708597878115,0.0,0.0,0.002430993113866168,0.7999925784927239,0.09999898287069789,0.09999999957044914,7.268042160228973e-21,3.802579050642009e-26,3.851333561939432e-24,3.1620033961557092e-46,7.30229274573189e-52,4.67045378124228e-06,1.482709389230128e-17,3.1432909534963695e-19,3.606262676256327e-26,1.0167896003986687e-06,4.295508909437102e-10,4.1314277287843096e-11,8.810516043633415e-22,1.4017087768334783e-24,1.2379543723229784e-32,2.7625993488487116e-42,1.665325507968521e-42,5.512304137273358e-53,5.086259728120781e-06,2.9838741405600164e-10,2.2741893971354317e-21,1.0637188617157537e-30,2.7629158517703696e-42,1.0030183417073771e-60,1.3674337753267426e-45,2.3712267488876635e-52,5.896100088330091e-60,8.071445094860435e-66,1.4915978706269643e-72
1.070890876290984e-12,0.000897708597878115,0.0,0.0,0.00243092325330367,0.7999925288400681,0.09999897826603422,0.0999999995704615,7.382291297256768e-21,3.9048405447812873e-26,3.934012628092494e-24,3.3377147865916626e-46,7.755045356072319e-52,4.7016608090328884e-06,1.493706965816201e-17,3.200903017370321e-19,3.683754739041536e-26,1.0213927109057614e-06,4.2953851122443077e-10,4.183127655811246e-11,8.876645193032237e-22,1.415487254743158e-24,1.2804805997616584e-32,2.876410918035397e-42,1.7147515538174215e-42,5.859355476021685e-53,5.120308611558997e-06,2.99423567455733e-10,2.304771914752978e-21,1.0932652440951666e-30,2.876745006815104e-42,1.0677186012055318e-60,1.4275874211640696e-45,2.4931355468604316e-52,6.266636548251978e-60,8.696075782000496e-66,1.618119240916917e-72
1.0773161734641218e-12,0.000897708597878115,0.0,0.0,0.002430860400790323,0.7999924841544166,0.09999897414132193,0.09999999957047265,7.480150706064152e-21,3.998554295641073e-26,4.0094182217375806e-24,3.5030533789648898e-46,8.18340161449272e-52,4.7297455972619855e-06,1.505802540389283e-17,3.1597418044919795e-19,3.754403862758091e-26,1.0255160306634789e-06,4.2952737301515686e-10,4.229837076554054e-11,8.936157376323195e-22,1.427906194401806e-24,1.319726644054681e-32,2.982110675907744e-42,1.7601693342864876e-42,6.188095647287656e-53,5.150951635512486e-06,3.0034901427934263e-10,2.3324703089276776e-21,1.1203685667957151e-30,2.982461312310299e-42,1.1290588266943562e-60,1.483597338775411e-45,2.607413275065878e-52,6.617591961881367e-60,9.295386948260071e-66,1.7403072771676178e-72
1.0837414706372596e-12,0.000897708597878115,0.0,0.0,0.0024307975690271858,0.7999924394704114,0.09999897003498477,0.09999999957048379,7.586521921637199e-21,4.09387485029106e-26,4.085790427221024e-24,3.675468487195407e-46,8.632386673024014e-52,4.757828930172506e-06,1.5151936868107087e-17,2.8855687073727985e-19,3.826126328648523e-26,1.0296209802755908e-06,4.2951623823664804e-10,4.2767151599115875e-11,8.995665702923833e-22,1.4403424737137902e-24,1.3599103590878518e-32,3.090982938822533e-42,1.8064843716626405e-42,6.533058413795912e-53,5.181593739713816e-06,3.012677927183008e-10,2.360333657897454e-21,1.1479623066992195e-30,3.091350831004163e-42,1.1934774490299116e-60,1.5414282301457032e-45,2.7261568738414464e-52,6.985836048072211e-60,9.931922406404137e-66,1.8708856692650654e-72
1.0901667678103975e-12,0.000897708597878115,0.0,0.0,0.0024307347579325014,0.7999923947880524,0.09999896594694174,0.09999999957049491,7.696434564199321e-21,4.190818383510996e-26,4.163128624956029e-24,3.8552155023786035e-46,9.102847749515825e-52,4.785910808284407e-06,1.523473141666524e-17,3.180035493710163e-19,3.8988687955640005e-26,1.0337076406716977e-06,4.295051068213032e-10,4.32376058645407e-11,9.055170155820208e-22,1.45279542488626e-24,1.4010477345490073e-32,3.2031014817395675e-42,1.8537086754890087e-42,6.894935339391958e-53,5.212234924428135e-06,3.0217995027841175e-10,2.3883619531070607e-21,1.1760520101995747e-30,3.2034873634107237e-42,1.2611065277065056e-60,1.6011271503495726e-45,2.8495109255712257e-52,7.372104543415036e-60,1.0607742242807298e-65,2.0103736128987205e-72
1.0965920649835353e-12,0.000897708597878115,0.0,0.0,0.0024306719674248712,0.7999923501073388,0.09999896187711228,0.09999999957050604,7.802696704496376e-21,4.289401106162913e-26,4.241428372339464e-24,4.042557319629276e-46,9.595660808449224e-52,4.813991232108691e-06,1.533413348927255e-17,3.221078228325096e-19,3.972567516625441e-26,1.0377760924252382e-06,4.2949397885134084e-10,4.370972045011393e-11,9.114670718973734e-22,1.4652650377601675e-24,1.4431549197172898e-32,3.318541289272379e-42,1.901854036998153e-42,7.274442838980757e-53,5.24287518991956e-06,3.0308553412713275e-10,2.4165551860044544e-21,1.2046432701963856e-30,3.3189459204484994e-42,1.3320828164815818e-60,1.6627420668523668e-45,2.977623731010542e-52,7.777159575399543e-60,1.1325006558508335e-65,2.159318933380964e-72
1.1030173621566732e-12,0.000897708597878115,0.0,0.0,0.0024306091974232546,0.7999923054282705,0.09999895782541617,0.09999999957051717,7.904526105530567e-21,4.3896392646760045e-26,4.320694599792777e-24,4.237764508696277e-46,1.0111731331708505e-51,4.842070202168888e-06,1.5452761584391506e-17,3.1998748791014625e-19,4.0471789361527597e-26,1.041826415753734e-06,4.294828543247567e-10,4.418348232627883e-11,9.174167377267812e-22,1.4777509726651664e-24,1.4862482238015213e-32,3.4373785668961116e-42,1.950931921074976e-42,7.672322909536925e-53,5.273514536451179e-06,3.0398459109597915e-10,2.444913348040666e-21,1.2337416255581608e-30,3.437802734665435e-42,1.406547895812886e-60,1.7263218609293977e-45,3.1106473810603504e-52,8.201790437137264e-60,1.2085980568715747e-65,2.3182994757509226e-72
1.109442659329811e-12,0.000897708597878115,0.0,0.0,0.0024305464478469696,0.7999922607508465,0.09999895379177341,0.0999999995705283,8.006256705154637e-21,4.4915491405346383e-26,4.4009393171515e-24,4.441115486428205e-46,1.0651995099553158e-51,4.870147719009589e-06,1.5574994441105774e-17,3.2051902120662986e-19,4.1227569551709476e-26,1.0458586905236824e-06,4.29471733260594e-10,4.4658878545187836e-11,9.233660116460334e-22,1.4902530140139985e-24,1.5303441162751362e-32,3.559690752163312e-42,2.000953890226251e-42,8.089343872581077e-53,5.304152964285065e-06,3.048771676829169e-10,2.473436430669882e-21,1.263352622772471e-30,3.5601352714719575e-42,1.4846483071542156e-60,1.7919163270965437e-45,3.2487378287007956e-52,8.646814374203458e-60,1.2893038785340202e-65,2.4879245554115347e-72
1.1158679565029488e-12,0.000897708597878115,0.0,0.0,0.002430483718615688,0.7999922160750664,0.09999894977610453,0.0999999995705394,8.110458471139907e-21,4.5951470497700083e-26,4.48217204415812e-24,4.652896691589789e-46,1.1217418984535329e-51,4.898223783144894e-06,1.5691316119551023e-17,3.2314018561880793e-19,4.1992924641931304e-26,1.0498729962432731e-06,4.2946061567873657e-10,4.513589624025369e-11,9.29314892313744e-22,1.502770964078956e-24,1.575459227206753e-32,3.685556525929918e-42,2.0519319613204022e-42,8.526301131182013e-53,5.334790473682267e-06,3.057633100547417e-10,2.5021244253494927e-21,1.2934818887705395e-30,3.686022240384441e-42,1.566535689608687e-60,1.859576187612779e-45,3.392054960696049e-52,9.113077386834702e-60,1.374866880151488e-65,2.668836462377879e-72
1.1222932536760867e-12,0.000897708597878115,0.0,0.0,0.002430421009649435,0.79999217140093,0.09999894577833031,0.09999999957055052,8.216397504447278e-21,4.7004493424565417e-26,4.564397675262148e-24,4.873402762735083e-46,1.1809001762231389e-51,4.926298395084048e-06,1.5804363193129515e-17,3.230086035381188e-19,4.276777345436204e-26,1.053869412072165e-06,4.2944950159100415e-10,4.561452262568721e-11,9.352633784667806e-22,1.5153045957069532e-24,1.6216103475850002e-32,3.81505582359482e-42,2.1038784520570633e-42,8.984017945783023e-53,5.36542706490283e-06,3.06643064049438e-10,2.5309773235400133e-21,1.3241351158722371e-30,3.8155436062825683e-42,1.652366919643222e-60,1.9293531176902762e-45,3.540762670464664e-52,9.601455052018878e-60,1.4655475893197403e-65,2.8617120238104623e-72
1.1287185508492245e-12,0.000897708597878115,0.0,0.0,0.00243035832086859,0.7999921267284364,0.09999894179837193,0.09999999957056163,8.322603493173227e-21,4.807472402213594e-26,4.647620109729581e-24,5.102936719159331e-46,1.2427774938934032e-51,4.95437155534605e-06,1.5919483818509006e-17,3.235551421333875e-19,4.3552310694956805e-26,1.05784801682504e-06,4.2943839099717924e-10,4.6094744996056014e-11,9.41211468916001e-22,1.5278536382618434e-24,1.668814429637662e-32,3.948269846353532e-42,2.1568056376430153e-42,9.463346229102438e-53,5.396062738205783e-06,3.075164751785194e-10,2.559995116705019e-21,1.3553180046844783e-30,3.948780600681099e-42,1.742304253894264e-60,2.001299763882638e-45,3.695028933080843e-52,1.0112853365745458e-59,1.5616188107209272e-65,3.067264232984072e-72
