Time (s),Volume (m^3),Ne,N2,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(52),COX(53),CHOX(64),CH2O2X(54),CH3OX(48),SX(57),OCO(174),SX(231),CH3X(25),CH4(24),CH4X(249)
3.5343599472136086e-05,0.000897708597878115,0.0,0.0,0.0001464933833825986,0.7986268599709145,0.09999988832619222,0.09999995665047771,4.327875577044376e-08,1.688394982390731e-12,4.438855369483222e-11,6.085001129927199e-18,2.8235971081713303e-23,0.0018440815430137497,9.733572091445796e-16,6.44038833199434e-17,4.989183198164861e-13,1.1802524952038462e-07,2.5877920239339143e-11,3.689269405259291e-08,2.437358827704755e-19,8.900830077343413e-22,7.891288262791555e-14,8.002275489413339e-25,8.395833460297486e-27,4.295689165769637e-22,0.0004510374820845146,2.5877341520650912e-11,7.475088318317725e-12,4.992879447301569e-18,3.632834063335767e-18,3.426271593119993e-33,2.903091952503074e-19,7.019475813103777e-22,6.203297883362037e-31,3.94948980376657e-26,8.873935815064176e-29
3.6078531295620626e-05,0.000897708597878115,0.0,0.0,0.0001464933834747064,0.7986268590698484,0.09999988922642518,0.09999995574928282,4.417901698347886e-08,1.7234931947557648e-12,4.5311846474266036e-11,6.361643589851583e-18,2.9422155910055706e-23,0.0018440815431330063,9.733571933461293e-16,6.440388223828122e-17,5.09296552243041e-13,1.1802525065709749e-07,2.5877920022406404e-11,3.6892694387098835e-08,2.43735985424476e-19,8.900830028496229e-22,8.057728401128621e-14,8.168636169124511e-25,8.570468912662733e-27,4.4909883668386575e-22,0.0004510374818592396,2.5877341769878143e-11,7.475484719452356e-12,5.096732569207399e-18,3.7644185945315635e-18,3.5702082559863815e-33,3.0251190586648865e-19,7.314806462250579e-22,6.485319833047668e-31,4.21291921772448e-26,9.466119008255437e-29
3.6813463119105166e-05,0.000897708597878115,0.0,0.0,0.00014649338356682645,0.7986268581687821,0.09999989012665812,0.09999995484808802,4.5079278118941854e-08,1.758591399183853e-12,4.623513858989209e-11,6.645081587944955e-18,3.0632746885558845e-23,0.0018440815432523077,9.733571775476312e-16,6.440388115661349e-17,5.196747837923439e-13,1.1802525179381856e-07,2.5877919805474963e-11,3.689269472160624e-08,2.437360880783832e-19,8.900829979648647e-22,8.224168502050637e-14,8.334997262677977e-25,8.745104241980249e-27,4.691085064819927e-22,0.0004510374816339682,2.5877342019107254e-11,7.475820584685225e-12,5.200585616617518e-18,3.897606029357223e-18,3.717106463714924e-33,3.14965821755406e-19,7.616222402275931e-22,6.774269496921927e-31,4.488203572557977e-26,1.0084964760275861e-28
3.828332676607424e-05,0.000897708597878115,0.0,0.0,0.00014649338375107173,0.7986268563666497,0.09999989192712393,0.09999995304569864,4.687980015715163e-08,1.8287877842295337e-12,4.808172082972287e-11,7.232468113106175e-18,3.312714752302549e-23,0.0018440815434910204,9.733571459507295e-16,6.44038789932852e-17,5.404312442464537e-13,1.180252540672657e-07,2.5877919371613442e-11,3.6892695390622886e-08,2.437362933859918e-19,8.900829881954222e-22,8.557048591621046e-14,8.667720699032925e-25,9.094374531475332e-27,5.1057584345067335e-22,0.0004510374811834556,2.5877342517566495e-11,7.476346781695555e-12,5.408291487823043e-18,4.168665637531272e-18,4.0197875434049894e-33,3.406272684888693e-19,8.23731013407292e-22,7.373078292205085e-31,5.075491715255813e-26,1.1405241968231862e-28
3.960620404834641e-05,0.000897708597878115,0.0,0.0,0.00014649338391689945,0.7986268547447307,0.099999893547543,0.09999995142354846,4.850026972624418e-08,1.89196450362719e-12,4.974364257535298e-11,7.784662712602224e-18,3.5455577736676524e-23,0.0018440815437059583,9.733571175135805e-16,6.44038770462941e-17,5.59112055640899e-13,1.1802525611337361e-07,2.5877918981139438e-11,3.689269599273972e-08,2.4373647816259314e-19,8.900829794029705e-22,8.856640544198875e-14,8.96717322620942e-25,9.408717371201719e-27,5.49558793162747e-22,0.00045103748077801885,2.5877342966181018e-11,7.4766924665209e-12,5.595226516992285e-18,4.417795085720966e-18,4.3023290733222886e-33,3.645816904183146e-19,8.81710073516621e-22,7.936010929659354e-31,5.647501043351067e-26,1.269121653719005e-28
4.092908133061858e-05,0.000897708597878115,0.0,0.0,0.0001464933840827367,0.7986268531228122,0.09999989516796193,0.09999994980139854,5.012073904400363e-08,1.9551411973098378e-12,5.1405562170253607e-11,8.35934101603578e-18,3.7863084826903733e-23,0.0018440815439209632,9.733570890764342e-16,6.440387509930205e-17,5.777928641820817e-13,1.1802525815948824e-07,2.587791859066675e-11,3.689269659485814e-08,2.4373666293894615e-19,8.90082970610516e-22,9.156232375503203e-14,9.26662712337935e-25,9.72305981225723e-27,5.901290425908473e-22,0.00045103748037259494,2.5877343414797053e-11,7.476949098931264e-12,5.782161304686262e-18,4.671651562626866e-18,4.5944661250539706e-33,3.8935001407746776e-19,9.416607597574123e-22,8.521864590674618e-31,6.262443210091758e-26,1.407375481254901e-28
4.2251958612890747e-05,0.000897708597878115,0.0,0.0,0.00014649338424857229,0.7986268515008939,0.09999989678838067,0.09999994817924888,5.174120811043012e-08,2.0183178652773027e-12,5.306747961442757e-11,8.956666939104585e-18,4.0349669158723017e-23,0.0018440815441360182,9.733570606393683e-16,6.440387315231681e-17,5.964736698660209e-13,1.1802526020560248e-07,2.5877918200194425e-11,3.689269719697707e-08,2.437368477150755e-19,8.90082961818121e-22,9.455824085558395e-14,9.56608240079344e-25,1.0037401854643238e-26,6.322981641138209e-22,0.0004510374799671884,2.587734386341293e-11,7.477139432709765e-12,5.96909585086533e-18,4.930071074933305e-18,4.896198742893529e-33,4.1493223820842656e-19,1.003583069088049e-21,9.130806379998767e-31,6.922037786015585e-26,1.5556726104864502e-28
4.3574835895162915e-05,0.000897708597878115,0.0,0.0,0.0001464933844144103,0.7986268498789757,0.09999989840879919,0.09999994655709947,5.336167692552377e-08,2.081494507529745e-12,5.4729394907877704e-11,9.57679871590092e-18,4.2915331099810964e-23,0.0018440815443511106,9.73357032202331e-16,6.440387120533363e-17,6.151544726944629e-13,1.1802526225171848e-07,2.5877917809722638e-11,3.6892697799096644e-08,2.4373703249096615e-19,8.900829530257418e-22,9.755415674355143e-14,9.865539068367816e-25,1.0351743498359826e-26,6.760773289972369e-22,0.0004510374795617914,2.5877344312029197e-11,7.477280523209344e-12,6.156030155547325e-18,5.192895313236609e-18,5.207526971502269e-33,4.413283615531985e-19,1.0674769984706304e-21,9.762997610408045e-31,7.628016602043174e-26,1.7144027328306385e-28
4.4897713177435084e-05,0.000897708597878115,0.0,0.0,0.00014649338458025548,0.7986268482570578,0.0999999000292175,0.0999999449349503,5.4982145489284657e-08,2.1446711240673424e-12,5.639130805060676e-11,1.0219889092527438e-17,4.55600710204126e-23,0.00184408154456623,9.733570037652696e-16,6.440386925834754e-17,6.338352726699309e-13,1.1802526429783898e-07,2.5877917419251655e-11,3.6892698401217055e-08,2.4373721726660324e-19,8.900829442333358e-22,1.0055007141882082e-13,1.0164997135663654e-24,1.0666084743406899e-26,7.214773210579542e-22,0.0004510374791563967,2.5877344760646515e-11,7.47738510695233e-12,6.342964218757852e-18,5.4599714583503755e-18,5.528450855860803e-33,4.685383828537099e-19,1.1333425448639159e-21,1.0418593999949224e-30,8.382123331644619e-26,1.8839582059841655e-28
4.622059045970725e-05,0.000897708597878115,0.0,0.0,0.0001464933847460997,0.7986268466351403,0.0999999016496356,0.09999994331280142,5.660261380171289e-08,2.2078477148901348e-12,5.805321904261753e-11,1.0886085517831276e-17,4.8283889293252896e-23,0.0018440815447813698,9.733569753282467e-16,6.440386731136466e-17,6.52516069789452e-13,1.1802526634395902e-07,2.587791702878085e-11,3.689269900333759e-08,2.437374020420062e-19,8.90082935440953e-22,1.0354598488141644e-13,1.0464456611906724e-24,1.0980425589785618e-26,7.685085501233851e-22,0.00045103747875100943,2.5877345209263697e-11,7.477462657600746e-12,6.529898040467381e-18,5.731151990494069e-18,5.858970441205891e-33,4.96562300851808e-19,1.2011797052251185e-21,1.1097745866185676e-30,9.18611307922504e-26,2.064733961246688e-28
4.754346774197942e-05,0.000897708597878115,0.0,0.0,0.00014649338491194415,0.7986268450132229,0.09999990327005345,0.09999994169065277,5.822308186280852e-08,2.2710242799981304e-12,5.97151278839128e-11,1.157553030167316e-17,5.108678629346257e-23,0.0018440815449965251,9.733569468912458e-16,6.440386536438353e-17,6.711968640533216e-13,1.1802526839007907e-07,2.587791663831024e-11,3.689269960545829e-08,2.4373758681716993e-19,8.900829266485792e-22,1.0654189713138973e-13,1.0763917506011533e-24,1.1294766037496408e-26,8.171810632139188e-22,0.0004510374783456269,2.587734565788088e-11,7.477520096708021e-12,6.716831620679194e-18,6.006294530959682e-18,6.199085773091654e-33,5.254001142892581e-19,1.2709884765143373e-21,1.1800598287811208e-30,1.0041752038571166e-25,2.25712742663258e-28
4.886634502425159e-05,0.000897708597878115,0.0,0.0,0.0001464933850777938,0.7986268433913057,0.09999990489047107,0.09999994006850436,5.98435496725716e-08,2.334200819391392e-12,6.13770345744953e-11,1.2288360841158055e-17,5.396876239847215e-23,0.0018440815452116914,9.733569184542177e-16,6.440386341739946e-17,6.898776554639039e-13,1.1802527043620227e-07,2.5877916247840163e-11,3.689270020757945e-08,2.4373777159208022e-19,8.900829178561745e-22,1.0953780816873592e-13,1.106337982658056e-24,1.1609106086539227e-26,8.675045605138398e-22,0.0004510374779402433,2.587734610649879e-11,7.477562633905957e-12,6.9037649594173045e-18,6.285261615789218e-18,6.54879689736948e-33,5.550518219077515e-19,1.3427688556908703e-21,1.2527291335255673e-30,1.0950817004633386e-25,2.4615384169486887e-28
5.151209958879593e-05,0.000897708597878115,0.0,0.0,0.00014649338540948735,0.7986268401474724,0.0999999081313056,0.09999993682420834,6.308448453810038e-08,2.4605538210339455e-12,6.47008415035331e-11,1.3784705062024918e-17,5.996995344371504e-23,0.001844081545642047,9.733568615802541e-16,6.440385952343948e-17,7.272392297174691e-13,1.1802527452844469e-07,2.587791546689999e-11,3.689270141182133e-08,2.4373814114119578e-19,8.900829002714183e-22,1.1552962660553747e-13,1.1662308780007882e-24,1.2237784988624714e-26,9.731416343021422e-22,0.00045103747712948815,2.5877347003733653e-11,7.477617110650872e-12,7.277630912395986e-18,6.854143285786246e-18,7.277006707713195e-33,6.167969146542829e-19,1.4922444255322172e-21,1.4052735413987021e-30,1.293638330747415e-25,2.9080237523778973e-28
5.4157854153340264e-05,0.000897708597878115,0.0,0.0,0.00014649338574118127,0.79862683690364,0.09999991137213914,0.0999999335799133,6.632541839829968e-08,2.586906719818327e-12,6.802463982975297e-11,1.537612551609053e-17,6.628746549142197e-23,0.0018440815460724206,9.73356804706331e-16,6.440385562948247e-17,7.646007925493856e-13,1.1802527862068632e-07,2.5877914685960202e-11,3.689270261606323e-08,2.437385106893425e-19,8.900828826866544e-22,1.2152144019172177e-13,1.2261243535278248e-24,1.2866462296046238e-26,1.0854908889946026e-21,0.0004510374763187392,2.5877347900968344e-11,7.4776478695284e-12,7.651495899398253e-18,7.43678916728447e-18,8.043600244096726e-33,6.817975690235377e-19,1.6496063904185732e-21,1.567510503721893e-30,1.5157224529006527e-25,3.407433105424141e-28
5.653903326143017e-05,0.000897708597878115,0.0,0.0,0.0001464933860397083,0.7986268339841918,0.0999999142888885,0.09999993066004866,6.924225801292256e-08,2.7006242407807884e-12,7.101605096795971e-11,1.689047065510045e-17,7.224368334879419e-23,0.0018440815464597648,9.733567535198054e-16,6.440385212492109e-17,7.982261893349549e-13,1.1802528230370451e-07,2.5877913983114872e-11,3.68927036998809e-08,2.4373884328184062e-19,8.90082866860342e-22,1.269140682720917e-13,1.280028982419504e-24,1.3432270509290714e-26,1.1923989570943466e-21,0.00045103747558906563,2.5877348708479735e-11,7.477664221941627e-12,7.987973561816055e-18,7.972161922019548e-18,8.766352823160915e-33,7.430816548213619e-19,1.797975006462605e-21,1.7218900698769122e-30,1.7369174515359668e-25,3.9048592240088004e-28
5.892021236952008e-05,0.000897708597878115,0.0,0.0,0.00014649338633823526,0.7986268310647441,0.09999991720563703,0.09999992774018482,7.215909681322913e-08,2.8143416784286055e-12,7.400745513791772e-11,1.8483227394395442e-17,7.845612600168598e-23,0.0018440815468471145,9.733567023333035e-16,6.440384862036133e-17,8.318515768702275e-13,1.180252859867218e-07,2.5877913280269793e-11,3.6892704783698305e-08,2.437391758735543e-19,8.900828510340198e-22,1.3230669242359623e-13,1.3339340900223503e-24,1.399807743086331e-26,1.3048427207028217e-21,0.0004510374748593937,2.5877349515990933e-11,7.477673928376968e-12,8.324450441809086e-18,8.517283132028386e-18,9.520196801184298e-33,8.070027300368769e-19,1.9527315650331616e-21,1.8842633139228077e-30,1.9794202711160957e-25,4.450218073367243e-28
6.130139147760999e-05,0.000897708597878115,0.0,0.0,0.00014649338663676236,0.7986268281452975,0.09999992012238476,0.09999992482032183,7.507593479921954e-08,2.928059032762076e-12,7.699885233964304e-11,2.0154995616262816e-17,8.492479574556617e-23,0.001844081547234467,9.73356651146821e-16,6.440384511580301e-17,8.654769551545407e-13,1.1802528966973821e-07,2.5877912577424938e-11,3.689270586751554e-08,2.4373950846448076e-19,8.90082835207682e-22,1.3769931264620545e-13,1.3878396800930978e-24,1.4563883060767098e-26,1.4228645312836552e-21,0.00045103747412972284,2.587735032350193e-11,7.477679430726804e-12,8.660926539372496e-18,9.07155260690054e-18,1.0305132456891329e-32,8.735607873285745e-19,2.1138760483869903e-21,2.054691391265515e-30,2.244310601505308e-25,5.045939227992076e-28
6.36825705856999e-05,0.000897708597878115,0.0,0.0,0.00014649338693529024,0.7986268252258516,0.09999992303913169,0.09999992190045964,7.799277197089408e-08,3.041776303781459e-12,7.999024257315167e-11,2.1906338333722634e-17,9.16496948931636e-23,0.0018440815476218212,9.733565999603492e-16,6.440384161124521e-17,8.991023241889444e-13,1.1802529335275422e-07,2.5877911874580357e-11,3.689270695133256e-08,2.4373984105461906e-19,8.90082819381324e-22,1.4309192893991619e-13,1.4417457561554082e-24,1.5129687399004816e-26,1.546504137348717e-21,0.00045103747340005207,2.5877351131012857e-11,7.477682478142469e-12,8.997401854518572e-18,9.634407040459574e-18,1.1121160071118883e-32,9.427558193543931e-19,2.2814084387763645e-21,2.233231698661856e-30,2.5326760882848767e-25,5.69447017421855e-28
6.60637496937898e-05,0.000897708597878115,0.0,0.0,0.0001464933872338177,0.7986268223064067,0.09999992595587777,0.09999991898059828,8.090960832825296e-08,3.1554934914869624e-12,8.298162583845964e-11,2.3737783946159173e-17,9.863082577341113e-23,0.001844081548009176,9.73356548773899e-16,6.440383810668899e-17,9.32727683973089e-13,1.1802529703576903e-07,2.587791117173596e-11,3.6892708035149185e-08,2.437401736439728e-19,8.900828035549546e-22,1.484845413047604e-13,1.4956523215168844e-24,1.569549044557948e-26,1.675798843700781e-21,0.00045103747267038205,2.5877351938523515e-11,7.477684235834091e-12,9.333876387245563e-18,1.0205317754215943e-17,1.1968279926656899e-32,1.0145878187717505e-18,2.4553287184524672e-21,2.4199381041589302e-30,2.8456118459755852e-25,6.398275214273449e-28
7.082610790996962e-05,0.000897708597878115,0.0,0.0,0.00014649338783087222,0.7986268164675191,0.09999993178936753,0.09999991314087801,8.674327860002476e-08,3.3829276169572295e-12,8.896437146453752e-11,2.7642940837889083e-17,1.1336179212090495e-22,0.001844081548783887,9.733564464010536e-16,6.44038310975804e-17,9.999783757894912e-13,1.1802530440179546e-07,2.587790976604774e-11,3.689271020278166e-08,2.437408388203201e-19,8.900827719021688e-22,1.5926975424787453e-13,1.6034669323912027e-24,1.6827092663751694e-26,1.9514917194836046e-21,0.00045103747121104295,2.5877353553544115e-11,7.477686258343083e-12,1.0006823105438271e-17,1.1369349987549612e-17,1.375579750171807e-32,1.1661626904083942e-18,2.822332874671471e-21,2.8180487153849026e-30,3.5496084263177054e-25,7.981640870386879e-28
7.558846612614943e-05,0.000897708597878115,0.0,0.0,0.00014649338842792658,0.7986268106286348,0.09999993762285403,0.09999990730116104,9.257694561453674e-08,3.610361409174525e-12,9.494708921800469e-11,3.187407781189619e-17,1.29117713707728e-22,0.001844081549558598,9.73356344028276e-16,6.440382408847641e-17,1.0672290306044836e-12,1.1802531176781797e-07,2.587790836036032e-11,3.689271237041292e-08,2.437415039935211e-19,8.900827402493187e-22,1.7005495147563576e-13,1.711283535324904e-24,1.7958689715307202e-26,2.250198130700084e-21,0.0004510374697517047,2.5877355168563857e-11,7.477687496139796e-12,1.0679766693972169e-17,1.2560035803543427e-17,1.5667687479396443e-32,1.328285343488611e-18,3.2148883750383523e-21,3.249391404068782e-30,4.365194107206461e-25,9.816049715073914e-28
8.035082434232925e-05,0.000897708597878115,0.0,0.0,0.00014649338902498067,0.7986268047897539,0.09999994345633727,0.09999990146144733,9.841060937179078e-08,3.83779486814039e-12,1.0092977909898918e-10,3.64343722475997e-17,1.4589860965679308e-22,0.0018440815503333087,9.73356241655567e-16,6.440381707937716e-17,1.134479648417895e-12,1.1802531913383644e-07,2.5877906954673678e-11,3.6892714538042984e-08,2.4374216916357606e-19,8.90082708596405e-22,1.808401329880941e-13,1.819102150209659e-24,1.9090281600269692e-26,2.5721423992516232e-21,0.0004510374682923674,2.587735678358273e-11,7.477688127041193e-12,1.1352707152859695e-17,1.3774196016099669e-17,1.7703952181665254e-32,1.50095571925603e-18,3.632995077531996e-21,3.714290090604886e-30,5.301356329371916e-25,1.1921726173470974e-27
8.511318255850906e-05,0.000897708597878115,0.0,0.0,0.00014649338962203443,0.7986267989508761,0.09999994928981727,0.09999989562173692,1.0424426987178873e-07,4.0652279938561944e-12,1.0691244110761899e-10,4.1326598188202753e-17,1.6370449927982118e-22,0.0018440815511080197,9.733561392829272e-16,6.440381007028266e-17,1.2017302292297777e-12,1.1802532649985095e-07,2.5877905548987838e-11,3.6892716705671844e-08,2.437428343304849e-19,8.900826769434283e-22,1.9162529878532195e-13,1.926922794411831e-24,2.0221868318662752e-26,2.917520371680914e-21,0.0004510374668330311,2.5877358398600723e-11,7.477688376098412e-12,1.2025644482115509e-17,1.5009054939066325e-17,1.9864593953411532e-32,1.6841737589483408e-18,4.0766528401170045e-21,4.213027577074273e-30,6.367169560865525e-25,1.4319090607906626e-27
9.463789899086868e-05,0.000897708597878115,0.0,0.0,0.00014649339081614107,0.7986267872731304,0.09999996095676748,0.09999988394232595,1.1591158110002374e-07,4.520093245542591e-12,1.1887768150832666e-10,5.21159888186962e-17,2.0239133770835373e-22,0.00184408155265744,9.733559345378544e-16,6.44037960521079e-17,1.3362312798489333e-12,1.1802534123186773e-07,2.587790273761847e-11,3.689272104092596e-08,2.4374416465486456e-19,8.900826136372839e-22,2.1319558323432595e-13,2.1425702280152666e-24,2.2485026255835175e-26,3.679223008352754e-21,0.00045103746391436076,2.5877361628634027e-11,7.477688899370146e-12,1.3371509751788403e-17,1.753171890223079e-17,2.4559018195752902e-32,2.0822525950295725e-18,5.04062097734896e-21,5.3129511667724565e-30,8.92446807296982e-25,2.007151304750234e-27
9.999999999999998e-05,0.000897708597878115,0.0,0.0,0.0001464933914883831,0.7986267806989507,0.09999996752486967,0.09999987736720882,1.2247988653550792e-07,4.77616678396934e-12,1.256136679184249e-10,5.878454008609127e-17,2.2597462585154334e-22,0.0018440815535297117,9.733558192732562e-16,6.440378816034645e-17,1.4119508673214449e-12,1.1802534952549984e-07,2.5877901154911673e-11,3.6892723481528826e-08,2.4374491357804936e-19,8.900825779979017e-22,2.2533891384403744e-13,2.263976252136887e-24,2.375910039191603e-26,4.150005607129021e-21,0.00045103746227124705,2.5877363447034613e-11,7.477689301988252e-12,1.4129181973844823e-17,1.8977966204434206e-17,2.742071393324178e-32,2.3249193163297346e-18,5.628267243951269e-21,5.9927762382054456e-30,1.0636177506734758e-24,2.3921982399796176e-27
0.0001041626154232283,0.000897708597878115,0.0,0.0,0.00014649339201024632,0.7986267755953979,0.09999997262370466,0.09999987226292813,1.2757887929925657e-07,4.974957164243201e-12,1.3084281042115163e-10,6.425902664072252e-17,2.4517838602201905e-22,0.0018440815542068584,9.73355729793056e-16,6.440378203395204e-17,1.4707321824621494e-12,1.1802535596386833e-07,2.587789992625223e-11,3.689272537617523e-08,2.437454949666598e-19,8.900825503308844e-22,2.3476580482310286e-13,2.358225941165035e-24,2.4748163527013432e-26,4.536490487613662e-21,0.00045103746099569355,2.5877364858663784e-11,7.477689713115372e-12,1.471736250310603e-17,2.011123981045712e-17,2.975097927311087e-32,2.5225213815545902e-18,6.106791650257864e-21,6.550872513257918e-30,1.2110853798301126e-24,2.7239310545706525e-27
0.00011368733185558792,0.000897708597878115,0.0,0.0,0.00014649339320435025,0.7986267639176784,0.09999998429062881,0.09999986058354345,1.3924616446950204e-07,5.429819749966318e-12,1.4280782784711803e-10,7.776877564263438e-17,2.9206580298744915e-22,0.0018440815557562748,9.733555250485334e-16,6.440376801581513e-17,1.605232937069575e-12,1.1802537069585266e-07,2.5877897114889102e-11,3.689272971141966e-08,2.4374682526587085e-19,8.900824870242307e-22,2.563359635520447e-13,2.5738900156466756e-24,2.701128013238655e-26,5.4902451237885104e-21,0.0004510374580770296,2.5877368088689974e-11,7.4776906769024e-12,1.6063202736183124e-17,2.273454423740456e-17,3.544049646306458e-32,3.004979648292302e-18,7.275163722237888e-21,7.928123438134324e-30,1.6000891948072862e-24,3.599028015079811e-27
0.00013273676472030715,0.000897708597878115,0.0,0.0,0.0001464933955925541,0.7986267405622792,0.10000000762443802,0.0999998372248135,1.6258069572309003e-07,6.33954092250416e-12,1.6673752824257119e-10,1.0892222985450704e-16,3.981423865673518e-22,0.0018440815588551028,9.733551155603135e-16,6.440373997959812e-17,1.8742340022677093e-12,1.1802540015977264e-07,2.5877891492172193e-11,3.6892738381894e-08,2.437494858265412e-19,8.900823604101588e-22,2.9947609243157055e-13,3.0052434603466525e-24,3.1537451346473354e-26,7.68960374225275e-21,0.00045103745223971144,2.5877374548731687e-11,7.477692537218299e-12,1.875484564807502e-17,2.807865071005665e-17,4.8312277337942867e-32,4.0964627412273065e-18,9.918507516371608e-21,1.1104062118588142e-29,2.619416283244957e-24,5.892187668204334e-27
0.00017083563044974562,0.000897708597878115,0.0,0.0,0.00014649340036894615,0.7986266938516382,0.1000000542919001,0.09999979050751129,2.0924960188306865e-07,8.158967272121901e-12,2.145955912362308e-10,1.8792248113991306e-16,6.595070952539009e-22,0.001844081565052738,9.733542965871776e-16,6.440368390739136e-17,2.4122343566016826e-12,1.1802545908741815e-07,2.587788024677581e-11,3.6892755722784705e-08,2.437548067968773e-19,8.900821071789612e-22,3.8575559588545687e-13,3.868052518849834e-24,4.058954579330098e-26,1.3266839136492839e-20,0.00045103744056511434,2.587738746877247e-11,7.477696163475633e-12,2.413798125802517e-17,3.899915638452677e-17,8.002737666665903e-32,6.78568199570327e-18,1.6431561873669943e-20,1.9157745242998545e-29,5.8366231214879954e-24,1.313031569312188e-26
0.00020512460960624027,0.000897708597878115,0.0,0.0,0.00014649340466768088,0.798626651812241,0.10000009629243775,0.09999974846211904,2.512514391918921e-07,9.796432752177639e-12,2.576663228864893e-10,2.7821764194409095e-16,9.508436311977335e-22,0.001844081570630586,9.733535595151206e-16,6.440363344266433e-17,2.8964326507983883e-12,1.1802551212207732e-07,2.5877870125961717e-11,3.689277132952021e-08,2.4375959549803954e-19,8.900818792674009e-22,4.634062890965441e-13,4.6446981742887936e-24,4.873614810498462e-26,1.9641477105654135e-20,0.00045103743005802153,2.587739909676054e-11,7.477699200836082e-12,2.8982632068237024e-17,4.892765362925651e-17,1.1537938592830402e-31,9.783087232882927e-18,2.3691319143200104e-20,2.836289137570235e-29,1.0410861619539661e-23,2.342202171098335e-26
0.00027370256791922956,0.000897708597878115,0.0,0.0,0.00014649341326509937,0.7986265677339573,0.10000018029300645,0.09999966437184546,3.352546072492991e-07,1.3071311888457366e-11,3.438034520477255e-10,5.135180768341232e-16,1.693013944358325e-21,0.0018440815817862156,9.73352085381711e-16,6.44035325139467e-17,3.864823484801602e-12,1.1802561819076524e-07,2.587784988445481e-11,3.689280254280328e-08,2.4376917241114626e-19,8.900814234343868e-22,6.187052316383397e-13,6.198324417817798e-24,6.502854932855186e-26,3.625318435396116e-20,0.0004510374090439628,2.587742235259848e-11,7.477705486747408e-12,3.867144703215257e-17,6.89120334875087e-17,2.054374813568749e-31,1.7418008909654344e-17,4.218390249108751e-20,5.235061801277648e-29,2.5811408198760022e-23,5.807371293796015e-26
0.00034228052623221886,0.000897708597878115,0.0,0.0,0.0001464934218624496,0.7986264836563547,0.10000026429289974,0.09999958028225307,4.192570998976553e-07,1.634612192759239e-11,4.299348026750609e-10,8.219645926633593e-16,2.6478984358063765e-21,0.0018440815929417565,9.733506112625715e-16,6.440343158621084e-17,4.833206646335346e-12,1.1802572425861272e-07,2.5877829643109558e-11,3.6892833755835776e-08,2.4377874867199814e-19,8.900809675881791e-22,7.740009157338805e-13,7.752398485983767e-24,8.131987941116377e-26,5.802886867474271e-20,0.000451037388030073,2.5877445608252136e-11,7.477711815779377e-12,4.8359613156439614e-17,8.886563035509287e-17,3.213072280476826e-31,2.7239599223170315e-17,6.597355729242355e-20,8.379523984409421e-29,5.195061002350533e-23,1.1688978576850776e-25
0.00041085848454520816,0.000897708597878115,0.0,0.0,0.00014649343045973164,0.798626399579433,0.10000034829211761,0.09999949619334188,5.032589171424843e-07,1.9620862871057225e-11,5.160603751506404e-10,1.203543451408818e-15,3.815558650796384e-21,0.0018440816040972085,9.733491371577035e-16,6.440333065945682e-17,5.801582135460545e-12,1.1802583032561971e-07,2.5877809401925987e-11,3.6892864968617666e-08,2.437883242806384e-19,8.90080511728781e-22,9.292933414522955e-13,9.306920293163996e-24,9.761013842334975e-26,8.496756108207321e-20,0.00045103736701635237,2.5877468863721524e-11,7.477718145314481e-12,5.80471304839541e-17,1.0880064462593662e-16,4.629960987077163e-31,3.9247682620609235e-17,9.505985921393575e-20,1.226953587811639e-28,9.171694458972375e-23,2.063704162991916e-25
0.0005480144011711866,0.000897708597878115,0.0,0.0,0.0001464934476540911,0.7986262314276327,0.10000051628852716,0.09999932801756302,6.71260525443653e-07,2.6170137477016357e-11,6.882941871749393e-10,2.1859887249259635e-15,6.789452450060827e-21,0.001844081626407846,9.733461889907775e-16,6.440312880889403e-17,7.738310096729183e-12,1.1802604245711232e-07,2.5877768920043843e-11,3.689292739342978e-08,2.4380747354145637e-19,8.90079599970415e-22,1.2398684180409276e-12,1.2417306440860642e-23,1.3018744351852949e-25,1.5432624506031203e-19,0.0004510373249894178,2.5877515374107472e-11,7.477730799284482e-12,7.742021892007153e-17,1.4871826993924023e-16,8.238611049124397e-31,6.982262653742703e-17,1.6912070728115478e-19,2.2285093743224527e-28,2.2368568592354015e-22,5.033277830109295e-25
0.0008223262344231437,0.000897708597878115,0.0,0.0,0.00014649348204199164,0.7986258951322036,0.10000085227324156,0.09999899167417932,1.0072556374466811e-06,3.926785760666851e-11,1.0326924902134281e-09,5.028140709702971e-15,1.5293256436298097e-20,0.001844081671028055,9.73340292828167e-16,6.440272511954947e-17,1.161167395304584e-11,1.1802646671001222e-07,2.5877687958219558e-11,3.689305224004709e-08,2.4384576423844944e-19,8.900777762954423e-22,1.860979473776853e-12,1.864344957658607e-23,1.9532920396643941e-25,3.549766868400104e-19,0.0004510372409375777,2.587760839266814e-11,7.477756102527465e-12,1.1615861211632688e-16,2.285894427028332e-16,1.855749369543312e-30,1.5720270869027966e-16,3.8078350214485766e-19,5.125948638912579e-28,7.782276215997734e-22,1.75119327789865e-24
