Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(318),SX(259),SX(262),SX(450),C2HOX(465),C2H6O(236),SX(357),SX(497)
0.8921870238389049,0.0005377589567108198,0.0915567593028733,0.0,0.00039693977218394224,0.4502785104934307,8.300211843351167e-06,0.45686992866510084,4.6534483043673574e-05,4.115872866966366e-12,2.737063483607909e-06,9.941439281524958e-07,2.5738228568280032e-14,1.9496124391449707e-05,9.731943819237193e-11,2.521705728920539e-17,3.6219018244519724e-09,5.9229438418637386e-08,2.363262618444681e-10,3.150668250722074e-11,3.5207998827248015e-23,2.638480173050832e-14,2.2293663853103784e-12,5.737358125016764e-17,2.0934289961885495e-24,8.241015547971314e-10,0.0011659208705262795,2.2626039671085147e-12,7.640579684522681e-11,2.7650119452479546e-19,1.838811647515424e-05,2.037168509391259e-07,1.850173410569512e-18,8.777419310322804e-12,3.9552869292612706e-21,1.9380853724651216e-23,2.4627837476902106e-16,3.2842096672949107e-21,1.3426337673259639e-20,3.34322925975726e-25,8.197894741571016e-24,3.0897732362957025e-18,1.0850930723560534e-13,5.119578243792092e-24,2.563883896016897e-19,3.996684986974976e-12,4.135967337531224e-16,5.113758553027856e-23,1.3173513196369078e-25
0.9015828772518444,0.0005377589567108198,0.0915567593028733,0.0,0.00039693966790695925,0.4502774822916661,8.35823291671248e-06,0.45686962633855255,4.707783465990063e-05,4.127694331830035e-12,2.7370556486233596e-06,9.969809340858606e-07,2.5883731264197267e-14,1.94960970102267e-05,9.732398105633904e-11,2.5256148530536332e-17,3.6641913052992333e-09,5.964345459824744e-08,2.3632604404139746e-10,3.159472288507302e-11,3.520790666802592e-23,2.6384749392402973e-14,2.2358282487172658e-12,5.753700213442455e-17,2.0934221578369845e-24,8.26453090527318e-10,0.0011659179018805284,2.262596895899645e-12,7.662390424381823e-11,2.8007742203307183e-19,1.8626534671992232e-05,2.063580956247116e-07,1.8501676094586642e-18,8.777384263407955e-12,3.996155889562967e-21,1.949043453183661e-23,2.492545650796596e-16,3.293372893688962e-21,1.346381369970039e-20,3.3664216860450236e-25,8.24423670481539e-24,3.1269019751575784e-18,1.0850884450830225e-13,5.20833896262847e-24,2.618502955669611e-19,4.0818326949873074e-12,4.1998022610106137e-16,5.192442340425065e-23,1.3376830911453007e-25
0.9109787306647839,0.0005377589567108198,0.0915567593028733,0.0,0.0003969395642485992,0.45027645207561123,8.415590123870764e-06,0.45686932401309427,4.7621868889051695e-05,4.139446888615428e-12,2.7370478114878322e-06,9.998017163031874e-07,2.60287812821628e-14,1.9496069615764916e-05,9.732855077768588e-11,2.5295072377740133e-17,3.7065338991439326e-09,6.005273338055588e-08,2.363258265996339e-10,3.168222844720835e-11,3.5207814709990765e-23,2.638469713366065e-14,2.242252969527889e-12,5.769948430279398e-17,2.0934153224081965e-24,8.28791177572777e-10,0.0011659149298374688,2.26258982644212e-12,7.684076543061081e-11,2.8366377806297285e-19,1.8865629131361187e-05,2.0900683100071636e-07,1.8501618101504165e-18,8.777349191072195e-12,4.036834759270849e-21,1.959967473923964e-23,2.5222871083896767e-16,3.3024803632637046e-21,1.3501061899117348e-20,3.389514965117265e-25,8.290434474052097e-24,3.1640011477102222e-18,1.0850838164137677e-13,5.297634612156971e-24,2.6736081490111905e-19,4.167738427959991e-12,4.263981480451073e-16,5.271545269507748e-23,1.3581245160407842e-25
0.9203745840777233,0.0005377589567108198,0.0915567593028733,0.0,0.00039693946120441186,0.45027541985754155,8.4722876034686e-06,0.4568690216887246,4.816658177077113e-05,4.1511297025276104e-12,2.737039972211829e-06,1.0026060702989428e-06,2.6173361197106327e-14,1.949604220811288e-05,9.73331458820934e-11,2.533382654684207e-17,3.748929297862384e-09,6.045730430350256e-08,2.3632560951657697e-10,3.176919324945576e-11,3.520772295179455e-23,2.6384644953727515e-14,2.248640084924343e-12,5.786101603914367e-17,2.0934084898768718e-24,8.311156464201895e-10,0.0011659119544158813,2.2625827587193535e-12,7.705636468551448e-11,2.8726020375847144e-19,1.9105395934605832e-05,2.1166301365809322e-07,1.8501560126163305e-18,8.777314093386124e-12,4.077320436382496e-21,1.970856122562187e-23,2.5520058625894896e-16,3.3115314580241337e-21,1.353807974434144e-20,3.4125067854790116e-25,8.336482499462667e-24,3.20106793559224e-18,1.0850791863446386e-13,5.387458516657668e-24,2.72919538544075e-19,4.2543958123723425e-12,4.328501820198259e-16,5.351063405321054e-23,1.378674582840245e-25
0.9297704374906628,0.0005377589567108198,0.0915567593028733,0.0,0.0003969393587698902,0.45027438564986816,8.528329537525989e-06,0.45686871936544227,4.871196929605519e-05,4.162741959685161e-12,2.737032130806026e-06,1.0053937965089619e-06,2.6317453775470483e-14,1.9496014787321623e-05,9.733776489820633e-11,2.5372408807144222e-17,3.791377189510455e-09,6.085719721404873e-08,2.3632539278958756e-10,3.1855611508820806e-11,3.52076313920759e-23,2.6384592852046133e-14,2.2549891433790725e-12,5.80215859126789e-17,2.0934016602178105e-24,8.334263316502276e-10,0.0011659089756348247,2.262575692714679e-12,7.727068666754356e-11,2.9086663953895825e-19,1.9345831114963735e-05,2.1432659965287938e-07,1.8501502168282784e-18,8.777278970421468e-12,4.117609887668117e-21,1.9817081013628187e-23,2.581699685123346e-16,3.320525576784289e-21,1.35748647768409e-20,3.4353948712954604e-25,8.382375292190911e-24,3.2380995580513226e-18,1.0850745548721129e-13,5.477803985080754e-24,2.7852605376028036e-19,4.341798417284288e-12,4.3933600564659663e-16,5.430992754952448e-23,1.3993322647171494e-25
0.9391662909036023,0.0005377589567108198,0.0915567593028733,0.0,0.00039693925694060477,0.45027334946513436,8.583720150169108e-06,0.4568684170432458,4.9258027408460296e-05,4.174282867589379e-12,2.737024287281284e-06,1.0081647003812097e-06,2.646104197909102e-14,1.9495987353439163e-05,9.734240635701256e-11,2.5410816982290374e-17,3.8338772584946845e-09,6.125244226007167e-08,2.3632517641607754e-10,3.1941477608559434e-11,3.52075400294707e-23,2.6384540828055968e-14,2.2612997048968352e-12,5.818118278331787e-17,2.0933948334058286e-24,8.357230720011261e-10,0.001165905993513501,2.2625686284114158e-12,7.748371642155603e-11,2.9448302513507146e-19,1.958693065875586e-05,2.1699754452403862e-07,1.850144422759078e-18,8.77724382225503e-12,4.1577001508036544e-21,1.9925221273303058e-23,2.611366378376722e-16,3.3294621356612045e-21,1.361141460888578e-20,3.458176983343708e-25,8.428107425666989e-24,3.275093273340269e-18,1.0850699219931764e-13,5.5686643130533786e-24,2.8417994423939025e-19,4.4299397561377475e-12,4.458552920198487e-16,5.511329271414565e-23,1.4200965204461967e-25
0.9485621443165417,0.0005377589567108198,0.0915567593028733,0.0,0.0003969391557120173,0.45027231131601136,8.638463706343649e-06,0.4568681147221338,4.9804752005328105e-05,4.185751655540187e-12,2.737016441648636e-06,1.0109185924467288e-06,2.6604109000405648e-14,1.9495959906517553e-05,9.734706879096374e-11,2.5449048950998564e-17,3.876429185621332e-09,6.164306988062738e-08,2.3632496039339633e-10,3.202678610367989e-11,3.5207448862596994e-23,2.63844888811903e-14,2.2675713411718856e-12,5.833979580575786e-17,2.093388009415286e-24,8.380057104244506e-10,0.001165903008071428,2.2625615657928886e-12,7.769543938291239e-11,2.9810929959627877e-19,1.982869050660121e-05,2.196758033041535e-07,1.850138630380534e-18,8.777208648965782e-12,4.197588336871733e-21,2.0032969348264368e-23,2.6410037770439127e-16,3.3383405686634733e-21,1.364772692587106e-20,3.4808509227648083e-25,8.473673546770871e-24,3.3120463807514305e-18,1.0850652877049207e-13,5.660032785841931e-24,2.8988079022243666e-19,4.5188132885809285e-12,4.524077100013815e-16,5.59206885706624e-23,1.440966295320862e-25
0.9579579977294812,0.0005377589567108198,0.0915567593028733,0.0,0.00039693905507950423,0.4502712712152951,8.692564510523124e-06,0.45686781240210483,5.035213893902604e-05,4.197147574446312e-12,2.737008593919288e-06,1.0136552883806487e-06,2.6746638248790664e-14,1.949593244661274e-05,9.735175074100144e-11,2.5487102647396808e-17,3.919032648136335e-09,6.202911079600743e-08,2.3632474471883594e-10,3.2111531713637606e-11,3.5207357890058164e-23,2.638443701087916e-14,2.2738036356065722e-12,5.849741443096005e-17,2.0933811882206937e-24,8.402740941321688e-10,0.0011659000193284207,2.2625545048423453e-12,7.790584138123422e-11,3.0174540129609058e-19,2.007110655464712e-05,2.2236133052960539e-07,1.8501328396646257e-18,8.777173450632814e-12,4.237271627795111e-21,2.0140312744963512e-23,2.6706097471519855e-16,3.3471603269588907e-21,1.3683799483213587e-20,3.503414529134082e-25,8.519068371412773e-24,3.348956219311505e-18,1.0850606520044805e-13,5.751902678999813e-24,2.9562816863051773e-19,4.608412422303447e-12,4.589929240470518e-16,5.67320736119786e-23,1.46194052057714e-25
0.9673538511424207,0.0005377589567108198,0.0915567593028733,0.0,0.0003969389550385658,0.45027022917590187,8.746026905403888e-06,0.45686751008315757,5.090018401820225e-05,4.208469897295421e-12,2.737000744104616e-06,1.0163746090594946e-06,2.6888613341002753e-14,1.9495904973775946e-05,9.735645074875429e-11,2.552497606208051e-17,3.961687319944796e-09,6.241059599993542e-08,2.3632452938976723e-10,3.219570932769495e-11,3.5207267110459687e-23,2.638438521655075e-14,2.279996183560389e-12,5.865402841135037e-17,2.0933743697967177e-24,8.425280746518883e-10,0.001165897027304375,2.262547445543029e-12,7.811490864684941e-11,3.0539126797889116e-19,2.0314174655803633e-05,2.250540802615987e-07,1.8501270505847462e-18,8.777138227340744e-12,4.2767472785047054e-21,2.024723912640981e-23,2.700182186978074e-16,3.3559208793805034e-21,1.3719630108646242e-20,3.5258656802378375e-25,8.564286681629302e-24,3.3858201690531454e-18,1.0850560148895747e-13,5.8442672601428985e-24,3.0142165315979245e-19,4.6987305148873644e-12,4.656105945326097e-16,5.754740584604393e-23,1.4830181144838427e-25
0.9767497045553601,0.0005377589567108198,0.0915567593028733,0.0,0.00039693885558459596,0.45026918521086445,8.798855270583794e-06,0.4568672077652906,5.144888300905515e-05,4.219717919759468e-12,2.7369928922161605e-06,1.019076380622853e-06,2.7030018162760372e-14,1.949587748806233e-05,9.736116736594201e-11,2.5562667242842592e-17,4.004392871659603e-09,6.278755674954898e-08,2.363243144035024e-10,3.227931401526656e-11,3.520717652239002e-23,2.6384333497627024e-14,2.2861485925284724e-12,5.880962780510313e-17,2.0933675541174636e-24,8.447675078746674e-10,0.0011658940320194873,2.262540387878226e-12,7.832262781468061e-11,3.090468367674395e-19,2.0557890621002057e-05,2.2775400609712025e-07,1.850121263113073e-18,8.777102979176965e-12,4.316012621356083e-21,2.035373635820057e-23,2.729719029738723e-16,3.364621713516088e-21,1.375521670658867e-20,3.5482022986848896e-25,8.609323345141592e-24,3.4226356543615238e-18,1.0850513763580714e-13,5.937119792890396e-24,3.0726081441160527e-19,4.789760875681563e-12,4.722603782365434e-16,5.836664285323069e-23,1.5041979838585487e-25
0.9861455579682996,0.0005377589567108198,0.0915567593028733,0.0,0.00039693875671285806,0.4502681393333284,8.85105402124283e-06,0.4568669054485028,5.199823163661496e-05,4.230890959629433e-12,2.7369850382656257e-06,1.021760434521825e-06,2.7170836844928907e-14,1.9495849989532957e-05,9.736589914199407e-11,2.560017429458337e-17,4.047148970588872e-09,6.31600245545736e-08,2.363240997572663e-10,3.236234101172307e-11,3.520708612442036e-23,2.6384281853526935e-14,2.2922604820352956e-12,5.89642029752871e-17,2.0933607411572e-24,8.469922540882024e-10,0.001165891033494283,2.2625333318311487e-12,7.85289859261149e-11,3.12712044155647e-19,2.0802250220469336e-05,2.3046106117622716e-07,1.850115477221677e-18,8.77706770622771e-12,4.35506506087963e-21,2.0459792489708186e-23,2.7592182414010944e-16,3.3732623342851227e-21,1.3790557252114523e-20,3.5704223483463104e-25,8.65417330763722e-24,3.4594001410769244e-18,1.0850467364077671e-13,6.0304535366445756e-24,3.1314522003501616e-19,4.88149676767949e-12,4.789419279338008e-16,5.918974173072519e-23,1.525479022725272e-25
0.9955414113812391,0.0005377589567108198,0.0915567593028733,0.0,0.00039693865841879355,0.45026709155654787,8.902627606815222e-06,0.4568666031327926,5.254822558603673e-05,4.2419883572195755e-12,2.7369771822648704e-06,1.0244266075606949e-06,2.7311053721665385e-14,1.9495822478242155e-05,9.737064465783709e-11,2.563749538034468e-17,4.089955281020609e-09,6.352803117009998e-08,2.363238854483949e-10,3.244478572247411e-11,3.5206995915129523e-23,2.6384230283669073e-14,2.298331483884718e-12,5.911774459472059e-17,2.093353930890537e-24,8.492021780229975e-10,0.0011658880317492984,2.2625262773850044e-12,7.873397043526518e-11,3.163868260702707e-19,2.1047249184996256e-05,2.3317519820720472e-07,1.8501096928846467e-18,8.77703240858501e-12,4.393902075345831e-21,2.0565395723919273e-23,2.7886778210508123e-16,3.381842264289998e-21,1.3825649792719992e-20,3.592523831096771e-25,8.69883157965426e-24,3.496111137133351e-18,1.0850420950371104e-13,6.1242617476930146e-24,3.190744348116789e-19,4.973931409405278e-12,4.856548927146865e-16,6.001665914017671e-23,1.5468601134101862e-25
0.9999999999999998,0.0005377589567108198,0.0915567593028733,0.0,0.00039693861197634905,0.4502665936972957,8.926883256506374e-06,0.45686645967612216,5.2809437222509244e-05,4.247227726874326e-12,2.736973453664511e-06,1.0256854779706647e-06,2.7377375464760373e-14,1.949580941893623e-05,9.737290092259432e-11,2.5655139677251502e-17,4.110285511376848e-09,6.370110881091172e-08,2.363237838702439e-10,3.248370299323169e-11,3.520695317395782e-23,2.6384205838170058e-14,2.3011979320541013e-12,5.91902400772275e-17,2.0933507001682165e-24,8.502456236713887e-10,0.001165886606219004,2.2625229304132343e-12,7.883075710042444e-11,3.18133941315032e-19,2.1163730314844675e-05,2.344655941085392e-07,1.8501069485950812e-18,8.777015650279704e-12,4.412255223426728e-21,2.0615345543546213e-23,2.8026427614340434e-16,3.3858923093835346e-21,1.3842214851728673e-20,3.6029695420159025e-25,8.719954668320818e-24,3.513512084628876e-18,1.085039892082897e-13,6.168940349135628e-24,3.2190355915760635e-19,5.018036658210317e-12,4.888512661515278e-16,6.041037732387495e-23,1.557040702318615e-25
1.0049372647941786,0.0005377589567108198,0.0915567593028733,0.0,0.00039693856069775385,0.450266041893882,8.953580509640724e-06,0.45686630081815865,5.3098860503905374e-05,4.253009476406869e-12,2.7369693242259138e-06,1.0270747419504642e-06,2.7450653439854883e-14,1.949579495424756e-05,9.737540244933596e-11,2.5674628722214154e-17,4.132811464284583e-09,6.389160858651769e-08,2.363236714741784e-10,3.252664374335799e-11,3.520690589308122e-23,2.638417878746573e-14,2.3043612424178287e-12,5.927024365149833e-17,2.0933471232914006e-24,8.513971488940651e-10,0.0011658850268053411,2.2625192245230862e-12,7.893756921241981e-11,3.200711178816526e-19,2.1292883207230525e-05,2.358963694785601e-07,1.8501039100746877e-18,8.776997086344747e-12,4.432521225145102e-21,2.067053449962743e-23,2.8180958056595733e-16,3.3903610459371425e-21,1.3860492456944354e-20,3.614504798754291e-25,8.743293271391656e-24,3.532766198548653e-18,1.0850374522447816e-13,6.2185376850005334e-24,3.2504802078622983e-19,5.067057976827036e-12,4.923989188236902e-16,6.08473514097067e-23,1.5683401291952304e-25
1.014333118207118,0.0005377589567108198,0.0915567593028733,0.0,0.00039693846354488965,0.4502649903587899,9.003917243626029e-06,0.4568659985045998,5.365013199954951e-05,4.263953703532209e-12,2.736961464160921e-06,1.0297046853455964e-06,2.7589620930907868e-14,1.9495767417615578e-05,9.738017116372914e-11,2.571157260062276e-17,4.175717178648922e-09,6.425078901741968e-08,2.3632345783177487e-10,3.260791083643202e-11,3.520681605681722e-23,2.6384127364326065e-14,2.310349414230111e-12,5.94216914449544e-17,2.093340318333848e-24,8.535770404186121e-10,0.001165882018683602,2.2625121732286204e-12,7.913977054347817e-11,3.2376485437516073e-19,2.1539147942988682e-05,2.386245268610624e-07,1.8500981287639102e-18,8.776961739600076e-12,4.470920143656209e-21,2.0775197468621205e-23,2.847470266199261e-16,3.398818239014305e-21,1.389508344407623e-20,3.636363348094888e-25,8.7875535834825e-24,3.569362924282521e-18,1.085032808029239e-13,6.313274608808797e-24,3.3106553742968446e-19,5.160869605265887e-12,4.991736489090211e-16,6.168177443130902e-23,1.589917931838877e-25
1.0237289716200575,0.0005377589567108198,0.0915567593028733,0.0,0.0003969383669555935,0.45026393696482786,9.053642352905919e-06,0.45686569619211465,5.420203564636358e-05,4.274820447547546e-12,2.7369536020822074e-06,1.0323162908668273e-06,2.7727941297605902e-14,1.9495739868403738e-05,9.738494926198172e-11,2.5748325355332206e-17,4.218672079688507e-09,6.46056048932617e-08,2.3632324451849025e-10,3.268858292849392e-11,3.520672640489346e-23,2.638407601366083e-14,2.3162956683913827e-12,5.957207958953857e-17,2.0933335159925416e-24,8.557417308516511e-10,0.0011658790074052074,2.2625051234848174e-12,7.934056313607841e-11,3.2746796983196836e-19,2.1786039012547985e-05,2.4135962183808694e-07,1.8500923489272076e-18,8.776926368449914e-12,4.50909653645934e-21,2.0879373412360877e-23,2.876799306430817e-16,3.407213420439739e-21,1.3929421023593254e-20,3.6580976105891736e-25,8.831607771270816e-24,3.605898954958376e-18,1.0850281623896452e-13,6.408465780064552e-24,3.3712654170906264e-19,5.255359391301016e-12,5.059787222089125e-16,6.251988369565801e-23,1.611592372286176e-25
1.032185239691703,0.0005377589567108198,0.0915567593028733,0.0,0.000396938280503204,0.4502629873322073,9.097875791141363e-06,0.4568654241117951,5.4699285731249966e-05,4.28453380048296e-12,2.736946524499929e-06,1.0346509399996454e-06,2.7851864329877578e-14,1.949571506340693e-05,9.738925657951427e-11,2.57812381004928e-17,4.25737325847444e-09,6.492123445780879e-08,2.363230528156763e-10,3.276067588654449e-11,3.5206645874568e-23,2.6384029859534964e-14,2.3216111944612008e-12,5.970651625045284e-17,2.0933273961005293e-24,8.576768583727757e-10,0.0011658762945733676,2.2624987800274553e-12,7.952006300756323e-11,3.3080873805003145e-19,2.2008772843110658e-05,2.4382709856109044e-07,1.850087148312267e-18,8.776894513634274e-12,4.543263206391018e-21,2.0972706314167852e-23,2.90315507506475e-16,3.414715731479985e-21,1.396010682265563e-20,3.6775506838925493e-25,8.871076480142365e-24,3.638727581472452e-18,1.0850239800960285e-13,6.494520654428236e-24,3.4261825940288125e-19,5.3409742881115854e-12,5.12128931971625e-16,6.327729681720413e-23,1.6311810396198262e-25
1.0406415077633486,0.0005377589567108198,0.0915567593028733,0.0,0.00039693819449993,0.4502620362149678,9.141620869947303e-06,0.45686515203234307,5.5197040970126394e-05,4.294183535645498e-12,2.7369394453058037e-06,1.0369705216581142e-06,2.797524106021472e-14,1.9495690248320112e-05,9.739356934197064e-11,2.5813993613925894e-17,4.296113742485503e-09,6.52333790937818e-08,2.363228613751425e-10,3.2832281052907477e-11,3.5206565491298117e-23,2.6383983763194085e-14,2.3268922862376696e-12,5.984008240312283e-17,2.0933212782874052e-24,8.595994957989772e-10,0.0011658735792177985,2.262492437800463e-12,7.969840536328634e-11,3.341570009729176e-19,2.2232007188596232e-05,2.463001192370962e-07,1.8500819488495053e-18,8.776862639207968e-12,4.577246285322937e-21,2.106562805930625e-23,2.9294712228093227e-16,3.422167206478463e-21,1.3990584880288198e-20,3.696900329973999e-25,8.910371179708062e-24,3.6715035252418494e-18,1.0850197966479392e-13,6.5809331177380275e-24,3.4814451510046836e-19,5.427127787805844e-12,5.183031594319627e-16,6.403762670066283e-23,1.6508461989544037e-25
1.0490977758349942,0.0005377589567108198,0.0915567593028733,0.0,0.0003969381089423451,0.4502610836231765,9.18488095939643e-06,0.456864879953758,5.5695298066653825e-05,4.303769269711971e-12,2.736932364509101e-06,1.0392749402552713e-06,2.8098061171989108e-14,1.949566542318934e-05,9.739788676195033e-11,2.584659080929465e-17,4.334893275145121e-09,6.554206285127431e-08,2.3632267019487695e-10,3.290339580899082e-11,3.5206485254015036e-23,2.6383937724205248e-14,2.3321387285117124e-12,5.997277259404383e-17,2.0933151625350593e-24,8.615095638952831e-10,0.0011658708613543148,2.262486096791573e-12,7.987558285234137e-11,3.375127096519156e-19,2.2455738787624824e-05,2.487786477324389e-07,1.85007675052148e-18,8.776830745245402e-12,4.61104425525611e-21,2.1158130877824708e-23,2.95574643983647e-16,3.429567573590634e-21,1.402085408428568e-20,3.7161452765968713e-25,8.94948858410104e-24,3.704225158068746e-18,1.0850156120451037e-13,6.667698269278268e-24,3.5370498118357653e-19,5.513814784991566e-12,5.245011354164667e-16,6.480084016225105e-23,1.6705869929139146e-25
1.0575540439066398,0.0005377589567108198,0.0915567593028733,0.0,0.0003969380238270963,0.45026012956695394,9.227659446004156e-06,0.4568646078760388,5.6194053704256826e-05,4.3132906370439004e-12,2.7369252821191767e-06,1.041564103861716e-06,2.822031463459974e-14,1.949564058805653e-05,9.740220748312287e-11,2.5879028641629996e-17,4.373711598570834e-09,6.584730990097188e-08,2.363224792729369e-10,3.29740177010306e-11,3.5206405161650085e-23,2.6383891742129385e-14,2.337350315038981e-12,6.01045815911685e-17,2.0933090488242015e-24,8.634069864752018e-10,0.0011658681409987476,2.26247975698875e-12,8.005158840930756e-11,3.408758149049661e-19,2.2679964358790683e-05,2.512626477080426e-07,1.8500715533092763e-18,8.77679883182997e-12,4.644655668238898e-21,2.125020721720905e-23,2.9819794495300915e-16,3.436916577992754e-21,1.405091339254542e-20,3.7352842957353497e-25,8.988425498877186e-24,3.7368908941011376e-18,1.0850114262878697e-13,6.754811222099461e-24,3.5929932865917964e-19,5.601030153676905e-12,5.307225906231879e-16,6.556690402558454e-23,1.6904025638300434e-25
1.0660103119782853,0.0005377589567108198,0.0915567593028733,0.0,0.00039693793915044685,0.4502591740564711,9.269959731928829e-06,0.45686433579918445,5.669330454691835e-05,4.3227472873987875e-12,2.736918198145471e-06,1.0438379242224018e-06,2.8341991797361402e-14,1.949561574297954e-05,9.740653092223124e-11,2.591130610519373e-17,4.4125684530835566e-09,6.61491445217425e-08,2.363222886071348e-10,3.304414439466521e-11,3.5206325213100884e-23,2.6383845816522792e-14,2.342526847790898e-12,6.023550437178772e-17,2.0933029371352836e-24,8.652916903804086e-10,0.0011658654181674127,2.2624734183799262e-12,8.022641524650014e-11,3.44246267199694e-19,2.2904680601482148e-05,2.5375208259496414e-07,1.8500663571915293e-18,8.776766899039589e-12,4.678079129391699e-21,2.1341849809077452e-23,3.008169001902269e-16,3.444213977389485e-21,1.408076181369464e-20,3.754316207517338e-25,9.02717885024698e-24,3.769499180902157e-18,1.0850072393760259e-13,6.842267099821973e-24,3.6492722734462934e-19,5.688768748419059e-12,5.369672544444146e-16,6.633578494957153e-23,1.7102920497505774e-25
1.0735578853675796,0.0005377589567108198,0.0915567593028733,0.0,0.000396937863940686,0.45025832000342236,9.307313409047955e-06,0.45686409295992764,5.7139322343904074e-05,4.331132809404211e-12,2.7369118740723846e-06,1.0458543764588724e-06,2.8450099050274385e-14,1.9495593559345743e-05,9.741039106792851e-11,2.5939978859482877e-17,4.4472821532429035e-09,6.641568232530347e-08,2.3632211864464347e-10,3.3106315305725936e-11,3.5206253976264155e-23,2.638380487333488e-14,2.3471173590396017e-12,6.035160601943711e-17,2.0932974838902112e-24,8.66963068360132e-10,0.00116586298584849,2.2624677619045783e-12,8.038145468572581e-11,3.4726070168575565e-19,2.3105660970948394e-05,2.559785677977634e-07,1.8500617203501637e-18,8.776738381387504e-12,4.707751110288704e-21,2.1423272316065128e-23,3.0315065609425133e-16,3.4506834338671e-21,1.410722387663902e-20,3.7712115584030086e-25,9.061610263936031e-24,3.798553667726919e-18,1.0850035014069375e-13,6.92061078852253e-24,3.6997842969111038e-19,5.767516823572524e-12,5.425602571304338e-16,6.702439515921556e-23,1.7281059662798252e-25
1.0803507014179443,0.0005377589567108198,0.0915567593028733,0.0,0.0003969377965463399,0.4502575503781449,9.340610349581816e-06,0.4568638744051844,5.7541071389174754e-05,4.338635280597975e-12,2.7369061813399858e-06,1.0476586275139886e-06,2.8546990805086734e-14,1.949557358735957e-05,9.741386567647498e-11,2.596567390306173e-17,4.478550395770264e-09,6.665327307101398e-08,2.363219658503505e-10,3.316192903867344e-11,3.520618995970048e-23,2.6383768062371963e-14,2.3512247068893176e-12,6.045548788590056e-17,2.0932925773234275e-24,8.684585582661997e-10,0.0011658607950956034,2.2624626718746483e-12,8.052017922995126e-11,3.499786336423981e-19,2.328687328885828e-05,2.5798605955310753e-07,1.8500575479165117e-18,8.776712702408789e-12,4.734326179810207e-21,2.149624791793587e-23,3.052479212332657e-16,3.456470505178837e-21,1.413089490615582e-20,3.786342944110273e-25,9.092469608174918e-24,3.8246616493814555e-18,1.085000136448954e-13,6.991347500190112e-24,3.745469431460247e-19,5.838739909817354e-12,5.47609420124185e-16,6.764602033938803e-23,1.744187730066379e-25
1.087143517468309,0.0005377589567108198,0.0915567593028733,0.0,0.0003969377294289518,0.4502567798323188,9.37360468526573e-06,0.45686365585099775,5.794313411467765e-05,4.346095429704275e-12,2.736900487602299e-06,1.0494528362177477e-06,2.864349419883306e-14,1.949555360904197e-05,9.741734023208187e-11,2.5991263842519938e-17,4.5098430452032664e-09,6.688870443922292e-08,2.363218132177954e-10,3.321721949817253e-11,3.520612603404821e-23,2.6383731287081053e-14,2.3553091175324653e-12,6.05587898359708e-17,2.0932876720288456e-24,8.69945723646359e-10,0.0011658586027734235,2.262457582594149e-12,8.065813227642674e-11,3.527012194526454e-19,2.346839642387621e-05,2.599969940590835e-07,1.850053376157557e-18,8.776687011071536e-12,4.760777688310959e-21,2.1568931215258212e-23,3.073421715740878e-16,3.462223889573858e-21,1.4154428270083623e-20,3.8014032293152465e-25,9.123205251868607e-24,3.850729946619313e-18,1.0849967707467046e-13,7.062297027936154e-24,3.7913652820792076e-19,5.91029161148577e-12,5.526730825818162e-16,6.826940462700916e-23,1.7603156717443173e-25
1.0939363335186738,0.0005377589567108198,0.0915567593028733,0.0,0.00039693766258673644,0.4502560083713014,9.40629820534216e-06,0.4568634372973672,5.834550875838928e-05,4.3535131025445815e-12,2.7368947928643643e-06,1.0512369636752855e-06,2.8739604463781185e-14,1.9495533624418303e-05,9.742081423205995e-11,2.6016748230386657e-17,4.5411599643930995e-09,6.71219891984971e-08,2.3632166074593045e-10,3.3272185660431224e-11,3.5206062198744537e-23,2.6383694547234755e-14,2.3593705036975932e-12,6.066150965667245e-17,2.09328276799714e-24,8.714245322596449e-10,0.0011658564088904335,2.2624524940567983e-12,8.07953108334227e-11,3.554284329625422e-19,2.365022863270001e-05,2.6201135200149256e-07,1.8500492050647672e-18,8.776661307418635e-12,4.787104996627255e-21,2.1641318617024622e-23,3.094333463074131e-16,3.4679434808791295e-21,1.4177823533901837e-20,3.816391845778697e-25,9.153815676495345e-24,3.876757805143623e-18,1.0849934043005199e-13,7.133456856807417e-24,3.8374701171552237e-19,5.9821692300724695e-12,5.577511011395099e-16,6.889453037417534e-23,1.7764893346727234e-25
