Time (s),Volume (m^3),Ne,N2,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(52),COX(53),CH3OX(48),CHOX(64),SX(57),CH2O2X(54),CH3X(25),CH4(24),CH4X(275),SX(189)
3.090537375378807e-08,0.00299236199292705,0.0,0.0,0.001045113259960239,0.795963894185348,0.09999968808255649,0.09999999983994488,1.354373506333389e-10,7.250660061589023e-11,2.959930888588256e-15,4.527167819089843e-15,5.06669179354515e-18,0.006115448541809793,1.3652167243014146e-14,2.1109277450871852e-16,3.340100514420939e-15,2.5261046964546e-07,5.538540826953462e-11,5.761187998600029e-08,3.8264397443369304e-19,3.468370659523209e-22,1.6405996124794148e-09,1.6302922168503572e-17,6.296185587257108e-31,2.532608930924758e-17,0.000978350827037972,5.5384599090651136e-11,3.8533699169088193e-13,9.256613438246685e-14,1.315973412647677e-27,7.12551365412311e-22,1.931567523254029e-23,1.3065193584365943e-11,1.7722364498014262e-11,2.3250237461478564e-28
3.0995570769557316e-08,0.00299236199292705,0.0,0.0,0.0010442391033334642,0.7959639211209724,0.09999968846592568,0.09999999983957143,1.3599368814149301e-10,7.279605985458008e-11,2.9674101033331407e-15,4.553061215421047e-15,5.074989625610673e-18,0.006117251323399528,1.3646606878052704e-14,2.1114843374715248e-16,3.351019683562996e-15,2.5239913150232424e-07,5.5339081958169754e-11,5.743980147157383e-08,3.827548054252569e-19,3.46876909632921e-22,1.6406851373365323e-09,1.6303853797151397e-17,6.313654405541376e-31,2.5384098847392386e-17,0.0009774225854505714,5.533827126014016e-11,3.8703655490606613e-13,9.284351558848557e-14,1.3170256795657038e-27,7.137543746287077e-22,1.9343529581304039e-23,1.315551206943718e-11,1.7768611347577943e-11,2.3283440154650466e-28
3.1085767785326564e-08,0.00299236199292705,0.0,0.0,0.001043371516309331,0.7959639478112649,0.09999968884589881,0.09999999983919736,1.3655033508979475e-10,7.308552966367483e-11,2.9748865271537685e-15,4.579016243828159e-15,5.0832632323707726e-18,0.006119040470132269,1.3641079088089809e-14,2.1120368246324568e-16,3.361944687976214e-15,2.521893818064052e-07,5.52931038056638e-11,5.72695332974858e-08,3.828647970467527e-19,3.469164377963946e-22,1.6407678279298175e-09,1.630475660716827e-17,6.331112321849596e-31,2.544220794281673e-17,0.0009765014057210567,5.529229160116663e-11,3.8873664432046957e-13,9.312086208543554e-14,1.3180763623467167e-27,7.1495820282331575e-22,1.9371250491810147e-23,1.3246064346696096e-11,1.7814672189941326e-11,2.3316482790024465e-28
3.117596480109581e-08,0.00299236199292705,0.0,0.0,0.0010425104461451089,0.7959639742588192,0.09999968922251164,0.0999999998388227,1.37107289200094e-10,7.337500954684395e-11,2.982360197257329e-15,4.60503288539693e-15,5.091512856056054e-18,0.006120816092730081,1.3635583774815676e-14,2.1125845773513351e-16,3.372875541411657e-15,2.5198120780250707e-07,5.524747101707354e-11,5.7101052372923917e-08,3.8297395613069206e-19,3.4695565321786256e-22,1.6408477218448592e-09,1.630563097758737e-17,6.348559380628727e-31,2.5500416372160782e-17,0.0009755872299059104,5.52466573184903e-11,3.904372532009807e-13,9.33981739981024e-14,1.3191255131613014e-27,7.161628582925605e-22,1.9398838816970128e-23,1.3336849463040686e-11,1.786054743953671e-11,2.334936638204502e-28
3.126616181686506e-08,0.00299236199292705,0.0,0.0,0.0010416558405695435,0.795964000466197,0.09999968959579952,0.09999999983844741,1.376645482481463e-10,7.366449901431192e-11,2.9898311499479207e-15,4.631111121366505e-15,5.0997387359512315e-18,0.006122578300907031,1.363012068681421e-14,2.1131282329785304e-16,3.3838122585807856e-15,2.5177459684950187e-07,5.520218082209922e-11,5.6934335947489966e-08,3.830822894471463e-19,3.4699455864395147e-22,1.640924856052227e-09,1.6306477281279827e-17,6.36599570268673e-31,2.5558723902494318e-17,0.0009746800005976771,5.520136564185831e-11,3.9213837488159085e-13,9.367545145121687e-14,1.3201731831412593e-27,7.173683490128974e-22,1.9426295401293934e-23,1.3427866467506304e-11,1.7906237514012984e-11,2.3382091935192937e-28
3.144655584840355e-08,0.00299236199292705,0.0,0.0,0.0010399658164276305,0.7959640521705122,0.0999996903325397,0.09999999983769509,1.3877997223047867e-10,7.424350477518213e-11,3.004765046695252e-15,4.683452302208804e-15,5.116120207019058e-18,0.006126062907878463,1.3619290429789866e-14,2.114202731177027e-16,3.4057033333619006e-15,2.5136601409488786e-07,5.5112617256010076e-11,5.660610726310024e-08,3.8329650554967083e-19,3.4707145035613476e-22,1.6410709902220354e-09,1.630808714986658e-17,6.400836429052358e-31,2.5675635289014494e-17,0.0009728861545177968,5.5111799149109247e-11,3.9554213030964536e-13,9.42299034773587e-14,1.3222642800445989e-27,7.197818674917279e-22,1.948081668401584e-23,1.3610592347724195e-11,1.7997063823797467e-11,2.3447072893620092e-28
3.162694987994204e-08,0.00299236199292705,0.0,0.0,0.0010383010349588762,0.7959641029440776,0.09999969105639336,0.09999999983694043,1.398965890905509e-10,7.482254315516337e-11,3.0196885018761304e-15,4.736039639191893e-15,5.1324095024420766e-18,0.006129495149002865,1.3608586663558535e-14,2.1152603791551947e-16,3.427618002142306e-15,2.5096353465011057e-07,5.5024391436307726e-11,5.628467185093128e-08,3.8350749829126817e-19,3.471471343493468e-22,1.641206514351644e-09,1.6309589077128258e-17,6.435635150235381e-31,2.5792940063018002e-17,0.0009711194187238736,5.502357045088003e-11,3.9894785858736665e-13,9.478421916011143e-14,1.3243500420521598e-27,7.221988191628795e-22,1.953482093147681e-23,1.3794234422982932e-11,1.808715452172371e-11,2.3511433505940495e-28
3.180734391148053e-08,0.00299236199292705,0.0,0.0,0.0010366610944752745,0.7959641528062728,0.0999996917676277,0.09999999983618342,1.4101438101030088e-10,7.540161046136064e-11,3.034601792993631e-15,4.7888729873698465e-15,5.148608434464036e-18,0.006132875866780853,1.3598007916262032e-14,2.1163016556800055e-16,3.449556347980274e-15,2.5056706137338904e-07,5.493748207530897e-11,5.596985943416345e-08,3.837153196517169e-19,3.472216316061151e-22,1.6413317032535947e-09,1.6310985836058862e-17,6.470392528580411e-31,2.5910636057390693e-17,0.0009693793526704817,5.4936658258662586e-11,4.023555087192274e-13,9.53383994940267e-14,1.3264308427253733e-27,7.24619261865593e-22,1.958831460635149e-23,1.3978785164106706e-11,1.8176513056556008e-11,2.357518146019694e-28
3.198773794301902e-08,0.00299236199292705,0.0,0.0,0.001035045600377538,0.795964201776005,0.09999969246650317,0.09999999983542412,1.4213333058449637e-10,7.598070309596649e-11,3.0495051878753848e-15,4.841952203904846e-15,5.164718771911151e-18,0.0061362058885811345,1.3587552604344761e-14,2.1173265825174952e-16,3.4715184528770762e-15,2.501764988378023e-07,5.4851868261115505e-11,5.566150469443383e-08,3.8392002067378063e-19,3.472949626856361e-22,1.64144682298741e-09,1.6312280111907462e-17,6.5051091831596435e-31,2.6028720988820354e-17,0.000967665523848718,5.485104165963669e-11,4.057650307066678e-13,9.589244547157703e-14,1.3285070407546927e-27,7.270432498182192e-22,1.9641304045354415e-23,1.4164237077569782e-11,1.8265142920960643e-11,2.3638324295202257e-28
3.216813197455751e-08,0.00299236199292705,0.0,0.0,0.0010334541650107484,0.7959642498717213,0.09999969315327378,0.0999999998346626,1.432534208179276e-10,7.655981755324376e-11,3.0643989449906453e-15,4.895277147964133e-15,5.180742241365849e-18,0.0061394860269561,1.357721916208655e-14,2.1183355997550805e-16,3.493504395812271e-15,2.4979175329635896e-07,5.4767529449737954e-11,5.535944711838545e-08,3.841216514828467e-19,3.473671477340056e-22,1.6415521311912554e-09,1.631347450548806e-17,6.539785740958135e-31,2.6147192468643923e-17,0.0009659775076151505,5.47667001090199e-11,4.091763755240983e-13,9.644635808279541e-14,1.3305789805019591e-27,7.294708337566934e-22,1.9693795462118144e-23,1.4350582705930683e-11,1.835304764915911e-11,2.3700869403848034e-28
3.2348526006096e-08,0.00299236199292705,0.0,0.0,0.00103188640752337,0.7959642971114221,0.09999969382818727,0.09999999983389884,1.4437463497052138e-10,7.713895041661912e-11,3.0792833152728997e-15,4.9488476806223824e-15,5.196680528309895e-18,0.006142717079949865,1.3567006056250103e-14,2.11932896228905e-16,3.515514251067518e-15,2.494127326478768e-07,5.46844454577832e-11,5.506353084855548e-08,3.8432026130609295e-19,3.4743820649416143e-22,1.6416478773999131e-09,1.631457153635316e-17,6.57442280521852e-31,2.6266048013065108e-17,0.0009643148870249439,5.4683613422595334e-11,4.1258949509560987e-13,9.700013831493303e-14,1.3326469925239162e-27,7.319020614227042e-22,1.9745794949894144e-23,1.453781462824367e-11,1.8440230814660365e-11,2.376282403634983e-28
3.252892003763449e-08,0.00299236199292705,0.0,0.0,0.0010303419537295321,0.7959643435126742,0.09999969449148526,0.09999999983313293,1.4549695646645414e-10,7.771809835588246e-11,3.094158543153614e-15,5.002663664769244e-15,5.2125352782373885e-18,0.006145899831398972,1.3556911775948447e-14,2.1203068686332746e-16,3.5375480862652363e-15,2.490393464036562e-07,5.4602596455121956e-11,5.4773604538531985e-08,3.845158984911938e-19,3.4750815831554237e-22,1.6417343033496565e-09,1.631557364583713e-17,6.6090209648628215e-31,2.6385285052752396e-17,0.0009626772526690592,5.460176176941288e-11,4.1600434227236556e-13,9.755378715213411e-14,1.3347113940765401e-27,7.343369778730735e-22,1.9797308484180353e-23,1.4725925460448117e-11,1.8526696028069536e-11,2.382419530342746e-28
3.270931406917298e-08,0.00299236199292705,0.0,0.0,0.0010288204359746103,0.7959643890926211,0.0999996951434034,0.09999999983236485,1.466203689527577e-10,7.829725812449277e-11,3.1090248661536346e-15,5.0567249650220106e-15,5.22830809773723e-18,0.006149035051225681,1.3546934801083262e-14,2.121269638724802e-16,3.559605963025951e-15,2.4867150565495306e-07,5.4521962957717304e-11,5.44895212124321e-08,3.8470861052456257e-19,3.4757702216347164e-22,1.641811643270121e-09,1.6316483199970023e-17,6.643580804246308e-31,2.6504900941812688e-17,0.0009610642025155437,5.452112566466529e-11,4.194208708106781e-13,9.810730557512824e-14,1.3367724896014407e-27,7.3677562543381045e-22,1.984834192537852e-23,1.4914907855735856e-11,1.8612446934973227e-11,2.388499017943009e-28
3.288970810071147e-08,0.00299236199292705,0.0,0.0,0.001027321493004052,0.7959644338679966,0.09999969578417159,0.09999999983159467,1.4774485635980494e-10,7.887642655698644e-11,3.123882514475663e-15,5.11103144764321e-15,5.244000555545311e-18,0.0061521234957239955,1.3537073636842093e-14,2.1222175011630007e-16,3.581687939099355e-15,2.4830912304123285e-07,5.44425258207303e-11,5.421113812866e-08,3.848984440491407e-19,3.4764481662826973e-22,1.6418801241635907e-09,1.631730249226625e-17,6.678102889456641e-31,2.6624892966169644e-17,0.0009594753417548556,5.444168596273604e-11,4.2283903535075535e-13,9.866069456093918e-14,1.3388305711945903e-27,7.392180436448199e-22,1.989890102141167e-23,1.5104754504896893e-11,1.869748721389972e-11,2.3945215505407117e-28
3.307010213224996e-08,0.00299236199292705,0.0,0.0,0.0010258447698353213,0.7959644778551359,0.0999996964140141,0.09999999983082239,1.488704028883512e-10,7.945560056648289e-11,3.138731711310234e-15,5.165582980462778e-15,5.259614183567428e-18,0.006155165907838699,1.352732680257663e-14,2.1231506914977044e-16,3.6037940684958965e-15,2.4795211271918336e-07,5.436426623170738e-11,5.3938316647795774e-08,3.8508544488174927e-19,3.477115599341058e-22,1.6419399660724301e-09,1.6318033746395148e-17,6.712587774699965e-31,2.6745258351396803e-17,0.0009579102826490469,5.436342385041269e-11,4.262587913960809e-13,9.921395508260986e-14,1.3408859190580687e-27,7.416642693749804e-22,1.9948991410250937e-23,1.5295458136644563e-11,1.878182057435035e-11,2.4004877992122443e-28
3.325049616378845e-08,0.00299236199292705,0.0,0.0,0.0010243899176328379,0.7959645210699849,0.09999969703314977,0.09999999983004808,1.499969929795308e-10,8.003477714228182e-11,3.1535726733264584e-15,5.2203794328044896e-15,5.275150477873911e-18,0.006158163017437684,1.3517692824710796e-14,2.124069480970267e-16,3.6259244005144055e-15,2.476003903324498e-07,5.428716570394469e-11,5.36709221044679e-08,3.852696580300211e-19,3.4777726994760352e-22,1.6419913823353898e-09,1.631867911874094e-17,6.747036004892558e-31,2.686599427004319e-17,0.0009563686443846462,5.428632084025884e-11,4.296800952933991e-13,9.976708810894218e-14,1.3429388019355179e-27,7.441143369996587e-22,1.9998618622393615e-23,1.5487011517921052e-11,1.8865450754898532e-11,2.4063984223010407e-28
3.343089019532694e-08,0.00299236199292705,0.0,0.0,0.0010229565935858307,0.7959645635281133,0.09999969764179205,0.0999999998292717,1.5112461129869137e-10,8.061395334754812e-11,3.1684056109933334e-15,5.2754206754164696e-15,5.29061089966659e-18,0.006161115541577775,1.3508170248606124e-14,2.124974090756574e-16,3.6480789795488805e-15,2.472538729820756e-07,5.4211206070038214e-11,5.340882368311847e-08,3.8545112770892655e-19,3.478419641862032e-22,1.6420345798332732e-09,1.6319240700856625e-17,6.7814481111064215e-31,2.6987097848471728e-17,0.0009548500529291389,5.421035876414048e-11,4.331029042132824e-13,1.0032009460425128e-13,1.344989477531856e-27,7.465682785233705e-22,2.0047788083315974e-23,1.5679407454184083e-11,1.8948381521354252e-11,2.412254065707328e-28
3.361128422686543e-08,0.00299236199292705,0.0,0.0,0.00102154446078904,0.7959646052447235,0.09999969824014938,0.09999999982849334,1.5225324273863379e-10,8.119312631708181e-11,3.1832307286936145e-15,5.3307065804055345e-15,5.305996876218548e-18,0.006164024184764179,1.3498757632735114e-14,2.1258647547405574e-16,3.67025784552215e-15,2.469124791976337e-07,5.413636947554465e-11,5.315189429759219e-08,3.856298973569005e-19,3.479056598262918e-22,1.642069759224359e-09,1.631972052181595e-17,6.815824614451171e-31,2.7108566173228516e-17,0.0009533541408909658,5.413551976690356e-11,4.3652717613126546e-13,1.0087297552813366e-13,1.3470381929177683e-27,7.490261236392686e-22,2.009650511587795e-23,1.5872638789675093e-11,1.9030616664991986e-11,2.4180553631722582e-28
3.379167825840392e-08,0.00299236199292705,0.0,0.0,0.0010201531881262101,0.7959646462346606,0.09999969882842513,0.09999999982771303,1.5338287242979774e-10,8.177229325516974e-11,3.1980482247874855e-15,5.3862370211752666e-15,5.321309801787255e-18,0.006166889639203709,1.3489453547206304e-14,2.1267417166616293e-16,3.692461034213694e-15,2.46576128909032e-07,5.4062638372807804e-11,5.2900010474461926e-08,3.8580600965158078e-19,3.4796837371110583e-22,1.6420971151700102e-09,1.63201205504676e-17,6.850166025928837e-31,2.7230396296968634e-17,0.0009518805473829507,5.4061786300199175e-11,4.399528698095282e-13,1.0142573183524884e-13,1.3490851849195241e-27,7.5148789978782005e-22,2.014477494266816e-23,1.6066698407669628e-11,1.911216000084031e-11,2.4238029365564335e-28
3.3972072289942407e-08,0.00299236199292705,0.0,0.0,0.001018782450156279,0.795964686512423,0.0999996994068177,0.09999999982693077,1.5451348573458607e-10,8.235145143351508e-11,3.212858291819157e-15,5.4420118723675024e-15,5.336551038501788e-18,0.006169712585051985,1.3480256579494213e-14,2.1276051903218448e-16,3.714688577285499e-15,2.462447434189715e-07,5.398999551493773e-11,5.265305223998497e-08,3.8597950652516934e-19,3.4803012235841466e-22,1.6421168365509498e-09,1.6320442697596526e-17,6.884472844405801e-31,2.735258524396707e-17,0.0009504289178890481,5.3989141116451774e-11,4.4337994477910603e-13,1.0197836447511355e-13,1.3511306804946385e-27,7.5395363224588905e-22,2.0192602688302518e-23,1.6261579230710542e-11,1.9193015366030525e-11,2.429497396112868e-28
3.4152466321480896e-08,0.00299236199292705,0.0,0.0,0.0010174319270021869,0.7959647260921706,0.09999969997552097,0.09999999982614659,1.5564506823637394e-10,8.293059818924148e-11,3.227661116767433e-15,5.498031009807117e-15,5.351721917224832e-18,0.006172493690654799,1.3471165330112859e-14,2.1284554000532177e-16,3.736940502210002e-15,2.459182453760397e-07,5.3918423949907546e-11,5.241090301058585e-08,3.8615042917943104e-19,3.480909219679938e-22,1.6421291066746435e-09,1.6320688817996598e-17,6.9187455594313755e-31,2.7475130015239453e-17,0.0009489989041343086,5.3917567262966324e-11,4.4680836132260756e-13,1.0253087439190831e-13,1.3531748970938966e-27,7.564233442231649e-22,2.0239993381683753e-23,1.6457274220824722e-11,1.9273186618202364e-11,2.435139340754368e-28
3.4332860353019386e-08,0.00299236199292705,0.0,0.0,0.0010161013042422392,0.7959647649877352,0.09999970053472404,0.09999999982536052,1.5677760573647484e-10,8.350973092296861e-11,3.2424568812211433e-15,5.554294310449894e-15,5.366823738390118e-18,0.006175233612783789,1.3462178413068138e-14,2.1292925709934608e-16,3.759216832299249e-15,2.4559655874842104e-07,5.3847907014798546e-11,5.217344948677348e-08,3.863188181003335e-19,3.48150788428892e-22,1.642134103474197e-09,1.6320860712458767e-17,6.952984650928435e-31,2.7598027593292588e-17,0.0009475901639579712,5.3847048076170683e-11,4.50238080457421e-13,1.0308326252429573e-13,1.3552180430102421e-27,7.588970569438962e-22,2.0286951958214078e-23,1.6653776379723798e-11,1.9352677633964525e-11,2.4407293583154083e-28
3.4513254384557876e-08,0.00299236199292705,0.0,0.0,0.0010147902728039576,0.7959648032126279,0.09999970108461163,0.09999999982457262,1.5791108425138738e-10,8.408884709695636e-11,3.2572457615367127e-15,5.610801652333309e-15,5.3818577728158604e-18,0.006177932996866576,1.345329445890734e-14,2.1301169081920276e-16,3.781517586833305e-15,2.45279608798209e-07,5.377842833018055e-11,5.1940581550404647e-08,3.864847130723451e-19,3.4820973732650096e-22,1.6421319996991228e-09,1.6320960129678264e-17,6.9871905882115835e-31,2.7721274946524098e-17,0.0009462023611896027,5.37775671759898e-11,4.53669063919396e-13,1.0363552980525002e-13,1.3572603177149775e-27,7.613747897160841e-22,2.0333483261957677e-23,1.6851078748989456e-11,1.943149230740857e-11,2.446268025808569e-28
3.4693648416096366e-08,0.00299236199292705,0.0,0.0,0.0010134985288603453,0.7959648407800491,0.09999970162536406,0.09999999982378288,1.5904549001025965e-10,8.466794423331516e-11,3.272027928990899e-15,5.6675529145301014e-15,5.396825262494817e-18,0.006180592477211536,1.3444512111592594e-14,2.1309286247630985e-16,3.803842781186675e-15,2.4496732205630485e-07,5.3709971794606845e-11,5.171219216520308e-08,3.8664815319239426e-19,3.482677839494328e-22,1.64212296309834e-09,1.6320988768084344e-17,7.021363831881431e-31,2.784486903329159e-17,0.0009448351655281955,5.370910846034803e-11,4.571012741469822e-13,1.0418767716189714e-13,1.3593019121817373e-27,7.638565599989507e-22,2.0379592047758722e-23,1.7049174410243837e-11,1.9509634548673978e-11,2.4517559096755844e-28
3.4874042447634855e-08,0.00299236199292705,0.0,0.0,0.001012225773728515,0.7959648777028957,0.09999970215715745,0.09999999982299133,1.6018080945310894e-10,8.524701991227919e-11,3.286803549929474e-15,5.72454797710446e-15,5.411727421361621e-18,0.006183212677227297,1.343583002931077e-14,2.131727931288632e-16,3.826192426893836e-15,2.4465962629788596e-07,5.3642521579244756e-11,5.148817728044128e-08,3.8680917688350197e-19,3.483249432962111e-22,1.6421071565957533e-09,1.6320948277596136e-17,7.0555048334214195e-31,2.7968806805671225e-17,0.0009434882524241435,5.3641656099796576e-11,4.605346742658092e-13,1.047397055153655e-13,1.3613430091986828e-27,7.663423834739522e-22,2.0425282983317214e-23,1.7248056485305522e-11,1.9587108282562924e-11,2.4571935660331397e-28
3.5054436479173345e-08,0.00299236199292705,0.0,0.0,0.001010971713770605,0.7959649139937703,0.09999970268016385,0.09999999982219801,1.613170292252204e-10,8.58260717705404e-11,3.3015727859403187e-15,5.781786721070659e-15,5.426565436037972e-18,0.00618579420963719,1.3427246886369005e-14,2.132515023359936e-16,3.848566531687472e-15,2.4435645051842915e-07,5.357606212262817e-11,5.12684357376939e-08,3.86967821908099e-19,3.4838123008178267e-22,1.6420847384587547e-09,1.6320840261307937e-17,7.089614034754908e-31,2.80930852129244e-17,0.0009421613029640115,5.357519453226227e-11,4.639692280736937e-13,1.0529161578064644e-13,1.3633837836693479e-27,7.688322741153246e-22,2.047056065121988e-23,1.7447718136331685e-11,1.966391744720285e-11,2.462581540913291e-28
3.5234830510711835e-08,0.00299236199292705,0.0,0.0,0.0010097360602969246,0.7959649496649878,0.09999970319455126,0.09999999982140294,1.6245413617307141e-10,8.640509749964045e-11,3.3163357940086848e-15,5.83926902835405e-15,5.441340466556303e-18,0.006188337676688722,1.341876137073057e-14,2.1332901029482164e-16,3.870965099565398e-15,2.4405772491027357e-07,5.3510578125518753e-11,5.105286918057524e-08,3.8712412538103057e-19,3.484366587438553e-22,1.6420558624599522e-09,1.6320666277107e-17,7.123691869746968e-31,2.821770120468927e-17,0.0009408540037580232,5.35097084579143e-11,4.674049000260569e-13,1.0584340886646405e-13,1.36542440290253e-27,7.71326244255444e-22,2.0515429550926335e-23,1.76481525659468e-11,1.9740065992755168e-11,2.4679203704988663e-28
3.5415224542250325e-08,0.00299236199292705,0.0,0.0,0.0010085185294712788,0.7959649847285837,0.09999970370048382,0.09999999982060614,1.63592117343021e-10,8.698409484441894e-11,3.3310927266465193e-15,5.896994781754242e-15,5.456053647062502e-18,0.006190843670358221,1.3410372184894378e-14,2.1340533682678561e-16,3.893388130877264e-15,2.4376338083971033e-07,5.3446054545891496e-11,5.0841381967375005e-08,3.872781237822623e-19,3.484912434490643e-22,1.6420206780324275e-09,1.632042783922686e-17,7.15773876380396e-31,2.834265173391334e-17,0.0009395660468301921,5.3445182834146705e-11,4.708416552217416e-13,1.063950856751543e-13,1.3674650268916578e-27,7.738243046462242e-22,2.0559894100712517e-23,1.784935301735844e-11,1.9815557880168714e-11,2.473210581353564e-28
3.5595618573788814e-08,0.00299236199292705,0.0,0.0,0.001007318842218404,0.7959650191963212,0.09999970419812189,0.09999999981980766,1.6473095997724457e-10,8.756306160151445e-11,3.345843732037447e-15,5.954963864910375e-15,5.470706086498271e-18,0.006193312772550823,1.3402078047194616e-14,2.134805005246589e-16,3.915835622401816e-15,2.4347335082458485e-07,5.33824765940315e-11,5.063388108650775e-08,3.874298529692939e-19,3.4854499809897934e-22,1.6419793304188053e-09,1.632012641973883e-17,7.191755133615749e-31,2.8467933759542825e-17,0.0009382971295110242,5.338160287067261e-11,4.742794593892133e-13,1.0694664710255274e-13,1.369505808583977e-27,7.763264645188672e-22,2.0603958639572122e-23,1.805131277446053e-11,1.9890397079976324e-11,2.4784526906472005e-28
3.5776012605327304e-08,0.00299236199292705,0.0,0.0,0.0010061367241334664,0.7959650530796989,0.09999970468762216,0.09999999981900747,1.658706515102648e-10,8.814199561791797e-11,3.3605889541745843e-15,6.013176162268343e-15,5.48529886926367e-18,0.006195745555295856,1.3393877689717357e-14,2.1355452052488822e-16,3.938307567416137e-15,2.4318756851239587e-07,5.3319829727732986e-11,5.043027607469203e-08,3.8757934818928536e-19,3.4859793633594834e-22,1.6419319608144033e-09,1.6319763449984703e-17,7.2257413884098e-31,2.859354424898402e-17,0.0009370469543327215,5.331895402472771e-11,4.77718278873133e-13,1.0749809403789035e-13,1.3715468941399587e-27,7.788327316423045e-22,2.0647627429076227e-23,1.8254025161924617e-11,1.9964587571133025e-11,2.483647206375816e-28
3.5956406636865794e-08,0.00299236199292705,0.0,0.0,0.0010049719053935693,0.7959650863899568,0.0999997051691377,0.09999999981820566,1.670111795670689e-10,8.872089478957479e-11,3.3753285329834477e-15,6.071631559049876e-15,5.499833055860443e-18,0.006198142580937816,1.3385769859145198e-14,2.1362741555276172e-16,3.9608039557615325e-15,2.4290596865888383e-07,5.325809964761225e-11,5.023047893777727e-08,3.8772664409090987e-19,3.4865007154879233e-22,1.641878706504732e-09,1.6319340321952924e-17,7.259697929582276e-31,2.871948018035088e-17,0.0009358152289268153,5.325722199638046e-11,4.811580806212889e-13,1.0804942736369767e-13,1.3735884231832735e-27,7.813431123800021e-22,2.069090465519132e-23,1.8457483545279387e-11,2.003813333989459e-11,2.4887946275770254e-28
3.6136800668404284e-08,0.00299236199292705,0.0,0.0,0.0010038241206712136,0.7959651191380833,0.09999970564281821,0.09999999981740222,1.6815253195885694e-10,8.929975706003469e-11,3.3900626044571884e-15,6.130329941223391e-15,5.514309683516637e-18,0.006200504402322983,1.3377753317778135e-14,2.1369920324117041e-16,3.983324773910496e-15,2.426284871070897e-07,5.3197272292523257e-11,5.0034404074138524e-08,3.8787177473593334e-19,3.487014168783469e-22,1.6418197009975775e-09,1.63188583896008e-17,7.293625150530042e-31,2.8845738544511946e-17,0.0009346016659241687,5.319639272394553e-11,4.845988321718775e-13,1.0860064795571629e-13,1.375630529041677e-27,7.838576117443504e-22,2.0733794430056585e-23,1.866168133097907e-11,2.011103837873495e-11,2.4938954445404727e-28
3.6317194699942773e-08,0.00299236199292705,0.0,0.0,0.0010026931090496643,0.7959651513348222,0.0999997061088099,0.09999999981659716,1.692946966799555e-10,8.987858041914714e-11,3.404791300779571e-15,6.189271195476447e-15,5.528729766793066e-18,0.006202831562981865,1.3369826841620007e-14,2.137699017298271e-16,4.005870005039737e-15,2.423550607668758e-07,5.313733383506823e-11,4.9841968200561e-08,3.8801477361053433e-19,3.4875198522286246e-22,1.6417550741499185e-09,1.6318318970125202e-17,7.32752343777642e-31,2.897231634694953e-17,0.0009334059828572796,5.3136452379498365e-11,4.880405016411176e-13,1.0915175668281776e-13,1.3776733389791434e-27,7.863762334486022e-22,2.0776300793721666e-23,1.886661196646085e-11,2.0183306685301276e-11,2.4989501390135572e-28
3.649758873148126e-08,0.00299236199292705,0.0,0.0,0.0010015786139401701,0.795965182990679,0.09999970656725575,0.09999999981579052,1.7043766190628583e-10,9.045736290180058e-11,3.41951475043357e-15,6.248455209189813e-15,5.5430942981721505e-18,0.006205124597307512,1.3361989221180049e-14,2.138395287536931e-16,4.028439629100682e-15,2.420856275948963e-07,5.307827067721309e-11,4.965309028053767e-08,3.881556736363664e-19,3.488017892432636e-22,1.6416849522898864e-09,1.631772334518383e-17,7.361393170607871e-31,2.909921060944325e-17,0.0009322279020648245,5.307738736448809e-11,4.914830577111938e-13,1.0970275440692944e-13,1.3797169744195639e-27,7.888989799572603e-22,2.081842771584502e-23,1.9072268940191943e-11,2.0254942261405405e-11,2.503959184402527e-28
3.667798276301975e-08,0.00299236199292705,0.0,0.0,0.0010004803830009979,0.7959652141159265,0.0999997070182955,0.09999999981498234,1.7158141599127028e-10,9.103610258670362e-11,3.434233078324528e-15,6.307881870412954e-15,5.557404248629612e-18,0.006207384030729854,1.3354239262389722e-14,2.1390810100398823e-16,4.0510336228852714e-15,2.4182012657500515e-07,5.3020069445998386e-11,4.946769145490548e-08,3.882945071813726e-19,3.488508413682719e-22,1.6416094583339924e-09,1.631707276206924e-17,7.395234720914306e-31,2.922641837158934e-17,0.0009310671505983817,5.301918430544631e-11,4.949264696185108e-13,1.1025364198296701e-13,1.3817615511623208e-27,7.914258525348883e-22,2.0860179097353275e-23,1.9278645781706452e-11,2.0325949112050422e-11,2.508923045968945e-28
