Time (s),Volume (m^3),Ne,N2,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(52),COX(53),CH3OX(48),CHOX(64),SX(57),CH2O2X(54),CH3X(25)
5.015014370257032e-12,0.000897708597878115,0.0,0.0,0.0023944454427696563,0.799965395910036,0.09999812300844492,0.09999999957691523,5.019106269351599e-19,4.8480624777546665e-24,1.413197853789326e-23,1.1359909523621143e-33,7.249533964745015e-38,2.1680899898749294e-05,1.3277799024256953e-16,7.880187489670866e-19,9.50330081193102e-24,1.876546601306815e-06,4.230846551024783e-10,2.219130436112376e-11,4.495423187888356e-21,9.443345173934335e-24,7.350985483345864e-21,1.8515096485778406e-29,3.335165390049587e-41,4.179022295225873e-35,2.3763628919550752e-05,4.227627212375617e-10,7.548857220825122e-31,3.594436711775816e-19,2.8180063937950596e-46,1.2585921945619847e-29,4.24661517511172e-38
5.051469069444571e-12,0.000897708597878115,0.0,0.0,0.0023941187743823215,0.7999651478251643,0.0999981217130465,0.09999999957697298,5.118940521000505e-19,5.002010249824011e-24,1.4444751595870812e-23,1.2037315429612769e-33,7.754162949318495e-38,2.1835476612041294e-05,1.3435997567230316e-16,7.929830310986667e-19,9.748939796786077e-24,1.8778416294352343e-06,4.230269131702433e-10,2.25549055190804e-11,4.528251094816771e-21,9.516195723688439e-24,7.604739576008333e-21,1.9333149187689157e-29,3.434381248489036e-41,4.4281991751494116e-35,2.3934425252934684e-05,4.227693906270643e-10,7.923495447137714e-31,3.649113926945533e-19,3.0034319637404548e-46,1.2915736730690992e-29,4.467594562419414e-38
5.0879237686321106e-12,0.000897708597878115,0.0,0.0,0.0023937922141137645,0.7999648997887927,0.09999812045615708,0.09999999957703071,5.220115751295627e-19,5.159586948953304e-24,1.4762078889825818e-23,1.2749557127173669e-33,8.289595601145038e-38,2.1990011109134444e-05,1.359515193223282e-16,7.979542044220538e-19,9.999243984753108e-24,1.8790981483137075e-06,4.229691906765432e-10,2.292135922975773e-11,4.561069931942327e-21,9.589007321053599e-24,7.865280482389085e-21,2.0180701895637334e-29,3.5357812533330787e-41,4.6901884640139844e-35,2.4105194192674924e-05,4.2277350264680374e-10,8.313769678142117e-31,3.7041801383900183e-19,3.199503336546222e-46,1.3251474177911714e-29,4.6982676728798733e-38
5.12437846781965e-12,0.000897708597878115,0.0,0.0,0.0023934657609820356,0.7999646518009033,0.0999981192368227,0.0999999995770884,5.322641559147019e-19,5.320848140221665e-24,1.5083992582132602e-23,1.3498142768637203e-33,8.857450362804152e-38,2.2144503409698045e-05,1.3755262821179334e-16,8.0293197925647875e-19,1.0254270895039095e-23,1.8803171117584288e-06,4.2291148743968333e-10,2.3290661141117515e-11,4.593879703617791e-21,9.661779993423176e-24,8.132737289033114e-21,2.1058580144938732e-29,3.6393967464992683e-41,4.965544758268265e-35,2.427593574713866e-05,4.2277515966316705e-10,8.720210306767463e-31,3.75963496350428e-19,3.4067433962019947e-46,1.3593190211558618e-29,4.938981092871867e-38
5.160833167007189e-12,0.000897708597878115,0.0,0.0,0.002393139414028978,0.7999644038614778,0.099998118054113,0.09999999957714609,5.426527427627682e-19,5.4858497694761104e-24,1.541052480793124e-23,1.4284633625179004e-33,9.459417038931638e-38,2.2298953533270554e-05,1.3916330940144752e-16,8.079153158033731e-19,1.0514078364795131e-23,1.8814994499948346e-06,4.228538032823764e-10,2.3662806928562463e-11,4.626680414165746e-21,9.734513768556539e-24,8.407240544636225e-21,2.196762592538982e-29,3.745259279240277e-41,5.254842183106064e-35,2.4446649924623437e-05,4.2277445996854335e-10,9.143361605036278e-31,3.815478025234975e-19,3.62569641732223e-46,1.3940940750697971e-29,5.19009100014816e-38
5.197287866194728e-12,0.000897708597878115,0.0,0.0,0.002392813172319645,0.7999641559704986,0.09999811690712072,0.09999999957720374,5.531782879717183e-19,5.654648162568427e-24,1.5741707690530155e-23,1.5110645531299135e-33,1.0097259343219834e-37,2.2453361499262663e-05,1.407835695955297e-16,8.129052025761925e-19,1.0778724549385096e-23,1.8826460702410669e-06,4.2279613803163155e-10,2.4037792295568183e-11,4.659472067879309e-21,9.807208674543054e-24,8.688922265553064e-21,2.2908697877157635e-29,3.853400611357236e-41,5.558674923313928e-35,2.461733673335882e-05,4.2277149794335173e-10,9.583781980249933e-31,3.871708951942259e-19,3.856928766639792e-46,1.4294781707902584e-29,5.45196335181051e-38
5.233742565382267e-12,0.000897708597878115,0.0,0.0,0.002392487034941721,0.7999639081279478,0.09999811579496103,0.09999999957726138,5.638417522990377e-19,5.827300024604201e-24,1.6077573345856868e-23,1.5977850357034723e-33,1.077281751504182e-37,2.2607727326960285e-05,1.4241341504647382e-16,8.179013623351408e-19,1.104826792088161e-23,1.8837578572769992e-06,4.2273849151865105e-10,2.4415612974267153e-11,4.6922546690228284e-21,9.87986473976899e-24,8.977915941298303e-21,2.388267148747438e-29,3.963852712686329e-41,5.877657764302496e-35,2.4787996181508057e-05,4.227663642116302e-10,1.0042044233940236e-30,3.9283273772639762e-19,4.10102962189333e-46,1.465476898792142e-29,5.724974074447045e-38
5.2701972645698066e-12,0.000897708597878115,0.0,0.0,0.0023921610010049625,0.7999636603338075,0.09999811471677086,0.09999999957731902,5.746440827733413e-19,6.003862439203857e-24,1.6418153860422795e-23,1.6887977508216567e-33,1.148801100702946e-37,2.2762051035527567e-05,1.4405285209424695e-16,8.229027689487154e-19,1.1322767265437108e-23,1.884835673999194e-06,4.226808635787257e-10,2.4796264725986716e-11,4.7250282218325686e-21,9.952481992887212e-24,9.274356540041271e-21,2.4890439288136585e-29,4.0766477615121724e-41,6.212426643436524e-35,2.4958628277169633e-05,4.227591457904381e-10,1.0518735823596455e-30,3.9853329399822186e-19,4.358611708403472e-46,1.5020958486438735e-29,6.009509256439709e-38
5.306651963757346e-12,0.000897708597878115,0.0,0.0,0.002391835069640657,0.7999634125880603,0.09999811367170865,0.09999999957737661,5.855862310680317e-19,6.1843928677755064e-24,1.6763481309674202e-23,1.7842815455084068e-33,1.224484124494935e-37,2.291633264400971e-05,1.457018867157927e-16,8.279103905173333e-19,1.1602281683852235e-23,1.885880361962135e-06,4.2262325405113156e-10,2.517974334174299e-11,4.757792730517372e-21,1.0025060462789311e-23,9.57838051409463e-21,2.593291105380871e-29,4.191818143528007e-41,6.563639211778871e-35,2.5129233028378914e-05,4.2274992623331873e-10,1.1014459127177414e-30,4.042725283892301e-19,4.6303120536355036e-46,1.5393406088897686e-29,6.305965342449476e-38
5.343106662944885e-12,0.000897708597878115,0.0,0.0,0.002391509240001085,0.7999631648906889,0.09999811265895354,0.0999999995774342,5.966691582649018e-19,6.368949148799482e-24,1.7113587762787546e-23,1.8844213289573363e-33,1.30453944612339e-37,2.3070572171335838e-05,1.4736052442708515e-16,8.329239445949343e-19,1.1886870589809623e-23,1.8868927419060704e-06,4.225656627790343e-10,2.5566044642692665e-11,4.790548199259313e-21,1.0097600178580105e-23,9.890125805397261e-21,2.701101400113109e-29,4.3093964539408445e-41,6.931975406363828e-35,2.5299810443109574e-05,4.2273878576805844e-10,1.1529831710417854e-30,4.1005040576741394e-19,4.916792760049476e-46,1.5772167669241324e-29,6.614749330086902e-38
5.379561362132424e-12,0.000897708597878115,0.0,0.0,0.0023911835112590037,0.7999629172416757,0.09999811167770505,0.09999999957749178,6.078938100182409e-19,6.55758949712434e-24,1.7468505257742635e-23,1.989408231159388e-33,1.389184460353838e-37,2.3224769636321664e-05,1.490287708640255e-16,8.3794246528051e-19,1.2176593707180535e-23,1.8878736142718008e-06,4.225080896093929e-10,2.5955164480544296e-11,4.823294632214323e-21,1.0170101169554214e-23,1.0209731850991629e-20,2.8125692988632186e-29,4.429415495496447e-41,7.318138033115369e-35,2.5470360529275137e-05,4.227258014289676e-10,1.2065486596938461e-30,4.158668914766089e-19,5.21874179654187e-46,1.615729908877459e-29,6.936278968775557e-38
5.416016061319963e-12,0.000897708597878115,0.0,0.0,0.0023908578826071407,0.7999626696410036,0.09999811072718244,0.09999999957754932,6.192611374040203e-19,6.750372503274196e-24,1.7828265822354195e-23,2.0994397644610276e-33,1.4786456319710312e-37,2.3378925057672213e-05,1.5070663129173035e-16,8.429668713932406e-19,1.2471511070837474e-23,1.8888237597027372e-06,4.2245053439286244e-10,2.634709873793097e-11,4.8560320335128116e-21,1.0242563465174644e-23,1.0537339588496158e-20,2.9277910717444866e-29,4.5519082772150384e-41,7.722853360526513e-35,2.5640883294730424e-05,4.227110471839033e-10,1.262207254116875e-30,4.2172195132412096e-19,5.5368738087855885e-46,1.6548856195085232e-29,7.270982960815885e-38
5.4524707605075026e-12,0.000897708597878115,0.0,0.0,0.0023905323532576977,0.7999624220886555,0.09999810980662434,0.09999999957760686,6.307721011852561e-19,6.947357132767215e-24,1.8192901478615434e-23,2.2147199880847784e-33,1.5731588020572933e-37,2.353303845398441e-05,1.5239411052184817e-16,8.479968621744862e-19,1.277168302456928e-23,1.889743939534541e-06,4.2239299698370673e-10,2.6741843328745932e-11,4.8887604072602664e-21,1.031498709505309e-23,1.0873091461572756e-20,3.046864793282709e-29,4.676908017118546e-41,8.146871724216382e-35,2.581137874727296e-05,4.2269459405624184e-10,1.3200254304092208e-30,4.2761555156859954e-19,5.8719309487776366e-46,1.69468948208488e-29,7.619301164657063e-38
5.488925459695042e-12,0.000897708597878115,0.0,0.0,0.0023902069224418744,0.7999621745846145,0.09999810891528813,0.09999999957766438,6.424276456092658e-19,7.148602725445045e-24,1.856244421612334e-23,2.3354596756440664e-33,1.6729695021939852e-37,2.3687109843749587e-05,1.540912135024548e-16,8.530315692195481e-19,1.3077170218439613e-23,1.8906348962726551e-06,4.2233547723970795e-10,2.7139394198442834e-11,4.9214797575378424e-21,1.0387372088931975e-23,1.1217131425389655e-20,3.169890362648663e-29,4.804448139827006e-41,8.590968142482108e-35,2.5981846894644325e-05,4.226765102420018e-10,1.3800712931823021e-30,4.3354765890815564e-19,6.2246837239067335e-46,1.7351470782789446e-29,7.981684800384407e-38
5.525380158882581e-12,0.000897708597878115,0.0,0.0,0.0023898815894093915,0.7999619271288636,0.09999810805244964,0.09999999957772189,6.542287212123259e-19,7.354168994813078e-24,1.8936926015313848e-23,2.4618764856844193e-33,1.778333276729273e-37,2.384113924535602e-05,1.5579794480256972e-16,8.580718371360554e-19,1.338803360976567e-23,1.8914973540580242e-06,4.2227797502207744e-10,2.753974732430209e-11,4.954190088402928e-21,1.045971847666795e-23,1.156960495208014e-20,3.2969695239710046e-29,4.934562275154909e-41,9.055942942963067e-35,2.615228774453152e-05,4.2265686122230994e-10,1.4424146037023657e-30,4.395182404687248e-19,6.5959318658561046e-46,1.7762639880688326e-29,8.358596657429909e-38
5.56183485807012e-12,0.000897708597878115,0.0,0.0,0.0023895563534280396,0.7999616797213861,0.09999810721740258,0.09999999957777936,6.6617628776635945e-19,7.564116027391336e-24,1.9316378850504753e-23,2.594195135283179e-33,1.8895160132568765e-37,2.399512667709128e-05,1.5751430856136697e-16,8.631173410426016e-19,1.3704334460703536e-23,1.8923320191212918e-06,4.2222049019537373e-10,2.7942898715664926e-11,4.9868914038897095e-21,1.0532026288216821e-23,1.1930659036197173e-20,3.4282058867296064e-29,5.067284261384912e-41,9.542622400535328e-35,2.632270130456831e-05,4.2263570987139577e-10,1.5071268083172666e-30,4.455272637926755e-19,6.986505219659722e-46,1.8180457896249545e-29,8.750511304513426e-38
5.598289557257659e-12,0.000897708597878115,0.0,0.0,0.0023892312137832267,0.7999614323621653,0.09999810640945812,0.09999999957783683,6.782712881476529e-19,7.778504282075791e-24,1.9700834663119083e-23,2.7326475767400088e-33,2.006794281451982e-37,2.4149072157144624e-05,1.5924030905468672e-16,8.68167334822525e-19,1.4026134335774774e-23,1.8931395802257736e-06,4.2216302262741925e-10,2.8348844414136403e-11,5.01958370800971e-21,1.060429555361975e-23,1.2300442200164084e-20,3.563704946229316e-29,5.202648142411904e-41,1.005185938655458e-34,2.649308758233642e-05,4.226131165602924e-10,1.5742810671691962e-30,4.515746968276594e-19,7.397264653233028e-46,1.8604980592155376e-29,9.157915301822043e-38
5.6347442564451986e-12,0.000897708597878115,0.0,0.0,0.002388906169777548,0.7999611850511847,0.09999810562794449,0.09999999957789428,6.90514672378548e-19,7.997394589509971e-24,2.0090325386426758e-23,2.8774731773905712e-33,2.1304556804120347e-37,2.430297570360927e-05,1.6097595017274407e-16,8.732225690552829e-19,1.435349510289355e-23,1.8939207090994656e-06,4.221055721892173e-10,2.8757580493759073e-11,5.05226700475232e-21,1.0676526302990643e-23,1.2679104499721867e-20,3.7035741041541617e-29,5.34068816633687e-41,1.0584534029566272e-34,2.666344658536687e-05,4.2258913925641305e-10,1.6439522831942843e-30,4.5766050791570535e-19,7.829102987701985e-46,1.9036263711150407e-29,9.581307415435141e-38
5.671198955632738e-12,0.000897708597878115,0.0,0.0,0.002388581220730357,0.7999609377884279,0.09999810487220653,0.09999999957795172,7.029073985943467e-19,8.220848151466686e-24,2.048488294657629e-23,3.028918902575907e-33,2.260799194651676e-37,2.445683733448464e-05,1.627212354126371e-16,8.782826967960223e-19,1.4686478930645888e-23,1.8946760608563724e-06,4.2204813875487676e-10,2.916910306115828e-11,5.084941298085317e-21,1.0748718566504622e-23,1.3066797529372989e-20,3.8479226892020137e-29,5.481438789143898e-41,1.1141554387602094e-34,2.6833778321141134e-05,4.225638336191706e-10,1.7162171314100097e-30,4.637846657825528e-19,8.282945948857274e-46,1.947436297496809e-29,1.002119883400272e-37
5.707653654820277e-12,0.000897708597878115,0.0,0.0,0.0023882563659773505,0.7999606905738782,0.09999810414160525,0.09999999957800912,7.154504083917475e-19,8.448926540239643e-24,2.0884539237075557e-23,3.187239501800118e-33,2.3981355589025966e-37,2.4610657067678566e-05,1.6447616839324393e-16,8.833471054813851e-19,1.5025148286081604e-23,1.8954062744074148e-06,4.2199072220153346e-10,2.958340825566063e-11,5.117606591955364e-21,1.0820872374387502e-23,1.3463674427821915e-20,3.9968619777997036e-29,5.624934671400663e-41,1.1723857132182399e-34,2.7004082797092344e-05,4.2253725309179234e-10,1.7911540884913406e-30,4.699471395272256e-19,8.759753140063345e-46,1.9919334083474964e-29,1.047811338768442e-37
5.744108354007816e-12,0.000897708597878115,0.0,0.0,0.0023879316048701703,0.7999604434075194,0.09999810343551752,0.09999999957806652,7.281446512296304e-19,8.681691698044856e-24,2.1289326144155253e-23,3.352697698109113e-33,2.5427876318706393e-37,2.4764434921009355e-05,1.6624075234540829e-16,8.884164380951902e-19,1.536956593566083e-23,1.8961119728611724e-06,4.219333224092746e-10,3.000049224938692e-11,5.150262890288512e-21,1.089298775690618e-23,1.386988988341279e-20,4.150505214898607e-29,5.771210677009749e-41,1.2332408244144494e-34,2.717436002060644e-05,4.225094489894866e-10,1.86884346263654e-30,4.761478986118398e-19,9.260519036955026e-46,2.0371232713819036e-29,1.0952587769356831e-37
5.780563053195355e-12,0.000897708597878115,0.0,0.0,0.0023876069367760014,0.7999601962893355,0.0999981027533356,0.0999999995781239,7.409910830469514e-19,8.919205936431635e-24,2.169927554536202e-23,3.5255643807232475e-33,2.6950907791040205e-37,2.4918170912207934e-05,1.6801499015196297e-16,8.934903341977079e-19,1.5719794942292162e-23,1.896793763914718e-06,4.2187593926106767e-10,3.04203512473204e-11,5.1829101969906694e-21,1.096506474435986e-23,1.42856001395642e-20,4.3089676348507296e-29,5.920301877088912e-41,1.296820372141722e-34,2.734460999902332e-05,4.2248047058410087e-10,1.9493674237235514e-30,4.823869128516481e-19,9.786274004257267e-46,2.0830114519419004e-29,1.144517175809654e-37
5.8170177523828946e-12,0.000897708597878115,0.0,0.0,0.0023872823610771943,0.7999599492193102,0.09999810209446675,0.09999999957818127,7.539906442839169e-19,9.161531935702958e-24,2.2114419286575375e-23,3.706118800956852e-33,2.855393265128081e-37,2.507186505891984e-05,1.6979888479024627e-16,8.985683134560474e-19,1.6075898663449997e-23,1.897452240234781e-06,4.218185726426886e-10,3.0842981487351884e-11,5.21554851594807e-21,1.1037103367072063e-23,1.4710963000201123e-20,4.4723664823652683e-29,6.072243546282721e-41,1.3632270298862663e-34,2.75148327396379e-05,4.2245036518541677e-10,2.0328100337579034e-30,4.886641524053159e-19,1.033808533506659e-45,2.1296035129190482e-29,1.1956428444946404e-37
5.853472451570434e-12,0.000897708597878115,0.0,0.0,0.0023869578771708875,0.7999597021974275,0.09999810145833293,0.09999999957823863,7.6714428368832885e-19,9.408732744345107e-24,2.2534789207001032e-23,3.894648771457693e-33,3.0240566550035495e-37,2.5225517378707198e-05,1.7159243885340406e-16,9.036509047050059e-19,1.6437940751915082e-23,1.8980879798294898e-06,4.2176122244265107e-10,3.12683792403027e-11,5.248177851027736e-21,1.1109103655383364e-23,1.5146137835184568e-20,4.6408210335456874e-29,6.22707116182456e-41,1.432566618030612e-34,2.7685028249701217e-05,4.2241917821920933e-10,2.119257277613044e-30,4.94979587765425e-19,1.0917058312935586e-45,2.1769050146748176e-29,1.2486934460972625e-37
5.889927150757973e-12,0.000897708597878115,0.0,0.0,0.0023866334844686375,0.7999594552236716,0.09999810084437041,0.09999999957829594,7.80452954570217e-19,9.660871778466392e-24,2.296041713526043e-23,4.091450868799605e-33,3.201456225466855e-37,2.537912788905063e-05,1.7339565463467959e-16,9.087377464937466e-19,1.680598515266708e-23,1.898701546410915e-06,4.217038885521405e-10,3.169654080992637e-11,5.280798206077919e-21,1.1181065639644745e-23,1.5591285585738594e-20,4.814452617007313e-29,6.384820407389249e-41,1.5049481782876072e-34,2.7855196536421476e-05,4.223869533022055e-10,2.2087970940640434e-30,5.013331897492064e-19,1.1524337297105007e-45,2.22492151494609e-29,1.303728020761994e-37
5.926381849945512e-12,0.000897708597878115,0.0,0.0,0.002386309182396071,0.7999592082980264,0.09999810025202938,0.09999999957835326,7.939175963355402e-19,9.918012821244734e-24,2.3391334869886784e-23,4.2968306394615685e-33,3.3879813858126113e-37,2.5532696607351164e-05,1.7520853448598635e-16,9.138284792865938e-19,1.7180096101342538e-23,1.8992934897486488e-06,4.2164657086494767e-10,3.212746253289046e-11,5.3134095849285265e-21,1.125298935021158e-23,1.604656876987511e-20,4.993384635075455e-29,6.545527169119168e-41,1.580484049377614e-34,2.802533760696505e-05,4.2235373231405804e-10,2.3015194071155724e-30,5.077249294894927e-19,1.216110683123077e-45,2.273658568775143e-29,1.3608070089372604e-37
5.962836549133051e-12,0.000897708597878115,0.0,0.0,0.00238598497039253,0.7999589614204763,0.09999809968077362,0.09999999957841056,8.075391567800885e-19,1.0180220022384008e-23,2.382757420296411e-23,4.5111028092266844e-33,3.5840361086799406e-37,2.568622355093203e-05,1.7703108038620664e-16,9.189235183143349e-19,1.75603381246695e-23,1.899864346014636e-06,4.215892692774026e-10,3.2561140778739075e-11,5.346011991391559e-21,1.132487481743816e-23,1.651215148781652e-20,5.177742585064067e-29,6.709227535111794e-41,1.6592899439611566e-34,2.8195451468457498e-05,4.223195554664618e-10,2.3975161576250962e-30,5.141547784258957e-19,1.2828592775956249e-45,2.323121728434417e-29,1.4199922748728458e-37
5.999291248320591e-12,0.000897708597878115,0.0,0.0,0.002385660847910736,0.7999587145910056,0.09999809913008018,0.09999999957846785,8.213185862999229e-19,1.0447557897578973e-23,2.4269166914002022e-23,4.734591496034561e-33,3.790039370905913e-37,2.5839708737040455e-05,1.7886329406047454e-16,9.240225145536146e-19,1.794677603732514e-23,1.9004146381194837e-06,4.2153198368831457e-10,3.29975719498375e-11,5.378605429261511e-21,1.1396722071672714e-23,1.6988199427416306e-20,5.367654080634948e-29,6.875957799015399e-41,1.7414850268392998e-34,2.8365538127984512e-05,4.222844613695175e-10,2.4968813352221924e-30,5.206227082961958e-19,1.3528063465683143e-45,2.3733165433389002e-29,1.4813471303493696e-37
6.03574594750813e-12,0.000897708597878115,0.0,0.0,0.0023853368144164592,0.7999584678095986,0.09999809859943908,0.09999999957852512,8.352568233545652e-19,1.0720091327988568e-23,2.4716144754429428e-23,4.967630426320795e-33,4.006425604610958e-37,2.5993152182849425e-05,1.807051772525537e-16,9.291252110833697e-19,1.8339474940705262e-23,1.9009448760404435e-06,4.2147471399890886e-10,3.343675248129936e-11,5.411189902315771e-21,1.1468531143252926e-23,1.7474879869577515e-20,5.563248873237542e-29,7.045754455914968e-41,1.8271919944341029e-34,2.8535597592592883e-05,4.222484870954594e-10,2.599711010524916e-30,5.271286911279511e-19,1.4260830889897323e-45,2.4242485599825403e-29,1.544936358640565e-37
6.072200646695669e-12,0.000897708597878115,0.0,0.0,0.0023850128693881953,0.7999582210762395,0.09999809808835285,0.09999999957858238,8.493548144793623e-19,1.0997885559717476e-23,2.5168539469025262e-23,5.210563154877283e-33,4.233645158682672e-37,2.6146553905459362e-05,1.8255673135146215e-16,9.342319164461873e-19,1.8738500222991095e-23,1.9014555571412906e-06,4.2141746011276735e-10,3.3878678840897784e-11,5.44376541431503e-21,1.154030206250183e-23,1.797236169366952e-20,5.764658873629241e-29,7.218654202299897e-41,1.9165371555615041e-34,2.870562986929143e-05,4.2221166823984685e-10,2.7061033676541378e-30,5.336726992303111e-19,1.5028251899408836e-45,2.4759233218669774e-29,1.6108262387091175e-37
6.108655345883208e-12,0.000897708597878115,0.0,0.0,0.0023846890123168474,0.7999579743909132,0.09999809759633647,0.0999999995786396,8.636135070156239e-19,1.1281006203305755e-23,2.562638278814049e-23,5.4637432882672655e-33,4.472164770826095e-37,2.629991392189975e-05,1.8441795753290935e-16,9.393423058740015e-19,1.9143917556079685e-23,1.9019471664842853e-06,4.2136022193577063e-10,3.4323347528960796e-11,5.476331969003646e-21,1.1612034859724143e-23,1.8480815382942824e-20,5.972018173476333e-29,7.394693939206799e-41,2.0096505135090627e-34,2.8875634965051865e-05,4.221740389803238e-10,2.8161587370467693e-30,5.40254705186042e-19,1.583172943786842e-45,2.5283463694210275e-29,1.6790845696367965e-37
6.1451100450707474e-12,0.000897708597878115,0.0,0.0,0.002384365242705429,0.7999577277536043,0.09999809712291682,0.09999999957869682,8.780338385036307e-19,1.156951923322639e-23,2.6089706416272434e-23,5.7275347118290885e-33,4.722468050350074e-37,2.6453232249130818e-05,1.8628885695118673e-16,9.444562036666238e-19,1.9555792894601653e-23,1.9024201771344225e-06,4.2130299937604123e-10,3.477075507825231e-11,5.5088895701100195e-21,1.1683729565202916e-23,1.9000413029942155e-20,6.185463067035489e-29,7.573910768134725e-41,2.1066658494309973e-34,2.90456128868097e-05,4.221356321330397e-10,2.929979628568794e-30,5.468746818437539e-19,1.6672713798925918e-45,2.581523239942515e-29,1.7497806952896329e-37
6.181564744258287e-12,0.000897708597878115,0.0,0.0,0.0023840415600687526,0.7999574811642969,0.09999809666763251,0.09999999957875402,8.9261675388027e-19,1.1863490987390613e-23,2.6558542050663634e-23,6.0023118203027866e-33,4.985055971860989e-37,2.660650890404504e-05,1.881694304299182e-16,9.495738235290028e-19,1.9974192475601642e-23,1.9028750504561551e-06,4.2124579234388723e-10,3.5220898053839173e-11,5.541438221346971e-21,1.175538620919655e-23,1.9531328341917898e-20,6.405132072915847e-29,7.756341991479723e-41,2.2077208070730307e-34,2.921556364146512e-05,4.220964792068295e-10,3.047670764929022e-30,5.535326023103271e-19,1.7552703909398725e-45,2.635459467530701e-29,1.8229855292188795e-37
6.218019443445826e-12,0.000897708597878115,0.0,0.0,0.002383717963933147,0.7999572346229764,0.09999809623003356,0.09999999957881121,9.073631974125625e-19,1.2162988166660819e-23,2.703292137258082e-23,6.288459752113726e-33,5.260447380036699e-37,2.6759743903468728e-05,1.9005967861196966e-16,9.546948734716718e-19,2.0399182815630367e-23,1.9033122364027794e-06,4.211886007517501e-10,3.5673773052945096e-11,5.5739779264120744e-21,1.1827004821936088e-23,2.0073736646235876e-20,6.63116595592172e-29,7.94202511508738e-41,2.3129569788395695e-34,2.9385487235883764e-05,4.2205661045523527e-10,3.169339115394482e-30,5.602284399435363e-19,1.8473248638821742e-45,2.690160583012844e-29,1.8987715797984997e-37
6.254474142633365e-12,0.000897708597878115,0.0,0.0,0.0023833944538361683,0.7999569881296271,0.0999980958096811,0.09999999957886839,9.222741056749476e-19,1.2468077834370938e-23,2.7512876039676797e-23,6.586374627347606e-33,5.549179505655208e-37,2.691293726416349e-05,1.9195960208220912e-16,9.598192375237348e-19,2.083083070992801e-23,1.9037321737986604e-06,4.2113142451415005e-10,3.6129376704792304e-11,5.606508688988026e-21,1.1898585433622776e-23,2.0627814895785436e-20,6.863707748975856e-29,8.130997844367058e-41,2.422519993215788e-34,2.9555383676897583e-05,4.2201605492646236e-10,3.2950939298083734e-30,5.669621683448671e-19,1.943594813575321e-45,2.745632113890542e-29,1.9772129755999287e-37
6.290928841820904e-12,0.000897708597878115,0.0,0.0,0.0023830710293263253,0.7999567416842343,0.09999809540614718,0.09999999957892555,9.373504216771257e-19,1.2778827415854088e-23,2.799843770142018e-23,6.896463789451318e-33,5.851808493054167e-37,2.7066089002827702e-05,1.9386920112263489e-16,9.64947049481368e-19,2.126920323173965e-23,1.9041352906144818e-06,4.2107426354763566e-10,3.6587705670431495e-11,5.63903051274296e-21,1.1970128074425911e-23,2.1193741674386146e-20,7.102902775123326e-29,8.323298085119465e-41,2.5365596035572547e-34,2.9725252971305634e-05,4.219748405113467e-10,3.425046772911482e-30,5.737337613525217e-19,2.0442455191213656e-45,2.801879584275771e-29,2.058385491004837e-37
6.3273835410084434e-12,0.000897708597878115,0.0,0.0,0.002382747689962804,0.7999564952867827,0.09999809501901434,0.0999999995789827,9.525930866781184e-19,1.3095304697977393e-23,2.848963799015578e-23,7.219146050694149e-33,6.168909939198959e-37,2.7219199136097946e-05,1.9578847585854878e-16,9.70078054672905e-19,2.1714367729628886e-23,1.9045220042356843e-06,4.210171177707335e-10,3.704875664256081e-11,5.671543401330788e-21,1.2041632774480889e-23,2.177169720219283e-20,7.348898669616017e-29,8.518963945432819e-41,2.6552297782597364e-34,2.989509512587484e-05,4.219329939894151e-10,3.559311558967975e-30,5.805431930346089e-19,2.1494476629638622e-45,2.8589085148243113e-29,2.1423665720566584e-37
6.363838240195983e-12,0.000897708597878115,0.0,0.0,0.002382424435315209,0.7999562489372569,0.09999809464787554,0.09999999957903984,9.680030361676923e-19,1.341757782868379e-23,2.898650851669232e-23,7.554851941424093e-33,6.501079444538762e-37,2.7372267680550348e-05,1.9771742632652933e-16,9.75212177565959e-19,2.2166391826740978e-23,1.904892721724266e-06,4.2095998710389925e-10,3.751252634533455e-11,5.704047358391523e-21,1.2113099563887458e-23,2.2361863341099113e-20,7.601845402077693e-29,8.718033732142352e-41,2.7786887923219e-34,3.006491014734074e-05,4.2189054107311325e-10,3.698004586696503e-30,5.873904376825186e-19,2.2593774727728462e-45,2.9167244226857996e-29,2.229235362551594e-37
6.400292939383522e-12,0.000897708597878115,0.0,0.0,0.0023821012649633024,0.7999560026356426,0.09999809429233374,0.09999999957909696,9.835812109400224e-19,1.3745715316540667e-23,2.9489080882515955e-23,7.904023963153957e-33,6.84893317583161e-37,2.7525294652702e-05,1.996560522894945e-16,9.803494881391993e-19,2.2625343419804595e-23,1.9052478400741096e-06,4.2090287146947015e-10,3.797901153416206e-11,5.736542387551582e-21,1.2184528472708207e-23,2.2964423600139538e-20,7.861895298749683e-29,8.920545951935076e-41,2.907099320313638e-34,3.0234698042408244e-05,4.218475064502751e-10,3.841244574507483e-30,5.942754698044716e-19,2.3742168661581787e-45,2.975332821443432e-29,2.3190727303698593e-37
