Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(262),SX(259),SX(436),C2HOX(464),C2H6O(236),SX(357),OCCO(227)
4.436434059150634e-09,0.0027149456784039327,0.1557,0.0,0.004812486765984409,0.6421312330866886,0.19905468290213665,-7.268369732525078e-20,1.0078424215603106e-20,2.883471026703905e-15,-1.4281949814175047e-25,1.5407417695503908e-15,2.2066099314973304e-21,0.00012702880049223966,8.16634822404791e-17,1.3305319322712794e-24,2.9789752574381756e-22,0.0028453170065631302,1.435033531126884e-19,9.106214886139135e-11,7.440391577355307e-33,2.0570581945686795e-27,2.333823813422438e-13,1.0767310678086456e-19,3.4189837310593674e-42,5.641887081641643e-17,0.00020525246730006323,-3.7249373139581078e-31,1.0198443707617376e-17,-6.097710847573828e-24,3.6813500209130083e-19,8.156560470374233e-17,1.9753804759870008e-35,4.262867861420478e-33,-2.754098312208287e-19,1.5326424466785677e-27,8.799062988402305e-20,4.757499314003673e-21,3.632201630258534e-20,1.0285554114559064e-21,-4.3576903893535705e-28,-1.6578914188480752e-24,1.2363279041479335e-32,2.020521811897033e-23,-1.0111736324517223e-21,7.159285275698403e-32,-1.4154759933008921e-33,6.788129601487336e-34
4.4524039319327505e-09,0.0027149456784039327,0.1557,0.0,0.004808911913426369,0.6421306917191246,0.19905160107456177,-7.08548496556013e-20,1.0139674079014047e-20,2.9067710179124763e-15,-1.3762611651330186e-25,1.5546312616842872e-15,2.1124164217343205e-21,0.0001269321157701054,8.240682956538096e-17,1.348672309730669e-24,3.018290249255523e-22,0.0028483988337000277,1.4372947043401151e-19,9.149828960684448e-11,7.499157183970204e-33,2.065853083177434e-27,2.3525705970108003e-13,1.083453526777067e-19,-1.5922245626777227e-42,5.692429818348107e-17,0.0002058421770052161,-3.6291660289119424e-31,1.0297001143886679e-17,1.1343748848559732e-23,3.7287727170050043e-19,8.189633535771193e-17,5.655086589125825e-35,4.254808297814858e-33,1.4313958791205814e-19,-6.757719586712546e-28,7.943063863926355e-20,4.81161079412654e-21,3.646926327258495e-20,-6.85093691723713e-23,3.691455441077267e-29,3.64488037782211e-24,1.2338935530384341e-32,-1.5260374758386645e-23,-9.82646838268808e-22,6.971896891987186e-32,6.3395356896080364e-34,6.948754256027804e-34
4.468373804714867e-09,0.0027149456784039327,0.1557,0.0,0.00480536036774477,0.6421301505904761,0.1990485426287762,-6.092871264146928e-20,1.02017224773885e-20,2.930164707510916e-15,-1.3237827095478177e-25,1.5685971294972872e-15,1.527545340200217e-21,0.0001268360587054718,8.315432383792381e-17,1.3669815309205927e-24,3.0580089650980513e-22,0.002851457279047347,1.3546940751983623e-19,9.1934587141595e-11,7.003372122944716e-33,2.0967809292153624e-27,2.3713914248827517e-13,1.090197086223468e-19,-8.157583203688512e-44,5.743246802026854e-17,0.00020643133396600972,-3.5321396558503993e-31,1.0396088944355359e-17,-2.282646168331389e-24,3.7764712770469106e-19,8.255638380447787e-17,-1.4487995334937832e-35,4.273479713508344e-33,2.2289377932029715e-19,4.945633791508569e-28,8.40573115274628e-20,4.833304796692408e-21,3.6644534627451685e-20,-2.6787572906041607e-22,2.247541973328759e-28,-1.7963765151049166e-24,1.2392335521819418e-32,2.7325111113296697e-24,-9.578466531196824e-22,7.093180109731015e-32,7.85390243335915e-34,7.1124917590189334e-34
4.484343677496984e-09,0.0027149456784039327,0.1557,0.0,0.004801831964026742,0.6421296096998537,0.1990455073985581,-5.743840996916448e-20,1.0264575747109432e-20,2.9536520830036804e-15,-1.2706809425576217e-25,1.5826395850272736e-15,1.3278596876145073e-21,0.00012674062490096116,8.390597665578164e-17,1.3854775961126423e-24,3.098118075589436e-22,0.0028544925088270327,1.3252616053511885e-19,9.237103943700193e-11,6.87508762976128e-33,2.1430185036159207e-27,2.3902862760807306e-13,1.0969617637845261e-19,4.457291994032805e-43,5.794338771433996e-17,0.0002070199412705846,-3.433887082538925e-31,1.0495707545419704e-17,6.308882131609452e-25,3.824538188940421e-19,8.352724397835704e-17,-3.0757882347384177e-35,4.2785352580534826e-33,-9.473944488830414e-21,4.828075441640479e-28,9.299405269354593e-20,4.844348033310631e-21,3.6829164666001465e-20,2.6461648214494784e-22,-7.224536366587407e-29,3.013494491851855e-25,1.2406137651122705e-32,3.084225705446617e-24,-9.420990396992256e-22,7.284823850311598e-32,-4.275891770336399e-34,7.279388938398311e-34
4.500313550279101e-09,0.0027149456784039327,0.1557,0.0,0.004798326538534294,0.6421290690463739,0.19904249521886952,-6.084424470883822e-20,1.0328241126503113e-20,2.9772331321216342e-15,-1.2166683541113644e-25,1.5967588409989481e-15,1.546056769073101e-21,0.0001266458099900744,8.466179964913438e-17,1.4041554512936331e-24,3.1386144999737177e-22,0.0028575046880770826,1.3697751844944172e-19,9.280764449011806e-11,7.099343626727556e-33,2.175913324246743e-27,2.4092551296566184e-13,1.103747609804998e-19,-4.2781240521772954e-43,5.845706467565167e-17,0.00020760800198535705,-3.334360076628512e-31,1.059585738107302e-17,6.272940366800576e-26,3.873119779949628e-19,8.436240388548851e-17,1.364022831859179e-35,4.2685315383906706e-33,-9.383473927466564e-20,1.0978164417779683e-28,9.428316632459084e-20,4.876896537152073e-21,3.6995314003022417e-20,-1.220849102792043e-22,-9.69820126870038e-29,4.087000163787401e-25,1.2376142570941792e-32,-3.4902300598447846e-24,-9.46507685053797e-22,7.255881161798456e-32,-2.773903852723873e-34,7.4494931199045184e-34
4.516283423061218e-09,0.0027149456784039327,0.1557,0.0,0.004794843928695908,0.6421285286291605,0.19903950592584788,-6.392678824925199e-20,1.0392726765236078e-20,3.0009078428214996e-15,-1.161786389882082e-25,1.6109551107546868e-15,1.7437089927057616e-21,0.0001265516096369724,8.542180447729311e-17,1.4230152561548578e-24,3.1795051901934755e-22,0.002860493980660055,1.4062974275706947e-19,9.324440032311788e-11,7.287255115874021e-33,2.200405171114462e-27,2.42829796474641e-13,1.1105546480966237e-19,1.2357580890601252e-43,5.8973506334899e-17,0.00020819551915517395,-3.233523718398933e-31,1.0696538882936591e-17,-1.116152006864266e-24,3.922201411998241e-19,8.499156658252458e-17,1.9723477361907545e-35,4.268100133521373e-33,3.67432210718114e-20,4.551904356001613e-28,9.029878164380146e-20,4.896667721949234e-21,3.717247758612654e-20,-5.2129496617841024e-24,6.342948476126734e-29,-5.370137835936857e-25,1.2373986606666625e-32,1.827998630915026e-24,-9.644677341217757e-22,7.169561917713742e-32,4.1087272913075055e-34,7.622852130116434e-34
4.532253295843335e-09,0.0027149456784039327,0.1557,0.0,0.004791383973098053,0.642127988447342,0.19903653935679752,-6.330057777753026e-20,1.0458040785681768e-20,3.024676203285222e-15,-1.1061986172794265e-25,1.625228608279825e-15,1.718554296260411e-21,0.0001264580195362489,8.618600283231092e-17,1.4420589966335619e-24,3.2207959262463213e-22,0.0028634605492715115,1.4085749794565622e-19,9.368130498247813e-11,7.29868261039079e-33,2.2340088553355e-27,2.4474147607122527e-13,1.1173829238586844e-19,-7.71228844064064e-45,5.949272014626112e-17,0.00020878249580346674,-3.13138900674405e-31,1.0797752480290647e-17,1.766964712461692e-24,3.9716873984349913e-19,8.567797017058335e-17,-7.911020555747418e-36,4.27610895148837e-33,1.109632886718995e-19,3.1422817592818305e-28,8.98475843346428e-20,4.91794303948333e-21,3.734841838665484e-20,6.203850374886138e-23,3.717491133385408e-29,2.859136770439086e-25,1.239637495288665e-32,1.1674785271136387e-25,-9.625235629910217e-22,7.216478503951092e-32,1.8231175950520027e-34,7.799514299496659e-34
4.548223168625452e-09,0.0027149456784039327,0.1557,0.0,0.004787946511476801,0.6421274485000543,0.1990335953501816,-6.135250461258078e-20,1.0524190905562847e-20,3.048538201919275e-15,-1.0498613852307228e-25,1.6395795481643783e-15,1.61426883040454e-21,0.00012636503541270836,8.695440643789476e-17,1.4612880983346714e-24,3.2624870728403705e-22,0.0028664045554484077,1.400293611328617e-19,9.411835653857646e-11,7.242700862227859e-33,2.2730975057322826e-27,2.466605497163993e-13,1.1242324643873972e-19,-1.0664819792034057e-43,6.001471358628942e-17,0.00020936893493240358,-3.0279523956586727e-31,1.0899498600105546e-17,3.3355077850548097e-25,4.0215654608869376e-19,8.65085563819097e-17,-9.006338967617652e-36,4.277526092339191e-33,4.1002054349057784e-20,2.787809825614374e-28,9.381822930257268e-20,4.9437709932050684e-21,3.752053893220582e-20,-4.8988165805841616e-23,-3.8958598382631485e-29,1.814449161915204e-26,1.2399588767863633e-32,-9.583032048825643e-25,-9.52610699420333e-22,7.29668717280437e-32,-1.81689676362234e-34,7.979528465440626e-34
4.564193041407569e-09,0.0027149456784039327,0.1557,0.0,0.004784531384709613,0.642126908786439,0.19903067374561348,-6.069166312294369e-20,1.059118471984613e-20,3.072493827353894e-15,-9.926607727614452e-26,1.6540081456435004e-15,1.5868724852471991e-21,0.00012627265302116007,8.772702705066502e-17,1.480703436905577e-24,3.304577452858064e-22,0.0028693261595773944,1.40238766943885e-19,9.45555530856014e-11,7.253500716281763e-33,2.3069178420078294e-27,2.485870153890956e-13,1.1311033122521853e-19,4.848508650712378e-44,6.053949415456558e-17,0.000209954839523041,-2.923182165483549e-31,1.1001777667065701e-17,-5.089007969099806e-25,4.071895548870917e-19,8.733091874339174e-17,8.185298388017127e-36,4.27437150359013e-33,-1.5754188235040186e-20,3.90492779865298e-28,9.673503273886575e-20,4.964924646372597e-21,3.7696753869152637e-20,1.779602006968648e-23,-7.350720539184717e-30,-1.4043747998076022e-25,1.23895050575799e-32,7.807300735260306e-25,-9.503562703836092e-22,7.306290867172217e-32,3.5316274352497863e-35,8.162943975330678e-34
4.5801629141896855e-09,0.0027149456784039327,0.1557,0.0,0.004781138434807179,0.6421263693056433,0.19902777438384847,-6.121560513177995e-20,1.0659030007419733e-20,3.0965430684423222e-15,-9.346141647079184e-26,1.668514616565829e-15,1.631091378412487e-21,0.00012618086814621007,8.850387645780985e-17,1.500306255207062e-24,3.3470681399420025e-22,0.002872225520903067,1.4163970768507393e-19,9.4992892741394e-11,7.325401746220047e-33,2.338155387125058e-27,2.505208710826828e-13,1.1379954964145749e-19,-2.8462703723762097e-44,6.106706937206525e-17,0.0002105402125354741,-2.8170595462104942e-31,1.1104590103596524e-17,5.33420136697283e-25,4.1227025826682346e-19,8.806807727680288e-17,7.168405731906895e-36,4.275767959682005e-33,1.990375248249518e-20,3.1857798002444183e-28,9.663848230834684e-20,4.9878883317033526e-21,3.787144972980328e-20,1.1400042171541404e-23,2.438984336563804e-29,1.2252801587282439e-25,1.239265761572189e-32,-1.8494149279879013e-25,-9.516208988976253e-22,7.305628150574123e-32,2.11622282107046e-34,8.349810689593922e-34
4.596132786971802e-09,0.0027149456784039327,0.1557,0.0,0.0047777675049053055,0.6421258300568212,0.19902489710677596,-6.161813064705951e-20,1.0727734728171351e-20,3.1206859142600195e-15,-8.75778156041486e-26,1.6830991774179163e-15,1.668216157237439e-21,0.00012608967660204966,8.928496647841253e-17,1.520097756411463e-24,3.389962028177166e-22,0.002875102797536158,1.429546371931011e-19,9.543037364709908e-11,7.388732158348502e-33,2.373438379135877e-27,2.524621148066229e-13,1.1449090582396023e-19,-1.4033509254596702e-44,6.159744678227976e-17,0.0002111250569089857,-2.709583027404615e-31,1.1207936329890569e-17,3.8401391579385813e-25,4.173959326745907e-19,8.88041761843265e-17,-3.38210583451904e-36,4.2795930458447945e-33,6.09152718007882e-20,3.364514483416667e-28,9.648207452961125e-20,5.011688588952218e-21,3.804548468479566e-20,-1.6276632667521957e-23,6.738037093991851e-31,-2.9727102848642523e-26,1.2402872083060446e-32,-2.283748571994936e-25,-9.532068541563743e-22,7.339963407244972e-32,4.0786611531894296e-35,8.540178984763906e-34
4.612102659753919e-09,0.0027149456784039327,0.1557,0.0,0.0047744184392568174,0.6421252910391321,0.19902204175741087,-6.135775569457895e-20,1.0797306874433452e-20,3.1449223541038447e-15,-8.16125359875052e-26,1.6977620452893085e-15,1.6654195685649118e-21,0.00012599907423224477,9.007030896209517e-17,1.5400791337967237e-24,3.4332616961671013e-22,0.0028779581464616682,1.4359811834414349e-19,9.586799396678144e-11,7.41903060000766e-33,2.4107838128792197e-27,2.5441074458884505e-13,1.151844027167477e-19,2.4630334395626284e-44,6.213063395022418e-17,0.000211709375562195,-2.600740342553757e-31,1.1311816763931004e-17,3.1305910628554237e-25,4.225648614857933e-19,8.959941423914965e-17,-1.553637558359238e-36,4.280361105271174e-33,4.515564600869461e-20,3.7046919219086683e-28,9.815358426583611e-20,5.0338032347892815e-21,3.8221050729885787e-20,1.2311564100072582e-23,-1.0243438165956825e-29,-2.586002870354698e-26,1.240419269374871e-32,3.3096025141849394e-25,-9.524178832936095e-22,7.371545174070057e-32,-2.880425652268331e-35,8.73409975654652e-34
4.628072532536036e-09,0.0027149456784039327,0.1557,0.0,0.004771091083223527,0.6421247522517414,0.1990192081798858,-6.087838410066327e-20,1.0867754407998558e-20,3.1692523774911505e-15,-7.556072333869721e-26,1.7125034378996528e-15,1.649620286036361e-21,0.00012590905690952866,9.085991579053078e-17,1.5602515664161022e-24,3.476968729551354e-22,0.002880791723546953,1.4408281383549342e-19,9.630575188712548e-11,7.439325127308319e-33,2.4461065616925872e-27,2.5636675847591455e-13,1.1588004441106402e-19,-6.025036246676387e-46,6.266663846348065e-17,0.00021229317139320414,-2.490508379413667e-31,1.141623182151763e-17,3.017753479861677e-25,4.2777865131358104e-19,9.041035614972538e-17,4.9289826045051737e-36,4.279966925811394e-33,1.7536568744751667e-20,3.396591137960245e-28,1.0025883337088147e-19,5.056983035195997e-21,3.839576335607852e-20,8.785849652381731e-25,4.682989701316442e-30,5.0561208969809614e-26,1.2402131014805082e-32,-1.4648379966226177e-25,-9.495702062123963e-22,7.387323906971977e-32,9.49339829214174e-35,8.931624422890208e-34
4.660012278100269e-09,0.0027149456784039327,0.1557,0.0,0.004764500886947291,0.6421236753645476,0.19901360572242693,-5.914827887630057e-20,1.1011307811945018e-20,3.2181931340623558e-15,-6.319767933543973e-26,1.742222671193409e-15,1.5716402974924207e-21,0.00012573076104091226,9.245197015856319e-17,1.601174418922661e-24,3.565613160255787e-22,0.002886394180125858,1.4432491748370186e-19,9.718167338822948e-11,7.445615415816715e-33,2.514338576604354e-27,2.6030093083539803e-13,1.172777750611704e-19,2.5726688389259347e-44,6.374712998159712e-17,0.0002134592060793189,-2.2658178699462632e-31,1.1626667459759288e-17,-6.488114709113705e-25,4.383421045225032e-19,9.208155852862187e-17,2.9548132544302264e-35,4.276120725659011e-33,-7.571891991112039e-20,3.6136538316339976e-28,1.0590653033189564e-19,5.102813480490047e-21,3.874583784219219e-20,2.134264990571584e-24,6.434037348813747e-29,1.4708132710919515e-26,1.2389108228987603e-32,-2.6986532518869655e-26,-9.412925769014933e-22,7.406127047549071e-32,5.943215640451438e-34,9.33769374073076e-34
4.691952023664502e-09,0.0027149456784039327,0.1557,0.0,0.00475799570085032,0.6421225993886807,0.19900808850951066,-5.920018899409014e-20,1.1158459278629635e-20,3.267508104486068e-15,-5.049121268983887e-26,1.7722586313161728e-15,1.601070164555252e-21,0.00012555475655366482,9.406122525611821e-17,1.6428759604123476e-24,3.655907693850437e-22,0.002891911392161662,1.4626385422180845e-19,9.80581240864334e-11,7.54015610882443e-33,2.588078880505446e-27,2.642646166024955e-13,1.186841260099102e-19,4.385386467064271e-44,6.48389824726655e-17,0.0002146231837473341,-2.0353991782564163e-31,1.183924652827775e-17,2.5734151772746446e-25,4.490958469908846e-19,9.358077515545258e-17,3.5820788106769015e-36,4.2849016787004554e-33,2.58858186663328e-20,3.7681847662311232e-28,1.0562279515520411e-19,5.1487222117441735e-21,3.909602829188488e-20,6.585043440191233e-24,9.771887190662381e-30,6.576944865703204e-27,1.241280656503208e-32,7.004283997002317e-26,-9.419380114784809e-22,7.497812005087625e-32,1.8861770153050082e-34,9.758808843669717e-34
4.723891769228735e-09,0.0027149456784039327,0.1557,0.0,0.0047515743269470655,0.6421215243176746,0.1990026553336235,-6.027982225925523e-20,1.1309274065864783e-20,3.3171972127397483e-15,-3.743509831727693e-26,1.8026130819144027e-15,1.6928090241609406e-21,0.00012538101145894258,9.568777724320835e-17,1.6853659092493386e-24,3.7478694253383397e-22,0.002897344567167775,1.4921058465200495e-19,9.893509026266893e-11,7.681877830389164e-33,2.6681285933940227e-27,2.6825780076433584e-13,1.2009912488865516e-19,4.804413147996975e-44,6.594225741378203e-17,0.00021578512685822704,-1.7991638425874573e-31,1.2053972277326579e-17,9.615627549360224e-25,4.600348368632424e-19,9.51154008781414e-17,-1.155743400109427e-35,4.291333476780235e-33,1.0929074191110748e-19,3.7142028207018572e-28,1.0523947497149158e-19,5.194951993249249e-21,3.944618117257547e-20,-4.610150311114174e-24,-1.7633483292540656e-29,1.926196563894576e-26,1.2429664761287703e-32,-1.3268492455054033e-25,-9.459010432048294e-22,7.567200317457702e-32,-1.2332892656266015e-34,1.0195400190167472e-33
4.755831514792968e-09,0.0027149456784039327,0.1557,0.0,0.004745235584246438,0.6421204501451533,0.1989973050043793,-6.0636704720273e-20,1.146381835152226e-20,3.367260386231445e-15,-2.4014150605397957e-26,1.833287796233125e-15,1.7415784117842353e-21,0.00012520949421523318,9.733172276509224e-17,1.728654050460276e-24,3.841518194389147e-22,0.0029026948955303607,1.5148792863040058e-19,9.981255853409522e-11,7.79625674953206e-33,2.7460489037889172e-27,2.722804685778736e-13,1.2152279992845025e-19,7.439380849197505e-44,6.705701662231875e-17,0.00021694505755847225,-1.5569783688709876e-31,1.2270847924454531e-17,3.573984755462997e-25,4.711575214998271e-19,9.680981235788736e-17,4.653274483886512e-36,4.2901685577889515e-33,4.600521428791353e-20,3.9694146789514104e-28,1.090261611469101e-19,5.2407002184638635e-21,3.979701406069153e-20,3.1525185372546176e-24,6.61057609411534e-30,-3.7559270032726214e-27,1.2424418214054026e-32,7.695265792717962e-26,-9.45972074525732e-22,7.588570611110939e-32,1.0832293052594208e-34,1.0647906890746424e-33
4.787771260357201e-09,0.0027149456784039327,0.1557,0.0,0.00473897830850908,0.6421193768648308,0.1989920363482748,-6.001335691712221e-20,1.1622159040313024e-20,3.417697555763297e-15,-1.022231609354913e-26,1.864284557038691e-15,1.7318561178658772e-21,0.00012504017372207932,9.899315894913278e-17,1.7727502475027166e-24,3.9368730154481467e-22,0.0029079635507528283,1.5288202156283494e-19,1.0069051584564125e-10,7.859102251846766e-33,2.8229928029587008e-27,2.7633260556985986e-13,1.2295517841301983e-19,8.640160902973603e-44,6.818332225336277e-17,0.0002181029976845002,-1.3087029495814893e-31,1.2489876655186839e-17,-2.1723606246072403e-26,4.82470691390268e-19,9.850811198717351e-17,7.535593621419307e-36,4.292365149151517e-33,-4.030639798187518e-21,4.0188199954738473e-28,1.1306785630674464e-19,5.2867234875905016e-21,4.014782093234636e-20,2.3020728148920553e-24,6.830706525462875e-30,2.0635626941871438e-27,1.242893948686634e-32,1.6818101196307293e-26,-9.423679216404032e-22,7.641502404338574e-32,1.456204553385189e-34,1.1116776807242657e-33
4.819711005921434e-09,0.0027149456784039327,0.1557,0.0,0.004732801352008112,0.6421183044705088,0.1989868482084481,-5.926784463388105e-20,1.178436369403469e-20,3.4685086554932257e-15,3.942985378166387e-27,1.8956051565668558e-15,1.715073405767203e-21,0.00012487301931389118,1.0067218340241471e-16,1.817664433834434e-24,4.0339517410287957e-22,0.002913151689696878,1.5419113396176234e-19,1.015689494618805e-10,7.918861864069474e-33,2.903828015918387e-27,2.804141975331597e-13,1.2439628820695383e-19,1.0136879053837609e-43,6.932123679763179e-17,0.00021925896876709335,-1.0542235873627523e-31,1.2711061623686108e-17,3.085090562488651e-25,4.93978381652409e-19,1.0013649683486637e-16,-2.0281136755671344e-36,4.297731494029566e-33,3.5455223473308595e-20,4.087086482674007e-28,1.149347916730606e-19,5.332797475702991e-21,4.0498776013753827e-20,2.133314032315354e-25,-2.9633034323210065e-30,7.011928410096967e-27,1.2442671258877592e-32,-2.5466796381712585e-26,-9.392242930581425e-22,7.716049822651727e-32,8.099152241513683e-36,1.1602466652309393e-33
4.8516507514856666e-09,0.0027149456784039327,0.1557,0.0,0.004726703583293249,0.6421172329560767,0.19898173944444178,-5.892668027830463e-20,1.1950500606334607e-20,3.5196936228950295e-15,1.8490700400253901e-26,1.9272513964017763e-15,1.72288290520661e-21,0.00012470800075384906,1.0236889420548251e-16,1.863406617680759e-24,4.1327727753554436e-22,0.0029182604528201427,1.5590399046601206e-19,1.0244784695916067e-10,8.00091854062841e-33,2.9869712253624383e-27,2.845252305217386e-13,1.258461565206827e-19,1.2015162879774354e-43,7.047082307667213e-17,0.00022041299203572144,-7.934224317800607e-32,1.2934405953385389e-17,5.254510471043449e-25,5.056797918863347e-19,1.0179494873709236e-16,8.826961853264252e-38,4.300284602303975e-33,6.224669687974844e-20,4.234374414663062e-28,1.1692780911053047e-19,5.378771264904457e-21,4.0850034864678714e-20,2.5153465227387794e-24,1.044558795262001e-30,4.2976924755220116e-27,1.2448211534232748e-32,4.245556126220126e-26,-9.374549846057017e-22,7.768928017177375e-32,5.806753196580702e-35,1.2105442089170894e-33
4.8835904970498995e-09,0.0027149456784039327,0.1557,0.0,0.004720683886958374,0.6421161623155085,0.19897670893196795,-5.880285397698875e-20,1.2120638885279688e-20,3.5712523987169644e-15,3.3430427450280706e-26,1.9592250873992157e-15,1.744149912228515e-21,0.0001245450882278942,1.0408338990841899e-16,1.9099868805128084e-24,4.233355880736926e-22,0.002923290964410386,1.5785303236118905e-19,1.0332719621789924e-10,8.094395470270945e-33,3.070262627412555e-27,2.886656908467634e-13,1.273048108668636e-19,1.3540423265096826e-43,7.163214423986911e-17,0.000221565088422815,-5.261680135054509e-32,1.3159912737590565e-17,3.1444521237356356e-25,5.175760711519422e-19,1.0352300799009842e-16,5.081541500768306e-36,4.3022132398438614e-33,3.57787226885139e-20,4.307282381550444e-28,1.2018842315271066e-19,5.424869964865298e-21,4.120140051636109e-20,1.3700594341521464e-24,3.62263259882991e-30,5.6161856348307875e-27,1.2451925868541774e-32,1.2489355773316643e-27,-9.358405837854151e-22,7.81885481192079e-32,1.1800914973825833e-34,1.2626177831631591e-33
4.915530242614132e-09,0.0027149456784039327,0.1557,0.0,0.004714741163412467,0.6421150925428637,0.19897175556267802,-5.85616852750282e-20,1.2294848469176548e-20,3.62318492693888e-15,4.876809031833456e-26,1.991528049574899e-15,1.758779756536172e-21,0.00012438425233880313,1.0581576952538308e-16,1.9574153783834196e-24,4.335721535670021e-22,0.002928244332816255,1.597198957672403e-19,1.0420698541504307e-10,8.183470152490284e-33,3.1553698143338383e-27,2.928355650737724e-13,1.2877227818287194e-19,1.5316087852243244e-43,7.280526376031487e-17,0.00022271527856797588,-2.5233302582225053e-32,1.3387585040055721e-17,1.9101779015818769e-25,5.296709748929001e-19,1.0525596140943706e-16,2.079298423197484e-36,4.306265114248168e-33,2.237257944672684e-20,4.413680621132269e-28,1.2321751976065064e-19,5.47096144724936e-21,4.1552962222802005e-20,1.2262225586415562e-24,1.0010081241920274e-30,3.924517859472292e-27,1.2461805453538034e-32,-2.201105788303649e-27,-9.34004235440082e-22,7.882381578001902e-32,6.340591325944204e-35,1.316515774434052e-33
4.947469988178365e-09,0.0027149456784039327,0.1557,0.0,0.004708874328653917,0.6421140236322843,0.1989668782439351,-5.815621707961927e-20,1.2473200104534068e-20,3.675491154728027e-15,6.451050485508664e-26,2.024162112041025e-15,1.7639273096908736e-21,0.00012422546410034688,1.075661325316208e-16,2.0057023415099394e-24,4.439890198155873e-22,0.002933121650674687,1.614607487672169e-19,1.0508720301672775e-10,8.265630640904906e-33,3.243112341376424e-27,2.970348400195328e-13,1.302485856774337e-19,1.713916342324201e-43,7.39902454324435e-17,0.00022386358282212824,2.820824565140446e-33,1.361742589553678e-17,3.5409327019870044e-25,5.419668082499658e-19,1.069749290307809e-16,3.5518256628671356e-37,4.3101310971094684e-33,4.1479274424419064e-20,4.535796709637792e-28,1.2554321694397623e-19,5.51704057830022e-21,4.1904721726877255e-20,2.0714638119031925e-24,9.646408873787061e-31,4.418588241621031e-27,1.247113359583711e-32,2.5200752750395887e-26,-9.318818092422205e-22,7.944312532002821e-32,5.786212817721578e-35,1.372287494330605e-33
4.979409733742598e-09,0.0027149456784039327,0.1557,0.0,0.004703082314048028,0.6421129555779945,0.1989620758985898,-5.773743478368948e-20,1.2655765336735642e-20,3.728171032393668e-15,8.066663821493437e-26,2.0571291128968634e-15,1.768642955608671e-21,0.00012406869493153334,1.0933457885804422e-16,2.0548580750882505e-24,4.545882308019289e-22,0.00293792399513504,1.6322001280447302e-19,1.059678377711495e-10,8.348716067942056e-33,3.332237425294642e-27,3.012635027482203e-13,1.3173375999458268e-19,1.8892986192185054e-43,7.518715336787511e-17,0.0002250100212516104,3.1558877238007305e-32,1.3849438310324549e-17,4.246190383805713e-25,5.544645561474406e-19,1.087230494242231e-16,3.0525387342093833e-36,4.31298243310443e-33,4.9014761682538496e-20,4.626248270960068e-28,1.2820431782555258e-19,5.5631890100429856e-21,4.2256615173522715e-20,1.4190936181208729e-24,2.070029376748505e-30,6.4089815688057804e-27,1.247749953632482e-32,4.714849817239467e-27,-9.294743452228804e-22,8.003275247752935e-32,9.798272587456096e-35,1.4299831896655795e-33
5.011349479306831e-09,0.0027149456784039327,0.1557,0.0,0.00469736406610776,0.6421118883742992,0.19895734746475946,-5.739195934661434e-20,1.2842616525316205e-20,3.781224513340601e-15,9.724441268762694e-26,2.0904308991606778e-15,1.778130996679806e-21,0.00012391391665093188,1.111212088878336e-16,2.1048929592802845e-24,4.653718646230173e-22,0.002942652428080008,1.6507687807752239e-19,1.0684887870162887e-10,8.437170317337053e-33,3.422684387982862e-27,3.055215405672605e-13,1.3322782803894419e-19,2.0791137913064793e-43,7.639605199277209e-17,0.00022615461364220818,6.099418357206052e-32,1.408362526275531e-17,3.1448758820550327e-25,5.671663326907302e-19,1.105083769463505e-16,3.210363307691628e-36,4.316564051230692e-33,3.685511865467807e-20,4.741385722643862e-28,1.3136235344661098e-19,5.609333694747862e-21,4.260869661655711e-20,1.589209920779064e-24,1.6664709292453957e-30,4.637607447490018e-27,1.2485978137930437e-32,7.603501349275406e-27,-9.271625625683146e-22,8.067944732458796e-32,8.453583140480967e-35,1.4896540525639546e-33
5.043289224871064e-09,0.0027149456784039327,0.1557,0.0,0.004691718546277625,0.6421108220155832,0.19895269189561027,-5.707913504400386e-20,1.3033826865263755e-20,3.834651554021727e-15,1.142509156181323e-25,2.1240693266504425e-15,1.7899779699261855e-21,0.00012376110147107862,1.1292612345046242e-16,2.155817449754134e-24,4.763420453486328e-22,0.002947307996343344,1.669940549201287e-19,1.0773031509984729e-10,8.52863878073985e-33,3.5153122250918004e-27,3.098089410233934e-13,1.3473081610576242e-19,2.270389209532129e-43,7.761700604332691e-17,0.00022729737950313132,9.113981268215457e-32,1.4319989703698583e-17,2.951487220679187e-25,5.800749131510839e-19,1.1230237704576407e-16,1.5738308812801058e-36,4.320731193638711e-33,3.436262325204265e-20,4.858292494712698e-28,1.3429105603756794e-19,5.655489746573722e-21,4.2960941697265047e-20,1.8977321868102047e-24,1.3814323928559368e-30,4.501279088530528e-27,1.2496147836165135e-32,1.7136025094911344e-26,-9.250946560242515e-22,8.133619020929934e-32,6.938687808978258e-35,1.5513522305873883e-33
