Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44),CH2OX2(50),CH3X(53),CH4(39),H(23),CH4X(405),CH2OX(174),CHOX(173),HCO(31)
1.436237208521012e-21,0.0005344628783687447,0.0915567593028733,0.0,0.0015729242510336837,0.4515426283560987,7.753206173866529e-81,0.45690061234102536,6.70634481199861e-70,3.005746425585451e-80,4.448971210909641e-45,2.5809511250758722e-107,1.8829877058226964e-146,2.3504347842066514e-15,2.401005443943093e-39,3.818827070070297e-51,5.986270552497417e-59,2.401005443946882e-39,8.283866828484965e-23,2.819958257993402e-53,9.42698793568074e-40,4.216115418475281e-38,7.178496313406376e-67,4.751935840171422e-89,4.993617823320046e-80,3.092177258530193e-104,1.5906709441000885e-15,3.672554350331507e-26,1.6004727460078806e-54,4.017294448542651e-68,5.050799673591928e-60,2.589485073535124e-93,5.636326973790777e-87,1.253827063286145e-102,1.137768054454504e-122,3.0360776304184984e-46,1.2675041888684196e-108,1.1486495181942645e-82,1.4910745705229974e-82,1.6240461309055013e-81
2.8737222339043354e-21,0.0005344628783687447,0.0915567593028733,0.0,0.0015729242510281471,0.45154262835609754,3.1033030133905535e-80,0.45690061234102375,2.1486526787378214e-68,9.630262347887437e-79,8.901807731305688e-45,6.620895019432707e-105,1.9340442299903258e-143,4.702911649003044e-15,9.610278976504377e-39,3.057383661035528e-50,9.589179354251171e-58,9.610278976534712e-39,1.657493076103813e-22,2.2576810236455882e-52,3.773251491947978e-39,1.6875449156108374e-37,1.149895926665397e-65,3.046178643670356e-87,3.998944260383541e-79,9.91186534348133e-103,3.1827238785797576e-15,7.348299451601737e-26,1.2813511769130215e-53,6.432904737427731e-67,2.0216361458086386e-59,1.6599623891973016e-91,3.6118273058210135e-85,1.6075260600947238e-100,5.8374595552323774e-120,1.215222276054287e-45,3.25151921525486e-106,3.6802159393998916e-81,2.388495750613728e-81,2.6005895209807948e-80
5.748692284670983e-21,0.0005344628783687447,0.0915567593028733,0.0,0.001572924251017074,0.4515426283560952,1.2417254292988345e-79,0.4569006123410206,6.87988732876189e-67,3.0835846747176238e-77,1.7807480772201945e-44,1.696699414269078e-102,1.9834693077050276e-140,9.407865378529562e-15,3.845363387376773e-38,2.4468361215494712e-49,1.5351609946472938e-56,3.8453633874010504e-38,3.315705862602454e-22,1.806830593209642e-51,1.5097917444094587e-38,6.752377766140835e-37,1.840903094755667e-64,1.9511360368633114e-85,3.2007762000928467e-78,3.179515611934224e-101,6.366829747494239e-15,1.4699789654090407e-25,1.0254700888600867e-52,1.029683528957181e-65,8.089177886200995e-59,1.0632380247602776e-89,2.3130352906533366e-83,2.0593160014685593e-98,2.9918767960211026e-117,4.862472002947253e-45,8.332484866798242e-104,1.1783954369089716e-79,3.823816053808324e-80,4.162636010007138e-79
1.1498632386204277e-20,0.0005344628783687447,0.0915567593028733,0.0,0.0015729242509949276,0.4515426283560905,4.9677102804289353e-79,0.4569006123410142,2.2022359774043038e-65,9.870510161343084e-76,3.5618826855663027e-44,4.345789856724301e-100,2.0326127137990176e-137,1.8817772837317525e-14,1.5383957499523629e-37,1.9578406434514455e-48,2.4569716503007936e-55,1.538395749971788e-37,6.63213143555177e-22,1.4457383855114422e-50,6.040147365443787e-38,2.701390774609503e-36,2.946299955114712e-63,1.249232746573406e-83,2.5612694342164522e-77,1.0315186621171474e-99,1.2735041485143773e-14,2.940277005886057e-25,8.205314254412307e-52,1.6478283385377784e-64,3.236197890158392e-58,6.80748120524001e-88,1.4808114515074834e-81,2.6370004164683493e-96,1.5326335309625789e-114,1.9453054259997173e-44,2.1342158786677532e-101,3.772026687021148e-78,6.119886129776267e-79,6.661570135259024e-78
2.2998512589270868e-20,0.0005344628783687447,0.0915567593028733,0.0,0.001572924250950635,0.45154262835608105,1.9872458369118784e-78,0.4569006123410015,7.048230499236045e-64,3.1590476461994704e-74,7.12415190492921e-44,1.112807669186557e-97,2.0821813153991676e-134,3.763758775383313e-14,6.1540838253297015e-37,1.566421212635649e-47,3.9317259382556845e-54,6.15408382548512e-37,1.3264982581258535e-21,1.1566995526302298e-49,2.4162533997557394e-37,1.080644237566256e-35,4.714760949939236e-62,7.996699054563945e-82,2.0492749677357747e-76,3.6521109399961523e-98,2.547146495972513e-14,5.880873086757224e-25,6.564867481620721e-51,2.6367918228037925e-63,1.294584511030404e-57,4.357667863104103e-86,9.478689123335043e-80,3.3760454735014003e-94,7.849104535806452e-112,7.781854998548585e-44,5.464994600579304e-99,1.2072335608515374e-76,9.793252501439972e-78,1.0659587839751885e-76
4.5998272995404044e-20,0.0005344628783687447,0.0915567593028733,0.0,0.0015729242508620495,0.45154262835606224,7.949306827103803e-78,0.456900612340976,2.2556057872669904e-62,1.0109714980058598e-72,1.4248690386391211e-43,2.8491466124116467e-95,2.1325499045637253e-131,7.527721758262314e-14,2.461733698683862e-36,1.2531964260404483e-46,6.291218439607287e-53,2.4617336988082044e-36,2.6530684871904612e-21,9.254020111218056e-49,9.665389416332663e-37,4.3227527146053927e-35,7.544152483794213e-61,5.118390833663268e-80,1.639523750402154e-75,2.0665168232743377e-96,5.0944311906016994e-14,1.176206524816809e-24,5.252131780436143e-50,4.219075935406562e-62,5.17854877320823e-57,2.789185402007918e-84,6.066833573931056e-78,4.321766818370789e-92,4.0192498411879306e-109,3.1128686626868186e-43,1.3992149273710981e-96,3.8634382094914462e-75,1.5670416531465652e-76,1.7056180209347604e-75
9.199779380767041e-20,0.0005344628783687447,0.0915567593028733,0.0,0.001572924250684879,0.4515426283560246,3.1797874869555974e-77,0.45690061234092505,7.218213471879017e-61,3.235222743297547e-71,2.8497768033124663e-43,7.294241698975802e-93,2.1839212190126596e-128,1.505564772232383e-13,9.847135134457238e-36,1.0025808816082618e-45,1.0066314629850336e-51,9.847135135451995e-36,5.30620894501269e-21,7.403366833571353e-48,3.8662204483773435e-36,1.7291361614426946e-34,1.207104028844004e-59,3.275916322673223e-78,1.3116605358316748e-74,2.9596380081726016e-94,1.0189000578711736e-13,2.3524449569663954e-24,4.2017867061100135e-49,6.750675343133866e-61,2.0714616940324602e-56,1.785162966134628e-82,3.882916797674292e-76,5.532110757145318e-90,2.0579767350725916e-106,1.2451727980572556e-42,3.5821996817084366e-94,1.236343401884104e-73,2.507405047980591e-75,2.7290493251210985e-74
1.8399683543220313e-19,0.0005344628783687447,0.0915567593028733,0.0,0.0015729242503305376,0.4515426283559493,1.271928135151444e-76,0.45690061234082313,2.309872109968348e-59,1.0352843531991502e-69,5.6995934267740225e-43,1.8673634749845426e-90,2.2364064964190887e-125,3.0111499643660924e-13,3.93889412132495e-35,8.020741341523377e-45,1.6106394109449534e-50,3.938894122120767e-35,1.0612489859429211e-20,5.922723788111188e-47,1.5464927295444865e-35,6.916614174447772e-34,1.9313880162320477e-58,2.096614129482021e-76,1.0493452154272664e-73,6.830915814907717e-92,2.0378139350338452e-13,4.70492182073522e-24,3.361439736121664e-48,1.0801160831331625e-59,8.285932375412593e-56,1.1425253299712672e-80,2.485102488364456e-74,7.081197027047468e-88,1.053705470981751e-103,4.980741857669581e-42,9.17061623254736e-92,3.9563464783468464e-72,4.01222374246267e-74,4.3665059264514195e-73
3.6799491868126854e-19,0.0005344628783687447,0.0915567593028733,0.0,0.001572924249621855,0.4515426283557988,5.087744870505796e-76,0.45690061234061935,7.391659586579122e-58,3.312897846729703e-68,1.1399244179665763e-42,4.7804117013968126e-88,2.2900630811304385e-122,6.022320345919136e-13,1.5755656614668922e-34,6.41662970778855e-44,2.577045864132053e-49,1.5755656621035507e-34,2.1225051683350497e-20,4.738143196237578e-46,6.18591292976702e-35,2.766659077057047e-33,3.0902056485621125e-57,1.3418174554940575e-74,8.394840222602156e-73,1.724831309254638e-89,4.0756416875218454e-13,9.40987554615148e-24,2.689120511345634e-47,1.7281784605109463e-58,3.314394008796825e-55,7.312153280890342e-79,1.5904640717502448e-72,9.063828674449133e-86,5.394928986633928e-101,1.9923068754206574e-41,2.3476589050907834e-89,1.2660247352061203e-70,6.421554131787055e-73,6.986362647909574e-72
7.359910851793994e-19,0.0005344628783687447,0.0915567593028733,0.0,0.0015729242482044898,0.4515426283554977,2.0351237711910452e-75,0.4569006123402118,2.365341284862429e-56,1.0601042557869196e-66,2.279882578160234e-42,1.223735927558823e-85,2.3449060165439535e-119,1.2044661098167719e-12,6.30227866691975e-34,5.13331669027523e-43,4.12329018878967e-48,6.302278672013053e-34,4.245017531154606e-20,3.790423486130027e-45,2.474299905623475e-34,1.1066659134689094e-32,4.944213112674126e-56,8.587268944429986e-73,6.71597674699058e-72,4.407751788229992e-87,8.151297185148478e-13,1.8819782988498437e-23,2.1512272196064237e-46,2.765035893462614e-57,1.325774423732936e-54,4.679677827588229e-77,1.0178799339158863e-70,1.160121338984542e-83,2.762092520707614e-98,7.969247760190295e-41,6.009764891752497e-87,4.0511813184427975e-69,1.028693508747987e-71,1.1177923771868992e-70
1.471983418175661e-18,0.0005344628783687447,0.0915567593028733,0.0,0.0015729242453697593,0.45154262835489545,8.14116615399308e-75,0.45690061233939666,7.569103361754859e-55,3.3921615632936273e-65,4.56024705185541e-42,3.132472831879268e-83,2.4008982370799067e-116,2.4089342559234868e-12,2.5209146670960533e-33,4.106655754116962e-42,6.597273141568205e-47,2.5209146711707323e-33,8.490042248934912e-20,3.032179592277159e-44,9.89663978158078e-34,4.4266650286529804e-32,7.910316164899398e-55,5.495335586938734e-71,5.373292336872908e-71,1.1280351927354107e-84,1.6302608151004265e-12,3.76395978392501e-23,1.7208634251372377e-45,4.423877468300723e-56,5.303534843164637e-54,2.9948370026076484e-75,6.514164646666866e-69,1.4848163473649922e-81,1.4140604275112453e-95,3.1877031507876922e-40,1.5383573604752248e-84,1.2963060447938291e-67,1.6538500060716117e-70,1.7883772134605745e-69
2.9439680841681846e-18,0.0005344628783687447,0.0915567593028733,0.0,0.0015729242397002987,0.45154262835369097,3.2585828197062023e-74,0.4569006123377664,2.4221116135296455e-53,1.0853776808823618e-63,9.128146414687238e-42,8.017591622133403e-81,2.4579133257710653e-113,4.8178705307649055e-12,1.0083665037957279e-32,3.285321135696893e-41,1.0555629360649305e-45,1.0083665070555233e-32,1.69800916530603e-19,2.4254836018206342e-43,3.958200562647204e-33,1.77066373400837e-31,1.2655103567826986e-53,3.51633703509094e-69,4.3018418723444686e-70,2.887137746998752e-82,3.260522996512594e-12,7.527922740498447e-23,1.3764983547850508e-44,7.077611157234564e-55,2.122792614761883e-53,1.916485891396724e-73,4.168708193734015e-67,1.900200140437302e-79,7.238604870545826e-93,1.2750820656622672e-39,3.937441829039574e-82,4.147703774640188e-66,2.6969508706466855e-69,2.861106876698179e-68
5.887937416153232e-18,0.0005344628783687447,0.0915567593028733,0.0,0.0015729242283613776,0.451542628351282,1.3101991873479129e-73,0.4569006123345059,7.750733916307537e-52,3.4724728014234786e-62,1.8378670428523235e-41,2.051709677176173e-78,6.546581202911422e-110,9.635743010959671e-12,4.033467264228406e-32,2.6282484361870852e-40,1.6888953641895957e-44,4.0334672903075725e-32,3.3960190335570193e-19,1.9399687381698148e-42,1.582914553393402e-32,7.082629961984537e-31,2.024364526443845e-52,2.2495832017440868e-67,3.4619818081066344e-69,7.388189216293498e-80,6.521047312300967e-12,1.5055848599337724e-22,1.1008897679243777e-43,1.1322267167135464e-53,8.535247499771096e-53,1.2262795996664986e-71,2.6675110280783506e-65,2.4313168776072407e-77,3.704737241303771e-90,5.1003298413792853e-39,1.0075966676647022e-79,1.3269585358125435e-64,4.64007920356011e-68,4.576816511965675e-67
1.1775876080123325e-17,0.0005344628783687447,0.0915567593028733,0.0,0.0015729242056835356,0.45154262834646414,5.457293214950102e-73,0.45690061232798485,2.4802177666006885e-50,1.1107197051121178e-60,3.8715278346721524e-41,5.2483082593256413e-76,6.699631875588848e-107,1.9271487693396725e-11,1.6133871356048742e-31,2.1025840235971818e-39,2.702213221138237e-43,1.6133871564694843e-31,6.792038719762645e-19,1.5513055173639527e-41,6.328731715985957e-32,2.8330306548728075e-30,3.2375348725657095e-51,1.4386157098504733e-65,2.9008298326230708e-68,1.88991057060688e-77,1.3042095755733884e-11,3.0111700099785914e-22,8.802174620538986e-43,1.8109500899999977e-52,3.555134418267522e-52,7.844708836390963e-70,1.7066137094075612e-63,3.109679298862468e-75,1.895361114559413e-87,2.0401322267260932e-38,2.577456498978881e-77,4.244302028677258e-63,9.50272911172774e-67,7.319849568773327e-66
2.3551753408063514e-17,0.0005344628783687447,0.0915567593028733,0.0,0.0015729241603278544,0.4515426283368284,2.875671154776699e-72,0.4569006123149427,7.936583954246865e-49,3.5512871699448497e-59,1.0875601263496122e-40,1.3414863958117022e-73,6.843869955485268e-104,3.854297594645924e-11,6.453548843080886e-31,1.6820431908963397e-38,4.3234773580473904e-42,6.453549010018127e-31,1.358407789098849e-18,1.2399742528684148e-40,2.529153913864479e-31,1.1331949282020676e-29,5.175424710561609e-50,9.19285515224564e-64,3.1605906801876466e-67,4.830678878290143e-75,2.6084191890024443e-11,6.022340223176089e-22,7.033840983131736e-42,2.895557785155977e-51,1.8733445969748115e-51,5.016161155254828e-68,1.0914724380398166e-61,3.9742372738345784e-73,9.689271805767202e-85,8.160529282679223e-38,6.588107361479412e-75,1.3569198297195078e-61,2.8493161785281095e-65,1.170198595288667e-64
3.53276307360037e-17,0.0005344628783687447,0.0915567593028733,0.0,0.0015729241149721757,0.45154262832719266,8.14416845777268e-72,0.4569006123019006,3.717626403663378e-48,1.66082969809423e-58,2.459204943695622e-40,1.0288709307943952e-72,4.1693953430596563e-103,5.7814463087707954e-11,1.3713791300370552e-30,4.809552628120827e-38,1.648314653059818e-41,1.3713791777745853e-30,2.0376116861028944e-18,3.5437951457125385e-40,5.371020507730722e-31,2.408013687944219e-29,1.9723295074447465e-49,5.243286872887792e-63,1.20109970132966e-66,3.7049537551978586e-74,3.91262872717398e-11,9.03351034948145e-22,2.0099430433989416e-41,1.0655304210577534e-50,5.305483780353373e-51,2.861682624782719e-67,6.085918047338509e-61,2.646454618774515e-72,8.375739895126909e-84,1.7341124730406555e-37,5.052844069158309e-74,6.345710460860251e-61,1.4037206958060758e-64,4.3053795222013684e-64
5.887938539188408e-17,0.0005344628783687447,0.0915567593028733,0.0,0.0015729240242608289,0.4515426283079212,6.404604355686878e-71,0.4569006122758164,5.332284790454963e-47,2.421917186667944e-57,1.304680184061943e-39,1.0757290673881663e-70,2.8537940541254515e-100,9.635743292293697e-11,3.7914598100028635e-30,2.2102365530022547e-37,1.3554301838729085e-40,3.791460029443709e-30,3.3960193996368404e-18,1.6261630516386146e-39,1.4824884844465671e-30,6.657267328854056e-29,1.61916039625511e-48,1.4659722218970005e-61,1.8418936240939321e-65,3.8736894127565117e-72,6.521047502487015e-11,1.5055850254523667e-21,9.219007109736276e-41,8.197241415695561e-50,4.1722484372379685e-50,8.010126189731166e-66,1.5815879822429318e-59,1.2840780971236391e-70,1.5673378038421934e-81,4.794310776093309e-37,5.283019016570014e-72,9.252463749007047e-60,2.816225287193077e-63,3.307857420477196e-63
8.007596458217642e-17,0.0005344628783687447,0.0915567593028733,0.0,0.0015729239426206256,0.45154262829057684,1.9936652074531382e-70,0.45690061225234063,1.8778936054528085e-46,8.665227681587629e-57,3.5211175127702196e-39,6.864048155625353e-70,2.888327401147668e-99,1.3104610218232062e-10,6.751466375661646e-30,4.975151352022257e-37,3.953112487432014e-40,6.751466869707356e-30,4.6185862768139064e-18,3.657441210356785e-39,2.6369966136728464e-30,1.1854405450356412e-28,4.718170119131962e-48,6.524670415797235e-61,7.5486653592696545e-65,2.471736747427695e-71,8.868624157109896e-11,2.047595588831107e-21,2.072951921527458e-40,2.2590799082155697e-49,1.298763292166949e-49,3.566128491314876e-65,6.768250089830518e-59,6.325161206616173e-70,1.0923846432120998e-80,8.537246760033133e-37,3.371014444833674e-71,3.3102340466073127e-59,1.1103567954215065e-62,9.104007957358348e-63
1.0127254377246876e-16,0.0005344628783687447,0.0915567593028733,0.0,0.001572923860980431,0.4515426282732325,5.13636020607538e-70,0.45690061222886486,5.003461371725254e-46,2.288529766805461e-56,7.802856631085428e-39,2.6364332452684584e-69,1.103907191038398e-98,1.6573476763929103e-10,1.0539133929894134e-29,9.403223111338741e-37,9.04538283769473e-40,1.0539134863822831e-29,5.841153085186123e-18,6.906791838747108e-39,4.111867467607318e-30,1.8504555154515978e-28,1.0788113554144359e-47,1.9958792587179603e-60,2.231197272120067e-64,9.493769253913271e-71,1.121620055435416e-10,2.5896061224929746e-21,3.9135864250097135e-40,5.087037593111464e-49,3.3460559725762877e-49,1.0914251423517747e-64,2.0251047423210522e-58,2.2658875965537643e-69,4.692925321077186e-80,1.332676220730072e-36,1.2947864477533012e-70,8.741937808659953e-59,3.3679103612264723e-62,2.0490000812088997e-62
1.224691229627611e-16,0.0005344628783687447,0.0915567593028733,0.0,0.0015729237793402448,0.45154262825588815,1.1206541920070439e-69,0.4569006122053891,1.1277162055732811e-45,5.181200118721451e-56,1.5189113976729281e-38,8.675897287940536e-69,5.068928267114075e-98,2.0042342950446525e-10,1.510861493228778e-29,1.5716917451693096e-36,1.7887660788226107e-39,1.510861649357975e-29,7.063719828564874e-18,1.1535091067833353e-38,5.8884926631515516e-30,2.6527163126259763e-28,2.131716432929221e-47,5.210231262693894e-60,5.7057894036497384e-64,3.124181773371668e-70,1.3563776708477073e-10,3.1316166280841094e-21,6.5345262267973136e-40,9.780979708534795e-49,7.300444740393451e-49,2.8501394121612017e-64,5.193612295581233e-58,6.498843348807884e-69,1.6912634023141453e-79,1.9104882782697634e-36,4.2608571855038657e-70,1.9790666834316435e-58,8.373389865279043e-62,3.935503313965641e-62
1.6486228134334578e-16,0.0005344628783687447,0.0915567593028733,0.0,0.0015729236160598918,0.4515426282211995,3.5801223458315064e-69,0.4569006121584376,3.842623914773682e-45,1.808586217138784e-55,4.1932935708818866e-38,6.6999671253336675e-68,8.474234068020616e-97,2.698007450437388e-10,2.6030487926978953e-29,3.355308705391177e-36,5.0033631331482e-39,2.6030491261304554e-29,9.508853167105991e-18,2.45937987656908e-38,1.0127405946885529e-29,4.57020567059009e-28,5.95340675029992e-47,2.4058118500951116e-59,2.5835988098401975e-63,2.4126513348909673e-69,1.8258928462289245e-10,4.215637575251596e-21,1.3926690199020151e-39,2.5352954874933587e-48,2.3322522102395773e-48,1.316530747230855e-63,2.2430563412032302e-57,3.2900092056585752e-68,1.43937061012424e-78,3.2915619488856896e-36,3.2904621268446785e-69,6.907822264382213e-58,3.269742529529847e-61,1.0166343751916478e-61
