Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(318),SX(259),SX(262),SX(450),C2HOX(465),C2H6O(236),SX(357),SX(497),OCCO(227),SX(387),SX(190),SX(577),SX(213),SX(496),S(309),SX(390),C2H4O3(79),SX(386),SX(747),SX(616),S(233),SX(1122),SX(1168),SX(1172),SX(217),SX(993)
1.28676672969291e-05,0.0028733546784512542,0.0915567593028733,0.0,0.005414704188779192,0.4485525939358435,6.979176356677966e-13,0.4569006076953667,3.040169231734338e-12,1.1962713775560508e-14,3.729264945977478e-09,2.3166429855989304e-12,5.031481315493211e-22,0.00010309406664272725,7.155042851673904e-13,1.9735961290181974e-19,5.199117867104557e-16,5.639864672931107e-15,9.128542900441923e-10,2.603791609117558e-13,1.9463834854908108e-22,2.8941826693179303e-15,6.7970437078167594e-15,6.054596402835868e-20,1.2981546353476805e-26,3.0365348916680203e-15,0.002938483649376447,6.126085144227718e-15,7.489967460437292e-16,1.6099230499328918e-25,2.1196731517228918e-13,1.456542802682253e-14,7.356877110614918e-21,3.3854278306406634e-15,1.6113732382450405e-30,3.100561708500543e-30,1.2173900585379944e-24,2.6129007462376946e-23,2.8717724348498e-22,5.180935224599883e-32,5.386884067029602e-31,5.8805021588992e-26,1.2048027326225286e-16,5.364387538232071e-32,2.4225174813442756e-31,2.910724039562179e-24,2.696673507602897e-26,5.274935004866606e-32,2.887245730329297e-35,3.0345841097208495e-26,1.0160100645487093e-33,7.359132646843766e-35,3.248930785437261e-35,1.7695903801508654e-34,2.834376232727271e-34,9.325944125577248e-37,6.248567350113966e-43,1.4568432015402929e-22,1.1259706550822591e-24,2.303967657471425e-44,3.9966317996084194e-26,1.5160524632736253e-18,5.498963865536403e-20,5.483645957739359e-30,5.337799730423879e-41,7.117900093391846e-35,2.3826268114409883e-31
1.445537809001667e-05,0.0028733546784512542,0.0915567593028733,0.0,0.005414704190634542,0.44855259347707677,7.867156456800997e-13,0.4569006072359226,3.790107480088382e-12,1.3599188507597598e-14,4.1878975914404596e-09,2.9392301583035147e-12,7.138567699808292e-22,0.00010309406662533939,8.36856041663599e-13,2.2033642291368806e-19,6.443910251364663e-16,6.346797264192321e-15,9.128542894368908e-10,2.9330386459201886e-13,1.946385313507999e-22,2.928805771814844e-15,7.67179556640303e-15,6.834652951940459e-20,1.4677195249895367e-26,3.847757966357517e-15,0.0029384836473779264,6.8794837333299985e-15,9.501582537557855e-16,1.9308442299616869e-25,2.7065183998412674e-13,1.731749561306964e-14,8.56778940207611e-21,4.125102344136401e-15,2.084746996700061e-30,4.383954320591766e-30,1.5962892454255627e-24,2.9433383629726616e-23,3.2349480219299087e-22,6.804672105146957e-32,7.642806202587004e-31,7.581981686245474e-26,1.4468915973516277e-16,6.959491489275693e-32,3.373972573505844e-31,4.274666650160593e-24,3.896596453706999e-26,7.106957958278729e-32,4.1719660344762775e-35,5.346508665360753e-26,1.7488456866466058e-33,1.044030969230431e-34,5.724157156279531e-35,2.533755787075661e-34,4.533973383097717e-34,1.861799405375127e-36,1.2474118376627905e-42,2.0232079849995465e-22,1.566256447825534e-24,4.599561833333937e-44,5.018402181213382e-26,1.9439119371361618e-18,6.902202468736244e-20,6.882975716241654e-30,7.547090396844758e-41,8.934263022559187e-35,2.9991018634549367e-31
1.604308888310424e-05,0.0028733546784512542,0.0915567593028733,0.0,0.005414704192484647,0.44855259301839423,8.761379620703427e-13,0.4569006067767234,4.622291677758361e-12,1.523788176968985e-14,4.646203137025524e-09,3.6356553549680116e-12,9.749370130130992e-22,0.00010309406660786133,9.655048406308566e-13,2.433059704502195e-19,7.821556735002034e-16,7.058714293786824e-15,9.12854288829194e-10,3.26221278934366e-13,1.9463871402190458e-22,2.9634041809337475e-15,8.549246962807787e-15,7.617306243660961e-20,1.6385354198393967e-26,4.754678051629999e-15,0.002938483645377108,7.632344994403678e-15,1.1751614382831867e-15,2.277852199216522e-25,3.36620373005164e-13,2.027139295403742e-14,9.8202045362523e-21,4.909023657550209e-15,2.6209918258298318e-30,5.970895038886133e-30,2.0283158692519635e-24,3.27370855802074e-23,3.5980495079280253e-22,8.759382679160854e-32,1.0438024775397071e-30,9.505771542186994e-26,1.7018032777455325e-16,8.768848635188711e-32,4.543490653489646e-31,6.0164799784342694e-24,5.404923487313385e-26,9.288823180213574e-32,5.786885169428712e-35,8.863527397032899e-26,2.849327696474029e-33,1.4274301273695314e-34,9.48959899547263e-35,3.492190946972863e-34,6.949272327610567e-34,3.446612151009204e-36,2.3092010578812753e-42,2.7080478246728214e-22,2.0991433672937992e-24,8.514830229587145e-44,6.166074937061851e-26,2.429509782300522e-18,8.478020346798891e-20,8.45440401793136e-30,1.0310546853260648e-40,1.097401394574533e-34,3.693385029093562e-31
1.763079967619181e-05,0.0028733546784512542,0.0915567593028733,0.0,0.0054147041943295,0.44855259255979585,9.662038100534952e-13,0.456900606317769,5.5366960719660705e-12,1.6878699364311274e-14,5.104181816294965e-09,4.4058143631818645e-12,1.2911785187230148e-21,0.00010309406659029294,1.1014556596004144e-12,2.662684420308477e-19,9.332015985828336e-16,7.775769976117951e-15,9.128542882211001e-10,3.5913069892204296e-13,1.9463889656248583e-22,2.9979779143064657e-15,9.42937478762137e-15,8.402535439373901e-20,1.810437477853636e-26,5.7571599868794365e-15,0.002938483643373993,8.384669311073722e-15,1.4239721806729762e-15,2.6510158749161214e-25,4.0990461526089996e-13,2.3427940169625658e-14,1.110903002451048e-20,5.7318095789074e-15,3.2204090345925194e-30,7.889938364539835e-30,2.5137274935239523e-24,3.6040035599779916e-23,3.961068351487075e-22,1.107645330666157e-31,1.3823819580417945e-30,1.1652853704967213e-25,1.9679756399149797e-16,1.0793444097778993e-31,5.953370873295125e-31,8.183830242404193e-24,7.254732701445138e-26,1.184518590723953e-31,7.767418978234518e-35,1.3987670069324765e-25,4.4371356936463006e-33,1.8942584339698282e-34,1.4975683257384231e-34,4.667197465861717e-34,1.0281635393217349e-33,6.004423611077963e-36,4.0228606392605394e-42,3.518809945187001e-22,2.7304861541078932e-24,1.4833884942681134e-43,7.442666285040269e-26,2.9742563495638645e-18,1.0230549867963277e-19,1.0202051720421828e-29,1.3697009389415378e-40,1.3242501833277896e-34,4.467515396859949e-31
2.080622126236695e-05,0.0028733546784512542,0.0915567593028733,0.0,0.0054147041980034515,0.4485525916428514,1.14834948182393e-12,0.45690060540059396,7.612066226390935e-12,2.016658919487896e-14,6.0191595091508265e-09,6.166907760138045e-12,2.107546974746198e-21,0.00010309406655488519,1.3952758622103373e-12,3.1217301009268705e-19,1.2751213733356915e-15,9.225965717462335e-15,9.128542870037219e-10,4.2492336150591267e-13,1.9463926125244434e-22,3.067051424266323e-15,1.1197586424195519e-14,9.980655195755026e-20,2.1569319069849817e-26,8.048256934159702e-15,0.0029384836393608654,9.887708644109866e-15,1.992877155471277e-15,3.476086449889659e-25,5.785461016244762e-13,3.035227796647215e-14,1.3778358184032325e-20,7.475422603854807e-15,4.6099653702345314e-30,1.283404755261687e-29,3.645668498848419e-24,4.2643435626218045e-23,4.686831269688768e-22,1.6918264108367017e-31,2.2564152613958764e-30,1.6620896772060985e-25,2.528717676165297e-16,1.5492224553754622e-31,9.583901383728318e-31,1.398688525863483e-23,1.2108605539548275e-25,1.8178244559687702e-31,1.2964312699869073e-34,3.103979121104652e-25,9.663495724247144e-33,3.1110500945558987e-34,3.3232273467371482e-34,7.756696298421756e-34,2.0672690224097807e-33,1.584164459053086e-35,1.0613440371366006e-41,5.54545445113652e-22,4.310035332368859e-24,3.913666847125807e-43,1.03947122542796e-25,4.2468551392506835e-18,1.4282332010550795e-19,1.424254729280805e-29,2.2624760616074858e-40,1.8487160361802962e-34,6.263406353348331e-31
2.3981642848542088e-05,0.0028733546784512542,0.0915567593028733,0.0,0.005414704201656391,0.4485525907262431,1.3333323669810663e-12,0.4569006044843962,1.0016027372018561e-11,2.3462554897732286e-14,6.932832534582775e-09,8.22164200488372e-12,3.198275371362604e-21,0.00010309406651911597,1.718327041741782e-12,3.580520191157024e-19,1.6701198375746896e-15,1.0698824253040276e-14,9.128542857847529e-10,4.906773315293055e-13,1.9463962542140576e-22,3.1360264424529236e-15,1.2976278976948515e-14,1.1568875121431064e-19,2.5062387413573975e-26,1.0719922796619135e-14,0.002938483635338535,1.1388604795092807e-14,2.6565900628882612e-15,4.40660155276425e-25,7.768264400940827e-13,3.8097042993211914e-14,1.6545986321563094e-20,9.324458707622957e-15,6.255710472202928e-30,1.942682318447152e-29,4.993946118011563e-24,4.924308931725385e-23,5.412182439182973e-22,2.456151564328377e-31,3.424188142934956e-30,2.2493665972183444e-25,3.119980155761727e-16,2.1063174866872788e-31,1.4445814108145007e-30,2.2069398353383393e-23,1.8713312298357417e-25,2.629627660069794e-31,2.0035774041589012e-34,6.123101943726009e-25,1.8829796707969417e-32,4.760756677481672e-34,6.5556045676404835e-34,1.1982485142782134e-33,3.800368441464202e-33,3.614287988755773e-35,2.4214404977050344e-41,8.15332167935964e-22,6.344321947835392e-24,8.929072444258807e-43,1.3898829437248403e-25,5.773063903018509e-18,1.9090827321805906e-19,1.9037648162554296e-29,3.4921698556584394e-40,2.4711314466466176e-34,8.402823223636296e-31
2.7157064434717227e-05,0.0028733546784512542,0.0915567593028733,0.0,0.0054147042052883265,0.4485525898099704,1.521352828494601e-12,0.456900603569174,1.2748403243877032e-11,2.6766455480744132e-14,7.845202754137196e-09,1.0569123743426567e-11,4.596435615865445e-21,0.00010309406648298542,2.0705961583315036e-12,4.039075981635116e-19,2.11816882494015e-15,1.2195949616847415e-14,9.128542845641925e-10,5.56388535401533e-13,1.9463998907010123e-22,3.2049031093962085e-15,1.4765313608940474e-14,1.3167069318563344e-19,2.8576143111784536e-26,1.3770999217141696e-14,0.0029384836313070067,1.2887360821764426e-14,3.4148203471668294e-15,5.443099881415082e-25,1.0049930612685547e-12,4.6668721030042336e-14,1.9388933050336625e-20,1.1254628179184402e-14,8.159847716613585e-30,2.7865445160347235e-29,6.560300721905353e-24,5.583855648891869e-23,6.137073480472091e-22,3.4222932486336152e-31,4.921108571471987e-30,2.927836283584363e-25,3.7347132519210364e-16,2.7513281973442557e-31,2.0720772455440878e-30,3.282013756044057e-23,2.7319274896842007e-25,3.6385829185666667e-31,2.924992464634288e-34,1.105915897337709e-24,3.3720652488899014e-32,6.911180632257802e-34,1.1840317778992138e-33,1.7525972067825333e-33,6.516354607437949e-33,7.396544413924346e-35,4.955376418483275e-41,1.1387413981307876e-21,8.868676335154281e-24,1.827310984629815e-42,1.7979426460583946e-25,7.56429460363503e-18,2.468947799351619e-19,2.4620703369285075e-29,5.121110204092822e-40,3.195825198610517e-34,1.090168720779524e-30
3.0332486020892366e-05,0.0028733546784512542,0.0915567593028733,0.0,0.005414704208899282,0.44855258889403327,1.7126317972518204e-12,0.45690060265492627,1.580903350231334e-11,3.007807517929255e-14,8.756272026426829e-09,1.3208437255280666e-11,6.333023944489992e-21,0.00010309406644649396,2.4520468970716256e-12,4.497420510976138e-19,2.619242767050781e-15,1.3719109395513292e-14,9.128542833420431e-10,6.220527018102842e-13,1.9464035219926093e-22,3.2736815654046352e-15,1.6564544543799227e-14,1.4775105655197795e-19,3.210481525808346e-26,1.720029881883015e-14,0.00293848362726629,1.4383979777094468e-14,4.267270708709586e-15,6.586109999902781e-25,1.2632907816638125e-12,5.60737134323e-14,2.228936109088816e-20,1.324707778036675e-14,1.0324558599819044e-29,3.8334723156753e-29,8.346438772896955e-24,6.242938418690044e-23,6.861454610497235e-22,4.610563300452431e-31,6.780362228143345e-30,3.6982077021528906e-25,4.36744504019206e-16,3.484941356937778e-31,2.8591838384521433e-30,4.663093853946132e-23,3.817535256315194e-25,4.863225837929892e-31,4.087321362708124e-34,1.8653142021437493e-24,5.652623789633221e-32,9.63204121197861e-34,1.997069841446247e-33,2.4569811300697823e-33,1.0567070042575717e-32,1.3918890220020813e-34,9.325026728425697e-41,1.5289329610414049e-21,1.1915742088432078e-23,3.43865185393379e-42,2.2661027904048246e-25,9.632014353495212e-18,3.1111885280162776e-19,3.1025220572414134e-29,7.2148626784666724e-40,4.027146665145395e-34,1.377585771796477e-30
3.350790760706751e-05,0.0028733546784512542,0.0915567593028733,0.0,0.005414704212489296,0.4485525879784311,1.9074106351700392e-12,0.4569006017416514,1.9197774836325676e-11,3.339713320191777e-14,9.666042207200575e-09,1.61386457621958e-11,8.437100159603079e-21,0.00010309406640964224,2.8626197905040704e-12,4.9555780131277e-19,3.173318863738442e-15,1.527023360088523e-14,9.128542821183091e-10,6.876654433944096e-13,1.946407148096141e-22,3.3423619505704965e-15,1.8373821336935605e-14,1.6392847789647499e-19,3.564390781990214e-26,2.100660691265618e-14,0.0029384836232164042,1.587846470938443e-14,5.213637414756881e-15,7.836150802883767e-25,1.5519617799160737e-12,6.631834071676374e-14,2.5233370089661318e-20,1.528711495488408e-14,1.2751918533457116e-29,5.100791784816373e-29,1.0353991497149793e-23,6.901511322170985e-23,7.585275360903263e-22,6.04000425788594e-31,9.03306157872078e-30,4.561143966527027e-25,5.013911208094322e-16,4.307805091198509e-31,3.824335975676935e-30,6.389657688760825e-23,5.153179146303021e-25,6.322168342013499e-31,5.517357560068482e-34,2.978945955339322e-24,8.985828633053511e-32,1.2995390845094202e-33,3.189362473369964e-33,3.329753658569956e-33,1.6369953836504575e-32,2.4503326560215805e-34,1.6416056284808907e-40,1.989833080778547e-21,1.5516319635785269e-23,6.053529300926893e-42,2.796826620248685e-25,1.1987742829285106e-17,3.83917982495244e-19,3.828485483307111e-29,9.842148906392304e-40,4.969464352382866e-34,1.704116827081609e-30
3.6683329193242646e-05,0.0028733546784512542,0.0915567593028733,0.0,0.005414704216058421,0.4485525870631637,2.1059509760922473e-12,0.4569006008293482,2.2914501677044164e-11,3.672337228983191e-14,1.0574515149393702e-08,1.9358792188066898e-11,1.0935916995758648e-20,0.0001030940663724313,3.3022323478911033e-12,5.413573636031979e-19,3.780377194232684e-15,1.6851413416961844e-14,9.128542808929969e-10,7.53222473734922e-13,1.9464107690188996e-22,3.410944404773673e-15,2.0192995652049983e-14,1.802016120288736e-19,3.9189924153870336e-26,2.5188682516787905e-14,0.0029384836191573742,1.737081866234193e-14,6.253610466522043e-15,9.193732755782612e-25,1.87124554948875e-12,7.740885475512183e-14,2.8210145902032574e-20,1.736330876141705e-14,1.5443963315861957e-29,6.604752160141867e-29,1.2584517678193467e-23,7.559529876735891e-23,8.30848684199288e-22,7.728474341991696e-31,1.1708384377535366e-29,5.517292690109296e-25,5.670794106486205e-16,5.22054689776224e-31,4.9860954150169974e-30,8.501465553085086e-23,6.764298098118809e-25,8.034316596420721e-31,7.242338172396707e-34,4.5499501663523886e-24,1.3676058667790911e-31,1.707600002150366e-33,4.8713338607915876e-33,4.389381279810059e-33,2.4409817781009473e-32,4.085481575350405e-34,2.7370690928349532e-40,2.525194723677869e-21,1.9699842856041456e-23,1.009315306128571e-41,3.392588137514338e-25,1.4643050225181083e-17,4.6563113493062045e-19,4.643340832530109e-29,1.30749325087612e-39,6.027165862024781e-34,2.071344927455713e-30
3.9858750779417785e-05,0.0028733546784512542,0.0915567593028733,0.0,0.0054147042196067245,0.4485525861482309,2.308534553447795e-12,0.4569005999180152,2.6959106639716988e-11,4.005656319836544e-14,1.1481692703164061e-08,2.2867899966480855e-11,1.3855028866731053e-20,0.00010309406633486234,3.770779230490892e-12,5.871433130765659e-19,4.4404007840599815e-15,1.8464899796822856e-14,9.128542796661163e-10,8.187195906259291e-13,1.9464143847681756e-22,3.4794290676844077e-15,2.202192091388388e-14,1.9656912891566942e-19,4.274017243862891e-26,2.974525940137095e-14,0.0029384836150892365,1.8861044675135145e-14,7.386873804062437e-15,1.0659357879123565e-24,2.22137889704423e-12,8.935143783843039e-14,3.1211359754938875e-20,1.946685488797455e-14,1.8402660280681445e-29,8.360590050827025e-29,1.5039513460131415e-23,8.216950785819359e-23,9.031041467608909e-22,9.692718723134794e-31,1.483369009593914e-29,6.567270630847145e-25,6.335538448931868e-16,6.223766337971632e-31,6.363144635710707e-30,1.1038550145485713e-22,8.676982924112396e-25,1.0019035453139896e-30,9.29019830476455e-34,6.696386880709796e-24,2.007155200151833e-31,2.1951748923576647e-33,7.169383167805528e-33,5.65441560314483e-33,3.5239991611736317e-32,6.5104348367681306e-34,4.361656978308884e-40,3.1386352217244784e-21,2.4494676232731291e-23,1.6083982851102827e-41,4.0558715821705898e-25,1.7609555690353925e-17,5.565986791242761e-19,5.550482314265692e-29,1.6988366802160424e-39,7.204656957622663e-34,2.4808539302360856e-30
4.3034172365592924e-05,0.0028733546784512542,0.0915567593028733,0.0,0.005414704223134288,0.4485525852336323,2.5154629462337767e-12,0.456900599007651,3.1331500931332956e-11,4.3396474326241436e-14,1.2387576715931885e-08,2.6664974053543553e-11,1.7218421156103695e-20,0.00010309406629693685,4.268132520199603e-12,6.329182572111165e-19,5.153375666845977e-15,2.011310142696512e-14,9.128542784376788e-10,8.841526118631226e-13,1.9464179953512546e-22,3.5478160787662965e-15,2.3860450293142107e-14,2.1302969577524545e-19,4.6292555627856225e-26,3.4675047390848764e-14,0.0029384836110120344,2.034914578245195e-14,8.61310557278439e-15,1.2233519468697371e-24,2.6025959536204184e-12,1.0215219879375219e-13,3.4230519606805556e-20,2.1590890146686846e-14,2.1629905678666238e-29,1.0382606522596456e-28,1.7720407860843338e-23,8.873731205701462e-23,9.752892149304324e-22,1.1948454207552387e-30,1.843465834543021e-29,7.711662486691127e-25,7.00615234808446e-16,7.318033616462477e-31,7.974280050632694e-30,1.4041202544692187e-22,1.0918266865600374e-24,1.2296359475536506e-30,1.1689882135363025e-33,9.551447789047171e-24,2.8565024857738805e-31,2.7704047172079028e-33,1.0226110020807464e-32,7.14348603884592e-33,4.948344057417176e-32,9.986162097922416e-34,6.69020361206105e-40,3.833675465929439e-21,2.99284244137365e-23,2.467074237083991e-41,4.789170929357625e-25,2.0898925120335952e-17,6.571623179198736e-19,6.55331743900159e-29,2.1660781709362166e-39,8.50636066787972e-34,2.934229706509331e-30
4.93850155379432e-05,0.0028733546784512542,0.0915567593028733,0.0,0.0054147042301275925,0.44855258340543663,2.9436582023256657e-12,0.45690059718982345,4.1059395706449354e-11,5.009549657644174e-14,1.4195471494577985e-08,3.51189519979715e-11,2.536667005051246e-20,0.000103094066220024,5.348635330947151e-12,7.244456373075273e-19,6.738138541729002e-15,2.352406171650881e-14,9.128542759761922e-10,1.0148098271960037e-12,1.9464252010479532e-22,3.6842977022740856e-15,2.756573492222596e-14,2.4622465337530673e-19,5.33976922262565e-26,4.564898068016099e-14,0.002938483602830638,2.3318985397195642e-14,1.1343158934562617e-14,1.570938236160038e-24,3.459204359489155e-12,1.3035232692758197e-13,4.0303977625971484e-20,2.5880656909687547e-14,2.8897362007199276e-29,1.527801685746662e-28,2.376526789890667e-23,1.0185202093286717e-22,1.1194296503803999e-21,1.739246916008309e-30,2.7158465463721943e-29,1.0285906783304227e-24,8.359250803196233e-16,9.781868256820308e-31,1.1974538217350956e-29,2.1605599970190744e-22,1.6500686500239049e-24,1.781321360611382e-30,1.766683770383798e-33,1.799612919882019e-23,5.3639935813226845e-31,4.2184096761931865e-33,1.926727771313515e-32,1.0868645543556616e-32,9.105204618785805e-32,2.1395585259553003e-33,1.4333879191891437e-39,5.482254298262903e-21,4.282005666092097e-23,5.285764144504131e-41,6.475840199945496e-25,2.8493142779369305e-17,8.8845112669393e-19,8.859762840248184e-29,3.361185378594558e-39,1.1500181355246107e-33,3.9789378545254186e-30
5.510077439305845e-05,0.0028733546784512542,0.0915567593028733,0.0,0.005414704236351741,0.44855258176120105,3.347315641830811e-12,0.45690059555707824,5.0935033507497384e-11,5.6145183441871836e-14,1.5818171363198564e-08,4.370203778608193e-11,3.443132781132583e-20,0.00010309406614960394,6.417869884111601e-12,8.068088991496498e-19,8.345440451117665e-15,2.6739970995649376e-14,9.128542737556959e-10,1.1321410314567661e-12,1.9464316685796282e-22,3.806798589104511e-15,3.0931871066524783e-14,2.7640502754163444e-19,5.978677800101606e-26,5.678849717424462e-14,0.0029384835954369584,2.5984604227197647e-14,1.4114817295543123e-14,1.921362818573008e-24,4.338752344010281e-12,1.587272155045212e-13,4.5791656670563236e-20,2.9769427092132837e-14,3.637438253636618e-29,2.0720499676481467e-28,2.999117599895482e-23,1.136291784947895e-22,1.248869399450733e-21,2.3427760254924487e-30,3.6863412753548113e-29,1.2930958002302752e-24,9.58489724492026e-16,1.2315895336157546e-30,1.6566067371726932e-29,3.0414878080755263e-22,2.2946708766196603e-24,2.3999357169979152e-30,2.4568438289341705e-33,2.9667722423529497e-23,8.823840523833126e-31,5.911815984567935e-33,3.17632886996487e-32,1.517585943623235e-32,1.4782521479034058e-31,3.899445551255489e-33,2.6124121969360856e-39,7.279020255041197e-21,5.687393830813573e-23,9.63355259737211e-41,8.2585039163314285e-25,3.655005908670028e-17,1.1328833413839166e-18,1.129727619388645e-28,4.7814541006422284e-39,1.466413134788838e-33,5.0851671492041194e-30
6.08165332481737e-05,0.0028733546784512542,0.0915567593028733,0.0,0.0054147042425105926,0.4485525801180448,3.770618345060167e-12,0.4569005939274505,6.187218288158504e-11,6.221297841126347e-14,1.7436708767173505e-08,5.3201877368341206e-11,4.524643904723598e-20,0.00010309406607806464,7.57744614586271e-12,8.891769192874233e-19,1.0124225455392775e-14,3.011279374333123e-14,9.128542715304446e-10,1.2492018426780505e-12,1.946438119486021e-22,3.928985243672017e-15,3.4326868279634315e-14,3.068663777752678e-19,6.616631216044598e-26,6.911613945046428e-14,0.00293848358801492,2.8643385357537386e-14,1.7182440027055002e-14,2.3076818715034814e-24,5.3225308990273354e-12,1.8997432912917353e-13,5.1286373134423056e-20,3.3670536091528945e-14,4.4748429334941364e-29,2.721082603864393e-28,3.6968199475329336e-23,1.253792221850583e-22,1.3780111473227301e-21,3.0611252590198327e-30,4.8442458251569284e-29,1.588980203821116e-24,1.0813876251434435e-15,1.5152603811783564e-30,2.2213027400131857e-29,4.136978360379814e-22,3.09430200602587e-24,3.149200235905777e-30,3.3129904149302015e-33,4.6402021244373074e-23,1.3778580223485058e-30,8.036610915001021e-33,4.967960724334155e-32,2.05017404333961e-32,2.2855751948325383e-31,6.665043126997851e-33,4.46520361304659e-39,9.392183286425921e-21,7.340563299899453e-23,1.6465941891876884e-40,1.0307213775659019e-24,4.58364304956999e-17,1.41377700828946e-18,1.4098388427115982e-28,6.583967681209336e-39,1.8300041285499852e-33,6.358322261342173e-30
6.653229210328895e-05,0.0028733546784512542,0.0915567593028733,0.0,0.005414704248605119,0.44855257847596663,4.216003476852779e-12,0.4569005923009324,7.387099571571128e-11,6.829759258817375e-14,1.9051094384145912e-08,6.361207385998872e-11,5.790669653136528e-20,0.0001030940660054247,8.825842702536995e-12,9.715642660364063e-19,1.2074520201674718e-14,3.366196712002023e-14,9.128542693005884e-10,1.365970104709742e-12,1.9464445538095374e-22,4.050858472043224e-15,3.774990437191363e-14,3.3760121924736204e-19,7.253375954248286e-26,8.262361390966828e-14,0.002938483580565028,3.1295346328256895e-14,2.054396116151023e-14,2.7301531649913757e-24,6.411809588770614e-12,2.2412673671654642e-13,5.678020454151446e-20,3.7575598590457294e-14,5.402864158562718e-29,3.4805456950396094e-28,4.4702349295683877e-23,1.3709991861066149e-22,1.5068303473388248e-21,3.9004990022634874e-30,6.19969834383761e-29,1.916491533954993e-24,1.2043754674174872e-15,1.8294404974694676e-30,2.902848383990443e-29,5.471311791602266e-22,4.07077329667893e-24,4.045155153443751e-30,4.358476581446595e-33,6.952329653144542e-23,2.0618173882362835e-30,1.0659022083901932e-32,7.443404351030896e-32,2.695702176879158e-32,3.39415755611879e-31,1.0809889399414747e-32,7.24201038250673e-39,1.184043210554236e-20,9.256162657940423e-23,2.670575541094442e-40,1.2636820538481993e-24,5.642175228607987e-17,1.733166847233365e-18,1.728339006261838e-28,8.825836429180017e-39,2.2434248742334373e-33,7.807760380412423e-30
7.224805095840421e-05,0.0028733546784512542,0.0915567593028733,0.0,0.0054147042546364215,0.4485525768349657,4.686089306905533e-12,0.45690059067751576,8.693180785534196e-11,7.439772290442713e-14,2.0661338864194537e-08,7.492607877324032e-11,7.249662582378018e-20,0.00010309406593170451,1.0161329863511334e-11,1.0539849600349443e-18,1.4196380975420213e-14,3.7408366495764065e-14,9.128542670663018e-10,1.4824244273578064e-12,1.9464509715925576e-22,4.172419078204252e-15,4.120017032930883e-14,3.686021803738688e-19,7.888761615877286e-26,9.730243056355744e-14,0.0029384835730878775,3.394050463415032e-14,2.419726608585311e-14,3.1890261740371536e-24,7.607830824310777e-12,2.612167855726036e-13,6.226841299516812e-20,4.14795948765157e-14,6.422359083547717e-29,4.355478966197955e-28,5.319897670556128e-23,1.4878911558539958e-22,1.6353033453644442e-21,4.866435333167821e-30,7.76174844124112e-29,2.2758476222620158e-24,1.327307620904759e-15,2.1743431379711935e-30,3.7126285196390164e-29,7.068949127097023e-22,5.248314663326663e-24,5.105587229226445e-30,5.619244979032986e-33,1.0051037455743838e-22,2.9778010398185478e-30,1.3852824070374862e-32,1.0760988002685897e-31,3.465271003964386e-32,4.872857648912578e-31,1.6783888718990996e-32,1.1244241447217785e-38,1.464207734463948e-20,1.144854389528611e-22,4.146447871982971e-40,1.526224916169343e-24,6.83758762406306e-17,2.0930977410847416e-18,2.0872672970576464e-28,1.1567417158628018e-38,2.7093222843778517e-33,9.44286764416665e-30
7.796380981351946e-05,0.0028733546784512542,0.0915567593028733,0.0,0.005414704260605708,0.4485525751950408,5.183666515665012e-12,0.45690058905719283,1.0105513171956555e-10,8.051212880805513e-14,2.2267452829983036e-08,8.713720142863871e-11,8.909169571459035e-20,0.00010309406585692728,1.1581978948091926e-11,1.1364523752328428e-18,1.648989249309342e-14,4.137423613010074e-14,9.128542648277782e-10,1.5985444426637544e-12,1.9464573728774383e-22,4.293667864071861e-15,4.4676878238218846e-14,3.9986207358681156e-19,8.522694833405429e-26,1.1314391527092473e-13,0.0029384835655841377,3.657887772499575e-14,2.8140194448658023e-14,3.684542412535864e-24,8.911810286193572e-12,3.0127612722759904e-13,6.774802200654226e-20,4.537936678578551e-14,7.534141112128142e-29,5.350382070291926e-28,6.246281971741522e-23,1.6044476588354756e-22,1.7634076408588843e-21,5.963878828565684e-30,9.538476077005116e-29,2.6672411245081524e-24,1.4500924853246086e-15,2.5501571164177594e-30,4.662097438324031e-29,8.954511701096383e-22,6.653807484919575e-24,6.350201948634346e-30,7.124077110392892e-33,1.4099357700220239e-22,4.173800663161398e-30,1.7700396899086393e-32,1.5095259554340384e-31,4.370001919737632e-32,6.79759700164174e-31,2.511737073061509e-32,1.6827185817927462e-38,1.7815096417400285e-20,1.3931797851670387e-22,6.2052287522542865e-40,1.8198493137386545e-24,8.176898189890785e-17,2.4956239612077857e-18,2.488672264473459e-28,1.4872295836023064e-38,3.230355424049947e-33,1.1273057546761824e-29
