Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(318),SX(259),SX(262),SX(450),C2HOX(465),C2H6O(236)
23.400023168196046,0.00053584454179025,0.0915567593028733,0.0,0.0003940856903838787,0.44755178816635516,1.1282041624702838e-05,0.4561833721087221,0.001416384669702393,4.813424678142978e-12,2.6799396231251756e-06,1.2555408643942692e-06,3.956790983351061e-14,1.9477787140009755e-05,9.142669861602075e-11,4.559583818297694e-17,1.1144057534145765e-07,8.49574070217553e-08,2.2853349368076743e-10,3.853751772771194e-11,3.1303324250736756e-23,2.5192933329222923e-14,2.7111183056778575e-12,7.036298130760623e-17,1.9070828506070336e-24,1.0729465845528548e-09,0.001155539750286796,2.2462537368979157e-12,9.859804577995875e-11,9.645085436196753e-18,0.0006942468225621716,7.689177799880737e-06,1.7226224153762127e-18,8.231727062368427e-12,1.5809855340376112e-20,2.9136664959859397e-23,2.2518709580680227e-15,3.794928690511621e-21,1.5375555511669507e-20,5.207231375674028e-25,1.2323086350362726e-23,2.7716175499361965e-17,1.0174473780840132e-13,1.2024306778282062e-22,9.13739192077525e-18,1.4778008458275394e-10,1.707295362521899e-14
23.580494559706004,0.00053584454179025,0.0915567593028733,0.0,0.0003940846963607814,0.447529858208234,1.1279787449890673e-05,0.45617787649674474,0.001427377654392845,4.813345202673565e-12,2.679796041235067e-06,1.2554733836925572e-06,3.956603783208175e-14,1.947726080146423e-05,9.140694680697568e-11,4.574970194093223e-17,1.1230521563582187e-07,8.494021810970353e-08,2.2853016408599768e-10,3.853672473348646e-11,3.13021037931138e-23,2.519213722915336e-14,2.7110919174500215e-12,7.03607463313159e-17,1.9069727946872492e-24,1.0728862114161188e-09,0.0011554802145083592,2.24612772486341e-12,9.859491340365329e-11,9.720838326251596e-18,0.0006996847075334163,7.749385851689792e-06,1.7225250372237384e-18,8.23108136344741e-12,1.5876542139734857e-20,2.9135926817822215e-23,2.262257482433272e-15,3.794757774681704e-21,1.5375239723704948e-20,5.2068117181579575e-25,1.2322472249865176e-23,2.784370403268738e-17,1.0173649280166589e-13,1.2082224709671485e-22,9.181959222540135e-18,1.4850451398709364e-10,1.7206587240763358e-14
23.76096595121596,0.00053584454179025,0.0915567593028733,0.0,0.00039408370240270456,0.44750792953828156,1.127753413745152e-05,0.45617238120710335,0.0014383699935738587,4.8132657358317e-12,2.6796524691213085e-06,1.2554059076902304e-06,3.956416598683489e-14,1.9476734484879317e-05,9.138720256734621e-11,4.590356347419418e-17,1.1316980079717029e-07,8.492303579120878e-08,2.2852683470430744e-10,3.853593180355078e-11,3.1300883412715505e-23,2.519134117181485e-14,2.711065533132705e-12,7.035851148046481e-17,1.9068627467254584e-24,1.0728258427631184e-09,0.0011554206825320488,2.246001722000928e-12,9.859178120320212e-11,9.796590103696775e-18,0.0007051222731264997,7.809590063667064e-06,1.72242766618631e-18,8.230435723536631e-12,1.594319981009178e-20,2.913518874195628e-23,2.272634141377321e-15,3.7945868721713866e-21,1.5374923961337334e-20,5.2063922032509605e-25,1.2321858202983836e-23,2.797111135105082e-17,1.0172824858300116e-13,1.2140078629856752e-22,9.226478007468987e-18,1.4922819414057706e-10,1.7340211740114014e-14
23.94143734272592,0.00053584454179025,0.0915567593028733,0.0,0.0003940827085095955,0.4474860021563968,1.1275281686821424e-05,0.4561668862397732,0.0014493616872957656,4.81318627761594e-12,2.6795089067830327e-06,1.2553384363864132e-06,3.9562294297789774e-14,1.9476208190251596e-05,9.136746589176425e-11,4.605742278317923e-17,1.140343308307395e-07,8.490586006195627e-08,2.285235055356671e-10,3.853513893794407e-11,3.1299663109530584e-23,2.5190545157199778e-14,2.7110391527231844e-12,7.035627675502226e-17,1.9067527067206774e-24,1.0727654785931285e-09,0.0011553611543575317,2.2458757283091082e-12,9.858864917854291e-11,9.872340768742282e-18,0.0007105595193664743,7.869790436179624e-06,1.7223303022630135e-18,8.22979014262807e-12,1.6009828435134335e-20,2.9134450732271345e-23,2.2830011591796553e-15,3.794415982984154e-21,1.5374608224581525e-20,5.20597283086558e-25,1.2321244209721065e-23,2.809840018463395e-17,1.0172000515230092e-13,1.2197870263202451e-22,9.270949650830298e-18,1.4995114704319445e-10,1.7473827124157157e-14
24.121908734235877,0.00053584454179025,0.0915567593028733,0.0,0.00039408171468148555,0.4474640760624791,1.1273030097439344e-05,0.4561613915947294,0.001460352735608893,4.813106828018116e-12,2.6793653542193667e-06,1.2552709697799601e-06,3.956042276481197e-14,1.947568191758073e-05,9.134773677597746e-11,4.62112798680423e-17,1.1489880574082904e-07,8.48886909176699e-08,2.2852017658006423e-10,3.853434613657203e-11,3.129844288355523e-23,2.518974918530811e-14,2.7110127762184174e-12,7.035404215493099e-17,1.9066426746723618e-24,1.0727051189049767e-09,0.0011553016299844542,2.2457497437874855e-12,9.858551732961481e-11,9.948090321472994e-18,0.0007159964462784562,7.929986969528615e-06,1.7222329454533469e-18,8.229144620716791e-12,1.607642809274137e-20,2.913371278868485e-23,2.2933587420990477e-15,3.794245107109383e-21,1.537429251340068e-20,5.205553600903197e-25,1.2320630270036782e-23,2.82255730379683e-17,1.0171176250948637e-13,1.2255601224598002e-22,9.315375463967315e-18,1.5067339403728541e-10,1.7607433393767628e-14
24.302380125745835,0.00053584454179025,0.0915567593028733,0.0,0.00039408072091832357,0.44744215125642756,1.1270779368748223e-05,0.45615589727194683,0.0014713431385635558,4.813027387037106e-12,2.6792218114294374e-06,1.2552035078700466e-06,3.9558551387926805e-14,1.9475155666863367e-05,9.132801521464951e-11,4.6365134729199794e-17,1.1576322553267763e-07,8.487152835408679e-08,2.2851684783746921e-10,3.853355339947796e-11,3.1297222734778257e-23,2.5188953256132373e-14,2.710986403615846e-12,7.035180768016362e-17,1.9065326505795304e-24,1.0726447636979753e-09,0.001155242109412482,2.2456237684347087e-12,9.858238565635983e-11,1.0023838762098613e-17,0.0007214330538874888,7.990179664081242e-06,1.7221355957564003e-18,8.228499157794807e-12,1.614299886126947e-20,2.913297491121088e-23,2.3037070969858676e-15,3.794074244550979e-21,1.537397682781133e-20,5.205134513277997e-25,1.2320016383935176e-23,2.835263242938721e-17,1.0170352065445156e-13,1.2313273102699161e-22,9.359756712899629e-18,1.5139495536053678e-10,1.7741030549832078e-14
24.482851517255792,0.00053584454179025,0.0915567593028733,0.0,0.00039407972722014,0.44742022773814133,1.126852950019374e-05,0.45615040327140083,0.0014823328962100656,4.812947954664791e-12,2.6790782784123717e-06,1.2551360506555603e-06,3.955668016699957e-14,1.9474629438099156e-05,9.13083012035972e-11,4.651898736680743e-17,1.1662759021057988e-07,8.48543723669818e-08,2.2851351930786984e-10,3.8532760726566097e-11,3.129600266319582e-23,2.518815736967244e-14,2.7109600349124854e-12,7.034957333066435e-17,1.9064226344416337e-24,1.0725844129709875e-09,0.0011551825926412655,2.245497802250303e-12,9.857925415871955e-11,1.009958609070423e-17,0.0007268693422186797,8.050368520138305e-06,1.722038253171669e-18,8.227853753857123e-12,1.6209540813410195e-20,2.913223709976655e-23,2.3140464132192992e-15,3.7939033952981655e-21,1.537366116777602e-20,5.204715567892373e-25,1.2319402551376015e-23,2.8479580658243256e-17,1.0169527958711732e-13,1.2370887380933474e-22,9.40409460309189e-18,1.5211585064605255e-10,1.7874618593224542e-14
24.66332290876575,0.00053584454179025,0.0915567593028733,0.0,0.0003940787335868856,0.4473983055075198,1.1266280491225224e-05,0.4561449095930663,0.001493322008598722,4.8128685309003615e-12,2.678934755167297e-06,1.2550685981357248e-06,3.955480910206115e-14,1.9474103231284788e-05,9.12885947375112e-11,4.667283778128141e-17,1.1749189977977634e-07,8.483722295214016e-08,2.2851019099123696e-10,3.8531968117883913e-11,3.129478266879684e-23,2.5187361525920937e-14,2.7109336701059303e-12,7.0347339106409e-17,1.906312626257699e-24,1.0725240667233619e-09,0.0011551230796704689,2.2453718452329323e-12,9.857612283664009e-11,1.0175332307499164e-17,0.0007323053112970641,8.110553538067117e-06,1.7219409176982491e-18,8.22720840889582e-12,1.6276054022615757e-20,2.9131499354370193e-23,2.324376881619602e-15,3.7937325593552685e-21,1.537334553331298e-20,5.2042967646620685e-25,1.2318788772365313e-23,2.8606420048024103e-17,1.0168703930737837e-13,1.2428445523156843e-22,9.448390300111486e-18,1.5283609851139908e-10,1.800819752483207e-14
24.843794300275707,0.00053584454179025,0.0915567593028733,0.0,0.00039407774001858965,0.447376384564462,1.1264032341294594e-05,0.45613941623691856,0.0015043104757798216,4.81278911573573e-12,2.678791241693342e-06,1.255001150309459e-06,3.955293819297635e-14,1.947357704641989e-05,9.126889581227499e-11,4.6826685972778186e-17,1.183561542445569e-07,8.482008010538411e-08,2.2850686288755831e-10,3.8531175573334e-11,3.129356275157742e-23,2.518656572487768e-14,2.7109073091932476e-12,7.034510500734313e-17,1.9062026260271725e-24,1.072463724953995e-09,0.0011550635704997455,2.245245897382111e-12,9.85729916900653e-11,1.0251077412568711e-17,0.0007377409611477413,8.170734718168146e-06,1.7218435893356332e-18,8.22656312290585e-12,1.6342538556810208e-20,2.913076167493841e-23,2.3346986760593618e-15,3.793561736711342e-21,1.5373029924384077e-20,5.203878103490382e-25,1.2318175046862614e-23,2.873315270959644e-17,1.0167879981515528e-13,1.2485948892003145e-22,9.49264491211315e-18,1.5355571701833894e-10,1.814176734552797e-14
25.024265691785665,0.00053584454179025,0.0915567593028733,0.0,0.00039407674651520473,0.4473544649088674,1.12617850498571e-05,0.45613392320293267,0.0015152982978036494,4.8127097091703935e-12,2.6786477379896325e-06,1.2549337071760315e-06,3.955106743978148e-14,1.947305088350122e-05,9.12492044226021e-11,4.69805319417138e-17,1.1922035361016396e-07,8.480294382254344e-08,2.2850353499680532e-10,3.853038309296805e-11,3.129234291152663e-23,2.5185769966535412e-14,2.71088095217218e-12,7.034287103344559e-17,1.9060926337490883e-24,1.0724033876622705e-09,0.00115500406512876,2.2451199586965173e-12,9.856986071894511e-11,1.032682140612185e-17,0.0007431762917957381,8.230912060808818e-06,1.7217462680829247e-18,8.225917895879352e-12,1.6408994484933468e-20,2.9130024061493725e-23,2.34501197261453e-15,3.7933909273711364e-21,1.5372714341009233e-20,5.203459584294541e-25,1.2317561374875724e-23,2.8859780787229083e-17,1.0167056111034319e-13,1.2543398836555034e-22,9.536859512297588e-18,1.5427472329500985e-10,1.8275328056199635e-14
25.204737083295623,0.00053584454179025,0.0915567593028733,0.0,0.0003940757530767593,0.44733254654063503,1.125953861637045e-05,0.45612843049108376,0.0015262854747204856,4.8126303111962705e-12,2.6785042440552947e-06,1.2548662687343863e-06,3.954919684234038e-14,1.94725247425284e-05,9.122952056444053e-11,4.713437568824557e-17,1.2008449788088285e-07,8.478581409948435e-08,2.2850020731896574e-10,3.85295906766867e-11,3.129112314864048e-23,2.518497425089387e-14,2.7108545990398365e-12,7.034063718466306e-17,1.9059826494228848e-24,1.072343054847112e-09,0.0011549445635571684,2.2449940291756546e-12,9.856672992322526e-11,1.0402564288244146e-17,0.0007486113032661455,8.29108556628929e-06,1.7216489539396102e-18,8.225272727811198e-12,1.647542187052787e-20,2.912928651395193e-23,2.3553169309128686e-15,3.793220131323502e-21,1.5372398783149523e-20,5.203041206978628e-25,1.2316947756363815e-23,2.898630621864369e-17,1.0166232319286242e-13,1.2600796608457427e-22,9.581035119385214e-18,1.5499313395858318e-10,1.840887965771973e-14
25.38520847480558,0.00053584454179025,0.0915567593028733,0.0,0.00039407475970320736,0.4473106294596644,1.1257293040295389e-05,0.45612293810134685,0.0015372720065806008,4.8125509218131605e-12,2.6783607598894537e-06,1.2547988349838362e-06,3.954732640069482e-14,1.9471998623498225e-05,9.120984423252216e-11,4.728821721278914e-17,1.2094858706195757e-07,8.476869093207806e-08,2.284968798540112e-10,3.85287983245459e-11,3.1289903462908173e-23,2.518417857794589e-14,2.7108282497940993e-12,7.033840346097724e-17,1.9058726730476027e-24,1.0722827265079364e-09,0.001154885065784634,2.244868108818214e-12,9.856359930285949e-11,1.047830605914417e-17,0.0007540459955839824,8.351255234977073e-06,1.7215516469047995e-18,8.2246276186936e-12,1.6541820778381363e-20,2.9128549032339703e-23,2.365613713467849e-15,3.793049348573626e-21,1.5372083250826585e-20,5.202622971461295e-25,1.2316334191336483e-23,2.9112730983253244e-17,1.0165408606260845e-13,1.2658143451235778e-22,9.625172721642092e-18,1.5571096476789954e-10,1.8542422150975922e-14
25.565679866315538,0.00053584454179025,0.0915567593028733,0.0,0.00039407376639457627,0.4472887136658547,1.1255048321095008e-05,0.45611744603369725,0.0015482578934342614,4.812471541012974e-12,2.678217285491239e-06,1.254731405923349e-06,3.954545611470742e-14,1.9471472526410297e-05,9.119017542285787e-11,4.744205651550269e-17,1.218126211576693e-07,8.475157431623138e-08,2.2849355260192955e-10,3.852800603644414e-11,3.128868385432564e-23,2.5183382947691113e-14,2.71080190443211e-12,7.033616986233571e-17,1.905762704622679e-24,1.0722224026436936e-09,0.0011548255718108157,2.2447421976236903e-12,9.856046885779512e-11,1.0554046718907766e-17,0.0007594803687743323,8.411421067172045e-06,1.7214543469779766e-18,8.223982568521377e-12,1.6608191268009072e-20,2.9127811616571803e-23,2.3759024668219975e-15,3.792878579110128e-21,1.5371767744000604e-20,5.202204877647322e-25,1.2315720679752446e-23,2.923905685973266e-17,1.0164584971950142e-13,1.271544051455719e-22,9.669273255592988e-18,1.564282310120474e-10,1.8675955536840247e-14
25.746151257825495,0.00053584454179025,0.0915567593028733,0.0,0.0003940727731508218,0.4472667991591052,1.1252804458235163e-05,0.45611195428811,0.0015592431353317233,4.812392168795809e-12,2.6780738208597733e-06,1.2546639815522796e-06,3.954358598442551e-14,1.9470946451261464e-05,9.117051413019371e-11,4.759589359680156e-17,1.2267660017326346e-07,8.473446424785427e-08,2.284902255626928e-10,3.852721381244174e-11,3.12874643228822e-23,2.5182587360122533e-14,2.710775562951892e-12,7.033393638872311e-17,1.9056527441471588e-24,1.0721620832538333e-09,0.0011547660816353766,2.2446162955907877e-12,9.85573385879896e-11,1.062978626774311e-17,0.0007649144228622059,8.471583063241788e-06,1.7213570541582584e-18,8.223337577286794e-12,1.667453340037819e-20,2.912707426667915e-23,2.3861833410125864e-15,3.792707822938649e-21,1.5371452262695017e-20,5.201786925456725e-25,1.2315107221623118e-23,2.936528567584102e-17,1.0163761416343728e-13,1.277268894486107e-22,9.713337631400803e-18,1.5714494719099562e-10,1.880947981620067e-14
25.926622649335453,0.00053584454179025,0.0915567593028733,0.0,0.00039407177997197065,0.4472448859393153,1.1250561451183931e-05,0.4561064628645602,0.0015702277323232383,4.8123128051535466e-12,2.6779303659941818e-06,1.2545965618696135e-06,3.9541716009709945e-14,1.9470420398051316e-05,9.115086035060223e-11,4.7749728456844674e-17,1.2354052411301683e-07,8.471736072289144e-08,2.284868987362887e-10,3.8526421652434776e-11,3.128624486857373e-23,2.5181791815239687e-14,2.710749225350607e-12,7.033170304008766e-17,1.9055427916204717e-24,1.0721017683373267e-09,0.0011547065952579774,2.244490402718988e-12,9.855420849339153e-11,1.0705524705736319e-17,0.0007703481578726787,8.531741223485884e-06,1.721259768445123e-18,8.222692644984609e-12,1.6740847231302434e-20,2.9126336982575165e-23,2.3964564705625463e-15,3.792537080047543e-21,1.5371136806868994e-20,5.201369114794879e-25,1.2314493816906619e-23,2.949141906416252e-17,1.016293793943359e-13,1.2829889798118426e-22,9.757366710047878e-18,1.5786112737284532e-10,1.8942994989928594e-14
26.10709404084541,0.00053584454179025,0.0915567593028733,0.0,0.0003940707868579797,0.44722297400638433,1.1248319299411919e-05,0.45610097176302306,0.0015812116844590484,4.8122334500865615e-12,2.677786920893592e-06,1.2545291468747433e-06,3.9539846190613474e-14,1.946989436677674e-05,9.113121407883971e-11,4.790356109604698e-17,1.244043929821764e-07,8.470026373728858e-08,2.2848357212268977e-10,3.85256295564879e-11,3.128502549138965e-23,2.518099631303569e-14,2.710722891626406e-12,7.032946981641652e-17,1.9054328470416716e-24,1.0720414578936502e-09,0.001154647112678282,2.2443645190070128e-12,9.855107857396146e-11,1.0781262033095155e-17,0.0007757815738307542,8.591895548271999e-06,1.7211624898376937e-18,8.222047771607138e-12,1.6807132818232615e-20,2.912559976429482e-23,2.4067219940314534e-15,3.792366350442904e-21,1.537082137654773e-20,5.200951445583077e-25,1.2313880465616123e-23,2.961745871293725e-17,1.0162114541209359e-13,1.288704413146935e-22,9.801361329873573e-18,1.5857678490019837e-10,1.907650105891214e-14
26.28756543235537,0.00053584454179025,0.0915567593028733,0.0,0.00039406979380887484,0.44720106336021165,1.1246078002391867e-05,0.4560954809834737,0.0015921949917893914,4.812154103586704e-12,2.6776434855571275e-06,1.2544617365666734e-06,3.953797652699511e-14,1.946936835743731e-05,9.11115753110391e-11,4.805739151456824e-17,1.252682067850149e-07,8.468317328702569e-08,2.2848024572188378e-10,3.8524837524494586e-11,3.128380619132579e-23,2.5180200853509973e-14,2.7106965617764716e-12,7.032723671765854e-17,1.905322910410186e-24,1.0719811519217962e-09,0.0011545876338959525,2.244238644454331e-12,9.854794882964932e-11,1.0856998249906071e-17,0.0007812146707615004,8.652046037899458e-06,1.7210652183354448e-18,8.221402957149096e-12,1.6873390213580598e-20,2.912486261175011e-23,2.4169800349019664e-15,3.792195634112811e-21,1.5370505971689338e-20,5.200533917727244e-25,1.2313267167709102e-23,2.974340612056526e-17,1.0161291221663e-13,1.294415291480017e-22,9.845322282433013e-18,1.592919327186132e-10,1.9209998024022258e-14
26.468036823865326,0.00053584454179025,0.0915567593028733,0.0,0.0003940688008246142,0.44717915400069663,1.1243837559598793e-05,0.4560899905258871,0.0016031776543644954,4.81207476565463e-12,2.6775000599839153e-06,1.2543943309448328e-06,3.9536107018913036e-14,1.9468842370029955e-05,9.109194404196321e-11,4.821121971282297e-17,1.2613196552678066e-07,8.466608936808177e-08,2.2847691953384327e-10,3.8524045556523926e-11,3.1282586968371633e-23,2.5179405436655747e-14,2.7106702357990763e-12,7.032500374380346e-17,1.9052129817250674e-24,1.0719208504212692e-09,0.0011545281589106521,2.244112779059675e-12,9.85448192604189e-11,1.093273335637639e-17,0.0007866474486899126,8.71219269273598e-06,1.7209679539375046e-18,8.220758201602845e-12,1.693961947156056e-20,2.912412552498008e-23,2.4272307211737817e-15,3.792024931063814e-21,1.537019059232079e-20,5.200116531149893e-25,1.2312653923200513e-23,2.986926284692199e-17,1.0160467980784173e-13,1.3001217123109315e-22,9.889250340014384e-18,1.600065831066305e-10,1.9343485886147277e-14
26.648508215375283,0.00053584454179025,0.0915567593028733,0.0,0.00039406780790522303,0.44715724592773864,1.1241597970509774e-05,0.45608450039023873,0.0016141596722345844,4.811995436282129e-12,2.6773566441730804e-06,1.2543269300082404e-06,3.953423766622397e-14,1.946831640455424e-05,9.107232026780446e-11,4.836504569097167e-17,1.269956692117424e-07,8.464901197646973e-08,2.2847359355855623e-10,3.852325365246655e-11,3.1281367822522996e-23,2.5178610062472417e-14,2.7106439136914144e-12,7.032277089480046e-17,1.9051030609857453e-24,1.0718605533910795e-09,0.0011544686877220448,2.2439869228225083e-12,9.854168986622095e-11,1.1008467352592862e-17,0.0007920799076410525,8.772335513080617e-06,1.720870696643347e-18,8.22011350496307e-12,1.7005820641457665e-20,2.912338850389503e-23,2.437474166189277e-15,3.791854241283695e-21,1.5369875238399066e-20,5.1996992857574e-25,1.2312040732047053e-23,2.999503026716527e-17,1.015964481856485e-13,1.3058237647193793e-22,9.933146230366313e-18,1.6072074797775932e-10,1.9476964646157507e-14
26.82897960688524,0.00053584454179025,0.0915567593028733,0.0,0.0003940668150506608,0.44713533914123704,1.123935923460394e-05,0.45607901057650346,0.0016251410454498727,4.811916115470147e-12,2.6772132381237447e-06,1.2542595337563605e-06,3.9532368468991704e-14,1.9467790461007134e-05,9.105270398332864e-11,4.8518869449428525e-17,1.2785931784514983e-07,8.463194110819962e-08,2.2847026779599564e-10,3.852246181239616e-11,3.128014875376945e-23,2.517781473095326e-14,2.710617595451882e-12,7.032053817064186e-17,1.904993148191273e-24,1.0718002608307585e-09,0.001154409220329794,2.2438610757415726e-12,9.85385606470225e-11,1.1084200238762421e-17,0.0007975120476399073,8.832474499301168e-06,1.7207734464521017e-18,8.21946886722214e-12,1.7071993774506705e-20,2.9122651548538204e-23,2.4477104882319687e-15,3.791683564779472e-21,1.5369559909952977e-20,5.1992821814734805e-25,1.2311427594265506e-23,3.012070982305947e-17,1.0158821734994691e-13,1.3115215386490075e-22,9.977010665032088e-18,1.6143443863224963e-10,1.9610434304941518e-14
27.0094509983952,0.00053584454179025,0.0915567593028733,0.0,0.0003940658222609517,0.4471134336410914,1.1237121351362406e-05,0.45607352108465665,0.0016361217740605714,4.8118368032103845e-12,2.6770698418350376e-06,1.254192142188224e-06,3.953049942707031e-14,1.9467264539388176e-05,9.103309518478696e-11,4.867269098835476e-17,1.2872291143126802e-07,8.461487675931499e-08,2.2846694224614914e-10,3.8521670036200236e-11,3.127892976210674e-23,2.5177019442097584e-14,2.7105912810776736e-12,7.031830557127696e-17,1.9048832433410783e-24,1.0717399727393307e-09,0.0011543497567335665,2.2437352378163214e-12,9.853543160277496e-11,1.1159932014972138e-17,0.0008029438687115315,8.89260965169645e-06,1.7206762033632426e-18,8.218824288374734e-12,1.7138138917119084e-20,2.912191465881789e-23,2.457939791331019e-15,3.791512901538601e-21,1.5369244606938234e-20,5.198865218204877e-25,1.2310814509811673e-23,3.024630277657552e-17,1.0157998730065679e-13,1.3172151159134905e-22,1.0020844313120043e-17,1.6214766603474648e-10,1.9743894863369025e-14
27.189922389905156,0.00053584454179025,0.0915567593028733,0.0,0.0003940648295360421,0.447091529427201,1.123488432026743e-05,0.45606803191467327,0.001647101858116882,4.8117574995069485e-12,2.6769264553060776e-06,1.254124755303552e-06,3.952863054059258e-14,1.9466738639693778e-05,9.101349386653242e-11,4.882651030822658e-17,1.29586449975594e-07,8.459781892584473e-08,2.2846361690898668e-10,3.852087832401012e-11,3.1277710847523116e-23,2.5176224195897442e-14,2.7105649705678853e-12,7.031607309671826e-17,1.9047733464341364e-24,1.0716796891165728e-09,0.0011542902969330217,2.2436094090453477e-12,9.853230273346143e-11,1.123566268145752e-17,0.0008083753708808888,8.95274097065153e-06,1.7205789673758193e-18,8.218179768412714e-12,1.7204256118912083e-20,2.91211778348232e-23,2.468162188157902e-15,3.791342251574156e-21,1.5368929329406418e-20,5.198448395881833e-25,1.2310201478722945e-23,3.03718105027795e-17,1.0157175803766916e-13,1.3229045814153434e-22,1.0064647840470179e-17,1.6286044067229853e-10,1.9877346322326267e-14
27.370393781415114,0.00053584454179025,0.0915567593028733,0.0,0.00039406383687598545,0.44706962649946524,1.1232648140804822e-05,0.4560625430665285,0.0016580812976689997,4.8116782043459214e-12,2.6767830785359937e-06,1.2540573731010301e-06,3.952676180928548e-14,1.9466212761924696e-05,9.099390002570745e-11,4.898032740907903e-17,1.3044993348188642e-07,8.458076760387756e-08,2.284602917845029e-10,3.852008667560361e-11,3.127649201001715e-23,2.5175428992354833e-14,2.710538663918733e-12,7.031384074688442e-17,1.904663457470042e-24,1.071619409961158e-09,0.001154230840927832,2.2434835894284267e-12,9.852917403901498e-11,1.1311392238246568e-17,0.0008138065541730604,9.01286845642981e-06,1.7204817384894696e-18,8.2175353073318e-12,1.7270345421391908e-20,2.912044107637897e-23,2.4783777674808223e-15,3.791171614862049e-21,1.536861407726997e-20,5.198031714400935e-25,1.2309588500917464e-23,3.0497234075055666e-17,1.0156352956091515e-13,1.328590006454144e-22,1.0108421841987826e-17,1.6357277246737843e-10,2.00107886826876e-14
27.55086517292507,0.00053584454179025,0.0915567593028733,0.0,0.0003940628442807422,0.44704772485778377,1.123041281246146e-05,0.4560570545401976,0.0016690600927671143,4.811598917727966e-12,2.6766397115239107e-06,1.2539899955799364e-06,3.952489323321021e-14,1.9465686906077927e-05,9.09743136570923e-11,4.913414229132607e-17,1.3131336195540424e-07,8.456372278948186e-08,2.2845696687267133e-10,3.851929509105847e-11,3.127527324957853e-23,2.5174633831463146e-14,2.710512361128308e-12,7.031160852175894e-17,1.904553576447854e-24,1.071559135272458e-09,0.0011541713887176612,2.2433577789643105e-12,9.852604551938832e-11,1.1387120685546894e-17,0.000819237418613019,9.072992109399691e-06,1.720384516703326e-18,8.216890905124381e-12,1.7336406870693513e-20,2.911970438352653e-23,2.4885866310246206e-15,3.7910009914097206e-21,1.5368298850559357e-20,5.19761517368663e-25,1.2308975576411257e-23,3.0622574733897714e-17,1.0155530187029154e-13,1.3342714680920297e-22,1.0152166925619957e-17,1.642846710513488e-10,2.0144221945343555e-14
27.73133656443503,0.00053584454179025,0.0915567593028733,0.0,0.00039406185175029987,0.447025824502056,1.1228178334725263e-05,0.45605156633565563,0.0016800382434614077,4.811519639652854e-12,2.6764963542689514e-06,1.2539226227400231e-06,3.9523024812397766e-14,1.9465161072151518e-05,9.095473475590954e-11,4.928795495528918e-17,1.3217673540103725e-07,8.454668447874075e-08,2.2845364217347093e-10,3.851850357040591e-11,3.127405456619938e-23,2.5173838713218234e-14,2.710486062195643e-12,7.030937642134498e-17,1.9044437033667836e-24,1.0714988650501874e-09,0.0011541119403021707,2.2432319776520407e-12,9.852291717457796e-11,1.1462848023519232e-17,0.0008246679642257609,9.13311192990368e-06,1.7202873020166558e-18,8.216246561783798e-12,1.7402440510493344e-20,2.9118967756291393e-23,2.4987888730550653e-15,3.790830381219731e-21,1.5367983649286958e-20,5.19719877366224e-25,1.2308362705212796e-23,3.074783362653619e-17,1.0154707496570391e-13,1.3399490387750767e-22,1.0195883671533859e-17,1.6499614575165705e-10,2.0277646111139887e-14
27.911807955944987,0.00053584454179025,0.0915567593028733,0.0,0.00039406085928465353,0.44700392543218126,1.1225944707086019e-05,0.4560460784528779,0.0016910157498020587,4.811440370114478e-12,2.6763530067702413e-06,1.253855254580409e-06,3.952115654674323e-14,1.9464635260143922e-05,9.093516331814578e-11,4.9441765401233e-17,1.330400538234282e-07,8.452965266775646e-08,2.2845031768688408e-10,3.851771211357475e-11,3.127283595987282e-23,2.5173043637616702e-14,2.7104597671180763e-12,7.030714444560054e-17,1.9043338382260917e-24,1.0714385992935186e-09,0.0011540524956810323,2.2431061854907572e-12,9.851978900453574e-11,1.1538574252300186e-17,0.0008300981910362952,9.193227918267098e-06,1.72019009442879e-18,8.215602277303666e-12,1.746844638260082e-20,2.911823119460597e-23,2.508984582078058e-15,3.79065978428382e-21,1.53676684734244e-20,5.196782514238687e-25,1.2307749887288605e-23,3.0873011829089217e-17,1.0153884884706282e-13,1.3456227869068536e-22,1.0239572630372611e-17,1.6570720545836647e-10,2.0411061181030615e-14
