Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(318),SX(259),SX(262),SX(450),C2HOX(465),C2H6O(236),SX(357),SX(497),OCCO(227),SX(387)
8.840694133952956e-11,0.0028149649241145727,0.1557,0.0,0.007700633490203638,0.6420193979972922,0.2017696399664306,8.52536923373033e-29,2.379460012411481e-30,7.160677550737871e-20,1.0279516704556612e-35,3.0383201056883886e-21,2.864839478808429e-29,0.0001456924905696075,2.439710986218665e-22,1.1385289916871036e-31,2.0609991627818154e-30,0.0001303600334616625,1.2447451569794492e-26,1.0769020462598059e-13,1.5352293817658657e-39,5.995647871631327e-36,4.806410868462969e-18,2.484199516246312e-23,3.5586461417181617e-53,1.725471840065022e-22,0.00030775575737144935,2.270724620538952e-41,8.586286688122686e-24,5.626408861135948e-20,1.905377276779098e-24,-5.785435529511266e-20,7.192327553204828e-47,2.830006565747769e-47,1.9229030034521417e-21,1.3947106221256322e-35,6.172679710154963e-23,6.407258105910503e-24,6.733035928595153e-23,2.2089536250699735e-29,1.705336478792498e-37,1.0191091920182442e-22,1.2130674522690834e-46,2.141488081430711e-28,4.571018361190218e-28,4.3271070928316744e-26,1.4719918558985617e-29,2.9465628227412014e-29,3.126847766822081e-38,2.696533184370091e-41,2.3977982739227868e-43
8.869602115482165e-11,0.0028149649241145727,0.1557,0.0,0.007699062303084142,0.6420183408225787,0.20176923730091756,8.699391970651786e-29,2.4387624028861667e-30,7.261584460717965e-20,1.0569527151086886e-35,3.100062118296199e-21,2.9269114535174714e-29,0.0001459151843543709,2.489289700619596e-22,1.1602425119337787e-31,2.1113254426527694e-30,0.0001307626989737821,1.2716636776256271e-26,1.0860944799772831e-13,1.571046164802406e-39,6.130537269045284e-36,4.874100024220678e-18,2.519838561709525e-23,3.665570325957968e-53,1.7604837225907988e-22,0.000308701585191977,2.3357935195286374e-41,8.754878928472274e-24,2.640773238745324e-20,1.9925166576067624e-24,-2.7687375596879495e-20,7.412358796012485e-47,2.933656868652532e-47,1.6040710617477366e-21,1.4242352579639876e-35,6.332821696627833e-23,6.4789431947775646e-24,6.797999208450536e-23,2.244163677048145e-29,1.7367753945292318e-37,1.0455316872522406e-22,1.25748996762534e-46,1.7811193104965984e-28,4.285107918406052e-28,4.4465245500857495e-26,1.7344420767547403e-29,3.0480929680254025e-29,3.532240261083624e-38,2.7918423013385714e-41,2.4685626001774387e-43
8.898510097011374e-11,0.0028149649241145727,0.1557,0.0,0.00769749298341484,0.6420172846911503,0.2017688347748618,8.876310619659558e-29,2.4993017256800908e-30,7.36350642139731e-20,1.0866500860078098e-35,3.162783361341528e-21,2.9900706229950234e-29,0.00014613650871306286,2.539654771239984e-22,1.1822837496000338e-31,2.1626715807884338e-30,0.00013116522502861928,1.2990523126833465e-26,1.0953292969802752e-13,1.6075528861123817e-39,6.267914777176307e-36,4.942469293425258e-18,2.5558235653575095e-23,3.775262015315763e-53,1.7960495521197948e-22,0.00030964705444050476,2.402448150697177e-41,8.926088331239158e-24,4.476326508162245e-19,-3.0851317324550504e-24,-4.476526255429109e-19,7.638137138951249e-47,3.040634229448969e-47,3.0381969466398058e-22,1.4542735317551855e-35,6.441604475768391e-23,6.551083621318827e-24,6.8632930641127e-23,2.279789663013962e-29,1.768660900411325e-37,1.0634720315888026e-22,1.3033381367316352e-46,1.5309496103191808e-28,9.26026752367547e-29,4.5297213004575504e-26,2.006144499967992e-29,3.148921911556351e-29,3.950595658068327e-38,2.8901077046232747e-41,2.5411122254539847e-43
8.927418078540582e-11,0.0028149649241145727,0.1557,0.0,0.007695925525204193,0.6420162295999171,0.20176843238814265,9.05616207975685e-29,2.5610985641683764e-30,7.466449064085885e-20,1.1170575058023426e-35,3.2264945160044145e-21,3.054331205268243e-29,0.00014635646922170386,2.5908147763841853e-22,1.2046562873043875e-31,2.2150538063547213e-30,0.00013156761174681967,1.3269171790855552e-26,1.1046064870307519e-13,1.6447335995452173e-39,6.407816096594478e-36,5.011522437239195e-18,2.592155932910503e-23,3.8877810445820854e-53,1.8321753407238182e-22,0.0003105921654187833,2.470720178056507e-41,9.099943898611862e-24,-3.975053323126711e-20,7.807735344642646e-25,4.0623219488311964e-20,7.86978633794379e-47,3.1510299865915403e-47,-6.22508164708881e-22,1.484832428274931e-35,6.446410175785562e-23,6.623679441005072e-24,6.928917386572825e-23,2.3158350361239127e-29,1.8009971474480157e-37,1.0642405696208705e-22,1.3506510892163703e-46,3.8168442385947514e-29,-4.787126210028508e-29,4.5767500253451137e-26,2.2869559157791776e-29,3.2449477512100773e-29,4.3797944971965467e-38,2.991407870174723e-41,2.615484236268041e-43
8.956326060069791e-11,0.0028149649241145727,0.1557,0.0,0.007694359922454392,0.6420151755457895,0.20176803014063982,9.23898355228972e-29,2.624173752104445e-30,7.570418016825579e-20,1.1481889065026246e-35,3.291206314485938e-21,3.119707535017097e-29,0.00014657507145802255,2.642778335352634e-22,1.2273637383579073e-31,2.268488530377705e-30,0.00013196985924868456,1.355264443380973e-26,1.1139260394127658e-13,1.6826136236809006e-39,6.550277290436691e-36,5.0812632144956016e-18,2.6288370604199832e-23,4.0031882773177403e-53,1.8688671286007242e-22,0.0003115369184277311,2.5406417530940905e-41,9.276474804160137e-24,6.705660590582464e-20,-5.311376751856777e-25,-6.588316997546572e-20,8.107432217408309e-47,3.264937546489658e-47,-9.278971975881587e-22,1.5159188682078497e-35,6.370903681454309e-23,6.696730697678138e-24,6.99487206359464e-23,2.3523024095470613e-29,1.8337884415659527e-37,1.0517461236761995e-22,1.3994688403344161e-46,-5.851381729792567e-29,-3.8156073030376297e-29,4.5565670969502455e-26,2.576296603804767e-29,3.331118875023345e-29,4.817560899023312e-38,3.0958229888316126e-41,2.6917163142841336e-43
8.985234041599e-11,0.0028149649241145727,0.1557,0.0,0.007692796169166428,0.6420141225256777,0.20176762803223341,9.424812546022483e-29,2.6885483757580227e-30,7.675418904237888e-20,1.1800584320124283e-35,3.356929539593936e-21,3.186214060872867e-29,0.0001467923210012514,2.6955541081094316e-22,1.250409739508327e-31,2.3229923470454567e-30,0.00013237196765417174,1.384100320536508e-26,1.1232879429379508e-13,1.721206441552815e-39,6.695334789234027e-36,5.151695381596315e-18,2.665868334167313e-23,4.1215456193249104e-53,1.9061309838320104e-22,0.00031248131376743524,2.6122455204493866e-41,9.455710392470176e-24,-1.0498785782695277e-19,1.3438746457880568e-24,1.0584943651895082e-19,8.351202710010542e-47,3.3824524236049954e-47,-5.997135566238945e-22,1.5475398953063372e-35,6.281277644050649e-23,6.770237423618717e-24,7.061156979753667e-23,2.3891948176096836e-29,1.8670391183610738e-37,1.0369202036124656e-22,1.4498323081301128e-46,-2.3345120046847886e-29,-1.4743242117176397e-29,4.534262668335414e-26,2.873169119129307e-29,3.405125302921525e-29,5.261462300402008e-38,3.203434998115523e-41,2.7698467427153435e-43
9.014142023128208e-11,0.0028149649241145727,0.1557,0.0,0.007691234259337218,0.6420130705364924,0.20176722606280373,9.613686879250986e-29,2.7542437754316315e-30,7.781457347416577e-20,1.212680439825699e-35,3.423675024444864e-21,3.25386534634182e-29,0.00014700822343169888,2.7491507950431232e-22,1.273797952426935e-31,2.378582034620215e-30,0.00013277393708289488,1.4134310743329743e-26,1.1326921859494653e-13,1.760514385526972e-39,6.843025392333243e-36,5.22282269244012e-18,2.703251130719031e-23,4.242916030256681e-53,1.9439730022084097e-22,0.00031342535173715084,2.685564621988007e-41,9.637680178879791e-24,7.940838681992385e-20,-3.081996370143255e-25,-7.869148643102454e-20,8.601227869588361e-47,3.5036722695842253e-47,-4.418577403644515e-22,1.5797026417006204e-35,6.224822789188424e-23,6.844199639699822e-24,7.127772016456835e-23,2.4265153630437573e-29,1.9007535130066646e-37,1.0275727525783052e-22,1.5017833259070153e-46,1.3914367470826208e-29,-5.728313634986379e-32,4.5203199994649414e-26,3.1765311513625567e-29,3.4684328240322967e-29,5.710253252060556e-38,3.3143276052909766e-41,2.8499144111080526e-43
9.043050004657417e-11,0.0028149649241145727,0.1557,0.0,0.007689674186968269,0.6420120195751441,0.20176682423223155,9.80564469687116e-29,2.821281547367444e-30,7.88853896378341e-20,1.2460695033788258e-35,3.49145365206123e-21,3.322676070129605e-29,0.00014722278433072992,2.8035771366436785e-22,1.297532056786473e-31,2.4352745565334933e-30,0.00013317576765412372,1.4432630174930163e-26,1.1421387563272583e-13,1.8005491911075203e-39,6.993386270922866e-36,5.2946488983262466e-18,2.740986816801204e-23,4.367363536953798e-53,1.9823993069944322e-22,0.0003143690326353014,2.7606327023060346e-41,9.822413849117475e-24,-5.881209570497272e-20,1.0780507926531827e-24,5.943614062322574e-20,8.85763990426398e-47,3.628696912578102e-47,-3.410085775566241e-22,1.6124142949218754e-35,6.19226086733504e-23,6.918617355482817e-24,7.194717051977595e-23,2.464267131924769e-29,1.9349359667313375e-37,1.022171264803948e-22,1.5553646590575502e-46,1.8583265189031702e-29,3.0713778784200746e-29,4.528734633334949e-26,3.4855273502590416e-29,3.523664330321566e-29,6.163657746099888e-38,3.4285863184692645e-41,2.9319588232685244e-43
9.071957986186625e-11,0.0028149649241145727,0.1557,0.0,0.007688115946063305,0.6420109696385448,0.20176642254039795,1.0000724469809015e-28,2.889683545488424e-30,7.996669366949288e-20,1.2802404143981497e-35,3.5602763549748255e-21,3.392661026410705e-29,0.00014743600928027127,2.8588419131841197e-22,1.3216157557848113e-31,2.49308706232873e-30,0.0001335774594867843,1.4736025117875014e-26,1.151627641493225e-13,1.841321941020291e-39,7.146454968884952e-36,5.3671777478615035e-18,2.779076749326114e-23,4.4949532467148095e-53,2.0214160486963793e-22,0.0003153123567594795,2.837483914133385e-41,1.0009941258942424e-23,-1.9626407700462984e-19,2.7945898900424837e-24,1.9642406675473388e-19,9.120573197394213e-47,3.7576283962870852e-47,1.4515348743069486e-22,1.645682096385594e-35,6.17729667408833e-23,6.993490569340123e-24,7.261991961487981e-23,2.5024531445059924e-29,1.969590847020172e-37,1.019675864562151e-22,1.6106200217755133e-46,5.281208966228538e-29,1.0360589041784483e-28,4.5688197603810774e-26,3.79954435617341e-29,3.573141323738092e-29,6.621650441552916e-38,3.5462984774432864e-41,3.0160201031951174e-43
9.100865967715834e-11,0.0028149649241145727,0.1557,0.0,0.0076865595306222275,0.6420099207236064,0.20176602098718435,1.0198964989178506e-28,2.959471883369487e-30,8.10585416657238e-20,1.3152081853397113e-35,3.6301541148127424e-21,3.463835124838831e-29,0.0001476479038621431,2.9149539443883417e-22,1.3460527817509017e-31,2.5520368887982825e-30,0.0001339790126994587,1.5044559680286364e-26,1.161158828416507e-13,1.8828414065833125e-39,7.302269404764819e-36,5.440412986865425e-18,2.8175222753372843e-23,4.625751361167985e-53,2.0610294048203904e-22,0.0003162553244064458,2.9161529240023405e-41,1.0200292433763677e-23,7.835299972668337e-20,4.180198931799103e-25,-7.843878533366524e-20,9.390164330385694e-47,3.8905710208758217e-47,4.0910988038903742e-22,1.6795133536789828e-35,6.189497451718315e-23,7.068819268567785e-24,7.329596617092737e-23,2.5410764242978627e-29,2.0047225373471088e-37,1.021666715744629e-22,1.6675940945680075e-46,8.337241978732771e-29,1.552041310196114e-28,4.6223115414956146e-26,4.118202982412406e-29,3.6187654589935084e-29,7.084638687830258e-38,3.6675532859973513e-41,3.1021390026913603e-43
9.129773949245043e-11,0.0028149649241145727,0.1557,0.0,0.007685004934652311,0.6420088728272423,0.20176561957247247,1.0400405369602228e-28,3.0306689364317387e-30,8.21609896820797e-20,1.350988052007542e-35,3.70109796185004e-21,3.536213390548076e-29,0.0001478584736581373,2.971922089072157e-22,1.3708468838836666e-31,2.612141561277547e-30,0.00013438042741038573,1.535829846056962e-26,1.170732303619097e-13,1.925117749448973e-39,7.460867876150441e-36,5.514358358269872e-18,2.856324731941586e-23,4.759825191008447e-53,2.1012455796111126e-22,0.0003171979358721311,2.996674918363632e-41,1.0393497568220387e-23,-3.574489109774092e-19,5.197683972118596e-24,3.566716591068875e-19,9.666552122239615e-47,4.027631387447079e-47,1.1281289541434919e-21,1.7139154491391885e-35,6.226137892579879e-23,7.144603429464063e-24,7.397530887868626e-23,2.580140064721941e-29,2.0403354352137403e-37,1.0276934170666625e-22,1.7263325432904053e-46,1.4700096669889046e-28,2.6809150832929724e-28,4.705451016808257e-26,4.441247953837857e-29,3.6621673481388737e-29,7.552682999056773e-38,3.7924418469773214e-41,3.1903569085295513e-43
9.158681930774251e-11,0.0028149649241145727,0.1557,0.0,0.007683452152147279,0.6420078259463667,0.2017652182961444,1.0605085042999196e-28,3.1032973427542264e-30,8.327409373247434e-20,1.387595474699914e-35,3.7731189748175226e-21,3.609810964668575e-29,0.00014806772424891948,3.0297552449890487e-22,1.3960018503153266e-31,2.6734187940764704e-30,0.00013478170373746012,1.567730654962804e-26,1.180348053178179e-13,1.968163269340588e-39,7.62228905785861e-36,5.589017602078263e-18,2.895485446310768e-23,4.897243162273364e-53,2.1420708039394694e-22,0.0003181401914516339,3.0790856060548644e-41,1.0589587025997019e-23,1.1840069380653498e-18,-1.0647374112224233e-23,-1.1833476315524672e-18,9.949877621080403e-47,4.1689184174981723e-47,-3.390322444942564e-22,1.748895814633116e-35,6.281209483635434e-23,7.220843017483915e-24,7.465794639870943e-23,2.619647034408691e-29,2.076433963965296e-37,1.0367644467914665e-22,1.7868820274743402e-46,3.6621822823213964e-29,1.4648360165402955e-28,4.745752777962028e-26,4.7685589606758986e-29,3.70431479168111e-29,8.025871601795223e-38,3.9210571774988133e-41,3.2807158405875176e-43
9.18758991230346e-11,0.0028149649241145727,0.1557,0.0,0.0076819011771258345,0.6420067800778955,0.20176481715808275,1.081304381816563e-28,3.1773800417419475e-30,8.439790978167965e-20,1.425046172085171e-35,3.8462282869589505e-21,3.684643119449623e-29,0.0001482756612151654,3.088462353698164e-22,1.421521469274298e-31,2.7358865179550305e-30,0.00013518284179818703,1.6001649594798992e-26,1.1900060626722122e-13,2.011986686278928e-39,7.786572061772102e-36,5.664394454844245e-18,2.9350057353998877e-23,5.038074923924871e-53,2.1835113386119393e-22,0.0003190820914391113,3.163421297577157e-41,1.0788591362332012e-23,1.596600952871672e-19,-1.9365933183450137e-24,-1.5779676382798565e-19,1.0240284473347176e-46,4.3145437255153914e-47,-1.5905370038470028e-21,1.784461976249634e-35,6.245247411112203e-23,7.297537986518132e-24,7.534387735713936e-23,2.659600526363486e-29,2.1130225492000812e-37,1.0308016186434983e-22,1.8492903598712172e-46,-8.703813647387386e-29,-9.431595343134086e-29,4.735932448117856e-26,5.09993579149626e-29,3.7431097381438537e-29,8.503576435429488e-38,4.0534945131552915e-41,3.373258502008695e-43
9.216497893832669e-11,0.0028149649241145727,0.1557,0.0,0.007680352003602001,0.6420057352187457,0.20176441615817017,1.102432176814379e-28,3.252940190765321e-30,8.553249375751331e-20,1.463356051140768e-35,3.920437070032066e-21,3.76072522212916e-29,0.00014848229013607092,3.1480523877084565e-22,1.4474095612400761e-31,2.7995628197429332e-30,0.0001355838417097925,1.6331393646521075e-26,1.1997063173290634e-13,2.0565985178351624e-39,7.953756310800105e-36,5.74049265053316e-18,2.974886906584813e-23,5.1823911557432005e-53,2.2255734655659215e-22,0.0003200236361280453,3.2497187417489615e-41,1.0990541269199809e-23,-1.7479320768033392e-19,1.0045815575813124e-24,1.7687293931957e-19,1.0537918203208703e-46,4.464620910261471e-47,-1.8112142112349035e-21,1.82062149953516e-35,6.115340950965456e-23,7.374688281267651e-24,7.603310035677319e-23,2.700003523840612e-29,2.1501056534318247e-37,1.0093243062832099e-22,1.9136062029474954e-46,-1.2199053945682553e-28,-2.306185357288614e-28,4.691260826501997e-26,5.434894038184527e-29,3.7742404242306023e-29,8.983648540748833e-38,4.189850722009067e-41,3.4680281815484217e-43
9.242515077208957e-11,0.0028149649241145727,0.1557,0.0,0.00767895928275806,0.6420047957059336,0.2017640553762697,1.1217343177686657e-28,3.322226882877219e-30,8.656287210352406e-20,1.4985828613370992e-35,3.988174290798935e-21,3.830280606796466e-29,0.0001486671423958339,3.202445763271982e-22,1.4710270712819918e-31,2.8579199165147697e-30,0.00013594462360937192,1.6632836108283456e-26,1.208472653607813e-13,2.0974321692406412e-39,8.106735567964095e-36,5.809600858604757e-18,3.0110895873127736e-23,5.31531430193053e-53,2.2639660523897997e-22,0.0003208707228097802,3.329094511306433e-41,1.1174840139260929e-23,2.6395647996873714e-19,-3.519548835314815e-24,-2.6153716370296594e-19,1.081208953857083e-46,4.603592432280252e-47,-2.151742757665769e-21,1.8536787034520317e-35,5.959829951653419e-23,7.444512795771817e-24,7.665621457592618e-23,2.736753067137356e-29,2.1839069452643255e-37,9.836214979927174e-23,1.9731623787188518e-46,-1.4840047682553055e-28,-3.006028366104076e-28,4.6166198478161473e-26,5.738801193020513e-29,3.793297258243596e-29,9.415831682119627e-38,4.316003499557274e-41,3.55526129751963e-43
9.268532260585246e-11,0.0028149649241145727,0.1557,0.0,0.007677568011916498,0.6420038570059309,0.2017636947060904,1.1413115555254863e-28,3.392746577978612e-30,8.760205843526545e-20,1.5345306332383636e-35,4.056819386425281e-21,3.9008723707050875e-29,0.0001488509437211711,3.2575682054733116e-22,1.4949489892304835e-31,2.9172842473685926e-30,0.00013630529378777203,1.6938756187740556e-26,1.2172731847339093e-13,2.1389209316282543e-39,8.26212641114678e-36,5.879299093474885e-18,3.0475865718570715e-23,5.451171311040524e-53,2.3028718572346132e-22,0.0003217175221494251,3.410117125088582e-41,1.1361572548585835e-23,-4.746748982657069e-19,3.989150888117892e-24,4.764360435081774e-19,1.1092344082366281e-46,4.7463505527001945e-47,-1.470835191277039e-21,1.8872283683585024e-35,5.798133163058874e-23,7.514706015651668e-24,7.72819931291533e-23,2.7738714660091863e-29,2.2181156758959194e-37,9.568973174720404e-23,2.034340991839214e-46,-9.614086107472062e-29,-2.211423126451408e-28,4.555559067439552e-26,6.04421311005807e-29,3.802861890790378e-29,9.846188317637696e-38,4.4454843781412377e-41,3.644366594988561e-43
9.294549443961534e-11,0.0028149649241145727,0.1557,0.0,0.00767617818671034,0.6420029191164934,0.20176333414754755,1.161166875335934e-28,3.464516686907738e-30,8.865009343239875e-20,1.5712114214055283e-35,4.126380592755789e-21,3.9725119439891e-29,0.00014903369817531424,3.3134263289090304e-22,1.51917814818479e-31,2.9776693762176565e-30,0.00013666585232977924,1.7249203000355878e-26,1.2261078991064379e-13,2.1810725650400846e-39,8.419958339604252e-36,5.949590070789521e-18,3.084378792907481e-23,5.590016051057183e-53,2.3422955098758956e-22,0.0003225640343593056,3.4928144351079436e-41,1.1550761199434292e-23,1.2453774195389153e-19,-1.5849085587921503e-24,-1.2299519040820697e-19,1.1378792509368613e-46,4.892982954775147e-47,-1.2322373865818383e-21,1.9212760882292303e-35,5.679954578850421e-23,7.585267875930895e-24,7.791043494473522e-23,2.811360899916525e-29,2.2527351256096405e-37,9.373605995231464e-23,2.097179602583116e-46,-6.98108728170067e-29,-1.588486901495164e-28,4.495548258887056e-26,6.35047900897737e-29,3.8043037050115115e-29,1.0274594569894551e-37,4.578367979334683e-41,3.735376737486833e-43
9.320566627337823e-11,0.0028149649241145727,0.1557,0.0,0.007674789802778912,0.6420019820353791,0.2017629737005565,1.181303288538294e-28,3.53755483563695e-30,8.970701773626107e-20,1.6086374674060977e-35,4.1968661820729055e-21,4.045210848326597e-29,0.00014921540981980126,3.370026777458087e-22,1.543717399542286e-31,3.0390890204310154e-30,0.00013702629931991008,1.7564226049760515e-26,1.2349767847953472e-13,2.223894934429319e-39,8.58026116357531e-36,6.0204765035186235e-18,3.1214671755562285e-23,5.731903306148739e-53,2.382241660051414e-22,0.0003234102596510945,3.5772147313339265e-41,1.1742428925588713e-23,4.448223503428618e-19,-5.361198352955937e-24,-4.42468490691748e-19,1.1671547404515334e-46,5.043579325482368e-47,-2.06244211701776e-21,1.9558276023575303e-35,5.568535073039998e-23,7.656198309087195e-24,7.854153892393662e-23,2.849223644331792e-29,2.287768578506968e-37,9.189409056988236e-23,2.161716629239852e-46,-1.3609828352419899e-28,-2.4921600512282676e-28,4.409326572900315e-26,6.657010493057707e-29,3.799310970775116e-29,1.070088379883071e-37,4.714730571367939e-41,3.828325232127071e-43
9.346583810714111e-11,0.0028149649241145727,0.1557,0.0,0.007673402855773856,0.6420010457603462,0.20176261336503312,1.2017238303630015e-28,3.611878846344924e-30,9.077287195250572e-20,1.6468211841596706e-35,4.2682844593237045e-21,4.118980688572467e-29,0.00014939608271467188,3.4273762212499532e-22,1.568569606722081e-31,3.1015570370532284e-30,0.00013738663484243744,1.7883875192223752e-26,1.2438798295762767e-13,2.2673959549095142e-39,8.743064974884401e-36,6.0919611021434636e-18,3.1588526387384743e-23,5.876888647776885e-53,2.422714975382347e-22,0.0003242561982358755,3.6633467046440274e-41,1.1936598679587992e-23,-1.106033698594248e-19,-4.188902479866591e-25,1.1327693847675752e-19,1.1970723090767535e-46,5.198231201998277e-47,-2.39242453598258e-21,1.9908886927342515e-35,5.418597218949275e-23,7.727497239971717e-24,7.917530394828321e-23,2.887461964559747e-29,2.323219337139756e-37,8.941603520484987e-23,2.2279912823644047e-46,-1.754598061840997e-28,-3.3270426775593297e-28,4.3158199617774086e-26,6.963214719513866e-29,3.7875243329503856e-29,1.1123729405283027e-37,4.854649942451348e-41,3.923246079127961e-43
9.3726009940904e-11,0.0028149649241145727,0.1557,0.0,0.0076720173413443015,0.6420001102891557,0.20176225314089324,1.2224315555521357e-28,3.68750670430169e-30,9.184769665656275e-20,1.6857751275786884e-35,4.340643756129334e-21,4.1938331383300656e-29,0.00014957572091795285,3.4854813518506886e-22,1.5937376552432074e-31,3.1650873990833066e-30,0.00013774685898143294,1.8208200575434008e-26,1.2528170209851116e-13,2.3115835857411497e-39,8.90840009820595e-36,6.164046575039791e-18,3.1965360947724666e-23,6.025028414737185e-53,2.4637201380841206e-22,0.0003251018503242461,3.751239379221091e-41,1.2133293511667526e-23,-5.437612519373168e-20,-6.026227474465861e-25,5.65464069376379e-20,1.2276435331526018e-46,5.357031676998892e-47,-1.8634821953417594e-21,2.0264651350529054e-35,5.244437018267294e-23,7.799164586275527e-24,7.981172888399084e-23,2.926078082868462e-29,2.359090714515023e-37,8.653798454134004e-23,2.296043438581816e-46,-1.3511543936085208e-28,-2.8606483450019904e-28,4.258791194705847e-26,7.268530758116878e-29,3.768451280927893e-29,1.1542549859416243e-37,4.998205158009167e-41,4.0201735559093876e-43
9.398618177466689e-11,0.0028149649241145727,0.1557,0.0,0.007670633255134303,0.6419991756195699,0.20176189302805309,1.2434295417472342e-28,3.764456588382845e-30,9.293153238746e-20,1.7255120237827362e-35,4.413952435273978e-21,4.269779952111579e-29,0.00014975432848499248,3.54434888587083e-22,1.619224451296808e-31,3.229694217154518e-30,0.00013810697182073056,1.8537252689963736e-26,1.2617883462781226e-13,2.3564658483861695e-39,9.076297134706814e-36,6.236735628049619e-18,3.234518448999724e-23,6.176379826035743e-53,2.505261847413448e-22,0.0003259472161262291,3.840922173211698e-41,1.23325365869171e-23,2.0451280400294958e-19,-3.2068437092182475e-24,-2.0223175990694808e-19,1.2588801595979545e-46,5.5200757065939905e-47,-1.9671865319665796e-21,2.0625627485348152e-35,5.076553804210611e-23,7.87120025832603e-24,8.045081257856516e-23,2.965074239568488e-29,2.395386027316892e-37,8.376368407648324e-23,2.3659137724471707e-46,-1.381855646484289e-28,-2.859762363584361e-28,4.1908703797404606e-26,7.572383205374605e-29,3.74205600188614e-29,1.195673741764067e-37,5.145476810294321e-41,4.1191423502441054e-43
9.424635360842977e-11,0.0028149649241145727,0.1557,0.0,0.007669250592799635,0.6419982417493524,0.201761533026429,1.2647208898408712e-28,3.842746871877434e-30,9.402441964719404e-20,1.7660447702601412e-35,4.488218890416877e-21,4.3468329652441087e-29,0.00014993190946902728,3.603985564734217e-22,1.6450329056422427e-31,3.295391739857991e-30,0.00013846697344392826,1.887108236880183e-26,1.2707937924350914e-13,2.4020508241771375e-39,9.246786964410897e-36,6.310030964439373e-18,3.272800600266681e-23,6.331000884794978e-53,2.5473448195017927e-22,0.00032679229585127654,3.932424903104867e-41,1.2534351184854239e-23,-8.083516232357937e-20,-7.509767254555196e-25,8.333896209592848e-20,1.290794108690629e-46,5.687460133099065e-47,-2.193564579235931e-21,2.099187435855796e-35,4.920749789917058e-23,7.943604160523598e-24,8.10925538598609e-23,3.0044527031955046e-29,2.4321086055671495e-37,8.118892450214882e-23,2.4376437661851878e-46,-1.604095768823061e-28,-3.1734566827760062e-28,4.089983161770565e-26,7.874197238553473e-29,3.7091008482366866e-29,1.2365014727972008e-37,5.296547034311795e-41,4.2201877131065384e-43
9.450652544219266e-11,0.0028149649241145727,0.1557,0.0,0.007667869349993518,0.6419973086762689,0.20176117313593758,1.28630872191044e-28,3.922396106581349e-30,9.512639890310662e-20,1.8073864225622938e-35,4.563451543011595e-21,4.425004086884618e-29,0.0001501084679205271,3.664398152202474e-22,1.671165951995987e-31,3.362194342148225e-30,0.00013882686393440846,1.920974075769492e-26,1.2798333461876835e-13,2.4483466471957148e-39,9.419900721532949e-36,6.383935285067753e-18,3.311383440671758e-23,6.488950456608258e-53,2.5899737856594447e-22,0.00032763708970832045,4.0257777534861367e-41,1.2738760688884244e-23,4.461679830895403e-19,-6.86641771120388e-24,-4.424198206909613e-19,1.3233974600876823e-46,5.859283552481159e-47,-3.4676239490467795e-21,2.13634512140958e-35,4.732012846355247e-23,8.016376191324514e-24,8.173695153860505e-23,3.044215710821433e-29,2.4692617944798295e-37,7.807039447147364e-23,2.511275652919073e-46,-2.7381779860145694e-28,-5.084960674059285e-28,3.945979139561292e-26,8.173440688330333e-29,3.669600159306396e-29,1.2766957457366016e-37,5.451499398678139e-41,4.323345372069438e-43
9.476669727595554e-11,0.0028149649241145727,0.1557,0.0,0.0076664895223940545,0.6419963763980874,0.20176081335649576,1.308196182554161e-28,4.0034230311846635e-30,9.623751058619438e-20,1.849550201851998e-35,4.639658843574151e-21,4.5043053032584813e-29,0.0001502840078882664,3.7255934353942357e-22,1.697626517655853e-31,3.430116531246709e-30,0.0001391866433753295,1.955327932882255e-26,1.288906994008126e-13,2.4953615001747374e-39,9.595669808525895e-36,6.4584512882684956e-18,3.350267855667646e-23,6.650288164652479e-53,2.6331534930669877e-22,0.0003284815979057501,4.1210112945942145e-41,1.2945788591134167e-23,-1.1806239264505785e-18,9.973160714352929e-24,1.1825387833286048e-18,1.356702462609362e-46,6.035646399452267e-47,-1.5827921488954153e-21,2.1740418129660093e-35,4.534480435673345e-23,8.089516242752207e-24,8.238400440779985e-23,3.0843655576501557e-29,2.5068489454422004e-37,7.480656387042376e-23,2.586852453106945e-46,-1.3990158531944655e-28,-3.5157224933909743e-28,3.86154737763027e-26,8.469510326390624e-29,3.622874692232351e-29,1.316208302926052e-37,5.610418975820695e-41,4.4286515039665285e-43
