Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(262),SX(259),SX(436),C2HOX(464),C2H6O(236),SX(357),OCCO(227),SX(387),SX(190),SX(495),SX(318),SX(533),SX(213),S(309),C2H4O3(79),SX(386),SX(390),SX(718),SX(572),S(233),SX(1093),SX(1139),SX(217),SX(923),SX(1337),S(257)
0.014999010526052637,0.0005512981296411278,0.0915567593028733,0.0,0.0004162486227982709,0.45034363500306657,3.51849750980532e-08,0.4568986587350099,2.6096690781551765e-07,8.560835275440148e-12,1.7339535327268242e-06,1.421525376805584e-07,2.4407926712181987e-15,1.91803570069674e-05,5.214002861487072e-11,1.44157003008906e-17,1.882309420954945e-11,1.731898386495254e-10,2.940265948662141e-10,1.676886327045084e-11,7.632301460673632e-23,2.090814804214117e-14,5.457635229143715e-13,1.2436245983765092e-17,2.439929629677001e-24,9.551279343520766e-11,0.00118704029501919,1.3009555788062595e-12,9.608551855629734e-12,1.2351713131001784e-21,4.1229661022442985e-08,4.5845328191210133e-10,2.514120063354355e-18,7.199684633065231e-12,2.4412266630896753e-24,2.185925382206058e-24,2.672967197662832e-19,2.5280661564738702e-21,1.1228604699409574e-20,2.526386979669872e-26,9.054838969163263e-25,7.789805884370598e-27,1.7843681485948736e-13,1.644524420616205e-23,2.0307121050106943e-16,5.3212115694546514e-17,7.486211837679845e-24,6.147032801186493e-16,2.950287848521979e-24,1.65467129970582e-25,4.1159007262276594e-25,1.6294940083605404e-20,2.2804290856081265e-25,1.893862298760507e-27,2.106608387968702e-24,1.1063067706052563e-15,2.012682182142385e-18,2.454507758664514e-31,8.178094787086669e-33,3.103081685272969e-20,9.842510405091709e-12,1.2250419560558147e-13,2.227577209629022e-23,2.0998366550684823e-28,3.487378890036642e-26,3.8087035277171145e-16,2.0634832621722957e-15
0.015147228948264885,0.0005512981296411278,0.0915567593028733,0.0,0.00041624863319413144,0.45034361342841733,3.5977389496602725e-08,0.45689864412684733,2.6574261245638743e-07,8.608670723809588e-12,1.744750568550692e-06,1.4419974027969713e-07,2.4845234174229012e-15,1.918035702659393e-05,5.2479600113826273e-11,1.452360921095963e-17,1.916753275200239e-11,1.7709017808412405e-10,2.940265928049885e-10,1.6860019860537694e-11,7.632387385285508e-23,2.102880736066148e-14,5.521313809273634e-13,1.2585265356898003e-17,2.455135754348275e-24,9.68874074238271e-11,0.0011870402677981058,1.309056442255528e-12,9.74692819253112e-12,1.2622528783252956e-21,4.2184379620739196e-08,4.69051140776266e-10,2.529829313208366e-18,7.2448801200947925e-12,2.5217291160713998e-24,2.2250887030717296e-24,2.7362048389177312e-19,2.541806892144445e-21,1.1289635528098813e-20,2.5718144698552135e-26,9.217071276498439e-25,7.951753125889534e-27,1.7955234088790517e-13,1.6955423917968582e-23,2.0937307776706997e-16,5.5077403964457574e-17,7.749510163538129e-24,6.326753666875006e-16,3.0365380952182456e-24,1.7162948846130715e-25,4.238417094906923e-25,1.6615146232620913e-20,2.3471020744716834e-25,1.9435518914313203e-27,2.17592436754169e-24,1.1288199317167145e-15,2.053640382144301e-18,2.535271162995786e-31,8.447187763791788e-33,3.1922137994895426e-20,1.0128842269418694e-11,1.2602179026281328e-13,2.2915401739536242e-23,2.1601314774921933e-28,3.586545129784374e-26,3.957118197645526e-16,2.1385435062057983e-15
0.015280625528255909,0.0005512981296411278,0.0915567593028733,0.0,0.00041624864249520675,0.4503435940344931,3.669858613061569e-08,0.45689863103702494,2.700710971821101e-07,8.651299808634256e-12,1.7543902351123366e-06,1.460440827389955e-07,2.5240316293705026e-15,1.9180357042209392e-05,5.278450970334735e-11,1.4620210996018916e-17,1.9479716229528246e-11,1.8063997531046632e-10,2.940265909481546e-10,1.6941218709325283e-11,7.632464097034324e-23,2.1136532825885415e-14,5.578590646056025e-13,1.2719333125018244e-17,2.4687118859434855e-24,9.81258034468878e-11,0.0011870402432030231,1.3162889483012875e-12,9.871592628633354e-12,1.2868887020869504e-21,4.305372441947848e-08,4.78701083255499e-10,2.543854639405079e-18,7.285230957130416e-12,2.5957058352030624e-24,2.2604704987904917e-24,2.7938720051932507e-19,2.5540465803133952e-21,1.1343999311386004e-20,2.612861201796932e-26,9.363638832609695e-25,8.098881341291322e-27,1.805482901263708e-13,1.7423435241635214e-23,2.1515410706799327e-16,5.679315554524734e-17,7.991736956829789e-24,6.490892062447945e-16,3.1153099921078685e-24,1.7730837292732788e-25,4.350396686374186e-25,1.690553745259098e-20,2.4079942680402943e-25,1.988829953558893e-27,2.2394264438998473e-24,1.1492082299386676e-15,2.0907328250322213e-18,2.60926051156556e-31,8.6937104832362e-33,3.273762856536862e-20,1.0390878556357347e-11,1.2924009892920404e-13,2.3500610082361988e-23,2.2152962599124963e-28,3.677253110757112e-26,4.094267474929766e-16,2.207693637391187e-15
0.015414022108246932,0.0005512981296411278,0.0915567593028733,0.0,0.0004162486517441166,0.4503435746624697,3.742738036068868e-08,0.4568986180012711,2.7442818437188027e-07,8.693532147867027e-12,1.7639569013927334e-06,1.4789004238822276e-07,2.5636778509409035e-15,1.91803570558873e-05,5.3088747944786304e-11,1.4716325496769863e-17,1.9793962429765613e-11,1.8422716714493698e-10,2.9402658908949544e-10,1.702162769552647e-11,7.632540225642413e-23,2.124344250585926e-14,5.635832295851058e-13,1.285334615527568e-17,2.4821852074418816e-24,9.936528016500678e-11,0.0011870402185169024,1.3234666836418862e-12,9.996366377282777e-12,1.3117729315619544e-21,4.393263490559203e-08,4.88456996266332e-10,2.5577737547668373e-18,7.325276221769005e-12,2.67114000434828e-24,2.295975880138336e-24,2.8522556170184395e-19,2.5661671688018925e-21,1.1397834106106105e-20,2.6540567103319017e-26,9.51071838143987e-25,8.247310701824149e-27,1.815366971913076e-13,1.7899903129100536e-23,2.210396291968417e-16,5.854428201917969e-17,8.238993196454038e-24,6.657287594842496e-16,3.1951649910492344e-24,1.8311440679991346e-25,4.463999119555722e-25,1.7198005223798652e-20,2.469723817744956e-25,2.034633307789822e-27,2.3039875063492378e-24,1.1697139800874512e-15,2.128038954404546e-18,2.684483740416774e-31,8.944344328705915e-33,3.356577324958806e-20,1.0657041984447588e-11,1.325083268053745e-13,2.4094895627307842e-23,2.271316702139739e-28,3.769348233042687e-26,4.23485830231767e-16,2.278372849388443e-15
0.015547418688237955,0.0005512981296411278,0.0915567593028733,0.0,0.00041624866094098605,0.4503435553122177,3.816376810034814e-08,0.4568986050191763,2.788137292513596e-07,8.73537145680337e-12,1.7734511201548857e-06,1.4973748153411395e-07,2.6034577036002092e-15,1.9180357067630684e-05,5.339231298681965e-11,1.4811954185187537e-17,2.0110260911951895e-11,1.878517334661643e-10,2.940265872288349e-10,1.7101254765319637e-11,7.632615775519313e-23,2.134954257768353e-14,5.693035873797731e-13,1.298729724120027e-17,2.495556497318017e-24,1.0060574520778934e-10,0.0011870401937397598,1.3305900630000183e-12,1.0121240131498645e-11,1.3369053633683793e-21,4.4821109631018337e-08,4.983188626609704e-10,2.5715874635064924e-18,7.365018227797729e-12,2.748044221790517e-24,2.3316009260473022e-24,2.911358433900649e-19,2.578169855977558e-21,1.1451145234867053e-20,2.6953965404756695e-26,9.658293679508918e-25,8.39703938102123e-27,1.825176191911229e-13,1.8384897541832043e-23,2.2703050896103446e-16,6.033109826473707e-17,8.49132464796486e-24,6.825933336312087e-16,3.2760997663169474e-24,1.8904890442888828e-25,4.5792223955214405e-25,1.749253754838727e-20,2.532288153560196e-25,2.0809591827683603e-27,2.3696073969142237e-24,1.1903349258853302e-15,2.165554665411887e-18,2.7609406656130766e-31,9.1990886873521e-33,3.4406621534695144e-20,1.0927349317703125e-11,1.3582666891141817e-13,2.4698293836683145e-23,2.328196146947519e-28,3.862835693861409e-26,4.3789426442005443e-16,2.3505975941012634e-15
0.015680815268228978,0.0005512981296411278,0.0915567593028733,0.0,0.00041624867008594146,0.45034353598360816,3.890774484139705e-08,0.456898592090334,2.8322758756477294e-07,8.776821358410499e-12,1.7828734399765814e-06,1.5158626455755935e-07,2.6433668385349894e-15,1.9180357077442595e-05,5.3695204181759805e-11,1.4907099072692927e-17,2.0428601272807896e-11,1.915136520801496e-10,2.9402658536599997e-10,1.7180106950343972e-11,7.632690751040716e-23,2.1454839171690072e-14,5.750198459873722e-13,1.3121179126334606e-17,2.5088265281523357e-24,1.0184710759150315e-10,0.001187040168871614,1.3376594979583622e-12,1.0246204724494228e-11,1.3622857821875628e-21,4.5719146588771133e-08,5.082866590992709e-10,2.585296563747887e-18,7.404459271485209e-12,2.8264309647610766e-24,2.367341742049304e-24,2.9711831101077564e-19,2.5900557024237265e-21,1.1503937408298682e-20,2.7368762673304144e-26,9.806348593591974e-25,8.548065451500871e-27,1.8349111280183178e-13,1.887848824699433e-23,2.3312760877340604e-16,6.215391615214365e-17,8.748776660083883e-24,6.996821922493783e-16,3.358110782699434e-24,1.9511316851900037e-25,4.696064228423917e-25,1.7789122328107253e-20,2.5956845434835467e-25,2.127804726656326e-27,2.4362857136151346e-24,1.211068817284887e-15,2.2032758645378706e-18,2.838630818916635e-31,9.457941999070937e-33,3.5260221649167463e-20,1.1201816906700683e-11,1.3919531530300844e-13,2.5310839270062744e-23,2.3859378520142736e-28,3.957720555848683e-26,4.526572646214813e-16,2.4243842239342006e-15
0.01581421184822,0.0005512981296411278,0.0915567593028733,0.0,0.0004162486791791104,0.45034351667651273,3.965930566109484e-08,0.45689857921434124,2.876696155763712e-07,8.81788539334666e-12,1.7922244052821144e-06,1.5343625788838335e-07,2.6834008962152505e-15,1.9180357085326134e-05,5.39974213565495e-11,1.5001762179683412e-17,2.0748973146557765e-11,1.9521289875267182e-10,2.9402658350081967e-10,1.7258191188023303e-11,7.632765156549197e-23,2.155933837179703e-14,5.80731717942402e-13,1.3254984666186601e-17,2.521996066675737e-24,1.0308927770704094e-10,0.0011870401439124907,1.3446753969833828e-12,1.0371251127973189e-11,1.3879139609995464e-21,4.662674322178168e-08,5.183603561638624e-10,2.5989018475716308e-18,7.443601631713713e-12,2.906312415093491e-24,2.4031944238902742e-24,3.0317320358083436e-19,2.6018257545632096e-21,1.1556215274133632e-20,2.7784914537514125e-26,9.954866950705582e-25,8.700386094429861e-27,1.8445723427030892e-13,1.9380744804120498e-23,2.393317885037932e-16,6.401304450925259e-17,9.011394158843925e-24,7.169945560730352e-16,3.4411942993703024e-24,2.013084899853872e-25,4.814522050323264e-25,1.808774546992096e-20,2.6599100966229104e-25,2.1751669212937134e-27,2.5040217707825805e-24,1.2319134110185598e-15,2.2411984705992623e-18,2.917553401548522e-31,9.720901602439514e-33,3.612662055796927e-20,1.1480460689994682e-11,1.4261445105125596e-13,2.5932565580592942e-23,2.444544989577716e-28,4.05400774660909e-26,4.677800630100175e-16,2.4997489893705172e-15
0.01594760842821102,0.0005512981296411278,0.0915567593028733,0.0,0.00041624868822062115,0.450343497390804,4.0418445234156664e-08,0.4568985663907975,2.9213967007605947e-07,8.858567131598442e-12,1.8015045563736546e-06,1.552873299751472e-07,2.7235555971442892e-15,1.9180357091284625e-05,5.429895947469323e-11,1.5095944602925348e-17,2.1071366205184395e-11,1.9894944726326798e-10,2.9402658163312707e-10,1.7335515790781232e-11,7.63283899635542e-23,2.166304621585845e-14,5.8643893475195e-13,1.3388707119442913e-17,2.535065873814132e-24,1.0433216730846004e-10,0.0011870401188624237,1.3516381654488977e-12,1.0496370450089526e-11,1.413789661326203e-21,4.7543896431197566e-08,5.285399184833748e-10,2.612404101062537e-18,7.482447570111836e-12,2.9877008462470635e-24,2.4391551393334693e-24,3.0930079642512875e-19,2.6134812658840025e-21,1.1607984399803478e-20,2.820237745249414e-26,1.0103832874772243e-24,8.854000009695187e-27,1.854160394176528e-13,1.989173659664715e-23,2.45643905799955e-16,6.590878910377067e-17,9.279221646485334e-24,7.345296039124819e-16,3.525346374526857e-24,2.076361479283978e-25,4.934593016572517e-25,1.8388396436769236e-20,2.7249617665557136e-25,2.2230427933819754e-27,2.5728146062421468e-24,1.2528664710567538e-15,2.279318415580052e-18,2.997707292559276e-31,9.987963762604964e-33,3.700586402915185e-20,1.1763296198463494e-11,1.4608425651131355e-13,2.6563505563913377e-23,2.5040206510398155e-28,4.151702066011609e-26,4.832679088649741e-16,2.5767080366729842e-15
0.016081005008202042,0.0005512981296411278,0.0915567593028733,0.0,0.0004162486972106048,0.4503434781263548,4.118515783230098e-08,0.4568985536193059,2.9663760837300143e-07,8.898870164812123e-12,1.8107144294624902e-06,1.571393512706206e-07,2.7638267452231037e-15,1.9180357095321353e-05,5.4599816380587126e-11,1.51896481649899e-17,2.1395770158234642e-11,2.0272326941206283e-10,2.9402657976275843e-10,1.7412087926140363e-11,7.63291227473683e-23,2.176596869601338e-14,5.921412219452e-13,1.3522339644645094e-17,2.5480367047323244e-24,1.055756894882193e-10,0.001187040093721448,1.358548205659486e-12,1.0621553934463149e-11,1.4399126333414428e-21,4.8470602585779396e-08,5.388253047830474e-10,2.6258041043542606e-18,7.520999331185441e-12,3.070608584817577e-24,2.475220131009895e-24,3.15501382072555e-19,2.6250233173395077e-21,1.165924958641877e-20,2.862110873378421e-26,1.0253230799103357e-24,9.008906769377391e-27,1.8636758364235846e-13,2.041153283266364e-23,2.5206481612510445e-16,6.784145261681747e-17,9.552303196776934e-24,7.522864734629018e-16,3.610562869228697e-24,2.140974091732359e-25,5.056274010554239e-25,1.8691066794133695e-20,2.790836354329473e-25,2.2714293873107976e-27,2.6426630579883592e-24,1.2739257690865012e-15,2.3176316455013117e-18,3.079091138166064e-31,1.0259123968944169e-32,3.789799661560032e-20,1.205033855812262e-11,1.4960490724739846e-13,2.720369114450872e-23,2.5643678456814216e-28,4.250808184171608e-26,4.991260680658253e-16,2.655277405599253e-15
0.016201061930193963,0.0005512981296411278,0.0915567593028733,0.0,0.00041624870525764273,0.4503434608064232,4.188166905044844e-08,0.45689854216914205,3.007094759697898e-07,8.934821996643451e-12,1.8189436674566621e-06,1.5880687653875372e-07,2.8001668352145087e-15,1.9180357097313944e-05,5.4870008002004444e-11,1.5273574236318087e-17,2.1689444555841707e-11,2.0615155341788318e-10,2.940265780770035e-10,1.7480364129669984e-11,7.63297774877029e-23,2.1857932357952894e-14,5.972688303652732e-13,1.3642526220637572e-17,2.5596264474254065e-24,1.0669532954129207e-10,0.001187040071016875,1.364722489240831e-12,1.0734266800096456e-11,1.4636345099726703e-21,4.931280246979324e-08,5.481725931542237e-10,2.63777732341379e-18,7.55544623592589e-12,3.1465338430440257e-24,2.5077646395556946e-24,3.211444661624194e-19,2.635314855855273e-21,1.170496049728555e-20,2.8999015641148846e-26,1.0388045286175473e-24,9.149423479946854e-27,1.8721781080436283e-13,2.0886934268743908e-23,2.5793735844296537e-16,6.961266310121984e-17,9.802604888384825e-24,7.684565684276944e-16,3.688164215821095e-24,2.200278119784588e-25,5.167160687436307e-25,1.8965179261501378e-20,2.8508243135816565e-25,2.3154110651119886e-27,2.7064280415737895e-24,1.292968135754094e-15,2.3522754725533376e-18,3.153386841550102e-31,1.0506667423331284e-32,3.871197188553098e-20,1.2312285715171418e-11,1.528171064780506e-13,2.778778876592702e-23,2.6194278961045336e-28,4.341214523461178e-26,5.137193944850938e-16,2.7273798318780855e-15
0.016321118852185883,0.0005512981296411278,0.0915567593028733,0.0,0.0004162487132631452,0.45034344350351774,4.2584304730263953e-08,0.4568985307605357,3.0480371099913676e-07,8.970472369129268e-12,1.8271167965098566e-06,1.604749756684305e-07,2.8365947266018595e-15,1.9180357097755096e-05,5.513964660419791e-11,1.5357115106496367e-17,2.198473202441197e-11,2.096099813744983e-10,2.9402657638883254e-10,1.7548041809007768e-11,7.63304277456101e-23,2.19492689965937e-14,6.023920345085251e-13,1.3762629693632297e-17,2.571137168920391e-24,1.078153511685251e-10,0.0011870400482387323,1.3708546753390936e-12,1.0847018456847964e-11,1.487556267663876e-21,5.0162733493919266e-08,5.576055226480418e-10,2.6496689073594193e-18,7.589658273703941e-12,3.223707758290194e-24,2.540387772075463e-24,3.268470095833882e-19,2.6455161471154197e-21,1.1750270569321295e-20,2.937788354706986e-26,1.0523185502607048e-24,9.290983092179968e-27,1.8806224094860646e-13,2.1369573349330223e-23,2.638993340065234e-16,7.141423678815048e-17,1.0057229230226762e-23,7.848049230069402e-16,3.766620945482895e-24,2.2606835547184167e-25,5.279346100414209e-25,1.9240906397921987e-20,2.911473583351763e-25,2.3598013779348212e-27,2.7710456659194197e-24,1.3120931444406095e-15,2.3870696552048618e-18,3.22867600216829e-31,1.0757520945940129e-32,3.9536453127803e-20,1.2577662804388744e-11,1.560707496134839e-13,2.837942245943129e-23,2.6751983317832273e-28,4.432771310531076e-26,5.286208142922846e-16,2.800811061169307e-15
0.016441175774177804,0.0005512981296411278,0.0915567593028733,0.0,0.00041624872122721074,0.4503434262175476,4.3293059890695926e-08,0.4568985193932036,3.089202105279454e-07,9.00582382851743e-12,1.8352341991434341e-06,1.6214355828358841e-07,2.8731074192298125e-15,1.9180357096647394e-05,5.540872892638355e-11,1.5440272064902385e-17,2.2281625140698372e-11,2.1309852876137795e-10,2.940265746981326e-10,1.7615126166327523e-11,7.633107355160622e-23,2.203998288659812e-14,6.075106448988609e-13,1.388264533124286e-17,2.582569407935531e-24,1.0893569374182683e-10,0.0011870400253870582,1.3769450509496206e-12,1.095980279599925e-11,1.5116777015635538e-21,5.1020391938285704e-08,5.671240513289777e-10,2.6614794127221636e-18,7.623637045701438e-12,3.302139081827591e-24,2.5730868421933003e-24,3.326092431960287e-19,2.655627975641812e-21,1.1795183287022256e-20,2.975768192909405e-26,1.065864031841825e-24,9.433585756176437e-27,1.8890091359521225e-13,2.1859500122083492e-23,2.699513614308847e-16,7.324638780763429e-17,1.0316207443409648e-23,8.013308264607528e-16,3.845929646956611e-24,2.322199370970594e-25,5.392827431731691e-25,1.9518243046683733e-20,2.9727815269537585e-25,2.404598044777749e-27,2.836514523142915e-24,1.3312991886471463e-15,2.4220112707431085e-18,3.304956979718991e-31,1.1011679071504035e-32,4.0371470310602045e-20,1.2846480018666258e-11,1.5936595473974828e-13,2.89786136977048e-23,2.7316811767828884e-28,4.5254816820487394e-26,5.438341988084709e-16,2.8755825564395836e-15
0.016549227003970532,0.0005512981296411278,0.0915567593028733,0.0,0.0004162487283595219,0.45034341067457867,4.393616737127449e-08,0.45689850919766134,3.1264401144975323e-07,9.037386683028589e-12,1.8424925294771985e-06,1.6364562233793646e-07,2.9060389059973667e-15,1.9180357094328228e-05,5.5650429134613995e-11,1.5514786602841277e-17,2.2550195658603832e-11,2.162639522600433e-10,2.940265731742461e-10,1.7674998309007126e-11,7.633165099566759e-23,2.212109644704343e-14,6.121133049370752e-13,1.3990580302134544e-17,2.59279176281935e-24,1.0994422703500852e-10,0.0011870400047577134,1.3823908766569757e-12,1.1061331664533684e-11,1.5335575403053794e-21,5.1798888143692876e-08,5.7576387685051e-10,2.6720400022733957e-18,7.654019812836835e-12,3.373808803030178e-24,2.6025787446610604e-24,3.3784640481053735e-19,2.6646526605348244e-21,1.1835267348369903e-20,3.010027116539409e-26,1.0780809577047444e-24,9.562816231116716e-27,1.8965082876279084e-13,2.230670646508078e-23,2.754756906851741e-16,7.492164264298861e-17,1.0553035961684439e-23,8.163553363526889e-16,3.918032997919818e-24,2.3785203295637128e-25,5.496066177194829e-25,1.976920861624782e-20,3.028519588615822e-25,2.4452601800077045e-27,2.896163035074385e-24,1.3486525910310858e-15,2.453582373318399e-18,3.3744563906912775e-31,1.1243241914529066e-32,4.1132018065429814e-20,1.3091365034596134e-11,1.6236726965481026e-13,2.952436475101255e-23,2.7831264721655343e-28,4.6099098479908966e-26,5.577961821311449e-16,2.9440322431609895e-15
0.01665727823376326,0.0005512981296411278,0.0915567593028733,0.0,0.0004162487354584196,0.4503433951451877,4.4584223415385565e-08,0.4568984990351195,3.163856889604714e-07,9.068711230320488e-12,1.8497063043373862e-06,1.6514794170888456e-07,2.9390345259449606e-15,1.9180357090758438e-05,5.589167904667406e-11,1.558899227402317e-17,2.2820055381492216e-11,2.194537320541316e-10,2.940265716481382e-10,1.7734397431319373e-11,7.633222488018251e-23,2.220171209527634e-14,6.167119555533304e-13,1.4098436933566006e-17,2.6029513678497135e-24,1.1095292885241085e-10,0.0011870399840688702,1.3878032732230273e-12,1.1162877792541917e-11,1.5555987861696946e-21,5.2583637109583666e-08,5.844729651576775e-10,2.682535766271238e-18,7.68421607473901e-12,3.446509654944204e-24,2.632128076403214e-24,3.4313213892636085e-19,2.673606022508914e-21,1.1875034624485468e-20,3.044356771438987e-26,1.0903216759964187e-24,9.692888021419503e-27,1.903961405820796e-13,2.2759892603400537e-23,2.8107391089658384e-16,7.662199002427684e-17,1.079343851428819e-23,8.315225120604831e-16,3.9908209320532555e-24,2.435754319712654e-25,5.600349912915178e-25,2.0021461764773157e-20,3.084786914389623e-25,2.4862475257036344e-27,2.9564985921521833e-24,1.3660691737392797e-15,2.4852684238628776e-18,3.444756314842251e-31,1.1477471961684458e-32,4.190114424168564e-20,1.3339051664892866e-11,1.6540242436504663e-13,3.007626916142582e-23,2.8351518115442446e-28,4.6952770514610287e-26,5.720168360655791e-16,3.0135850192168503e-15
0.016765329463555988,0.0005512981296411278,0.0915567593028733,0.0,0.0004162487425239762,0.45034337962930904,4.523722388749685e-08,0.4568984889053753,3.201451687383459e-07,9.099799203965656e-12,1.8568757971981559e-06,1.6665045309406206e-07,2.972092151821419e-15,1.9180357085940054e-05,5.6132474883839917e-11,1.566288959782908e-17,2.3091198949417555e-11,2.2266784778369404e-10,2.940265701197305e-10,1.7793327846720976e-11,7.633279522697244e-23,2.2281832887360655e-14,6.21306470625784e-13,1.4206212044254583e-17,2.6130486081702744e-24,1.1196175673208121e-10,0.0011870399633205633,1.3931824458280462e-12,1.1264436901274421e-11,1.5778012756160404e-21,5.3374635451063037e-08,5.932512782572572e-10,2.6929671025954558e-18,7.714226976133103e-12,3.520248279063687e-24,2.6617329333063692e-24,3.4846661393483835e-19,2.682488711838369e-21,1.1914488003606887e-20,3.0787549950038607e-26,1.1025853975488016e-24,9.823803458999299e-27,1.911368773071193e-13,2.3219094782349443e-23,2.867464700144604e-16,7.834758169155081e-17,1.1037437254307471e-23,8.468317846470772e-16,4.064290719121789e-24,2.493907707187411e-25,5.705676244814177e-25,2.0275004772456772e-20,3.141581393643335e-25,2.5275585705465645e-27,3.017519869300695e-24,1.3835477789948228e-15,2.5170673160250313e-18,3.5158552083259958e-31,1.1714364069080232e-32,4.267886911096757e-20,1.358954680422969e-11,1.6847149874849317e-13,3.063434145399179e-23,2.8877585640746873e-28,4.7815854113336305e-26,5.864990023142917e-16,3.0842490826307424e-15
0.016873380693348716,0.0005512981296411278,0.0915567593028733,0.0,0.0004162487495562657,0.4503433641268772,4.589516449070525e-08,0.4568984788082276,3.239223766819719e-07,9.130652505544615e-12,1.8640012798553148e-06,1.6815309399839737e-07,3.0052096232610274e-15,1.9180357079874844e-05,5.6372819249458286e-11,1.573648055287328e-17,2.3363621018560334e-11,2.259062783023857e-10,2.940265685889422e-10,1.7851791734429634e-11,7.633336205771104e-23,2.2361461860609528e-14,6.258967051930351e-13,1.431390207928698e-17,2.6230838665599815e-24,1.1297066874126336e-10,0.0011870399425128262,1.3985285983930632e-12,1.1366004766548035e-11,1.6001648406885199e-21,5.4171879577229635e-08,6.02098775836677e-10,2.7033344066787543e-18,7.744053654719357e-12,3.595029513247161e-24,2.6913913791709233e-24,3.538499540988371e-19,2.6913010577535283e-21,1.1953628948003477e-20,3.1132195838109637e-26,1.114871320908631e-24,9.955556365806532e-27,1.9187306701821898e-13,2.3684349131800582e-23,2.9249381479664507e-16,8.009856798744309e-17,1.1285054131412158e-23,8.622825697225688e-16,4.138439553441297e-24,2.5529867966521268e-25,5.812042674924107e-25,2.0529817524709823e-20,3.1989008584176074e-25,2.569190842869749e-27,3.07922543720026e-24,1.4010872535086915e-15,2.5489769516160277e-18,3.587751405838024e-31,1.1953912688144523e-32,4.346521227298118e-20,1.3842857179183319e-11,1.715745700153371e-13,3.1198595668274357e-23,2.940948053179491e-28,4.868836974512628e-26,6.012455283852306e-16,3.1560325799423813e-15
0.016981431923141443,0.0005512981296411278,0.0915567593028733,0.0,0.0004162487565553603,0.450343348637827,4.655804077638565e-08,0.45689846874347617,3.2771723891769933e-07,9.161272903565824e-12,1.8710830224365705e-06,1.6965580271620923e-07,3.038384793943966e-15,1.918035707256482e-05,5.66127131460035e-11,1.5809765847594065e-17,2.363731626132028e-11,2.291690017102309e-10,2.9402656705569547e-10,1.790979287914076e-11,7.633392539394944e-23,2.244060203369376e-14,6.304825322003076e-13,1.4421503853505335e-17,2.6330575234488655e-24,1.1397962348631588e-10,0.0011870399216456949,1.4038419335876166e-12,1.1467577217536385e-11,1.62268930918939e-21,5.497536569315827e-08,6.110154153619991e-10,2.7136380715288512e-18,7.773697241215159e-12,3.670858756174898e-24,2.72110149134089e-24,3.592821971203993e-19,2.7000436311585214e-21,1.1992459993366626e-20,3.1477483509842443e-26,1.1271786498332594e-24,1.0088143016447425e-26,1.9260473762345728e-13,2.415569171038668e-23,2.9831639104488866e-16,8.187509785598842e-17,1.1536310902258886e-23,8.778742677506491e-16,4.213264557153356e-24,2.6129978375014235e-25,5.919446603243818e-25,2.0785887930977116e-20,3.256743084562547e-25,2.6111421975872573e-27,3.141613727131748e-24,1.4186864486501403e-15,2.5809952409223083e-18,3.6604430796508027e-31,1.2196111729132542e-32,4.4260192861545303e-20,1.4098989349642889e-11,1.7471171354284413e-13,3.176904551067525e-23,2.994721570864682e-28,4.95703373846561e-26,6.162592674260557e-16,3.2289436055751006e-15
0.0170786780299549,0.0005512981296411278,0.0915567593028733,0.0,0.00041624876282622436,0.45034333470906956,4.7158845649464225e-08,0.45689845971273435,3.3114764848129083e-07,9.188633446901878e-12,1.8774194149191977e-06,1.7100824816884656e-07,3.0682900675956013e-15,1.9180357064923326e-05,5.682822711520101e-11,1.5875461212838195e-17,2.3884726153457917e-11,2.321262045241568e-10,2.940265656736109e-10,1.796160250117583e-11,7.633442942648016e-23,2.251141274532355e-14,6.346059155700447e-13,1.4518267616162598e-17,2.641981457910719e-24,1.1488768551103628e-10,0.00118703990281453,1.4085960429149034e-12,1.1558992939323611e-11,1.643098757558679e-21,5.570383679969647e-08,6.190994703745358e-10,2.7228572812329627e-18,7.800220854269179e-12,3.740007673793835e-24,2.747883235531406e-24,3.6421318107119098e-19,2.7078529300695614e-21,1.2027145805784118e-20,3.178877377084165e-26,1.1382729122026573e-24,1.0208191550105362e-26,1.9325940026107063e-13,2.4585135234875866e-23,3.0362140031102067e-16,8.349593646743098e-17,1.1765571938716822e-23,8.920267690583147e-16,4.2811827508937486e-24,2.6678097136227443e-25,6.016994969977987e-25,2.1017443918702015e-20,3.3092461663787822e-25,2.6491705608880513e-27,3.1983455452697197e-24,1.4345758398962897e-15,2.6099028800371036e-18,3.726544121956544e-31,1.2416351657895377e-32,4.4983076017078203e-20,1.433192622676643e-11,1.7756433608246273e-13,3.22877588292106e-23,3.0436181367690786e-28,5.0372206040465985e-26,6.300024621930237e-16,3.295534212912319e-15
