Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44),CH2OX2(50),CHO3X(91),H(23),HCO(31),CH3X(53)
1.0387068480748416e-10,0.002719578564615631,0.1557,0.0,0.007836235932997735,0.6423150769422936,0.2019,-7.571724248649672e-49,-3.2690672957357733e-19,1.7857934374719316e-33,-3.194167625094574e-45,1.337788509520493e-35,-2.101236233959622e-63,0.00016512144992041219,-1.2204223832457967e-29,6.932947581277763e-19,-3.6638955220460986e-19,-3.886143071763399e-33,-8.466838269880593e-47,3.387801344956493e-32,8.060530152569055e-47,3.993742092639978e-55,-1.1021234298937035e-35,-1.854092128567651e-36,-1.2454768327232832e-59,1.0147055242090046e-36,-1.8768476429481804e-53,2.362332745547129e-06,4.298906391709835e-33,-9.728648754452176e-33,1.1262459221224936e-45,5.612628167794107e-41,-2.666591531109172e-33,3.7708402297946004e-70,1.7487126957263856e-24,3.509985994809925e-29,-4.16080252437187e-42
1.0417703457988773e-10,0.002719578564615631,0.1557,0.0,0.0078360107269198,0.6423149564565662,0.2019,2.2190723813357756e-49,-3.372468972214591e-19,1.5236243306343189e-33,-4.8276342528237085e-45,1.2750007597474553e-35,-2.3392180554305402e-63,0.0001653308906213802,-1.2675518546212547e-29,7.200633181765075e-19,-3.828179727935437e-19,-1.836116562480719e-33,-1.2314462906517508e-46,2.9295741617007063e-32,1.0822590452902266e-46,9.914932968785963e-55,-1.242269950322715e-35,2.555009952991829e-37,-2.354139267233687e-59,9.670817461365283e-37,-1.824994323789429e-53,2.378098122511499e-06,2.2364237145396566e-33,-1.7695890597588074e-33,5.294591569386694e-45,5.933564525563282e-41,-5.499983161856769e-33,8.833292976869027e-70,1.7573527801229255e-24,3.5388620617281507e-29,-4.635231606359237e-42
1.0448338435229131e-10,0.002719578564615631,0.1557,0.0,0.007835786723339164,0.6423148365521683,0.2019,4.739737617634674e-48,-1.480998120803183e-19,8.343164782285648e-35,-2.352172395318861e-45,1.9225840386588614e-35,-7.367405590926962e-63,0.0001655390889865994,-2.673151309576686e-30,1.5200680037332383e-19,-3.9085402996521245e-21,8.172621570780968e-33,1.6801055315989793e-46,-1.2389469132682941e-33,-1.8178689379779782e-46,1.9217030253512813e-55,-2.283462185540628e-35,3.7126945333499185e-36,-4.1835535726505514e-60,1.4582685280484848e-36,-1.7346626513555995e-53,2.393903337929393e-06,-9.662049821985829e-33,2.1656693882402887e-32,-5.816838511100357e-45,6.112259241476496e-41,5.209341817881463e-33,6.369035408310874e-70,1.7660036525837352e-24,3.5678804502404615e-29,-8.078788354441235e-42
1.0478973412469489e-10,0.002719578564615631,0.1557,0.0,0.007835563916596493,0.6423147172263636,0.2019,1.9721571540622748e-48,-9.763512472671994e-20,6.032270471844558e-34,-1.2000630271061772e-45,1.9303321121669316e-35,-8.914209560285908e-63,0.0001657460508624032,3.899782934840794e-32,-2.020531650696957e-21,9.965408752777348e-20,-2.1380314097287557e-34,1.6832646813130383e-46,2.2228050795490475e-32,-1.6327832166849412e-46,-1.2904322040430761e-54,-1.6644163835831332e-35,-2.545993887001277e-36,-9.005479004993178e-60,1.4641456252463155e-36,-1.6271515495986559e-53,2.4097482047940865e-06,-5.682093589450034e-34,-6.419074540152374e-33,-1.0854812928554979e-44,6.475479262345568e-41,8.864100627277507e-33,-1.702801083133676e-70,1.7746652478084855e-24,3.597041336597664e-29,-6.041713874317101e-42
1.0509608389709847e-10,0.002719578564615631,0.1557,0.0,0.007835342301040183,0.6423145984764195,0.2019,-6.807329179287229e-48,9.997126723479157e-20,-9.169766201557048e-35,-5.912954423760493e-45,1.8132685994702773e-36,-3.299840563192569e-62,0.00016595178208718482,1.036466258847096e-29,-5.884417565173122e-19,4.884689611458997e-19,-1.928692239513284e-32,-5.000214548931193e-46,8.621864079977242e-32,4.916433555530509e-46,6.66299137277008e-55,6.437257180587451e-36,-6.74655489680538e-36,-1.506289127490849e-59,1.3753949955400418e-37,-1.490516156551128e-53,2.425632536328614e-06,2.2982066432542402e-32,-4.81971667586893e-32,2.119324023767027e-44,6.640382135487066e-41,-1.6855257243794473e-32,7.305448596845974e-70,1.7833375008048747e-24,3.626344895975827e-29,1.5565084090933518e-42
1.0540243366950204e-10,0.002719578564615631,0.1557,0.0,0.007835121871026491,0.6423144802996079,0.2019,7.846627314662468e-48,2.620085974196986e-19,-1.869537555887861e-32,-9.7564559633688e-45,-1.7584534603156385e-35,-6.564939211980418e-62,0.00016615628849121539,1.8629402617572674e-29,-1.0578241702839519e-18,7.958141443099705e-19,5.579712803856628e-33,-1.4866897577786102e-46,6.008678370019005e-32,7.91976089358835e-47,5.461011004182284e-54,1.936390359999543e-35,1.2933786601935806e-36,2.0502886556251764e-59,-1.3337683964201491e-36,-1.0485761480318366e-53,2.441556145993023e-06,-6.349517574629378e-34,5.80237974030489e-33,6.242928500154353e-44,6.133235755531472e-41,-2.7091314893275367e-32,2.603603554672397e-69,1.792020346888316e-24,3.655791302480239e-29,5.792373579178677e-42
1.0570878344190562e-10,0.002719578564615631,0.1557,0.0,0.00783490262091985,0.6423143626932039,0.2019,2.441148490533184e-47,4.090424537446847e-19,-4.1427390708104204e-32,-2.6433091809509394e-45,-3.018585592537716e-35,-1.0375706368732978e-61,0.00016635957589636237,2.6009482514393296e-29,-1.4769676606919613e-18,1.0679239078191147e-18,4.19029176034347e-32,1.3179030649367089e-45,-6.938808033701557e-33,-1.3396131465976029e-45,1.7608117910496492e-54,3.275565542068264e-35,1.4982040570588251e-36,8.909577729375584e-59,-2.2895689838480145e-36,-8.634578669450807e-54,2.457518847493461e-06,-4.013291768261712e-32,5.915964521513878e-32,4.943068784414447e-44,5.16991018457783e-41,1.2763659713081484e-32,-1.9270103757993607e-70,1.8007137216814817e-24,3.685380729150517e-29,1.0201451041446547e-41
1.060151332143092e-10,0.002719578564615631,0.1557,0.0,0.0078346845450931,0.6423142456544869,0.2019,-6.483711496175748e-48,2.389102243082736e-21,-6.977236006478801e-32,-6.010869778263846e-45,-7.200044890688948e-35,-1.6538074163317095e-61,0.00016656165011581702,4.35409393358528e-30,-2.4711422463682497e-19,2.4472386423506314e-19,-1.9140801476654087e-32,-2.3359454798203644e-46,1.688183611655696e-31,2.5207785872408488e-46,-1.1818844234524775e-54,9.363182502681575e-35,-1.4259937589492085e-35,1.0227992362150668e-58,-5.461172741594837e-36,2.1507820418840188e-54,2.473520454791674e-06,3.1747635283452196e-32,-8.71159902878315e-32,1.2558816003342675e-43,3.8239099502315927e-41,1.0722951934114477e-33,-7.576324664341762e-70,1.809417561113848e-24,3.71511334796582e-29,3.0261556793777273e-41
1.0632148298671278e-10,0.002719578564615631,0.1557,0.0,0.007834467637927825,0.6423141291807404,0.2019,1.9744309708547935e-48,-4.585749731704053e-19,-1.1231791571563728e-31,-1.9882257503438648e-44,-1.244481298907621e-34,-2.1748157602825882e-61,0.00016676251695376377,-1.984880365618036e-29,1.1274282096347516e-18,-6.688545607084404e-19,-1.202041954263566e-34,-8.031536181577773e-46,1.927193761641074e-31,7.020014244978031e-46,9.44508972953377e-54,1.3765283842801596e-34,-1.5997781629078217e-36,8.800965419330442e-59,-9.439288140605444e-36,2.183253759774814e-53,2.4895607821148137e-06,2.0726944025745664e-32,-2.9593234057637824e-32,2.736344239990649e-43,1.656432629920948e-41,-4.5521651370515484e-32,3.8054929687323174e-69,1.818131801421168e-24,3.7449893298504466e-29,4.4722938576667953e-41
1.0662783275911635e-10,0.002719578564615631,0.1557,0.0,0.00783425189381463,0.642314013269253,0.2019,4.671029004410973e-47,-2.34443462036622e-19,-1.75791038609053e-31,-2.3805565795294454e-44,-1.4489396896752694e-34,-1.3967658070029269e-61,0.00016696218220510828,-7.856185502745961e-30,4.463452851073536e-19,-2.1190319244629104e-19,5.993459620997763e-32,6.756966297793751e-46,1.2441427342179318e-31,-9.189578453648272e-46,1.4314427335333309e-53,1.5203265060556353e-34,6.281442689431486e-36,1.1866363534957667e-58,-1.0990090505578267e-35,5.239359590386826e-53,2.5056396439643404e-06,-3.857331355911209e-32,7.391758431618953e-32,3.65059376210296e-43,-1.3900065664620498e-41,-1.7722345170512578e-32,8.378763588220038e-69,1.826856379144973e-24,3.7750088446789784e-29,4.939881908329383e-41
1.0693418253151993e-10,0.002719578564615631,0.1557,0.0,0.007834037307153277,0.6423138979173167,0.2019,3.4255379868325723e-47,-2.721147072597203e-20,-3.1067534273915674e-31,-6.355303779127372e-44,-2.6476409291936456e-34,-6.573748446165415e-61,0.00016716065165530165,3.248566908203907e-30,-1.843135525718079e-19,2.1152360680689038e-19,-6.198805359684314e-32,-2.067239644652379e-45,6.862321981067109e-31,1.6089151402342582e-45,2.83788207879401e-53,3.258427118514929e-34,-3.794243006682456e-35,1.3558999876000968e-58,-2.008214496255026e-35,1.016374702620467e-52,2.5217568551237308e-06,1.2428227749086146e-31,-3.1163664680340995e-31,7.258432162426117e-43,-5.907964510695503e-41,-9.974630716158997e-32,1.9131470658897217e-68,1.8355912311321307e-24,3.805172061280828e-29,1.0659868701874457e-40
1.0724053230392351e-10,0.002719578564615631,0.1557,0.0,0.007833823872352975,0.6423137831222289,0.2019,8.288788728264958e-47,-2.940386792098498e-19,-5.097221301521307e-31,-1.2080261539876746e-43,-4.346887799534719e-34,-1.38444876403032e-60,0.00016735793108005147,-1.0611946160517988e-29,6.028641849417731e-19,-3.0882700989585076e-19,3.924215922105673e-32,-2.0115256625989343e-45,7.255546687960854e-31,1.2292628144374842e-45,5.160583248752797e-53,4.801687511094728e-34,-8.523643965519026e-36,1.687116727824662e-58,-3.297079919224326e-35,1.6668879867416173e-52,2.537912230667198e-06,4.9174000754738064e-32,-8.911057914111625e-32,1.2027188335491916e-42,-1.3284323566563044e-40,-1.8837963546837617e-31,3.227663797619534e-68,1.8443362945343336e-24,3.8354791474453756e-29,1.5727905923869047e-40
1.0754688207632709e-10,0.002719578564615631,0.1557,0.0,0.007833611583832664,0.642313668881291,0.2019,1.8403323245919947e-46,-5.964449854802974e-19,-5.393280247224581e-31,5.456973066805118e-46,-2.9786337368917664e-34,-6.996719777838715e-60,0.00016755402624505739,-2.634299944347266e-29,1.496274436415226e-18,-8.99831046859382e-19,4.603301754554688e-31,7.789861081572824e-45,-7.7170075612000795e-31,-8.188527237991597e-45,-1.6248291084519966e-53,2.261982803103025e-34,9.804837671807959e-35,5.068279567949319e-58,-2.2592709033382916e-35,2.103644913194494e-52,2.5541055859679406e-06,-4.637948559394794e-31,1.0453055288266413e-30,6.047139891893484e-43,-2.138441929052753e-40,2.962402101624713e-31,8.075488819455004e-69,1.8530915068075512e-24,3.8659302699270116e-29,7.352627736360744e-41
1.0785323184873066e-10,0.002719578564615631,0.1557,0.0,0.007833400436021194,0.64231355519181,0.2019,1.8001074625072646e-47,-6.856558411236812e-19,-5.2060237072318015e-31,1.7095383771494058e-43,-2.6639976325650536e-34,-8.654505435918495e-60,0.00016774894290578422,-3.078785312210512e-29,1.7487165504824412e-18,-1.0630623976966544e-18,9.939543648864918e-32,4.4452170523278295e-45,-1.0967105931837382e-31,-4.083024585442357e-45,-8.667623010990176e-53,3.032977134426878e-34,-1.3298331849744457e-35,1.287024775236773e-57,-2.0206227019848373e-35,2.550477696614709e-52,2.5703367367064658e-06,-9.54079603434702e-32,7.491509937693711e-32,2.2587746065136055e-43,-3.2227637898781404e-40,5.7871944724533335e-31,-2.2483254374507614e-68,1.8618568057115145e-24,3.896525594450177e-29,9.91237200175806e-41
1.0815958162113424e-10,0.002719578564615631,0.1557,0.0,0.0078331904233576,0.6423134420510971,0.2019,-2.7136343361526405e-46,-1.453481051228244e-19,-3.4747552212470348e-31,-5.779538351446906e-44,-6.163889432450075e-34,-3.998461087970701e-59,0.0001679426868072043,-2.203317833310779e-30,1.2533753652415727e-19,2.0008880941582077e-20,-8.108456692620572e-31,-1.8017590866748236e-44,3.0847130663857863e-30,1.7891135509234417e-44,1.4058339532794012e-53,8.60668481550209e-34,-1.9221249550763132e-34,4.4310104509361235e-58,-4.675262379823472e-35,2.4702266803881647e-52,2.5866054988784504e-06,1.0152523404379186e-30,-2.277757075568385e-30,1.2445893680933303e-42,-3.4698215535942213e-40,-6.36242220350879e-31,6.010527290127933e-69,1.8706321293091413e-24,3.927265285714362e-29,2.8257937159181907e-40
1.0846593139353782e-10,0.002719578564615631,0.1557,0.0,0.007832981540291295,0.6423133294564689,0.2019,2.4841339520717396e-46,2.9349975923785553e-19,-8.484840301946467e-31,-4.364134354578468e-43,-1.0068086409770926e-33,-8.352915769725829e-59,0.00016813526368359135,2.0751404603726256e-29,-1.1783201739603935e-18,8.848188112309054e-19,2.4517271487270254e-31,-3.787970054958802e-45,1.844485543813378e-30,1.6900474355473136e-45,2.044583179968233e-52,1.0818180853504182e-33,1.0282859895698899e-35,-1.2107441101810212e-57,-7.63656432790394e-35,2.963503819658265e-52,2.6029116888028675e-06,1.0267915874576004e-34,1.0210789626307146e-31,2.5399518115113627e-42,-3.7771853360571255e-40,-1.3154429075884576e-30,6.05213842938541e-68,1.8794174159659943e-24,3.958149507399129e-29,3.545484239558148e-40
1.087722811659414e-10,0.002719578564615631,0.1557,0.0,0.007832773781282273,0.6423132174052472,0.2019,5.286066674065223e-46,-1.766064739681494e-20,-1.9339930122044037e-30,-4.652746698165044e-43,-1.0688247985226959e-33,-9.24156170034878e-59,0.00016832667925828688,4.1533052109505244e-30,-2.356812081607317e-19,2.5334029053961645e-19,6.654315626549328e-31,6.518982150254917e-45,1.1075628946935386e-30,-9.392370951140508e-45,1.2174389076910348e-52,1.1098096471250773e-33,5.193635264188141e-35,-1.608601028152537e-57,-8.106953071770038e-35,5.82915045349547e-52,2.6192551231297553e-06,-4.303583340688417e-31,8.385241401521461e-31,2.647022287683962e-42,-5.464540658777095e-40,-2.1892533860566e-31,6.849563450230852e-68,1.8882126043497006e-24,3.989178422169116e-29,3.6296944621748882e-40
1.0907863093834497e-10,0.002719578564615631,0.1557,0.0,0.007832567140801416,0.642313105894759,0.2019,8.2258347787497455e-47,-3.4679004294497016e-19,-4.301863183122358e-30,-1.2527794987833477e-42,-2.4744255346059957e-33,-2.4994431468811532e-58,0.00016851693924342732,-1.333395541436175e-29,7.574571277748157e-19,-4.1066863130062133e-19,-2.0503286808290093e-30,-6.161695112255464e-44,1.2433544011549267e-29,5.433727889528021e-44,4.169959907007362e-52,3.162915109160441e-33,-4.782054310789242e-34,-1.6498647241443146e-57,-1.8768322891193711e-34,1.3472282067675293e-51,2.6356356188476835e-06,3.0973029009210802e-30,-6.974176996936354e-30,8.87582201318514e-42,-9.272774996122765e-40,-2.175941584347783e-30,2.7261335138712427e-67,1.89701763342935e-24,4.0203521916790055e-29,1.0374624541643618e-39
1.0938498071074855e-10,0.002719578564615631,0.1557,0.0,0.007832361613330664,0.6423129949223363,0.2019,1.8893494482650112e-45,-6.042109263704682e-20,-8.432439264863118e-30,-2.2006530594997584e-42,-4.5653400763389426e-33,-4.6885072333601616e-58,0.0001687060493397397,1.6271376827124202e-30,-9.222232230193163e-20,1.5264192781062786e-19,9.409120580200934e-31,-3.049598659666644e-44,1.2071415134581948e-29,1.436084818269949e-44,1.0350790320906701e-51,5.028539361623906e-33,-7.666746345432755e-35,-6.641154620354651e-58,-3.4627744622053003e-34,2.753659589972653e-51,2.652052993291417e-06,5.973234790220586e-31,-1.0672904752303952e-30,1.765375407719154e-41,-1.681649090370313e-39,-4.081094439487006e-30,5.5231866944076185e-67,1.9058324424749062e-24,4.051670976578503e-29,1.6479582107417816e-39
1.0969133048315213e-10,0.002719578564615631,0.1557,0.0,0.007832157193363203,0.6423128844853172,0.2019,3.992671504247374e-45,2.609254751196868e-19,-1.002806180439727e-29,-9.8413077629599e-44,-3.184622248693797e-33,-1.707975160561445e-57,0.000168894015236348,1.8422520279854023e-29,-1.046075666969108e-18,7.851487696222462e-19,8.688020102555843e-30,1.504952314723426e-43,-1.4261655433658883e-29,-1.6115376945384022e-43,-1.3772248603595042e-52,2.3702741452517726e-33,1.0933363759608145e-33,3.535069629737265e-57,-2.415511819891472e-34,3.968306818245075e-51,2.668507064149239e-06,-8.729311914134618e-30,1.9068538117244603e-29,8.294519552240067e-42,-2.5486930875122528e-39,5.2916103065607784e-30,1.850067579746595e-67,1.9146569710566015e-24,4.083134936517296e-29,7.715928096297278e-40
1.099976802555557e-10,0.002719578564615631,0.1557,0.0,0.007831953875403686,0.6423127745810447,0.2019,-1.2167954651655215e-45,-1.9310523916145705e-20,-2.2858060746712033e-30,2.6213220690706915e-42,5.10912086519311e-34,-3.22244657555579e-57,0.00016908084261054056,3.5891127692168896e-30,-2.0365344012813077e-19,2.229625397543055e-19,-5.49065015879056e-31,2.471705009971931e-44,-8.07406032445711e-30,-1.379044294262677e-44,-2.2288085222030326e-51,-5.728024253358349e-34,3.811475316171466e-35,4.450482886576227e-57,3.875207979874701e-35,3.4166781443219187e-51,2.684997649470296e-06,-3.353915796438298e-31,1.9677228518751752e-31,-1.0797067272409234e-41,-2.636929930745288e-39,1.1077025004338806e-29,-4.886822733399618e-67,1.9234911590443156e-24,4.114744230150004e-29,-1.925735698494432e-40
1.1030403002795928e-10,0.002719578564615631,0.1557,0.0,0.007831751653968492,0.642312665206868,0.2019,-5.90601455773107e-45,-2.9888490708130927e-19,5.343887440502142e-30,-9.33247818410597e-43,-7.939732723901396e-34,-8.211871120290319e-57,0.00016926653712753305,-1.1139633338876017e-29,6.328270358562289e-19,-3.339435774156511e-19,-1.5989565252071316e-29,-3.4075040220625664e-43,4.0602435342852726e-29,3.4361628233923202e-43,-1.5245226517944442e-52,2.647241584096749e-33,-1.7628638014145798e-33,-2.2449639347522946e-57,-6.022239387219396e-35,2.69569789456536e-51,2.7015245676715465e-06,1.7853148026102285e-29,-3.7829903645786616e-29,2.8586296905224562e-42,-2.304328202999977e-39,-9.950227957757332e-30,1.2171936174476703e-67,1.932334946606931e-24,4.146499015141126e-29,8.65676684402685e-40
1.1061037980036286e-10,0.002719578564615631,0.1557,0.0,0.00783155052358588,0.6423125563601418,0.2019,5.4143041852549275e-45,-3.9246964292134785e-20,-7.960701866506661e-30,-5.641715127676383e-42,-6.21428764221782e-33,-1.3792120825997122e-56,0.0001694511044402742,2.5058419936115196e-30,-1.4213244431453377e-19,1.8137798749663497e-19,4.0905793562922224e-30,-3.8578513285995763e-44,2.3702084241065742e-29,-2.307590937934643e-45,4.1811732096472443e-51,6.664084323328628e-33,1.067680653425422e-34,-2.3459818380985285e-57,-4.713488929241214e-34,5.937249174810258e-51,2.7180876375448834e-06,-9.13703948179677e-31,2.9821968276094607e-30,3.811684658967897e-41,-3.319593363878202e-39,-2.1870418406543698e-29,1.4289840771824945e-66,1.941188274211693e-24,4.1783994481699677e-29,2.174164944908719e-39
1.1091672957276644e-10,0.002719578564615631,0.1557,0.0,0.007831350478796167,0.6423124480382264,0.2019,1.404524471572833e-44,2.317346769422606e-19,-2.7905826260928505e-29,-2.210280711936119e-43,-6.6805633413942e-33,-2.5245370048261494e-56,0.00016963455018927098,1.6693982291797476e-29,-9.47912893543351e-19,7.161768414044462e-19,2.8833227648240803e-29,5.6100275464399734e-43,-4.479579312756974e-29,-5.950286386493186e-43,1.027911354015316e-51,5.2469858525593626e-33,2.0274454610713655e-33,8.267170289187391e-57,-5.067156461049333e-34,1.0234525368331012e-50,2.7346866782638914e-06,-2.912453440005955e-29,5.880334938295355e-29,2.40331968348778e-41,-5.1500690891614377e-39,1.4219930739884263e-29,5.652463658467996e-67,1.950051082623558e-24,4.2104456849355636e-29,1.706136629588314e-39
1.1122307934517002e-10,0.002719578564615631,0.1557,0.0,0.007831151514151941,0.6423123402384888,0.2019,-5.776312195507308e-45,-3.308519499970241e-20,-1.1148728248331761e-29,6.04717265461039e-42,-1.5443473111765738e-33,-3.60665802104772e-56,0.00016981688000236854,2.6959397281930225e-30,-1.5293227929529267e-19,1.8601609100666148e-19,-5.651015575696697e-30,-1.3316936001618922e-44,-1.054366049691461e-29,5.095064575544312e-44,-6.177957303271433e-51,2.08421291179856e-33,-3.961706836481713e-34,6.30619643085788e-57,-1.1713784989761236e-34,7.09710500734325e-51,2.7513215093907022e-06,3.989873904386565e-30,-1.0104021984699725e-29,-2.464272707729689e-41,-5.152125580296704e-39,3.3488289133084807e-29,-1.4765126884916538e-66,1.9589233129045285e-24,4.2426378801615936e-29,6.823050023978482e-40
1.1152942911757359e-10,0.002719578564615631,0.1557,0.0,0.007830953624218286,0.6423122329583013,0.2019,-1.8694165475639095e-44,-2.887005998141044e-19,2.706113610004047e-29,1.1271549505794114e-42,3.091078356803007e-33,-4.9289368983264525e-56,0.00016999809949453008,-1.075429347056849e-29,6.109389446568375e-19,-3.2223975543922527e-19,-3.5508585488869313e-29,-7.875901362613627e-43,5.069535266787522e-29,8.283745067691855e-43,-3.1047527158365234e-51,-2.29144678682152e-33,-1.0204282556739013e-33,-6.060749759170694e-57,2.344554851034712e-34,1.0238012046132094e-51,2.7679919508824747e-06,3.604160391584644e-29,-6.528246071529926e-29,-2.9663434527190337e-41,-3.958934160605597e-39,-1.2975972245173296e-29,-8.451239270190913e-67,1.9678049064129708e-24,4.274976187601273e-29,-7.578280006927976e-40
1.118445462950963e-10,0.002719578564615631,0.1557,0.0,0.007830751186460089,0.642312123147174,0.2019,9.106540902656666e-45,-4.885518870120559e-20,1.724406960596549e-29,-4.111871882859858e-42,3.004461061090993e-33,-5.6900099841632345e-56,0.00017018335275647477,1.8718463643831652e-30,-1.0612932886394014e-19,1.5498312539760487e-19,9.732230098288686e-30,8.987007616363254e-44,-1.4716601067054218e-30,-1.417319836516548e-43,6.656162347256386e-51,-3.897161826519321e-33,7.3394979775807386e-34,-1.9290807051103014e-57,2.2788562017249607e-34,6.031840708649582e-51,2.785176447137465e-06,-8.977682027667806e-30,2.058521254651638e-29,1.4886934429774144e-41,-4.252681697935111e-39,-3.7080814894168635e-29,1.6799895999651295e-66,1.9769503892520006e-24,4.308392588391051e-29,-1.3066144110979906e-39
1.12159663472619e-10,0.002719578564615631,0.1557,0.0,0.00783054987418276,0.6423120138801408,0.2019,2.31079578995555e-44,2.2755406968617814e-19,-4.468160295162433e-29,-4.485944030125947e-42,-1.0709367377912748e-32,-5.846143262653584e-56,0.0001703674432448858,1.6358213633356336e-29,-9.288464012590203e-19,7.012909814433564e-19,2.3956887652106366e-29,6.0796321356353106e-43,3.7873026759517155e-29,-6.9822355900999785e-43,7.26819048050643e-51,1.432771690135632e-32,-2.6478298748584333e-33,6.45767275952311e-57,-8.12297224872031e-34,1.8963674503392806e-50,2.802398236057086e-06,-1.7766132187479262e-29,9.765876063262053e-30,7.600057503303815e-41,-6.169106819341851e-39,-9.116450125453319e-30,2.154785901499182e-66,1.986105654012358e-24,4.341963911096661e-29,4.681084292368129e-39
1.124747806501417e-10,0.002719578564615631,0.1557,0.0,0.007830349681513778,0.642311905154363,0.2019,-9.80886466069324e-46,-1.2913746088026324e-20,-7.368204617369453e-29,-9.919449832840151e-42,-2.638748717669232e-32,-5.188208821919775e-56,0.00017055037702688023,3.625992719870055e-30,-2.0575532613416715e-19,2.1866772128775586e-19,-6.37022814356058e-30,-3.609086406514948e-43,9.813179308132154e-29,3.281833459690699e-43,8.848173609743614e-52,2.9733413249144664e-32,-1.1028193662232832e-33,-3.8319752906156345e-58,-2.001470055874882e-33,2.0370916506799846e-50,2.8196571230453805e-06,1.7431263799919872e-29,-3.5814382386729315e-29,1.1035033341019534e-40,-9.138151078845904e-39,3.354633259322057e-31,1.025588409412642e-66,1.9952706378490078e-24,4.3756903198722856e-29,9.742015469399452e-39
1.127898978276644e-10,0.002719578564615631,0.1557,0.0,0.007830150602595417,0.6423117969670085,0.2019,-4.908355132316556e-45,-2.348870308995598e-19,-1.6487405417366264e-29,1.2106311322868443e-41,-5.639773075126395e-33,-1.2560164455367557e-55,0.00017073216015430634,-8.079215349563407e-30,4.590109383035959e-19,-2.2412527429169355e-19,4.274193714635886e-29,4.2116150382058145e-43,-2.0592952110022315e-28,-3.4215406743880846e-43,-1.152978015932863e-50,-2.9635098434637018e-33,9.101939565998363e-33,1.876420925365876e-56,-4.2777304375447915e-34,9.557069647553735e-51,2.836952913977229e-06,-5.420134690587027e-29,1.6531935440883825e-28,-6.413488961847921e-41,-1.2191505097005755e-38,6.858936048895086e-29,-3.257850432952547e-66,2.0044452782454983e-24,4.4095719778078e-29,-9.950736414259038e-40
1.131050150051871e-10,0.002719578564615631,0.1557,0.0,0.007829952631584949,0.6423116893152524,0.2019,-1.6117440411297348e-44,1.593373615706762e-21,9.884398997920848e-29,4.619620765234978e-41,3.303097620735756e-32,-2.3134721225634877e-55,0.00017091279866354958,4.349010528868665e-30,-2.4681800057596994e-19,2.4522328460621344e-19,-2.5842954783206663e-30,7.357114728946177e-43,-2.2964493483950384e-28,-5.46592619313276e-43,-2.1435878974338077e-50,-3.6820006480491156e-32,9.89301889484655e-34,3.4584513921720195e-56,2.5053719790615685e-33,1.73204226786027e-52,2.854285415205372e-06,-2.4159635813917403e-29,4.234615884495382e-29,-2.939569067024163e-40,-9.542032351653791e-39,1.1523180818078084e-28,-7.434559392052031e-66,2.0136295130131394e-24,4.44360904693437e-29,-1.2054487473024148e-38
1.134201321827098e-10,0.002719578564615631,0.1557,0.0,0.00782975576265478,0.6423115821962783,0.2019,-4.41350042316739e-44,2.332460447801044e-19,1.1605430362306294e-28,-1.198531951597727e-41,1.1507327629971595e-32,-8.5116976810621e-55,0.0001710922985753563,1.6475822843646395e-29,-9.355304482544627e-19,7.022831000035402e-19,-1.8924586076410512e-28,-3.0930945482973893e-42,5.501974309282963e-28,3.055138193865177e-42,1.4564034018340204e-50,4.468629156393599e-33,-1.6841999765597748e-32,-2.2400238481829387e-56,8.728211624688573e-34,4.892863924516279e-51,2.8716544335670366e-06,2.1297014770663527e-28,-5.145934316307598e-28,3.1640137515214747e-41,-3.325022118192438e-39,-1.753494504751697e-28,3.16523490941423e-66,2.0228232802901436e-24,4.4778016882299914e-29,1.476428066685256e-39
1.1373524936023251e-10,0.002719578564615631,0.1557,0.0,0.007829559989992692,0.6423114756072759,0.2019,6.11488694016649e-44,-2.0242937254037107e-20,-1.4166904363457815e-28,-9.751547081998406e-41,-5.094522255390052e-32,-1.613610954836008e-54,0.00017127066589462205,3.0651553699498456e-30,-1.7390856379117507e-19,1.9415019354547238e-19,3.4595106643645147e-29,-1.2350352741319095e-42,4.506674477702036e-28,6.869881931335505e-43,6.428505125674904e-50,5.562221438269707e-32,1.01332814004438e-34,-4.274834391483852e-56,-3.8641542981518166e-33,3.894298412616564e-50,2.889059776390684e-06,2.0653800809609878e-29,-1.93462735817632e-29,6.17150510103284e-40,-9.154395327200396e-39,-3.4486845367564536e-28,1.9508163029231835e-65,2.032026518540782e-24,4.5121500616250516e-29,1.8068729392946065e-38
