Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44),CH2OX2(50),CHO3X(91),H(23),HCO(31),CH3X(53)
3.046758354281338e-07,0.002719578564615631,0.1557,0.0,0.00438567084585298,0.6388391637447326,0.2019,-3.6853873977061755e-33,2.1587958668552512e-23,-5.965773857568126e-20,6.490237245185926e-32,2.362043892963964e-19,-1.375916883064887e-32,0.00011442522906718155,-6.512189112797026e-24,-1.1558071706541343e-29,4.53568820409383e-27,-5.436174016642766e-20,-3.2856061330677494e-41,-1.3663031950225e-19,-4.279107752926716e-46,7.294487375979988e-46,-2.9946703068683084e-21,-7.762288343523354e-27,5.341900560288084e-47,1.754006732932107e-20,-9.784618059878955e-34,0.003503623640738029,-1.624910124250584e-28,-5.509953068071287e-28,-8.339224346433126e-31,7.58109129687648e-23,-7.282450100155195e-27,-1.5921567209577195e-63,5.170759654563787e-22,1.9171534452570312e-23,-3.117285607490261e-24
3.063628647966731e-07,0.002719578564615631,0.1557,0.0,0.004384505327700687,0.6388379840775934,0.2019,-3.681559451146744e-33,2.1600743625773495e-23,-5.964224343567015e-20,6.457098097980216e-32,2.357502919107444e-19,-1.375878984712494e-32,0.00011439693109315319,-6.513506035719077e-24,4.685344540497245e-29,4.508360491633936e-27,-5.436752329227979e-20,-3.008682624354005e-41,-1.3616131630812634e-19,1.1628152787112097e-45,7.253504595822831e-46,-2.98218666056211e-21,-1.0660904375141737e-25,5.31331087045823e-47,1.750367097853304e-20,-9.82286002888608e-34,0.003504817456864353,-1.6239661983297261e-28,-5.4899733889734725e-28,-8.33591049159453e-31,7.564394920665072e-23,-7.276127708157851e-27,-1.5835440517968846e-63,5.170867390825048e-22,1.9190147029151682e-23,-3.105786489386672e-24
3.080498941652124e-07,0.002719578564615631,0.1557,0.0,0.004383362650222005,0.6388368275284123,0.2019,-3.6777413293223487e-33,2.1613552921107178e-23,-5.962674757159401e-20,6.423992531361055e-32,2.3529808968266633e-19,-1.3758404802551968e-32,0.00011436918768807419,-6.5148182042948365e-24,-2.3159755848850845e-29,4.553882775675722e-27,-5.437328393365318e-20,-2.7552287907699377e-41,-1.356940901398961e-19,-5.321623458635641e-46,7.212666225876878e-46,-2.970187735516497e-21,-1.1157368588449442e-26,5.284787718496093e-47,1.7467422943287046e-20,-9.861003736769638e-34,0.0035059878777481124,-1.6230340224863476e-28,-5.470102384729797e-28,-8.332599994566876e-31,7.547809418032373e-23,-7.26988251524066e-27,-1.5749599234813413e-63,5.170973085822281e-22,1.9208454144446115e-23,-3.094313853545969e-24
3.097369235337517e-07,0.002719578564615631,0.1557,0.0,0.0043822423543691084,0.6388356936325682,0.2019,-3.673932961495588e-33,2.1626328960322857e-23,-5.961125083927165e-20,6.390920449052562e-32,2.3485355475572576e-19,-1.3757864945426575e-32,0.00011434198770578825,-6.516127683553935e-24,-3.566042567253621e-29,4.544146640273835e-27,-5.437902224324719e-20,-2.475713814796334e-41,-1.3522863454356917e-19,-1.0856253529384768e-45,7.171976755670403e-46,-2.964644788125555e-21,3.358138594825278e-26,5.2563304656950755e-47,1.7431761000931e-20,-9.899049895925892e-34,0.0035071353735832934,-1.6221133721020798e-28,-5.450338712231979e-28,-8.329292846036735e-31,7.531324606232299e-23,-7.26371293659025e-27,-1.5664027990219303e-63,5.171076778611641e-22,1.9226460633814377e-23,-3.082869530394615e-24
3.11423952902291e-07,0.002719578564615631,0.1557,0.0,0.004381143990757833,0.6388345819352216,0.2019,-3.670134276588378e-33,2.1638999285932038e-23,-5.959575309847087e-20,6.35788176878884e-32,2.3440447873146336e-19,-1.3757488365726194e-32,0.00011431532023479313,-6.5174300680939876e-24,7.213312295356115e-29,4.489070170636606e-27,-5.438473837147706e-20,-2.2823773915638782e-41,-1.347649382150538e-19,1.774659586598581e-45,7.131437349495681e-46,-2.952266613739528e-21,-1.4042379561010245e-25,5.227938078475908e-47,1.7395759127112285e-20,-9.93699920601223e-34,0.003508260404665565,-1.6212040364651718e-28,-5.430681038005939e-28,-8.325989036847375e-31,7.514935053222361e-23,-7.257617433080941e-27,-1.5578721694042022e-63,5.171178507459567e-22,1.924417125814434e-23,-3.0714488722464984e-24
3.131109822708303e-07,0.002719578564615631,0.1557,0.0,0.004380067119447572,0.6388334919910903,0.2019,-3.6663452063616325e-33,2.165171409002828e-23,-5.958025421281489e-20,6.324876395861044e-32,2.3395450561946244e-19,-1.3757177897455532e-32,0.00011428917459290553,-6.5187267959520785e-24,-1.4240798309736578e-29,4.553188777842318e-27,-5.439043246651094e-20,-2.1265325205201401e-41,-1.3430299050359062e-19,-2.080488892759361e-46,7.091031561180468e-46,-2.9374826543652176e-21,-3.4922180319011867e-26,5.199609179827454e-47,1.7359693702751944e-20,-9.974852354233896e-34,0.003509363421617714,-1.6203058099187647e-28,-5.411128291160579e-28,-8.322688557995004e-31,7.498656569824045e-23,-7.251594503538182e-27,-1.5493688913938513e-63,5.171278309862097e-22,1.926159070503229e-23,-3.0600530513224117e-24
3.147980116393696e-07,0.002719578564615631,0.1557,0.0,0.004379011309726815,0.6388324233642341,0.2019,-3.66256568452269e-33,2.1664430742887712e-23,-5.956475404968887e-20,6.291904232919912e-32,2.3351743299615197e-19,-1.3756569204673978e-32,0.000114263540322069,-6.520022818855463e-24,-7.936226260548841e-29,4.563928118808946e-27,-5.43961046743143e-20,-1.8876651002878054e-41,-1.3384278685480235e-19,-2.250491717100307e-45,7.05076459442953e-46,-2.934896314880709e-21,1.0500568283715656e-25,5.171343288409957e-47,1.7324611224992933e-20,-1.0012610015617453e-33,0.0035104448656093088,-1.619418478956932e-28,-5.391679200825851e-28,-8.319391400624979e-31,7.482476233558032e-23,-7.245642661514796e-27,-1.540890958136686e-63,5.171376222563457e-22,1.927872358994167e-23,-3.0486868034896894e-24
3.164850410079089e-07,0.002719578564615631,0.1557,0.0,0.0043779761399041755,0.6388313756278421,0.2019,-3.6587956429909335e-33,2.1676982153352884e-23,-5.95492524801631e-20,6.258965208162349e-32,2.3307464824552805e-19,-1.375615909093742e-32,0.00011423840718325212,-6.521311373428696e-24,1.0185794952115088e-28,4.4635078810093395e-27,-5.440175513872428e-20,-1.7442216826442476e-41,-1.3338431644616428e-19,2.4453813180451094e-45,7.010645395903485e-46,-2.9240398078702095e-21,-1.746959439155963e-25,5.143139599458205e-47,1.7289099909816687e-20,-1.0050272853289346e-33,0.0035115051685707635,-1.618541847783444e-28,-5.37233245647512e-28,-8.316097556028298e-31,7.466378947521119e-23,-7.239760468320031e-27,-1.5324372507859953e-63,5.171472281574028e-22,1.929557445733968e-23,-3.03734314762342e-24
3.181720703764482e-07,0.002719578564615631,0.1557,0.0,0.004376961197104731,0.6388303483640266,0.2019,-3.6550350166977256e-33,2.168958849995226e-23,-5.95337493789069e-20,6.226059233558573e-32,2.326245203953454e-19,-1.3755988946751533e-32,0.00011421376515150288,-6.5225920516015825e-24,1.7831292269331066e-29,4.5436150729357924e-27,-5.44073840014801e-20,-1.687224225221768e-41,-1.3292756660568155e-19,7.72797959471018e-46,6.970649691550502e-46,-2.90394471978283e-21,-1.0071855403941935e-25,5.114996538831615e-47,1.725303604775397e-20,-1.008784151874468e-33,0.003512544753401957,-1.6176757260975355e-28,-5.353087121621397e-28,-8.312807015638095e-31,7.450394586008375e-23,-7.233946523644506e-27,-1.5240100762475082e-63,5.171566522187665e-22,1.9312147781812432e-23,-3.0260213986622675e-24
3.198590997449875e-07,0.002719578564615631,0.1557,0.0,0.004375966077071446,0.6388293411636232,0.2019,-3.6512837441424765e-33,2.1702272510086722e-23,-5.951824462409719e-20,6.193186205135303e-32,2.32195132266941e-19,-1.3755299520449984e-32,0.00011418960441115855,-6.5238749651765e-24,-1.5167395621001303e-28,4.6019549508382444e-27,-5.441299140225649e-20,-1.4655112285982654e-41,-1.324725350005682e-19,-4.1326719759103184e-45,6.930779996753938e-46,-2.9047167718465907e-21,2.1763157434174157e-25,5.086913717292335e-47,1.7218549658553906e-20,-1.0125316652094678e-33,0.003513564034175587,-1.6168199090566997e-28,-5.333941999288386e-28,-8.309519771026147e-31,7.434510831699183e-23,-7.228199430326081e-27,-1.5156070338509217e-63,5.1716589789984385e-22,1.9328447969159265e-23,-3.014731467473305e-24
3.215461291135268e-07,0.002719578564615631,0.1557,0.0,0.004374990383971682,0.6388283536259936,0.2019,-3.647541759948899e-33,2.1714706076397653e-23,-5.950273809735103e-20,6.160346062550544e-32,2.3176160182506046e-19,-1.3754771160528892e-32,0.00011416591535111857,-6.5251509986595925e-24,1.2671449108652456e-28,4.4334390679946086e-27,-5.44185774787449e-20,-1.3295212487490496e-41,-1.3201921235197267e-19,2.882229944634397e-45,6.891059394376202e-46,-2.8986259020054957e-21,-1.8925452892986078e-25,5.058890707650123e-47,1.7183753414078276e-20,-1.0162698882326499e-33,0.0035145634163353907,-1.615974215226792e-28,-5.314895766171773e-28,-8.306235813899591e-31,7.4186913819236e-23,-7.222517843076873e-27,-1.5072253644885706e-63,5.171749685916814e-22,1.9344479357466687e-23,-3.0034640620810018e-24
3.2323315848206613e-07,0.002719578564615631,0.1557,0.0,0.004374033730208548,0.6388273853588348,0.2019,-3.643809001193909e-33,2.1727172134827285e-23,-5.948722968364785e-20,6.127538730438792e-32,2.3130787628356007e-19,-1.3754841044081813e-32,0.00011414268856024566,-6.52641461972553e-24,9.480576027009166e-29,4.513624018232236e-27,-5.442414236667861e-20,-1.3893033441470992e-41,-1.315675824666517e-19,2.992011012493907e-45,6.851454401029007e-46,-2.869495929191649e-21,-2.438851172602118e-25,5.030925682300594e-47,1.714742974137754e-20,-1.019998882755999e-33,0.0035155432968893966,-1.6151384703167434e-28,-5.295947637652607e-28,-8.302955136097802e-31,7.402986585034269e-23,-7.216900458175905e-27,-1.498869718775003e-63,5.171838676185306e-22,1.9360246218162597e-23,-2.9922133484978906e-24
3.2492018785060543e-07,0.002719578564615631,0.1557,0.0,0.004373095736236903,0.6388264359779947,0.2019,-3.640085411791544e-33,2.1739859533235866e-23,-5.947171927123763e-20,6.094764089864632e-32,2.3088497561673136e-19,-1.3754097548309125e-32,0.0001141199148229454,-6.527684261313781e-24,-2.6044259299224065e-28,4.666904634758452e-27,-5.442968619985059e-20,-1.1773064362052683e-41,-1.311176451602657e-19,-6.877821424396227e-45,6.811957166812577e-46,-2.8725398148026505e-21,3.7679891432938414e-25,5.003018163638825e-47,1.7113448429274115e-20,-1.023718709526782e-33,0.0035165040645983438,-1.6143124750689431e-28,-5.2770965022116e-28,-8.299677729589039e-31,7.38739551641699e-23,-7.211345958412364e-27,-1.4905379496710923e-63,5.171925982393601e-22,1.9375752757051187e-23,-2.980997559414318e-24
3.2660721721914474e-07,0.002719578564615631,0.1557,0.0,0.004372176030383989,0.6388255051072876,0.2019,-3.6363709291694206e-33,2.1752192448528242e-23,-5.945620675158169e-20,6.062022090357577e-32,2.3046657826514565e-19,-1.3753278840213153e-32,0.00011409758511479269,-6.5289501273319985e-24,1.2347917015856373e-28,4.4066979907361774e-27,-5.443520911020592e-20,-9.842698535076532e-42,-1.3066939474438778e-19,2.397972927142381e-45,6.772614202588869e-46,-2.8776327719935287e-21,-1.387875496762629e-25,4.975168339364158e-47,1.7079812932869377e-20,-1.0274294282514932e-33,0.0035174461001594103,-1.6134960617871303e-28,-5.258340970434866e-28,-8.296403586467388e-31,7.371840514647911e-23,-7.205853084896868e-27,-1.4822236758026284e-63,5.1720116364932355e-22,1.93910031153291e-23,-2.9698067950210064e-24
3.2829424658768404e-07,0.002719578564615631,0.1557,0.0,0.004371274248674566,0.63882459237832,0.2019,-3.632665490805253e-33,2.1764457281639505e-23,-5.944069201928642e-20,6.029312681861897e-32,2.300050607626059e-19,-1.3753716741287533e-32,0.00011407569059823879,-6.53019538854897e-24,2.5022597617705494e-28,4.443286786843472e-27,-5.444071122786346e-20,-1.192684009185547e-41,-1.3022280961319765e-19,7.320082928247413e-45,6.7333846819427595e-46,-2.8348364384933857e-21,-5.157316813489179e-25,4.947374156649508e-47,1.7042911094558444e-20,-1.0311310976212322e-33,0.0035183697763853865,-1.6126890739916524e-28,-5.239680433226175e-28,-8.293132698950056e-31,7.356396200917232e-23,-7.200420628416206e-27,-1.4739348650379262e-63,5.172095669811794e-22,1.9406001370583335e-23,-2.9586238875245917e-24
3.2998127595622334e-07,0.002719578564615631,0.1557,0.0,0.0043703900346602495,0.6388236974303158,0.2019,-3.6289690468344775e-33,2.1777188846992683e-23,-5.942517497200725e-20,5.996635719512673e-32,2.2958395320775295e-19,-1.3753046875697692e-32,0.0001140542226185262,-6.531450340914796e-24,-4.050779675002701e-28,4.766969171832534e-27,-5.444619268111244e-20,-1.0155890214930768e-41,-1.2977789068833308e-19,-1.0345200009444719e-44,6.694235406692424e-46,-2.8353371227768874e-21,5.671062619126979e-25,4.919634636285735e-47,1.7009078591979688e-20,-1.0348237753308844e-33,0.0035192754583794165,-1.6118913140614546e-28,-5.221113895411884e-28,-8.289865059374106e-31,7.34109916846839e-23,-7.195047341876087e-27,-1.465671615839227e-63,5.172178113066659e-22,1.9420751537771337e-23,-2.9474788960959552e-24
3.3166830532476265e-07,0.002719578564615631,0.1557,0.0,0.004369523039253095,0.638822819909949,0.2019,-3.625281538505239e-33,2.1789474939784072e-23,-5.940965551039651e-20,5.963991154047526e-32,2.2919104083264624e-19,-1.3751626041505065e-32,0.00011403317269965617,-6.532710008071034e-24,4.395118362368128e-29,4.403544861542606e-27,-5.445165359652014e-20,-6.620859986524925e-42,-1.2933463937754785e-19,-3.852845175797108e-46,6.6552480206921145e-46,-2.8629457885431193e-21,6.499975032634362e-26,4.891950965119151e-47,1.697738881203806e-20,-1.0385075181003197e-33,0.0035201635037054413,-1.611102627050108e-28,-5.202639821024323e-28,-8.286600660193574e-31,7.325799136178667e-23,-7.189732045158862e-27,-1.4574205097038725e-63,5.172258996378374e-22,1.9435257570183674e-23,-2.936366865619948e-24
3.3335533469330195e-07,0.002719578564615631,0.1557,0.0,0.004368672920563363,0.6388219594711798,0.2019,-3.621602900852979e-33,2.1801435251238866e-23,-5.93941335380525e-20,5.93137898414655e-32,2.2871831183052557e-19,-1.375254671591154e-32,0.00011401253254036702,-6.533935848165309e-24,5.29689809376777e-28,4.3013197963755236e-27,-5.445709409895458e-20,-1.0527382166041662e-41,-1.2889302672034735e-19,1.4882442602815365e-44,6.616384317461874e-46,-2.802530915393832e-21,-9.791090994720537e-25,4.864321058646747e-47,1.6939649216181653e-20,-1.0421823817008168e-33,0.003521034262554461,-1.6103228778380263e-28,-5.184257802774707e-28,-8.283339493977193e-31,7.310586885823406e-23,-7.184473624505735e-27,-1.449193195320419e-63,5.172338349283595e-22,1.9449523360389856e-23,-2.925248880698821e-24
3.3504236406184125e-07,0.002719578564615631,0.1557,0.0,0.004367839343741112,0.6388211157750927,0.2019,-3.6179330908252424e-33,2.1814239868666446e-23,-5.937860896141625e-20,5.898799027975e-32,2.282870630776449e-19,-1.3752296697986186e-32,0.00011399229401034237,-6.5351720922533205e-24,-5.609217838847989e-28,4.90362119101396e-27,-5.446251431155032e-20,-1.0006631564959075e-41,-1.2845305175417963e-19,-1.3647675788696406e-44,6.577559542530547e-46,-2.78787940745638e-21,7.223122652195158e-25,4.836742619076391e-47,1.69050601234355e-20,-1.0458484209716417e-33,0.003521888077906737,-1.609551865354822e-28,-5.165967028639661e-28,-8.280081553405309e-31,7.295590739653379e-23,-7.1792708924283e-27,-1.4409967467418338e-63,5.17241620074765e-22,1.9463552741167627e-23,-2.914168817557939e-24
3.3672939343038056e-07,0.002719578564615631,0.1557,0.0,0.004367021980821643,0.6388202884897413,0.2019,-3.614272056356004e-33,2.1826604681832323e-23,-5.93630816897224e-20,5.866251213224077e-32,2.2793583933827905e-19,-1.3749769830443627e-32,0.00011397244914651479,-6.53643166025998e-24,-2.005026269413719e-28,4.46695768073717e-27,-5.446791435583715e-20,-3.273643105239833e-42,-1.2801472840338233e-19,-7.930624840498165e-45,6.538901405424091e-46,-2.8558494844967352e-21,5.759613301057248e-25,4.809218493724133e-47,1.6876544894597457e-20,-1.049505689836776e-33,0.003522725285690034,-1.6087894455275274e-28,-5.147765696606205e-28,-8.276826831266808e-31,7.280546852253981e-23,-7.174122738256325e-27,-1.432805539994665e-63,5.172492579176749e-22,1.947734948641611e-23,-2.903139816752018e-24
3.3841642279891986e-07,0.002719578564615631,0.1557,0.0,0.004366220510574857,0.6388194772899959,0.2019,-3.610619725777056e-33,2.1838104978110477e-23,-5.934755163497038e-20,5.833735626025631e-32,2.274533892529007e-19,-1.3751151889895756e-32,0.00011395299014929254,-6.537638729843923e-24,9.832925183118072e-28,4.044058940008569e-27,-5.44732943517701e-20,-9.018263630730189e-42,-1.2757801927750603e-19,2.677513496555964e-44,6.5004010709307996e-46,-2.778936369398867e-21,-1.6865134864474666e-24,4.781746907706649e-47,1.6838080359037638e-20,-1.0531542413341725e-33,0.0035235462149340413,-1.6080355107734613e-28,-5.129653618968478e-28,-8.273575320457626e-31,7.265521832849923e-23,-7.169028148853292e-27,-1.4246328739765524e-63,5.172567512429871e-22,1.949091731205334e-23,-2.8920856936532238e-24
3.4010345216745916e-07,0.002719578564615631,0.1557,0.0,0.004365434618358136,0.638818681857394,0.2019,-3.606976062172489e-33,2.1850958690784208e-23,-5.933201871181139e-20,5.801252044562623e-32,2.269868329954381e-19,-1.3752082926926487e-32,0.00011393390937900761,-6.538847478195964e-24,-6.497462081495961e-28,5.057831756024722e-27,-5.44786544176524e-20,-1.1842354639276293e-41,-1.2714291509589398e-19,-1.430776961567323e-44,6.461881016888267e-46,-2.7221684084424575e-21,6.715281261465013e-25,4.754322954375474e-47,1.6800825651557386e-20,-1.0567941276309901e-33,0.0035243511879210483,-1.607289850093571e-28,-5.111630297151469e-28,-8.27032701397777e-31,7.25083561034652e-23,-7.163985985179324e-27,-1.416502489769855e-63,5.172641027830259e-22,1.9504259876898328e-23,-2.8810599952420747e-24
3.4179048153599847e-07,0.002719578564615631,0.1557,0.0,0.004364663995972652,0.6388179018799952,0.2019,-3.6033410263483605e-33,2.1863653023341665e-23,-5.931648283749439e-20,5.768800319176089e-32,2.2669907224096427e-19,-1.3747745911034235e-32,0.00011391519935255421,-6.5401151141409226e-24,-7.564847647843148e-28,4.677436293694669e-27,-5.448399467028922e-20,2.982386414818349e-43,-1.2670944978203263e-19,-2.4187149612215907e-44,6.423516309033816e-46,-2.854748078021011e-21,1.6334557555061398e-24,4.726952257713681e-47,1.6777136364631315e-20,-1.0604254000324396e-33,0.0035251405203329863,-1.6065523266193787e-28,-5.093693492435637e-28,-8.267081904927781e-31,7.23607326359075e-23,-7.158995193245218e-27,-1.4083701530225652e-63,5.172713152176656e-22,1.951738078353827e-23,-2.8701204326485076e-24
3.4347751090453777e-07,0.002719578564615631,0.1557,0.0,0.0043639083415233735,0.6388171370522397,0.2019,-3.5997145343618325e-33,2.1874493124870208e-23,-5.930094393186945e-20,5.736380679566574e-32,2.2622232938435476e-19,-1.374914880612811e-32,0.00011389685273985893,-6.541309004099315e-24,1.640039895092033e-27,3.62096022266949e-27,-5.448931522503846e-20,-6.219514132511008e-42,-1.2627757923371752e-19,4.3228977026317813e-44,6.385384976249851e-46,-2.7772252842244726e-21,-2.6211058913809033e-24,4.699633398837873e-47,1.6739116870408912e-20,-1.0640481090157338e-33,0.003525914521394958,-1.6058228703792564e-28,-5.0758432197476005e-28,-8.263839986508132e-31,7.221165878077993e-23,-7.15405487156472e-27,-1.400242531673997e-63,5.172783911754219e-22,1.9530283579181114e-23,-2.859134172489378e-24
3.451645402730771e-07,0.002719578564615631,0.1557,0.0,0.0043631673592823645,0.6388163870748091,0.2019,-3.5960965512401955e-33,2.1887234826252844e-23,-5.92854019172642e-20,5.703992888104945e-32,2.256738096179638e-19,-1.375272226937164e-32,0.00011387886236050504,-6.542473695964693e-24,-4.898899020883256e-28,5.163466307509226e-27,-5.449461619567088e-20,-1.6470157328637e-41,-1.2584727395135523e-19,-6.874131872081074e-45,6.347159899328013e-46,-2.6278775489659607e-21,5.361558715247117e-26,4.672357814784471e-47,1.6695657550941182e-20,-1.0676623042476014e-33,0.003526673494015322,-1.6051012524081798e-28,-5.058079530299486e-28,-8.260601252016764e-31,7.206788589268242e-23,-7.149163918201308e-27,-1.39217768838172e-63,5.17285333234513e-22,1.9542971756493799e-23,-2.848144586684625e-24
3.468515696416164e-07,0.002719578564615631,0.1557,0.0,0.004362440759555065,0.6388156516544918,0.2019,-3.592487062169636e-33,2.1900704846303295e-23,-5.926985671841187e-20,5.671636611812793e-32,2.2547157277197494e-19,-1.3745814881741638e-32,0.00011386122118069469,-6.543757796661227e-24,-1.8396232878154545e-27,5.1707648811265034e-27,-5.449989769455449e-20,3.576402876496655e-42,-1.2541859664627676e-19,-5.470762875004217e-44,6.309035629659001e-46,-2.8503062716077654e-21,3.5587133714458244e-24,4.6451351242982395e-47,1.667846737584943e-20,-1.0712680345794173e-33,0.0035274177349224303,-1.6043873360661627e-28,-5.0403995210061755e-28,-8.257365694844347e-31,7.192381465957066e-23,-7.144321316870254e-27,-1.384107989635282e-63,5.172921439238913e-22,1.9555448754426602e-23,-2.8373011021428746e-24
3.485385990101557e-07,0.002719578564615631,0.1557,0.0,0.0043617282585500655,0.6388149305040515,0.2019,-3.588885965408711e-33,2.191069420567638e-23,-5.925430826249788e-20,5.639312290243192e-32,2.250470561312412e-19,-1.3745817358387304e-32,0.00011384392230998753,-6.544955198063793e-24,2.446576322084789e-27,2.9957723151303395e-27,-5.450515983274572e-20,-8.045569112863858e-44,-1.2499150452780448e-19,6.17169556697531e-44,6.2712848856284426e-46,-2.8213990305392034e-21,-3.5686955336644186e-24,4.61796279060912e-47,1.6644421083734615e-20,-1.0748653480865043e-33,0.003528147534798136,-1.603681104761321e-28,-5.022803304679524e-28,-8.25413330847472e-31,7.17749212972393e-23,-7.139526296781481e-27,-1.3760116409871864e-63,5.172988257242556e-22,1.9567717959023845e-23,-2.826397937128228e-24
3.50225628378695e-07,0.002719578564615631,0.1557,0.0,0.004361029578252036,0.6388142233420974,0.2019,-3.5852932159953154e-33,2.1922872431117384e-23,-5.92387564790328e-20,5.607019760019272e-32,2.24339725259564e-19,-1.375452218941976e-32,0.00011382695899803026,-6.5460482880646564e-24,2.785117071228837e-28,5.061287440986259e-27,-5.451040271976087e-20,-2.4761395330423284e-41,-1.2456592824767786e-19,1.9064270886658087e-44,6.233367907055317e-46,-2.495641220336206e-21,-1.8001805688758684e-24,4.590831133151134e-47,1.6588928128963323e-20,-1.0784542920962572e-33,0.0035288631784081252,-1.6029823020582344e-28,-5.005291884621809e-28,-8.250904086483806e-31,7.16338192055499e-23,-7.134777782853247e-27,-1.36800953721167e-63,5.173053810690289e-22,1.9579782704221244e-23,-2.8154153511774122e-24
3.519126577472343e-07,0.002719578564615631,0.1557,0.0,0.004360344446297211,0.6388135298929596,0.2019,-3.581708842391348e-33,2.1937828100126156e-23,-5.922320129973891e-20,5.574758320477194e-32,2.24228567870322e-19,-1.3744745547281343e-32,0.00011381032463180703,-6.547351535338081e-24,-3.717874624104852e-27,6.1518002028093756e-27,-5.451562646379207e-20,4.715674824263946e-42,-1.2414196666638055e-19,-1.0580543548068113e-43,6.195404409318696e-46,-2.8164021154680287e-21,6.680768153369804e-24,4.563751498003529e-47,1.6578658390191242e-20,-1.0820349131609334e-33,0.003529564944729173,-1.6022907787732931e-28,-4.987861423285515e-28,-8.247678022532551e-31,7.149489340600518e-23,-7.130074767009124e-27,-1.360015499584246e-63,5.173118123453141e-22,1.9591646272630285e-23,-2.8046688030116685e-24
3.535996871157736e-07,0.002719578564615631,0.1557,0.0,0.004359672595852075,0.638812849886565,0.2019,-3.5781327237562406e-33,2.194694154295258e-23,-5.92076426586529e-20,5.542528666377591e-32,2.2396271249133817e-19,-1.373996195570195e-32,0.0001137940127327058,-6.548590634972243e-24,3.1432025258097447e-27,2.1995998354342538e-27,-5.452083117187312e-20,1.270967989237673e-41,-1.237195983389765e-19,7.326330718559614e-44,6.158042043122696e-46,-2.9501149414815526e-21,-3.875825742224153e-24,4.536716637574533e-47,1.6556658023617208e-20,-1.0856072570986692e-33,0.0035302531070734106,-1.601606595647112e-28,-4.970511841993497e-28,-8.244455110368157e-31,7.134498190083441e-23,-7.125416638910696e-27,-1.351931820825141e-63,5.17318121894828e-22,1.9603311896309837e-23,-2.793885583036408e-24
3.552867164843129e-07,0.002719578564615631,0.1557,0.0,0.0043590137654952186,0.6388121830583183,0.2019,-3.574564778448725e-33,2.1957566535728453e-23,-5.919208049201269e-20,5.510330933796594e-32,2.2298657314484914e-19,-1.3757492690154945e-32,0.00011377801695329201,-6.549572364055185e-24,2.288221117087596e-27,4.4280120077934265e-27,-5.452601694952547e-20,-3.6949761206390355e-41,-1.2329868513273925e-19,8.118704769290354e-44,6.12049194847236e-46,-2.3266942977697206e-21,-5.989596227697754e-24,4.509730508779413e-47,1.648078795995309e-20,-1.0891713690487478e-33,0.00353092793320968,-1.6009294584693492e-28,-4.953245738276104e-28,-8.241235343826232e-31,7.120507400322772e-23,-7.120802343965972e-27,-1.3439814019448798e-63,5.17324312014815e-22,1.9614782757525302e-23,-2.782868888580067e-24
3.569737458528522e-07,0.002719578564615631,0.1557,0.0,0.0043583676991013785,0.6388115291489854,0.2019,-3.571005105105451e-33,2.1974993693285326e-23,-5.917651473806886e-20,5.478163770636451e-32,2.229160964210282e-19,-1.3746298368084374e-32,0.00011376233107476497,-6.550877657431761e-24,-6.623006032024464e-27,7.886069647380588e-27,-5.453118390100007e-20,-6.661521533905851e-43,-1.2287936156078744e-19,-1.813990910455614e-43,6.0825749401107556e-46,-2.695280502737298e-21,1.110145687619243e-23,4.482785752217282e-47,1.6473616008490213e-20,-1.0927272934118704e-33,0.003531589685482048,-1.60025918291641e-28,-4.936058089323626e-28,-8.238018716819944e-31,7.107422233408075e-23,-7.11623083570105e-27,-1.3360918906171766e-63,5.1733038495892595e-22,1.9626061989495576e-23,-2.7722001939100095e-24
3.586607752213915e-07,0.002719578564615631,0.1557,0.0,0.004357734145728205,0.6388108879045771,0.2019,-3.5674535763689427e-33,2.198371847731398e-23,-5.916094533724989e-20,5.446028069674037e-32,2.230172891448859e-19,-1.3729875934767476e-32,0.0001137469490044426,-6.552233381869281e-24,3.042186749313186e-27,1.4414466000957599e-27,-5.453633212957236e-20,3.688005532073765e-41,-1.2246166779745676e-19,5.606830022109375e-44,6.0455792251283616e-46,-3.2166929324389776e-21,-2.0452265749144967e-24,4.455874634658902e-47,1.6479467258846492e-20,-1.0962750738786004e-33,0.003532238620925544,-1.59959594253865e-28,-4.918947989580733e-28,-8.234805223340638e-31,7.092239443069998e-23,-7.111701707788017e-27,-1.3280000855093486e-63,5.173363429380896e-22,1.9637152677128105e-23,-2.7616105645842664e-24
