Time (s),Volume (m^3),Ne,N2,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(52),COX(53),CHOX(64),CH2O2X(54),CH3OX(48),SX(57),OCO(174),SX(231),CH3X(25),CH4(24),CH4X(249),CH3O2X(51),C2HO2X(68),SX(130),SX(55)
4.59948500614067e-22,0.00264225016925734,0.0,0.0,0.0071869204603753995,0.799999999999997,0.09999999999999942,0.1,1.1071500158244713e-63,3.7152015624655446e-51,4.605364864320378e-47,1.1046365444318767e-109,2.5970443326758453e-132,1.9061437819022307e-15,1.3190307008622524e-47,6.49234499848612e-43,7.336695331277327e-70,5.836226675290368e-16,2.771449561791553e-18,4.3275140708665474e-39,1.382818122530668e-41,3.096660324715129e-45,1.662805261134986e-66,7.101856760707035e-87,1.276416515234162e-84,3.647845128416675e-125,2.0718954151116246e-15,9.594698189149416e-20,2.3086853840305583e-41,1.664841751900654e-62,7.101856760707035e-87,1.3782261479386423e-149,2.3013527238430327e-106,6.206572593331278e-122,4.020649687548868e-118,1.3498234589339952e-142,6.250207681260168e-158,8.225227657406312e-86,4.194336188863721e-65,2.39038736489661e-162,1.456581752052801e-110
9.202966089610741e-22,0.00264225016925734,0.0,0.0,0.007186920460370831,0.799999999999994,0.09999999999999884,0.1,3.5481832623437975e-62,7.433630928199904e-51,9.21473091444814e-47,3.540128245326452e-108,3.3307520269269836e-130,3.813943640066991e-15,5.300733919829925e-47,5.199141326949739e-42,1.1997112361728773e-68,1.1677523920378317e-15,5.545306924024779e-18,3.4655210162490167e-38,5.534876205080936e-41,1.2394711420969665e-44,6.655554440109181e-66,5.687245267836164e-86,1.022168426620265e-83,2.3381719149268048e-123,4.145590913118312e-15,1.919773233802121e-19,9.240758143866362e-41,6.6637057097982774e-62,5.687245267836164e-86,3.535222625360725e-147,7.375352357012775e-105,3.978248293647347e-120,6.440026994846941e-117,8.652222241476082e-141,8.012728997885519e-156,6.58685307311702e-85,6.718227230570397e-64,7.660690788782729e-161,4.668038745591411e-109
1.8409928256550882e-21,0.00264225016925734,0.0,0.0,0.007186920460361694,0.7999999999999879,0.09999999999999767,0.1,1.1362678204839339e-60,1.4870489659668471e-50,1.8433463014703734e-46,1.1336883710821838e-106,4.267550172351441e-128,7.629543356386779e-15,2.1548777913678984e-46,4.1614199875387694e-41,2.00051439873643e-67,2.336011840836837e-15,1.1093021462693567e-17,2.7738213923756454e-37,2.2146714225825464e-40,4.959499048231683e-44,2.6630887021528678e-65,4.552101283948356e-85,8.181490235406891e-83,1.4975673602873118e-121,8.292981909124139e-15,3.840380061347355e-19,3.697506922029612e-40,2.6663502712830585e-61,4.552101283948356e-85,9.059094108669687e-145,2.3618780285025366e-103,2.5480139855254225e-118,1.0309636375181016e-115,5.5416987613339856e-139,1.0264276853215356e-153,5.272152134282964e-84,1.0754998317333408e-62,2.453260451954586e-159,1.4948896900042468e-107
3.6823852590431165e-21,0.00264225016925734,0.0,0.0,0.007186920460343421,0.7999999999999758,0.09999999999999534,0.09999999999999999,3.6374158852085015e-59,2.9744207122604996e-50,3.6870927215217e-46,3.629159099065947e-105,5.465145835367674e-126,1.5260742788987434e-14,9.16334242476548e-46,3.3299785908977498e-40,3.4585786300449294e-66,4.672530737560506e-15,2.218844979684055e-17,2.2196190659845786e-36,8.86012771404612e-40,1.984122557608671e-43,1.0654088907809804e-64,3.642603280226594e-84,6.546849627657129e-82,9.588072184437091e-120,1.6587763901105592e-14,7.681593707521325e-19,1.4792435359990333e-39,1.0667137304156677e-60,3.642603280226594e-84,2.320271025897884e-142,7.560835230005163e-102,1.631348426098493e-116,1.6499894022096935e-114,3.548056312608434e-137,1.3143386303136742e-151,4.2187898270964965e-83,1.7212666309892887e-61,7.853668270106947e-158,4.785435402551096e-106
7.365170125819173e-21,0.00264225016925734,0.0,0.0,0.007186920460306873,0.7999999999999516,0.09999999999999067,0.09999999999999996,1.1641902889778546e-57,5.949164204847559e-50,7.374585561628065e-46,1.1615479679165117e-103,6.997103312672633e-124,3.0523141654033054e-14,4.533622216952795e-45,2.6643193535977162e-39,6.357450238516311e-65,9.345568527510483e-15,4.4379303492372507e-17,1.7759200340355234e-35,3.544339460668852e-39,7.937136123854198e-43,4.2619824076492546e-64,2.9144515704363802e-83,5.238142607762878e-81,6.137531600369706e-118,3.317732788494774e-14,1.536402096420327e-18,5.917455712638291e-39,4.2672021877963676e-60,2.9144515704363806e-83,5.941356958792954e-140,2.419919387734619e-100,1.0442612391826542e-114,2.640341160266051e-113,2.271194252465735e-135,1.6826806852613929e-149,3.3754591433556703e-82,2.754400142391616e-60,2.5151805546273274e-156,1.5316255101396255e-104
1.4730739859371286e-20,0.00264225016925734,0.0,0.0,0.007186920460233777,0.7999999999999032,0.09999999999998131,0.09999999999999992,3.7257548378701914e-56,1.1898651190020696e-49,1.4749571241901722e-45,3.7173008243130014e-102,8.957390790275928e-122,6.104793938350154e-14,3.202382667405074e-44,2.1315891224336498e-38,1.2806974664956715e-63,1.8691644093420993e-14,8.876099899239169e-17,1.4208259019656038e-34,1.417793421144872e-38,3.174983609456562e-42,1.704862334423473e-63,2.331708843837247e-82,4.190779022988877e-80,3.9283931940473915e-116,6.635645585214894e-14,3.0728875334903186e-18,2.3670786021922905e-38,1.7069503289014581e-59,2.3317088438372483e-82,1.5211745551406156e-137,7.744465061139232e-99,6.683906013153887e-113,4.224832370149172e-112,1.45370456530785e-133,2.1540407336555148e-147,2.700538208426896e-81,4.407338945520008e-59,8.128044696761167e-155,4.901659424634836e-103
2.9461879326475515e-20,0.00264225016925734,0.0,0.0,0.007186920460087585,0.7999999999998063,0.09999999999996262,0.09999999999999984,1.1922958391558249e-54,2.3797625160363053e-49,2.9499542603430046e-45,1.189591839024547e-100,1.1466162654723655e-119,1.220975348399474e-13,3.5032175637680545e-43,1.705323217758431e-37,2.8922711669433376e-62,3.738379516928422e-14,1.7752434242827648e-16,1.1366966033631939e-33,5.671288638893662e-38,1.2700192575304818e-41,6.81958808280125e-63,1.8654261118309507e-81,3.352728809747738e-79,2.514291000988188e-114,1.327147117846189e-13,6.145858350564714e-18,9.46850704630577e-38,6.827940210442149e-59,1.8654261118309519e-81,3.89444576762795e-135,2.478344227774678e-97,4.277902284300361e-111,6.759961011194211e-111,9.304158022796116e-132,2.7573061987677996e-145,2.1604988793932032e-80,7.051980880018819e-58,3.0041511631694613e-153,1.5686041725642658e-101
5.892415826068397e-20,0.00264225016925734,0.0,0.0,0.007186920459795201,0.7999999999996126,0.09999999999992523,0.09999999999999966,3.8154267818205554e-53,4.759557310103214e-49,5.899948534220775e-45,3.80678280738493e-99,1.4677136033865565e-117,2.4419672574287497e-13,4.9569255015309106e-42,1.3642768821857574e-36,7.325725405541889e-61,7.476809709717956e-14,3.550508390436359e-16,9.093715249031935e-33,2.268538189430122e-37,5.080128508516793e-41,2.7278629823168415e-62,1.4923645044722707e-80,2.682224666916741e-78,1.609184435697288e-112,2.654312236418293e-13,1.2291799756451162e-17,3.787441346239186e-37,2.7312038516522103e-58,1.492364504472273e-80,9.970083423979077e-133,7.930884388426494e-96,2.7379216271335965e-109,1.0816120995879732e-109,5.9548047557587816e-130,3.529437734721765e-143,1.7284263542086588e-79,1.1283358935643708e-56,3.0250718163646955e-151,5.019649804537615e-100
1.1784871612910087e-19,0.00264225016925734,0.0,0.0,0.007186920459210434,0.799999999999225,0.09999999999985044,0.0999999999999993,1.2209450519660222e-51,9.519146898230966e-49,1.179993710714005e-44,1.218184725988332e-97,1.8787016277346598e-115,4.88395107508873e-13,7.671790052873907e-41,1.0914248924936768e-35,2.035533457221628e-59,1.4953670005764566e-13,7.101030712503456e-16,7.275027396944671e-32,9.07419616810754e-37,2.0320615794830367e-40,1.0911507427330185e-61,1.193901049561239e-79,2.1457953954476424e-77,1.0298902612252431e-110,5.308642473253317e-13,2.4583681655174757e-17,1.5149842439666395e-36,1.092487086142262e-57,1.1939010495612429e-79,2.5523782272754518e-130,2.537911114667797e-94,1.7522895883008874e-107,1.7305940296452985e-108,3.811121002752689e-128,4.517735212722347e-141,1.3827518660398939e-78,1.8053521665952774e-55,1.1534463500546629e-148,1.6063061851229835e-98
2.3569783186593466e-19,0.00264225016925734,0.0,0.0,0.007186920458040899,0.79999999999845,0.09999999999970088,0.09999999999999859,3.9070099996421257e-50,1.9038326074468015e-48,2.3599914655639015e-44,3.898213886454598e-96,2.4047549981532643e-113,9.767918708814415e-13,1.2171074126632453e-39,8.731349700546329e-35,6.019994148530616e-58,2.9907390239727987e-13,1.4202044915807487e-15,5.820041162221343e-31,3.629685503291658e-36,8.12826571294181e-40,4.364614070108865e-61,9.551246179103915e-79,1.7166410232995263e-76,6.591336781032661e-109,1.0617302945686638e-12,4.9167441800425254e-17,6.059952385989152e-36,4.3699594145435567e-57,9.551246179103976e-79,6.534126142884343e-128,8.121353289374536e-93,1.1214706614682613e-105,2.768962184060723e-107,2.4391321487798376e-126,5.782736215705567e-139,1.1062056301999655e-77,2.888573894672521e-54,5.779147939430058e-146,5.140206525173721e-97
4.713960633396023e-19,0.00264225016925734,0.0,0.0,0.00718692045570183,0.7999999999968999,0.09999999999940176,0.09999999999999717,1.2502231798393449e-48,3.8076684427054193e-48,4.719987619536475e-44,1.2474320851309726e-94,3.0780942960400236e-111,1.9535853969888676e-12,1.9431906804816625e-38,6.9849591988661756e-34,1.8475372405899647e-56,5.981482927513567e-13,2.8403951560141145e-15,4.656036092454829e-30,1.451874291691599e-35,3.2513093984324714e-39,1.7458478475194897e-60,7.641012054048343e-78,1.373312333842961e-75,4.2184680514175525e-107,2.123462388560635e-12,9.833494748214396e-17,2.4239840357407017e-35,1.7479861015464445e-56,7.641012054048444e-78,1.672736372665409e-125,2.5988346753738154e-91,7.177417175293524e-104,4.430348888326645e-106,1.561049282696925e-124,7.401924851860257e-137,8.849659584941668e-77,4.621722217368734e-53,2.9548690570660548e-143,1.644868788558973e-95
9.427925262869376e-19,0.00264225016925734,0.0,0.0,0.007186920451023691,0.7999999999937996,0.09999999999880352,0.09999999999999433,4.0005685034578517e-47,7.615340113862399e-48,9.43999023589193e-44,3.99178849307422e-93,4.012545938054194e-109,3.9071724466528754e-12,3.1073330249300305e-37,5.587757853415198e-33,5.66824068929186e-55,1.1962970161587495e-12,5.680727780805563e-15,3.724822882739997e-29,5.807486812865141e-35,1.3005237694245978e-38,6.983395826552893e-60,6.112815684276902e-77,1.098646684875145e-74,2.6998235512996803e-105,4.246926574565807e-12,1.9666990041048653e-16,9.695942300193067e-35,6.991954484833444e-56,6.112815684277061e-77,4.360765229883318e-123,8.316251200270467e-90,4.5935362941065136e-102,7.088565773189747e-105,9.990730514672431e-123,9.474478242067781e-135,7.079735429468775e-76,7.394744795371354e-52,1.5405624200095123e-140,5.263574353444493e-94
1.885585452181608e-18,0.00264225016925734,0.0,0.0,0.007186920441667415,0.7999999999875991,0.09999999999760703,0.09999999999998865,1.2800858635728032e-45,1.5230683477772405e-47,1.8880160402640006e-43,1.277373247587116e-91,5.136763388008714e-107,7.814346535777516e-12,4.970701277695051e-36,4.4698643549075705e-32,1.812116859188656e-53,2.3925942337705355e-12,1.1361198220768547e-14,2.9798442997254264e-28,2.3229842267100273e-34,5.202090197012116e-38,2.7933592185930148e-59,4.890254963990644e-76,8.789164125726083e-74,1.7278883483658274e-103,8.493854938661075e-12,3.9333957252707013e-16,3.878378147153019e-34,2.7968023219983104e-55,4.890254963990898e-76,1.1165757143364191e-120,2.6611979885794477e-88,2.9398605124455467e-100,1.1341711548376243e-103,6.3940725058779975e-121,1.2127341643158649e-132,5.663827544390652e-75,1.1831538459387513e-50,7.88882970179678e-138,1.6843364139111597e-92
3.771171303970949e-18,0.00264225016925734,0.0,0.0,0.007186920422954862,0.799999999975198,0.09999999999521404,0.09999999999997729,4.095655199164599e-44,3.0461370901155843e-47,3.776313965497682e-43,4.087595939554435e-90,6.575000638467688e-105,1.5628694673213298e-11,7.951672941926893e-35,3.575341469272199e-31,5.803193914657123e-52,4.7851877521824575e-12,2.2721359915656555e-14,2.3838512615489764e-27,9.291848489785313e-34,2.0808311820517697e-37,1.1173438825977524e-58,3.9122050070619017e-75,7.031660548272554e-73,1.1058489645240115e-101,1.698771163519129e-11,7.866779818020513e-16,1.5513515007799193e-33,1.1187852408002033e-54,3.912205007062313e-75,2.858353691434192e-118,8.516220492692843e-87,1.8815948493366257e-98,1.8146745588614384e-102,4.0922084449209784e-119,1.5523005039625187e-130,4.531346573657911e-74,1.8930276210791587e-49,4.0388743734739255e-135,5.389823504742031e-91
5.65675715576029e-18,0.00264225016925734,0.0,0.0,0.007186920404242313,0.7999999999627969,0.09999999999282105,0.09999999999996592,1.9593231578773735e-43,4.569206048212372e-47,5.6652150684477675e-43,1.955579524149861e-89,4.379233291094347e-104,2.3443042769835577e-11,3.008053845305385e-34,1.0613388958369882e-30,2.7822723515906427e-51,7.17778035378308e-12,3.4080742478946584e-14,7.077018552570449e-27,1.974504693356001e-33,4.421758790713575e-37,2.374355934061066e-58,1.1614359735237531e-74,2.087647603882842e-72,6.313764301498165e-101,2.5481568300061188e-11,1.180015456121063e-15,3.2966220864160306e-33,2.3776076279184192e-54,1.161435973523909e-74,2.1821737509109822e-117,4.074464889647677e-86,1.0743165030731309e-97,6.865283561762579e-102,2.3234350732831265e-118,1.0296948752250473e-129,1.3453348097107658e-73,7.16167488302956e-49,3.4901872806996324e-134,2.578578762885061e-90
9.427928859338972e-18,0.00264225016925734,0.0,0.0,0.007186920366817219,0.7999999999379949,0.09999999998803508,0.0999999999999432,2.9536851380628125e-42,7.615348547387751e-47,9.450066766258752e-43,2.9488992062288786e-88,2.404093824346369e-102,3.907173879982619e-11,2.373348888384258e-33,4.970154076608403e-30,4.193998552581516e-50,1.1962961889741907e-11,5.679639150656866e-14,3.3149644496080284e-26,5.458830862765056e-33,1.222480834935051e-36,6.564398908396243e-58,5.440413865045284e-74,9.785742108352151e-72,1.6337837967854677e-99,4.246928150315976e-11,1.9666866649529892e-15,9.114190831498863e-33,6.577252480433155e-54,5.44041386504653e-74,2.1038367587424165e-115,6.148150417558502e-85,2.781759078182782e-96,5.418157005327074e-101,6.246035615871122e-117,4.804575713055666e-128,6.306364336879876e-73,5.651968697943866e-48,7.403749779525099e-132,3.8882720898958585e-89
1.2821983392559785e-17,0.00264225016925734,0.0,0.0,0.007186920333134642,0.799999999915673,0.09999999998372772,0.09999999999992276,1.0773801372223047e-41,1.0356886793338418e-46,1.28677891852558e-42,1.0757748449710807e-87,1.3013284454232096e-101,5.313756509494835e-11,6.659567167041746e-33,1.1467360052526925e-29,1.5303973104809502e-49,1.626962230986893e-11,7.723795888994787e-14,7.649542816334627e-26,9.720449473547693e-33,2.1768697430005023e-36,1.1689257197640026e-57,1.2554317101274103e-73,2.259947850310192e-71,6.780091707330789e-99,5.775822328365322e-11,2.6746877320627854e-15,1.6229673710828982e-32,1.1720085589039467e-53,1.2554317101277622e-73,1.2298852208724295e-114,2.2442251119900793e-84,1.1549717513260847e-95,1.5205130990931602e-100,2.712114774367321e-116,2.3144360606400383e-127,1.4564317467383979e-72,1.5861146471506322e-47,5.574673805033316e-131,1.4184521122009456e-88
1.62160379257806e-17,0.00264225016925734,0.0,0.0,0.0071869202994520685,0.7999999998933512,0.09999999997942034,0.09999999999990232,2.8886014308128386e-41,1.309844431578511e-46,1.6304073711518395e-42,2.8845996207870808e-87,4.4839497255340103e-101,6.720339125048948e-11,1.524544488666541e-32,2.2076253143062576e-29,4.107507398924132e-49,2.0576279594532303e-11,9.767686272563294e-14,1.4728580545874081e-25,1.5173583977998076e-32,3.398114247083025e-36,1.8247116430118776e-57,2.4172604271787853e-73,4.3556229261791635e-71,2.1352749893374535e-98,7.304716495586929e-11,3.382685601691841e-15,2.533474985881684e-32,1.8314079489108295e-53,2.417260427179596e-73,4.951703008464934e-114,6.021366318975382e-84,3.639321419966091e-95,3.4813102481052484e-100,8.21230687514568e-116,8.209447521262136e-127,2.8070414910019907e-72,3.6314731955832356e-47,2.3621061718355752e-130,3.803434121123139e-88
1.9610092459001412e-17,0.00264225016925734,0.0,0.0,0.007186920265769502,0.7999999998710294,0.099999999975113,0.09999999999988188,6.63576638553962e-41,1.584003810408493e-46,1.9768262135302756e-42,6.627357566581697e-87,1.3309963167131867e-100,8.126921727418155e-11,2.972588561425731e-32,3.752944113272119e-29,9.441251257140006e-49,2.4882933917419903e-11,1.1811325086272158e-13,2.5041970033783155e-25,2.1752197903363935e-32,4.871430189815708e-36,2.615861579039193e-57,4.1099445251169935e-73,7.416105446514474e-71,5.456878385698523e-98,8.833610652580589e-11,4.090680450974094e-15,3.63192077087725e-32,2.629037991733505e-53,4.1099445251185846e-73,1.5932847579444372e-113,1.3846191961539441e-83,9.30706951227568e-95,6.78877921482385e-100,2.1320034879179796e-115,2.340425215169196e-126,4.779481187953253e-72,7.081538860419241e-47,8.62709099284112e-130,8.738317103141491e-88
2.639820152544304e-17,0.00264225016925734,0.0,0.0,0.0071869201984043835,0.7999999998263857,0.09999999996649829,0.09999999999984102,2.3921599536873365e-40,2.132340915697532e-46,2.6804248188031707e-42,2.389726521965241e-86,8.085107155614343e-100,1.094008690208864e-10,7.89051339641177e-32,8.295718062908079e-29,3.4055908134419233e-48,3.3496235808925556e-11,1.5898029101188221e-13,5.536722662541594e-25,3.747596378151703e-32,8.392900715308598e-36,4.5068679911775825e-57,9.087197137057028e-73,1.6469973417948157e-70,2.2235782933350865e-97,1.1891398943243268e-10,5.506663261729709e-15,6.257401883580672e-32,4.544917224841237e-53,9.087197137061316e-73,1.0294837753085441e-112,5.0094157125722904e-83,3.8017309512512425e-94,1.8024038762782235e-99,9.430320529373007e-115,1.1475517237706474e-125,1.0614696260799166e-71,1.880097338186655e-46,8.678282794768624e-129,3.150877521314823e-87
3.318631059188467e-17,0.00264225016925734,0.0,0.0,0.007186920131039284,0.799999999781742,0.09999999995788357,0.09999999999980015,6.38216909627572e-40,2.680720401588717e-46,3.406236511395725e-42,6.3768167428997235e-86,2.902174386188946e-99,1.3753252028022358e-10,1.7112446971493804e-31,1.5538250354288113e-28,9.093019790524268e-48,4.210952675251904e-11,1.998380346817684e-13,1.0372829464974547e-24,5.735967623472013e-32,1.2846113399197337e-35,6.898275093564338e-57,1.702492292005483e-72,3.1027489453290115e-70,6.666349951202194e-97,1.4949187196099297e-10,6.92263490816076e-15,9.577578962278746e-32,6.989553212179575e-53,1.702492292006425e-72,4.133555435080874e-112,1.341117166590153e-82,1.1426978733475868e-93,3.909688385327295e-99,2.8376573834352715e-114,3.874459769816014e-125,1.999726074182885e-71,4.078141394482409e-46,4.0153529847054954e-128,8.407861240575661e-87
