Time (s),Volume (m^3),Ne,N2,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(52),COX(53),CH3OX(48),CHOX(64),SX(57),CH2O2X(54)
1.023336949545848e-09,0.0007926750507772021,0.0,0.0,0.0003461617171460024,0.7985430014441515,0.09999861064055883,0.0999999999734008,2.5035566537096123e-15,3.423385609085052e-14,6.792511809394029e-19,2.1769210993137895e-17,1.9289310407775992e-18,0.000703431871203441,7.347217256728278e-17,2.8833902159701605e-19,1.2131680820805848e-19,1.0106847582958016e-06,2.6596566936369664e-11,3.78383187502724e-07,6.148350040112542e-21,3.0412396590736476e-24,2.648561177429782e-10,9.504859520988169e-17,6.427536057448755e-36,2.7554994761646366e-18,0.0011050931637587834,2.6607864249949276e-11,5.111147267578845e-17,1.6865994044193435e-16,3.3594950778108094e-28,3.60967876957038e-25
1.0283354954255762e-09,0.0007926750507772021,0.0,0.0,0.00034527629712902114,0.7985423797215461,0.09999861193802442,0.0999999999734688,2.5220735322188193e-15,3.4877359912962194e-14,6.857351946942196e-19,2.228285240879255e-17,1.9797693548985328e-18,0.0007039631834559175,7.327951560285865e-17,2.880224108676376e-19,1.2190790805242821e-19,1.0080684375398017e-06,2.6528533138817215e-11,3.7969867331440126e-07,6.1529727115068e-21,3.0425490367562455e-24,2.6829300322244155e-10,9.660361317183055e-17,6.482448377562502e-36,2.819387266238638e-18,0.0011054485690575626,2.653967561899245e-11,5.211515949161934e-17,1.6944690063668107e-16,3.439038557323661e-28,3.6348647495011934e-25
1.0333340413053044e-09,0.0007926750507772021,0.0,0.0,0.00034440373989782776,0.7985417695448693,0.09999861320096087,0.09999999997353584,2.540605289677822e-15,3.552918589795817e-14,6.922365322325154e-19,2.2805293757015517e-17,2.031615565872119e-18,0.0007044917894010182,7.308951115372394e-17,2.882596605684073e-19,1.2250032960082366e-19,1.0054902018492196e-06,2.646148769929393e-11,3.8101057840454296e-07,6.157571797953318e-21,3.0438508972433055e-24,2.7175374093753016e-10,9.81731147177292e-17,6.554582790059049e-36,2.8843352523076195e-18,0.001105793783347765,2.6472477844418932e-11,5.3132594342595204e-17,1.702336268356149e-16,3.5199991702822597e-28,3.6601259015503256e-25
1.0383325871850326e-09,0.0007926750507772021,0.0,0.0,0.00034354383733214977,0.7985411707283904,0.09999861442994672,0.0999999999736019,2.5591796501703967e-15,3.618939160741543e-14,6.987686481315715e-19,2.3336624553020097e-17,2.0844826661054904e-18,0.0007050177350129491,7.290247387900335e-17,2.8918366940168256e-19,1.230941107403016e-19,1.0029494343580041e-06,2.6395414626029997e-11,3.823189410102601e-07,6.162147700090215e-21,3.0451453674846282e-24,2.752383483122502e-10,9.975711233659697e-17,6.653074531748623e-36,2.9503533752810205e-18,0.0011061289693540801,2.6406254892027432e-11,5.41638827463898e-17,1.710201268061925e-16,3.602393807542977e-28,3.685468849424583e-25
1.0433311330647609e-09,0.0007926750507772021,0.0,0.0,0.0003426963848537255,0.7985405830894678,0.09999861562555064,0.099999999973667,2.57778657614494e-15,3.6858034644967616e-14,7.053266587195014e-19,2.387693450856613e-17,2.1383837161017567e-18,0.0007055410653401059,7.271819797357944e-17,2.886981919648888e-19,1.2368926060667652e-19,1.0004455287173429e-06,2.6330298200385122e-11,3.836237988568315e-07,6.166700810467576e-21,3.0464325717694653e-24,2.787468427969355e-10,1.0135561823695887e-16,6.703629507023726e-36,3.0174515823696877e-18,0.0011064542871750175,2.6340991000564405e-11,5.520913040500522e-17,1.7180640820851735e-16,3.686239458052373e-28,3.71090635148293e-25
1.048329678944489e-09,0.0007926750507772021,0.0,0.0,0.0003418611813610022,0.7985400064484943,0.0999986167883314,0.09999999997373116,2.5963969644306317e-15,3.7535172656370405e-14,7.118964232131038e-19,2.442631353046051e-17,2.193331844239154e-18,0.0007060618245262869,7.253629434186044e-17,2.8866047243673556e-19,1.242857656338436e-19,9.979778889012967e-07,2.6266122969058364e-11,3.849251891631679e-07,6.171231513736295e-21,3.0477126317910644e-24,2.82279241870176e-10,1.0296864436414767e-16,6.766793124964431e-36,3.085639826875743e-18,0.0011067698943271734,2.6276670676690056e-11,5.626844320506251e-17,1.7259247859657531e-16,3.77155320866947e-28,3.7364344561123955e-25
1.0533282248242173e-09,0.0007926750507772021,0.0,0.0,0.0003410380291651901,0.7985394406288435,0.09999861791883821,0.09999999997379438,2.6150537258919965e-15,3.822086332957125e-14,7.18498898300922e-19,2.4984851719150944e-17,2.249340246559084e-18,0.0007065800558312971,7.23572966050573e-17,2.9011788572847127e-19,1.2488364843795727e-19,9.95545929016585e-07,2.6202873741426596e-11,3.8622314864727035e-07,6.1757401868760156e-21,3.0489856667092656e-24,2.858355630406264e-10,1.0459620241728236e-16,6.885868283695635e-36,3.154928067995561e-18,0.0011070759457886912,2.6213278690048886e-11,5.734192721810071e-17,1.7337834541946382e-16,3.858352243986842e-28,3.7620481911247674e-25
1.0583267707039455e-09,0.0007926750507772021,0.0,0.0,0.0003402267339276362,0.798538885456817,0.09999861901761076,0.0999999999738567,2.6337557363523344e-15,3.891516439478348e-14,7.251335048570804e-19,2.555263936741153e-17,2.306422186563038e-18,0.0007070958016511613,7.218108665652349e-17,2.895036182049372e-19,1.254829276955442e-19,9.931490731157832e-07,2.614053558633934e-11,3.8751771353168844e-07,6.1802271993175765e-21,3.05025179321052e-24,2.8941582384869433e-10,1.0623830386592108e-16,6.933883202094718e-36,3.2253262706356344e-18,0.0011073725940419366,2.6150800068442156e-11,5.842968870088323e-17,1.741640160226156e-16,3.946653846150552e-28,3.7877498593293134e-25
1.0633253165836737e-09,0.0007926750507772021,0.0,0.0,0.00033942710459848845,0.7985383407615922,0.09999862008517953,0.09999999997391813,2.652441107385455e-15,3.961813362456428e-14,7.317699415703093e-19,2.6129766959118877e-17,2.3645909950183386e-18,0.0007076091035377437,7.200685767047684e-17,2.8874825061954253e-19,1.260835882125441e-19,9.90786755014756e-07,2.6079093822797985e-11,3.888089195489666e-07,6.184692913098254e-21,3.0515111255672283e-24,2.9302004186811784e-10,1.0789495996643494e-16,6.97137345673653e-36,3.2968444052411463e-18,0.0011076599891154007,2.608922009309976e-11,5.953183409571184e-17,1.749494976490155e-16,4.036475394679239e-28,3.813539780974198e-25
1.0683238624634019e-09,0.0007926750507772021,0.0,0.0,0.0003386389533566218,0.7985378063751727,0.09999862112206583,0.09999999997397867,2.6711717370020707e-15,4.0329828833896314e-14,7.384386576082757e-19,2.6716325168117058e-17,2.4238600697726984e-18,0.0007081200022177308,7.183542536625876e-17,2.9111473747810295e-19,1.2668565794996313e-19,9.884584181142293e-07,2.6018534017406596e-11,3.900968019470828e-07,6.1891376831224786e-21,3.0527637756957035e-24,2.9664823470743294e-10,1.0956618177802386e-16,7.124798251746824e-36,3.3694924476369456e-18,0.0011079382786248467,2.602852429404934e-11,6.064847003074682e-17,1.7573479744041085e-16,4.127834366282533e-28,3.839420705544634e-25
1.07332240834313e-09,0.0007926750507772021,0.0,0.0,0.000337862095550791,0.7985372821323373,0.0999986221287821,0.09999999997403833,2.689980006337231e-15,4.105030788027289e-14,7.451555385258863e-19,2.731240485716963e-17,2.4842428755774923e-18,0.0007086285376113358,7.166705640621606e-17,2.907289809996575e-19,1.2728916430624906e-19,9.86163515224165e-07,2.5958841984480674e-11,3.913813954948748e-07,6.193561857255005e-21,3.054009853211026e-24,3.003004200113338e-10,1.1125198017839502e-16,7.184413661228647e-36,3.443280378880717e-18,0.0011082076078137184,2.5968698445580263e-11,6.177970332033359e-17,1.7651992243851438e-16,4.220748334678531e-28,3.8653947827332924e-25
1.0783209542228583e-09,0.0007926750507772021,0.0,0.0,0.0003370963496419843,0.7985367678705922,0.099998623105832,0.09999999997409716,2.7087398734095337e-15,4.177962866378609e-14,7.5185841586380265e-19,2.7918097076997803e-17,2.5457529439197294e-18,0.0007091347488505084,7.150011540520901e-17,2.882813072675551e-19,1.2789406350996794e-19,9.839015083920161e-07,2.590000377434255e-11,3.9266273448745035e-07,6.197965776403936e-21,3.055249465481431e-24,3.039766154619289e-10,1.1295236587921016e-16,7.15903416872796e-36,3.518218185128148e-18,0.0011084681195928181,2.5909728561799997e-11,6.292564096533489e-17,1.7730487958620035e-16,4.315234970410823e-28,3.8914543783372583e-25
1.0833195001025865e-09,0.0007926750507772021,0.0,0.0,0.0003363415371469527,0.7985362634301227,0.09999862405371057,0.09999999997415512,2.7275218052700644e-15,4.251784912721807e-14,7.5858222902359655e-19,2.853349306540285e-17,2.6084038728626794e-18,0.0007096386742963917,7.133562306172148e-17,2.9191217857871577e-19,1.2850038131749972e-19,9.816718687354627e-07,2.584200566887621e-11,3.939408527515815e-07,6.202349774854274e-21,3.056482717682437e-24,3.0767683877990426e-10,1.146673494411445e-16,7.359457572711815e-36,3.594315857509825e-18,0.0011087199545792795,2.585160089228118e-11,6.40863901534684e-17,1.7808967572869223e-16,4.411312040665324e-28,3.9176018067959004e-25
1.0883180459823147e-09,0.0007926750507772021,0.0,0.0,0.00033559748258288113,0.7985357686537465,0.09999862497290442,0.09999999997421229,2.746455602988762e-15,4.3265027256134806e-14,7.653912132007003e-19,2.915868424647067e-17,2.672209326895031e-18,0.0007101403515566133,7.117501381641028e-17,2.9305489576739126e-19,1.291081883449292e-19,9.794740762772316e-07,2.5784834188216343e-11,3.952157836510806e-07,6.206714180362419e-21,3.05770971284699e-24,3.114011077255842e-10,1.163969412885269e-16,7.481968037474717e-36,3.671583392019559e-18,0.0011089632511348394,2.579430191779684e-11,6.526205825964855e-17,1.7887431761474275e-16,4.50899740908642e-28,3.943848627732551e-25
1.093316591862043e-09,0.0007926750507772021,0.0,0.0,0.0003348640134131756,0.7985352833868677,0.0999986258638919,0.09999999997426862,2.7653066305659298e-15,4.402122107898246e-14,7.721688022682899e-19,2.9793762229857843e-17,2.737183036788533e-18,0.0007106398175023014,7.101518583340547e-17,2.87058751292923e-19,1.29717403908934e-19,9.773076197830463e-07,2.572847607679929e-11,3.9648756009215514e-07,6.2110593140722145e-21,3.058930551914732e-24,3.1514944009989894e-10,1.1814115172384197e-16,7.32209687880765e-36,3.750030789414012e-18,0.0011091981454034255,2.573781834614169e-11,6.645275284633326e-17,1.7965881189780623e-16,4.608309035592859e-28,3.9701834474388467e-25
1.0983151377417711e-09,0.0007926750507772021,0.0,0.0,0.00033414095999434885,0.7985348074774318,0.09999862672714316,0.09999999997432417,2.7840864029051236e-15,4.478648866718593e-14,7.789209280844221e-19,3.0438818810157434e-17,2.8033387994641205e-18,0.0007111371082841014,7.08566270909078e-17,2.9150290689665383e-19,1.303280166614973e-19,9.751719966050408e-07,2.5672918291347605e-11,3.977562145287391e-07,6.215385490964974e-21,3.06014533378324e-24,3.1892185374527073e-10,1.1989999094189012e-16,7.549379455959983e-36,3.8296680551233605e-18,0.0011094247713480784,2.568213710803785e-11,6.765858166387483e-17,1.8044316513720177e-16,4.709264976194163e-28,3.996599718888032e-25
1.1033136836214993e-09,0.0007926750507772021,0.0,0.0,0.0003334281555239698,0.7985343407758811,0.09999862756312043,0.09999999997437892,2.8031643395635016e-15,4.556088813524941e-14,7.858317653472207e-19,3.109394596634177e-17,2.87069047786635e-18,0.0007116322593480554,7.070375381573742e-17,2.978056403200168e-19,1.3094018881229887e-19,9.730667125266802e-07,2.561814801918482e-11,3.9902177896780076e-07,6.219693020081832e-21,3.06135415535431e-24,3.2271836654640827e-10,1.2167346904333414e-16,7.879492702989646e-36,3.910505199172619e-18,0.0011096432607872152,2.5627245353123047e-11,6.887965265087321e-17,1.812273837992681e-16,4.811883382806512e-28,4.023120914406743e-25
1.1083122295012275e-09,0.0007926750507772021,0.0,0.0,0.00033272543598964995,0.7985338831351119,0.09999862837227805,0.09999999997443289,2.8221800375828616e-15,4.63444776408588e-14,7.927209435297956e-19,3.1759235861281676e-17,2.9392520008460204e-18,0.0007121253054516985,7.05515585499223e-17,2.856270444090931e-19,1.3155380830706182e-19,9.709912816088987e-07,2.5564152666901828e-11,4.00284284974628e-07,6.223982204078421e-21,3.062557111577177e-24,3.2653899643101063e-10,1.234615960481964e-16,7.483405470843227e-36,3.992552236113508e-18,0.0011098537434302458,2.5573130446018564e-11,7.01160739345331e-17,1.820114742585098e-16,4.916182503068318e-28,4.049736677092418e-25
1.1133107753809557e-09,0.0007926750507772021,0.0,0.0,0.00033203264011905505,0.7985334344104311,0.09999862915506273,0.0999999999744861,2.840851207956602e-15,4.713731538498575e-14,7.994474070390894e-19,3.243478084134154e-17,3.009037363051094e-18,0.0007126162806787961,7.039722437443784e-17,2.869868731459808e-19,1.3216873282972918e-19,9.689452260436208e-07,2.5510919827551834e-11,4.0154376367807997e-07,6.228253339757057e-21,3.0637542954976572e-24,3.303837613704035e-10,1.252643819092408e-16,7.576065668459398e-36,4.075819184966758e-18,0.001110056346912568,2.551977996247606e-11,7.136795383102514e-17,1.827954427987344e-16,5.022180680157232e-28,4.0764208814923773e-25
1.118309321260684e-09,0.0007926750507772021,0.0,0.0,0.00033134960933091666,0.7985329944595154,0.09999862991191355,0.09999999997453855,2.8600377940491665e-15,4.793945961199309e-14,8.064429453519534e-19,3.312067343604584e-17,3.0800606248257072e-18,0.0007131052184535883,7.025152754246922e-17,3.067046181994765e-19,1.3278529908402983e-19,9.669280760093896e-07,2.545843731431215e-11,4.0280024577581264e-07,6.232506718799223e-21,3.06494579830276e-24,3.342526793800991e-10,1.2708183652440135e-16,8.446642865186885e-36,4.160316069174258e-18,0.0011102511968299306,2.546718168560166e-11,7.263540084584676e-17,1.8357929561418018e-16,5.1298963526071475e-28,4.1032149972650974e-25
1.1233078671404122e-09,0.0007926750507772021,0.0,0.0,0.0003306761876869972,0.79853256314237,0.09999863064326225,0.09999999997459028,2.8794406469635474e-15,4.875096860974153e-14,8.135564294705907e-19,3.3817006357816415e-17,3.1523359121169616e-18,0.0007135921515562926,7.010934873154254e-17,2.8767987513023424e-19,1.3340345712820495e-19,9.649393695236765e-07,2.5406693171283023e-11,4.0405376153948005e-07,6.2367426266644796e-21,3.0661317093558027e-24,3.3814576852025856e-10,1.2891396974909873e-16,7.797318132620044e-36,4.246052916560892e-18,0.001110438416772205,2.5415323602154114e-11,7.39185236741858e-17,1.84363038810635e-16,5.239348054123899e-28,4.1301244615255767e-25
1.1283064130201404e-09,0.0007926750507772021,0.0,0.0,0.0003300122218450159,0.7985321403212876,0.09999863134953324,0.09999999997464128,2.8978587176389523e-15,4.957190070969751e-14,8.201827362865431e-19,3.452387250178239e-17,3.225877416389782e-18,0.0007140771121370151,6.995684699473869e-17,2.718022167619415e-19,1.3402269762247663e-19,9.629786523049198e-07,2.5355675595636566e-11,4.0530434081989754e-07,6.240961342792595e-21,3.0673121162428052e-24,3.4206304689609894e-10,1.3076079140907425e-16,7.166611536958829e-36,4.333039759306345e-18,0.001110618128356549,2.5364193898915955e-11,7.52174312012895e-17,1.8514667840654546e-16,5.350554413403608e-28,4.157076739674321e-25
1.1333049588998686e-09,0.0007926750507772021,0.0,0.0,0.00032935756101252367,0.7985317258608103,0.09999863203114377,0.09999999997469157,2.916875189061284e-15,5.0402314287041756e-14,8.271225135865334e-19,3.52413649456568e-17,3.3006993945497753e-18,0.0007145601317277591,6.981498920878782e-17,3.189229047226711e-19,1.3464357867466141e-19,9.610454776415223e-07,2.5305372973944084e-11,4.0655201305216653e-07,6.245163142765314e-21,3.0684871048207662e-24,3.4600453265825405e-10,1.3262231131180817e-16,9.145081686381199e-36,4.421286633926004e-18,0.001110790451259995,2.5313780959138117e-11,7.653223250283019e-17,1.8593022033411662e-16,5.463534153952696e-28,4.184128434403992e-25
1.1383035047795968e-09,0.0007926750507772021,0.0,0.0,0.00032871205690164946,0.7985313196276902,0.09999863268850415,0.09999999997474114,2.9371824588409993e-15,5.124226776077886e-14,8.347250516774205e-19,3.596957694967552e-17,3.3768161688732885e-18,0.0007150412412574257,6.96890989575946e-17,3.0615929536998885e-19,1.3526649891399798e-19,9.591394062484785e-07,2.525577396942849e-11,4.07796807260785e-07,6.249348296464572e-21,3.0696567592422414e-24,3.499702440030183e-10,1.3449853925717145e-16,8.813545378474163e-36,4.5108035812603944e-18,0.0011109555032514664,2.5264073359053246e-11,7.78630368452702e-17,1.867136704404018e-16,5.578306093904115e-28,4.211352549317485e-25
1.143302050659325e-09,0.0007926750507772021,0.0,0.0,0.0003280755636847329,0.7985309214908508,0.09999863332201765,0.09999999997479003,2.955395173780668e-15,5.2091819593847077e-14,8.412723990489195e-19,3.670860195660758e-17,3.4542421269451327e-18,0.000715520471066227,6.95377919768428e-17,2.35873862543407e-19,1.3589014684545916e-19,9.5726000613262e-07,2.520686737367161e-11,4.0903875206471373e-07,6.253517066332006e-21,3.0708211619929232e-24,3.539601991725306e-10,1.3638948505001206e-16,5.896286304159751e-36,4.6016006464742854e-18,0.0011111134002232271,2.5215059864455528e-11,7.920995368623698e-17,1.8749703448838335e-16,5.694889145836519e-28,4.238589552971603e-25
1.1483005965390532e-09,0.0007926750507772021,0.0,0.0,0.00032744793795088306,0.7985305313213517,0.09999863393208096,0.09999999997483823,2.973228869859624e-15,5.2951028293228896e-14,8.476393076850392e-19,3.745853359182974e-17,3.532991721604575e-18,0.0007159978509144443,6.938755046689532e-17,3.19116617844827e-19,1.3651498148652519e-19,9.554068524809056e-07,2.5158642070004536e-11,4.1027787568238595e-07,6.257669712574123e-21,3.071980393954231e-24,3.579744164549739e-10,1.3829515851122779e-16,9.307131728375727e-36,4.6936878790645745e-18,0.0011112642562217901,2.5166729427351184e-11,8.057309267489349e-17,1.88280318158043e-16,5.8133023166002655e-28,4.265853353372776e-25
1.1527992878308085e-09,0.0007926750507772021,0.0,0.0,0.00032689053987313365,0.7985301868759994,0.09999863446141041,0.09999999997488106,2.9910260113633602e-15,5.373262113497151e-14,8.542669060697998e-19,3.814287475933948e-17,3.605010063898634e-18,0.0007164259352023306,6.927796662108099e-17,3.0825130179603623e-19,1.370747348226293e-19,9.537611094888176e-07,2.511581294491598e-11,4.1139069782777324e-07,6.26139352053202e-21,3.0730193472611637e-24,3.616079712680624e-10,1.4002286491882087e-16,9.21156702749118e-36,4.777677790914006e-18,0.0011113940993844873,2.5123807064406166e-11,8.181387848062372e-17,1.8898520936572922e-16,5.921454706881288e-28,4.289337733627887e-25
1.1572979791225638e-09,0.0007926750507772021,0.0,0.0,0.00032634010898780424,0.7985298486903847,0.09999863497234084,0.09999999997492333,3.005452674128392e-15,5.452212617871311e-14,8.591769103644284e-19,3.883619479077608e-17,3.678122939398062e-18,0.0007168525655789008,6.91311535434664e-17,1.2325425464501893e-19,1.3761724333498065e-19,9.52135987875384e-07,2.507351924741747e-11,4.1250127736612183e-07,6.265104656004933e-21,3.0740542331883497e-24,3.6526120664038935e-10,1.417625159133402e-16,1.4880187300673724e-36,4.862728214173651e-18,0.0011115184108678863,2.508142137895098e-11,8.306797340205172e-17,1.8969004402734168e-16,6.031118953586657e-28,4.309015141724998e-25
1.1617966704143192e-09,0.0007926750507772021,0.0,0.0,0.0003257965456017366,0.7985295166748003,0.0999986354651478,0.09999999997496509,3.0183074777197486e-15,5.531958616799335e-14,8.632921769232145e-19,3.95385623190944e-17,3.752341019627013e-18,0.0007172777625874401,6.897412837662546e-17,2.9145206748566405e-19,1.3813191893158805e-19,9.505311923491553e-07,2.5031753069372737e-11,4.136096340563297e-07,6.268803297757723e-21,3.0750851074739713e-24,3.6893413599982525e-10,1.4351411872750054e-16,8.08139439195792e-36,4.9488464840078426e-18,0.0011116372700967032,2.503956469094929e-11,8.433545777282421e-17,1.9039482611534003e-16,6.14230910787921e-28,4.324750892029857e-25
1.165845492576899e-09,0.0007926750507772021,0.0,0.0,0.0003253131290644929,0.7985292230630656,0.09999863589340291,0.09999999997500224,3.032670361271802e-15,5.604413698782464e-14,8.684323297574779e-19,4.017848552652442e-17,3.820091096317341e-18,0.0007176592310619041,6.887435797691917e-17,3.086470529128803e-19,1.3858208652300442e-19,9.491040146669637e-07,2.4994608514100906e-11,4.146052706712082e-07,6.272121540378199e-21,3.0760095096466824e-24,3.722566219047832e-10,1.4510078607142619e-16,9.611126276378278e-36,5.02727200053675e-18,0.001111739646452927,2.500233970907532e-11,8.548770818347238e-17,1.9102908828554575e-16,6.243696560476339e-28,4.3402984997658725e-25
1.169894314739479e-09,0.0007926750507772021,0.0,0.0,0.00032483512504728144,0.7985289343138949,0.09999863630739288,0.09999999997503894,3.049178084003335e-15,5.677519716061986e-14,8.74674622606972e-19,4.082584309968406e-17,3.8887529070911175e-18,0.0007180395693535986,6.879921549137783e-17,2.73717507595582e-19,1.390420961385454e-19,9.476928563636834e-07,2.4957879864185546e-11,4.155991366341912e-07,6.275429932708363e-21,3.0769307459922277e-24,3.7559508067174756e-10,1.466971455997358e-16,7.678119467253462e-36,5.106573768079849e-18,0.0011118377262055073,2.4965531647777688e-11,8.665092796256891e-17,1.916633138700922e-16,6.346341759099946e-28,4.361799410826135e-25
1.1739431369020588e-09,0.0007926750507772021,0.0,0.0,0.00032436246390888924,0.7985286503645791,0.09999863670731012,0.09999999997507522,3.0657309026482976e-15,5.751279790715593e-14,8.809459378029028e-19,4.148068532243221e-17,3.958334320226098e-18,0.000718418791727031,6.871679546676053e-17,3.077661213801873e-19,1.39523983123384e-19,9.462975111645732e-07,2.4921561724662167e-11,4.16591245834598e-07,6.278728598901753e-21,3.0778488551524327e-24,3.789495221521959e-10,1.483032026676605e-16,9.25731610726209e-36,5.186757140067799e-18,0.001111931564924369,2.4929135142161085e-11,8.782517593675309e-17,1.922975056583276e-16,6.450255074425876e-28,4.38721720994303e-25
1.1779919590646387e-09,0.0007926750507772021,0.0,0.0,0.0003238950769382465,0.7985283711532344,0.09999863709334436,0.09999999997511115,3.081060049155531e-15,5.825697046747011e-14,8.865959701573353e-19,4.214306255800997e-17,4.0288432320124404e-18,0.0007187969122292672,6.861456883155794e-17,2.7549213156145963e-19,1.4001962765254143e-19,9.449177755579548e-07,2.48856488856366e-11,4.1758161200263934e-07,6.282017661381981e-21,3.0787638751559475e-24,3.8231995621724397e-10,1.4991896266439148e-16,9.576961090740613e-36,5.267827471894786e-18,0.0011120212174637928,2.4893144898995764e-11,8.901051101611624e-17,1.9293166640668442e-16,6.555446917227845e-28,4.411250521858311e-25
1.1820407812272185e-09,0.0007926750507772021,0.0,0.0,0.0003234328963412067,0.7985280966187888,0.09999863746568287,0.09999999997514665,3.09279475172881e-15,5.900774610089797e-14,8.903994984606128e-19,4.281302524920648e-17,4.10028756675101e-18,0.000719173944694377,6.847445978665313e-17,1.2764033575290504e-19,1.404988964282152e-19,9.435534487510914e-07,2.4850136129288095e-11,4.185702487110828e-07,6.2852972399090056e-21,3.0796758434266277e-24,3.857063927575522e-10,1.5154443101474014e-16,1.829365843376811e-36,5.349790120940069e-18,0.0011121067379719367,2.485755569570027e-11,9.020699219432881e-17,1.9356579883902786e-16,6.661927738324942e-28,4.4278201058199675e-25
1.1860896033897984e-09,0.0007926750507772021,0.0,0.0,0.00032297585522761695,0.7985278267009727,0.09999863782451031,0.09999999997518175,3.1043467210350386e-15,5.97651560861116e-14,8.941140409870693e-19,4.349062391854106e-17,4.172675276753789e-18,0.0007195499027445312,6.834560197351964e-17,2.926234073099426e-19,1.409464840289972e-19,9.422043326394647e-07,2.4815018141101032e-11,4.1955716937689047e-07,6.288567453528692e-21,3.0805847968240205e-24,3.891088416832669e-10,1.531796131817659e-16,8.212963089457874e-36,5.432650446591713e-18,0.001112188179900198,2.482236237934216e-11,9.141467854876724e-17,1.9419990564700007e-16,6.769708028525274e-28,4.439723440847183e-25
1.1901384255523783e-09,0.0007926750507772021,0.0,0.0,0.0003225238875986589,0.7985275613403069,0.09999863817000888,0.09999999997521648,3.124291453502057e-15,6.052923172115727e-14,9.021796353986769e-19,4.4175909168459335e-17,4.246014342346747e-18,0.0007199247997938735,6.831916663372167e-17,6.661650248429622e-19,1.4139577391809343e-19,9.408702317634736e-07,2.4780289919617945e-11,4.205423872628528e-07,6.291828421431628e-21,3.081490771627922e-24,3.9252731292389864e-10,1.5482451467024093e-16,2.7776722818674694e-35,5.516413810272182e-18,0.0011122655960123797,2.4787559865663412e-11,9.263362924063469e-17,1.948339894903589e-16,6.878798318548809e-28,4.458880479164965e-25
1.1941872477149582e-09,0.0007926750507772021,0.0,0.0,0.000322076928334125,0.7985273004780924,0.09999863850235834,0.0999999999752508,3.1473269717877276e-15,6.130000432349304e-14,9.118491319495799e-19,4.486893168154033e-17,4.320312771873307e-18,0.0007202986490589092,6.830753836376007e-17,2.6443262888477834e-19,1.419126936750115e-19,9.395509532422024e-07,2.4745946864907924e-11,4.215259154792439e-07,6.295080256014805e-21,3.0823938035094915e-24,3.9596181642809855e-10,1.5647914103052986e-16,8.747786320503175e-36,5.601085575465338e-18,0.001112339038393842,2.475314313810369e-11,9.386390351509143e-17,1.9546805299731855e-16,6.989209178995647e-28,4.4963269874584855e-25
1.197247208852563e-09,0.0007926750507772021,0.0,0.0,0.0003217424155547667,0.7985271062766338,0.09999863874492078,0.09999999997527648,3.1584694886081625e-15,6.188699022133805e-14,9.159114639294303e-19,4.539785877067329e-17,4.377106390188288e-18,0.0007205805042960731,6.82091057580081e-17,6.112016953289514e-20,1.423448220579794e-19,9.385636058763761e-07,2.472024382140717e-11,4.2226811927628265e-07,6.297531889836373e-21,3.0830743529941465e-24,3.985681396224648e-10,1.577361065783646e-16,-2.9042047667213305e-36,5.665683566632737e-18,0.0011123919385249996,2.4727385093837153e-11,9.48012517368747e-17,1.9594724457348047e-16,7.073536555306242e-28,4.526359623617796e-25
1.2003071699901677e-09,0.0007926750507772021,0.0,0.0,0.0003214106993314137,0.7985269145867857,0.09999863898014964,0.09999999997530197,3.1671650758603477e-15,6.247783273908888e-14,9.187108051639038e-19,4.593125618138319e-17,4.434456049208685e-18,0.0007208617740415682,6.808588282318592e-17,3.7613296594662644e-19,1.427708849236824e-19,9.375845348441574e-07,2.469475544229184e-11,4.2300937090746236e-07,6.299978421416897e-21,3.083753256638992e-24,4.0118363015827645e-10,1.589986324281867e-16,1.2474757727056913e-35,5.730805801968698e-18,0.0011124426202589357,2.4701842463263872e-11,9.574512731301331e-17,1.9642642712721865e-16,7.158628872529468e-28,4.544012912690864e-25
1.2033671311277725e-09,0.0007926750507772021,0.0,0.0,0.0003210817525269561,0.798526725384074,0.09999863920811981,0.09999999997532721,3.1790286955596496e-15,6.307254541800132e-14,9.231575145954347e-19,4.6469145883888963e-17,4.4923652378410724e-18,0.0007211424637743392,6.801149031860164e-17,3.5222995428425583e-19,1.4317817944246914e-19,9.366136597868727e-07,2.4669480021459428e-11,4.23749675862046e-07,6.302419897813438e-21,3.0844305292062366e-24,4.0380829235176936e-10,1.6026672103163417e-16,1.3284477411785758e-35,5.796454599186115e-18,0.0011124911053266926,2.4676513155876337e-11,9.669555591414698e-17,1.9690560175790475e-16,7.244490738990589e-28,4.555485758214581e-25
