Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51)
9.694400262896762e-09,0.0027332747035799065,0.0915567593028733,0.0,0.0022227162368431766,0.4515182033172942,2.4905725148489933e-14,0.45401438167085123,6.255327274335715e-16,4.015906049384575e-20,1.5026545439792351e-16,5.294633063059935e-19,6.641449605569124e-31,4.8850077622692624e-05,4.294479075724491e-14,1.810945817057562e-20,1.8895083851971298e-18,1.805817933676864e-14,2.021452222766386e-10,6.05162538105345e-16,1.0708404455667557e-21,8.61128800871426e-20,2.573083116128116e-18,4.338127760882514e-23,5.651224517721103e-32,2.133038376170083e-20,0.0028862304679865033
9.746996096425999e-09,0.0027332747035799065,0.0915567593028733,0.0,0.0022142042481331087,0.45151829690632206,2.5171469489577982e-14,0.4540100320873636,6.266812096073637e-16,4.0376333211840775e-20,1.505414519107701e-16,5.338576740775509e-19,6.729992605286272e-31,4.866289956716189e-05,4.3276948885173974e-14,1.8048224900952985e-20,1.876021176388995e-18,1.812462770763027e-14,2.0235478190835988e-10,6.062459575259347e-16,1.881303260409894e-21,8.58216982918076e-20,2.5852369636798478e-18,3.115170518330692e-23,5.639918675959363e-32,2.150741242519064e-20,0.0028905800512643224
9.799591929955236e-09,0.0027332747035799065,0.0915567593028733,0.0,0.0022057585954316154,0.4515183897662107,2.5438177838273638e-14,0.4540057164010212,6.278213869329078e-16,4.059316082287918e-20,1.5081554133026634e-16,5.382566172435411e-19,6.815291470477014e-31,4.847717978968283e-05,4.3609604894374584e-14,1.7987415135087254e-20,1.862682115322847e-18,1.8190609703735443e-14,2.0256024722323114e-10,6.073215053575871e-16,2.066329947459243e-21,8.55325254609235e-20,2.597359063418199e-18,1.0090449078264389e-23,5.628627341433862e-32,2.1684625335800344e-20,0.002894895737400882
9.852187763484474e-09,0.0027332747035799065,0.0915567593028733,0.0,0.002197378511573113,0.45151848190539284,2.5705843330372087e-14,0.45400143421980904,6.289533505949758e-16,4.0809544063126914e-20,1.5108770179460317e-16,5.426548317632349e-19,6.902341370673735e-31,4.829290142547337e-05,4.394275491050696e-14,1.7927018167398843e-20,1.849489033455246e-18,1.8256128317654223e-14,2.027616583579377e-10,6.08389267819022e-16,7.682227336041638e-22,8.524534070311061e-20,2.6093938773012712e-18,4.1323206067624386e-23,5.617343137382811e-32,2.1861808792997463e-20,0.0028991779184113354
9.904783597013711e-09,0.0027332747035799065,0.0915567593028733,0.0,0.0021890632411825767,0.4515185733321711,2.5974459146387423e-14,0.45399718515773674,6.300771904394369e-16,4.1025483690364435e-20,1.5135789341218532e-16,5.470590943456651e-19,6.995047440429212e-31,4.8110047868966114e-05,4.4276395103941014e-14,1.7867037872234554e-20,1.8364397947828628e-18,1.8321186541934456e-14,2.0295905500145314e-10,6.094493298727342e-16,1.6666790060572607e-21,8.496012447812485e-20,2.6214175118338393e-18,4.1765240871803293e-23,5.606084607942775e-32,2.2039235832573287e-20,0.002903426980285957
9.957379430542949e-09,0.0027332747035799065,0.0915567593028733,0.0,0.002180812040449689,0.4515186640547212,2.6244018511538053e-14,0.45399296883472334,6.3119299500739425e-16,4.124098048322901e-20,1.5162612313942762e-16,5.514714570767462e-19,7.065251036419937e-31,4.7928602768837724e-05,4.4610521689096575e-14,1.7807472558058517e-20,1.8235323050788235e-18,1.8385787368430808e-14,2.0315247642748081e-10,6.105017752555206e-16,2.811342730953728e-21,8.467685662365232e-20,2.633447219678056e-18,-7.897887637853992e-24,5.59484641325025e-32,2.2216989134118594e-20,0.0029076433031055525
9.999999999999999e-09,0.0027332747035799065,0.0915567593028733,0.0,0.0021741722440070258,0.4515187370599256,2.646314102836553e-14,0.4539895759312205,6.320913435426469e-16,4.141528213774973e-20,1.5184215315263382e-16,5.550448675492919e-19,7.1198682096422265e-31,4.7782592359932994e-05,4.488163241232571e-14,1.7759496907550465e-20,1.8131753984060242e-18,1.843780263299296e-14,2.0330632471122402e-10,6.113490850352873e-16,1.1992248917371691e-21,8.444872793183296e-20,2.6431158007642865e-18,7.572891862191206e-24,5.585746345210348e-32,2.2360944922918593e-20,0.002911036206454251
1.0009975264072186e-08,0.0027332747035799065,0.0915567593028733,0.0,0.0021726241769083198,0.45151875408109404,2.6514514695722206e-14,0.4539887848764849,6.32300851564932e-16,4.1456035240483556e-20,1.5189256549813987e-16,5.558791354052972e-19,7.139386889739599e-31,4.7748550023108606e-05,4.494513092385008e-14,1.7748303842130853e-20,1.8107645164809703e-18,1.844993378765626e-14,2.0334196154899934e-10,6.11546686515285e-16,2.821569760242181e-22,8.439551643638228e-20,2.645350289849531e-18,3.8418895274895266e-23,5.583616941596755e-32,2.2394553605515237e-20,0.002911827261154159
1.0062571097601424e-08,0.0027332747035799065,0.0915567593028733,0.0,0.0021644989292209206,0.45151884341921833,2.6785941013484208e-14,0.4539846329144239,6.334008461066061e-16,4.1670648780289475e-20,1.5215724013982497e-16,5.602896665061588e-19,7.259911516629622e-31,4.756987377446816e-05,4.5280219108738236e-14,1.7689535931566153e-20,1.7981344070223837e-18,1.8513628788156025e-14,2.0352754879425471e-10,6.125841449943093e-16,7.087181456712096e-22,8.411608562524891e-20,2.6572196763899056e-18,7.99964542426199e-23,5.572413446523569e-32,2.2572232921912446e-20,0.0029159792230291854
1.0115166931130661e-08,0.0027332747035799065,0.0915567593028733,0.0,0.002156435586967876,0.4515189320769027,2.7058290823971797e-14,0.4539805125855221,6.344930633848504e-16,4.188482193948137e-20,1.5241990478978532e-16,5.6471730342102795e-19,7.337163839800071e-31,4.7392558405668e-05,4.561578258626271e-14,1.7631180376044977e-20,1.785639987639377e-18,1.857687535590352e-14,2.037092760698678e-10,6.13614230837035e-16,4.551248429915198e-21,8.383854546963109e-20,2.669192217801137e-18,-3.4753977204646184e-23,5.561236839034179e-32,2.275060134236887e-20,0.002920099551749046
1.0167762764659899e-08,0.0027332747035799065,0.0915567593028733,0.0,0.002148433450441721,0.45151902006183814,2.733155753088486e-14,0.4539764235322345,6.355775869578221e-16,4.209855557291355e-20,1.52680794799907e-16,5.691368643525657e-19,7.368231255083877e-31,4.7216588534869964e-05,4.595181774052689e-14,1.757320692393716e-20,1.773279325791667e-18,1.8639676473716283e-14,2.0388718106445112e-10,6.1463702310004745e-16,4.246237718034896e-22,8.356287464222523e-20,2.680993229830821e-18,-4.873322438467405e-24,5.550070248579702e-32,2.2928644286705553e-20,0.0029241886048583703
1.0220358598189136e-08,0.0027332747035799065,0.0915567593028733,0.0,0.002140491830445835,0.4515191073815999,2.760573458241579e-14,0.4539723654023876,6.366544991799409e-16,4.231185055281087e-20,1.5294019477093268e-16,5.735449454742591e-19,7.527681754822955e-31,4.704194901128674e-05,4.628832099646665e-14,1.751560741854148e-20,1.7610505124959143e-18,1.870203512069188e-14,2.040613010813444e-10,6.156525997217679e-16,-2.5768080972507763e-21,8.328905580586883e-20,2.6926257783734486e-18,1.7019317289851594e-22,5.538925134087498e-32,2.3106224614450794e-20,0.0029282467345308435
1.0272954431718374e-08,0.0027332747035799065,0.0915567593028733,0.0,0.002132610048097574,0.45151919404365004,2.7880815471181818e-14,0.453968337849078,6.377238812058969e-16,4.252470776806666e-20,1.5319745489318884e-16,5.779880373210384e-19,7.662505747310241e-31,4.686862491100646e-05,4.6625288818908644e-14,1.745842524175721e-20,1.7489516474414084e-18,1.8763954271665266e-14,2.042316726483315e-10,6.166610374228848e-16,7.252052971074444e-21,8.301707336183861e-20,2.704564489899096e-18,-3.2463947226420256e-23,5.527810189182589e-32,2.3285215441070488e-20,0.0029322742876697274
1.0325550265247611e-08,0.0027332747035799065,0.0915567593028733,0.0,0.0021247874346361777,0.4515192800553393,2.8156793734149564e-14,0.4539643405305746,6.387858130769549e-16,4.273712812365455e-20,1.5345268302735358e-16,5.824335829994194e-19,7.563827097973975e-31,4.669660153253892e-05,4.696271771250004e-14,1.7401626306149168e-20,1.7369809028564296e-18,1.882543689668442e-14,2.0439833220482355e-10,6.176624119293889e-16,4.193357499362564e-21,8.274690424348109e-20,2.716407623541144e-18,-1.7715325392290703e-22,5.516709918402443e-32,2.3464305041979856e-20,0.0029362716060061323
1.0378146098776849e-08,0.0027332747035799065,0.0915567593028733,0.0,0.0021170233312347814,0.45151936542390925,2.8433662952552076e-14,0.45396037311022225,6.398403737201932e-16,4.294911254011495e-20,1.5370714766985313e-16,5.868238503285494e-19,7.721003756998723e-31,4.6525864392618395e-05,4.73006042212501e-14,1.7345148876764583e-20,1.7251364964364297e-18,1.888648596050247e-14,2.045613162685222e-10,6.18656798042225e-16,-1.0969125541416903e-20,8.247852972991417e-20,2.7276359133888887e-18,3.155326036176803e-22,5.505630421900609e-32,2.3641167374124097e-20,0.0029402390261950963
1.0430741932306086e-08,0.0027332747035799065,0.0915567593028733,0.0,0.0021093170888161887,0.4515194501564942,2.871141675179869e-14,0.4539564352563481,6.408876408716936e-16,4.316066195282104e-20,1.5395961678624756e-16,5.912643725146293e-19,8.135272079378783e-31,4.635639922259546e-05,4.763894492688916e-14,1.7289086919554755e-20,1.7134165999559042e-18,1.8947104422091325e-14,2.0472065996666246e-10,6.196442692134159e-16,7.249488927172962e-21,8.221194142843267e-20,2.739403770310044e-18,1.8148142164642293e-22,5.494581311071526e-32,2.3820054396488468e-20,0.00294417687990953
1.0483337765835324e-08,0.0027332747035799065,0.0915567593028733,0.0,0.0021016680678733078,0.4515195342601235,2.899004880137794e-14,0.45395252664216956,6.419276912056119e-16,4.337177731134984e-20,1.5420867042598194e-16,5.957789924398676e-19,7.813175028393804e-31,4.618819196424821e-05,4.797773644893347e-14,1.7233465846340246e-20,1.7018194532440547e-18,1.9007295234174048e-14,2.0487639797409394e-10,6.206248978413702e-16,2.0457260375139652e-20,8.19471153531244e-20,2.75174752466766e-18,-6.403558413879129e-22,5.483548012611004e-32,2.400192674514293e-20,0.002948085493932081
1.0535933599364561e-08,0.0027332747035799065,0.0915567593028733,0.0,0.0020940756382938426,0.45151961774172295,2.9269552814753746e-14,0.4539486469457042,6.429606004441966e-16,4.3582459579269306e-20,1.5445802789469784e-16,6.001498679210539e-19,7.572157419592969e-31,4.602122876534452e-05,4.8316975445579517e-14,1.7178083799742618e-20,1.6903434385320294e-18,1.906706134276746e-14,2.050285666614836e-10,6.215987559346446e-16,-2.4509768437372466e-20,8.168402253345448e-20,2.7624736450955e-18,2.70257836707118e-22,5.472539013459338e-32,2.417800750621255e-20,0.0029519651902449825
1.0577295020218728e-08,0.0027332747035799065,0.0915567593028733,0.0,0.0020881442885632424,0.45151968295927725,2.948996348094944e-14,0.45394561605322575,6.4376791402326535e-16,4.3747836772570097e-20,1.5465478434280613e-16,6.036277637399474e-19,8.09069738301364e-31,4.589079365648542e-05,4.858406551696769e-14,1.713480503908615e-20,1.6814026148473511e-18,1.911376507571188e-14,2.0514574784497982e-10,6.223598894088996e-16,-4.054681312604404e-21,8.14783507809232e-20,2.771467989310007e-18,3.604520069347819e-22,5.463951404034401e-32,2.4318114723310535e-20,0.0029549960826059547
1.0618656441072896e-08,0.0027332747035799065,0.0915567593028733,0.0,0.0020822472542702235,0.4515197477996498,2.971090651432506e-14,0.45394260269564896,6.445708931786461e-16,4.3912947215275506e-20,1.5484705897786539e-16,6.0731538471001805e-19,7.662792169327465e-31,4.576111291130858e-05,4.885142868012596e-14,1.7091918483284197e-20,1.6725347265126556e-18,1.916020940432031e-14,2.052607577532715e-10,6.231169127913136e-16,8.184358745998784e-20,8.127375290809137e-20,2.7824986733158066e-18,-1.825242470137712e-21,5.455346399928145e-32,2.4466671762809047e-20,0.0029580094400673946
1.0660017861927063e-08,0.0027332747035799065,0.0915567593028733,0.0,0.002076384240810337,0.45151981226607896,2.9932378914578505e-14,0.45393960672243355,6.453695735271729e-16,4.4077791392550304e-20,1.550360909230188e-16,6.107116152346871e-19,6.421426077327058e-31,4.5632180053372825e-05,4.911906335690613e-14,1.7049036622735227e-20,1.6637391727814909e-18,1.920639575158116e-14,2.0537361337576863e-10,6.238698597592255e-16,5.0022687923292526e-21,8.107017673185967e-20,2.7901217116354028e-18,-3.2148975315091907e-22,5.446607406633192e-32,2.460348855574683e-20,0.0029610054131697368
1.0697243140695815e-08,0.0027332747035799065,0.0915567593028733,0.0,0.0020711363757300034,0.45151986996878996,3.013215421716167e-14,0.4539369250871324,6.46084739242875e-16,4.422592390007395e-20,1.5520709604580842e-16,6.138000779920958e-19,5.988943807260925e-31,4.551677463137011e-05,4.9360165417522525e-14,1.701062048323553e-20,1.655884279202526e-18,1.9247744063638633e-14,2.0547335650451251e-10,6.245440545481839e-16,-1.4627779551505627e-20,8.08878589069913e-20,2.797454186576138e-18,5.088079118411079e-22,5.438771157172156e-32,2.47279070799359e-20,0.0029636870483708984
1.0734468419464566e-08,0.0027332747035799065,0.0915567593028733,0.0,0.0020659156215616496,0.45151992737350866,3.0332353726384075e-14,0.4539342573052805,6.467964764353628e-16,4.4373841489628015e-20,1.5537873166723717e-16,6.170319906007053e-19,6.138886738905856e-31,4.5401965194041764e-05,4.960148500590017e-14,1.697251877566809e-20,1.648086613853639e-18,1.9288885593756766e-14,2.0557138104028138e-10,6.252149986238349e-16,2.4209840326515314e-20,8.070639388908714e-20,2.806455812059085e-18,-4.964849928708218e-22,5.431072879061641e-32,2.4858105189588116e-20,0.0029663548301245854
1.0771693698233318e-08,0.0027332747035799065,0.0915567593028733,0.0,0.002060721770437684,0.4515199844825197,3.053297528955765e-14,0.4539316032706592,6.475048102444772e-16,4.452154452419327e-20,1.5555018666919107e-16,6.201226793616419e-19,6.401311000554593e-31,4.528774717195616e-05,4.98430209989881e-14,1.6934512266596688e-20,1.640345730127579e-18,1.9329821372570327e-14,2.0566769839287057e-10,6.258827155877225e-16,-9.449728797797604e-21,8.052574976372489e-20,2.8139091221583505e-18,1.7626968019408947e-22,5.423401225854388e-32,2.4982613313056966e-20,0.002969008864649307
1.0780069385956287e-08,0.0027332747035799065,0.0915567593028733,0.0,0.0020595568404393545,0.45151999729152653,3.0578173086448397e-14,0.45393100799664243,6.476637188593675e-16,4.455474817593406e-20,1.555885665907353e-16,6.208430482902022e-19,6.43701974855615e-31,4.526212915820064e-05,4.989739630661601e-14,1.6925976763021056e-20,1.6386117983522172e-18,1.9339003672858265e-14,2.056891356487706e-10,6.260325095499149e-16,1.3685059207167462e-21,8.04852214810811e-20,2.8158494134160316e-18,3.6008532090771156e-23,5.421657442470457e-32,2.5011633438834682e-20,0.0029696041386445987
1.0784257229817772e-08,0.0027332747035799065,0.0915567593028733,0.0,0.002058974881540555,0.4515200036904671,3.060077994904517e-14,0.4539307106182471,6.477431091087603e-16,4.457134593685431e-20,1.5560772615966756e-16,6.211981464733961e-19,6.448435068492337e-31,4.5249331277035575e-05,4.9924588043616666e-14,1.692172209409645e-20,1.6377458923088878e-18,1.9343590940124548e-14,2.0569982211876435e-10,6.261073457918766e-16,1.68368904780768e-21,8.046497319668347e-20,2.816761946741066e-18,2.845605479108243e-23,5.420787881051086e-32,2.5025938573402444e-20,0.002969901517029221
1.0786351151748514e-08,0.0027332747035799065,0.0915567593028733,0.0,0.00205868402848905,0.4515200068885481,3.0612085370052194e-14,0.4539305619936376,6.477827882350086e-16,4.4579643801305315e-20,1.5561729388122543e-16,6.213752494935594e-19,6.452530148680608e-31,4.524293511508482e-05,4.993818493222291e-14,1.691959659802437e-20,1.6373132046425025e-18,1.9345883603677815e-14,2.0570515731970127e-10,6.261447487420621e-16,1.5662441392979237e-21,8.045485267499952e-20,2.817212827334447e-18,3.044861278559159e-23,5.42035515407954e-32,2.5033073168151117e-20,0.0029700501416332734
1.079053899561e-08,0.0027332747035799065,0.0915567593028733,0.0,0.002058102575000355,0.4515200132819334,3.063470018958584e-14,0.45393026487350263,6.478621145155929e-16,4.4596237498517525e-20,1.556364133339353e-16,6.21729839932295e-19,6.459529132898684e-31,4.5230148344456774e-05,4.996538074866447e-14,1.6915342979065685e-20,1.6364483626750538e-18,1.935046699153798e-14,2.057158116670077e-10,6.262195243224841e-16,1.5868855930340226e-21,8.043461937150635e-20,2.81811822826661e-18,3.023147823417765e-23,5.419491500726059e-32,2.5047357844738868e-20,0.002970347261757591
1.0798914683332968e-08,0.0027332747035799065,0.0915567593028733,0.0,0.002056940677465275,0.45152002605760866,3.0679945728111565e-14,0.4539296711490492,6.480206393044337e-16,4.462941676801791e-20,1.5567459201002539e-16,6.224391201986827e-19,6.46923794909963e-31,4.5204596993983175e-05,5.0019780532954175e-14,1.690683931185751e-20,1.6347208023870917e-18,1.935962601538614e-14,2.0573705620250698e-10,6.263689543197672e-16,1.6057904553131048e-21,8.039418411046007e-20,2.8199279858140986e-18,3.0087819749222666e-23,5.41776804718226e-32,2.5075931200659483e-20,0.002970940986189715
1.0807290371055937e-08,0.0027332747035799065,0.0915567593028733,0.0,0.002055780123923088,0.45152003881851127,3.072521244570238e-14,0.4539290781113649,6.481789939625925e-16,4.46625852077967e-20,1.5571276855000866e-16,6.231482948105704e-19,6.485806249524687e-31,4.5179075188785274e-05,5.00741911753206e-14,1.6898340723302855e-20,1.6329960682634428e-18,1.9368774713140952e-14,2.0575821533341105e-10,6.265182229954024e-16,1.5808739131115599e-21,8.035379117446297e-20,2.821736639052051e-18,3.029137077351679e-23,5.41603137146213e-32,2.5104500297570933e-20,0.0029715340238527974
1.0815666058778905e-08,0.0027332747035799065,0.0915567593028733,0.0,0.0020546209120622114,0.4515200515646667,3.0770500318127184e-14,0.4539284857592686,6.483371787633278e-16,4.4695742822058654e-20,1.557509259240275e-16,6.238575304748544e-19,6.50518717626504e-31,4.515358287805008e-05,5.0128612663196266e-14,1.6889858195126375e-20,1.6312741486448554e-18,1.9377913096480553e-14,2.057792891842768e-10,6.26667330611243e-16,1.6130953930815336e-21,8.031343934728843e-20,2.823545093285101e-18,2.976378214596854e-23,5.414294151642282e-32,2.5133071852134626e-20,0.0029721263759280338
1.0824041746501874e-08,0.0027332747035799065,0.0915567593028733,0.0,0.002053463039576371,0.4515200642961001,3.081580932118258e-14,0.4539278940915816,6.484951939892427e-16,4.472888961501145e-20,1.5578902816096628e-16,6.245667892798381e-19,6.521401281711052e-31,4.512812001107936e-05,5.018304498403379e-14,1.6881382622034074e-20,1.629555041919229e-18,1.938704117707698e-14,2.0580027787191408e-10,6.268162774260867e-16,1.5853196803221726e-21,8.027312920321697e-20,2.8253515685970642e-18,3.032488038452999e-23,5.412567632671284e-32,2.516164433686114e-20,0.002972718043593911
1.0832417434224842e-08,0.0027332747035799065,0.0915567593028733,0.0,0.002052306504164583,0.451520077012837,3.0861139430692846e-14,0.45392730310712837,6.486530399186599e-16,4.47620255908727e-20,1.55827071773051e-16,6.252762083027081e-19,6.534643257341768e-31,4.5102686537288854e-05,5.0237488125315806e-14,1.6872912288605257e-20,1.6278387427842557e-18,1.9396158966596195e-14,2.0582118152591957e-10,6.269650637021341e-16,1.5878092204438222e-21,8.023286079229468e-20,2.8271576072283878e-18,3.029022662416445e-23,5.410844209760004e-32,2.519022327461929e-20,0.0029733090280262154
1.084916880967078e-08,0.0027332747035799065,0.0915567593028733,0.0,0.0020499974353855514,0.4515201024023218,3.09518628725133e-14,0.4539261231832331,6.489682249905772e-16,4.482826510821945e-20,1.5590292549552625e-16,6.266955365657481e-19,6.543342707126123e-31,4.505190756749586e-05,5.03464068192372e-14,1.6855996112673207e-20,1.6244145384433812e-18,1.9414363719035835e-14,2.058627342328371e-10,6.272621556787154e-16,1.5874508189792321e-21,8.015244840509673e-20,2.8307664591997756e-18,3.034063935241653e-23,5.407404328407059e-32,2.524740089452174e-20,0.0029744889518797924
1.0865920185116717e-08,0.0027332747035799065,0.0915567593028733,0.0,0.0020476936874223393,0.4515201277333225,3.1042670450735625e-14,0.45392494597823024,6.4928273617828305e-16,4.4894461407998685e-20,1.5597865763572176e-16,6.281149201538367e-19,6.5601522447523185e-31,4.5001245566312705e-05,5.0455368645282517e-14,1.6839126381527692e-20,1.6210014782692601e-18,1.9432527447002906e-14,2.0590394841666376e-10,6.275586086516727e-16,1.5868230544492165e-21,8.007220102840001e-20,2.8343717839907164e-18,3.0401842337053275e-23,5.403927939387636e-32,2.5304580734813233e-20,0.0029756661568413273
1.0882671560562654e-08,0.0027332747035799065,0.0915567593028733,0.0,0.0020453952420557506,0.4515201530060389,3.113356197294875e-14,0.45392377148280993,6.495965756876954e-16,4.4960614524203315e-20,1.5605433562636352e-16,6.295342049122487e-19,6.593769269843824e-31,4.495070013322753e-05,5.056437350408843e-14,1.6822286958680978e-20,1.6175995216771477e-18,1.9450650243600303e-14,2.0594482514422915e-10,6.278544247100575e-16,1.5945416611110571e-21,7.999211881131543e-20,2.8379739286864917e-18,3.0289824032120107e-23,5.400459184920762e-32,2.5361756584630596e-20,0.002976840652220665
1.0899422936008591e-08,0.0027332747035799065,0.0915567593028733,0.0,0.0020431020811497278,0.4515201782206708,3.122453724718289e-14,0.4539225996877048,6.49909745707086e-16,4.5026724490909e-20,1.5612989062418952e-16,6.309535943666473e-19,6.631585471845783e-31,4.490027086955697e-05,5.067342129660467e-14,1.680547831939516e-20,1.6142086201017705e-18,1.9468732201829554e-14,2.059853654244649e-10,6.281496059173809e-16,1.590002598405859e-21,7.991220108142633e-20,2.841572263731311e-18,3.042553555421205e-23,5.397023092933482e-32,2.5418936644060285e-20,0.0029780124472851767
1.0916174311454528e-08,0.0027332747035799065,0.0915567593028733,0.0,0.002040814186650879,0.4515202033774164,3.1315596081909135e-14,0.4539214305836896,6.502222484120738e-16,4.509279134228768e-20,1.5620525415662767e-16,6.323733159440474e-19,6.66315635957262e-31,4.4849957378430395e-05,5.0782511924123434e-14,1.6788707335251275e-20,1.6108287220682954e-18,1.9486773414589854e-14,2.0602557026311437e-10,6.284441543282145e-16,1.5904828659506793e-21,7.983244722653584e-20,2.845166907077383e-18,3.0457635818995844e-23,5.393588097971975e-32,2.5476130076165714e-20,0.002979181551259997
1.0949677062346404e-08,0.0027332747035799065,0.0915567593028733,0.0,0.0020362541250715546,0.45152025351803793,3.149796366892333e-14,0.45391910041223865,6.508452605529606e-16,4.5224795836252964e-20,1.5635523619713223e-16,6.352142736101637e-19,6.678614198768613e-31,4.474967613535473e-05,5.100082129103594e-14,1.6755267454262142e-20,1.6041017509333377e-18,1.9522733974781548e-14,2.0610497766285605e-10,6.290313609463773e-16,1.591037620151774e-21,7.967342932937321e-20,2.852344273903322e-18,3.0529228346756104e-23,5.386720649461125e-32,2.5590577934450155e-20,0.002981511722631364
1.098317981323828e-08,0.0027332747035799065,0.0915567593028733,0.0,0.002031714914525859,0.4515203034294731,3.168066321055708e-14,0.45391678089549137,6.514656293561714e-16,4.5356628281490697e-20,1.5650451001420113e-16,6.380562094450549e-19,6.6841371599191145e-31,4.4649853264965213e-05,5.121930082204392e-14,1.6721962443042535e-20,1.5974182310998047e-18,1.9558532665280537e-14,2.0618305563206946e-10,6.296160609175271e-16,1.5899516744212239e-21,7.95150612836516e-20,2.859506824896961e-18,3.063606394672917e-23,5.379791366776672e-32,2.5705065168981644e-20,0.00298383123930025
1.1016682564130157e-08,0.0027332747035799065,0.0915567593028733,0.0,0.00202719641351444,0.45152035311327726,3.186369319039652e-14,0.4539144719611431,6.520833719150761e-16,4.548828895491405e-20,1.5665338311206517e-16,6.408981759863038e-19,6.728882570422933e-31,4.4550485656657656e-05,5.143794973968723e-14,1.6688794185952297e-20,1.5907777860520967e-18,1.959417022548719e-14,2.0625981243673962e-10,6.3019827046408e-16,1.5932473650022648e-21,7.93573390418582e-20,2.866655700155403e-18,3.0646961727532335e-23,5.372917570548203e-32,2.58195536065626e-20,0.002986140173571617
1.1050185315022033e-08,0.0027332747035799065,0.0915567593028733,0.0,0.0020226984818159715,0.45152040257099174,3.204705209903119e-14,0.45391217353754165,6.526985051781704e-16,4.561977813486281e-20,1.5680183224493543e-16,6.437403003440895e-19,6.804435429844141e-31,4.44515702279386e-05,5.165676727170241e-14,1.6655760357848272e-20,1.5841800454776861e-18,1.9629647393066352e-14,2.0633525615680585e-10,6.307780056294193e-16,1.5920968894241116e-21,7.920025872766308e-20,2.8737905990702386e-18,3.0754357749446226e-23,5.366094734637931e-32,2.5934048368649535e-20,0.0029884385970973637
1.1083688065913909e-08,0.0027332747035799065,0.0915567593028733,0.0,0.0020182209804727905,0.45152045180414363,3.223073843403682e-14,0.4539098855536811,6.533110459473622e-16,4.5751096101066856e-20,1.5694966676649357e-16,6.465832093858686e-19,6.877678134199541e-31,4.435310392409107e-05,5.18757526510208e-14,1.6622860929597713e-20,1.5776246420026763e-18,1.966496490391731e-14,2.0640939475239176e-10,6.31355282299083e-16,1.5919685044446462e-21,7.904381648174503e-20,2.880911012024114e-18,3.084046208998385e-23,5.359255157422378e-32,2.6048574711929585e-20,0.0029907265808836784
1.1117190816805785e-08,0.0027332747035799065,0.0915567593028733,0.0,0.002013763771776686,0.45152050081424683,3.2414750699957904e-14,0.4539076079391934,6.539210108806716e-16,4.588224313463358e-20,1.5709680611291544e-16,6.4942712273506405e-19,6.936334582750353e-31,4.425508371785532e-05,5.2094905115779786e-14,1.659009538132537e-20,1.5711112125022978e-18,1.9700123492144195e-14,2.0648223617538506e-10,6.319301162359809e-16,1.5932103433711477e-21,7.888800845319793e-20,2.888016746778935e-18,3.0893735861686416e-23,5.352411920888965e-32,2.6163141485151828e-20,0.002993004195298297
1.115069356769766e-08,0.0027332747035799065,0.0915567593028733,0.0,0.002009326719254853,0.4515205496028012,3.259908740828997e-14,0.4539053406243422,6.54528416494058e-16,4.6013219518017886e-20,1.5724330927068297e-16,6.522718189066846e-19,6.990790535583364e-31,4.4157506609127584e-05,5.231422390927687e-14,1.6557462001550403e-20,1.564639398280467e-18,1.9735123890027054e-14,2.0655378838144952e-10,6.325025230854635e-16,1.592702170381773e-21,7.873283083435172e-20,2.8951079851875053e-18,3.098717127599979e-23,5.345594528448839e-32,2.6277739764768452e-20,0.0029952715100776757
1.1184196318589537e-08,0.0027332747035799065,0.0915567593028733,0.0,0.0020049096876560493,0.4515205981712933,3.27837470774616e-14,0.4539030835400154,6.551332791617669e-16,4.6144025534973544e-20,1.5738924291744122e-16,6.551170926075398e-19,7.051161594105458e-31,4.406036962466244e-05,5.2533708279893566e-14,1.6524960424712635e-20,1.5582088437561217e-18,1.9769966827993872e-14,2.0662405927750372e-10,6.330725183607758e-16,1.5930977840178235e-21,7.857827984488688e-20,2.9021850257606653e-18,3.1060230675080527e-23,5.338790700900978e-32,2.6392361279624175e-20,0.0029975285943340487
1.1251201820373289e-08,0.0027332747035799065,0.0915567593028733,0.0,0.001996135152249293,0.45152069465397165,3.3154029406592633e-14,0.4538985997895651,6.563354404619586e-16,4.6405127610846943e-20,1.5767958075930745e-16,6.608087616215832e-19,7.217913555332229e-31,4.386740426802332e-05,5.297317077115245e-14,1.646034953562178e-20,1.5454701114186917e-18,1.9839183236471002e-14,2.0676078847614929e-10,6.342053355744001e-16,1.593668544133572e-21,7.82710427803554e-20,2.916297184068016e-18,3.120841772618973e-23,5.325230525518054e-32,2.6621649399286554e-20,0.0030020123446471286
