Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(262),SX(259),SX(436),C2HOX(464),C2H6O(236),SX(357),OCCO(227),SX(387),SX(190),SX(495)
2.245318683849902e-07,0.0005485282325552088,0.1557,0.0,0.00021089544161577854,0.6415488791473956,0.2013535574873213,1.6713938893538462e-14,2.2214973759476746e-12,1.6412267197058066e-11,9.310417012420105e-16,5.2264727166142073e-11,1.1392989732993431e-14,1.1748518233574558e-05,1.5231108393474185e-12,4.8634996702118564e-17,5.0475580412018445e-15,0.0005464148609732011,4.702885363542038e-15,2.6603685122657498e-08,5.031707611572004e-28,1.6438037308945238e-19,9.737083251844644e-10,2.9563217403123945e-16,1.3444258429588452e-32,1.7082433251784579e-12,0.0008452321836419477,3.6300435858191703e-22,9.577150463438289e-14,1.5866137914427949e-21,5.482857380102618e-13,3.205394518250718e-12,3.564740047954133e-25,2.196952812152456e-22,3.3164093848130375e-16,6.509018968402074e-21,1.8010315810653005e-14,4.4420878146378465e-18,1.633527060108263e-17,1.0055142786180832e-20,2.1088087771230897e-24,1.9034302670235408e-22,5.749910644282184e-22,4.545739306972114e-22,3.0284573593853826e-17,-3.6040071038123705e-26,1.7331472413228792e-29,3.5044859341019585e-21,2.2909264295288124e-26,9.263081781122336e-21,8.628018963849606e-31
2.2586401735797957e-07,0.0005485282325552088,0.1557,0.0,0.00021083812540626575,0.6415486638475492,0.20135371351761347,1.711442157444865e-14,2.3120292615534107e-12,1.681602117219022e-11,9.821531303558414e-16,5.3765168431520436e-11,1.200205690885923e-14,1.1745312061920235e-05,1.540574397479165e-12,5.0393747676042613e-17,5.229122996674835e-15,0.0005462581631117777,4.799429038967121e-15,2.724561499436316e-08,5.1360937344200425e-28,1.7034149272918681e-19,9.972811826894822e-10,3.0459554737851613e-16,1.4253681401292435e-32,1.7571940286133909e-12,0.0008454487382207696,3.8282242078238554e-22,9.812800849092594e-14,1.634685946375451e-21,5.645156030961585e-13,3.2973622165528676e-12,3.783933230229869e-25,2.3395768890735715e-22,3.41690617276119e-16,6.829339370364121e-21,1.852872603626087e-14,4.549261668599454e-18,1.6729402775096908e-17,1.0359844685248181e-20,2.2208667242616222e-24,1.9606653730531748e-22,6.12146037282038e-22,4.682395786754755e-22,3.1172478161313117e-17,-2.163994174340308e-26,1.786168832482527e-29,3.680371165173774e-21,2.4045851923709122e-26,9.490870094613412e-21,9.058574542847052e-31
2.2719616633096895e-07,0.0005485282325552088,0.1557,0.0,0.00021078235460037618,0.6415484543686477,0.2013538653072373,1.7523173341991073e-14,2.4058037128443586e-12,1.722940940523715e-11,1.0359958454254664e-15,5.531042847404304e-11,1.2643990072988833e-14,1.1742192244904253e-05,1.5580474134686157e-12,5.22087128195247e-17,5.416486336367209e-15,0.0005461056901365866,4.898078890790278e-15,2.7902715727654768e-08,5.242789298698748e-28,1.7649444801492714e-19,1.021405911986754e-09,3.1385737223123787e-16,1.5109875954102112e-32,1.8076472778681138e-12,0.0008456594204279978,4.03696340381606e-22,1.0054146315276424e-13,1.6843444325270497e-21,5.812114880652324e-13,3.3921189331943097e-12,4.015959472074495e-25,2.4909470561046333e-22,3.5207230394510483e-16,7.165157779263922e-21,1.9062724432745125e-14,4.658968079365399e-18,1.7132848281195737e-17,1.0674692242344013e-20,2.3389528208844736e-24,2.0197484201616637e-22,6.5156868982031015e-22,4.823461856332154e-22,3.208686486981788e-17,-6.493510379695053e-27,1.8409494608293005e-29,3.8649305160892535e-21,2.5238097666010998e-26,9.7241640708648e-21,9.51030616139426e-31
2.2852831530395833e-07,0.0005485282325552088,0.1557,0.0,0.00021072808720389502,0.6415482505529049,0.20135401297061592,1.794037719513302e-14,2.5029240959114255e-12,1.7652659773036473e-11,1.0927145240460302e-15,5.69019895788248e-11,1.3320603461861458e-14,1.1739156434116085e-05,1.5755350505134525e-12,5.408173019442743e-17,5.609837567139102e-15,0.0005459573272570527,4.9989106166701334e-15,2.8575340236190878e-08,5.351877686717446e-28,1.828455858737077e-19,1.0460951167080841e-09,3.2342873752677087e-16,1.6015509084314878e-32,1.85965478951811e-12,0.0008458643890311633,4.256819645662977e-22,1.0301325512078653e-13,1.7356775344467193e-21,5.983875505446914e-13,3.4897590961272136e-12,4.261556144804426e-25,2.651575432650749e-22,3.628038173362606e-16,7.51721392757089e-21,1.9612830751798528e-14,4.771265942220517e-18,1.7545823694873047e-17,1.1000062441112565e-20,2.4633992564093653e-24,2.0807801825778625e-22,6.933911863551898e-22,4.969178690528433e-22,3.3028596621852166e-17,9.39354522147954e-27,1.8975732539526235e-29,4.058587611234278e-21,2.648870615581027e-26,9.963097766724113e-21,9.984248568621356e-31
2.298604642769477e-07,0.0005485282325552088,0.1557,0.0,0.0002106752823564134,0.6415480522468027,0.20135415661906572,1.836622275699146e-14,2.603497182153641e-12,1.808600544700791e-11,1.152461725532612e-15,5.85413887313425e-11,1.4033814633384672e-14,1.1736202344494434e-05,1.593043098356418e-12,5.60147235140541e-17,5.809374965235046e-15,0.0005458129627812575,5.1020036967820745e-15,2.9263849352732913e-08,5.463446454125862e-28,1.8940155132122165e-19,1.0713616716109356e-09,3.333211797523893e-16,1.697340685142761e-32,1.9132702545577253e-12,0.0008460637984937868,4.488381809299096e-22,1.0554480493449186e-13,1.7887342075689966e-21,6.160584284604138e-13,3.5903806994724263e-12,4.521505067571427e-25,2.8220036653427486e-22,3.738957679845531e-16,7.886282327928164e-21,2.017958445362133e-14,4.8862154793564334e-18,1.796855047456091e-17,1.13363474442748e-20,2.594557102033983e-24,2.1438122789166064e-22,7.377532828492981e-22,5.119669273774185e-22,3.3998568309245364e-17,2.6064430481062336e-26,1.9561012875235258e-29,4.261786641871205e-21,2.780051394046762e-26,1.020780853100632e-20,1.0481483283068116e-30
2.3119261324993708e-07,0.0005485282325552088,0.1557,0.0,0.000210623900300543,0.6415478593009757,0.20135429636087984,1.880090660222053e-14,2.707633307770355e-12,1.852968501157549e-11,1.2153983558799062e-15,6.023021981263454e-11,1.4785650540723947e-14,1.1733327752606896e-05,1.6105779761846622e-12,5.80097069761372e-17,6.015306084848742e-15,0.0005456724880318439,5.20744154892277e-15,2.9968611992624e-08,5.577587505720737e-28,1.9616930435774903e-19,1.0972187276028213e-09,3.435467018046715e-16,1.798656378586053e-32,1.968549419479272e-12,0.0008462577990918144,4.732270964203297e-22,1.0813756801741742e-13,1.843556075196568e-21,6.342392581675622e-13,3.694085442967466e-12,4.796634992464486e-25,3.0028047021648953e-22,3.853573210847897e-16,8.273173876179102e-21,2.0763545214835877e-14,5.0038782603390454e-18,1.8401255032636944e-17,1.1683955262979388e-20,2.7327974550912997e-24,2.2088944424845655e-22,7.848027824231839e-22,5.27505139065692e-22,3.499770737878924e-17,4.358618802327879e-26,2.0165940728559852e-29,4.4749933599858666e-21,2.917649438743474e-26,1.0458437085694319e-20,1.1003145549030443e-30
2.3252476222292646e-07,0.0005485282325552088,0.1557,0.0,0.0002105739023519642,0.6415476715700976,0.2013544323014103,1.9244632597868177e-14,2.815446542478628e-12,1.8983942585021316e-11,1.2816941628379819e-15,6.197013588682075e-11,1.5578253970442707e-14,1.1730530494976194e-05,1.6281467331544535e-12,6.006879047287858e-17,6.227848285334811e-15,0.0005455357972641938,5.315311686687686e-15,3.069000531995134e-08,5.694397272289872e-28,2.0315613800432103e-19,1.1236797168182595e-09,3.5411779250794035e-16,1.9058153087915676e-32,2.0255501708014656e-12,0.0008464465370268925,4.989142282128745e-22,1.1079303554392234e-13,1.90024528020555e-21,6.529456933197448e-13,3.800978870931436e-12,5.087824247890928e-25,3.1945846819036356e-22,3.9720892134397936e-16,8.678737524758477e-21,2.1365293135867558e-14,5.124317223906846e-18,1.8844168811977396e-17,1.204331047754005e-20,2.878512588652722e-24,2.276146745186699e-22,8.346960204125456e-22,5.435612233391782e-22,3.602697466927341e-17,6.201946055211549e-26,2.0791561700511933e-29,4.698696119302605e-21,3.061976311787564e-26,1.0715127609658908e-20,1.1550428970947492e-30
2.3385691119591583e-07,0.0005485282325552088,0.1557,0.0,0.00021052525087028592,0.6415474889127728,0.20135456454314715,1.9697612258662734e-14,2.9270548677861116e-12,1.9449027942807824e-11,1.3515282635049453e-15,6.376285158489908e-11,1.641389038376889e-14,1.1727808466451484e-05,1.6457570464962705e-12,6.219418517175971e-17,6.447229285325844e-15,0.0005454027875868186,5.425705880059307e-15,3.142841491639705e-08,5.813976891348343e-28,2.1036969799366287e-19,1.150758357746343e-09,3.6504744732079146e-16,2.0191540268878172e-32,2.084332623196653e-12,0.000846630154536572,5.259687073521107e-22,1.1351273532769544e-13,1.9588672413990577e-21,6.721939245045443e-13,3.911170546637738e-12,5.396004998800242e-25,3.397984948954029e-22,4.0946457058628524e-16,9.103862026396903e-21,2.1985430434196403e-14,5.247596719789324e-18,1.9297528448230954e-17,1.2414854849748097e-20,3.032117184616272e-24,2.3456372991974066e-22,8.875983816364432e-22,5.601514553322867e-22,3.708736695243577e-17,8.141066949544677e-26,2.1438639186161142e-29,4.933406966712193e-21,3.213358785215799e-26,1.0978027825418132e-20,1.2124580365781362e-30
2.351890601689052e-07,0.0005485282325552088,0.1557,0.0,0.00021047790923069284,0.6415473111914297,0.20135469318579566,2.016006511659591e-14,3.042580365167148e-12,1.9925196643406883e-11,1.4250897063325506e-15,6.561014558885121e-11,1.72949551863552e-14,1.1725159618623801e-05,1.6634172171651577e-12,6.43882088684886e-17,6.6736877322764074e-15,0.0005452733588839015,5.538720318878369e-15,3.218423495278267e-08,5.936432394258669e-28,2.1781800165990647e-19,1.1784686604069838e-09,3.7634918974572685e-16,2.1390294799988074e-32,2.144959211367088e-12,0.0008468087900015276,5.544634952019001e-22,1.162982327323893e-13,2.0194563341220346e-21,6.920006996855344e-13,4.02477421600867e-12,5.722166430557489e-25,3.6136842014578145e-22,4.2213232475374646e-16,9.549477760348944e-21,2.2624582307131957e-14,5.373782531810338e-18,1.9761575851252746e-17,1.2799048067445302e-20,3.1940497100050514e-24,2.417404165992033e-22,9.436848519569666e-22,5.772847938480378e-22,3.8179917807780653e-17,1.0180292063104981e-25,2.2107682859858682e-29,5.179662786369347e-21,3.372139436987699e-26,1.1247289086714023e-20,1.2726907209332957e-30
2.3652120914189458e-07,0.0005485282325552088,0.1557,0.0,0.00021043184179635877,0.6415471382722161,0.20135481832635194,2.0632219104461104e-14,3.1621494144761243e-12,2.041271015667496e-11,1.5025780695499562e-15,6.751386322021732e-11,1.82239814412448e-14,1.172258195828441e-05,1.6811361630135766e-12,6.665329169214243e-17,6.9074737860119605e-15,0.0005451474137399287,5.6544557799100035e-15,3.2957868363312165e-08,6.061874894105639e-28,2.255094576615642e-19,1.2068249315738553e-09,3.8803709335165066e-16,2.2658201569608433e-32,2.2074947858245435e-12,0.000846982578049873,5.844756140065344e-22,1.19151131604937e-13,2.082126629437166e-21,7.12383345481748e-13,4.1419079592179385e-12,6.067357472001193e-25,3.842400779328186e-22,4.352347914035253e-16,1.0016558639396151e-20,2.3283396876558238e-14,5.5029418951598654e-18,2.0236558261363215e-17,1.319636859335334e-20,3.3647737987097115e-24,2.4915865048032913e-22,1.0031406056155308e-21,5.949944838803366e-22,3.930569820348616e-17,1.232476617918026e-25,2.2799958580224176e-29,5.438026497385314e-21,3.5386771233711414e-26,1.1523066468326e-20,1.3358785936189353e-30
2.3785335811488396e-07,0.0005485282325552088,0.1557,0.0,0.00021038701389160646,0.6415469700248995,0.20135494005917562,2.111431095349689e-14,3.2858929029128086e-12,2.0911835994813916e-11,1.5842040991422213e-15,6.947591913752738e-11,1.920364804826841e-14,1.172007354592457e-05,1.698923409487066e-12,6.899198234683249e-17,7.148849727016789e-15,0.0005450248573663624,5.77301779775298e-15,3.3749727022515363e-08,6.190420778350264e-28,2.3345288805660367e-19,1.2358417800418028e-09,4.0012580522903094e-16,2.3999278215545668e-32,2.2720067127367137e-12,0.0008471516496586464,6.160863930310858e-22,1.2207307523217957e-13,2.1469678327828714e-21,7.333597893144979e-13,4.262694386469842e-12,6.432692280186083e-25,4.0848951054508714e-22,4.487908514889566e-16,1.0506124094263047e-20,2.3962547020195507e-14,5.635143543424406e-18,2.072272843328718e-17,1.3607314343390686e-20,3.544779712840725e-24,2.5682796237319376e-22,1.0661616318912784e-21,6.133033496159029e-22,4.0465819494065287e-17,1.4580633620194543e-25,2.351652555542178e-29,5.7090883095402546e-21,3.713348214881962e-26,1.180551885965193e-20,1.4021654181384103e-30
2.3918550708787334e-07,0.0005485282325552088,0.1557,0.0,0.0002103433917757942,0.6415468063227692,0.20135505847606108,2.16065866056769e-14,3.413946444861281e-12,2.142284784595684e-11,1.6701903886553305e-15,7.149830014718724e-11,2.02367884219064e-14,1.171763249427596e-05,1.7167890778710028e-12,7.140695395698151e-17,7.398090582955521e-15,0.0005449055975302958,5.8945168394755266e-15,3.456023192489043e-08,6.322191910686334e-28,2.4165754921030487e-19,1.26553412193624e-09,4.126305703136869e-16,2.541778995806533e-32,2.338564978012469e-12,0.0008473161322525448,6.493817305299883e-22,1.2506574732139484e-13,2.2140055596662617e-21,7.549485824675541e-13,4.387260831822418e-12,6.8193545367560295e-25,4.341972290475694e-22,4.628073597033523e-16,1.1019241151799261e-20,2.4662731771046135e-14,5.7704577367355855e-18,2.1220344738351656e-17,1.403240350165523e-20,3.7345859921783535e-24,2.647503838672973e-22,1.1329554038823716e-21,6.3221609799623055e-22,4.166143474203286e-17,1.695441247445571e-25,2.4257693275888445e-29,5.993467040371774e-21,3.896547392877776e-26,1.209480905926603e-20,1.4717017466632996e-30
2.405176560608627e-07,0.0005485282325552088,0.1557,0.0,0.00021030094261790825,0.641546647042539,0.2013551736663071,2.2109301641188923e-14,3.546450612914749e-12,2.194602571041758e-11,1.7607721028512015e-15,7.358306813259959e-11,2.1326399700482493e-14,1.1715256966890746e-05,1.7347438711388675e-12,7.390101017318898e-17,7.655484766212603e-15,0.000544789544485035,6.01906848289508e-15,3.538981336724054e-08,6.457315832880337e-28,2.50133152881106e-19,1.2959171860618155e-09,4.2556725620202595e-16,2.691826178958862e-32,2.4072422958046985e-12,0.0008474761497999806,6.844523725149142e-22,1.2813087300526403e-13,2.283360996595231e-21,7.771689240975333e-13,4.515739519446828e-12,7.228599913413298e-25,4.61448490690217e-22,4.773080546039717e-16,1.1557026606570359e-20,2.5384675983227623e-14,5.908956272086429e-18,2.1729671189947903e-17,1.4472175527914225e-20,3.9347411124502e-24,2.7294132272327134e-22,1.20374159051676e-21,6.517694651523767e-22,4.28937388744228e-17,1.9452730726075593e-25,2.5024903589362597e-29,6.291811493364396e-21,4.0886879365135936e-26,1.239110387121435e-20,1.544646283746169e-30
2.418498050338521e-07,0.0005485282325552088,0.1557,0.0,0.00021025963447184233,0.6415464920642564,0.20135528571678354,2.2622721721447984e-14,3.683551180374992e-12,2.2481656039642465e-11,1.8561977492875013e-15,7.573236310647373e-11,2.2475652521936685e-14,1.1712945176759802e-05,1.752799057470484e-12,7.64770920788893e-17,7.921334732014969e-15,0.0005446766109025569,6.146793598662941e-15,3.623891113369693e-08,6.5959259699354675e-28,2.5888989064683343e-19,1.3270065192874478e-09,4.3895237967456074e-16,2.8505500300336465e-32,2.4781142216156073e-12,0.0008476318229065349,7.213942102588774e-22,1.3127021987182534e-13,2.355157803115834e-21,8.000406862250975e-13,4.648267780016634e-12,7.661762983599941e-25,4.903335949249827e-22,4.923184484130468e-16,1.2120649276983346e-20,2.6129132137991702e-14,6.050712534805236e-18,2.2250977645912003e-17,1.492719191489527e-20,4.1458252147767704e-24,2.814145951744571e-22,1.2787528162200794e-21,6.719965707431704e-22,4.416397211174081e-17,2.20825234866255e-25,2.581976178539553e-29,6.604801902375691e-21,4.290203235343791e-26,1.2694574205835484e-20,1.621164832164705e-30
2.4318195400684146e-07,0.0005485282325552088,0.1557,0.0,0.0002102194362523459,0.6415463412712118,0.2013553947119975,2.3147123047885925e-14,3.825399375517202e-12,2.303003187790286e-11,1.9567300006806242e-15,7.7948406391468e-11,2.3687901403274445e-14,1.1710695384968158e-05,1.7709664515339627e-12,7.913828451561127e-17,8.195957656751982e-15,0.000544566711807794,6.2778185364663514e-15,3.710797468341762e-08,6.73816184761159e-28,2.679384569555546e-19,1.3588179919646032e-09,4.528031343609949e-16,3.0184613391594344e-32,2.5512592701960954e-12,0.000847783268905875,7.603085972745436e-22,1.344855990200029e-13,2.4294135992601086e-21,8.235844397592575e-13,4.784988281408119e-12,8.1202633984634045e-25,5.20948199470741e-22,5.078446534665062e-16,1.2711332367151754e-20,2.6896882489553008e-14,6.195801535534962e-18,2.2784539947775343e-17,1.5398037058907903e-20,4.3684520839745754e-24,2.9016994349338486e-22,1.3582354722475569e-21,6.928966849750447e-22,4.5473422050261445e-17,2.485104303950741e-25,2.664226958255154e-29,6.93315144759878e-21,4.5015479742790526e-26,1.3005395182000768e-20,1.701430689759653e-30
2.4451410297983084e-07,0.0005485282325552088,0.1557,0.0,0.0002101803177116221,0.6415461945498484,0.2013555007341566,2.3682792836818188e-14,3.972152147912533e-12,2.359145300676682e-11,2.0626465697941905e-15,8.023350393450435e-11,2.4966695756496124e-14,1.170850589938713e-05,1.7892583936469729e-12,8.188782246226286e-17,8.479686126586844e-15,0.0005444597645146947,6.412275315653498e-15,3.799746334094808e-08,6.884169310203467e-28,2.7729007116247635e-19,1.3913678033755215e-09,4.671374186687776e-16,3.196102216642222e-32,2.6267590384379536e-12,0.0008479306019482116,8.013026864195048e-22,1.3777886614132584e-13,2.506248015576287e-21,8.478214816002355e-13,4.9260492134639275e-12,8.605607550195396e-25,5.53393656784493e-22,5.239097877113786e-16,1.3330355937827334e-20,2.768873851241831e-14,6.3442999109958125e-18,2.33306399041495e-17,1.5885319462955663e-20,4.60327114680818e-24,2.992231763526822e-22,1.4424505800444405e-21,7.145073801819697e-22,4.6823423260587424e-17,2.7766005524217644e-25,2.7493857835316506e-29,7.27760784116108e-21,4.7231980703553173e-26,1.3323746230311446e-20,1.7856267839086456e-30
2.458462519528202e-07,0.0005485282325552088,0.1557,0.0,0.0002101422494165586,0.6415460517896805,0.20135560386323112,2.4230029810790654e-14,4.123972447079978e-12,2.4166226092388117e-11,2.17424114213962e-15,8.259004976031945e-11,2.6315791580462726e-14,1.1706375073401553e-05,1.807687726950621e-12,8.472909861688582e-17,8.772868842092786e-15,0.0005443556885640064,6.550301820542285e-15,3.890784648922631e-08,7.034100739869377e-28,2.8695650422196917e-19,1.4246724872077813e-09,4.819738656998136e-16,3.384048773710446e-32,2.704698333466062e-12,0.0008480739330863519,8.444897893412418e-22,1.4115192262845795e-13,2.585829507069864e-21,8.727738628519695e-13,5.071604522580379e-12,9.119396888259227e-25,5.8777737300232735e-22,5.405478069409705e-16,1.3979059468915596e-20,2.85055424231491e-14,6.496285977493047e-18,2.3889565501296237e-17,1.6389672596923556e-20,4.8509695185884216e-24,3.085945293447356e-22,1.5316747119496042e-21,7.3687714830700455e-22,4.82153609822785e-17,3.083585314894422e-25,2.8377068530276714e-29,7.638954987846494e-21,4.9556524120752955e-26,1.364981120148531e-20,1.8739444016508726e-30
2.471784009258096e-07,0.0005485282325552088,0.1557,0.0,0.00021010520272657485,0.6415459128832076,0.20135570417701448,2.4789144706863866e-14,4.281029513733733e-12,2.475466483565021e-11,2.2918243703797882e-15,8.502052957004477e-11,2.77391638769564e-14,1.1704301304671287e-05,1.826267772757106e-12,8.766567023525287e-17,9.075871343748774e-15,0.000544254405662749,6.6920420006795976e-15,3.983960376521058e-08,7.188115292907646e-28,2.9695010421993343e-19,1.4587489170513523e-09,4.973318747603055e-16,3.582913886074674e-32,2.7851653061462788e-12,0.0008482133703594235,8.899897597086354e-22,1.4460671671115448e-13,2.668172605408723e-21,8.984644182021351e-13,5.221814186287881e-12,9.663337343930027e-25,6.242131914772895e-22,5.577654726290401e-16,1.46588445397518e-20,2.934817027933255e-14,6.651839782223875e-18,2.4461611103147586e-17,1.6911755794008957e-20,5.112274372094147e-24,3.1828133296279774e-22,1.6262009753515028e-21,7.599996127080916e-22,4.965067436084484e-17,3.4069426943313857e-25,2.929156713723404e-29,8.018014729706039e-21,5.199434771646665e-26,1.3983778477055734e-20,1.96658297528633e-30
2.4851054989879897e-07,0.0005485282325552088,0.1557,0.0,0.00021006914977206656,0.6415457777258332,0.20135580175118187,2.5360460802301007e-14,4.443499183900667e-12,2.535709012520259e-11,2.415724931351938e-15,8.752752449081752e-11,2.9241019831507454e-14,1.1702283033926416e-05,1.8450123042542785e-12,9.070126562426341e-17,9.389076749068873e-15,0.000544155839625315,6.837646076372675e-15,4.0793225258104626e-08,7.34637913746017e-28,3.072838189005501e-19,1.4936143119140347e-09,5.132316427683203e-16,3.793348193373784e-32,2.8682515902321716e-12,0.0008483490188743257,9.379294006683376e-22,1.4814524462026248e-13,2.7533820297150804e-21,9.249167965264586e-13,5.3768444232054075e-12,1.0239239458747575e-24,6.628218008548523e-22,5.75582732276799e-16,1.5371177638206077e-20,3.021753139499816e-14,6.811043092336959e-18,2.5047077383189998e-17,1.7452255691033663e-20,5.387955351599386e-24,3.2829765942846087e-22,1.726340059354548e-21,7.83908029539548e-22,5.1130855404711404e-17,3.747586526819025e-25,3.023833289137902e-29,8.415648670366244e-21,5.455093194285088e-26,1.4325841080009787e-20,2.0637532467932507e-30
2.4984269887178834e-07,0.0005485282325552088,0.1557,0.0,0.0002100340634334342,0.6415456462157885,0.20135589665934717,2.5944314458123146e-14,4.611564206172971e-12,2.597383019342606e-11,2.5462906524223012e-15,9.011371498265898e-11,3.082581280473949e-14,1.1700318743794982e-05,1.8639355187595807e-12,9.383979241413943e-17,9.712886502416319e-15,0.0005440599163161642,6.987270749890573e-15,4.176921171015029e-08,7.50906568911324e-28,3.1797122443635347e-19,1.5292862417508965e-09,5.296941978727055e-16,4.0160432207191505e-32,2.954052447382318e-12,0.0008484809808849727,9.884428988188873e-22,1.5176955178040187e-13,2.8416815444667395e-21,9.521554927488417e-13,5.53686794170293e-12,1.0849027498193875e-24,7.037311700499724e-22,5.940434631413028e-16,1.6117593068489598e-20,3.111456921666139e-14,6.973979445402849e-18,2.5646271521528763e-17,1.8011887235307387e-20,5.678826995408117e-24,3.386728327510104e-22,1.832421349738162e-21,8.086725640672634e-22,5.2657452612176296e-17,4.1065131610091477e-25,3.1221372956768563e-29,8.832760083482067e-21,5.723201739945604e-26,1.4676196790977136e-20,2.1656759955238948e-30
2.511748478447777e-07,0.0005485282325552088,0.1557,0.0,0.0002099999173206776,0.6415455182540525,0.2013559889731186,2.654105568101897e-14,4.785414572354053e-12,2.6605220775363533e-11,2.6838897129805646e-15,9.278188490911251e-11,3.24982571948205e-14,1.169840695766212e-05,1.883052008740552e-12,9.708534503046857e-17,1.0047721145389344e-14,0.0005439665635940668,7.141079422784833e-15,4.276807471995343e-08,7.676355869361427e-28,3.290265541359328e-19,1.565782633003002e-09,5.467414353996986e-16,4.251735462751343e-32,3.042666918289365e-12,0.0008486093558693882,1.04167228702204e-21,1.5548173403198225e-13,2.9330940632542e-21,9.802058810192067e-13,5.702064264556499e-12,1.1494754441488462e-24,7.470770134361214e-22,6.131578594719839e-16,1.6899695987521295e-20,3.2040265523705814e-14,7.140734222408844e-18,2.6259507497540224e-17,1.859139455591618e-20,5.985751568175346e-24,3.4940256307523155e-22,1.944794121910108e-21,8.342832115242266e-22,5.4232075869261804e-17,4.484777580477224e-25,3.224022415093726e-29,9.270295919872701e-21,6.004363684579042e-26,1.5035048268195618e-20,2.272580700405765e-30
2.525069968177671e-07,0.0005485282325552088,0.1557,0.0,0.0002099666857535419,0.6415453937442805,0.2013560787621528,2.7151048704155508e-14,4.965247861769825e-12,2.7251605270651686e-11,2.828911920322145e-15,9.553492577836013e-11,3.426334421858922e-14,1.1696546238560161e-05,1.902376731840324e-12,1.0044221111609526e-16,1.039402110180669e-14,0.000543875711257853,7.29924241979418e-15,4.379033694830423e-08,7.8484383689318065e-28,3.404647210352067e-19,1.6031217741404689e-09,5.643961531753369e-16,4.501207004415536e-32,3.1341979801700502e-12,0.0008487342406047088,1.0977679364302864e-21,1.5928393888320937e-13,3.027691077894874e-21,1.009094249280791e-12,5.872619974822674e-12,1.2178599846673212e-24,7.930032855397614e-22,6.32939445973909e-16,1.771916559534399e-20,3.2995640183095664e-14,7.311394624580692e-18,2.688710596768237e-17,1.9191552681804486e-20,6.3096419854864864e-24,3.6049556089270176e-22,2.0638288090740788e-21,8.607602375952313e-22,5.58563948259191e-17,4.883462566832992e-25,3.329457726928226e-29,9.729248906759843e-21,6.299210204265516e-26,1.5402603166287496e-20,2.3847099700656576e-30
2.5383914579075647e-07,0.0005485282325552088,0.1557,0.0,0.0002099343437422006,0.6415452725927294,0.20135616609420745,2.7774672587485617e-14,5.151269599523389e-12,2.791333490848883e-11,2.9817700680343802e-15,9.83758411617958e-11,3.6126358661849654e-14,1.1694735188088935e-05,1.9219249801439717e-12,1.0391488050240963e-16,1.0752247474531849e-14,0.0005437872909936251,7.461937219834428e-15,4.483653232644781e-08,8.025509902898195e-28,3.523013483473228e-19,1.6413223212045661e-09,5.82682089107376e-16,4.7652887693560795e-32,3.228752710874816e-12,0.0008488557292401525,1.1568890799359068e-21,1.631783667927395e-13,3.125759200231484e-21,1.038847835259785e-12,6.048728973132689e-12,1.290287790538127e-24,8.416627076022934e-22,6.534425228172903e-16,1.8577758432063606e-20,3.398175093410167e-14,7.486049711784578e-18,2.75293944102757e-17,1.9813168772865234e-20,6.651464683388376e-24,3.719931884113317e-22,2.1899183507118193e-21,8.88202359338723e-22,5.753214186902839e-17,5.303754403157768e-25,3.439048598822812e-29,1.021065973971467e-20,6.608401550656988e-26,1.5779074260376123e-20,2.5023187386435797e-30
2.5517129476374585e-07,0.0005485282325552088,0.1557,0.0,0.00020990286696845965,0.6415451547081885,0.20135625103519222,2.8412321838182948e-14,5.34369362896868e-12,2.8590768915672898e-11,3.1429013862538124e-15,1.0130775129732548e-10,3.809289667700337e-14,1.1692972445364823e-05,1.9417123489400795e-12,1.0750805357614394e-16,1.1122882862565517e-14,0.0005437012363233956,7.629348694626286e-15,4.5907206266756114e-08,8.207775495569108e-28,3.6455280256130717e-19,1.6804033033431778e-09,6.016239622558639e-16,5.044866794775579e-32,3.326442459886608e-12,0.0008489739133680096,1.2192043703859714e-21,1.6716727248366331e-13,3.227350542991614e-21,1.0694948639401102e-12,6.230592856087358e-12,1.3670061666683826e-24,8.932173312967275e-22,6.746853558510012e-16,1.9477311810774158e-20,3.4999698691978676e-14,7.664790506133203e-18,2.8186707549589846e-17,2.045708288814715e-20,7.012242996844524e-24,3.838920626847658e-22,2.3234796369711175e-21,9.16602149575152e-22,5.926111923797906e-17,5.746925095041011e-25,3.5528079446903506e-29,1.0715619390710597e-20,6.932632388930404e-26,1.6164679576100543e-20,2.6256710848031153e-30
