Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),CHOX2(61),SX(53),CH3OX(46),CH3X(55),CH4(41),CH2OX2(52),CHX(32),SX(406),SX(420),C2HOX(418),C2H4O(376),CH2X(63),SX(57),CH4X(383),SX(56),CH2OX(176)
1.2326870872255397e-09,0.0028149649241145727,0.1557,0.0,0.006821718090462807,0.6423178047995545,0.2006016659507823,1.41386579663518e-17,2.5689701450823667e-20,5.719283375035561e-12,1.5319706229832064e-26,4.37712794097984e-15,1.8600875382930968e-21,0.00016438962899387554,9.140570529310011e-17,2.1956434080228158e-23,4.449310319746268e-21,0.001298333275325616,2.1668079141468493e-21,7.585610696147552e-10,2.884501637170477e-32,6.886989393593736e-32,8.690394480617764e-13,1.0529232691530022e-18,5.9940089302038526e-36,2.497916877147922e-16,3.838925585685468e-14,4.0728371241397764e-14,8.65499363311056e-12,3.4673963528112074e-15,2.9261308371968013e-28,3.1133324372845626e-17,1.2188002946037357e-23,4.825151169266234e-19,1.781940822464663e-15,2.6310936142448664e-14,2.585667199196903e-18,3.3206061404375932e-18,3.9958081587302357e-16,4.885393243139298e-16,1.0878562126476839e-14,8.319196051149627e-29,4.108248812088019e-16,3.7910051012490823e-25,6.81372658386643e-20
1.2396332616710813e-09,0.0028149649241145727,0.1557,0.0,0.0068170640989849065,0.6423178621522375,0.2005968972469335,1.4412048236772732e-17,2.619639835775307e-20,5.768868849877082e-12,1.5765001363149454e-26,4.448990916059796e-15,1.908688721550405e-21,0.00016427491664609673,9.214179194088978e-17,2.225032389268195e-23,4.513495464415498e-21,0.0013031019722296426,2.2082434796072345e-21,7.654168280673441e-10,2.938238063214608e-32,7.000413763782655e-32,8.81804333985142e-13,1.0732775467908693e-18,6.137632774839803e-36,2.5388780861467714e-16,3.88827708866702e-14,4.094044686350669e-14,8.680860216354752e-12,3.4754628616495414e-15,3.0078017043580066e-28,3.1719430297743234e-17,1.2313505631676535e-23,4.935066770164652e-19,1.7850464659632117e-15,2.6663361484125958e-14,2.6455725471587185e-18,3.3972258962532507e-18,4.090267085911401e-16,5.030252317056827e-16,1.098980319050575e-14,8.523520009999151e-29,4.1760427793494274e-16,3.900572935175112e-25,6.87522974713041e-20
1.2465794361166228e-09,0.0028149649241145727,0.1557,0.0,0.006812430908920606,0.6423179192507911,0.20059214985274038,1.468894000824673e-17,2.6709895319820296e-20,5.818541153347906e-12,1.6220335742587968e-26,4.5209946351830466e-15,1.958772435827422e-21,0.00016416071254057356,9.283187052206951e-17,2.255115417673186e-23,4.57813251687433e-21,0.0013078493594614973,2.2501412946002348e-21,7.722885559337288e-10,2.9925537682811236e-32,7.117100979525705e-32,8.94675247420949e-13,1.1052243742943696e-18,6.28373850281727e-36,2.579917159635353e-16,3.9379165432513884e-14,4.115237832660197e-14,8.70656815210999e-12,3.483462462010104e-15,3.0911963984475184e-28,3.231262769265786e-17,1.2439106690524732e-23,5.046779981361286e-19,1.788117323892104e-15,2.7018099175159858e-14,2.7063833651331465e-18,3.474996434178999e-18,4.1861944025084484e-16,5.178337400257801e-16,1.1101076498201266e-14,8.731480952182749e-29,4.2440442296263876e-16,4.0126540038983943e-25,6.936874844803783e-20
1.2535256105621644e-09,0.0028149649241145727,0.1557,0.0,0.006807818427003315,0.6423179760963401,0.20058742367268734,1.4969353631479734e-17,2.723022363104121e-20,5.868299328661818e-12,1.6685861131904388e-26,4.5934436216373495e-15,2.0100796143594535e-21,0.00016404701442839995,9.350033523783059e-17,2.2843392633952836e-23,4.6431988273237185e-21,0.0013125755325370627,2.292501262035696e-21,7.791761180277959e-10,3.047404452690947e-32,7.231810924852457e-32,9.0765203322263e-13,1.0963276851343933e-18,6.432355063775453e-36,2.6212082584872204e-16,3.987842955144711e-14,4.1364166276241344e-14,8.732118534881756e-12,3.491395763218461e-15,3.176339048811974e-28,3.291295114654895e-17,1.2564605658288493e-23,5.160310321272579e-19,1.7911537817918424e-15,2.7375143957608205e-14,2.768104058375204e-18,3.55392320748027e-18,4.2835980310143767e-16,5.329694002596918e-16,1.1212372024795581e-14,8.943196474557349e-29,4.3124971555258287e-16,4.1273003924659087e-25,6.998660349096628e-20
1.2597771675631517e-09,0.0028149649241145727,0.1557,0.0,0.006803684821997695,0.6423180270419403,0.20058318817013304,1.522475381942199e-17,2.770440055959191e-20,5.913154324635354e-12,1.7113643738544656e-26,4.659630721374845e-15,2.056780432341912e-21,0.0001639451169010961,9.41316750564566e-17,2.3113245522092488e-23,4.7021283619402846e-21,0.001316811028798559,2.3310208789906774e-21,7.853883465051688e-10,3.0972688806190724e-32,7.337307620614299e-32,9.194210359464626e-13,1.1069259887046654e-18,6.568276261458896e-36,2.6589302312679137e-16,4.033021257475412e-14,4.1554653258131077e-14,8.754980069450809e-12,3.4984795474746867e-15,3.2544819919500825e-28,3.345936320772629e-17,1.2677652059843924e-23,5.264055111881715e-19,1.7938574970029794e-15,2.7698452418015572e-14,2.8244342935137667e-18,3.6259504341355425e-18,4.3725299545123643e-16,5.468749837107865e-16,1.1312548753715827e-14,9.136935619550649e-29,4.3749735358698435e-16,4.232739718094934e-25,7.054386536722008e-20
1.2654035688640403e-09,0.0028149649241145727,0.1557,0.0,0.0067999787989076075,0.6423180727192092,0.20057939078678044,1.545707922373613e-17,2.813597919892803e-20,5.953582071938246e-12,1.7505924525327265e-26,4.7199785278176685e-15,2.099262882788142e-21,0.00016385375665810557,9.472203206390122e-17,2.336407925935022e-23,4.755496998665405e-21,0.0013206084064769684,2.366013708696085e-21,7.909901441010666e-10,3.1425476613260137e-32,7.434543692885248e-32,9.300860721319171e-13,1.1168971480140806e-18,6.692372778148484e-36,2.693323951819384e-16,4.073879231683849e-14,4.1725992982297884e-14,8.775447739348337e-12,3.504809816215984e-15,3.3260527040643805e-28,3.3956113259220903e-17,1.2779412856171465e-23,5.358706637373937e-19,1.796267508251236e-15,2.7991020859470562e-14,2.875767275324352e-18,3.6915826712432226e-18,4.453601054654056e-16,5.596225010752958e-16,1.140271031438259e-14,9.313920183840262e-29,4.4318923829492626e-16,4.329490889163868e-25,7.104636027593947e-20
1.2710299701649288e-09,0.0028149649241145727,0.1557,0.0,0.006796286197978111,0.6423181182324649,0.20057560715360448,1.5691751202757075e-17,2.857217709263825e-20,5.994064493124473e-12,1.79052529494956e-26,4.780835780624517e-15,2.1423811463796175e-21,0.0001637627244313204,9.531420992585224e-17,2.3614839022028962e-23,4.809208961894455e-21,0.001324392033969021,2.4013212980176992e-21,7.966020983910446e-10,3.188205389471398e-32,7.532043903599447e-32,9.408205464902736e-13,1.1182443730784917e-18,6.818157783305686e-36,2.728007274399983e-16,4.114923841711561e-14,4.1897239685632557e-14,8.795813957542042e-12,3.511097650400222e-15,3.3988136408087245e-28,3.445759936208995e-17,1.2881152848797557e-23,5.454585022945295e-19,1.798655620963545e-15,2.828509338699847e-14,2.92770484373017e-18,3.75798294239784e-18,4.535654297300399e-16,5.725928063447378e-16,1.1492868807073761e-14,9.493422517088798e-29,4.489281383519201e-16,4.428008692864031e-25,7.154975649797048e-20
1.2766563714658174e-09,0.0028149649241145727,0.1557,0.0,0.006792606970446937,0.6423181635822952,0.20057183722066696,1.5928780429286668e-17,2.9013017675902306e-20,6.034601099797267e-12,1.8311726028297804e-26,4.8420487817737026e-15,2.1862839678867116e-21,0.00016367201904468127,9.589573069392906e-17,2.3865449598339758e-23,4.863259754840595e-21,0.0013281619612124788,2.436944833957076e-21,8.022241440717544e-10,3.234261945168889e-32,7.630268010797111e-32,9.51624679106962e-13,1.1359088892646978e-18,6.94564732091098e-36,2.7628922659063703e-16,4.156154569562181e-14,4.2068393705678587e-14,8.816079289821433e-12,3.5173433627442805e-15,3.472777908084767e-28,3.4963839478850997e-17,1.2982956408379759e-23,5.55170069144225e-19,1.8010220318019006e-15,2.858066706224772e-14,2.9802491972208836e-18,3.825153966885907e-18,4.618693569142362e-16,5.857883476103924e-16,1.1583019010500548e-14,9.6754446937442e-29,4.54701723453474e-16,4.5283083202983e-25,7.205404847646515e-20
1.282282772766706e-09,0.0028149649241145727,0.1557,0.0,0.00678894106773005,0.6423182087692862,0.20056808093821185,1.6168177548538104e-17,2.9458503691214834e-20,6.0751914079465485e-12,1.872540482258222e-26,4.903613759431337e-15,2.230990915398461e-21,0.00016358163932636563,9.64666866112356e-17,2.4118153020829243e-23,4.917624116980198e-21,0.0013319182379627763,2.4728808574239042e-21,8.078562143276294e-10,3.2806990781283007e-32,7.729532664345688e-32,9.624985640597144e-13,1.1495662582535234e-18,7.074856617067119e-36,2.797976752453469e-16,4.1975708413131433e-14,4.223945537875236e-14,8.83624429849034e-12,3.5235472634194035e-15,3.5479586657880436e-28,3.5474851238183784e-17,1.3084744315354347e-23,5.650061414897659e-19,1.8033669356126752e-15,2.887773891533958e-14,3.0334024610911217e-18,3.893098368741916e-18,4.70272268458419e-16,5.99211579043401e-16,1.1673155728371154e-14,9.860021158128584e-29,4.605096822580129e-16,4.630417219244775e-25,7.255923106401442e-20
1.2879091740675945e-09,0.0028149649241145727,0.1557,0.0,0.006785288441421081,0.6423182537940219,0.20056433825666506,1.640995316987842e-17,2.990864831662652e-20,6.115834937908163e-12,1.9146350611924824e-26,4.965710422171271e-15,2.276334427210848e-21,0.00016349158410864007,9.704173687171554e-17,2.4370504460748683e-23,4.97229001793049e-21,0.0013356609137949048,2.5091271097187897e-21,8.134982403027196e-10,3.327500727633784e-32,7.82886302616045e-32,9.734420761187724e-13,1.1487447556104862e-18,7.205798595433049e-36,2.833363513024667e-16,4.2391720964795096e-14,4.24104250399476e-14,8.856309542394027e-12,3.529709660134168e-15,3.624369136467823e-28,3.599065222485529e-17,1.3186472847952418e-23,5.749675157857986e-19,1.8056905254406055e-15,2.9176305945148814e-14,3.0871666837154887e-18,3.961818669731665e-18,4.78774538473368e-16,6.128649606911281e-16,1.1763273789920498e-14,1.0047191020803227e-28,4.663664120943269e-16,4.734371835112439e-25,7.306529710652333e-20
1.293535575368483e-09,0.0028149649241145727,0.1557,0.0,0.006781649043290482,0.642318298657084,0.20056060912663365,1.6654117867501115e-17,3.0363480646403694e-20,6.156531214323776e-12,1.957464761684194e-26,5.028341604721863e-15,2.3223271739995384e-21,0.0001634018522280483,9.762095024656168e-17,2.4624426194229952e-23,5.027263241538254e-21,0.001339390038101881,2.5456847980385796e-21,8.191501560166317e-10,3.3746972782784804e-32,7.929189416798185e-32,9.844552486134794e-13,1.1648296318225266e-18,7.33848561487257e-36,2.869054152799119e-16,4.2809578149428964e-14,4.2581303023139776e-14,8.876275576922615e-12,3.5358308582858845e-15,3.702022609014524e-28,3.651126007873461e-17,1.3288249987367146e-23,5.850551519386266e-19,1.8079929925791877e-15,2.94763651195775e-14,3.141543924767811e-18,4.0313174104326714e-18,4.87376533490017e-16,6.267509582557549e-16,1.1853368050253776e-14,1.0236943333169034e-28,4.722721303575432e-16,4.840196881708884e-25,7.357224041434142e-20
1.2991619766693716e-09,0.0028149649241145727,0.1557,0.0,0.006778022825284915,0.642318343359052,0.20055689349890501,1.6900682185502615e-17,3.082303149912345e-20,6.19727976610155e-12,2.0010408109223627e-26,5.091407442516647e-15,2.3690823955325212e-21,0.00016331244252534754,9.819599607393378e-17,2.4881816679485757e-23,5.082550836771221e-21,0.0013431056600959278,2.5825565312734512e-21,8.248118974339379e-10,3.422280143408617e-32,8.03096451159748e-32,9.955382819306091e-13,1.1782081427694136e-18,7.472931494633358e-36,2.9049915318253995e-16,4.3229274925353425e-14,4.275208966099062e-14,8.89614295404744e-12,3.5419111608043137e-15,3.780932436713784e-28,3.7036692466677163e-17,1.3389999201254178e-23,5.952701168866707e-19,1.8102745265767583e-15,2.977791337581922e-14,3.1965361859367476e-18,4.1015970583788e-18,4.960786126065696e-16,6.408720429097517e-16,1.1943433390746685e-14,1.0429309636538008e-28,4.782188209078269e-16,4.947910190754738e-25,7.408005635633827e-20
1.30478837797026e-09,0.0028149649241145727,0.1557,0.0,0.006774409739526729,0.6423183879005037,0.2005531913244463,1.7149656640979416e-17,3.1287333440841534e-20,6.238080126377392e-12,2.0453738516253004e-26,5.155029698763076e-15,2.416469464042834e-21,0.0001632233538453546,9.877636588021791e-17,2.51395811820488e-23,5.138159939090916e-21,0.00134680782881061,2.6197444532101184e-21,8.304833979473427e-10,3.4702283541861115e-32,8.132950088434433e-32,1.0066911150589616e-12,1.1778510352741555e-18,7.609150737388668e-36,2.941245283708055e-16,4.365080618952623e-14,4.292278528495258e-14,8.915912222349072e-12,3.5479508681866023e-15,3.861112035913897e-28,3.756696699311141e-17,1.3491674443194086e-23,6.056134627178036e-19,1.8125353152298146e-15,3.0080947620626387e-14,3.2521453660569603e-18,4.172659943544377e-18,5.048811275620951e-16,6.552306911056934e-16,1.2033464719514565e-14,1.0624343661393163e-28,4.842162344621439e-16,5.057541848171546e-25,7.458873849855596e-20
1.3104147792711486e-09,0.0028149649241145727,0.1557,0.0,0.006770809738313127,0.6423184322820144,0.20054950255440376,1.7401051722723136e-17,3.175641351859767e-20,6.278931832476428e-12,2.0904726992310601e-26,5.219134126632039e-15,2.46457651744682e-21,0.0001631345850371374,9.935604556082322e-17,2.5398377173767772e-23,5.1940913761782065e-21,0.0013504965930993913,2.6572489539564573e-21,8.361645940791677e-10,3.518579830141739e-32,8.235738259678236e-32,1.017913868201752e-12,1.1937378297290914e-18,7.747157289408786e-36,2.977772921943137e-16,4.407416662501228e-14,4.3093390225273265e-14,8.935583927017978e-12,3.553950278718884e-15,3.9425748819567446e-28,3.810210103061335e-17,1.3593378990004738e-23,6.160861308108875e-19,1.8147755446286476e-15,3.038546473057717e-14,3.308373376860781e-18,4.244508415422497e-18,5.137844224631606e-16,6.69829384353501e-16,1.212345697168958e-14,1.0822024453183485e-28,4.902584079628495e-16,5.169114149437197e-25,7.509828025031547e-20
1.3160411805720372e-09,0.0028149649241145727,0.1557,0.0,0.0067672227741156004,0.6423184765041579,0.2005458271401022,1.7654877888491228e-17,3.2230285300745855e-20,6.319834425874448e-12,2.1363460397527382e-26,5.283617611020785e-15,2.5135285333117495e-21,0.00016304613495391588,9.9926850581317e-17,2.565888856471609e-23,5.250333132621532e-21,0.0013541720016371688,2.6950692114675277e-21,8.418554232714017e-10,3.5673245381938146e-32,8.339744508434462e-32,1.029206743250374e-12,1.2062772118325176e-18,7.886965071583932e-36,3.0145154469943903e-16,4.4499350765497966e-14,4.3263904810999846e-14,8.955158609896344e-12,3.559909688258716e-15,4.0253345060862954e-28,3.864211186780571e-17,1.3695036665106587e-23,6.266890391761195e-19,1.8169953991648103e-15,3.069146155233559e-14,3.3652220989886827e-18,4.3171447886134926e-18,5.227888338621745e-16,6.846706090309589e-16,1.2213405109833405e-14,1.102237803975267e-28,4.963370637405251e-16,5.282647997176333e-25,7.560867699698159e-20
1.3216675818729257e-09,0.0028149649241145727,0.1557,0.0,0.006763648799579398,0.6423185205675052,0.20054216503304403,1.7911145563949094e-17,3.2708973135464394e-20,6.3607874521599e-12,2.183002625139437e-26,5.348696553347317e-15,2.563097661542685e-21,0.0001629580024529146,1.0050606357889135e-16,2.5920668034978653e-23,5.3068847506269494e-21,0.0013578341029222758,2.7332056473532695e-21,8.475558190368066e-10,3.6164246532523213e-32,8.444135999732263e-32,1.0405695657159044e-12,1.2081292392344745e-18,8.02858770411812e-36,3.0515966263670755e-16,4.4926353287017174e-14,4.3434329369983465e-14,8.974636809504433e-12,3.565829390241525e-15,4.109404502685017e-28,3.918701679148792e-17,1.3796614201560613e-23,6.374231444042573e-19,1.8191950615294315e-15,3.099893490292282e-14,3.422693282485097e-18,4.390571203053234e-18,5.318946908878016e-16,6.997568561992398e-16,1.230330412444966e-14,1.1225478547013494e-28,5.024695383706367e-16,5.398180990303203e-25,7.611992304370028e-20
1.3272939831738143e-09,0.0028149649241145727,0.1557,0.0,0.0067600877675227135,0.6423185644726259,0.2005385161849088,1.816986514413224e-17,3.3192514138343935e-20,6.401790460995987e-12,2.23045358079e-26,5.414365223883969e-15,2.6132994423943214e-21,0.0001628701863955355,1.0109284921157086e-16,2.6185809892037043e-23,5.363758556563378e-21,0.0013614829452751962,2.7716612990421102e-21,8.532657183723157e-10,3.6659380993333924e-32,8.549850667621218e-32,1.052002382861779e-12,1.2221413207163913e-18,8.172038503303941e-36,3.08901316607825e-16,4.5355169171254017e-14,4.3604664228883534e-14,8.994019061037823e-12,3.571709676013462e-15,4.194798532561992e-28,3.973683311082056e-17,1.3898189950018754e-23,6.482895400141573e-19,1.8213747127445033e-15,3.130788156998203e-14,3.480788691947909e-18,4.464789817862429e-18,5.411023148975311e-16,7.150906213712554e-16,1.2393149034247534e-14,1.1431281852439947e-28,5.086553604053347e-16,5.51573603207651e-25,7.663201152142244e-20
1.3329203844747028e-09,0.0028149649241145727,0.1557,0.0,0.006756539630936056,0.6423186082200871,0.2005348805475527,1.8431046994988558e-17,3.368093641837471e-20,6.442843006083905e-12,2.2787101246421184e-26,5.480433501589121e-15,2.664353254528288e-21,0.000162782685647332,1.0167176623471562e-16,2.645158791365846e-23,5.4209571795963375e-21,0.0013651185768393157,2.8104377181428325e-21,8.589850613060314e-10,3.715851547547583e-32,8.656408488199211e-32,1.0635054882581349e-12,1.233887675714104e-18,8.317331638336481e-36,3.1266562981493053e-16,4.5785793219389097e-14,4.3774909713172155e-14,9.013305896408818e-12,3.577550834526529e-15,4.2815303144024085e-28,4.02915779832911e-17,1.3999706176613963e-23,6.592892645823289e-19,1.82353453219638e-15,3.161829831203148e-14,3.53951006053251e-18,4.539802758802959e-18,5.504120195996979e-16,7.30674404324325e-16,1.2482934886459263e-14,1.1639824200058621e-28,5.148792760288187e-16,5.635327798840287e-25,7.714493739193796e-20
1.3385467857755914e-09,0.0028149649241145727,0.1557,0.0,0.00675300434298176,0.6423186518104542,0.20053125807300753,1.8694701453382133e-17,3.4174266976580026e-20,6.483944645126031e-12,2.3277803409231524e-26,5.547037727105415e-15,2.7161141047286315e-21,0.00016269549907784155,1.0225365821922017e-16,2.6717599912603536e-23,5.4784813706370426e-21,0.0013687410455831682,2.8495354997075425e-21,8.647137838345814e-10,3.766112153321334e-32,8.763186600475476e-32,1.0750787929767546e-12,1.2394434733125246e-18,8.46448153691777e-36,3.164603994280867e-16,4.621822011528919e-14,4.3945066147138554e-14,9.032497844272917e-12,3.5833531523525335e-15,4.369613624288156e-28,4.0851268477360125e-17,1.4101141300909418e-23,6.704233004528223e-19,1.825674697629789e-15,3.193018185872426e-14,3.598859006920436e-18,4.6156120007525115e-18,5.598241111916702e-16,7.465107089160466e-16,1.2572656757323315e-14,1.1851203240428277e-28,5.211522025291287e-16,5.756990196191843e-25,7.765869596872222e-20
1.34417318707648e-09,0.0028149649241145727,0.1557,0.0,0.006749481856993206,0.6423186952442903,0.2005276487134803,1.8960838825074565e-17,3.467252757859506e-20,6.5250949397895665e-12,2.3776748233865438e-26,5.6140784286654384e-15,2.7687028662312677e-21,0.0001626086255607192,1.0283066044786883e-16,2.6987212067685066e-23,5.536326901781785e-21,0.0013723503992995117,2.888953586113397e-21,8.704518256289378e-10,3.816792524079e-32,8.87136675769004e-32,1.0867224580973205e-12,1.2524155857910423e-18,8.613502112958517e-36,3.2027993386623773e-16,4.6652444343185295e-14,4.411513385389331e-14,9.051595430022913e-12,3.589116914097013e-15,4.459062298158279e-28,4.1415921375590413e-17,1.4202541292908368e-23,6.816924843701903e-19,1.827795385152297e-15,3.22435289111123e-14,3.6588371473653036e-18,4.692219510619235e-18,5.693388880950313e-16,7.626020428616628e-16,1.2662309752327079e-14,1.2065344555643604e-28,5.274661526443612e-16,5.880748780071026e-25,7.817328074336927e-20
1.3497995883773685e-09,0.0028149649241145727,0.1557,0.0,0.006745972126474264,0.6423187385221566,0.2005240524213526,1.9229469383867807e-17,3.5175727430175526e-20,6.566293455669553e-12,2.428401945601393e-26,5.68153909827679e-15,2.822148699754281e-21,0.00016252206397364484,1.0340156214545265e-16,2.725473357646097e-23,5.5944779997254575e-21,0.001375946685606848,2.9286908954715745e-21,8.761991256964685e-10,3.867885742428893e-32,8.979952155620614e-32,1.098436573697098e-12,1.2623715458279144e-18,8.764407789017929e-36,3.241232871762081e-16,4.708846038121299e-14,4.428511315537268e-14,9.070599175841317e-12,3.5948424019707436e-15,4.549890223927747e-28,4.1985553570822625e-17,1.4303863574170067e-23,6.930977669810858e-19,1.829896769256769e-15,3.2558336141892044e-14,3.719446090746867e-18,4.769627256155538e-18,5.789566409796848e-16,7.789509175378744e-16,1.2751889006571434e-14,1.2282265557151094e-28,5.338197896230167e-16,6.006629755111767e-25,7.868868585361385e-20
1.355425989678257e-09,0.0028149649241145727,0.1557,0.0,0.006742475105098679,0.6423187816446125,0.20052046914917987,1.950060337186266e-17,3.5683896250154544e-20,6.607539762253517e-12,2.4799675477280288e-26,5.749588520865549e-15,2.8762702728522783e-21,0.00016243581319829058,1.039797914104161e-16,2.752409151184281e-23,5.6529397695464365e-21,0.0013795299519502376,2.9687481620308918e-21,8.819556209390294e-10,3.919305400006191e-32,9.088941732763761e-32,1.1102210067912597e-12,1.2705275091133294e-18,8.917212195970671e-36,3.2800011236239903e-16,4.7526262920155056e-14,4.4455004372342907e-14,9.089509600717546e-12,3.600529895801749e-15,4.642111352586231e-28,4.256018189095631e-17,1.440510349354824e-23,7.0464011892741505e-19,1.8319790228845078e-15,3.287460019567494e-14,3.780687303652365e-18,4.847837020400534e-18,5.886776529333777e-16,7.955598478012693e-16,1.2841389685217336e-14,1.2502120536335605e-28,5.402266307004437e-16,6.13467003923636e-25,7.920490706519795e-20
1.3610523909791455e-09,0.0028149649241145727,0.1557,0.0,0.006738990746709356,0.642318824612215,0.20051689884969068,1.977425100079154e-17,3.619705999602801e-20,6.648833432885801e-12,2.5323873374331258e-26,5.818125085734055e-15,2.9311922850985802e-21,0.00016234987212040814,1.0455699340610245e-16,2.7799255316858754e-23,5.711713818299327e-21,0.0013831002456008586,3.009127014342687e-21,8.877212524089103e-10,3.9711446339039927e-32,9.200004218927408e-32,1.1220759273450793e-12,1.2820340713557208e-18,9.071928902408905e-36,3.3190459549359864e-16,4.796584675452104e-14,4.46248078244045e-14,9.108327220436874e-12,3.606179673604341e-15,4.735739701114638e-28,4.313982309008909e-17,1.4506277291457602e-23,7.163205572005218e-19,1.8340423173661525e-15,3.319231768923868e-14,3.842562234392214e-18,4.9268505514882524e-18,5.985021992306211e-16,8.124313517694512e-16,1.293080698369208e-14,1.2724811487626718e-28,5.466785159790206e-16,6.264891026831596e-25,7.972193846168518e-20
1.366678792280034e-09,0.0028149649241145727,0.1557,0.0,0.006735519005317798,0.6423188674255189,0.20051334147578634,2.0050422452764434e-17,3.671524415704538e-20,6.6901740447322564e-12,2.58567026765671e-26,5.887143546131424e-15,2.9869294213158873e-21,0.0001622642396297346,1.0513259356750727e-16,2.8070727261350286e-23,5.770800617653824e-21,0.0013866576136574958,3.0498286162856216e-21,8.934959602879039e-10,4.023423776898316e-32,9.310914857442632e-32,1.1340014054725106e-12,1.2916377703479067e-18,9.228572339263871e-36,3.358364347648929e-16,4.8407206621717496e-14,4.4794523829996484e-14,9.127052547638094e-12,3.611792011058301e-15,4.830789338986782e-28,4.372449394155308e-17,1.4607362687299802e-23,7.281401456899838e-19,1.8360868224372883e-15,3.351148521177558e-14,3.905072373624398e-18,5.006669665725894e-18,6.084305472137762e-16,8.295679506089259e-16,1.3020136128039009e-14,1.2950305276122644e-28,5.53175010383488e-16,6.397317763356241e-25,8.023977355139909e-20
1.3723051935809226e-09,0.0028149649241145727,0.1557,0.0,0.00673205983510349,0.642318910085078,0.20050979698054,2.0329127879928858e-17,3.723848326137691e-20,6.731561178746009e-12,2.639821285675882e-26,5.9566959890510704e-15,3.0434307737163592e-21,0.00016217891461998223,1.0571065653296088e-16,2.8344683578270343e-23,5.830209186173545e-21,0.0013902021030471033,3.0908537688950636e-21,8.992796844024858e-10,4.076010994361418e-32,9.42235650890324e-32,1.1459974381007255e-12,1.301426386367818e-18,9.38715644241322e-36,3.3979860791220716e-16,4.885033721445675e-14,4.4964152706400715e-14,9.145686091833158e-12,3.61736718141493e-15,4.927274394592539e-28,4.431421100768583e-17,1.470835588330841e-23,7.400998467917136e-19,1.8381127063865e-15,3.3832099325150265e-14,3.968219052178586e-18,5.087295978913454e-18,6.184629566411404e-16,8.469721683711402e-16,1.3109372375284921e-14,1.3178838992559268e-28,5.597202748594701e-16,6.531982200426764e-25,8.075840834550949e-20
1.3779315948818112e-09,0.0028149649241145727,0.1557,0.0,0.006728613190413241,0.6423189525914431,0.20050626531719626,2.0610377403634493e-17,3.7766790875061e-20,6.77299441963261e-12,2.694858948361794e-26,6.02672482175543e-15,3.100772221716743e-21,0.0001620938959888555,1.0628652203017739e-16,2.862464967899716e-23,5.889927984878322e-21,0.0013937337605251132,3.1322027021776876e-21,9.050723665195689e-10,4.129011182819106e-32,9.536268355440724e-32,1.1580641479114602e-12,1.3118451020525162e-18,9.547695421298879e-36,3.437878188648048e-16,4.929523315636238e-14,4.5133694769746064e-14,9.164228359389316e-12,3.622905456250568e-15,5.025209058290038e-28,4.490899078258934e-17,1.4809256466733134e-23,7.522006288564822e-19,1.8401201359090695e-15,3.4154156564144746e-14,4.032003539328866e-18,5.1687310063547364e-18,6.285996795400788e-16,8.646465317842303e-16,1.3198511013672629e-14,1.341030425518585e-28,5.663096773496736e-16,6.668909959041885e-25,8.127783782892756e-20
1.3835579961826997e-09,0.0028149649241145727,0.1557,0.0,0.006725179025760606,0.6423189949451635,0.2005027464391702,2.0894181114186774e-17,3.830019438535576e-20,6.814473355815617e-12,2.750789853340365e-26,6.097266132531789e-15,3.158921742777146e-21,0.0001620091826380021,1.0686302182426146e-16,2.890021705282957e-23,5.949959244926539e-21,0.0013972526326764558,3.173875798458976e-21,9.108739475534196e-10,4.182489114898491e-32,9.649412673411031e-32,1.1702015519066375e-12,1.3218378375909405e-18,9.710203504519808e-36,3.478061302102833e-16,4.9741889088123953e-14,4.5303150335012623e-14,9.182679853588663e-12,3.628407104901437e-15,5.124607571939289e-28,4.550884975025137e-17,1.49100604703885e-23,7.644434962511847e-19,1.8421092760970097e-15,3.4477653436717305e-14,4.096427202577707e-18,5.2509764025229716e-18,6.388409598226386e-16,8.825935700155167e-16,1.3287547363004318e-14,1.3644562662511848e-28,5.729460955538898e-16,6.808130907678052e-25,8.179805503188422e-20
1.3891843974835883e-09,0.0028149649241145727,0.1557,0.0,0.0067217572958252455,0.6423190371467865,0.20049924030004723,2.1180549071054626e-17,3.883872664280975e-20,6.855997579403062e-12,2.807618089102704e-26,6.16832265831992e-15,3.217885622222398e-21,0.0001619247734730209,1.0744025523865186e-16,2.9178454263398195e-23,6.01031087655718e-21,0.001400758765915936,3.215873934926938e-21,9.166843693020381e-10,4.23625109027069e-32,9.76341610531727e-32,1.1824097027333065e-12,1.3320175819488114e-18,9.874694448464786e-36,3.5185369679466276e-16,5.01902997084769e-14,4.5472519716035976e-14,9.20104107465526e-12,3.633872394167501e-15,5.225484235653715e-28,4.611380427388976e-17,1.5010755664046705e-23,7.768294351073669e-19,1.8440802907153885e-15,3.48025864242461e-14,4.1614912546454746e-18,5.334033642474593e-18,6.491870337582487e-16,9.008158145191367e-16,1.3376476774948719e-14,1.3881969011831281e-28,5.796297331950954e-16,6.94967436313184e-25,8.231905559491421e-20
