Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(48),CH2O2X(49),CH3OX(44),CH3X(50),CH4(39),CH4X(236),CH3O2X(47),CH4O2(169),H(23),HCO(31),OCHCO(260),SX(257),CH2OX(167),CHOX(166),SX(186),C2H6O(234),SX(408)
0.31963936847481345,0.0005555851823910342,0.0915567593028733,0.0,0.0004223396518915535,0.4502783065094328,2.3391714141433017e-20,0.45688257983137276,2.8626303227835656e-05,9.598140557637551e-12,3.108551066458097e-06,1.1130520733814963e-06,4.81374115159792e-14,1.908303822709554e-05,1.4346168368159898e-10,4.5704041973912035e-17,2.016974638951884e-09,1.0490730754307884e-07,3.1439984622256276e-10,4.5367117211156085e-11,9.689560408691777e-23,3.853140328973901e-14,3.785086235897771e-12,8.516957417902377e-17,4.561720605078499e-24,7.006131115311576e-10,0.001193406102558805,2.264233632844008e-12,7.236127835868876e-11,4.1403343665417406e-19,1.3554643843899518e-05,1.501923865475653e-07,3.316768979537341e-18,1.4274367775077328e-11,1.210584868103828e-21,3.7272826767303474e-24,1.4637689746209436e-49,1.7631329647268136e-13,7.64710868658562e-21,3.4847575545789417e-20,9.92629688340669e-21,4.301318108227459e-16,5.521288879884632e-23
0.3217039495399969,0.0005555851823910342,0.0915567593028733,0.0,0.0004223396404865398,0.4502779017936753,2.3551336661657306e-20,0.4568824783780805,2.88292029903795e-05,9.598141078536221e-12,3.1085479468018827e-06,1.1130515481492694e-06,4.8137398121796816e-14,1.908302913573219e-05,1.434607180927001e-10,4.570964262608642e-17,2.031270606511209e-09,1.0490659967959975e-07,3.1439976791531174e-10,4.536710619301408e-11,9.689553657322862e-23,3.853138089517568e-14,3.785087228564368e-12,8.516956595400403e-17,4.56171571894621e-24,7.006127620007711e-10,0.0011934049976833844,2.2642312993775675e-12,7.236127477775663e-11,4.170876130390562e-19,1.3654989704294022e-05,1.51304171650383e-07,3.316765523286668e-18,1.4274346883432792e-11,1.2105843240594876e-21,3.7272818721099406e-24,1.4737572571987866e-49,1.7631303350436786e-13,7.647103393179906e-21,3.4847567084538215e-20,9.929558066381091e-21,4.333078131852062e-16,5.562059259214362e-23
0.3237685306051804,0.0005555851823910342,0.0915567593028733,0.0,0.0004223396290814998,0.4502774970782975,2.37109590396792e-20,0.45688237692489564,2.9032102586456653e-05,9.5981412944444e-12,3.108544827056204e-06,1.1130509750281487e-06,4.8137382322345575e-14,1.9083020044372287e-05,1.4345974835382402e-10,4.5715242378884386e-17,2.0455665615689908e-09,1.0490589161028965e-07,3.143996896081174e-10,4.536709471286984e-11,9.689546905961251e-23,3.853135849952808e-14,3.785088074941677e-12,8.516955439011316e-17,4.5617108326823665e-24,7.006123823267658e-10,0.001193403892808952,2.2642289658459574e-12,7.236126808348049e-11,4.201417901593856e-19,1.3755335506219687e-05,1.52415956044812e-07,3.3167620669383137e-18,1.427432599138026e-11,1.210583780015409e-21,3.727281029532141e-24,1.483745511454668e-49,1.7631277053102282e-13,7.64709802208674e-21,3.484755826925325e-20,9.932818814492419e-21,4.3648379740591153e-16,5.602829440112407e-23
0.3258331116703639,0.0005555851823910342,0.0915567593028733,0.0,0.00042233961767644486,0.45027709236330343,2.3870581275270488e-20,0.4568822754718181,2.92350020121707e-05,9.59814123002004e-12,3.1085417072324044e-06,1.1130503578893378e-06,4.813736431210963e-14,1.908301095301638e-05,1.4345877480140907e-10,4.5720841304941613e-17,2.0598625038509082e-09,1.0490518335254376e-07,3.143996113009874e-10,4.5367082808114665e-11,9.689540154607156e-23,3.8531336102931007e-14,3.78508878685584e-12,8.516953975726342e-17,4.561705946303698e-24,7.006119749458961e-10,0.0011934027879355175,2.264226632257521e-12,7.236125852752903e-11,4.2319596790329724e-19,1.3855681245825273e-05,1.5352773968824252e-07,3.316758610504846e-18,1.4274305098973126e-11,1.2105832359715635e-21,3.727280152068933e-24,1.4937337383003038e-49,1.763125075533084e-13,7.647092579594311e-21,3.484754912858829e-20,9.936079159281276e-21,4.3965976449871747e-16,5.643599435594052e-23
0.32789769273554736,0.0005555851823910342,0.0915567593028733,0.0,0.0004223396062713592,0.45027668764869666,2.4030203368221585e-20,0.456882174018848,2.943790126394037e-05,9.59814090792736e-12,3.1085385873404504e-06,1.1130497002912146e-06,4.8137344269851363e-14,1.9083001861663998e-05,1.434577977447358e-10,4.572643947101748e-17,2.0741584331048055e-09,1.0490447492235156e-07,3.1439953299390903e-10,4.5367070513109307e-11,9.689533403260208e-23,3.853131370550061e-14,3.785089375176728e-12,8.516952230354555e-17,4.561701059824786e-24,7.006115420979307e-10,0.0011934016830631178,2.264224298619351e-12,7.236124634123143e-11,4.262501461677476e-19,1.3956026919570892e-05,1.546395225415002e-07,3.3167551539967524e-18,1.4274284206258147e-11,1.2105826919280185e-21,3.727279242543535e-24,1.5037219385840987e-49,1.7631224457179873e-13,7.64708707148074e-21,3.4847539688873096e-20,9.939339129738206e-21,4.4283571540581504e-16,5.684369257752214e-23
0.32996227380073084,0.0005555851823910342,0.0915567593028733,0.0,0.0004223395948662536,0.4502762829344803,2.418982531834003e-20,0.4568820725659852,2.9640800338473982e-05,9.598140348999246e-12,3.1085354673891007e-06,1.1130490055046e-06,4.8137322359881917e-14,1.9082992770315593e-05,1.4345681746809746e-10,4.573203693847774e-17,2.088454349098284e-09,1.0490376633441047e-07,3.1439945468689267e-10,4.536705785943742e-11,9.68952665192061e-23,3.8531291307341605e-14,3.785089849896433e-12,8.516950225700805e-17,4.561696173258659e-24,7.006110858417136e-10,0.0011934005781917608,2.2642219649379405e-12,7.236123173722788e-11,4.2930432485804685e-19,1.4056372524202865e-05,1.557513045685334e-07,3.316751697423592e-18,1.427426331327666e-11,1.2105821478847591e-21,3.727278303550602e-24,1.5137101130869325e-49,1.7631198158700712e-13,7.647081503057078e-21,3.4847529974310663e-20,9.942598752512138e-21,4.460116510028052e-16,5.725138917825102e-23
0.3320268548659143,0.0005555851823910342,0.0915567593028733,0.0,0.00042233958346114543,0.45027587822065773,2.4349447125449055e-20,0.45688197111322976,2.984369923274613e-05,9.598139572385181e-12,3.1085323473860506e-06,1.1130482765359795e-06,4.813729873322877e-14,1.908298367897191e-05,1.4345583423280683e-10,4.573763376372595e-17,2.1027502516187044e-09,1.0490305760223012e-07,3.1439937637995065e-10,4.5367044876127e-11,9.689519900588706e-23,3.8531268908546276e-14,3.7850902201995285e-12,8.516947982727314e-17,4.5616912866167124e-24,7.00610608069721e-10,0.0011933994733214464,2.2642196312190343e-12,7.236121491097246e-11,4.32358503887486e-19,1.4156718056730483e-05,1.5686308573628374e-07,3.316748240794131e-18,1.4274242420065033e-11,1.2105816038417341e-21,3.727277337474944e-24,1.523698262535108e-49,1.7631171859938685e-13,7.647075879205178e-21,3.4847520007146257e-20,9.945858052099726e-21,4.491875721031653e-16,5.765908426257574e-23
0.3340914359310978,0.0005555851823910342,0.0915567593028733,0.0,0.00042233957205601213,0.45027547350723146,2.4509068789386347e-20,0.4568818696605818,3.004659794397606e-05,9.598138595685685e-12,3.108529227338059e-06,1.1130475161488626e-06,4.813727352870975e-14,1.9082974587632216e-05,1.4345484827908685e-10,4.574322999859941e-17,2.1170461404701984e-09,1.0490234873822843e-07,3.143992980730644e-10,4.5367031589850894e-11,9.68951314926398e-23,3.8531246509192104e-14,3.785090494527414e-12,8.516945520700779e-17,4.561686399908747e-24,7.006101105213722e-10,0.0011933983684522126,2.2642172974673207e-12,7.236119604211833e-11,4.354126831759507e-19,1.4257063514404882e-05,1.5797486601432272e-07,3.316744784115305e-18,1.4274221526654989e-11,1.2105810597990264e-21,3.727276346508254e-24,1.5336863876070084e-49,1.7631145560932468e-13,7.647070204410347e-21,3.484750980781806e-20,9.94911705101594e-21,4.523634794625284e-16,5.80667779274699e-23
0.3361560169962813,0.0005555851823910342,0.0915567593028733,0.0,0.00042233956065086155,0.4502750687942043,2.4668690310002814e-20,0.45688176820804116,3.0249496469607946e-05,9.598137435079061e-12,3.108526107251066e-06,1.1130467268834065e-06,4.81372468739198e-14,1.9082965496296832e-05,1.434538598277507e-10,4.574882569074931e-17,2.1313420154718286e-09,1.0490163975381961e-07,3.143992197662428e-10,4.536701802512792e-11,9.689506397946562e-23,3.8531224109350367e-14,3.7850906806400215e-12,8.516942857331461e-17,4.561681513143652e-24,7.006095947955907e-10,0.0011933972635840666,2.2642149636872232e-12,7.23611752958057e-11,4.384668626497787e-19,1.4357408894699505e-05,1.5908664537461624e-07,3.3167413273935273e-18,1.4274200633074642e-11,1.2105805157566296e-21,3.7272753326647355e-24,1.5436744889237218e-49,1.7631119261716993e-13,7.647064482795414e-21,3.4847499395115015e-20,9.952375769957086e-21,4.555393737829258e-16,5.847447026302155e-23
0.33822059806146476,0.0005555851823910342,0.0915567593028733,0.0,0.00042233954924572066,0.45027466408157835,2.4828311687161524e-20,0.4568816667556079,3.0452394807292652e-05,9.598136105436672e-12,3.1085229871302894e-06,1.113045911074462e-06,4.8137218886137684e-14,1.9082956404966828e-05,1.434528690817491e-10,4.575442088397507e-17,2.145637876459213e-09,1.0490093065949554e-07,3.143991414595055e-10,4.5367004204494773e-11,9.689499646637001e-23,3.8531201709085004e-14,3.785090785670331e-12,8.516940008898999e-17,4.5616766263292256e-24,7.00609062362118e-10,0.0011933961587169946,2.264212629882773e-12,7.236115282382655e-11,4.415210422419223e-19,1.445775419529192e-05,1.601984237915525e-07,3.3167378706350743e-18,1.4274179739348832e-11,1.2105799717144616e-21,3.727274297795785e-24,1.5536625670626706e-49,1.763109296232357e-13,7.647058718150745e-21,3.484748878630863e-20,9.955634227948835e-21,4.587152557163864e-16,5.888216135298458e-23
0.34028517912664824,0.0005555851823910342,0.0915567593028733,0.0,0.00042233953784055913,0.45027425936935583,2.498793292073672e-20,0.45688156530328183,3.065529295487108e-05,9.598134620426288e-12,3.108519866980314e-06,1.1130450708681607e-06,4.813718967316024e-14,1.908294731364119e-05,1.4345187622765758e-10,4.5760015618525905e-17,2.1599337232801752e-09,1.0490022146490012e-07,3.1439906315282684e-10,4.536699014865627e-11,9.68949289533462e-23,3.8531179308446933e-14,3.785090816173509e-12,8.516936990365349e-17,4.5616717394719994e-24,7.006085145717449e-10,0.0011933950538510392,2.264210296056994e-12,7.23611287656966e-11,4.445752218900552e-19,1.455809941404757e-05,1.6131020124149388e-07,3.3167344138444576e-18,1.427415884549906e-11,1.2105794276726221e-21,3.727273243602901e-24,1.563650622567178e-49,1.7631066662778069e-13,7.647052913958091e-21,3.4847477997263467e-20,9.958892442476455e-21,4.618911258682818e-16,5.928985127503527e-23
0.3423497601918317,0.0005555851823910342,0.0915567593028733,0.0,0.0004223395264353795,0.45027385465753883,2.5147554010612903e-20,0.4568814638510632,3.085819091035876e-05,9.59813299261115e-12,3.1085167468051674e-06,1.1130442082371625e-06,4.813715933406897e-14,1.908293822232e-05,1.4345088143698012e-10,4.576560993140258e-17,2.174229555793237e-09,1.0489951217889759e-07,3.143989848462125e-10,4.5366975876646704e-11,9.689486144039437e-23,3.8531156907484476e-14,3.785090778175767e-12,8.516933815483787e-17,4.561666852578041e-24,7.006079526661695e-10,0.0011933939489862098,2.26420796221288e-12,7.236110324966294e-11,4.476294015366914e-19,1.465844454900461e-05,1.6242197770259283e-07,3.3167309570258463e-18,1.4274137951544405e-11,1.2105788836311235e-21,3.727272171649683e-24,1.5736386559306323e-49,1.763104036310413e-13,7.647047073417768e-21,3.484746704256523e-20,9.962150429612572e-21,4.65066984800897e-16,5.969754010129305e-23
0.3444143412570152,0.0005555851823910342,0.0915567593028733,0.0,0.00042233951503022104,0.4502734499461291,2.5307174956683973e-20,0.45688136239895194,3.106108867193169e-05,9.598131233540216e-12,3.1085136266083882e-06,1.1130433249946733e-06,4.8137127959933897e-14,1.9082929131004774e-05,1.4344988486732973e-10,4.577120385661826e-17,2.188525373872028e-09,1.0489880280963601e-07,3.1439890653969244e-10,4.5366961405964603e-11,9.68947939275227e-23,3.853113450624298e-14,3.785090677216821e-12,8.516930496897328e-17,4.561661965652758e-24,7.006073777868211e-10,0.001193392844122476,2.264205628353362e-12,7.236107639360716e-11,4.506835811302348e-19,1.4758789598359542e-05,1.6353375315506353e-07,3.3167275001839416e-18,1.42741170575019e-11,1.2105783395898413e-21,3.7272710833734665e-24,1.5836266676105161e-49,1.76310140633237e-13,7.647041199473017e-21,3.4847455935625405e-20,9.965408204133873e-21,4.682428330363628e-16,6.010522789888372e-23
0.3464789223221987,0.0005555851823910342,0.0915567593028733,0.0,0.0004223395036250469,0.4502730452351284,2.546679575885249e-20,0.45688126094694803,3.126398623791348e-05,9.598129353826992e-12,3.1085105063930853e-06,1.1130424228073265e-06,4.8137095634461537e-14,1.9082920039694262e-05,1.4344888666360895e-10,4.5776797425423184e-17,2.202821177398447e-09,1.0489809336460471e-07,3.14398828233234e-10,4.536694675268167e-11,9.689472641472294e-23,3.8531112104755064e-14,3.7850905183868205e-12,8.51692704622459e-17,4.561657078700423e-24,7.006067909826503e-10,0.001193391739259885,2.264203294480306e-12,7.23610483058706e-11,4.537377606221961e-19,1.485913456045486e-05,1.6464552758055337e-07,3.316724043321618e-18,1.4274096163386122e-11,1.2105777955488912e-21,3.727269980095237e-24,1.5936146580433458e-49,1.763098776345394e-13,7.647035294826586e-21,3.484744468875791e-20,9.96866577961916e-21,4.714186710591805e-16,6.051291472996433e-23
0.34854350338738216,0.0005555851823910342,0.0915567593028733,0.0,0.0004223394922198495,0.4502726405245382,2.5626416417028968e-20,0.45688115949505137,3.146688360676331e-05,9.59812736322702e-12,3.108507386161989e-06,1.1130415032070323e-06,4.8137062434590543e-14,1.9082910948388155e-05,1.4344788695902337e-10,4.5782390666546835e-17,2.2171169662607336e-09,1.0489738385068774e-07,3.1439874992683607e-10,4.5366931931573985e-11,9.689465890199325e-23,3.8531089703052946e-14,3.785090306365382e-12,8.516923474145482e-17,4.56165219172517e-24,7.006061932178981e-10,0.0011933906343984551,2.264200960595685e-12,7.236101908604679e-11,4.567919399673764e-19,1.495947943376734e-05,1.6575730096194686e-07,3.3167205864413757e-18,1.427407526920997e-11,1.2105772515083202e-21,3.727268863028788e-24,1.6036026276207602e-49,1.7630961463510635e-13,7.647029361962444e-21,3.484743331328472e-20,9.971923168549593e-21,4.745944993192606e-16,6.092060065217018e-23
0.35060808445256564,0.0005555851823910342,0.0915567593028733,0.0,0.00042233948081468547,0.45027223581436,2.5786036931131176e-20,0.4568810580432621,3.166978077706499e-05,9.598125270709208e-12,3.108504265917499e-06,1.1130405676018604e-06,4.8137028431038246e-14,1.908290185708857e-05,1.4344688587596823e-10,4.578798360640475e-17,2.2314127403627978e-09,1.0489667427421269e-07,3.14398671620543e-10,4.536691695623015e-11,9.689459138934554e-23,3.853106730117028e-14,3.785090045455013e-12,8.516919790478903e-17,4.561647304730851e-24,7.006055853790329e-10,0.001193389529538134,2.2641986267017706e-12,7.2360988825682e-11,4.598461191264304e-19,1.5059824216896398e-05,1.668690732840421e-07,3.3167171295469755e-18,1.4274054374985174e-11,1.2105767074679473e-21,3.727267733290011e-24,1.6135905767029767e-49,1.763093516350958e-13,7.647023403166428e-21,3.484742181962209e-20,9.97518038240215e-21,4.777703182343636e-16,6.132828571929836e-23
0.3526726655177491,0.0005555851823910342,0.0915567593028733,0.0,0.00042233946940951217,0.45027183110459496,2.594565730108364e-20,0.45688095659158023,3.187267774751689e-05,9.598123084515189e-12,3.108501145661723e-06,1.1130396172860513e-06,4.813699368880367e-14,1.908289276579407e-05,1.4344588352697466e-10,4.579357626925913e-17,2.2457084996134796e-09,1.0489596464099565e-07,3.1439859331431553e-10,4.536690183912507e-11,9.68945238767703e-23,3.853104489912701e-14,3.785089739608055e-12,8.516916004246976e-17,4.5616424177201664e-24,7.006049682805831e-10,0.0011933884246789744,2.264196292799623e-12,7.236095760890582e-11,4.629002980617289e-19,1.5160168908554956e-05,1.679808445326287e-07,3.316713672640232e-18,1.4274033480721638e-11,1.2105761634279011e-21,3.7272665919045496e-24,1.6235785056425725e-49,1.763090886346202e-13,7.64701742053665e-21,3.4847410217327506e-20,9.978437431721827e-21,4.809461281918785e-16,6.173596998105206e-23
0.3547372465829326,0.0005555851823910342,0.0915567593028733,0.0,0.00042233945800430547,0.45027142639524437,2.610527752681698e-20,0.4568808551400056,3.207557451692268e-05,9.598120812219807e-12,3.108498025396513e-06,1.1130386534492132e-06,4.8136958267630266e-14,1.908288367450371e-05,1.4344488001550563e-10,4.579916867741488e-17,2.260004243922537e-09,1.0489525495638262e-07,3.143985150081407e-10,4.536688659172797e-11,9.689445636426218e-23,3.8531022496943565e-14,3.785089392458148e-12,8.516912123742462e-17,4.5616375306958995e-24,7.00604342671284e-10,0.0011933873198210075,2.264193958890435e-12,7.236092551305752e-11,4.659544767371558e-19,1.526051350756052e-05,1.690926146941439e-07,3.3167102157222964e-18,1.427401258642802e-11,1.2105756193882813e-21,3.72726543981461e-24,1.6335664147506261e-49,1.7630882563378119e-13,7.647011416000628e-21,3.4847398515187905e-20,9.981694326199884e-21,4.841219295514513e-16,6.214365348337397e-23
0.3568018276481161,0.0005555851823910342,0.0915567593028733,0.0,0.00042233944659914464,0.4502710216863093,2.626489760826752e-20,0.45688075368853837,3.22784710841828e-05,9.598118460788499e-12,3.108494905123493e-06,1.1130376771847798e-06,4.81369222224304e-14,1.9082874583220408e-05,1.434438754366011e-10,4.5804760851390044e-17,2.2742999732183347e-09,1.0489454522528748e-07,3.1439843670208187e-10,4.5366871224593505e-11,9.689438885183799e-23,3.8531000094646816e-14,3.785089007347205e-12,8.516908156591275e-17,4.5616326436609216e-24,7.00603709239621e-10,0.0011933862149641587,2.264191624976143e-12,7.236089260923255e-11,4.690086551231934e-19,1.536085801282532e-05,1.7020438375701938e-07,3.3167067587964385e-18,1.4273991692112429e-11,1.2105750753488388e-21,3.727264277886529e-24,1.6435543043075293e-49,1.763085626326972e-13,7.647005391334079e-21,3.484738672129578e-20,9.984951074751017e-21,4.872977226470962e-16,6.255133626940558e-23
0.35886640871329956,0.0005555851823910342,0.0915567593028733,0.0,0.00042233943519398375,0.45027061697779097,2.6424517545376727e-20,0.45688065223717833,3.248136744828667e-05,9.598116036621075e-12,3.108491784844095e-06,1.1130366894977845e-06,4.8136885603675886e-14,1.9082865491942666e-05,1.4344286987764509e-10,4.581035281002069e-17,2.288595687431795e-09,1.0489383545222685e-07,3.1439835839609473e-10,4.536685574740438e-11,9.68943213394876e-23,3.8530977692248045e-14,3.78508858734392e-12,8.516904109799189e-17,4.561627756616844e-24,7.006030686180712e-10,0.0011933851101084796,2.264189291057252e-12,7.236085896275646e-11,4.720628331909432e-19,1.546120242334984e-05,1.7131615171035202e-07,3.3167033018638622e-18,1.427397079778166e-11,1.2105745313097014e-21,3.727263106916717e-24,1.6535421746004202e-49,1.7630829963144157e-13,7.646999348165922e-21,3.484737484306904e-20,9.988207685564383e-21,4.904735077882644e-16,6.295901837889396e-23
0.36093098977848304,0.0005555851823910342,0.0915567593028733,0.0,0.00042233942378877353,0.45027021226968994,2.6584137338090876e-20,0.45688055078592577,3.2684263608305446e-05,9.59811354559858e-12,3.1084886645595723e-06,1.1130356913120043e-06,4.8136848457757514e-14,1.9082856400668542e-05,1.4344186341900557e-10,4.581594457062021e-17,2.3028913864868906e-09,1.0489312564135223e-07,3.143982800901473e-10,4.5366840169061047e-11,9.689425382720023e-23,3.8530955289758316e-14,3.785088135269365e-12,8.516899989804695e-17,4.5616228695654576e-24,7.006024213879718e-10,0.0011933840052540277,2.264186957134298e-12,7.236082463368445e-11,4.751170109106157e-19,1.5561546738216375e-05,1.7242791854314324e-07,3.316699844924513e-18,1.4273949903441422e-11,1.2105739872710541e-21,3.72726192763653e-24,1.6635300258774633e-49,1.7630803663007356e-13,7.646993287991255e-21,3.484736288732463e-20,9.991464166163749e-21,4.936492852621594e-16,6.3366699848305e-23
0.3629955708436665,0.0005555851823910342,0.0915567593028733,0.0,0.0004223394123836211,0.4502698075620074,2.6743756986360604e-20,0.45688044933478045,3.2887159563385425e-05,9.598110993130777e-12,3.1084855442710273e-06,1.1130346834765269e-06,4.8136810827314546e-14,1.908284730940197e-05,1.4344085613447628e-10,4.582153614912985e-17,2.317187070331972e-09,1.0489241579647953e-07,3.1439820178432744e-10,4.53668244977644e-11,9.689418631499885e-23,3.8530932887201344e-14,3.785087653719749e-12,8.516895802530954e-17,4.5616179825090754e-24,7.006017680840862e-10,0.0011933829004006967,2.2641846232091233e-12,7.236078967723232e-11,4.781711882606666e-19,1.5661890956579992e-05,1.735396842467241e-07,3.3166963879814753e-18,1.4273929009097351e-11,1.2105734432325626e-21,3.727260740718521e-24,1.673517858352215e-49,1.763077736286876e-13,7.646987212189966e-21,3.484735086035276e-20,9.994720523474286e-21,4.968250553356964e-16,6.377438071228565e-23
0.36506015190885,0.0005555851823910342,0.0915567593028733,0.0,0.00042233940097848347,0.4502694028547439,2.6903376490140574e-20,0.45688034788374243,3.3090055312741986e-05,9.598108384187445e-12,3.108482423979429e-06,1.1130336667717903e-06,4.813677275153795e-14,1.9082838218141593e-05,1.4343984809190386e-10,4.582712756017342e-17,2.331482738917457e-09,1.0489170592111625e-07,3.1439812347858934e-10,4.5366808741030036e-11,9.689411880287374e-23,3.853091048458278e-14,3.785087145077604e-12,8.516891553418118e-17,4.561613095448552e-24,7.006011091975261e-10,0.001193381795548535,2.2641822892818866e-12,7.2360754144122e-11,4.812253652196013e-19,1.5762235077664294e-05,1.7465144881294292e-07,3.3166929310357488e-18,1.4273908114754182e-11,1.2105728991943328e-21,3.7272595467812166e-24,1.6835056722612549e-49,1.763075106273322e-13,7.646981122027107e-21,3.484733876791112e-20,9.997976763856176e-21,5.000008182558476e-16,6.41820610026821e-23
0.3671247329740335,0.0005555851823910342,0.0915567593028733,0.0,0.0004223393895732743,0.45026899814790033,2.706299584938914e-20,0.45688024643281183,3.329295085565398e-05,9.598105723333839e-12,3.108479303685627e-06,1.1130326419151315e-06,4.8136734266449804e-14,1.9082829126884105e-05,1.4343883935372648e-10,4.5832718817184073e-17,2.345778392174598e-09,1.0489099601848622e-07,3.143980451728724e-10,4.53667929057617e-11,9.689405129080635e-23,3.8530888081905394e-14,3.785086611532569e-12,8.516887247464096e-17,4.561608208384894e-24,7.006004451795792e-10,0.001193380690697638,2.2641799553524843e-12,7.236071808098384e-11,4.842795417614509e-19,1.586257910075748e-05,1.7576321223249976e-07,3.3166894740860752e-18,1.427388722041561e-11,1.2105723551566739e-21,3.7272583463922574e-24,1.6934934678050672e-49,1.763072476260332e-13,7.646975018661454e-21,3.484732661528445e-20,1.000123289314884e-20,5.031765742517012e-16,6.458974074821876e-23
0.36918931403921695,0.0005555851823910342,0.0915567593028733,0.0,0.0004223393781681325,0.45026859344147724,2.722261506406806e-20,0.4568801449819885,3.349584619145864e-05,9.598103014771791e-12,3.108476183390369e-06,1.113031609565884e-06,4.813669540515894e-14,1.908282003563454e-05,1.434378299772381e-10,4.5838309932552083e-17,2.360074030067955e-09,1.048902860915527e-07,3.143979668672939e-10,4.536677699833471e-11,9.689398377882662e-23,3.8530865679192335e-14,3.7850860551020905e-12,8.516882889270027e-17,4.5616033213201725e-24,7.005997764456649e-10,0.0011933795858478638,2.26417762142285e-12,7.236068153070454e-11,4.873337178711437e-19,1.5962923025203125e-05,1.7687497449903043e-07,3.3166860171355316e-18,1.427386632608553e-11,1.2105718111191555e-21,3.727257140073695e-24,1.7034812451394995e-49,1.7630698462487098e-13,7.64696890316576e-21,3.4847314407365486e-20,1.0004488916732693e-20,5.063523235364971e-16,6.499741997678164e-23
0.37125389510440043,0.0005555851823910342,0.0915567593028733,0.0,0.0004223393667630289,0.45026818873547547,2.738223413414223e-20,0.45688004353127254,3.369874131954675e-05,9.598100262361012e-12,3.108473063094311e-06,1.1130305703300734e-06,4.813665619809654e-14,1.908281094439212e-05,1.434368200151028e-10,4.584390091763314e-17,2.37436965256742e-09,1.048895761430395e-07,3.143978885618138e-10,4.5366761024583445e-11,9.689391626692768e-23,3.8530843276446226e-14,3.785085477636018e-12,8.516878483060691e-17,4.5615984342547236e-24,7.005991033771433e-10,0.0011933784809992454,2.264175287492989e-12,7.236064453266544e-11,4.903878935340976e-19,1.6063266850397748e-05,1.7798673560685735e-07,3.316682560185329e-18,1.427384543176735e-11,1.2105712670818259e-21,3.727255928306033e-24,1.7134690044622987e-49,1.7630672162388042e-13,7.646962776523151e-21,3.4847302148624824e-20,1.0007744839548564e-20,5.095280663071867e-16,6.540509871404218e-23
0.3733184761695839,0.0005555851823910342,0.0915567593028733,0.0,0.0004223393553578238,0.4502677840298951,2.754185305957936e-20,0.45687994208066385,3.390163623935852e-05,9.598097469644439e-12,3.1084699427980287e-06,1.1130295247647203e-06,4.8136616673233417e-14,1.908280185315155e-05,1.4343580951584133e-10,4.5849491782841147e-17,2.388665259604531e-09,1.0488886617545005e-07,3.143978102563293e-10,4.536674498985835e-11,9.68938487550795e-23,3.85308208736615e-14,3.7850848808330865e-12,8.516874032714528e-17,4.561593547188853e-24,7.005984263242417e-10,0.0011933773761519332,2.2641729535620927e-12,7.236060712306804e-11,4.934420687257565e-19,1.6163610575789863e-05,1.7909849554758234e-07,3.3166791032328946e-18,1.4273824537463361e-11,1.2105707230451675e-21,3.727254711529829e-24,1.7234567459401863e-49,1.7630645862305805e-13,7.646956639630594e-21,3.4847289843153826e-20,1.0011000666126439e-20,5.1270380274622985e-16,6.581277698231531e-23
0.3753830572347674,0.0005555851823910342,0.0915567593028733,0.0,0.0004223393439526918,0.45026737932473715,2.770147184034983e-20,0.45687984063016246,3.4104530950379316e-05,9.598094639885928e-12,3.1084668225020298e-06,1.1130284733818052e-06,4.813657685627791e-14,1.908279276191911e-05,1.4343479852393773e-10,4.585508253781196e-17,2.4029608511561276e-09,1.0488815619108533e-07,3.1439773195099165e-10,4.5366728899119223e-11,9.689378124331984e-23,3.853079847086264e-14,3.785084266261645e-12,8.516869541806293e-17,4.5615886601246376e-24,7.005977456097341e-10,0.0011933762713057486,2.264170619632326e-12,7.236056933522833e-11,4.964962434361112e-19,1.6263954200869455e-05,1.8021025431660712e-07,3.316675646281363e-18,1.4273803643176209e-11,1.2105701790086482e-21,3.727253490150182e-24,1.733444469677033e-49,1.7630619562247708e-13,7.646950493322417e-21,3.484727749476211e-20,1.001425640064724e-20,5.158795330240027e-16,6.622045480409015e-23
0.37744763829995087,0.0005555851823910342,0.0915567593028733,0.0,0.0004223393325476336,0.4502669746200019,2.786109047642645e-20,0.4568797391797685,3.430742545213624e-05,9.598091776083835e-12,3.108463702206757e-06,1.1130274166519101e-06,4.813653677085897e-14,1.9082783670695192e-05,1.4343378708025238e-10,4.5860673191368874e-17,2.4172564272147017e-09,1.048874461920606e-07,3.14397653645779e-10,4.5366712756897386e-11,9.689371373164826e-23,3.8530776068051925e-14,3.785083635358251e-12,8.516865013617692e-17,4.56158377306211e-24,7.005970615298066e-10,0.0011933751664606914,2.2641682857037557e-12,7.236053119972185e-11,4.995504176579679e-19,1.636429772516673e-05,1.8132201191075587e-07,3.3166721893326343e-18,1.4273782748908482e-11,1.2105696349722044e-21,3.727252264540535e-24,1.7434321758404687e-49,1.7630593262216898e-13,7.646944338363745e-21,3.4847265106923906e-20,1.0017512046951145e-20,5.190552572974844e-16,6.662813220036531e-23
