Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44)
1.0503374160205865e-10,0.000539690409995138,0.0915567593028733,0.0,0.0013312494971828648,0.45151019598006426,1.916102674547643e-42,0.45680451502441854,4.141317699574285e-19,2.3238353531036234e-30,1.502935088448669e-17,5.029009302883145e-29,-1.16692554307513e-47,6.48647520645908e-05,1.1855548495699053e-17,6.699418689975474e-24,1.5335889775665564e-18,1.3803228448416874e-17,5.850949143106345e-12,1.608133248629861e-24,4.0083401157799797e-22,5.583372278726611e-19,-5.400093145046719e-27,-1.15911633102987e-31,3.496334613062306e-32,2.0365130812161653e-30,9.609731075766809e-05,2.4439491662158815e-15,6.074464564162515e-26,4.6974799955237676e-29,5.049533476977717e-22,2.1712716940902124e-32
1.0577481008605567e-10,0.000539690409995138,0.0915567593028733,0.0,0.001330092694659707,0.45151019631362765,1.954215348619198e-42,0.45680393628957455,4.2125637776463617e-19,2.3793746876476462e-30,1.5194909268903755e-17,4.852513585555919e-29,-1.1682787895462747e-47,6.48640849379305e-05,1.2014121653567271e-17,6.693661850120933e-24,1.547742830037036e-18,1.398308003870981e-17,5.888990793294838e-12,1.6294769029460126e-24,3.9509747701978224e-22,5.583370574692203e-19,-5.384825065611206e-27,-1.1569565730725296e-31,3.538833901942693e-32,1.9650399498230347e-30,9.667604556354802e-05,2.459901287778292e-15,6.148269966412642e-26,4.7546447553458366e-29,5.143147469561097e-22,2.1048136364453415e-32
1.0651587857005269e-10,0.000539690409995138,0.0915567593028733,0.0,0.0013289393501803482,0.4515101973709226,1.9927455652517828e-42,0.45680335856002086,4.284460881164162e-19,2.4356469721738373e-30,1.536048279787952e-17,4.6772371045795086e-29,-1.1690482853842568e-47,6.486197034787077e-05,1.2173646063559146e-17,6.68794533373344e-24,1.5618308811490348e-18,1.4163882182219244e-17,5.926997338841944e-12,1.6509498322722587e-24,4.083102216827507e-22,5.583263350115439e-19,-5.368415372957794e-27,-1.1522510559336189e-31,3.5812757051547917e-32,1.894060579169828e-30,9.725377507924608e-05,2.4758395623611728e-15,6.22237179327052e-26,4.811933105268821e-29,5.237622828267916e-22,2.038574054028934e-32
1.0725694705404971e-10,0.000539690409995138,0.0915567593028733,0.0,0.001327789412709335,0.4515101991302886,2.0316933991280298e-42,0.45680278183190043,4.357005958605346e-19,2.4926555235738722e-30,1.552605237889183e-17,4.5040581297583055e-29,-1.1693140090034522e-47,6.485845161585235e-05,1.2334120074560282e-17,6.682268131979774e-24,1.5758525732563651e-18,1.4345632365014595e-17,5.9649688804711094e-12,1.6725702634564755e-24,4.0534122797536705e-22,5.583053758446803e-19,-5.351537578957346e-27,-1.1509429603449613e-31,3.623657390313416e-32,1.8239306310237352e-30,9.783050316176806e-05,2.491764031137504e-15,6.296768232602403e-26,4.869342985702743e-29,5.332956810869848e-22,1.9725784031754877e-32
1.0799801553804674e-10,0.000539690409995138,0.0915567593028733,0.0,0.001326642832522441,0.451510201570669,2.071058774816176e-42,0.4568022061014076,4.430195933500836e-19,2.550404813423394e-30,1.5691593358071708e-17,4.33127194087547e-29,-1.1698120311641926e-47,6.485357085506725e-05,1.2495542041750526e-17,6.676629271844088e-24,1.5898073771292753e-18,1.4528328105390475e-17,6.002905517416705e-12,1.6943464771406467e-24,3.9587471447515233e-22,5.582744863673777e-19,-5.335148902111349e-27,-1.1489440794078976e-31,3.665974611507805e-32,1.7539597672240354e-30,9.840623361663104e-05,2.5076747346755406e-15,6.371457490750974e-26,4.926872561138185e-29,5.429146293621578e-22,1.906819741748825e-32
1.0873908402204376e-10,0.000539690409995138,0.0915567593028733,0.0,0.0013254995611727666,0.45151020467159564,2.1108415736190394e-42,0.45680163136478724,4.50402770572424e-19,2.608899039773199e-30,1.5857101915013375e-17,4.157837487235724e-29,-1.1707089265417238e-47,6.484736900176474e-05,1.2657910326511539e-17,6.671027812279314e-24,1.6036947911417022e-18,1.4711966953099165e-17,6.04080734743011e-12,1.716267485697106e-24,4.111994965738089e-22,5.582339642308515e-19,-5.31910432732225e-27,-1.1437153939267977e-31,3.708222874805463e-32,1.683726406874541e-30,9.898097019916054e-05,2.52357171295435e-15,6.446437792140314e-26,4.9845198656749647e-29,5.526188086617538e-22,1.8412846086199007e-32
1.0948015250604078e-10,0.000539690409995138,0.0915567593028733,0.0,0.0013243595514575673,0.4515102084131736,2.1510417424063696e-42,0.4568010576183328,4.578498152743317e-19,2.6681415191008497e-30,1.602258443368322e-17,3.9845602357779896e-29,-1.171585428287367e-47,6.48398858458983e-05,1.2821223296378349e-17,6.665462833051997e-24,1.617514340477453e-18,1.4896546488600473e-17,6.078674466930691e-12,1.738337561530475e-24,4.1056742345869043e-22,5.581840985321588e-19,-5.302739078834489e-27,-1.1423845939768628e-31,3.750399041113491e-32,1.6135567293361685e-30,9.955471661575156e-05,2.539455005378937e-15,6.521707378752428e-26,5.0422829444224195e-29,5.624079198491306e-22,1.77597946028291e-32
1.1022122099003781e-10,0.000539690409995138,0.0915567593028733,0.0,0.001323222757385814,0.451510212776066,2.1916592426660597e-42,0.45680048485838554,4.653604130834745e-19,2.7281355526786602e-30,1.6188036862797154e-17,3.812339838784994e-29,-1.172211771028389e-47,6.483116006111602e-05,1.298547932493781e-17,6.65993343977494e-24,1.6312655763534653e-18,1.5082064322327003e-17,6.116506970970635e-12,1.7605549584198898e-24,3.9622173123191934e-22,5.581251700778575e-19,-5.285961256169046e-27,-1.14090353553171e-31,3.7925006440478934e-32,1.5438150551753171e-30,0.00010012747652509525,2.5553246507949724e-15,6.5972645100137e-26,5.100160098827706e-29,5.722816667595537e-22,1.710917821273387e-32
1.1096228947403483e-10,0.000539690409995138,0.0915567593028733,0.0,0.001322089134146449,0.4515102177414795,2.2326939692350183e-42,0.45679991308133344,4.729342476264095e-19,2.788885080947062e-30,1.6353445956561356e-17,3.640939845997366e-29,-1.1727868284769675e-47,6.482122923411198e-05,1.315067679175085e-17,6.65443876783009e-24,1.6449480752609477e-18,1.5268518093965853e-17,6.1543049532663365e-12,1.7829109289582284e-24,4.1338715415733245e-22,5.580574516475493e-19,-5.269170942332679e-27,-1.134855167263236e-31,3.834524772522153e-32,1.4744056322434426e-30,0.0001006992535393725,2.5711806875031653e-15,6.673107462449078e-26,5.158149501102171e-29,5.822397355935335e-22,1.6461001296559332e-32
1.1170335795803185e-10,0.000539690409995138,0.0915567593028733,0.0,0.001320958638077349,0.45151022329114976,2.2741457758062874e-42,0.45679934228360963,4.805710006431843e-19,2.850394149440762e-30,1.6518803029044135e-17,3.4697416137483136e-29,-1.1735154890396664e-47,6.48101298933454e-05,1.3316814082308657e-17,6.648977976071194e-24,1.6585614382252274e-18,1.5455905471757474e-17,6.1920685063349484e-12,1.8054206974987737e-24,4.167729458455113e-22,5.579812082036036e-19,-5.252527326931512e-27,-1.1331670270720139e-31,3.876468304912591e-32,1.4050779363644671e-30,0.00010127005122541568,2.5870231532732456e-15,6.749234529142336e-26,5.216249301482939e-29,5.922818047495311e-22,1.581520251825133e-32
1.1244442644202888e-10,0.000539690409995138,0.0915567593028733,0.0,0.0013198312266349793,0.45151022940732793,2.3160145359017725e-42,0.45679877246169154,4.882703520985519e-19,2.9126663273824267e-30,1.668410629564771e-17,3.2987129977624286e-29,-1.1743318038771498e-47,6.479789753712523e-05,1.3483889587920237e-17,6.643550245304054e-24,1.6721052900834808e-18,1.5644224151810962e-17,6.229797721399076e-12,1.828084988745011e-24,3.962463626421072e-22,5.578966970882228e-19,-5.2358353159296244e-27,-1.1325581094282672e-31,3.9183286454988837e-32,1.3358189504237082e-30,0.00010183987310583822,2.602852085357576e-15,6.82564401965224e-26,5.27445793328225e-29,6.024075611808717e-22,1.517180621576492e-32
1.131854949260259e-10,0.000539690409995138,0.0915567593028733,0.0,0.001318706858364742,0.451510236072766,2.3583001302492665e-42,0.45679820361209955,4.960319802898648e-19,2.9757050509616337e-30,1.684935338239986e-17,3.1282505909434426e-29,-1.1750858049644102e-47,6.478456666106166e-05,1.3651901705633548e-17,6.638154781599571e-24,1.685579278779465e-18,1.583347185743486e-17,6.2674926883969024e-12,1.8508834935541435e-24,4.144506760827084e-22,5.578041682453171e-19,-5.218945321460186e-27,-1.1258019504838562e-31,3.960103623395643e-32,1.2667892775190955e-30,0.00010240872266013295,2.618667520504394e-15,6.90233425972197e-26,5.332773690815753e-29,6.126166945972456e-22,1.4530887188297234e-32
1.1392656341002292e-10,0.000539690409995138,0.0915567593028733,0.0,0.0013175854928720177,0.4515102432707041,2.4010024069849438e-42,0.45679763573139626,5.038555619517683e-19,3.0395140256816912e-30,1.701453815461676e-17,2.9585189271262616e-29,-1.1757750811522744e-47,6.477017078489366e-05,1.3820848838221424e-17,6.632790814498713e-24,1.6989830746753679e-18,1.6023646338483698e-17,6.305153496199127e-12,1.8738307738117226e-24,4.242590949311736e-22,5.577038644415515e-19,-5.201914350509363e-27,-1.1234707398748955e-31,4.0017910368661717e-32,1.1980555467909021e-30,0.00010297660332574055,2.634469494970716e-15,6.979303590721059e-26,5.391194807468271e-29,6.22908886092707e-22,1.3892469005246995e-32
1.1466763189401995e-10,0.000539690409995138,0.0915567593028733,0.0,0.0013164670907938707,0.45151025098485714,2.4441211875072898e-42,0.4567970688161853,5.11740772357793e-19,3.104097035956752e-30,1.7179653346588696e-17,2.789308210845451e-29,-1.1764945316119054e-47,6.475474247870272e-05,1.3990729394074285e-17,6.627457594165457e-24,1.7123163698808503e-18,1.6214745370720254e-17,6.342780232508659e-12,1.896937008168016e-24,3.9620813547280277e-22,5.575960214633585e-19,-5.184865987193687e-27,-1.1239477504731552e-31,4.043388659331188e-32,1.1295328000306154e-30,0.0001035435184990883,2.650258044534894e-15,7.056550369584754e-26,5.449719839728086e-29,6.332838113887651e-22,1.3256539216463791e-32
1.1540870037801697e-10,0.000539690409995138,0.0915567593028733,0.0,0.0013153516137714195,0.4515102591994023,2.4876562876237438e-42,0.4567965028631101,5.196872854188988e-19,3.169457766650633e-30,1.7344693854655444e-17,2.620458236750259e-29,-1.177273593715606e-47,6.473831338851965e-05,1.4161541787103307e-17,6.622154392451563e-24,1.7255788775987946e-18,1.6406766755193286e-17,6.380372983789203e-12,1.9201776835767557e-24,4.137691605869168e-22,5.574808683066305e-19,-5.1678173172636674e-27,-1.1165082999411033e-31,4.084894423017718e-32,1.0611561608723182e-30,0.00010410947153660063,2.6660332045088393e-15,7.134072968584286e-26,5.508347203428793e-29,6.437411474215769e-22,1.2623102347786944e-32
1.1614976886201399e-10,0.000539690409995138,0.0915567593028733,0.0,0.0013142390244228746,0.45151026789896587,2.531607521735342e-42,0.4567959378688535,5.276947737790361e-19,3.235599807438206e-30,1.750965696996726e-17,2.4520894321621627e-29,-1.178060400042803e-47,6.472091426132863e-05,1.4333284436746112e-17,6.616880503079004e-24,1.738770331487324e-18,1.659970831763008e-17,6.417931835529314e-12,1.9435644340525862e-24,4.3331966396688e-22,5.573586273705236e-19,-5.150665409798543e-27,-1.113193105177748e-31,4.1263064827340333e-32,9.929743971759342e-31,0.00010467446575568145,2.6817950097499082e-15,7.211869774747973e-26,5.567075200477872e-29,6.542805725531513e-22,1.1992189354389852e-32
1.1689083734601103e-10,0.000539690409995138,0.0915567593028733,0.0,0.0013131292863172092,0.4515102770686118,2.5759746965661805e-42,0.4567953738301359,5.357629089078043e-19,3.302526674643053e-30,1.767453884822373e-17,2.2843330385557787e-29,-1.178821159414093e-47,6.470257496947713e-05,1.4505955767872403e-17,6.611635239536946e-24,1.7518904850379035e-18,1.6793567907843842e-17,6.4554568721675064e-12,1.967114139310997e-24,3.966246160507597e-22,5.57229514647249e-19,-5.133377362042277e-27,-1.1151422466727953e-31,4.1676231755449824e-32,9.250406561019632e-31,0.0001052385044356691,2.697543494672478e-15,7.289939189816078e-26,5.625902495218885e-29,6.649017640367609e-22,1.1363840323910033e-32
1.1763190583000806e-10,0.000539690409995138,0.0915567593028733,0.0,0.0013120223639484867,0.45151028669382925,2.620757596391614e-42,0.4567948107437154,5.438913611902879e-19,3.37024201899509e-30,1.783933361754597e-17,2.1171492169294107e-29,-1.1795787739593692e-47,6.468332453450087e-05,1.4679554210669342e-17,6.6064179345562396e-24,1.7649391109692946e-18,1.6988343399155643e-17,6.492948176944019e-12,1.990796190000157e-24,4.1047511416048513e-22,5.570937399044439e-19,-5.11603665812889e-27,-1.1071459548935879e-31,4.2088428300492103e-32,8.573388045135295e-31,0.00010580159081876494,2.713278693259206e-15,7.368279630078471e-26,5.684827620183233e-29,6.756043942627261e-22,1.0738065312280199e-32
1.183729743140051e-10,0.000539690409995138,0.0915567593028733,0.0,0.0013109182227107983,0.4515102967605212,2.665955986358116e-42,0.4567942486063857,5.520798000141476e-19,3.438749597763478e-30,1.8004036863236815e-17,1.9504822324520138e-29,-1.180361219147899e-47,6.466319115037377e-05,1.4854078200668653e-17,6.6012279405949206e-24,1.777916000637123e-18,1.7184032687830765e-17,6.530405832217006e-12,2.0146196759534202e-24,4.4415603335752335e-22,5.569515068596782e-19,-5.098652851572067e-27,-1.102241226029014e-31,4.249963771888782e-32,7.8984627210831e-31,0.00010636372811093603,2.7290006390719874e-15,7.446889525773825e-26,5.74384893459871e-29,6.863881323759082e-22,1.011485253960598e-32
1.1911404279800214e-10,0.000539690409995138,0.0915567593028733,0.0,0.001309816828873827,0.4515103072549933,2.7115696359412716e-42,0.45679368741497645,5.603278938540294e-19,3.508052931743026e-30,1.8168645418168154e-17,1.7843353703480066e-29,-1.1811625609632892e-47,6.464220220619056e-05,1.5029526178667684e-17,6.5960646288212364e-24,1.790820963458664e-18,1.738063369252897e-17,6.5678299194218e-12,2.038613429671723e-24,3.984244964984108e-22,5.568030133495838e-19,-5.0811770000798375e-27,-1.1060647248505893e-31,4.2909845757379633e-32,7.225643892147744e-31,0.0001069249194827929,2.744709365262612e-15,7.525767321050352e-26,5.802965199709495e-29,6.972526508591418e-22,9.494228238314911e-33
1.1985511128199917e-10,0.000539690409995138,0.0915567593028733,0.0,0.0013087181495590214,0.45151031816394227,2.757598309298522e-42,0.45679312716635134,5.686353103533564e-19,3.578155501485446e-30,1.833315497515707e-17,1.61873352415353e-29,-1.1819631487162618e-47,6.462038430829058e-05,1.5205896590585116e-17,6.5909273879813014e-24,1.8036538263524763e-18,1.7578144353768522e-17,6.605220518807409e-12,2.0627392719519837e-24,4.0341637777642697e-22,5.566484515006622e-19,-5.0636312620425674e-27,-1.0978861536084618e-31,4.3319039471887165e-32,6.555032366124623e-31,0.00010748516807044256,2.7604049045831327e-15,7.604911473877446e-26,5.862175061604211e-29,7.081976222315397e-22,8.87623034200108e-33
1.205961797659962e-10,0.000539690409995138,0.0915567593028733,0.0,0.0013076221527163557,0.45151032947444536,2.8040417453474134e-42,0.4567925678574082,5.770017164035748e-19,3.6490610213400726e-30,1.84975617876803e-17,1.4537288842026748e-29,-1.1827604599788002e-47,6.459776330183274e-05,1.5383187887510675e-17,6.5858156244904e-24,1.816414433192751e-18,1.7776562633403724e-17,6.642577709812167e-12,2.0869977066639163e-24,4.567115370792225e-22,5.564880078943246e-19,-5.046011345041842e-27,-1.0905731986899022e-31,4.372720513038158e-32,5.886839490804745e-31,0.00010804447697631761,2.776087289395952e-15,7.68432045542342e-26,5.921476923816524e-29,7.192227132410175e-22,8.260856376457297e-33
1.2133724824999324e-10,0.000539690409995138,0.0915567593028733,0.0,0.0013065288071016873,0.45151034117395045,2.8508996781895627e-42,0.45679200948507725,5.854267782209284e-19,3.7207730566091436e-30,1.866186264493865e-17,1.2893181023600511e-29,-1.1835667842237145e-47,6.457436429183134e-05,1.5561398525656862e-17,6.5807287621357105e-24,1.8291026442781387e-18,1.7975886514115752e-17,6.679901571108691e-12,2.1114343502908395e-24,4.03160621476892e-22,5.563218637198523e-19,-5.028290224887746e-27,-1.0966258416286617e-31,4.413433053027524e-32,5.22105170708113e-31,0.00010860284926998238,2.7917565516836343e-15,7.76399275001117e-26,5.980869632174446e-29,7.303275910928667e-22,7.648115663237465e-33
1.2207831673399028e-10,0.000539690409995138,0.0915567593028733,0.0,0.0013054380822546815,0.4515103532502645,2.8981718412223014e-42,0.45679145204632093,5.939101614208188e-19,3.7932950580164714e-30,1.882605294782503e-17,1.1254410153645125e-29,-1.1843873666930458e-47,6.455021166366249e-05,1.5740526966171627e-17,6.575666240974848e-24,1.841718335814481e-18,1.817611399891639e-17,6.717192180181955e-12,2.1360061215253884e-24,3.911657852535612e-22,5.561501949293529e-19,-5.010525263116902e-27,-1.088939488945217e-31,4.4540404980592674e-32,4.557425378926315e-31,0.00010916028798891645,2.807412723058445e-15,7.84392685511022e-26,6.040351946661604e-29,7.415119247699853e-22,7.038038665010724e-33
1.2281938521798732e-10,0.000539690409995138,0.0915567593028733,0.0,0.0013043499484773008,0.45151036569154473,2.945857946485522e-42,0.45679089553813335,6.024515310898194e-19,3.866630728577522e-30,1.8990129432300215e-17,9.621370488877446e-30,-1.1852151202938194e-47,6.452532910305054e-05,1.592057167520311e-17,6.5706275169829066e-24,1.8542613994113277e-18,1.83772431106644e-17,6.754449613739688e-12,2.1606979762148783e-24,4.7037915063038955e-22,5.5597317239230155e-19,-4.992705539411017e-27,-1.0781222179689078e-31,4.4945416926988163e-32,3.8961201625609477e-31,0.00010971679613927606,2.823055834771637e-15,7.924121280695338e-26,6.099922304582763e-29,7.52775378844345e-22,6.430623226143089e-33
1.2356045370198435e-10,0.000539690409995138,0.0915567593028733,0.0,0.0013032643768128508,0.4515103784862885,2.993957703566344e-42,0.45679033995753865,6.110505518554006e-19,3.9407835986580736e-30,1.915409009261997e-17,7.994612148703603e-30,-1.1860453100401133e-47,6.449973961554415e-05,1.6101531123902126e-17,6.565612062058963e-24,1.8667317415920903e-18,1.8579271891594478e-17,6.791673947911722e-12,2.1855763439870542e-24,4.132848416933436e-22,5.557909620359488e-19,-4.974757549841459e-27,-1.0866440485334371e-31,4.534935643511934e-32,3.2373588322714053e-31,0.00011027237669663423,2.8386859177224694e-15,8.004574549184441e-26,6.159579622259226e-29,7.641176188080282e-22,5.8258831884992444e-33
1.243015221859814e-10,0.000539690409995138,0.0915567593028733,0.0,0.0013021813390255638,0.4515103916233235,3.042470823883641e-42,0.4567897853015915,6.197068879534338e-19,4.015757015736831e-30,1.9317930390452062e-17,6.373593257210415e-30,-1.1868813045938875e-47,6.447346554549207e-05,1.6283403788180495e-17,6.56061936317841e-24,1.879129283317233e-18,1.8782198402858248e-17,6.828865257633471e-12,2.2105973322753867e-24,3.7214079785325802e-22,5.556037249865076e-19,-4.9567542767411354e-27,-1.0806156266894794e-31,4.575221534027528e-32,2.5809219510374987e-31,0.00011082703260670003,2.8543030024669894e-15,8.085285195517067e-26,6.219322774653331e-29,7.755383123820815e-22,5.223857757708162e-33
1.2504259066997842e-10,0.000539690409995138,0.0915567593028733,0.0,0.0013011008075807173,0.451510405091799,3.091396990462783e-42,0.4567892315673749,6.284202032935305e-19,4.0915547279587995e-30,1.948164669246351e-17,4.7584235242708915e-30,-1.1877258141408019e-47,6.444652859452896e-05,1.6466188148776553e-17,6.5556489217672986e-24,1.8914539595203284e-18,1.898602072407714e-17,6.8660236170448755e-12,2.235720560099143e-24,4.835170854398084e-22,5.5541161771339115e-19,-4.938722545482408e-27,-1.0648729436734044e-31,4.6153983605232853e-32,1.9268539455595144e-31,0.00011138076678601775,2.8699071192265655e-15,8.166251766498564e-26,6.279150224538993e-29,7.870371208126835e-22,4.624532736899666e-33
1.2578365915397546e-10,0.000539690409995138,0.0915567593028733,0.0,0.001300022755625267,0.4515104188811763,3.140735884090132e-42,0.45678867875200113,6.371901615222775e-19,4.168180319408098e-30,1.9645237920067677e-17,3.1496821183054068e-30,-1.1885783297727973e-47,6.441894983958052e-05,1.6649882691336446e-17,6.5507002537784e-24,1.9037057186569442e-18,1.9190736952907105e-17,6.903149099938028e-12,2.2610377933570067e-24,4.3246325184560605e-22,5.552147921567727e-19,-4.920554788020668e-27,-1.075776798537692e-31,4.655465262815007e-32,1.275389353539603e-31,0.00011193358212264622,2.8854982978961896e-15,8.247472820706008e-26,6.339060943887665e-29,7.98613706518698e-22,4.0279086968586264e-33
1.265247276379725e-10,0.000539690409995138,0.0915567593028733,0.0,0.001298947156968995,0.451510432981221,3.190487200140228e-42,0.4567881268526099,6.460164260844247e-19,4.2456369754083194e-30,1.9808699942776836e-17,1.5467663097840797e-30,-1.189437726686509e-47,6.43907497503982e-05,1.6834485906107586e-17,6.545772889076384e-24,1.91588452226568e-18,1.9396345204614483e-17,6.940241778912636e-12,2.286513083718901e-24,3.449436007192312e-22,5.55013395855612e-19,-4.902319271858033e-27,-1.0732968838539328e-31,4.6954216809604907e-32,6.262840949899212e-32,0.00011248548147681917,2.9010765680525466e-15,8.328946928658164e-26,6.399053924920111e-29,8.10267737907908e-22,3.434042835172337e-33
1.2726579612196953e-10,0.000539690409995138,0.0915567593028733,0.0,0.0012978739860661486,0.45151044738199286,3.2406506002953815e-42,0.45678757586636815,6.548986602820763e-19,4.32392843156966e-30,1.9972028765742175e-17,-5.021228259800411e-32,-1.1903020099316644e-47,6.436194820663315e-05,1.701999628797741e-17,6.540866370691368e-24,1.9279903445411413e-18,1.9602843611663022e-17,6.977301725673151e-12,2.312066464953166e-24,4.9269273946301535e-22,5.548075720844159e-19,-4.8840795500748254e-27,-1.0509265139731379e-31,4.735266781275497e-32,-2.0416630447241263e-33,0.00011303646768158686,2.9166419589618603e-15,8.410672672152585e-26,6.45912764984402e-29,8.219988751316673e-22,2.842922841893346e-33
1.2800686460596657e-10,0.000539690409995138,0.0915567593028733,0.0,0.0012968032179975734,0.4515104620738389,3.2912257356363816e-42,0.45678702579046915,6.63836527331952e-19,4.4030583948894194e-30,2.0135224307056926e-17,-1.6403771949975572e-30,-1.1911721497179508e-47,6.433256451445954e-05,1.7206412336672453e-17,6.5359802549281826e-24,1.9400231719190113e-18,1.9810230323311924e-17,7.014329011855289e-12,2.3378170487528378e-24,4.65858722499394e-22,5.545974599687979e-19,-4.865688649847008e-27,-1.0634722762007607e-31,4.7749997767709034e-32,-6.643578933329169e-32,0.00011358654354343978,2.9321944995875244e-15,8.492648644123935e-26,6.519281129692805e-29,8.3380677696762e-22,2.254527759093918e-33
1.287479330899636e-10,0.000539690409995138,0.0915567593028733,0.0,0.0012957348284533155,0.45151047704738473,3.3422122859099225e-42,0.45678647662213273,6.728296904207602e-19,4.483029882517426e-30,2.0298282814209834e-17,-3.2245589368755124e-30,-1.1920513516906233e-47,6.430261742275674e-05,1.7393732556384832e-17,6.531114110897572e-24,1.9519830026724338e-18,2.0018503505224493e-17,7.051323707947292e-12,2.3637531839449547e-24,3.0910317456840207e-22,5.54383194598707e-19,-4.847209904622963e-27,-1.0674274040714143e-31,4.8146203351512743e-32,-1.305876014678638e-31,0.0001141357118429145,2.9477342185975176e-15,8.574873448909075e-26,6.579513476848217e-29,8.45691112440074e-22,1.6689281666057527e-33
1.2948900157396064e-10,0.000539690409995138,0.0915567593028733,0.0,0.001294668793715697,0.45151049229352674,3.3936098956942625e-42,0.4567859283586035,6.818778127587414e-19,4.563846575854342e-30,2.0461199431184033e-17,-4.802938424222704e-30,-1.1929370431918646e-47,6.427212513886045e-05,1.758195545573514e-17,6.526267519662568e-24,1.9638698465193567e-18,2.0227661339086792e-17,7.088285883323414e-12,2.3897373150398418e-24,4.915769127869909e-22,5.541649071600727e-19,-4.828769630404618e-27,-1.036596337331012e-31,4.854127793980702e-32,-1.9450442589634655e-31,0.00011468397533518282,2.963261144371618e-15,8.657345701587495e-26,6.639823190528461e-29,8.57651541841069e-22,1.0861189143275143e-33
1.3023007005795768e-10,0.000539690409995138,0.0915567593028733,0.0,0.0012936050906428378,0.4515105078034243,3.445418186420871e-42,0.45678538099715105,6.909805576314294e-19,4.645512380397313e-30,2.0623975323029788e-17,-6.374167599203568e-30,-1.1938269494838422e-47,6.424110534389188e-05,1.7771079548137682e-17,6.521440074449431e-24,1.9756837242412875e-18,2.0437702022236907e-17,7.12521560761078e-12,2.4159120500282633e-24,5.202070793140277e-22,5.539427250408871e-19,-4.8101663992882855e-27,-1.048878490306833e-31,4.8935213837527515e-32,-2.5813167215884747e-31,0.00011523133675062385,2.9787753050084194e-15,8.740064027775229e-26,6.700209302560415e-29,8.696877202843118e-22,5.060521369379923e-34
1.3097113854195471e-10,0.000539690409995138,0.0915567593028733,0.0,0.0012925436966526281,0.45151052356849236,3.497636825520934e-42,0.45678483453506946,7.0013758844968655e-19,4.728030109772573e-30,2.0786607614748547e-17,-7.939118916056833e-30,-1.1947252157725046e-47,6.420957520767521e-05,1.796110335137621e-17,6.516631380322379e-24,1.987424667312641e-18,2.0648623767304045e-17,7.162112949431713e-12,2.4423169366126304e-24,2.6649797930166666e-22,5.537167719273209e-19,-4.7914300702938304e-27,-1.0634584430896673e-31,4.932800997255537e-32,-3.2150467091696782e-31,0.0001157777987953805,2.994276728332133e-15,8.823027063986564e-26,6.76067104746965e-29,8.817993182901978e-22,-7.118454180652784e-35
1.3171220702595175e-10,0.000539690409995138,0.0915567593028733,0.0,0.0012914845897071317,0.4515105395803945,3.550265446233646e-42,0.4567842889696761,7.093485687980522e-19,4.811403304897283e-30,2.0949089870597557e-17,-9.498466743113224e-30,-1.195630520809739e-47,6.417755140325217e-05,1.8152025387412356e-17,6.5118410531131375e-24,1.9990927175399785e-18,2.0860424801856665e-17,7.1989779759131005e-12,2.4687360892735953e-24,4.694549806736295e-22,5.534871679319046e-19,-4.772788080251148e-27,-1.022585912315254e-31,4.971966171588802e-32,-3.846507313301562e-31,0.00011632336415189968,3.0097654418992276e-15,8.906233456991698e-26,6.821206943459836e-29,8.939859978383497e-22,-6.455792652723035e-34
1.3245327550994879e-10,0.000539690409995138,0.0915567593028733,0.0,0.001290427748297415,0.4515105558310356,3.603303636363492e-42,0.4567837442983117,7.186131624814566e-19,4.895636209565581e-30,2.1111424409181832e-17,-1.1050359401304765e-29,-1.1965393551841115e-47,6.414505012100373e-05,1.8343844182969966e-17,6.507068719774887e-24,2.0106879267120583e-18,2.1073103368060758e-17,7.235810754770386e-12,2.4953203806260283e-24,6.033332878288162e-22,5.532540296938881e-19,-4.7539880288877755e-27,-1.030753613191486e-31,5.011016065455513e-32,-4.474948684753122e-31,0.00011686803547945785,3.0252414730048674e-15,8.989681863528702e-26,6.881816023945347e-29,9.062474090217106e-22,-1.217222500353259e-33
1.3319434399394582e-10,0.000539690409995138,0.0915567593028733,0.0,0.001289373151428788,0.45151057231255487,3.656751051882992e-42,0.4567832005183397,7.279310335703535e-19,4.980731434403353e-30,2.1273610069825516e-17,-1.2595590446599192e-29,-1.1974571493023155e-47,6.411208708238743e-05,1.8536558269111244e-17,6.502314018325468e-24,2.022210356259853e-18,2.128665772234723e-17,7.2726113530417835e-12,2.5222021731952303e-24,2.2385223722123566e-22,5.530174704548617e-19,-4.734979096643973e-27,-1.0616999822118835e-31,5.049950773860137e-32,-5.100692179433653e-31,0.0001174118154146713,3.0407048486891705e-15,9.073370950760335e-26,6.942497644942157e-29,9.185832240848773e-22,-1.78601189549561e-33
