Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),SX(53),CH3OX(46),CHOX2(61),CHO3X(93),CH2O3(187),CH2OX2(52),CHX(32),SX(489),SX(504),C2HOX(502),C2H4O(540),CH2X(63),SX(57),SX(394),CH2O2X(54)
0.015786222170962823,0.0028149649241145727,0.0915567593028733,0.0,0.00048805171056785107,0.4513765049379119,6.164489114696868e-08,0.4530879002776613,9.280891352143428e-11,9.700986947610146e-17,6.819282742816906e-12,9.07854767308793e-14,6.2226386905162e-26,9.808877231479368e-06,6.161392375527766e-08,3.413317255675813e-20,1.4919784825837994e-15,6.176362155459674e-11,7.111176449580411e-11,2.7090058756282012e-17,8.998834806426122e-22,3.7695086396020535e-20,8.88929128920028e-19,8.782753496071605e-24,7.6106789755227415e-28,3.257361387729873e-17,0.0038126502786205506,0.0001612188796885873,2.947353550768431e-20,5.737157565506179e-14,3.026418846081186e-18,7.485003271156521e-25,6.46228567064584e-23,1.1455489719777093e-14,1.5184275155874001e-25,1.532304361576595e-26,5.228504605935053e-37,5.520587508422164e-37,1.020056317471588e-34,6.66200637208198e-26,1.1520643531094766e-27,4.353772033917359e-41,9.6379181373388e-17,1.1352466554749256e-18
0.015943120210891556,0.0028149649241145727,0.0915567593028733,0.0,0.00048802105774556494,0.451375524100318,6.16435135161349e-08,0.4530883752127577,9.400863241054825e-11,9.700042158024123e-17,6.886031920121401e-12,9.126293759367803e-14,6.078518573192702e-26,9.808250513507992e-06,6.161134147566001e-08,3.4241509455687045e-20,1.5111647139108616e-15,6.175836232634263e-11,7.110737274637451e-11,2.7088313735925216e-17,8.998269509461859e-22,3.769277675764423e-20,8.903818435366552e-19,8.797868787451204e-24,7.684649995148343e-28,3.263000454192576e-17,0.003812175344843712,0.0001622000293733244,2.946917490700002e-20,5.792594013538877e-14,3.0421473033452957e-18,7.483435182973808e-25,6.461983196315728e-23,1.1583428768883777e-14,1.518076488815984e-25,1.5320477569168964e-26,5.2283809598307305e-37,5.52045646913979e-37,1.0200333032546177e-34,6.662318632744807e-26,1.15217644792053e-27,4.35835694203335e-41,9.744351622533717e-17,1.1462635484005606e-18
0.01610001825082029,0.0028149649241145727,0.0915567593028733,0.0,0.0004879906774230797,0.45137455203912025,6.164214557677181e-08,0.45308884589729054,9.521202964376563e-11,9.69910691440628e-17,6.952764356102551e-12,9.174009586697819e-14,5.938547461282737e-26,9.807629368909235e-06,6.160876525320393e-08,3.434888115090773e-20,1.5304084663020177e-15,6.175314747880553e-11,7.110302002534988e-11,2.7086598117602835e-17,8.99770923798531e-22,3.7690487645285763e-20,8.918342276715436e-19,8.81298020379481e-24,7.7585972357882105e-28,3.268638290656604e-17,0.003811704661620406,0.00016317239987167866,2.946485225022201e-20,5.848008844819447e-14,3.0578653877327553e-18,7.481881068072714e-25,6.461681636054786e-23,1.1711353858537064e-14,1.517728777027338e-25,1.53179383843149e-26,5.228268895326897e-37,5.520337711355796e-37,1.0200125382901578e-34,6.662629175872516e-26,1.1522906048786293e-27,4.3630105221153336e-41,9.850757394634227e-17,1.1572769131519495e-18
0.016256916290749022,0.0028149649241145727,0.0915567593028733,0.0,0.00048796056719368005,0.4513735886757962,6.164078831135356e-08,0.453089312369305,9.641907197366471e-11,9.698181354524545e-17,7.0194801281295005e-12,9.221695261081157e-14,5.802606885793706e-26,9.8070137484248e-06,6.160619610430604e-08,3.445529644539171e-20,1.5497092194251965e-15,6.174797768561992e-11,7.109870598827587e-11,2.708491124235401e-17,8.997153947607966e-22,3.768821887773926e-20,8.932862767972476e-19,8.828087708802508e-24,7.83252087484885e-28,3.274275321193706e-17,0.003811238190904673,0.00016413606973053398,2.9460567705325464e-20,5.903402259653506e-14,3.0735731477179994e-18,7.480340922271106e-25,6.461381094077456e-23,1.1839265078356954e-14,1.5173843829383455e-25,1.5315425806837553e-26,5.228168343463504e-37,5.520231162392329e-37,1.0199940095027305e-34,6.662939525216828e-26,1.1524068083227384e-27,4.3677307317813406e-41,9.957135796253728e-17,1.1682867759214826e-18
0.016413814330677755,0.0028149649241145727,0.0915567593028733,0.0,0.0004879307246716316,0.45137263393252613,6.163944257536557e-08,0.4530897746665058,9.762972646405507e-11,9.697265516705731e-17,7.086179312883868e-12,9.269350885898179e-14,5.670581786218957e-26,9.806403603226422e-06,6.16036349179386e-08,3.45607640361916e-20,1.5690664579591824e-15,6.174285349590372e-11,7.109443029369669e-11,2.708325250084033e-17,8.996603594328654e-22,3.7685970275381776e-20,8.947379741553148e-19,8.84319113824345e-24,7.906421087719845e-28,3.2799108710461285e-17,0.0038107758949912107,0.00016509111679416174,2.945632138218838e-20,5.95877445591887e-14,3.0892706306788e-18,7.478814727731558e-25,6.461081661251788e-23,1.196716251927183e-14,1.5170432961458943e-25,1.5312939583815077e-26,5.228079115945447e-37,5.5201366210997814e-37,1.0199776803330422e-34,6.663250628217406e-26,1.1525250352398973e-27,4.372515533549629e-41,1.0063487167566553e-16,1.1792931626062272e-18
0.016570712370606488,0.0028149649241145727,0.0915567593028733,0.0,0.00048790114749200445,0.4513716877321864,6.163810911139854e-08,0.45309023282625965,9.884396048617328e-11,9.696359339540787e-17,7.152861986365935e-12,9.316976559730417e-14,5.542360412687626e-26,9.805798884912235e-06,6.16010824697611e-08,3.466529251838537e-20,1.588479671528848e-15,6.173777534837201e-11,7.109019260312974e-11,2.7081621328307688e-17,8.996058134530229e-22,3.768374166015933e-20,8.961893067257473e-19,8.858290365983545e-24,7.980298047816339e-28,3.2855445114983324e-17,0.0038103177365123296,0.00016603761821050182,2.9452113339331846e-20,6.01412562909371e-14,3.1049578821762757e-18,7.477302454594265e-25,6.46078341657961e-23,1.2095046273277259e-14,1.516705493103927e-25,1.531047946721222e-26,5.228001024040962e-37,5.52005388874686e-37,1.0199635139665286e-34,6.663562114944907e-26,1.152645255650182e-27,4.3773629688960243e-41,1.0169811846146535e-16,1.1902960988116434e-18
0.01672761041053522,0.0028149649241145727,0.0915567593028733,0.0,0.0004878718333104939,0.45137074999834315,6.163678856185507e-08,0.453090686885599,1.0006174171496091e-10,9.695462765023237e-17,7.219528223900798e-12,9.364572378824577e-14,5.417834226072802e-26,9.805199545503095e-06,6.159853943484365e-08,3.476889038869069e-20,1.6079483546418086e-15,6.17327435840578e-11,7.108599258104035e-11,2.7080017199940263e-17,8.995517524976263e-22,3.7681532855573027e-20,8.976402708504245e-19,8.873385362507887e-24,8.054151926608368e-28,3.2911765306596563e-17,0.003809863678434915,0.00016697565043738817,2.9447943589992994e-20,6.069455972284347e-14,3.1206349467828236e-18,7.475804062450091e-25,6.460486428531036e-23,1.2222916433219259e-14,1.5163709504609455e-25,1.530804521173627e-26,5.227933874130057e-37,5.519982759745532e-37,1.0199514727576673e-34,6.663873355811345e-26,1.1527674414402422e-27,4.382271182810642e-41,1.027611016682562e-16,1.2012956098552676e-18
0.016884508450463954,0.0028149649241145727,0.0915567593028733,0.0,0.0004878427798032469,0.45136982065524617,6.163548148032075e-08,0.45309113688122493,1.012830381254734e-10,9.694575780637229e-17,7.286178100144465e-12,9.412138439516966e-14,5.296897802932503e-26,9.804605537438993e-06,6.159600639905289e-08,3.487156604871899e-20,1.6274720066272797e-15,6.172775845769242e-11,7.108182989481681e-11,2.707843962649652e-17,8.994981722807769e-22,3.767934368666532e-20,8.990908635269406e-19,8.888476104523555e-24,8.127982893631027e-28,3.2968072096055815e-17,0.003809413684057433,0.00016790528924872142,2.944381210755651e-20,6.124765676252721e-14,3.1363018688923447e-18,7.4743195016545285e-25,6.460190756238686e-23,1.235077309260111e-14,1.5160396505319611e-25,1.5305636575432946e-26,5.227877506558286e-37,5.519923065022219e-37,1.0199415256421294e-34,6.664184274254175e-26,1.1528915701745585e-27,4.387238379933091e-41,1.0382382461572081e-16,1.2122917207694662e-18
0.017041406490392687,0.0028149649241145727,0.0915567593028733,0.0,0.0004878139846666862,0.4513688996278232,6.163418834160839e-08,0.45309158284950984,1.0250781798943238e-10,9.693698381437204e-17,7.352811689089871e-12,9.459674837999557e-14,5.179448746387852e-26,9.80401681357548e-06,6.159348386910974e-08,3.4973327807947084e-20,1.6470501315773633e-15,6.172282014775465e-11,7.107770421474549e-11,2.7076888150467857e-17,8.994450685539963e-22,3.7677173980006634e-20,9.00541077159807e-19,8.903562520475388e-24,8.201791116499024e-28,3.30243639231469e-17,0.0038089677170069455,0.00016882660974058475,2.943971883034864e-20,6.180054929443661e-14,3.1519586926434323e-18,7.472848714484805e-25,6.45989645055257e-23,1.2478616345413574e-14,1.51571157644986e-25,1.5303253319413136e-26,5.227831781786569e-37,5.519874656805338e-37,1.0199336454887125e-34,6.664495156026514e-26,1.1530176214560563e-27,4.3922627974008117e-41,1.0488629059388286e-16,1.2232844563044235e-18
0.01719830453032142,0.0028149649241145727,0.0915567593028733,0.0,0.0004877854456173398,0.4513679868416732,6.163290955061812e-08,0.45309202482650063,1.0373604987189035e-10,9.69283053345039e-17,7.419429064072887e-12,9.507181668926002e-14,5.0653875999358213e-26,9.80343332718011e-06,6.159097228146172e-08,3.5074183886469815e-20,1.6666822382902105e-15,6.171792876533135e-11,7.107361521398643e-11,2.7075362342811697e-17,8.993924371059045e-22,3.767502356368189e-20,9.019909037519698e-19,8.918644534156336e-24,8.275576760933326e-28,3.30806384420642e-17,0.0038085257412361767,0.00016973968633730431,2.943566366586248e-20,6.23532391801166e-14,3.1676054614572993e-18,7.471391636159907e-25,6.459603554970608e-23,1.2606446285986001e-14,1.5153867074782535e-25,1.530089520769538e-26,5.227796558899734e-37,5.519837385789807e-37,1.019927804896393e-34,6.66480616091265e-26,1.1531455734373595e-27,4.397342722990554e-41,1.059485028622533e-16,1.2342738409314515e-18
0.017355202570250153,0.0028149649241145727,0.0915567593028733,0.0,0.0004877571603916681,0.4513670822230608,6.163164545021689e-08,0.45309246284792154,1.0496770262798046e-10,9.691972180723137e-17,7.486030297778215e-12,9.554659025036326e-14,4.9546177623896025e-26,9.802855031928935e-06,6.158847201017349e-08,3.5174142417532807e-20,1.6863678402146834e-15,6.171308436199451e-11,7.106956256854875e-11,2.707386180005684e-17,8.993402737619038e-22,3.767289226727739e-20,9.03440338844288e-19,8.933722105697585e-24,8.349339990786776e-28,3.313689586519191e-17,0.003808087721020584,0.00017064459279745578,2.943164649451241e-20,6.290572825847525e-14,3.1832422179162184e-18,7.469948195747662e-25,6.459312106466184e-23,1.2734263008854715e-14,1.5150650199569143e-25,1.529856200712482e-26,5.227771694849981e-37,5.5198111003881616e-37,1.0199239760461032e-34,6.665117213556201e-26,1.1532754033431972e-27,4.402476512125669e-41,1.0701046464912244e-16,1.2452598988460402e-18
0.017512100610178886,0.0028149649241145727,0.0915567593028733,0.0,0.0004877291267458943,0.4513661856989101,6.163039632827729e-08,0.4530928969491768,1.0620274539974542e-10,9.691123268740029e-17,7.552615462245263e-12,9.602106997856122e-14,4.847045404583856e-26,9.802281881902982e-06,6.158598337397603e-08,3.527321144984435e-20,1.706106455396343e-15,6.17082869368349e-11,7.106554595726641e-11,2.7072386141643188e-17,8.992885743838597e-22,3.767077992186764e-20,9.04889379631719e-19,8.948795212038586e-24,8.423080968062262e-28,3.3193137422888445e-17,0.003807653620955464,0.0001715414022198177,2.9427667172985014e-20,6.345801834604557e-14,3.1988690039996728e-18,7.468518316973844e-25,6.459022136227432e-23,1.2862066608646197e-14,1.5147464903583105e-25,1.5296253487272864e-26,5.227757052903216e-37,5.519795655683511e-37,1.0199221323503828e-34,6.665428202971548e-26,1.1534070895003303e-27,4.4076625770893986e-41,1.0807217915096954e-16,1.2562426539707568e-18
0.01766899865010762,0.0028149649241145727,0.0915567593028733,0.0,0.00048770134245583685,0.45136529719679924,6.162916242394578e-08,0.4530933271653541,1.0744114761305006e-10,9.690283750591481e-17,7.619184628873973e-12,9.64952567823422e-14,4.7425793888788993e-26,9.801713831584844e-06,6.158350664254412e-08,3.53713989497033e-20,1.7258976064249218e-15,6.170353644272303e-11,7.106156506177446e-11,2.707093500753064e-17,8.992373348697923e-22,3.7668686360002626e-20,9.063380220973185e-19,8.963863817181796e-24,8.496799852929406e-28,3.324936300352578e-17,0.003807223405953094,0.00017243018704927107,2.94237255372204e-20,6.401011123724625e-14,3.2144858612663533e-18,7.467101918940967e-25,6.458733670315548e-23,1.298985717997384e-14,1.514431096106698e-25,1.5293969420351496e-26,5.2277525063816394e-37,5.519790917424359e-37,1.0199222491823236e-34,6.665739121255726e-26,1.1535406118043382e-27,4.412899371628264e-41,1.0913364953198606e-16,1.2672221299582695e-18
0.017825896690036352,0.0028149649241145727,0.0915567593028733,0.0,0.0004876738053167417,0.45136441664495375,6.162794393319942e-08,0.45309375353122683,1.0868287897457418e-10,9.689453577392857e-17,7.685737868430574e-12,9.696915156205582e-14,4.64113119150876e-26,9.801150835855199e-06,6.158104204206148e-08,3.546871280297537e-20,1.7457408203831291e-15,6.169883279185596e-11,7.105761956648504e-11,2.706950805611642e-17,8.991865511535634e-22,3.7666611415694836e-20,9.07786261532862e-19,8.978927877636386e-24,8.5704968037456e-28,3.330557162731782e-17,0.00380679704123988,0.00017331101908264743,2.9419821405051635e-20,6.456200870463742e-14,3.230092830810911e-18,7.465698916763988e-25,6.458446730248431e-23,1.3117634817347238e-14,1.514118814356547e-25,1.5291709581127204e-26,5.227757935056019e-37,5.5197967581892114e-37,1.0199243031722679e-34,6.666050021680253e-26,1.1536759507542805e-27,4.418185391848772e-41,1.1019487892369714e-16,1.278198350194345e-18
0.017982794729965085,0.0028149649241145727,0.0915567593028733,0.0,0.0004876465131431168,0.4513635439722416,6.162674101377215e-08,0.45309417608125696,1.0992790946887714e-10,9.68863269174499e-17,7.7522752510533e-12,9.744275520693365e-14,4.542614827235249e-26,9.800592849989438e-06,6.157858976015527e-08,3.556516081692643e-20,1.7656356287967314e-15,6.16941758606725e-11,7.105370915856374e-11,2.706810496240606e-17,8.99136219204571e-22,3.7664554924406723e-20,9.092340943373813e-19,8.993987361140536e-24,8.644171977077849e-28,3.3361762985019305e-17,0.003806374492353549,0.00017418396947452302,2.9415954578542266e-20,6.511371249917476e-14,3.245689953167229e-18,7.464309222133e-25,6.458161333518093e-23,1.3245399615092542e-14,1.5138096211657455e-25,1.5289473746843559e-26,5.2277732212292576e-37,5.519813053224672e-37,1.019928271443711e-34,6.666360931426392e-26,1.1538130867756655e-27,4.4235191833001725e-41,1.1125587042467505e-16,1.289171337800737e-18
0.018139692769893818,0.0028149649241145727,0.0915567593028733,0.0,0.00048761946376856794,0.45136267910816685,6.162555378953497e-08,0.45309459484959813,1.1117620935552516e-10,9.687821030842143e-17,7.81879684625805e-12,9.791606859525595e-14,4.446946775986262e-26,9.800039829654272e-06,6.157614995028324e-08,3.5660750721914056e-20,1.7855815675857253e-15,6.168956549422039e-11,7.104983352790632e-11,2.7066725416364492e-17,8.990863350274453e-22,3.7662516723038176e-20,9.106815179965433e-19,9.009042246476159e-24,8.717825527722723e-28,3.3417937449550734e-17,0.0038059557251403577,0.00017504910874296226,2.9412124846061525e-20,6.566522435046097e-14,3.261277268316528e-18,7.462932743812426e-25,6.457877494050753e-23,1.3373151667282439e-14,1.5135034919180225e-25,1.5287261697154012e-26,5.227798249602239e-37,5.51983968030603e-37,1.019934131587098e-34,6.666671835979288e-26,1.1539520004366354e-27,4.428899339414223e-41,1.1231662710032923e-16,1.3001411156380689e-18
0.01829659080982255,0.0028149649241145727,0.0915567593028733,0.0,0.0004875926550456354,0.4513618219828643,6.162438235439564e-08,0.4530950098700984,1.1242774916627797e-10,9.68701853167829e-17,7.88530272294398e-12,9.838909259642269e-14,4.3540459115175404e-26,9.799491730904388e-06,6.157372273564016e-08,3.5755490172956175e-20,1.8055781770165205e-15,6.1685001510042e-11,7.104599236711535e-11,2.7065369121430193e-17,8.99036894661745e-22,3.766049664991407e-20,9.121285299254616e-19,9.024092511467502e-24,8.791457608724078e-28,3.347409513247945e-17,0.003805540705752322,0.00017590650677520975,2.940833198412951e-20,6.621654596699273e-14,3.2768548157591816e-18,7.46156938808441e-25,6.457595222616412e-23,1.3500891067674539e-14,1.5132004020132394e-25,1.528507321406069e-26,5.227832908802423e-37,5.519876521364513e-37,1.0199418619580373e-34,6.666982716403652e-26,1.1540926728637228e-27,4.4343244945679386e-41,1.1337715198276114e-16,1.3111077063087059e-18
0.018453488849751284,0.0028149649241145727,0.0915567593028733,0.0,0.00048756608484563316,0.4513609725270936,6.162322677576614e-08,0.45309542117630236,1.1368249970233209e-10,9.68622513181077e-17,7.951792949399073e-12,9.886182807188467e-14,4.26383343220215e-26,9.798948510179135e-06,6.157130821263151e-08,3.5849386751194935e-20,1.8256250016551522e-15,6.168048370162673e-11,7.104218537147726e-11,2.7064035793202078e-17,8.989878941816598e-22,3.7658494544772023e-20,9.135751272096968e-19,9.039138130310702e-24,8.86506837139234e-28,3.3530235688790054e-17,0.003805129400644487,0.00017675623283333085,2.940457575905502e-20,6.676767903640677e-14,3.2924226345483973e-18,7.460219059141897e-25,6.457314527193087e-23,1.3628617909657395e-14,1.5129003269774175e-25,1.528290808185672e-26,5.227877091681901e-37,5.5199234628062355e-37,1.0199514417354422e-34,6.667293572841377e-26,1.1542350857562425e-27,4.439793321504456e-41,1.144374480706824e-16,1.322071132159588e-18
0.018610386889680017,0.0028149649241145727,0.0915567593028733,0.0,0.00048753975105848694,0.45136013067223396,6.162208709764084e-08,0.45309582880145505,1.1494043203161773e-10,9.685440767192905e-17,8.018267593305645e-12,9.933427587466201e-14,4.176232793919091e-26,9.798410124299217e-06,6.156890645395741e-08,3.594244796526796e-20,1.845721590321417e-15,6.167601184147329e-11,7.10384122389394e-11,2.706272515828286e-17,8.98939329695714e-22,3.7656510248750263e-20,9.15021307226022e-19,9.05417908004449e-24,8.938657965323997e-28,3.35863588557726e-17,0.0038047217765722033,0.00017759835555980282,2.9400855928387004e-20,6.731862522572239e-14,3.3079807632766914e-18,7.458881659436488e-25,6.457035413290175e-23,1.3756332286203284e-14,1.5126032421912672e-25,1.5280766087072017e-26,5.227930694304716e-37,5.519980394437067e-37,1.019962850724007e-34,6.667604415660201e-26,1.1543792211378684e-27,4.4453045330186686e-41,1.1549751832938435e-16,1.3330314152850243e-18
0.01876728492960875,0.0028149649241145727,0.0915567593028733,0.0,0.0004875136515925773,0.4513592963502785,6.162096334332971e-08,0.45309623277850314,1.1620151748614583e-10,9.684665371214253e-17,8.084726721745807e-12,9.980643684902835e-14,4.0911696449168457e-26,9.797876530463437e-06,6.156651751135123e-08,3.603468125258865e-20,1.865867496043867e-15,6.167158568380604e-11,7.103467267008743e-11,2.7061436953246074e-17,8.988911973464697e-22,3.765454360437546e-20,9.164670678893206e-19,9.069215343134148e-24,9.012226538421008e-28,3.364246467782633e-17,0.0038043178005884425,0.00017843294298305505,2.9397172242200623e-20,6.786938618157955e-14,3.323529240067649e-18,7.457557089986295e-25,6.45675788423552e-23,1.3884034289827078e-14,1.5123091227759003e-25,1.527864701842363e-26,5.2279936150900475e-37,5.5200472085531284e-37,1.0199760691870703e-34,6.667915249933276e-26,1.1545250612250821e-27,4.450856881904759e-41,1.1655736569075197e-16,1.3439885775294493e-18
0.018924182969537483,0.0028149649241145727,0.0915567593028733,0.0,0.00048748778437458025,0.4513584694938284,6.161985551788756e-08,0.4530966331400988,1.1746572765940104e-10,9.683898875766088e-17,8.151170401206853e-12,1.002783118309616e-13,4.0085717625424334e-26,9.797347686245457e-06,6.156414141801393e-08,3.612609398054506e-20,1.886062276015714e-15,6.166720496698709e-11,7.103096636812279e-11,2.7060170923708e-17,8.988434933102389e-22,3.765259445555093e-20,9.17912407289365e-19,9.084246903712296e-24,9.085774236908836e-28,3.36985532188766e-17,0.0038039174400411255,0.0001792600625229603,2.939352444423787e-20,6.841996353047937e-14,3.3390681025935267e-18,7.456245250648472e-25,6.456481941430667e-23,1.4011724012550429e-14,1.5120179437408298e-25,1.5276550666770294e-26,5.2280657547294635e-37,5.520123799854244e-37,1.0199910778304698e-34,6.668226073365136e-26,1.1546725884865127e-27,4.45644915803316e-41,1.1761699305332841e-16,1.354942640490191e-18
0.019081081009466216,0.0028149649241145727,0.0915567593028733,0.0,0.00048746214734931204,0.451357650036088,6.16187636102743e-08,0.45309702991860173,1.1873303440377839e-10,9.683141212419843e-17,8.217598697586647e-12,1.0074990164868533e-13,3.928368991785688e-26,9.796823549590584e-06,6.156177819077876e-08,3.621669344762744e-20,1.9063054915513486e-15,6.166286941565869e-11,7.102729303884043e-11,2.705892682350163e-17,8.987962137967912e-22,3.765066264754469e-20,9.193573234403252e-19,9.099273744989105e-24,9.15930120535465e-28,3.375462436665712e-17,0.003803520662570486,0.00018007978099627685,2.938991227291936e-20,6.897035887901341e-14,3.354597388095674e-18,7.454946040360659e-25,6.456207584577741e-23,1.4139401545870631e-14,1.5117296801446007e-25,1.5274476825070376e-26,5.228147016356e-37,5.520210065624981e-37,1.0200078578355277e-34,6.668536883216071e-26,1.1548217857164528e-27,4.462080186012963e-41,1.1867640328239823e-16,1.3658936255201538e-18
0.01923797904939495,0.0028149649241145727,0.0915567593028733,0.0,0.0004874367384795726,0.4513568379108592,6.161768759527398e-08,0.45309742314608226,1.2000340982806148e-10,9.682392312526666e-17,8.284011676198893e-12,1.0122120712281403e-13,3.850493185617093e-26,9.796304078812566e-06,6.155942783203499e-08,3.630648688449295e-20,1.9265967080437977e-15,6.165857874264408e-11,7.10236523906067e-11,2.7057704413945566e-17,8.987493550490696e-22,3.764874802697781e-20,9.208018144303245e-19,9.114295850818727e-24,9.23280758668574e-28,3.381067796974432e-17,0.003803127436106446,0.00018089216462204168,2.9386335462240744e-20,6.952057381410032e-14,3.370117133391948e-18,7.453659357354385e-25,6.455934811881134e-23,1.4267066980733697e-14,1.5114443071133843e-25,1.527242528834218e-26,5.228237305436709e-37,5.520305905621436e-37,1.0200263908381007e-34,6.668847680252812e-26,1.1549726360127066e-27,4.4677488248110326e-41,1.1973559921012216e-16,1.3768415537305138e-18
0.019394877089323682,0.0028149649241145727,0.0915567593028733,0.0,0.0004874115557459931,0.451356033052536,6.16166274351996e-08,0.4530978128543231,1.2127682629494005e-10,9.68165210680654e-17,8.350409401778433e-12,1.0169222906634235e-13,3.7748781470814347e-26,9.795789232590474e-06,6.155709033143674e-08,3.639548145497247e-20,1.946935494922689e-15,6.165433265063385e-11,7.10200441343373e-11,2.7056503463193135e-17,8.987029133429035e-22,3.764685044181276e-20,9.222458785832261e-19,9.129313207391911e-24,9.306293522207673e-28,3.3866713983840457e-17,0.0038027377288660253,0.00018169727902691597,2.938279374256671e-20,7.007060990321035e-14,3.3856273748785653e-18,7.452385099343751e-25,6.455663620226559e-23,1.4394720407511185e-14,1.511161799792615e-25,1.52703958536268e-26,5.228336529449512e-37,5.520411221728616e-37,1.0200466588655505e-34,6.669158466930463e-26,1.1551251227110591e-27,4.4734539674700406e-41,1.2079458363568035e-16,1.3877864459933644e-18
0.019551775129252415,0.0028149649241145727,0.0915567593028733,0.0,0.00048738659714688286,0.45135523539609934,6.1615583081407e-08,0.45309819907482296,1.2255325641856456e-10,9.680920525298114e-17,8.416791938486455e-12,1.0216296828478744e-13,3.701459573084299e-26,9.795278969965516e-06,6.155476566742095e-08,3.648368425702245e-20,1.967321425613067e-15,6.165013083368114e-11,7.101646798347568e-11,2.7055323745649035e-17,8.986568849867294e-22,3.764496974134188e-20,9.236895143795385e-19,9.14432580242389e-24,9.379759151622262e-28,3.392273241567408e-17,0.0038023515093507693,0.00018249518925048225,2.937928684133356e-20,7.062046869459598e-14,3.40112814853723e-18,7.451123163691934e-25,6.455394005340176e-23,1.4522361915980314e-14,1.5108821333453745e-25,1.5268388319953308e-26,5.22844459763976e-37,5.52052591770244e-37,1.0200686442892644e-34,6.669469244644545e-26,1.1552792293561744e-27,4.479194539712997e-41,1.2185335932545654e-16,1.398728322944354e-18
0.019708673169181148,0.0028149649241145727,0.0915567593028733,0.0,0.00048736186069807765,0.4513544448771118,6.161455447564018e-08,0.4530985818387983,1.238326730621366e-10,9.680197497707276e-17,8.483159349915633e-12,1.0263342557642313e-13,3.6301749998064394e-26,9.79477325033797e-06,6.155245380855623e-08,3.657110232362987e-20,1.987754077494673e-15,6.164597297852789e-11,7.101292365397137e-11,2.705416504144843e-17,8.986112663213104e-22,3.7643105776176e-20,9.251327203244785e-19,9.159333623791789e-24,9.453204613044717e-28,3.3978733221493416e-17,0.0038019687463441997,0.00018328595975049492,2.937581448367135e-20,7.117015171751137e-14,3.4166194899452063e-18,7.449873447558213e-25,6.455125961929913e-23,1.4649991595307036e-14,1.5106052830020995e-25,1.5266402488306148e-26,5.228561420938211e-37,5.52064989908331e-37,1.0200923298086565e-34,6.669780013489939e-26,1.155434939711796e-27,4.4849694983321575e-41,1.2291192901322704e-16,1.4096672049852624e-18
0.01986557120910988,0.0028149649241145727,0.0915567593028733,0.0,0.00048733734443278954,0.45135366143171224,6.161354155122613e-08,0.45309896117718623,1.2511504933553261e-10,9.679482953700359e-17,8.549511699095289e-12,1.0310360173243602e-13,3.560963749697913e-26,9.79427203346407e-06,6.155015471474146e-08,3.665774262367317e-20,2.008233031861994e-15,6.164185876578063e-11,7.100941086425847e-11,2.7053027135993876e-17,8.985660537194573e-22,3.764125839823308e-20,9.26575494955515e-19,9.174336659620727e-24,9.526630043021539e-28,3.4034716320984154e-17,0.003801589408909286,0.0001840696544080829,2.9372376392953995e-20,7.171966048243741e-14,3.4321014342828503e-18,7.448635848027643e-25,6.454859483811065e-23,1.4777609534031683e-14,1.510331224102141e-25,1.526443816159445e-26,5.228686911916693e-37,5.520783073149666e-37,1.0201176984425262e-34,6.670090773539963e-26,1.1555922377680282e-27,4.490777830279755e-41,1.2397029540038257e-16,1.4206031122865834e-18
0.020022469249038614,0.0028149649241145727,0.0915567593028733,0.0,0.0004873130464014588,0.45135288499661114,6.16125442341365e-08,0.45309933712064693,1.2640035859295999e-10,9.678776822944733e-17,8.615849048496426e-12,1.0357349753701054e-13,3.493766880014963e-26,9.793775279452982e-06,6.154786833827068e-08,3.6743612062745756e-20,2.028757873884761e-15,6.163778787095322e-11,7.100592933523463e-11,2.7051909819543022e-17,8.985212435857566e-22,3.7639427460727046e-20,9.280178369114887e-19,9.189334899009116e-24,9.600035576547424e-28,3.409068166181556e-17,0.003801213466385949,0.00018484633653290667,2.9368972291286095e-20,7.226899648129767e-14,3.4475740163387095e-18,7.447410262225379e-25,6.454594564017852e-23,1.4905215820056933e-14,1.5100599321016744e-25,1.526249514462295e-26,5.228820984689066e-37,5.520925348813278e-37,1.020144733509747e-34,6.670401525504892e-26,1.1557511077274021e-27,4.496618552086017e-41,1.250284611561538e-16,1.4315360647900623e-18
