Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44),CH2OX2(50),CHO3X(91)
7.635644089444705e-10,0.0026772599839999995,0.1557,0.0,0.007635749998050556,0.6422578892535995,0.2019,0.0,0.0,9.864007114070269e-39,0.0,-1.0378008863116972e-43,-3.771854926752332e-72,0.00020263077691961063,0.0,0.0,0.0,4.572328793181365e-44,0.0,2.7965289901827628e-42,0.0,0.0,1.1121962453886953e-43,1.424877084795412e-48,0.0,-6.50929560254876e-45,0.0,4.079535794184744e-05,6.644810266411054e-49,1.116392346064402e-47,0.0,-2.7521774336324573e-47,3.5595679658514025e-45,0.0
7.718983106620422e-10,0.0026772599839999995,0.1557,0.0,0.0076352624886404374,0.6422573954673347,0.2019,0.0,0.0,9.971631369881434e-39,0.0,-1.0362439555322114e-43,-3.822491069650125e-72,0.00020261822321041316,0.0,0.0,0.0,4.671233532955858e-44,0.0,2.8575056208034193e-42,0.0,0.0,1.1111738159815404e-43,1.4227077071343144e-48,0.0,-6.499548903145342e-45,0.0,4.129542106116318e-05,6.715852429652912e-49,1.1283974407409053e-47,0.0,-2.7780672580269343e-47,3.598011532845865e-45,0.0
7.802322123796139e-10,0.0026772599839999995,0.1557,0.0,0.0076347750805753675,0.6422569017834552,0.2019,0.0,0.0,1.0079254878997935e-38,0.0,-1.0346885648722196e-43,-3.873051206702472e-72,0.00020260567158151958,0.0,0.0,0.0,4.771189672716367e-44,0.0,2.919133777243627e-42,0.0,0.0,1.1101717773781203e-43,1.4220612962188854e-48,0.0,-6.489811678949365e-45,0.0,4.1795380755127164e-05,6.786882252656684e-49,1.1403999472938207e-47,0.0,-2.8036625238516564e-47,3.636446132950779e-45,0.0
7.885661140971856e-10,0.0026772599839999995,0.1557,0.0,0.00763428777373964,0.6422564082018891,0.2019,0.0,0.0,1.018687764163823e-38,0.0,-1.0331346834432038e-43,-3.9235354123515684e-72,0.00020259312212045287,0.0,0.0,0.0,4.872196735735555e-44,0.0,2.9814132438623197e-42,0.0,0.0,1.1091903032039057e-43,1.4214579069008358e-48,0.0,-6.48008373786595e-45,0.0,4.229523705192161e-05,6.857862250242354e-49,1.152397226050087e-47,0.0,-2.8289656654488927e-47,3.6748717669514426e-45,0.0
7.969000158147573e-10,0.0026772599839999995,0.1557,0.0,0.007633800568031992,0.6422559147225712,0.2019,0.0,0.0,1.0294499658020677e-38,0.0,-1.0315822799798627e-43,-3.9739437596122704e-72,0.00020258057489990497,0.0,0.0,0.0,4.97425424555128e-44,0.0,3.044343805075344e-42,0.0,0.0,1.1082295704884513e-43,1.4190235305405675e-48,0.0,-6.470364885423872e-45,0.0,4.279498998011832e-05,6.92880208144077e-49,1.1643901369483124e-47,0.0,-2.8539790942233837e-47,3.713288442473325e-45,0.0
8.05233917532329e-10,0.0026772599839999995,0.1557,0.0,0.007633313463363157,0.6422554213454422,0.2019,0.0,0.0,1.0402120928363529e-38,0.0,-1.0300313290920763e-43,-4.0242763200686365e-72,0.0002025680299802482,0.0,0.0,0.0,5.07736172520659e-44,0.0,3.107925245390513e-42,0.0,0.0,1.1072897083441487e-43,1.418286628050789e-48,0.0,-6.46065496397892e-45,0.0,4.329463956861063e-05,6.99973724292846e-49,1.176381022074426e-47,0.0,-2.8787051988287204e-47,3.751696162206351e-45,0.0
8.135678192499006e-10,0.0026772599839999995,0.1557,0.0,0.007632826459653861,0.6422549280704487,0.2019,0.0,0.0,1.0509741452884953e-38,0.0,-1.0284817996527835e-43,-4.074533163864609e-72,0.00020255548741159802,0.0,0.0,0.0,5.181518699137373e-44,0.0,3.172157349467796e-42,0.0,0.0,1.1063708860673466e-43,1.418134006639494e-48,0.0,-6.450953779899637e-45,0.0,4.3794185846557634e-05,7.070622786839686e-49,1.188366647054434e-47,0.0,-2.903146345343428e-47,3.79009492555494e-45,0.0
8.219017209674723e-10,0.0026772599839999995,0.1557,0.0,0.007632339556833151,0.64225443489754,0.2019,0.0,0.0,1.0617361231803006e-38,0.0,-1.0269336582461594e-43,-4.1247143596887793e-72,0.00020254294723552542,0.0,0.0,0.0,5.286724691878913e-44,0.0,3.2370399020247186e-42,0.0,0.0,1.1054732909708163e-43,1.415394027668424e-48,0.0,-6.441261125189393e-45,0.0,4.429362884333773e-05,7.141460868611497e-49,1.2003474178461482e-47,0.0,-2.9273048774672037e-47,3.828484740325321e-45,0.0
8.30235622685044e-10,0.0026772599839999995,0.1557,0.0,0.007631852754837016,0.6422539418266694,0.2019,0.0,0.0,1.0724980265335658e-38,0.0,-1.0253868798986223e-43,-4.174819974760412e-72,0.0002025304094864883,0.0,0.0,0.0,5.392979226549273e-44,0.0,3.30257268786207e-42,0.0,0.0,1.104597042461151e-43,1.41456927127162e-48,0.0,-6.4315768447758e-45,0.0,4.4792968588509976e-05,7.212304540958756e-49,1.212326919420126e-47,0.0,-2.951183116692735e-47,3.866865610381183e-45,0.0
8.385695244026157e-10,0.0026772599839999995,0.1557,0.0,0.007631366053607202,0.6422534488577927,0.2019,0.0,0.0,1.083259855370077e-38,0.0,-1.0238414333495228e-43,-4.2248500748185484e-72,0.00020251787419303031,0.0,0.0,0.0,5.500281828218073e-44,0.0,3.368755491950411e-42,0.0,0.0,1.1037423032907571e-43,1.4151460625331587e-48,0.0,-6.421900744149968e-45,0.0,4.529220511178153e-05,7.283099035860854e-49,1.2243011280513576e-47,0.0,-2.974783362470268e-47,3.905237533784634e-45,0.0
8.469034261201874e-10,0.0026772599839999995,0.1557,0.0,0.007630879453090255,0.6422529559908687,0.2019,0.0,0.0,1.0940216097116123e-38,0.0,-1.0222972825348038e-43,-4.274804724114314e-72,0.0002025053413787778,0.0,0.0,0.0,5.608632022965898e-44,0.0,3.435588099307397e-42,0.0,0.0,1.102909276224399e-43,1.4120854990393108e-48,0.0,-6.412232598669955e-45,0.0,4.5791338442980756e-05,7.353833362174013e-49,1.2362696065370945e-47,0.0,-2.998107892418426e-47,3.9436005183175225e-45,0.0
8.552373278377591e-10,0.0026772599839999995,0.1557,0.0,0.007630392953236714,0.6422524632258575,0.2019,0.0,0.0,1.1047832895799385e-38,0.0,-1.020754403205514e-43,-4.32468398540266e-72,0.00020249281106326538,0.0,0.0,0.0,5.71802933430122e-44,0.0,3.503070295017142e-42,0.0,0.0,1.1020980704325539e-43,1.410950185225331e-48,0.0,-6.402572257768118e-45,0.0,4.62903686120348e-05,7.424585014027507e-49,1.2482377097076467e-47,0.0,-3.0211589624911673e-47,3.9819545693019895e-45,0.0
8.635712295553308e-10,0.0026772599839999995,0.1557,0.0,0.0076299065540004415,0.6422519705627208,0.2019,0.0,0.0,1.1155448949968138e-38,0.0,-1.019212764664071e-43,-4.374487919930741e-72,0.0002024802832626213,0.0,0.0,0.0,5.828473287765825e-44,0.0,3.571201864361864e-42,0.0,0.0,1.1013088361647748e-43,1.4124960183268737e-48,0.0,-6.392919530427543e-45,0.0,4.678929564895108e-05,7.495291407221294e-49,1.2602007180867792e-47,0.0,-3.0439388071214947e-47,4.020299683524045e-45,0.0
8.719051312729025e-10,0.0026772599839999995,0.1557,0.0,0.007629420255338074,0.6422514780014221,0.2019,0.0,0.0,1.1263064259839871e-38,0.0,-1.0176723273591982e-43,-4.424216587425625e-72,0.0002024677579901372,0.0,0.0,0.0,5.939963411197568e-44,0.0,3.6399825926642817e-42,0.0,0.0,1.1005417975675836e-43,1.4091348267829494e-48,0.0,-6.383274170101072e-45,0.0,4.728811958380188e-05,7.565919707788614e-49,1.2721567251229866e-47,0.0,-3.0664496394431984e-47,4.0586358684695014e-45,0.0
8.802390329904742e-10,0.0026772599839999995,0.1557,0.0,0.007628934057208558,0.6422509855419258,0.2019,0.0,0.0,1.137067882563197e-38,0.0,-1.0161330677175574e-43,-4.473870046085067e-72,0.00020245523525674511,0.0,0.0,0.0,6.052499228344195e-44,0.0,3.709412265287594e-42,0.0,0.0,1.0997970547735369e-43,1.4073643465271212e-48,0.0,-6.373636030419427e-45,0.0,4.7786840446711384e-05,7.63657835896212e-49,1.2841133846635933e-47,0.0,-3.0886936514521607e-47,4.096963131028529e-45,0.0
8.885729347080459e-10,0.0026772599839999995,0.1557,0.0,0.0076284479595727555,0.6422504931841974,0.2019,0.0,0.0,1.147829264756173e-38,0.0,-1.0145949566031013e-43,-4.5234483525673085e-72,0.000202442715071414,0.0,0.0,0.0,6.166080264763312e-44,0.0,3.779490667828385e-42,0.0,0.0,1.099074736884718e-43,1.410180754331071e-48,0.0,-6.364004930119575e-45,0.0,4.828545826784499e-05,7.707200941935532e-49,1.2960655145769016e-47,0.0,-3.110673014120572e-47,4.135281466791615e-45,0.0
8.969068364256176e-10,0.0026772599839999995,0.1557,0.0,0.007627961962393135,0.6422500009282027,0.2019,0.0,0.0,1.1585905725846353e-38,0.0,-1.0130579500241446e-43,-4.5729515619791e-72,0.00020243019744148002,0.0,0.0,0.0,6.280706050556913e-44,0.0,3.8502175859184584e-42,0.0,0.0,1.0983750965178557e-43,1.406636608468476e-48,0.0,-6.354380594773087e-45,0.0,4.878397307740037e-05,7.777720795771597e-49,1.3080088475136508e-47,0.0,-3.132389877642276e-47,4.1735908828593005e-45,0.0
9.052407381431893e-10,0.0026772599839999995,0.1557,0.0,0.007627476065633495,0.6422495087739089,0.2019,0.0,0.0,1.1693518060702941e-38,0.0,-1.0115220248356083e-43,-4.622379727868023e-72,0.0002024176823729199,0.0,0.0,0.0,6.396376109889249e-44,0.0,3.921592805190986e-42,0.0,0.0,1.0976982286840142e-43,1.4037469854524192e-48,0.0,-6.34476288065895e-45,0.0,4.9282384905600035e-05,7.848284156345017e-49,1.319953922950639e-47,0.0,-3.1538463715977907e-47,4.2118913876802714e-45,0.0
9.13574639860761e-10,0.0026772599839999995,0.1557,0.0,0.007626990269258751,0.6422490167212831,0.2019,0.0,0.0,1.1801129652348502e-38,0.0,-1.0099871549509714e-43,-4.671732902212939e-72,0.00020240516987057904,0.0,0.0,0.0,6.5130899676334e-44,0.0,3.993616111559178e-42,0.0,0.0,1.0970442287114073e-43,1.4081692498053714e-48,0.0,-6.335151625599505e-45,0.0,4.978069378268522e-05,7.918828597736946e-49,1.3318956125795314e-47,0.0,-3.175044605019566e-47,4.2501829755884446e-45,0.0
9.302424432959044e-10,0.0026772599839999995,0.1557,0.0,0.007626018977528162,0.6422480329209068,0.2019,0.0,0.0,1.201635060687411e-38,0.0,-1.006920417903196e-43,-4.770214476476374e-72,0.0002023801525793093,0.0,0.0,0.0,6.749647194908185e-44,0.0,4.139606129397066e-42,0.0,0.0,1.0958057682628336e-43,1.403798461997056e-48,0.0,-6.31594747488898e-45,0.0,5.07770028045427e-05,8.059714105145703e-49,1.3557599617419744e-47,0.0,-3.2166746255603763e-47,4.326739430880693e-45,0.0
9.469102467310476e-10,0.0026772599839999995,0.1557,0.0,0.007625048086936641,0.6422470495268207,0.2019,0.0,0.0,1.2231568591157373e-38,0.0,-1.0038574799919401e-43,-4.868396668930455e-72,0.00020235514559027246,0.0,0.0,0.0,6.990373951403453e-44,0.0,4.288185927951182e-42,0.0,0.0,1.0946608672986412e-43,1.402231021999334e-48,0.0,-6.296766530219728e-45,0.0,5.177290038510177e-05,8.200506114494313e-49,1.3796112166109572e-47,0.0,-3.2572964084867403e-47,4.403260273609341e-45,0.0
9.63578050166191e-10,0.0026772599839999995,0.1557,0.0,0.007624077597228149,0.6422460665387758,0.2019,0.0,0.0,1.2446783606930983e-38,0.0,-1.0007980685968531e-43,-4.966279837554457e-72,0.00020233014891732977,0.0,0.0,0.0,7.235266471165035e-44,0.0,4.439353797333078e-42,0.0,0.0,1.0936107723627928e-43,1.4010593463392893e-48,0.0,-6.277607092877513e-45,0.0,5.2768386766537376e-05,8.341173987189736e-49,1.4034470597549505e-47,0.0,-3.296926105503428e-47,4.479745537247535e-45,0.0
9.802458536013344e-10,0.0026772599839999995,0.1557,0.0,0.0076231075081528024,0.6422450839565259,0.2019,0.0,0.0,1.2661995655926145e-38,0.0,-9.977419210074749e-44,-5.063864314110874e-72,0.00020230516256821224,0.0,0.0,0.0,7.484320991015141e-44,0.0,4.593108029236558e-42,0.0,0.0,1.092656720738167e-43,1.3996420913014375e-48,0.0,-6.25846752610337e-45,0.0,5.376346219100015e-05,8.481715619056034e-49,1.4272674216356256e-47,0.0,-3.33557955643649e-47,4.556195245589798e-45,0.0
9.969136570364778e-10,0.0026772599839999995,0.1557,0.0,0.0076221378194651175,0.6422441017798273,0.2019,0.0,0.0,1.2877204739872511e-38,0.0,-9.946887684121596e-44,-5.161150404339019e-72,0.00020228018654632948,0.0,0.0,0.0,7.737533738983319e-44,0.0,4.749446917102685e-42,0.0,0.0,1.0917999279937393e-43,1.398648213617628e-48,0.0,-6.239346154698725e-45,0.0,5.475812690056742e-05,8.62213104146262e-49,1.4510723487856142e-47,0.0,-3.373272294225062e-47,4.632609425108654e-45,0.0
9.999999999999999e-10,0.0026772599839999995,0.1557,0.0,0.007621958308114552,0.642243919956664,0.2019,0.0,0.0,1.2917054239177066e-38,0.0,-9.94123728991529e-44,-5.179131951610747e-72,0.00020227556292085413,0.0,0.0,0.0,7.784876594893909e-44,0.0,4.778679339892215e-42,0.0,0.0,1.0916520462742684e-43,1.398520062612788e-48,0.0,-6.23580734866141e-45,0.0,5.494226187660946e-05,8.648117700306393e-49,1.4554785672166334e-47,0.0,-3.3801475866201237e-47,4.646754985726293e-45,0.0
1.0135814604716212e-09,0.0026772599839999995,0.1557,0.0,0.0076211685309226914,0.6422431200084378,0.2019,0.0,0.0,1.309241086049825e-38,0.0,-9.916383325300805e-44,-5.258138387518428e-72,0.0002022552208521167,0.0,0.0,0.0,7.994900947765094e-44,0.0,4.908368755954006e-42,0.0,0.0,1.0910416083319253e-43,1.3976648735519944e-48,0.0,-6.220241243909192e-45,0.0,5.575238113720707e-05,8.762421171373828e-49,1.4748618427858058e-47,0.0,-3.41001954969538e-47,4.708988104683658e-45,0.0
1.0302492639067646e-09,0.0026772599839999995,0.1557,0.0,0.0076201996422852565,0.6422421386421163,0.2019,0.0,0.0,1.3307614019530036e-38,0.0,-9.88590332625386e-44,-5.354828515700442e-72,0.00020223026548400817,0.0,0.0,0.0,8.256418860762635e-44,0.0,5.0698718423184253e-42,0.0,0.0,1.0903829658176101e-43,1.3968206239517098e-48,0.0,-6.20115104340994e-45,0.0,5.674622514275131e-05,8.902585729645072e-49,1.4986359227651132e-47,0.0,-3.4458362561149476e-47,4.7853313106992124e-45,0.0
1.046917067341908e-09,0.0026772599839999995,0.1557,0.0,0.0076192311533140634,0.6422411576806225,0.2019,0.0,0.0,1.3522814218693054e-38,0.0,-9.855444868746335e-44,-5.451221013276183e-72,0.00020220532043907198,0.0,0.0,0.0,8.522083728179047e-44,0.0,5.2339544742743046e-42,0.0,0.0,1.0898252025299396e-43,1.3961160907912087e-48,0.0,-6.182073795883157e-45,0.0,5.773965915887966e-05,9.042624946971606e-49,1.5223946023627014e-47,0.0,-3.480737053896878e-47,4.861639070259434e-45,0.0
1.0635848707770513e-09,0.0026772599839999995,0.1557,0.0,0.007618263063771499,0.6422401771237171,0.2019,0.0,0.0,1.3738011459710976e-38,0.0,-9.8250051129468e-44,-5.547316076920815e-72,0.00020218038571340942,0.0,0.0,0.0,8.791891802353625e-44,0.0,5.400614951506138e-42,0.0,0.0,1.0893695163267882e-43,1.3955339709518584e-48,0.0,-6.163007730298392e-45,0.0,5.8732683427108355e-05,9.182538963120379e-49,1.546137896097847e-47,0.0,-3.514736295483507e-47,4.937911410599305e-45,0.0
1.0802526742121947e-09,0.0026772599839999995,0.1557,0.0,0.007617295373420798,0.6422391969711608,0.2019,0.0,0.0,1.3953205744306009e-38,0.0,-9.794581179539802e-44,-5.643113875475324e-72,0.00020215546130243498,0.0,0.0,0.0,9.065839337678203e-44,0.0,5.5698515753041204e-42,0.0,0.0,1.0890170984593253e-43,1.3950878982368074e-48,0.0,-6.143951050699381e-45,0.0,5.9725298188782966e-05,9.322327914906484e-49,1.5698658184620986e-47,0.0,-3.5478480500648387e-47,5.0141483587061296e-45,0.0
1.0969204776473381e-09,0.0026772599839999995,0.1557,0.0,0.007616328082025848,0.6422382172227152,0.2019,0.0,0.0,1.416839707419883e-38,0.0,-9.764170148590573e-44,-5.738614549556477e-72,0.00020213054720109465,0.0,0.0,0.0,9.343922592901959e-44,0.0,5.741662648533811e-42,0.0,0.0,1.0887691339325184e-43,1.394774856397748e-48,0.0,-6.124901935494922e-45,0.0,6.0717503685072554e-05,9.461991944138998e-49,1.5935783838933751e-47,0.0,-3.580086108010089e-47,5.090349941623292e-45,0.0
1.1135882810824815e-09,0.0026772599839999995,0.1557,0.0,0.007615361189351028,0.6422372378781419,0.2019,0.0,0.0,1.438358545110864e-38,0.0,-9.733769068984195e-44,-5.833818211089844e-72,0.0002021056434040227,0.0,0.0,0.0,9.626137832129229e-44,0.0,5.916046475621709e-42,0.0,0.0,1.0886268022972972e-43,1.3945968307346475e-48,0.0,-6.105858543380417e-45,0.0,6.170930015696581e-05,9.601531190698403e-49,1.6172756068361484e-47,0.0,-3.6114639851815664e-47,5.166516186372157e-45,0.0
1.1302560845176249e-09,0.0026772599839999995,0.1557,0.0,0.0076143946951611075,0.6422362589372028,0.2019,0.0,0.0,1.4598770876753168e-38,0.0,-9.70337496250375e-44,-5.928724942978881e-72,0.00020208074990564,0.0,0.0,0.0,9.912481324075084e-44,0.0,6.093001362562396e-42,0.0,0.0,1.0885912781369673e-43,1.394556000303223e-48,0.0,-6.086819015897821e-45,0.0,6.270068784526841e-05,9.740945794706489e-49,1.6409575017102476e-47,0.0,-3.641994927292425e-47,5.2426471199309576e-45,0.0
1.1469238879527683e-09,0.0026772599839999995,0.1557,0.0,0.0076134285992212,0.6422352803996603,0.2019,0.0,0.0,1.4813953352848632e-38,0.0,-9.672984821243059e-44,-6.023334798882157e-72,0.00020205586670021494,0.0,0.0,0.0,1.0202949341245927e-43,0.0,6.272525616926705e-42,0.0,0.0,1.0886637308110097e-43,1.3946533095077332e-48,0.0,-6.067781475815976e-45,0.0,6.36916669906016e-05,9.880235896046603e-49,1.6646240829206824e-47,0.0,-3.6716919142741335e-47,5.318742769261407e-45,0.0
1.180259494823055e-09,0.0026772599839999995,0.1557,0.0,0.007611497601153314,0.6422333245338147,0.2019,0.0,0.0,1.5244309463249853e-38,0.0,-9.612204241930997e-44,-6.211663949432223e-72,0.00020200613114478453,0.0,0.0,0.0,1.0796244062539636e-43,0.0,6.639275466051176e-42,0.0,0.0,1.089137216603807e-43,1.39526896309828e-48,0.0,-6.029704747317907e-45,0.0,6.567240061391749e-05,1.0158443149343312e-48,1.711911361893166e-47,0.0,-3.7286346388062234e-47,5.470828322953171e-45,0.0
1.2135951016933418e-09,0.0026772599839999995,0.1557,0.0,0.0076095681932735375,0.6422313702787075,0.2019,0.0,0.0,1.5674653796012423e-38,0.0,-9.551402629090539e-44,-6.39880549614953e-72,0.00020195643669031793,0.0,0.0,0.0,1.140599225616358e-43,0.0,7.01628251496122e-42,0.0,0.0,1.0900565051907025e-43,1.3964557320722716e-48,0.0,-5.991612936505184e-45,0.0,6.765150294816193e-05,1.0436154066045128e-48,1.7591375586783078e-47,0.0,-3.782390841573175e-47,5.622773062628618e-45,0.0
1.2497721031103093e-09,0.0026772599839999995,0.1557,0.0,0.0076074761274400405,0.6422292512709926,0.2019,0.0,0.0,1.6141665657800045e-38,0.0,-9.485365393290122e-44,-6.600553712997517e-72,0.00020190255292760605,0.0,0.0,0.0,1.2086295319501132e-43,0.0,7.437014340935659e-42,0.0,0.0,1.091569226454783e-43,1.3984035233936422e-48,0.0,-5.950238946896964e-45,0.0,6.979745254436992e-05,1.07369756530963e-48,1.8103201483955233e-47,0.0,-3.8372335943474567e-47,5.787509888329419e-45,0.0
1.2859491045272768e-09,0.0026772599839999995,0.1557,0.0,0.007605385929841326,0.6422271341556568,0.2019,0.0,0.0,1.6608663682179634e-38,0.0,-9.419240847429934e-44,-6.800900967162704e-72,0.00020184871745304695,0.0,0.0,0.0,1.2785903472034638e-43,0.0,7.869793374156792e-42,0.0,0.0,1.0936293675169024e-43,1.4010526482114692e-48,0.0,-5.908808137934551e-45,0.0,7.194148561764409e-05,1.1037215414484747e-48,1.8614310806123775e-47,0.0,-3.888550804986975e-47,5.952081399039417e-45,0.0
1.3221261059442442e-09,0.0026772599839999995,0.1557,0.0,0.007603297598095424,0.6422250189302866,0.2019,0.0,0.0,1.7075647886567092e-38,0.0,-9.352995481903186e-44,-6.999845056450084e-72,0.00020179493020497515,0.0,0.0,0.0,1.3504778972854789e-43,0.0,8.314602449416441e-42,0.0,0.0,1.096248408151438e-43,1.4044178211769124e-48,0.0,-5.867299575284884e-45,0.0,7.40836046116167e-05,1.13368747643935e-48,1.9124705011975466e-47,0.0,-3.9364531823745917e-47,6.116487868179077e-45,0.0
1.3583031073612117e-09,0.0026772599839999995,0.1557,0.0,0.007601211129824536,0.6422229055924741,0.2019,0.0,0.0,1.7542618288345665e-38,0.0,-9.28659512711626e-44,-7.197383061422254e-72,0.00020174119112170244,0.0,0.0,0.0,1.4242884172305384e-43,0.0,8.771424435955285e-42,0.0,0.0,1.0994377128966783e-43,1.4085136194988726e-48,0.0,-5.825691907856117e-45,0.0,7.622381196577836e-05,1.1635955113038109e-48,1.9634385556682958e-47,0.0,-3.981046433165124e-47,6.280729568614362e-45,0.0
1.4306571101951468e-09,0.0026772599839999995,0.1557,0.0,0.007597043774216817,0.6422186845699073,0.2019,0.0,0.0,1.847651775344623e-38,0.0,-9.15318951335064e-44,-7.588225471232083e-72,0.0002016338572032405,0.0,0.0,0.0,1.5776633526618044e-43,0.0,9.721038791498511e-42,0.0,0.0,1.107572002472149e-43,1.4189546597104746e-48,0.0,-5.74209179739135e-45,0.0,8.049850149196022e-05,1.2232384427630119e-48,2.065161146583726e-47,0.0,-4.060704366545678e-47,6.60871975207113e-45,0.0
1.503011113029082e-09,0.0026772599839999995,0.1557,0.0,0.00759288384407625,0.6422144710687682,0.2019,0.0,0.0,1.941036221589692e-38,0.0,-9.018737696182517e-44,-7.973389971487816e-72,0.00020152671520622174,0.0,0.0,0.0,1.7386852159836032e-43,0.0,1.0718500080206688e-41,0.0,0.0,1.1181208824185431e-43,1.4324894658132455e-48,0.0,-5.657828821130751e-45,0.0,8.476557362954564e-05,1.282651456109558e-48,2.1666000105032354e-47,0.0,-4.128276501866964e-47,6.936054121296951e-45,0.0
1.5753651158630171e-09,0.0026772599839999995,0.1557,0.0,0.00758873132052493,0.6422102650699342,0.2019,0.0,0.0,2.0344151813595593e-38,0.0,-8.88294328129483e-44,-8.352825984467295e-72,0.00020141976464095994,0.0,0.0,0.0,1.90732421522691e-43,0.0,1.1763672486829277e-41,0.0,0.0,1.1311712196845805e-43,1.4492294630977398e-48,0.0,-5.572717630018503e-45,0.0,8.902504774612655e-05,1.3418356653584819e-48,2.267756299009432e-47,0.0,-4.1844449600912286e-47,7.26273483939109e-45,0.0
1.6477191186969523e-09,0.0026772599839999995,0.1557,0.0,0.007584586184749046,0.6422060665543474,0.2019,0.0,0.0,2.1277886683924717e-38,0.0,-8.745500041245e-44,-8.726470156820699e-72,0.0002013130050191524,0.0,0.0,0.0,2.083550703324715e-43,0.0,1.2856420738600518e-41,0.0,0.0,1.1468081355209428e-43,1.4692838456709993e-48,0.0,-5.486566671756142e-45,0.0,9.327694314381884e-05,1.4007921782966947e-48,2.3686311581543555e-47,0.0,-4.2298266939500005e-47,7.5887640607081e-45,0.0
1.7200731215308874e-09,0.0026772599839999995,0.1557,0.0,0.007580448417998456,0.6422018755030143,0.2019,0.0,0.0,2.2211566963753753e-38,0.0,-8.606092128637415e-44,-9.094245948383356e-72,0.0002012064358540254,0.0,0.0,0.0,2.2673351770180004e-43,0.0,1.3996610102473166e-41,0.0,0.0,1.165115034835308e-43,1.4927596154267697e-48,0.0,-5.399178327132222e-45,0.0,9.752127905953495e-05,1.459522096522655e-48,2.469225728490381e-47,0.0,-4.264977771284496e-47,7.914143930900121e-45,0.0
1.7924271243648226e-09,0.0026772599839999995,0.1557,0.0,0.007576318001586141,0.6421976918970052,0.2019,0.0,0.0,2.3145192789441462e-38,0.0,-8.464394280254357e-44,-9.45606322977504e-72,0.00020110005666062466,0.0,0.0,0.0,2.458648275853848e-43,0.0,1.518410638236078e-41,0.0,0.0,1.1861736344795644e-43,1.519761617042258e-48,0.0,-5.3103490405045406e-45,0.0,0.00010175807466525133,1.518026515485385e-48,2.569541145100452e-47,0.0,-4.290397374325602e-47,8.23887658695819e-45,0.0
1.8647811271987575e-09,0.0026772599839999995,0.1557,0.0,0.007572194916887979,0.6421935157174545,0.2019,0.0,0.0,2.4078764296838253e-38,0.0,-8.320072032717189e-44,-9.811817887603169e-72,0.00020099386695575385,0.0,0.0,0.0,2.657460781452464e-43,0.0,1.6418775916365858e-41,0.0,0.0,1.2100639926628151e-43,1.550392575880218e-48,0.0,-5.219869457345306e-45,0.0,0.00010598734906828399,1.5763065245242243e-48,2.6695785376292624e-47,0.0,-4.306531532055449e-47,8.562964157255316e-45,0.0
1.9371351300326925e-09,0.0026772599839999995,0.1557,0.0,0.007568079145342685,0.6421893469455603,0.2019,0.0,0.0,2.5012281621288467e-38,0.0,-8.172781943247336e-44,-1.0161391438411686e-71,0.0002008878662577656,0.0,0.0,0.0,2.863743616843774e-43,0.0,1.7700485574019458e-41,0.0,0.0,1.2368645388016108e-43,1.584753136129799e-48,0.0,-5.127524564821779e-45,0.0,0.00011020912131156645,1.634363206907783e-48,2.7693390303135854e-47,0.0,-4.313776593211985e-47,8.886408761588216e-45,0.0
2.0094891328666274e-09,0.0026772599839999995,0.1557,0.0,0.00756397066845154,0.6421851855625835,0.2019,0.0,0.0,2.594574489763273e-38,0.0,-8.02217180246256e-44,-1.0504650652387466e-71,0.00020078205408655483,0.0,0.0,0.0,3.077467845701964e-43,0.0,1.9029102753553998e-41,0.0,0.0,1.2666521024161298e-43,1.6229418975278193e-48,0.0,-5.0330938272296917e-45,0.0,0.0001144234103739212,1.692197639872348e-48,2.86882374201206e-47,0.0,-4.31248245506768e-47,9.209212511218095e-45,0.0
2.0818431357005623e-09,0.0026772599839999995,0.1557,0.0,0.007559869467778014,0.6421810315498486,0.2019,0.0,0.0,2.6879154260210214e-38,0.0,-7.867880837075013e-44,-1.0841447186421512e-71,0.00020067642996367702,0.0,0.0,0.0,3.2986046715068332e-43,0.0,2.0404495379205166e-41,0.0,0.0,1.2995019408507691e-43,1.6650554508228734e-48,0.0,-4.9363513149553276e-45,0.0,0.0001186302351703261,1.74981089466028e-48,2.968033786235246e-47,0.0,-4.3029555698295576e-47,9.5313775089121e-45,0.0
2.1541971385344973e-09,0.0026772599839999995,0.1557,0.0,0.007555775524947476,0.6421768848887422,0.2019,0.0,0.0,2.7812509842860876e-38,0.0,-7.70953990828688e-44,-1.1171617225582115e-71,0.00020057099341235938,0.0,0.0,0.0,3.5271254367307317e-43,0.0,2.182653189853019e-41,0.0,0.0,1.3354877664422793e-43,1.7111884124085607e-48,0.0,-4.837065830612699e-45,0.0,0.0001228296145521824,1.8072040365583923e-48,3.0669702711757477e-47,0.0,-4.2854617480156396e-47,9.852905848984919e-45,0.0
