Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(48),CH2O2X(49),CH3OX(44),CH3X(50),CH4(39),CH4X(236),CH3O2X(47),CH4O2(169),H(23),HCO(31)
3.146639000140762e-11,0.0005360053254522017,0.1557,0.0,0.0014147646531821603,0.6422649373252078,0.2019,8.06218371234196e-86,2.6852109526173396e-51,7.120129966998739e-39,2.232876028635523e-80,1.8121665715594072e-41,7.433664860806107e-71,5.527268967290213e-05,9.235796659602922e-43,2.2257507831915628e-52,2.5880985196680483e-51,1.0196960024263981e-41,4.1175894818707662e-84,8.784100643546045e-34,1.282303803039994e-86,4.6571721762204684e-88,1.4576258080181284e-38,2.579758809431147e-43,1.4313436609439365e-93,6.747635780869002e-43,0.00010742632995597732,3.303074233588613e-86,7.741782340142581e-45,3.1600227666915366e-21,-2.6463196144130324e-26,-3.1899775269810022e-21,7.87516416855641e-93,4.860224113656353e-93,1.5523922346827094e-25,4.6654278921561515e-30
3.166215404457665e-11,0.0005360053254522017,0.1557,0.0,0.0014139307376193613,0.6422642065004485,0.2019,8.731969788076716e-86,2.838236615952565e-51,7.169488811864702e-39,2.391260821140977e-80,1.9029449338498655e-41,7.902806390379084e-71,5.547887128022683e-05,9.698447780716595e-43,2.326642331739347e-52,2.7348827078806637e-51,1.0502703331686353e-41,4.457595915795658e-84,8.994028436688593e-34,1.3792474133430544e-86,4.9892338319942083e-88,1.5083540164318434e-38,2.6792892864796743e-43,1.5557990162013254e-93,7.085580842928397e-43,0.0001080540639116536,3.5470333856498264e-86,8.097805212597082e-45,5.46507973646613e-23,-4.659098550139978e-26,-8.611423541897786e-23,8.528596036528862e-93,5.3375873177980316e-93,1.5695513800181625e-25,4.748523994764326e-30
3.1857918087745685e-11,0.0005360053254522017,0.1557,0.0,0.0014130988929700159,0.6422634769334644,0.2019,9.452249212777881e-86,2.9987898741878534e-51,7.219017984825133e-39,2.5597672948384733e-80,1.9975622673890023e-41,8.398311810748654e-71,5.568342661062218e-05,1.0180663902495474e-42,2.431339437183248e-52,2.888841521236956e-51,1.0815547199342807e-41,4.8230505656060635e-84,9.207556840457545e-34,1.4827683208158443e-86,5.342518663936357e-88,1.5604816642374779e-38,2.7818966697764337e-43,1.690081395710917e-93,7.437813310204132e-43,0.000108681353230616,3.807245372366469e-86,8.467534343909853e-45,3.9809648411641086e-21,-8.84282287808224e-26,-4.021692977025484e-21,9.231193881927761e-93,5.858037738015401e-93,1.5867740306313432e-25,4.832535106720093e-30
3.2053682130914717e-11,0.0005360053254522017,0.1557,0.0,0.0014122691118540168,0.6422627486200732,0.2019,1.0226437083134567e-85,3.167181022070201e-51,7.268720917526941e-39,2.7389714430779455e-80,2.0961498138002937e-41,8.921480379615882e-71,5.588636206002336e-05,1.0683113873704112e-42,2.5399558997426763e-52,3.0502680527997985e-51,1.1135607926858985e-41,5.215660090794113e-84,9.424722618222826e-34,1.5932734280141572e-86,5.718227431938718e-88,1.6140368724951306e-38,2.8876516797982064e-43,1.8348866762620835e-93,7.804821406866683e-43,0.00010930819889712127,4.084675680293657e-86,8.851391468870628e-45,-2.1168700412873407e-21,-7.786619761302889e-27,2.0682695719178066e-21,9.986275943660218e-93,6.425120446202935e-93,1.6040596824356367e-25,4.917464592395429e-30
3.224944617408375e-11,0.0005360053254522017,0.1557,0.0,0.0014114413868342925,0.6422620215560658,0.2019,1.1058153225688551e-85,3.343730573937491e-51,7.31860108281696e-39,2.9294780005600537e-80,2.1988421566249317e-41,9.473666235681672e-71,5.608768408486403e-05,1.1206483574019196e-42,2.6526078955164345e-52,3.219464914700649e-51,1.1463002874538683e-41,5.637232475622025e-84,9.64556262582347e-34,1.7111595179678552e-86,6.117620063838339e-88,1.6690480978646801e-38,2.996624893009253e-43,1.9909565202788483e-93,8.187105779376027e-43,0.00010993460189196214,4.3803401630626304e-86,9.249807837051788e-45,1.454336932530901e-21,-3.2099254549304024e-26,-1.5046233121510184e-21,1.0797358471570334e-92,7.042643702153688e-93,1.6214078333448144e-25,5.0033157893650164e-30
3.244521021725278e-11,0.0005360053254522017,0.1557,0.0,0.0014106157104184368,0.6422612957372078,0.2019,1.1951232747304927e-85,3.5287695038859357e-51,7.368661994814118e-39,3.1319216731145824e-80,2.3057773041021766e-41,1.0056280649371448e-70,5.6287399200269736e-05,1.1751476335882482e-42,2.769414061208552e-52,3.3967444556210356e-51,1.179785050835476e-41,6.089681633860931e-84,9.870113810297315e-34,1.8368687962307356e-86,6.54201814103495e-88,1.7255441330876832e-38,3.1088886975114113e-43,2.159077090212397e-93,8.58517980416488e-43,0.00011056056319244236,4.69530730224983e-86,9.663224338979368e-45,-2.038372636410458e-21,-5.3638551026865275e-27,1.990877345738371e-21,1.1668165978727058e-92,7.714696266027038e-93,1.638817983291486e-25,5.090092008513397e-30
3.264097426042181e-11,0.0005360053254522017,0.1557,0.0,0.0014097920750604659,0.642260571159239,0.2019,1.2909737329175275e-85,3.722639492784985e-51,7.418907208978187e-39,3.3469684125565138e-80,2.4170967366499315e-41,1.067079398866872e-70,5.648551397836502e-05,1.2318813186445913e-42,2.8904955962241576e-52,3.582428984617668e-51,1.2140270387972072e-41,6.575033077927828e-84,1.0098413208618285e-33,1.9708628922310403e-86,6.992807467735848e-88,1.783554107507215e-38,3.224516410420516e-43,2.3400831230891925e-93,8.999569763671235e-43,0.00011118608377235257,5.03070055050025e-86,1.0092091632389956e-44,2.5125844807975057e-21,-5.772396208220196e-26,-2.5589302639261604e-21,1.2602641931319297e-92,8.445665773216981e-93,1.6562896342449883e-25,5.1777965341431005e-30
3.2836738303590843e-11,0.0005360053254522017,0.1557,0.0,0.0014089704731625272,0.642259847817875,0.2019,1.3937966033254237e-85,3.9256931830810255e-51,7.469340322174925e-39,3.575316737200971e-80,2.5329454371102423e-41,1.1318737535515511e-70,5.6682035046709116e-05,1.2909233001676271e-42,3.0159762763811792e-52,3.776851002211457e-51,1.2490383152048122e-41,7.09542959773535e-84,1.0330497946441312e-33,2.1136204067423297e-86,7.471440727593162e-88,1.843107487570366e-38,3.34358210839881e-43,2.5348610255386246e-93,9.430814958091673e-43,0.00011181116460194662,5.387700760720262e-86,1.0536870268510313e-44,-2.8175174078111933e-21,-6.200960764122021e-27,2.770631163151119e-21,1.3604959896074694e-92,9.240258233661535e-93,1.6738222902287661e-25,5.2664326240836456e-30
3.3032502346759875e-11,0.0005360053254522017,0.1557,0.0,0.0014081508970766848,0.6422591257088092,0.2019,1.5040467126673893e-85,4.138294436115533e-51,7.519964972737728e-39,3.817699097590348e-80,2.6534719405656017e-41,1.2001705570719334e-70,5.687696908656226e-05,1.3523492760202942e-42,3.14598243285487e-52,3.980353433438685e-51,1.2848310504975096e-41,7.653137004160703e-84,1.056640523685508e-33,2.2656489596518786e-86,7.979440231876778e-88,1.904234077275107e-38,3.466160960650367e-43,2.7443507764165837e-93,9.87946789010145e-43,0.00011243580664791905,5.767548705453759e-86,1.0998030818313959e-44,3.363171538263295e-21,-6.192068341892454e-26,-3.411397410518923e-21,1.467953516787961e-92,1.0103518592358458e-92,1.6914154573372678e-25,5.356003509801506e-30
3.322826638992891e-11,0.0005360053254522017,0.1557,0.0,0.00140733333910656,0.6422584048277113,0.2019,1.6222051110019925e-85,4.3608185892570586e-51,7.570784840525724e-39,4.074883289140823e-80,2.778828397323235e-41,1.2721357638365239e-70,5.7070322831215225e-05,1.4162367864276707e-42,3.2806429738643446e-52,4.1932898601576856e-51,1.3214175236701668e-41,8.250550265371734e-84,1.0806172379142625e-33,2.4274809753669523e-86,8.51840076147383e-88,1.966964018577871e-38,3.592329133021606e-43,2.9695489889365448e-93,1.0346094498661876e-42,0.00011306001087338319,6.171547688925742e-86,1.1476053998749489e-44,-4.408614455585149e-21,1.5101297011203733e-26,4.360740481975083e-21,1.5831036894707937e-92,1.1040852407390567e-92,1.7090686437523185e-25,5.446512396510934e-30
3.342403043309794e-11,0.0005360053254522017,0.1557,0.0,0.0014065177915090548,0.6422576851702304,0.2019,1.748780390277648e-85,4.593652715559307e-51,7.62180364697836e-39,4.347673914130817e-80,2.909170630209729e-41,1.3479420798396323e-70,5.726210306425929e-05,1.482665243172981e-42,3.4200894481071296e-52,4.416024755330672e-51,1.35881012169503e-41,8.890199865107903e-84,1.1049836757549661e-33,2.5996738137910452e-86,9.089992504179308e-88,2.0313277917783113e-38,3.722163737743513e-43,3.211512025459299e-93,1.0831274371593393e-42,0.00011368377823785005,6.601066253528243e-86,1.1971430798944453e-44,5.9189823638724076e-21,-8.634761867287198e-26,-5.96678376176899e-21,1.7064400713655938e-92,1.2058048758365e-92,1.7267813597589529e-25,5.537962463285671e-30
3.361979447626697e-11,0.0005360053254522017,0.1557,0.0,0.001405704246495928,0.6422569667319943,0.2019,1.884310032740484e-85,4.837195888754157e-51,7.673025155166629e-39,4.636913894340492e-80,3.0446581851210836e-41,1.4277691883961781e-70,5.745231661803376e-05,1.5517159553560974e-42,3.564456085553286e-52,4.6489337220886e-51,1.397021341311216e-41,9.574758394045365e-84,1.1297435840060599e-33,2.782813432481056e-86,9.69596408951288e-88,2.097356215882145e-38,3.855742884784979e-43,3.4713589112271276e-93,1.1335600932981027e-42,0.00011430710969720798,7.057540983187465e-86,1.2484662606363523e-44,-8.100331523544453e-21,4.803546962381027e-26,8.0533354491203e-21,1.838484191366976e-92,1.3161304438235587e-92,1.7445531177607291e-25,5.630356863171467e-30
3.3815558519436e-11,0.0005360053254522017,0.1557,0.0,0.0014048926962355308,0.6422562495086107,0.2019,2.029361823872541e-85,5.091859452834009e-51,7.724453169840861e-39,4.943486034659166e-80,3.1854543809884675e-41,1.511803981842387e-70,5.7640970371935464e-05,1.6234721548541737e-42,3.713879816493945e-52,4.892403736820063e-51,1.4360637860897812e-41,1.0307047447167243e-83,1.1549007177182243e-33,2.9775142903192163e-86,1.033814572398654e-87,2.165080448937351e-38,3.993145676098514e-43,3.750274591245266e-93,1.1859681628386147e-42,0.0001149300062037032,7.542479406690357e-86,1.3016261332889797e-44,1.1486083564572008e-20,-1.4182840124447051e-25,-1.1534022460887826e-20,1.979786914343922e-92,1.435724947176081e-92,1.7623834322945412e-25,5.723698723299402e-30
3.4011322562605034e-11,0.0005360053254522017,0.1557,0.0,0.0014040831328543178,0.642255533495669,0.2019,2.184535329488049e-85,5.358067294069488e-51,7.776091537475164e-39,5.268314639565347e-80,3.3317263624935023e-41,1.600240801492522e-70,5.782807125092808e-05,1.6980190231835337e-42,3.868500280980055e-52,5.146833394117484e-51,1.4759501701953377e-41,1.1090044786720551e-83,1.1804588400735197e-33,3.1844202695093696e-86,1.1018452429697282e-87,2.2345319883395245e-38,4.134452195521877e-43,4.04951332758471e-93,1.2404138120297386e-42,0.00011555246870592061,8.057463004027335e-86,1.3566749540802276e-44,-1.68119113179336e-20,1.3333778305957855e-25,1.6764871262366088e-20,2.1309298683685634e-92,1.56529740252066e-92,1.780271820044951e-25,5.817991144999982e-30
3.4207086605774065e-11,0.0005360053254522017,0.1557,0.0,0.0014032755484386073,0.6422548186887397,0.2019,2.350463438570697e-85,5.636256115162978e-51,7.827944146308524e-39,5.612367183834651e-80,3.483645154711993e-41,1.6932816856220037e-70,5.801362622379212e-05,1.775443719344318e-42,4.02845987238864e-52,5.412633153276546e-51,1.516693312968984e-41,1.192689178057066e-83,1.2064217222652937e-33,3.4042065578311674e-86,1.1738887388770147e-87,2.305742671107655e-38,4.2797435164218635e-43,4.3704021532045935e-93,1.2969606490757235e-42,0.0001161744981487659,8.604150318525908e-86,1.4136660568639824e-44,2.524616013602292e-20,-2.743967703423345e-25,-2.5294731682938992e-20,2.2925269302454317e-92,1.7056056768117558e-92,1.798217799858013e-25,5.9132372039179915e-30
3.44028506489431e-11,0.0005360053254522017,0.1557,0.0,0.0014024699350359457,0.6422541050833759,0.2019,2.527813967647934e-85,5.92687571268065e-51,7.88001492638262e-39,5.976656039662389e-80,3.6413857171362693e-41,1.7911366234121687e-70,5.8197642301772525e-05,1.8558354073483635e-42,4.193903761380399e-52,5.69022558749014e-51,1.5583061478085665e-41,1.2820901147306464e-83,1.2327931433788558e-33,3.637580562643747e-86,1.2501545396252607e-87,2.378744674133269e-38,4.429101702753392e-43,4.714344521085019e-93,1.355673744165504e-42,0.00011679609547344814,9.184280177585816e-86,1.472653865693362e-44,-3.886832555903541e-20,3.4741446678728323e-25,3.882210770679165e-20,2.4652257711790336e-92,1.857459476076742e-92,1.8162208927546189e-25,6.00943995012806e-30
3.459861469211213e-11,0.0005360053254522017,0.1557,0.0,0.0014016662846569922,0.6422533926751145,0.2019,2.717291323637524e-85,6.230389258481371e-51,7.932307849576393e-39,6.362240259618725e-80,3.805126996368888e-41,1.894023814200103e-70,5.838012653671204e-05,1.939285283069845e-42,4.3649799499237125e-52,5.980045636449804e-51,1.6008017085296078e-41,1.377556500588728e-83,1.25957689027291e-33,3.885283131688589e-86,1.3308616424076569e-87,2.4535705144046223e-38,4.5826098079005156e-43,5.082824114914457e-93,1.4166196490049457e-42,0.00011741726161746301,9.799675024903145e-86,1.5336939073796185e-44,6.131939473898657e-20,-6.252487766805094e-25,-6.136899076768757e-20,2.6497094644955943e-92,2.021723492897079e-92,1.834280621943337e-25,6.106602408250928e-30
3.479437873528116e-11,0.0005360053254522017,0.1557,0.0,0.0014008645892765938,0.6422526814594759,0.2019,2.919638233259488e-85,6.547273584534977e-51,7.984826929637366e-39,6.770227419678378e-80,3.975051978643717e-41,2.0021699332560088e-70,5.8561086019996766e-05,2.0258866010078657e-42,4.5418392558394744e-52,6.282540861738172e-51,1.6441931513848554e-41,1.4794563237372882e-83,1.2867767574617585e-33,4.148090082851435e-86,1.4162389299024957e-87,2.530253049203937e-38,4.7403518758304834e-43,5.477408794710285e-93,1.4798664162831922e-42,0.0001180379975145768,1.0452244367306532e-85,1.5968428240334033e-44,-9.897672443187387e-20,9.308678303104487e-25,9.893238057560503e-20,2.8466981574126352e-92,2.1993207211500773e-92,1.8523965128328007e-25,6.204727577570393e-30
3.499014277845019e-11,0.0005360053254522017,0.1557,0.0,0.0014000648408360478,0.6422519714319653,0.2019,3.135637543958252e-85,6.878019470709273e-51,8.037576222209845e-39,7.201775519687598e-80,4.1513477429369375e-41,2.1158104049059162e-70,5.8740527880308045e-05,2.115734701349628e-42,4.724635404672161e-52,6.598171704583941e-51,1.688493718793138e-41,1.5881772173362645e-83,1.3143965469982505e-33,4.426813473552293e-86,1.506525549728668e-87,2.608825476278713e-38,4.902412942099203e-43,5.89975471264767e-93,1.5454836193574755e-42,0.00011865830409481113,1.114398833916204e-85,1.6621583855882705e-44,1.6324752048308266e-19,-1.6152262243602069e-24,-1.6330027123107654e-19,3.0569508089147322e-92,2.391235942925495e-92,1.870568093043585e-25,6.3038184321508786e-30
3.516633041730232e-11,0.0005360053254522017,0.1557,0.0,0.0013993467251861695,0.6422513334193293,0.2019,3.3423905550282376e-85,7.18795950122822e-51,8.085250802994309e-39,7.611312683431076e-80,4.315618910444586e-41,2.222986350346974e-70,5.8900733908273314e-05,2.1994544914852557e-42,4.894357294831354e-52,6.893861555327202e-51,1.7291525767396154e-41,1.6921949569155156e-83,1.339616539567983e-33,4.6919745479294415e-86,1.59218722250577e-87,2.6811842309544614e-38,5.0520317259773075e-43,6.305045238477069e-93,1.6066245681460237e-42,0.00011921621371672393,1.1801781267596346e-85,1.7228435379440204e-44,3.9305689170954267e-22,-9.627539960381846e-26,-4.701498402407944e-22,3.258178857878029e-92,2.5770681294585477e-92,1.8869697409729377e-25,6.39382830000634e-30
3.5342518056154446e-11,0.0005360053254522017,0.1557,0.0,0.0013986301740834858,0.6422506963621288,0.2019,3.5615012327852764e-85,7.509914486619256e-51,8.133118190576817e-39,8.041833913291904e-80,4.4853475594014774e-41,2.334995257904692e-70,5.905972171276341e-05,2.285955609344867e-42,5.069130992752328e-52,7.200929198028476e-51,1.7705684811652538e-41,1.8023805214947684e-83,1.3651825369920378e-33,4.971362178854438e-86,1.6822174057777063e-87,2.755125645503138e-38,5.205281968075833e-43,6.735579458721423e-93,1.6697960738998674e-42,0.00011977377701491804,1.24945955559897e-85,1.7853751187164687e-44,-2.8104218761529523e-22,-1.1778274111949292e-25,1.9042762731845752e-22,3.4714100766862006e-92,2.7761611827167308e-92,1.9034157752008026e-25,6.484624894392397e-30
3.551870569500657e-11,0.0005360053254522017,0.1557,0.0,0.0013979151815879905,0.6422500602570588,0.2019,3.7936312646994055e-85,7.844272348177786e-51,8.181181428660803e-39,8.494296135062335e-80,4.660678785780195e-41,2.4520280627295897e-70,5.921749656363394e-05,2.3753119993383154e-42,5.249074611593868e-52,7.519738094104026e-51,1.8127513443979423e-41,1.9190609896157355e-83,1.3910973261682167e-33,5.265649414582154e-86,1.7768133544860967e-87,2.8306746289623436e-38,5.362227719853134e-43,7.192765623467209e-93,1.7350520936203113e-42,0.00012033099465954263,1.3224092579445794e-85,1.8497976351387138e-44,-4.547846962441007e-20,3.984096906189761e-25,4.54218527453145e-20,3.697285751056494e-92,2.989376470968222e-92,1.9199058560027186e-25,6.576210331477174e-30
3.56948933338587e-11,0.0005360053254522017,0.1557,0.0,0.0013972017417417841,0.6422494251008064,0.2019,4.0394735793797697e-85,8.191430894741257e-51,8.229443588490058e-39,8.969694473160383e-80,4.841760503214798e-41,2.5742821627401227e-70,5.937406375112728e-05,2.4675990417672647e-42,5.434308285154217e-52,7.850660813128122e-51,1.8557111087556655e-41,2.04257869742094e-83,1.417363698653007e-33,5.575536757125921e-86,1.8761800765485549e-87,2.907856314023531e-38,5.522933683447646e-43,7.678081220342123e-93,1.802447631086803e-42,0.0001208878673182559,1.399200279005396e-85,1.9161563655006128e-44,-6.568760809099627e-22,7.671862351338239e-26,6.475252811875566e-22,3.936477377428949e-92,3.2176257119642605e-92,1.9364396451324683e-25,6.668586711179047e-30
3.5871080972710825e-11,0.0005360053254522017,0.1557,0.0,0.0013964898485692954,0.6422487908900514,0.2019,4.299753622473672e-85,8.551798003190837e-51,8.277907768856584e-39,9.469063558583419e-80,5.028743474239869e-41,2.701961600186202e-70,5.952942858565383e-05,2.5628935687430808e-42,5.624954081292077e-52,8.194079193833565e-51,1.8994577832987202e-41,2.173291852016908e-83,1.443984450594618e-33,5.901753129933093e-86,1.980530592495499e-87,2.986696057060598e-38,5.68746521201797e-43,8.193075864369789e-93,1.8720387484305332e-42,0.00012144439565621803,1.4800128181964753e-85,1.9844973664760796e-44,5.10230159077533e-22,1.0221196838534068e-25,-5.039067882369086e-22,4.189687894217305e-92,3.461873592053034e-92,1.953016805827677e-25,6.761756117237713e-30
3.602964984767774e-11,0.0005360053254522017,0.1557,0.0,0.0013958504621672545,0.6422482209060215,0.2019,4.5469767440593235e-85,8.887767085558706e-51,8.321700842101779e-39,9.939878742629458e-80,5.202200645644909e-41,2.8216858990226452e-70,5.966823333003442e-05,2.651294726545748e-42,5.801265103497531e-52,8.51416271159382e-51,1.939510951889338e-41,2.2973951456810144e-83,1.4682484364417414e-33,6.20993528623121e-86,2.078889929447387e-87,3.0590906026706596e-38,5.83886898456531e-43,8.68328792235324e-93,1.9365951721876873e-42,0.00012194497731387848,1.556337401621558e-85,2.0477378075957312e-44,-1.2231439848188744e-21,1.0107332119398771e-25,1.2217542162484787e-21,4.430170830414946e-92,3.696217675372473e-92,1.9679730560078193e-25,6.846288329455369e-30
3.618821872264466e-11,0.0005360053254522017,0.1557,0.0,0.0013952123193366663,0.6422476516827182,0.2019,4.8070868393285505e-85,9.235085675167528e-51,8.365662382161989e-39,1.0431794051855202e-79,5.380676266384932e-41,2.9461340181978374e-70,5.980607238465029e-05,2.74225345820112e-42,5.982152154067581e-52,8.844976385171329e-51,1.9802171337837813e-41,2.427915073443266e-83,1.4928037829183433e-33,6.532531549344547e-86,2.1816325244244893e-87,3.132867695027545e-38,5.993473487035151e-43,9.200093709455902e-93,2.0030186765971473e-42,0.00012244528108985064,1.6362133462619658e-85,2.112656517085385e-44,5.922860764040929e-22,6.989661459179556e-26,-5.995031340620843e-22,4.683164323558233e-92,3.945130743259226e-92,1.9829639221866283e-25,6.931466064205826e-30
3.634678759761158e-11,0.0005360053254522017,0.1557,0.0,0.001394575415687462,0.6422470832177067,0.2019,5.0806856808993723e-85,9.594072747618724e-51,8.409794705313534e-39,1.0945651251428025e-79,5.564286285661329e-41,3.075469258076566e-70,5.994294965988506e-05,2.8358288540054394e-42,6.1677083899926625e-52,9.186818468706309e-51,2.0215837945811041e-41,2.565148317977578e-83,1.5176525376923082e-33,6.870136204796069e-86,2.288931397037158e-87,3.2080462836945327e-38,6.151327713736815e-43,9.744785126484616e-93,2.071352375881104e-42,0.00012294530746382015,1.7197879102292444e-85,2.179288716550963e-44,-5.0670728665685604e-21,1.2420636742674029e-25,5.060046016015245e-21,4.949251316235547e-92,4.209437299717295e-92,1.9979891619687722e-25,7.017290807206361e-30
3.6505356472578494e-11,0.0005360053254522017,0.1557,0.0,0.0013939397468200453,0.6422465155085479,0.2019,5.368399812288728e-85,9.965054338217249e-51,8.454100145917871e-39,1.1482321499018122e-79,5.753148599543395e-41,3.2098597542926856e-70,6.00788690773045e-05,2.932080996381335e-42,6.358028299844421e-52,9.539993701319151e-51,2.0636184443226457e-41,2.7094036241201304e-83,1.5427967512794415e-33,7.223364667731682e-86,2.4009655128510413e-87,3.2846454649919587e-38,6.312481085582556e-43,1.0318709344908813e-92,2.1416401074294337e-42,0.00012344505691381773,1.8072137025641282e-85,2.247670156474639e-44,-1.2119693761843001e-21,9.911816634623767e-26,1.2104416045966058e-21,5.2290386957606515e-92,4.490003830558251e-92,2.0130485339455224e-25,7.103764033738082e-30
3.666392534754541e-11,0.0005360053254522017,0.1557,0.0,0.0013933053083257736,0.6422459485527996,0.2019,5.670881430437155e-85,1.034836365281625e-50,8.498581056421956e-39,1.204270622463409e-79,5.947383069288068e-41,3.3494785965700256e-70,6.021383456917785e-05,3.03107096921253e-42,6.553207701953537e-52,9.904813405464773e-51,2.1063286367383857e-41,2.8610022217003316e-83,1.568238477005043e-33,7.592854093435874e-86,2.5179199577013626e-87,3.362684481978884e-38,6.4769834500341176e-43,1.0923270856648029e-92,2.213926438584254e-42,0.00012394452991621618,1.8986488502163803e-85,2.3178371204954654e-44,2.8781373031586627e-21,6.86636471906386e-26,-2.8758265675382063e-21,5.523158145551726e-92,4.787740707456473e-92,2.0281417976974276e-25,7.190887208688572e-30
3.682249422251233e-11,0.0005360053254522017,0.1557,0.0,0.0013926720957873262,0.6422453823480155,0.2019,5.988809291325214e-85,1.0744341177779403e-50,8.543239807357769e-39,1.262773803087818e-79,6.147111539642195e-41,3.494503949575361e-70,6.034785007811427e-05,3.132860867169631e-42,6.753343763505533e-52,1.0281595584238654e-50,2.1497219748163486e-41,3.0202782591646592e-83,1.5939797709656705e-33,7.97926402188221e-86,2.639986115536247e-87,3.442182724428029e-38,6.644885080906841e-43,1.1559933532807972e-92,2.288256673417583e-42,0.00012444372694572732,1.994257168771186e-85,2.3898264296801067e-44,-2.176723908333284e-21,1.176873582416372e-25,2.179179038542949e-21,5.832267018640981e-92,5.1036041589444e-92,2.0432687137969605e-25,7.278661786594674e-30
3.6981063097479246e-11,0.0005360053254522017,0.1557,0.0,0.0013920401047791842,0.6422448168917467,0.2019,6.322889646661015e-85,1.115333479141675e-50,8.588078787341036e-39,1.3238381616659513e-79,6.352457857107546e-41,3.645119176457638e-70,6.048091955658441e-05,3.237513805016896e-42,6.958535020048937e-52,1.0670665019935094e-50,2.193806110711931e-41,3.1875792517460363e-83,1.6200226919911307e-33,8.38327705563179e-86,2.7673618514259284e-87,3.5231597287943257e-38,6.816236678041223e-43,1.2230222783362302e-92,2.364676859494595e-42,0.0001249426484753989,2.0942083383258034e-85,2.4636754467830905e-44,1.630261987685242e-24,9.144374132923065e-26,-1.4489426621849602e-24,6.15704924125384e-92,5.438598329199825e-92,2.0584290438109973e-25,7.36708921168538e-30
3.713963197244616e-11,0.0005360053254522017,0.1557,0.0,0.0013914093308680954,0.6422442521815406,0.2019,6.67385720168032e-85,1.1575699876397786e-50,8.633100403069325e-39,1.3875634718977908e-79,6.563547888176263e-41,3.801512964164546e-70,6.0613046966459886e-05,3.345093926903938e-42,7.168881389336321e-52,1.1072353373444058e-50,2.23858874515498e-41,3.363266539492947e-83,1.6463693016066438e-33,8.805599508582598e-86,2.9002516976891736e-87,3.605635178177938e-38,6.99108936713693e-43,1.2935727838772676e-92,2.4432337946255326e-42,0.00012544129497661194,2.1986780827307776e-85,2.5394220804976454e-44,1.7142902718487586e-21,7.311684191485508e-26,-1.7150217287943745e-21,6.49821623658293e-92,5.7937773993931044e-92,2.073622550303275e-25,7.456170917924796e-30
3.729820084741308e-11,0.0005360053254522017,0.1557,0.0,0.0013907797696135961,0.6422436882149422,0.2019,7.042476103171358e-85,1.201179943389349e-50,8.678307079319371e-39,1.454052907939161e-79,6.780509537526836e-41,3.9638794513288647e-70,6.0744236278493054e-05,3.45566641563726e-42,7.384484176234999e-52,1.1486999285166995e-50,2.2840776229601463e-41,3.547715759466635e-83,1.6730216639952147e-33,9.24696207046727e-86,3.038867044950553e-87,3.6896289022812933e-38,7.169494699629316e-43,1.3678104001371966e-92,2.523975033602426e-42,0.0001259396669190782,2.3078483537798533e-85,2.617104789695878e-44,-1.5705703093061702e-21,1.0378285561759346e-25,1.5694978813199463e-21,6.856507877813286e-92,6.170247797468583e-92,2.088848996836651e-25,7.54590832905524e-30
3.745676972238e-11,0.0005360053254522017,0.1557,0.0,0.0013901514165684042,0.6422431249894935,0.2019,7.429540953290696e-85,1.24620041979006e-50,8.723701258943625e-39,1.5234131432308425e-79,7.003472766183311e-41,4.13241835831605e-70,6.0874491471925996e-05,3.569297501933058e-42,7.605446071562029e-52,1.191494847594337e-50,2.3302805372552025e-41,3.741317329932651e-83,1.699981845960205e-33,9.708120559082128e-86,3.183426337051909e-87,3.7751608773596863e-38,7.351504652155311e-43,1.4459074941891439e-92,2.60694889492172e-42,0.00012643776477083742,2.421907519533609e-85,2.6967625876576483e-44,2.8285401783122947e-22,8.785459512135971e-26,-2.8304207381618966e-22,7.232693465939224e-92,6.569170485297612e-92,2.104108147975306e-25,7.636302858640388e-30
3.7615338597346914e-11,0.0005360053254522017,0.1557,0.0,0.0013895242672788935,0.642242562502735,0.2019,7.83587785606108e-85,1.2926692750367428e-50,8.769285402866062e-39,1.595754451901969e-79,7.232569609631788e-41,4.307335119990916e-70,6.1003816534018756e-05,3.6860544736482054e-42,7.831871167432286e-52,1.2356553848557348e-50,2.3772053269032386e-41,3.944476949800113e-83,1.7272519168881268e-33,1.0189856637530119e-85,3.3341552712261664e-87,3.8622512261657117e-38,7.537171626217151e-43,1.528043522867104e-92,2.6922044674904776e-42,0.00012693558899825564,2.5410505579397523e-85,2.778435046287798e-44,6.912185915350628e-22,8.539611654012604e-26,-6.908385626594976e-22,7.62757273894698e-92,6.991763341986535e-92,2.1193997692867617e-25,7.727355910108568e-30
