Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),CHOX2(61),SX(53),CH3OX(46),CH3X(55),CH4(41),CH2OX2(52),CHX(32),SX(406),SX(420),C2HOX(418),C2H4O(376)
1.8149423284999876e-09,0.000539690409995138,0.1557,0.0,0.0004862477029178771,0.6423855661813832,0.20082680597992583,2.107100017260707e-17,3.956560543532061e-23,5.6060581163626566e-12,5.0374690127243586e-29,3.674906469231527e-15,4.46807046511322e-21,2.886715742286535e-05,7.395256607729942e-21,5.593401427948952e-27,1.6930891965526092e-24,0.001073193545132949,3.3857593125811624e-24,4.66523391112695e-10,2.875766226600856e-35,1.0971205140930546e-32,9.662043391796809e-13,2.767084034331292e-19,2.9151231108836116e-43,1.4788311175146942e-16,5.473796620091485e-14,3.435048483559724e-14,1.726303424977935e-12,6.026917168297415e-16,5.5545394129768776e-33,3.7854313541213517e-17,3.196050494838836e-22,2.245310717939549e-20,3.85028439116407e-16,5.2915835409672396e-14,1.5947502032143472e-18,4.934524399764554e-18,1.1014862861824427e-16,1.7265085292934404e-15
1.8185394163610076e-09,0.000539690409995138,0.1557,0.0,0.00048569200325920895,0.6423855832413566,0.20082621615966587,2.1167414067315926e-17,3.963829777142547e-23,5.6107181027426836e-12,5.057929238393201e-29,3.684050434199734e-15,4.490228681794312e-21,2.883303682706826e-05,7.37791436046263e-21,5.5928271967503724e-27,1.6901566834443067e-24,0.0010737833647525231,3.389898590445253e-24,4.671571936344714e-10,2.8763493742705145e-35,1.099886658210286e-32,9.6891785052167e-13,2.7701341963938324e-19,2.9285458823514014e-43,1.4824871240213663e-16,5.4846904978413954e-14,3.439072054396176e-14,1.725279285575266e-12,6.016376739962339e-16,5.5763063653901525e-33,3.799121267245957e-17,3.2107269303816015e-22,2.2577724993487737e-20,3.839363653448899e-16,5.30138461981162e-14,1.5741539067155026e-18,4.996628185728463e-18,1.1066049996698562e-16,1.7369794100441815e-15
1.8221365042220277e-09,0.000539690409995138,0.1557,0.0,0.00048513869301257265,0.6423856002302322,0.20082562887101482,2.12640195325667e-17,3.9710876843839096e-23,5.615364988234839e-12,5.078413106794554e-29,3.693193938698998e-15,4.512441310666223e-21,2.8799058428259725e-05,7.360666662960742e-21,5.5900750768869004e-27,1.6872419895159935e-24,0.0010743706527642227,3.39402812892516e-24,4.677899508664223e-10,2.8769297803496335e-35,1.102648043492815e-32,9.716318149392347e-13,2.773191702832933e-19,2.9419987295063e-43,1.4861428295644111e-16,5.495571278784718e-14,3.4430910347510134e-14,1.724257401340459e-12,6.005881168316816e-16,5.5981060922772024e-33,3.8128238790606214e-17,3.2254329309734113e-22,2.2702766741479424e-20,3.828502783852038e-16,5.311169084720948e-14,1.6737865215172352e-18,4.918364689966202e-18,1.1118404216098289e-16,1.7474941208529866e-15
1.8257335920830477e-09,0.000539690409995138,0.1557,0.0,0.0004845877618782415,0.642385617148306,0.20082504410308072,2.136081633815757e-17,3.978334249945084e-23,5.619998844668502e-12,5.098920246631304e-29,3.702336869373675e-15,4.5347084787287785e-21,2.8765221634161273e-05,7.343512714130361e-21,5.589576759912464e-27,1.684344194581442e-24,0.001074955420060033,3.398147969078714e-24,4.684216672090447e-10,2.877504575082943e-35,1.1054147894502692e-32,9.743462312034019e-13,2.7762122327676835e-19,2.9554813955971027e-43,1.48979818825112e-16,5.5064389976546994e-14,3.4471054443622553e-14,1.723237780965419e-12,5.99543028816237e-16,5.6199385454076874e-33,3.8265391618951553e-17,3.2401709565272343e-22,2.282823268079644e-20,3.8177014336113364e-16,5.3209369707285684e-14,1.6317589070917428e-18,4.979961735600799e-18,1.117143884619993e-16,1.7580391865415366e-15
1.8293306799440678e-09,0.000539690409995138,0.1557,0.0,0.000484039199600863,0.6423856339958727,0.20082446184501862,2.145780425449831e-17,3.98556943572556e-23,5.6246197434558585e-12,5.119451425361045e-29,3.711479281197914e-15,4.557030170334938e-21,2.873152585476921e-05,7.326452100859257e-21,5.590757766108952e-27,1.6814621704598875e-24,0.0010755376774849133,3.402258150977047e-24,4.690523470374115e-10,2.8780744269933056e-35,1.1081839078681372e-32,9.770610979461779e-13,2.7792437951863857e-19,2.9689983289477864e-43,1.4934532223544815e-16,5.51729368926161e-14,3.451115302882845e-14,1.722220432946801e-12,5.9850239345013595e-16,5.6418036467770154e-33,3.840267088378379e-17,3.2549443029204835e-22,2.2954123288068774e-20,3.8069592566237213e-16,5.330688312769294e-14,1.4899515204649206e-18,5.166022678890311e-18,1.1222847078480133e-16,1.7686111898685138e-15
1.8329277678050878e-09,0.000539690409995138,0.1557,0.0,0.0004834929959697063,0.6423856507732262,0.2008238820860303,2.1554983052611615e-17,3.992793554252809e-23,5.629227755594241e-12,5.140006376739702e-29,3.7206212732781295e-15,4.5794063382585696e-21,2.8697970503116114e-05,7.30948447655803e-21,5.586658997525514e-27,1.6785982766482055e-24,0.0010761174358370027,3.406358714511479e-24,4.696819947318482e-10,2.878644151083392e-35,1.1109406757274211e-32,9.797764138003005e-13,2.782317480965547e-19,2.9825462505446232e-43,1.497107972018531e-16,5.528135388490099e-14,3.455120629881017e-14,1.7212053655896919e-12,5.974661942711213e-16,5.6637015230947844e-33,3.854007631430094e-17,3.2697507182096055e-22,2.3080439213922437e-20,3.7962759101748188e-16,5.3404231460526805e-14,1.716089708481223e-18,4.978301275079576e-18,1.1273922547381587e-16,1.7792277119502893e-15
1.8361651468800058e-09,0.000539690409995138,0.1557,0.0,0.00048300342094051885,0.6423856658130538,0.20082336243076185,2.164260698607435e-17,3.999285780124167e-23,5.633364006781021e-12,5.158525163949204e-29,3.728848770814458e-15,4.5995914400093076e-21,2.8667890269097027e-05,7.294292695844594e-21,5.585778462990968e-27,1.6760354540978425e-24,0.001076637090533738,3.410041031424165e-24,4.702477987865332e-10,2.8791510851025554e-35,1.1134302031369238e-32,9.822205809958618e-13,2.78502829401859e-19,2.9947622999546327e-43,1.5003970292615987e-16,5.5378818382021435e-14,3.458721565832883e-14,1.7202937616418796e-12,5.965373943315947e-16,5.6834376044522124e-33,3.8663848851892516e-17,3.283103900118553e-22,2.3194487761016272e-20,3.7867109147999846e-16,5.3491704109249445e-14,1.6931705371782026e-18,5.0071239713302355e-18,1.132284655088341e-16,1.7888119102373994e-15
1.8390787880474321e-09,0.000539690409995138,0.1557,0.0,0.00048256442375207954,0.6423856793006503,0.20082289645785537,2.1721600425953744e-17,4.005121080530668e-23,5.637077799388145e-12,5.175208417601864e-29,3.736253286236271e-15,4.6177957500302285e-21,2.864091455566205e-05,7.280683729323114e-21,5.585877063406978e-27,1.6737401023204975e-24,0.0010771030629264575,3.413348508025493e-24,4.707563132564675e-10,2.879604706352345e-35,1.1156701902301577e-32,9.84420640892616e-13,2.7874896840122717e-19,3.005779326077658e-43,1.5033570074262631e-16,5.546644690380021e-14,3.461959295070668e-14,1.7194749079629795e-12,5.957045253502191e-16,5.701222700381081e-33,3.877533116626415e-17,3.2951448370227725e-22,2.3297426827984847e-20,3.7781427190852135e-16,5.357031561935707e-14,1.6506760311276979e-18,5.0742096857731574e-18,1.1365685014010316e-16,1.797454821835404e-15
1.8419924292148584e-09,0.000539690409995138,0.1557,0.0,0.00048212695606051893,0.6423856927426977,0.20082243210554426,2.180071869825195e-17,4.010949111517961e-23,5.640783261952271e-12,5.19190759831182e-29,3.743657570652665e-15,4.636035821275062e-21,2.8614029940564114e-05,7.267134690712081e-21,5.58477405419314e-27,1.671455231230323e-24,0.001077567414724433,3.416649746039916e-24,4.712641582530671e-10,2.880056288655692e-35,1.1179086133972243e-32,9.866209933107536e-13,2.7899513651599313e-19,3.0168194792553854e-43,1.5063168169618534e-16,5.5553990805145104e-14,3.465194085693598e-14,1.7186575647669265e-12,5.948745376979566e-16,5.71902921335772e-33,3.888689578569723e-17,3.3072075067295093e-22,2.340064599147598e-20,3.769612516301295e-16,5.364881944626929e-14,1.664320384605751e-18,5.0943003767978436e-18,1.1407586900249066e-16,1.806121142980027e-15
1.8449060703822847e-09,0.000539690409995138,0.1557,0.0,0.00048169101252358294,0.6423857061393501,0.20082196936817903,2.1879961682464073e-17,4.016769913398639e-23,5.644480431417753e-12,5.208622376845873e-29,3.751061627950905e-15,4.654311669946497e-21,2.858723611664319e-05,7.253645285302408e-21,5.583843159724869e-27,1.6691808638677666e-24,0.0010780301515771803,3.419944766629828e-24,4.717713360717079e-10,2.880505395561003e-35,1.1201470741513e-32,9.888216376603532e-13,2.792413570303102e-19,3.027880575084555e-43,1.5092764594467425e-16,5.564145027275788e-14,3.4684259479399084e-14,1.717841736104413e-12,5.940474226552496e-16,5.736857149754544e-33,3.899854257170053e-17,3.319292136249445e-22,2.350414552739738e-20,3.761120127194227e-16,5.3727215782301374e-14,1.6672850127940716e-18,5.112852341665358e-18,1.145023500798354e-16,1.8148154019794277e-15
1.847819711549711e-09,0.000539690409995138,0.1557,0.0,0.0004812565878177544,0.6423857194907603,0.20082150824013,2.1959329258351428e-17,4.022583549950886e-23,5.6481693445549336e-12,5.225352546534201e-29,3.758465473530279e-15,4.672623302823166e-21,2.8560532777799093e-05,7.240215233216958e-21,5.5830829633977945e-27,1.666917252064999e-24,0.0010784912791144514,3.423233590906824e-24,4.722778490002342e-10,2.880952108958008e-35,1.1223854462060235e-32,9.910225733581527e-13,2.794875120095835e-19,3.038961348379786e-43,1.5122359411209082e-16,5.5728825493609444e-14,3.471654892012076e-14,1.7170274259472471e-12,5.932231715123144e-16,5.754706526177489e-33,3.911027138699222e-17,3.3313995798693693e-22,2.360792575884993e-20,3.7526653733036657e-16,5.380550481457698e-14,1.6712692215452145e-18,5.128203361767242e-18,1.149311231044872e-16,1.823532731500406e-15
1.8504419886003945e-09,0.000539690409995138,0.1557,0.0,0.00048086689979833625,0.6423857314684736,0.20082109459621406,2.2030866503369885e-17,4.027809733619735e-23,5.651482337468775e-12,5.240422848027665e-29,3.76512876712219e-15,4.6891343718133765e-21,2.853657688523704e-05,7.228178689719555e-21,5.582259594579837e-27,1.6648892438453807e-24,0.0010789049225703835,3.42618825238634e-24,4.727331440382325e-10,2.881352129675627e-35,1.1243998108626494e-32,9.930036641205058e-13,2.7970909661177333e-19,3.0489511674488086e-43,1.5148993426409218e-16,5.5807391316136475e-14,3.4745584550417666e-14,1.7162958483478078e-12,5.924837869226405e-16,5.770789298459059e-33,3.9210897343295424e-17,3.3423156858895793e-22,2.3701568249515367e-20,3.7450881262953886e-16,5.387587335420011e-14,1.6792369934986165e-18,5.144442920166417e-18,1.1531361140274547e-16,1.831394749190583e-15
1.853064265651078e-09,0.000539690409995138,0.1557,0.0,0.00048047843388071494,0.6423857434097752,0.20082068224722363,2.2102504483189614e-17,4.033030162857989e-23,5.654788698962397e-12,5.255505633545611e-29,3.771791909930515e-15,4.705674436836893e-21,2.8512693816403765e-05,7.216189760491167e-21,5.58150376490173e-27,1.662869838805107e-24,0.0010793172711013202,3.429137927364441e-24,4.731879040166719e-10,2.881750238559943e-35,1.1264141189863982e-32,9.949849900207173e-13,2.799306869649686e-19,3.05895772911123e-43,1.5175626222958187e-16,5.588588918710691e-14,3.477459669973037e-14,1.7155655066776626e-12,5.917467086988914e-16,5.786889430481079e-33,3.9311589534689885e-17,3.353249360507621e-22,2.379543861978358e-20,3.7375410912808783e-16,5.394615526977e-14,1.684055559503432e-18,5.1632833561955316e-18,1.1569712022552233e-16,1.8392750678077124e-15
1.8556865427017616e-09,0.000539690409995138,0.1557,0.0,0.0004800911862226795,0.6423857553147757,0.20082027118909543,2.217424311071111e-17,4.038244855485797e-23,5.658088455482939e-12,5.27060093810622e-29,3.778454908226169e-15,4.722243506398495e-21,2.8488883350185814e-05,7.20424822881571e-21,5.580827890810464e-27,1.660858935221066e-24,0.0010797283287705673,3.432082631143508e-24,4.736421305871323e-10,2.8821464756001594e-35,1.1284283369656848e-32,9.96966550676469e-13,2.80152256294228e-19,3.068981219512017e-43,1.520225782627344e-16,5.596431924334603e-14,3.480358544169702e-14,1.7148364036710208e-12,5.910119305078311e-16,5.8030069163343654e-33,3.941234786356699e-17,3.3642004184687444e-22,2.3889537082911988e-20,3.730024139887978e-16,5.401635070057304e-14,1.6879939426297602e-18,5.178721522150234e-18,1.1608369197566107e-16,1.84717537652776e-15
1.8583088197524452e-09,0.000539690409995138,0.1557,0.0,0.0004797051529941147,0.6423857671835856,0.2008198614177789,2.2246082299010442e-17,4.0434538413347726e-23,5.661381633365315e-12,5.285708765546733e-29,3.7851177691791175e-15,4.738841588684512e-21,2.846514526619408e-05,7.192353883779677e-21,5.5799964917639505e-27,1.658856554801307e-24,0.001080138099628636,3.435022378962044e-24,4.740958253970886e-10,2.882540866957186e-35,1.1304423880338513e-32,9.989483457161447e-13,2.803738827869667e-19,3.0790214657684095e-43,1.5228888265411412e-16,5.6042681621833805e-14,3.483255084972426e-14,1.7141085420119795e-12,5.902794460234274e-16,5.819141757503925e-33,3.9513172233092785e-17,3.3751694277478243e-22,2.39838638503505e-20,3.7225371443959805e-16,5.408645978448108e-14,1.695585092301219e-18,5.191938262426009e-18,1.164695823863683e-16,1.855093704782033e-15
1.8609310968031287e-09,0.000539690409995138,0.1557,0.0,0.0004793203303769876,0.6423857790163143,0.20081945292923642,2.2318021961339415e-17,4.048657144307392e-23,5.664668258832712e-12,5.300829070277008e-29,3.791780501452815e-15,4.7554686907714264e-21,2.8441479344717298e-05,7.180506516697547e-21,5.579218867305683e-27,1.656862660262418e-24,0.0010805465877132855,3.4379571860167314e-24,4.745489900899535e-10,2.8829334097520765e-35,1.132456396790979e-32,1.0009303747783678e-12,2.805955137208422e-19,3.0890782509544642e-43,1.5255517575474705e-16,5.612097645969992e-14,3.486149299698793e-14,1.713381924335003e-12,5.895492489259576e-16,5.8352939533284376e-33,3.961406254720385e-17,3.3861565840897827e-22,2.407841914997007e-20,3.715079977606721e-16,5.4156482660275153e-14,1.7001930262284393e-18,5.210830861722947e-18,1.1685430859553978e-16,1.8630292723401783e-15
1.864779034346113e-09,0.000539690409995138,0.1557,0.0,0.00047875782412008626,0.6423857963146079,0.20081885582570688,2.242376815757435e-17,4.05628224838459e-23,5.669479255845993e-12,5.323039226848282e-29,3.80155720115571e-15,4.7799199024191136e-21,2.840688207786242e-05,7.163206262002185e-21,5.578242122617534e-27,1.6539520864427707e-24,0.0010811436905718776,3.442254818328597e-24,4.752130091145737e-10,2.883506163315181e-35,1.1354116231957994e-32,1.0038392333515445e-12,2.809206965583037e-19,3.103865688639784e-43,1.529459153920978e-16,5.6235744565525237e-14,3.4903920837114974e-14,1.7123179407088989e-12,5.884818831556813e-16,5.859027150703223e-33,3.9762228492318096e-17,3.402311572566513e-22,2.4217584102161076e-20,3.704191042670475e-16,5.425907867331102e-14,1.7067196521289055e-18,5.2382946016086485e-18,1.174201809403662e-16,1.8747070905649275e-15
1.8686269718890976e-09,0.000539690409995138,0.1557,0.0,0.000478197904466917,0.6423858135357898,0.2008182614630055,2.252973024248313e-17,4.063895250186924e-23,5.674276282005884e-12,5.345276296628882e-29,3.811333671061546e-15,4.804433638211653e-21,2.837243903541286e-05,7.14600605570523e-21,5.5768013057714634e-27,1.6510596615534787e-24,0.0010817380526035015,3.4465418922195406e-24,4.758758953426304e-10,2.8840751582360283e-35,1.1383663323714723e-32,1.006748594025759e-12,2.8124605165364716e-19,3.118689525701302e-43,1.5333663263307357e-16,5.6350367967933534e-14,3.494629897711245e-14,1.7112566492502428e-12,5.874194092351371e-16,5.882797714189711e-33,3.9910535930865865e-17,3.4185043162847496e-22,2.4357242391835238e-20,3.6933656658316217e-16,5.4361489798227194e-14,1.7321139302800567e-18,5.242253152771716e-18,1.1798966142355964e-16,1.8864263383593425e-15
1.872474909432082e-09,0.000539690409995138,0.1557,0.0,0.0004776405594937566,0.6423858306802033,0.20081766982852203,2.263590794402619e-17,4.071496204981499e-23,5.6790594188764004e-12,5.367540256944437e-29,3.8211099362087995e-15,4.829009922912386e-21,2.8338149530877584e-05,7.128905239564803e-21,5.5756014886248944e-27,1.6481850765916021e-24,0.0010823296864183127,3.450818455231645e-24,4.765376539137048e-10,2.884640274655032e-35,1.1413211946742077e-32,1.0096584557954983e-12,2.81571448715702e-19,3.1335497622495984e-43,1.5372732849202685e-16,5.6464847101829307e-14,3.498862764551706e-14,1.7101980577143347e-12,5.863618072718496e-16,5.906605631343604e-33,4.005898456820506e-17,3.434735221735103e-22,2.4497394717019244e-20,3.6826034514782655e-16,5.4463716475448016e-14,1.7337301022239935e-18,5.271978242707546e-18,1.1855937293267873e-16,1.8981837611578338e-15
1.8763228469750667e-09,0.000539690409995138,0.1557,0.0,0.00047708577733194933,0.6423858477481902,0.2008170809097046,2.274230099098289e-17,4.079085165431806e-23,5.68382874751406e-12,5.389831034127767e-29,3.8308860234816275e-15,4.8536487807690065e-21,2.8304012880926833e-05,7.111903166157102e-21,5.575692894559496e-27,1.6453280018966125e-24,0.0010829186045682527,3.455084554680832e-24,4.771982899467306e-10,2.885201570562218e-35,1.1442765841140474e-32,1.0125688177057367e-12,2.818964452159996e-19,3.1484461399697266e-43,1.5411800405796934e-16,5.6579182402700144e-14,3.5030907069812086e-14,1.7091421736354836e-12,5.853090574076496e-16,5.9304508903692576e-33,4.020757411317764e-17,3.451004628042151e-22,2.463804177943029e-20,3.671904006062614e-16,5.4565759146627685e-14,1.6963932174232535e-18,5.344159500909131e-18,1.1912850821538788e-16,1.9099786450295596e-15
1.8801707845180513e-09,0.000539690409995138,0.1557,0.0,0.00047653354616773155,0.6423858647400903,0.20081649469405907,2.2848909112952518e-17,4.08666224512985e-23,5.688584348470905e-12,5.412148854976052e-29,3.8406619577264e-15,4.8783502381674496e-21,2.8270028405350163e-05,7.094999194552897e-21,5.5745629438786574e-27,1.6424887319459788e-24,0.0010835048195473164,3.45934023766642e-24,4.778578085430804e-10,2.885759574919345e-35,1.1472306069528151e-32,1.0154796788539006e-12,2.8222175598075213e-19,3.1633790824920292e-43,1.545086603373082e-16,5.6693374306583686e-14,3.507313747643228e-14,1.7080890043302324e-12,5.842611398203026e-16,5.954333508777753e-33,4.035630427808013e-17,3.46731228419462e-22,2.477918429464318e-20,3.6612669380679315e-16,5.466761825432839e-14,1.739108840583767e-18,5.332726019712031e-18,1.1969857074520952e-16,1.9218165450885287e-15
1.884018722061036e-09,0.000539690409995138,0.1557,0.0,0.0004759838542419674,0.6423858816562426,0.20081591116914935,2.2955732040355312e-17,4.094227559234844e-23,5.693326301797639e-12,5.43449358156963e-29,3.850437766827049e-15,4.903114320240751e-21,2.8236195427082142e-05,7.078192690790103e-21,5.5714638116483614e-27,1.6396675663039111e-24,0.001084088343791823,3.463585551083929e-24,4.785162147860036e-10,2.8863140760941486e-35,1.1501836732983223e-32,1.0183910383854054e-12,2.8254793881787557e-19,3.1783479334444468e-43,1.548992984593758e-16,5.680742325003798e-14,3.511531909076865e-14,1.7070385568996784e-12,5.832180347224764e-16,5.978253510874623e-33,4.050517477864377e-17,3.4836582598814915e-22,2.4920822997869595e-20,3.650691859355487e-16,5.47692942415564e-14,1.822356898355356e-18,5.27782402815503e-18,1.202710275300941e-16,1.933695361443745e-15
1.8878666596040204e-09,0.000539690409995138,0.1557,0.0,0.0004754366898497637,0.6423858984969837,0.20081533032259638,2.3062769504433407e-17,4.1017810625837774e-23,5.698054687046608e-12,5.456864879466334e-29,3.860213476862484e-15,4.927941053254758e-21,2.8202513271936182e-05,7.061483019073758e-21,5.571983975415701e-27,1.6368632237433507e-24,0.0010846691896806814,3.467820541629955e-24,4.791735137297042e-10,2.886864310354863e-35,1.1531395599024654e-32,1.0213028955003317e-12,2.828731121275895e-19,3.19335224000219e-43,1.5528991948032592e-16,5.692132967010843e-14,3.515745213717331e-14,1.7059908382314284e-12,5.821797223563775e-16,6.002210841350508e-33,4.0654185334002496e-17,3.5000435025242385e-22,2.5062958629266744e-20,3.6401783843145377e-16,5.487078755293192e-14,1.7081206400977407e-18,5.4239400002491735e-18,1.2084700078308948e-16,1.9456074942408797e-15
1.891714597147005e-09,0.000539690409995138,0.1557,0.0,0.00047489204134036503,0.6423859152626493,0.20081475214207836,2.317002123725175e-17,4.109322816518351e-23,5.702769583275249e-12,5.479263204741317e-29,3.869989118485219e-15,4.952830460119176e-21,2.816898126884673e-05,7.044869558218885e-21,5.57428522327729e-27,1.6340754729449508e-24,0.0010852473695356591,3.472045255806345e-24,4.798297104098922e-10,2.887411459054232e-35,1.156095035226892e-32,1.0242152494419594e-12,2.831973205441282e-19,3.208394589089997e-43,1.5568052464144103e-16,5.703509400429953e-14,3.519953683896431e-14,1.7049458550036379e-12,5.811461830065434e-16,6.026205487696077e-33,4.0803335666674476e-17,3.516467142701059e-22,2.5205591922902456e-20,3.6297261278906864e-16,5.49720986309006e-14,1.6282463410309921e-18,5.5411197942695525e-18,1.2141799819789272e-16,1.9575595383407844e-15
1.8955625346899895e-09,0.000539690409995138,0.1557,0.0,0.0004743498971170671,0.6423859319535734,0.20081417661533044,2.32774869716989e-17,4.116853145111899e-23,5.70747106904863e-12,5.501688875233786e-29,3.879764714371857e-15,4.977782572037602e-21,2.813559874993555e-05,7.028351685407223e-21,5.5682260514190695e-27,1.6313067345275323e-24,0.001085822895621644,3.476259739904304e-24,4.804848098614117e-10,2.8879566438236236e-35,1.1590443492022993e-32,1.0271280995071452e-12,2.8352454270955717e-19,3.22347382213961e-43,1.560711148609306e-16,5.714871669054153e-14,3.524157341843038e-14,1.7039036136881778e-12,5.801173969998488e-16,6.050237582479133e-33,4.095262550252873e-17,3.5329281352824585e-22,2.534872362506149e-20,3.619334708104537e-16,5.507322791742735e-14,1.9596330484068047e-18,5.2452830881711374e-18,1.2198247917491308e-16,1.9695602116606622e-15
1.899410472232974e-09,0.000539690409995138,0.1557,0.0,0.00047381024563657637,0.6423859485700888,0.20081360373014437,2.3385166441487854e-17,4.1243720210488397e-23,5.7121592224426255e-12,5.524140542285248e-29,3.889540291270811e-15,5.002797418247794e-21,2.8102365050218413e-05,7.01192877402079e-21,5.563783756090595e-27,1.6285558905943573e-24,0.0010863957801469106,3.480464040017307e-24,4.811388170839876e-10,2.888496851222102e-35,1.1619980324223537e-32,1.0300414450440123e-12,2.8385205215890395e-19,3.238584796890706e-43,1.5646169122181245e-16,5.726219816716453e-14,3.5283562096835704e-14,1.702864120549951e-12,5.790933446878153e-16,6.074307097680513e-33,4.11020545707701e-17,3.5494276240313036e-22,2.549235443215645e-20,3.609003748283136e-16,5.5174175865193377e-14,1.962532350497181e-18,5.26244956240199e-18,1.22569322262904e-16,1.9815943496769314e-15
1.9032584097759586e-09,0.000539690409995138,0.1557,0.0,0.0004732730754085677,0.6423859651125258,0.20081303347436819,2.3493059381156688e-17,4.131878990049248e-23,5.7168341210470835e-12,5.546618900529622e-29,3.899315881629843e-15,5.027875018450266e-21,2.806927950728875e-05,6.995600215966007e-21,5.5753566306229564e-27,1.6258176154206394e-24,0.0010869660352633844,3.4846582020243086e-24,4.817917370156342e-10,2.889031846270683e-35,1.1649612268290403e-32,1.0329552854467073e-12,2.841732352361194e-19,3.2537356234524703e-43,1.5685225503782077e-16,5.737553887286471e-14,3.532550309442464e-14,1.7018273816500106e-12,5.780740064547871e-16,6.098413749423225e-33,4.125162260390413e-17,3.565967216951807e-22,2.5636485094376415e-20,3.598732871169549e-16,5.527494292272957e-14,1.2590734471577768e-18,5.990788846850126e-18,1.231640195250061e-16,1.9936561508810054e-15
1.906251704224553e-09,0.000539690409995138,0.1557,0.0,0.0004728569214280268,0.6423859779298038,0.20081259168530874,2.357713629247027e-17,4.137710877946741e-23,5.7204615886168895e-12,5.564125595082083e-29,3.906920298926432e-15,5.047426191294709e-21,2.8043644432178826e-05,6.982963173902438e-21,5.568766544709325e-27,1.6237005458795947e-24,0.0010874078238104065,3.487913841698483e-24,4.822988919971125e-10,2.8894496468410505e-35,1.1672521012448446e-32,1.035222291488167e-12,2.8442906876791095e-19,3.2655547642369286e-43,1.5715606501564387e-16,5.74636090684302e-14,3.535809598895054e-14,1.7010228151592144e-12,5.772843148405738e-16,6.117192091060295e-33,4.1368066874665206e-17,3.5788609033641636e-22,2.5748949903244607e-20,3.590784503969592e-16,5.535320437502687e-14,1.7843173939692648e-18,5.519601513414846e-18,1.2357167339398707e-16,2.0030871339258587e-15
1.9092449986731476e-09,0.000539690409995138,0.1557,0.0,0.0004724422566251176,0.6423859907026092,0.20081215147437176,2.3661342094699843e-17,4.1435359456186924e-23,5.724081118187137e-12,5.581647524633882e-29,3.9145247503177195e-15,5.067015374113385e-21,2.8018098303082246e-05,6.970382569445864e-21,5.5657917043989926e-27,1.6215940860313127e-24,0.0010878480342356132,3.491163395657984e-24,4.82805394392395e-10,2.889863619675701e-35,1.169549002659989e-32,1.037489596402705e-12,2.8468257937805265e-19,3.2773890211900368e-43,1.5745986845273934e-16,5.7551594552893e-14,3.5390660266224995e-14,1.7002199215501338e-12,5.764974548053147e-16,6.1359930932778113e-33,4.1484594953174095e-17,3.5917796072175744e-22,2.5861718068264142e-20,3.5828720922357303e-16,5.543135684991153e-14,1.817619536626056e-18,5.4934641556350104e-18,1.2402923508184326e-16,2.0125394955685386e-15
1.9113397950614183e-09,0.000539690409995138,0.1557,0.0,0.0004721529447719197,0.6423859996150284,0.20081184433731425,2.3720348414334344e-17,4.147608469671107e-23,5.7266094702660535e-12,5.593918762537818e-29,3.919846598428564e-15,5.080747082213513e-21,2.8000273102474188e-05,6.961611705126564e-21,5.5665762527388076e-27,1.6201262654463915e-24,0.001088155170935329,3.4934339217397694e-24,4.831594729068768e-10,2.8901521198009947e-35,1.1711572246692377e-32,1.0390765013905274e-12,2.8486002043425413e-19,3.2856801947130873e-43,1.5767247550966354e-16,5.761311913398979e-14,3.5413432748384867e-14,1.6996590291681077e-12,5.759484660680936e-16,6.1491640791685844e-33,4.156619454788753e-17,3.600835041819328e-22,2.5940817225689103e-20,3.577356044584478e-16,5.548598556084002e-14,1.7925001845951546e-18,5.532143509827967e-18,1.2434879580971578e-16,2.0191611622398775e-15
