Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),CHOX2(61),SX(53),CH3OX(46),CH3X(55),CH4(41),CH2OX2(52),CHX(32),SX(406),SX(420),C2HOX(418),C2H4O(376),CH2X(63),SX(57),CH4X(383),SX(56),CH2OX(176),CHOX(175),OCCO(371),SX(421)
2.548364969886635e-07,0.00053584454179025,0.1557,0.0,0.00032206735057245273,0.6423899610915695,0.20066413870505234,3.729713557964689e-12,6.448734354808011e-12,6.713516215274685e-10,4.081052172722813e-14,6.587544756885358e-09,3.0769357279302e-11,1.906887952439029e-05,3.208535321671171e-13,1.7054912130465237e-16,3.291480058174673e-14,0.0012349033347133457,6.450361766080346e-16,9.206535132610319e-07,4.49902877349022e-27,1.0383986550585087e-22,2.9051982998988824e-08,4.225645116042842e-14,3.215102223908016e-26,2.4238830271223905e-10,3.3124638199435595e-10,1.9593493233338354e-12,1.1891807717658499e-12,1.6090397488571329e-15,2.389087152724932e-17,3.300295404819031e-12,3.765459135280601e-22,2.809014505993026e-11,7.3601717313780715e-16,7.88254477549667e-16,1.0710726628804603e-16,3.3342452837072127e-16,7.811108744137417e-15,1.0508519335140302e-11,2.4393567310429716e-17,4.8277399939937635e-20,3.0321251955128837e-10,2.1243872127186172e-14,1.0840727409366585e-16,3.6867438885477964e-16,1.0000528916800909e-20,9.175796154176215e-17
2.5515317133705433e-07,0.00053584454179025,0.1557,0.0,0.0003220660670519077,0.6423899576644471,0.20066413724872775,3.772545753918898e-12,6.574494252589719e-12,6.756362341931969e-10,4.18919632818007e-14,6.669844807322004e-09,3.137436877884986e-11,1.9068790965623166e-05,3.246758605813838e-13,1.7374523024929758e-16,3.353217747982e-14,0.0012348982955126717,6.535693377302883e-16,9.268729013601493e-07,4.5658461613655194e-27,1.0649975733160992e-22,2.9228957481395932e-08,4.276872706305796e-14,3.277773920451987e-26,2.4542648339367714e-10,3.3526679120942945e-10,1.9619962337699298e-12,1.1891712940133722e-12,1.6180585580176079e-15,2.4537989863705893e-17,3.3278704799915106e-12,3.811606687964015e-22,2.8440405973371992e-11,7.401501580494986e-16,7.872468871880339e-16,1.0774577970741786e-16,3.3546267021349904e-16,7.855513392441126e-15,1.0550439319759821e-11,2.3863427961093877e-17,4.8899804549603576e-20,3.0701482794172195e-10,2.1669052142244092e-14,1.0913796527818661e-16,3.711590104410499e-16,1.0169292073611919e-20,9.300137601622395e-17
2.554381782506061e-07,0.00053584454179025,0.1557,0.0,0.0003220649057009814,0.6423899545627578,0.20066413593058932,3.81153905307614e-12,6.689690902290387e-12,6.795163790185703e-10,4.288891773028161e-14,6.744764953067502e-09,3.19286733877929e-11,1.906871085639804e-05,3.2815060345720547e-13,1.7666946797050375e-16,3.409705279376277e-14,0.001234893736115572,6.61345686131997e-16,9.325002827485035e-07,4.626839325738063e-27,1.089490567087929e-22,2.9388855427491192e-08,4.323456263151291e-14,3.3351505308261047e-26,2.481922948046971e-10,3.3892582018502265e-10,1.9643801242894917e-12,1.189162718565218e-12,1.6262188302113493e-15,2.5135029562595615e-17,3.3528767875154223e-12,3.853994724973313e-22,2.8759393856393925e-11,7.438897519991073e-16,7.861429289129951e-16,1.0809847525692066e-16,3.3673381007215366e-16,7.894947450048503e-15,1.058836978472691e-11,2.357850177666163e-17,4.9466004023048796e-20,3.104761367194368e-10,2.2058851805845738e-14,1.0979908505660125e-16,3.7340705913696514e-16,1.0323598471941217e-20,9.413363857717946e-17
2.5569468447280265e-07,0.00053584454179025,0.1557,0.0,0.00032206385546360526,0.6423899517571943,0.20066413473821182,3.846996765820984e-12,6.7950239040037845e-12,6.830280425410659e-10,4.380575998884431e-14,6.812888441096709e-09,3.2435608029154495e-11,1.906863842826076e-05,3.3130613640581794e-13,1.7934049158102746e-16,3.461302671915006e-14,0.00123488961307168,6.684234897540898e-16,9.375892373808686e-07,4.682436997342669e-27,1.111992138887476e-22,2.9533265560221178e-08,4.365772200858827e-14,3.387588357834753e-26,2.5070724958354854e-10,3.42252195030931e-10,1.96652698623256e-12,1.1891549637309618e-12,1.6335982792955431e-15,2.5684491579462692e-17,3.375536265050019e-12,3.89127301078067e-22,2.9049556037849944e-11,7.472715561112512e-16,7.855204132828562e-16,1.0879318667971661e-16,3.386511552680236e-16,7.929582870097038e-15,1.0622669998912055e-11,2.362472000868568e-17,4.998051060906172e-20,3.136234018604014e-10,2.2415551709944725e-14,1.1039693361567226e-16,3.7543995907187995e-16,1.0464463115349484e-20,9.516346055637136e-17
2.559511906949992e-07,0.00053584454179025,0.1557,0.0,0.0003220628004569409,0.6423899489382854,0.20066413354008128,3.882802493657307e-12,6.901948708848672e-12,6.865582981866909e-10,4.4741533098575865e-14,6.8816767014741e-09,3.2950292498970617e-11,1.9068565687033682e-05,3.3448862253344393e-13,1.8204914272052377e-16,3.513628092196667e-14,0.0012348854714265688,6.755770424824184e-16,9.427012819057416e-07,4.7387096861924255e-27,1.1349357172871226e-22,2.9678150377739052e-08,4.4084609321026986e-14,3.4407932749734553e-26,2.5324679769469193e-10,3.4561034688727047e-10,1.968675143108581e-12,1.1891471738226068e-12,1.641011163159057e-15,2.6245687655501505e-17,3.3983422625665827e-12,3.929351711501761e-22,2.934265900727465e-11,7.506687177254016e-16,7.848159172905136e-16,1.0953741081019011e-16,3.4085793728649594e-16,7.96560788134203e-15,1.0657124475922633e-11,2.36385568753698e-17,5.049971889903651e-20,3.1680134045446136e-10,2.277791064993955e-14,1.1099748002627505e-16,3.7748202935908675e-16,1.0607237901682953e-20,9.620359115701526e-17
2.5620769691719575e-07,0.00053584454179025,0.1557,0.0,0.000322061740669469,0.6423899461059915,0.20066413233617963,3.918959559359561e-12,7.010487726141165e-12,6.901072300604299e-10,4.569660868760109e-14,6.95113557316407e-09,3.347283775618714e-11,1.906849263212461e-05,3.37698232118035e-13,1.847958904060315e-16,3.56669063860191e-14,0.001234881311136607,6.828071451075332e-16,9.478364719192106e-07,4.795665426278515e-27,1.1583293772998097e-22,2.9823509004728577e-08,4.4515249896166025e-14,3.4947752733218097e-26,2.5581115542946493e-10,3.490005457307125e-10,1.9708246007769594e-12,1.1891393487569803e-12,1.6484575617695276e-15,2.6818859787190645e-17,3.4212955658809503e-12,3.970283333630878e-22,2.963873141003824e-11,7.540812742659623e-16,7.8413565525032445e-16,1.0940220555906995e-16,3.4113039439431754e-16,8.003515381123428e-15,1.069173651006212e-11,2.3585296076047848e-17,5.1023661704815675e-20,3.200102194934283e-10,2.314601503819914e-14,1.1160073054380703e-16,3.795332912333541e-16,1.0751948164159944e-20,9.725411822444962e-17
2.564642031393923e-07,0.00053584454179025,0.1557,0.0,0.00032206067608974337,0.6423899432602732,0.20066413112648898,3.9554713138944176e-12,7.1206636441399324e-12,6.936749224669768e-10,4.667136515410384e-14,7.021270934619902e-09,3.4003356179098695e-11,1.906841926295132e-05,3.4093513556026897e-13,1.8758120769242838e-16,3.620499498962472e-14,0.0012348771321584883,6.901146067279078e-16,9.529948626316923e-07,4.8533123392832014e-27,1.1821812936040352e-22,2.9969340536273206e-08,4.494966911290471e-14,3.5495444102391313e-26,2.5840054054324914e-10,3.5242306322600407e-10,1.9729753651110377e-12,1.1891314884513963e-12,1.6559375545376807e-15,2.74042547148586e-17,3.4443969619501273e-12,4.009316823452302e-22,2.9937802140559564e-11,7.575092626719938e-16,7.833129860847522e-16,1.0953877916436854e-16,3.4153066332152446e-16,8.039412318039491e-15,1.0726507580188488e-11,2.3539693738561005e-17,5.155237191123459e-20,3.232503077217906e-10,2.3519952522145e-14,1.1220669151339958e-16,3.815937661026865e-16,1.0898619554262398e-20,9.831513009324325e-17
2.5672070936158885e-07,0.00053584454179025,0.1557,0.0,0.00032205960670637733,0.642389940401091,0.2006641299109913,3.992341136596325e-12,7.2324994327504915e-12,6.972614599093629e-10,4.7666187775373674e-14,7.092088703866251e-09,3.4541961579975184e-11,1.9068345578952683e-05,3.4419950336136217e-13,1.9040557245394155e-16,3.675063950779961e-14,0.0012348729344492297,6.975002448333658e-16,9.581765088635769e-07,4.9116586389662856e-27,1.2064997636249054e-22,3.011564403768449e-08,4.538789243315741e-14,3.6051108851189834e-26,2.61015172258539e-10,3.5587817272718866e-10,1.9751274419979974e-12,1.189123592823744e-12,1.6634512203034793e-15,2.8002124007260895e-17,3.4676472387580154e-12,4.0433852483470675e-22,3.023990034393566e-11,7.609527194899805e-16,7.827089567565094e-16,1.1175316595160218e-16,3.466636637134547e-16,8.071482356709161e-15,1.0761433403945277e-11,2.3536494939080138e-17,5.2085882516477324e-20,3.265218756397681e-10,2.3899811999805133e-14,1.128153693231796e-16,3.836634756458458e-16,1.1047278045179304e-20,9.93867157524908e-17
2.569772155837854e-07,0.00053584454179025,0.1557,0.0,0.0003220585325080842,0.6423899375284056,0.2006641286896688,4.029572435343399e-12,7.346018346266284e-12,7.008669270874531e-10,4.8681468822016106e-14,7.163594838571471e-09,3.50887692198272e-11,1.9068271579567907e-05,3.4749150615222873e-13,1.9326946848401467e-16,3.730393361662522e-14,0.0012348687179661825,7.049648853910346e-16,9.633814650381126e-07,4.970712635463143e-27,1.2312933222136267e-22,3.026241854430291e-08,4.5829945340350815e-14,3.6614850746193917e-26,2.636552712676265e-10,3.593661492782026e-10,1.977280837338753e-12,1.189115661792796e-12,1.670998637305496e-15,2.8612724150905454e-17,3.491047185783922e-12,4.087041271999e-22,3.0545055417575813e-11,7.644116817897056e-16,7.819891709721259e-16,1.114772097174186e-16,3.4701011379662106e-16,8.110194632743381e-15,1.0796518703675029e-11,2.3516203138651615e-17,5.262422655186292e-20,3.298251955040564e-10,2.4285683635930185e-14,1.1342676989326977e-16,3.8574244022448973e-16,1.1197949935417684e-20,1.0046896460289632e-16
2.571635436310599e-07,0.00053584454179025,0.1557,0.0,0.0003220577491768557,0.642389935433176,0.20066412779882836,4.0568461468601535e-12,7.429548124715764e-12,7.034978835663687e-10,4.94320321132366e-14,7.215972479312027e-09,3.549118396969774e-11,1.9068217627769332e-05,3.499002671724947e-13,1.953748885302971e-16,3.77107010594726e-14,0.0012348656432852147,7.104372691214692e-16,9.671770313258185e-07,5.014058434088166e-27,1.2496063112415802e-22,3.036933142112278e-08,4.6153471720404797e-14,3.7029480529383273e-26,2.655891545234689e-10,3.6192060816599686e-10,1.9788459099857145e-12,1.1891098783869984e-12,1.6765023453132893e-15,2.906440022265946e-17,3.5081393827252333e-12,4.116983095683389e-22,3.0768656015968935e-11,7.669340410342655e-16,7.814307162374682e-16,1.1143302724833818e-16,3.471032601712508e-16,8.137985564261242e-15,1.0822105221397322e-11,2.3499218846569547e-17,5.3018333286438425e-20,3.32244817622477e-10,2.4569805603246374e-14,1.1387260668590788e-16,3.8725843080222445e-16,1.1308676766767653e-20,1.0126185566435382e-16
2.5734987167833444e-07,0.00053584454179025,0.1557,0.0,0.00032205696329477,0.6423899333307856,0.20066412690489813,4.084313737263248e-12,7.513987569403033e-12,7.061389060558767e-10,5.0193756710950614e-14,7.26871882416254e-09,3.5898033567756825e-11,1.906816350903837e-05,3.5232376580511127e-13,1.9750161280584392e-16,3.812159138909389e-14,0.0012348625586594824,7.159521028121003e-16,9.709849466034662e-07,5.057785338957925e-27,1.268177830120123e-22,3.0476491916622887e-08,4.647904212412553e-14,3.7448467084148706e-26,2.6753667889483607e-10,3.6449266256133526e-10,1.980411683730562e-12,1.189104076226568e-12,1.6820239333332284e-15,2.9523033745259987e-17,3.525311276719296e-12,4.145627259387104e-22,3.099389671727284e-11,7.694646147634917e-16,7.809561679846695e-16,1.1204853684253047e-16,3.487718357932208e-16,8.163806442539415e-15,1.0847775780447231e-11,2.3487022886532606e-17,5.341502064210506e-20,3.346814443880853e-10,2.4857183701561216e-14,1.14319885893496e-16,3.887793241808663e-16,1.1420490364007359e-20,1.0206045536802636e-16
2.5753619972560897e-07,0.00053584454179025,0.1557,0.0,0.0003220561748575763,0.6423899312212195,0.2006641260078712,4.111976541440655e-12,7.59934588085121e-12,7.087900272143649e-10,5.0966800112238396e-14,7.321836196184963e-09,3.630936365772716e-11,1.9068109223173323e-05,3.547620675164816e-13,1.9964983127764418e-16,3.8536641412888975e-14,0.0012348594640729767,7.215097116164316e-16,9.748052313260448e-07,5.101896627546499e-27,1.2870112782854238e-22,3.0583899630996786e-08,4.680666636874762e-14,3.787185127089153e-26,2.69497930437104e-10,3.670824195675805e-10,1.9819781608485817e-12,1.1890982552809594e-12,1.6875634307628201e-15,2.9988728069473544e-17,3.5425631715086762e-12,4.1773337372676297e-22,3.1220789042890083e-11,7.720034168519806e-16,7.804781475044064e-16,1.1209692169654029e-16,3.4959624754281906e-16,8.190917487260163e-15,1.0873531137412188e-11,2.3470441170321677e-17,5.3814301349900206e-20,3.3713518190480046e-10,2.5147853776928977e-14,1.1476860977931786e-16,3.9030512813607163e-16,1.1533401136664402e-20,1.02864798538555e-16
2.577225277728835e-07,0.00053584454179025,0.1557,0.0,0.0003220553838610595,0.6423899291044629,0.2006641251077409,4.139835902396935e-12,7.685632341409274e-12,7.114512797535836e-10,5.1751321870819416e-14,7.375326929546184e-09,3.672522030096342e-11,1.9068054769962746e-05,3.572152377953939e-13,2.0181973441129548e-16,3.895588819281792e-14,0.0012348563595097851,7.271104231286962e-16,9.786379058315043e-07,5.14639560006563e-27,1.3061100618780335e-22,3.069155415592855e-08,4.713635425581892e-14,3.8299673682078895e-26,2.7147299561737193e-10,3.696899867590938e-10,1.9835453436187795e-12,1.1890924155197144e-12,1.6931208668373983e-15,3.0461588002370873e-17,3.5598953711456844e-12,4.206986575721338e-22,3.14493445860477e-11,7.745504609370819e-16,7.799178718632885e-16,1.121742275406515e-16,3.4977621189008186e-16,8.218906105428467e-15,1.08993712594644e-11,2.3452230283479052e-17,5.421618812273138e-20,3.396061367675314e-10,2.5441852043716423e-14,1.1521878060971106e-16,3.918358501662867e-16,1.1647419588333611e-20,1.0367492008916992e-16
2.57908855820158e-07,0.00053584454179025,0.1557,0.0,0.00032205459030103093,0.642389926980501,0.20066412420450033,4.16789317128882e-12,7.772856315814217e-12,7.14122696438335e-10,5.254748362097553e-14,7.429193369530468e-09,3.714564997950279e-11,1.9068000149193755e-05,3.596833421218711e-13,2.0401151430491248e-16,3.937936904656074e-14,0.0012348532449540923,7.327545674014371e-16,9.824829903435174e-07,5.1912855851722165e-27,1.3254776188839676e-22,3.079945507455439e-08,4.7468115637203384e-14,3.873197525108206e-26,2.734619613149243e-10,3.723154721812711e-10,1.9851132343238684e-12,1.1890865569126243e-12,1.6986962706235987e-15,3.094171982642234e-17,3.577308180010216e-12,4.2325354456126943e-22,3.167957501212906e-11,7.771057604378477e-16,7.794400786228477e-16,1.1355810945543683e-16,3.5263496483111703e-16,8.244110842408876e-15,1.0925295305370929e-11,2.3444228705093876e-17,5.462069374021165e-20,3.42094416062428e-10,2.5739215087977282e-14,1.1567040078160338e-16,3.9337149840198346e-16,1.1762556317425811e-20,1.0449085503890131e-16
2.5809518386743253e-07,0.00053584454179025,0.1557,0.0,0.0003220537941733146,0.6423899248493188,0.20066412329814284,4.196149707460817e-12,7.861027251754134e-12,7.16804310086147e-10,5.335544910177987e-14,7.483437872551234e-09,3.757069959912631e-11,1.9067945360669825e-05,3.621664459743565e-13,2.0622536549384985e-16,3.980712154751505e-14,0.0012348501203901835,7.384424769631142e-16,9.86340504964475e-07,5.236569942956525e-27,1.3451174906035345e-22,3.090760196143251e-08,4.780196039078329e-14,3.9168798049054666e-26,2.754649148216684e-10,3.74958984350509e-10,1.9866818352502384e-12,1.1890806794298117e-12,1.7042896709963814e-15,3.1429231318825664e-17,3.594801902797627e-12,4.265945633858519e-22,3.1911492059005454e-11,7.796693290916749e-16,7.790220292083549e-16,1.1382466028023442e-16,3.5449407300488713e-16,8.270540595221247e-15,1.0951305682592432e-11,2.3430502423565154e-17,5.50278310167484e-20,3.4460012736712975e-10,2.6039979870851863e-14,1.161234725441981e-16,3.949120808243941e-16,1.1878822017923e-20,1.0531263857978165e-16
2.5828151191470705e-07,0.00053584454179025,0.1557,0.0,0.0003220529954737597,0.6423899227109016,0.20066412238866163,4.224606878480782e-12,7.950154680431564e-12,7.194961535669639e-10,5.417538418089904e-14,7.538062806162942e-09,3.800041649237788e-11,1.9067890404194463e-05,3.646646148579642e-13,2.0846148186682037e-16,4.023918352535011e-14,0.001234846985802445,7.441744868348343e-16,9.902104696740407e-07,5.282252051192724e-27,1.3650331967471124e-22,3.101599438251107e-08,4.813789831373135e-14,3.961018348358488e-26,2.7748194384257677e-10,3.7762063225415955e-10,1.988251148687935e-12,1.1890747830412492e-12,1.709901096671537e-15,3.1924231770840105e-17,3.6123768444719304e-12,4.296752227380198e-22,3.2145107537368146e-11,7.822411803509853e-16,7.784752818446555e-16,1.1367456649593123e-16,3.5413910240660906e-16,8.298978647026577e-15,1.097740258511137e-11,2.3411812100162385e-17,5.543761266510538e-20,3.471233787510993e-10,2.634418373196576e-14,1.1657799806852047e-16,3.96457604403508e-16,1.1996227480132345e-20,1.061403060761178e-16
2.584492071572541e-07,0.00053584454179025,0.1557,0.0,0.0003220522744418353,0.6423899207801282,0.2006641215674522,4.250391012143372e-12,8.031195112815327e-12,7.219275864159058e-10,5.492369858272829e-14,7.587552480339202e-09,3.8391191681927405e-11,1.9067840799598367e-05,3.669259015796845e-13,2.104931855062396e-16,4.063175538161369e-14,0.0012348441560902817,7.493712804018938e-16,9.937040991546496e-07,5.32370884345021e-27,1.3831961105840847e-22,3.111375712751336e-08,4.844204028737454e-14,4.0011366004850214e-26,2.793093773473556e-10,3.8003171187791593e-10,1.9896641418747024e-12,1.189069460102644e-12,1.7149668149985368e-15,3.237622680288224e-17,3.6282639863698217e-12,4.322357307584794e-22,3.235682344729487e-11,7.84562938972162e-16,7.780106222075674e-16,1.1432259002996952e-16,3.5551311373106346e-16,8.32313939652695e-15,1.1000962282824812e-11,2.339999092013757e-17,5.580868770569243e-20,3.494093914804322e-10,2.662093878776485e-14,1.1698831593428659e-16,3.978528069025447e-16,1.2102875888793965e-20,1.0689026692116291e-16
2.586169023998012e-07,0.00053584454179025,0.1557,0.0,0.0003220515513204018,0.6423899188434719,0.2006641207437022,4.276339783066974e-12,8.113025159749905e-12,7.243673561317812e-10,5.568196842211694e-14,7.637353971710962e-09,3.878582116358104e-11,1.9067791058651268e-05,3.6919949174653285e-13,2.1254322732116842e-16,4.102787670515699e-14,0.0012348413182350106,7.54604316398535e-16,9.972078436890411e-07,5.365493082501555e-27,1.4015879925990832e-22,3.1211718068009153e-08,4.8747892963928036e-14,4.0416309348217213e-26,2.8114834791421264e-10,3.824576502229066e-10,1.9910777157280816e-12,1.1890641218049973e-12,1.720047177605928e-15,3.283445950698759e-17,3.644217385432561e-12,4.3521916041939485e-22,3.256993342589779e-11,7.868914269436413e-16,7.775998568703925e-16,1.1451305554498264e-16,3.56783397405024e-16,8.347666862643802e-15,1.1024592020982067e-11,2.3386784890837328e-17,5.61819244595852e-20,3.51709779084922e-10,2.6900537812206703e-14,1.173998148936645e-16,3.9925202402355143e-16,1.2210464326616775e-20,1.0764504845389561e-16
2.587845976423483e-07,0.00053584454179025,0.1557,0.0,0.00032205082610648676,0.6423899169009222,0.2006641199174068,4.302454205435459e-12,8.195651945247586e-12,7.268154867843767e-10,5.645031913687097e-14,7.687469029415777e-09,3.918434034170893e-11,1.906774118121298e-05,3.7148543309245283e-13,2.1461175151215226e-16,4.1427575609423544e-14,0.0012348384722254593,7.598738443046258e-16,1.000721717589998e-06,5.4076072879401e-27,1.4202114947434347e-22,3.130987686954938e-08,4.9055463513224086e-14,4.0825044428784264e-26,2.8299892033988195e-10,3.8489852771915415e-10,1.9924918719250268e-12,1.1890587681268376e-12,1.725142205057579e-15,3.329901278084234e-17,3.660237264484773e-12,4.379899471558444e-22,3.278444623578793e-11,7.892266539026722e-16,7.771496823711568e-16,1.1466129293453435e-16,3.5717371587176315e-16,8.372807254187226e-15,1.1048292208987273e-11,2.3372702016012722e-17,5.655733223387028e-20,3.5402462137001963e-10,2.718300882595985e-14,1.178124965237796e-16,4.0065526088480395e-16,1.231900086289463e-20,1.0840467673317462e-16
2.5895229288489535e-07,0.00053584454179025,0.1557,0.0,0.0003220500987971358,0.642389914952468,0.20066411908856105,4.328735298916724e-12,8.279082649527909e-12,7.292720024770501e-10,5.722887762287356e-14,7.737899409926838e-09,3.958678490834922e-11,1.9067691167142144e-05,3.7378377334557305e-13,2.1669890342624658e-16,4.1830880377779154e-14,0.0012348356180505254,7.651801152793706e-16,1.0042457350883212e-06,5.4500539991523695e-27,1.4390692863440141e-22,3.140823319195285e-08,4.936475914699623e-14,4.1237602241734533e-26,2.8486115969307684e-10,3.8735442510544855e-10,1.993906612144837e-12,1.1890533990468755e-12,1.7302519177965002e-15,3.376997056526494e-17,3.676323846507122e-12,4.401585850911679e-22,3.3000370688182135e-11,7.91568629284369e-16,7.766780625352959e-16,1.15949779263801e-16,3.5909805183175357e-16,8.396285336928869e-15,1.1072061704360933e-11,2.3363240759119282e-17,5.693492039091236e-20,3.5635399846435284e-10,2.7468380106663325e-14,1.182263624244849e-16,4.0206252278842565e-16,1.2428493632027737e-20,1.0916917790695382e-16
2.591199881274424e-07,0.00053584454179025,0.1557,0.0,0.0003220493693894133,0.6423899129980991,0.2006641182571601,4.355184088683687e-12,8.363324509353773e-12,7.317369273465326e-10,5.801777224953952e-14,7.788646877058585e-09,3.9993190845104714e-11,1.906764101630076e-05,3.7609456020198954e-13,2.188048311670102e-16,4.223781946377107e-14,0.0012348327556991744,7.705233821731288e-16,1.0077799103307895e-06,5.4928357822865395e-27,1.4581641466570642e-22,3.150678668928822e-08,4.967578714884823e-14,4.1654014934780654e-26,2.8673513131469755e-10,3.8982542342928294e-10,1.9953219380691406e-12,1.1890480145442845e-12,1.735376336121743e-15,3.424741785624801e-17,3.692477354627354e-12,4.435694929732607e-22,3.321771564309927e-11,7.939173628226282e-16,7.762766888189062e-16,1.156142218504953e-16,3.5995473925496046e-16,8.421638335779793e-15,1.1095902456947932e-11,2.334810660906619e-17,5.731469838625132e-20,3.5869799081984363e-10,2.775668019100241e-14,1.1864141424107305e-16,4.034738159138303e-16,1.2538950833979697e-20,1.0993857819945793e-16
2.592876833699895e-07,0.00053584454179025,0.1557,0.0,0.00032204863788040075,0.6423899110378051,0.20066411742319917,4.3818016054352575e-12,8.448384818368837e-12,7.34210285562727e-10,5.881713287458383e-14,7.839713201971758e-09,4.0403594424956153e-11,1.906759072854958e-05,3.78417841360307e-13,2.209296807179924e-16,4.2648421491516593e-14,0.0012348298851604428,7.759038995373305e-16,1.011324257380058e-06,5.5359552077345945e-27,1.4774987786903473e-22,3.160553700985434e-08,4.9988554670417724e-14,4.207431379211943e-26,2.886209008180207e-10,3.923116040467074e-10,1.996737851381879e-12,1.1890426145978438e-12,1.74051548024054e-15,3.4731440717216144e-17,3.7086980121098375e-12,4.466262135196802e-22,3.3436490009556714e-11,7.96272863877651e-16,7.758545978726049e-16,1.1549980790921347e-16,3.6028793886439766e-16,8.447258229505734e-15,1.1119813972507292e-11,2.3333975594475333e-17,5.769667550743394e-20,3.610566792117552e-10,2.804793787680725e-14,1.19057653566621e-16,4.0488914516064725e-16,1.2650380734738101e-20,1.1071290394796474e-16
2.594386090882819e-07,0.00053584454179025,0.1557,0.0,0.00032204797772328753,0.6423899092684654,0.20066411667044146,4.40590248842579e-12,8.525644944838795e-12,7.364435384717336e-10,5.95456144041566e-14,7.885946987584772e-09,4.077640584751696e-11,1.906754535240181e-05,3.8051951644717154e-13,2.2285834562223464e-16,4.3021118927129955e-14,0.0012348272946663683,7.807784260827274e-16,1.0145228781754779e-06,5.57505351812509e-27,1.4951072223132393e-22,3.1694580286879946e-08,5.027153869521451e-14,4.245593147144819e-26,2.9032823500887013e-10,3.9456221495273084e-10,1.9980126769740898e-12,1.1890377414242606e-12,1.7451533170978367e-15,3.517275540580384e-17,3.7233542011813136e-12,4.486310276433133e-22,3.363461648917829e-11,7.98398608720248e-16,7.754460524939733e-16,1.1664597625508925e-16,3.6199756520117197e-16,8.468604208438222e-15,1.1141394037921756e-11,2.3324533456047408e-17,5.804234291723173e-20,3.631921308969796e-10,2.8312622556799966e-14,1.1943328554100182e-16,4.0616639647981363e-16,1.2751506188308816e-20,1.1141403022407336e-16
2.595895348065743e-07,0.00053584454179025,0.1557,0.0,0.00032204731585967446,0.6423899074943099,0.2006641159156027,4.430141638840223e-12,8.60357936724009e-12,7.386836596620729e-10,6.02827765886327e-14,7.932441790130152e-09,4.115251183683083e-11,1.9067499865149004e-05,3.8263138528991093e-13,2.2480256741791735e-16,4.339682777730076e-14,0.0012348246975237961,7.856835210677747e-16,1.0177297595927063e-06,5.614429332998323e-27,1.512914211374402e-22,3.17837824365979e-08,5.0555942934417386e-14,4.284074639374582e-26,2.9204522706756334e-10,3.968252494077732e-10,1.9992879809476193e-12,1.1890328557094186e-12,1.749803112641811e-15,3.561953116158071e-17,3.738065125127617e-12,4.519903103943058e-22,3.383391461240231e-11,8.005298497631937e-16,7.750934090146299e-16,1.163461023341238e-16,3.6357316840347966e-16,8.491044708559398e-15,1.1163032123548098e-11,2.3310505510414947e-17,5.838980616826812e-20,3.653396114024057e-10,2.8579747799307416e-14,1.19809881770072e-16,4.074469255859028e-16,1.285343239708321e-20,1.121191868286354e-16
2.5974046052486666e-07,0.00053584454179025,0.1557,0.0,0.00032204665228746844,0.6423899057153313,0.20066411515867932,4.454519819622669e-12,8.682193522164614e-12,7.409306668217166e-10,6.10287172466222e-14,7.979198916065904e-09,4.153193944857551e-11,1.906745426669492e-05,3.8475348261773203e-13,2.267624534489122e-16,4.377556926507652e-14,0.0012348220937248794,7.906193736364854e-16,1.020944911708453e-06,5.654084560099877e-27,1.5309217628206518e-22,3.1873143190555744e-08,5.084177255061555e-14,4.322878191246915e-26,2.93771925392779e-10,3.9910076736096837e-10,2.0005637645348165e-12,1.1890279574379532e-12,1.7544648813557837e-15,3.607183299207351e-17,3.752830946971893e-12,4.545634587723433e-22,3.4034390976486725e-11,8.026665937693707e-16,7.747015695030939e-16,1.1629377924854535e-16,3.633134718004285e-16,8.51461723593197e-15,1.118472843528709e-11,2.3299654735972e-17,5.873907196819334e-20,3.674991802851854e-10,2.884933514895053e-14,1.2018744350155218e-16,4.0873073609801067e-16,1.295616552598764e-20,1.1282839314997222e-16
2.5989138624315905e-07,0.00053584454179025,0.1557,0.0,0.0003220459870045909,0.6423899039315215,0.2006641143996679,4.479037797395108e-12,8.761492884367404e-12,7.431845776598907e-10,6.17835352113379e-14,8.026219676681182e-09,4.191471593420427e-11,1.906740855693987e-05,3.868858431556816e-13,2.2873811352384466e-16,4.4157364725747394e-14,0.001234819483261818,7.955861740755626e-16,1.0241683445423385e-06,5.694021129191659e-27,1.5491319290099334e-22,3.1962662276469494e-08,5.1129032840919316e-14,4.3620061308714017e-26,2.9550837856232005e-10,4.0138882896353086e-10,2.001840028969515e-12,1.1890230465949353e-12,1.759138637623413e-15,3.6529726636370764e-17,3.767651829812262e-12,4.562554630018863e-22,3.4236052211327403e-11,8.048088473212261e-16,7.742895394420213e-16,1.1761967089360754e-16,3.6442061070760276e-16,8.536443886618537e-15,1.1206481649459705e-11,2.3290336465477344e-17,5.909014719855308e-20,3.696708973146949e-10,2.912140632698972e-14,1.2056597179164535e-16,4.1001783152437667e-16,1.3059711784426687e-20,1.1354166864282207e-16
