Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(262),SX(259),SX(436),C2HOX(464),C2H6O(236),SX(357),OCCO(227),SX(387)
1.4191153942814197e-09,0.0028149649241145727,0.1557,0.0,0.006632340876926199,0.6422387816126778,0.20048902687000633,1.9452062574321429e-22,9.905017767960918e-23,6.270525398528311e-16,3.700692353538533e-27,2.142499798274169e-16,1.9057869867059334e-23,0.00015981878817207025,1.7383151059896217e-17,1.2509504622570919e-25,2.1824876339905583e-23,0.0014109730972981464,7.414414670240988e-21,3.265225198388092e-11,1.0382055383382545e-33,9.076223748610813e-29,4.16819910454377e-14,4.614816793136172e-20,1.0568893087584666e-44,1.2173725378285458e-17,8.130897686205037e-05,5.8214968013835435e-33,1.6220346991246742e-18,5.310446184162569e-26,2.365263865402168e-20,1.7354935905820144e-17,4.751255717621727e-38,4.617285268102207e-37,4.35486884841189e-21,3.322078874486023e-29,7.835890015175676e-21,2.9177977474661713e-21,2.4915090340637857e-20,4.291752640003831e-25,1.7131017201282577e-31,8.708929658654868e-28,1.9859481095723405e-36,1.851622061528775e-27,6.409560972962817e-24,1.834185952729916e-33,8.55865810416842e-36,6.588941750912725e-32,1.894026056987856e-35
1.4264329281242997e-09,0.0028149649241145727,0.1557,0.0,0.006627691801916639,0.6422384592294409,0.20048464289263213,1.9857168749861498e-22,1.0190489004548673e-22,6.355319731425652e-16,3.820161295726413e-27,2.173493483311048e-16,1.947401666577417e-23,0.00015970421724627055,1.7635400473950123e-17,1.2861671060841554e-25,2.2373307196544154e-23,0.0014153570743959112,7.557366632808707e-21,3.292804891355397e-11,1.0602037505641678e-33,8.857545548232804e-29,4.224419812302311e-14,4.6450957871597293e-20,1.5107984172138965e-44,1.234927036667256e-17,8.16886454232388e-05,6.0131188198987084e-33,1.6496838867348577e-18,5.273235204968078e-26,2.4140101316283808e-20,1.7606678220937234e-17,4.0346273194823113e-38,4.796238086946881e-37,4.4212764237397716e-21,3.3695196386021495e-29,7.939447879799159e-21,2.9424918240619518e-21,2.512654509402608e-20,3.7583243396966523e-25,1.728984314873245e-31,4.703542826004229e-28,2.0628424709107714e-36,1.1568386799913549e-27,6.491788985421034e-24,1.85511678840513e-33,8.67178470880301e-36,6.797461611001526e-32,1.944282071631742e-35
1.4337504619671798e-09,0.0028149649241145727,0.1557,0.0,0.006623063646184924,0.6422381368880933,0.20048028004850027,2.0272285694786155e-22,1.0481175719743105e-22,6.44076710575748e-16,3.940126108827093e-27,2.2054246263740257e-16,1.9891639825990694e-23,0.00015959015802835075,1.7895200014291695e-17,1.3108754843663037e-25,2.2921440070550212e-23,0.0014197199182507509,7.701782481331941e-21,3.320450183955115e-11,1.0781767760336167e-33,8.99999216800843e-29,4.281063250945417e-14,4.705185757105042e-20,1.219626858415374e-44,1.2530149714708359e-17,8.206801624101252e-05,6.209287262798252e-33,1.6776361440781712e-18,5.434488781500319e-26,2.463532564796651e-20,1.7865969561904136e-17,4.216536075013308e-38,4.96722534047871e-37,4.481348163635689e-21,3.4626536552538166e-29,8.044291876600885e-21,2.9672440865580536e-21,2.5338508171732756e-20,4.1984417897004865e-25,1.737851266133627e-31,6.69188171825691e-28,2.1362260619834495e-36,1.1440006373936143e-27,6.573930383100502e-24,1.8763068010565657e-33,8.78599673444275e-36,7.011314908771979e-32,1.9951631790737349e-35
1.4410679958100598e-09,0.0028149649241145727,0.1557,0.0,0.006618456310777086,0.6422378145885939,0.20047593823750276,2.069690331792728e-22,1.0776153608531508e-22,6.526868468629758e-16,4.062115837211624e-27,2.238178562296376e-16,2.0312020970382822e-23,0.00015947660812842566,1.8161632661835185e-17,1.3391468734520859e-25,2.3458748105718906e-23,0.0014240617289706067,7.847882879339264e-21,3.348160650594625e-11,1.098792522597991e-33,9.514417761261508e-29,4.33813137696271e-14,4.74013946566796e-20,1.3753046627073425e-44,1.2715707179995838e-17,8.244709055125941e-05,6.410470722883571e-33,1.7058927391098208e-18,5.479302663641603e-26,2.5138418367368804e-20,1.8131888129158897e-17,4.906319823142297e-38,5.142875906611072e-37,4.5400149245552906e-21,3.538212533084344e-29,8.15036536260079e-21,2.9920545889573194e-21,2.5550975509914858e-20,4.171070394712407e-25,1.767924187349456e-31,6.842789036767804e-28,2.211537599146446e-36,1.4824852777720232e-27,6.657014977549239e-24,1.8977590377580987e-33,8.901835576255298e-36,7.230604742773453e-32,2.047180081382354e-35
1.4483855296529398e-09,0.0028149649241145727,0.1557,0.0,0.006613869697210351,0.6422374923309019,0.2004716173600081,2.112815476416057e-22,1.1077473281324966e-22,6.613624769794048e-16,4.189386962148949e-27,2.2711371052315177e-16,2.0739362562086733e-23,0.00015936356516780534,1.8429753244311437e-17,1.3703125857883781e-25,2.4002203300010218e-23,0.001428382606186876,7.995955814326993e-21,3.3759359382018315e-11,1.119089601663708e-33,9.873451908880307e-29,4.395631766218393e-14,4.7993615040654495e-20,1.4414074159148423e-44,1.2902407482885453e-17,8.282586958403338e-05,6.617618362693683e-33,1.7344540523421502e-18,5.540949020410654e-26,2.5648880888422828e-20,1.8399484655872817e-17,5.055003258223537e-38,5.336134322869516e-37,4.602048978341571e-21,3.6126098952470834e-29,8.257784762899335e-21,3.0169229984663205e-21,2.576394404764261e-20,4.145839823167313e-25,1.8023633186832019e-31,6.149093988459907e-28,2.29444043635576e-36,1.2636564077793958e-27,6.741787479134404e-24,1.9194789267988615e-33,9.019348696167881e-36,7.45543640844275e-32,2.100307125572621e-35
1.4557030634958198e-09,0.0028149649241145727,0.1557,0.0,0.006609303707470862,0.6422371701149768,0.2004673173168593,2.156597864187069e-22,1.1386570300918424e-22,6.701036942852316e-16,4.321351813323626e-27,2.3040558893016877e-16,2.1174911885498992e-23,0.0001592510267789462,1.8697607132543866e-17,1.4006132217099317e-25,2.4564391703169526e-23,0.0014326826490566873,8.146114069574111e-21,3.403775645560903e-11,1.1394323914093975e-33,9.975154052655292e-29,4.453567835718006e-14,4.8314568338623846e-20,1.432889316548976e-44,1.3088853052463262e-17,8.320435456358238e-05,6.830609373238069e-33,1.7633210207387675e-18,5.638760037234885e-26,2.616652431821183e-20,1.8666805440453487e-17,4.862777986539466e-38,5.537920144938115e-37,4.666738028810395e-21,3.697605457341798e-29,8.366662203187777e-21,3.0418487582702433e-21,2.5977410954166073e-20,4.294121152654334e-25,1.8234849765881212e-31,6.810060587201457e-28,2.381033148335453e-36,1.329064692038154e-27,6.827237508164609e-24,1.9414710907641262e-33,9.138283024865186e-36,7.685916217212251e-32,2.154388451243227e-35
1.4660199763512091e-09,0.0028149649241145727,0.1557,0.0,0.006602901015563336,0.6422367158970615,0.20046128993565185,2.219517468001487e-22,1.183577511493803e-22,6.825394425297243e-16,4.5120035475058206e-27,2.350588356637897e-16,2.1801996312908895e-23,0.0001590932127437469,1.9076304272973387e-17,1.4437478240292803e-25,2.538884839985588e-23,0.0014387100298696813,8.361354670785164e-21,3.443135131654077e-11,1.1699982018176105e-33,1.0020797335663726e-28,4.535990359198083e-14,4.8796776790081195e-20,1.7035532272092877e-44,1.3352363681566153e-17,8.373747929887029e-05,7.139870747242767e-33,1.804542139081197e-18,5.699362685792853e-26,2.6908718022772236e-20,1.9044739685116423e-17,4.735697368261062e-38,5.823342675661772e-37,4.758142449756296e-21,3.807245326312693e-29,8.522690316829025e-21,3.0770882285184255e-21,2.627921577913026e-20,4.197583486079299e-25,1.848077432962166e-31,6.602160717295535e-28,2.5035029024150546e-36,1.6900194265686624e-27,6.94946402499268e-24,1.9729460478297325e-33,9.308530086991013e-36,8.020669779575058e-32,2.2325215964024308e-35
1.4763368892065984e-09,0.0028149649241145727,0.1557,0.0,0.006596538853808343,0.6422362617619783,0.2004553034976302,2.284263969940944e-22,1.22994116028071e-22,6.951060003123375e-16,4.7042094180159275e-27,2.397821086986166e-16,2.2439992321511103e-23,0.0001589363904410114,1.9460706912031336e-17,1.494299658570723e-25,2.6235711046834756e-23,0.0014446964674955417,8.580447538587218e-21,3.482620506169365e-11,1.1985813616460923e-33,1.0498886431672289e-28,4.619272573000719e-14,5.1088232657840105e-20,1.6828038929333244e-44,1.3619823472733194e-17,8.427002533526304e-05,7.458494413330363e-33,1.846377966944366e-18,5.757220668305705e-26,2.766598063520895e-20,1.942836879678888e-17,5.194221804107955e-38,6.106975162614173e-37,4.846443194436937e-21,3.895795847919344e-29,8.681584914529768e-21,3.112440527036295e-21,2.6581994453244222e-20,3.8571556890734144e-25,1.8976449669703182e-31,1.2253171089107198e-28,2.6251444763845862e-36,-3.261522710460474e-28,7.076927841111305e-24,2.0049760881529e-33,9.482272337258022e-36,8.367168415670961e-32,2.3132348484024066e-35
1.4866538020619878e-09,0.0028149649241145727,0.1557,0.0,0.006590216952213147,0.6422358077096161,0.2004493577296511,2.350593682061542e-22,1.2775865806988356e-22,7.078036182481031e-16,4.9032953669291534e-27,2.4460302868520846e-16,2.3088482285729166e-23,0.00015878055334719824,1.9853025508723036e-17,1.5373361219006051e-25,2.708731959144197e-23,0.0014506422350776134,8.803162841340067e-21,3.522230544490657e-11,1.2245126437428858e-33,1.1171227230890264e-28,4.703413276121971e-14,5.155114805072091e-20,8.568253668035705e-45,1.389281106503298e-17,8.480199604562226e-05,7.788562920811866e-33,1.8888323642970562e-18,6.119082644668548e-26,2.843878504228249e-20,1.9819898991658957e-17,5.686700067025324e-38,6.409044980925371e-37,4.935276975111813e-21,4.0619185768946743e-29,8.843186677052868e-21,3.1479032491208927e-21,2.6885738334433163e-20,4.992996709889183e-25,1.9385854621344105e-31,6.100977723434948e-28,2.7546564934962116e-36,-6.5821656177464636e-28,7.203975394885382e-24,2.0375696503329594e-33,9.658983414816463e-36,8.725724503630213e-32,2.3954270915299452e-35
1.496970714917377e-09,0.0028149649241145727,0.1557,0.0,0.006583935042594702,0.6422353537398643,0.20044345236040234,2.418835741525017e-22,1.3265908387796042e-22,7.206325437421138e-16,5.113398631973501e-27,2.495247529121747e-16,2.3746429791039385e-23,0.00015862569498181954,2.0253513430282075e-17,1.5674690589725064e-25,2.7948791176231857e-23,0.001456547603928203,9.029675846911037e-21,3.5619640676398015e-11,1.2608973043511012e-33,1.1558474606102327e-28,4.788413880949412e-14,4.800815186199284e-20,1.5390119614573156e-44,1.4171506105761585e-17,8.533339478038948e-05,8.131638561773777e-33,1.9319090507182e-18,6.258010131225465e-26,2.922743189102785e-20,2.0219581580244227e-17,5.804145653821447e-38,6.7346819169085555e-37,5.026636759049765e-21,4.25049645221692e-29,9.007484321039728e-21,3.183475008591607e-21,2.719043847299827e-20,5.816395136275701e-25,1.951161706015532e-31,1.9707233679005815e-27,2.894291260367717e-36,5.197618761993199e-27,7.326344443916217e-24,2.070737624170409e-33,9.838118478813909e-36,9.096654354477455e-32,2.4790930978163897e-35
1.5072876277727664e-09,0.0028149649241145727,0.1557,0.0,0.006577692858569357,0.6422348998526143,0.2004375871203901,2.488370221123178e-22,1.3769989668991942e-22,7.335930217269618e-16,5.33345035269992e-27,2.545004194618961e-16,2.442008155748658e-23,0.0001584718089071183,2.0658422386842097e-17,1.6267518184807445e-25,2.8824234790247525e-23,0.0014624128435411173,9.260637146099743e-21,3.601819976268395e-11,1.3007597933344862e-33,1.1805857072035855e-28,4.87428018636747e-14,5.11007073878811e-20,3.5176779803128373e-44,1.4453227795655864e-17,8.58642248677365e-05,8.488171268360414e-33,1.9756108943464836e-18,5.741283532971826e-26,3.003183861172183e-20,2.0623669306058347e-17,6.034829456507459e-38,7.076552453741542e-37,5.120004315324023e-21,4.2431423395511274e-29,9.174651428951942e-21,3.2191582879059582e-21,2.749608352494196e-20,3.0685279090372266e-25,1.9925808931349574e-31,3.320832116624635e-28,3.0408359683877614e-36,3.972440516738543e-27,7.46084876665975e-24,2.1044881499141874e-33,1.0020556021076896e-35,9.480277841888173e-32,2.5672398287572984e-35
1.5176045406281558e-09,0.0028149649241145727,0.1557,0.0,0.006571490135540584,0.6422344460477573,0.20043176174192687,2.5597912588535012e-22,1.4289950806142584e-22,7.466852930400213e-16,5.5579210624106416e-27,2.594806285688561e-16,2.5108829967472163e-23,0.00015831888872781761,2.106380122084512e-17,1.7043651323064934e-25,2.972657062279502e-23,0.001468238221603464,9.495646954877195e-21,3.6417971873468464e-11,1.3164590927161056e-33,1.225958736991408e-28,4.961019468704888e-14,5.932974200694223e-20,1.307780225636881e-44,1.4735149780148088e-17,8.639448961371458e-05,8.856121659627126e-33,2.0199415169636685e-18,6.095719040430979e-26,3.0852145698462185e-20,2.1028207647471746e-17,6.586676782666968e-38,7.423059543436937e-37,5.218104136420668e-21,4.292345833043439e-29,9.344861358902543e-21,3.2549509646311778e-21,2.7802665901967614e-20,2.867048881198344e-25,2.061941653096737e-31,-1.833578797493969e-27,3.189326063209332e-36,-7.962900305009724e-27,7.609032542290552e-24,2.1388325314895536e-33,1.0207010684033235e-35,9.87692351407805e-32,2.658415196619893e-35
1.527921453483545e-09,0.0028149649241145727,0.1557,0.0,0.006565326610681267,0.6422339923251856,0.2004259759591191,2.632606351248959e-22,1.482581756667836e-22,7.599095957562664e-16,5.789457159604679e-27,2.645360906439533e-16,2.5809026621497497e-23,0.00015816692809081042,2.14753077670856e-17,1.7135431477625726e-25,3.065558011499373e-23,0.001474024004009431,9.734047099732471e-21,3.6818944674319554e-11,1.3390567888328183e-33,1.2813306383871297e-28,5.048627428830736e-14,5.015831454853276e-20,-1.6797001251364404e-44,1.5021316370386804e-17,8.692419230240272e-05,9.237346339886198e-33,2.0649039572657574e-18,7.517357977623888e-26,3.168835487300922e-20,2.1438862241586237e-17,6.851687265099176e-38,7.790381043728267e-37,5.312474369524776e-21,4.772388841840275e-29,9.518053605444081e-21,3.290844631861016e-21,2.811018279233615e-20,9.53793665256366e-25,2.0757828953443413e-31,3.0968233498277035e-27,3.346737530988666e-36,1.2161583205795924e-27,7.731698343308096e-24,2.173781083374776e-33,1.0396312945146658e-35,1.0286930923698657e-31,2.7466184633168955e-35
1.5382383663389344e-09,0.0028149649241145727,0.1557,0.0,0.006559202022926936,0.6422335386847927,0.20042022950785499,2.7077371163949763e-22,1.5378782535343859e-22,7.732661634073551e-16,6.0285933504536336e-27,2.697596779774782e-16,2.6515327539190224e-23,0.00015801592068491162,2.1900372281723488e-17,1.725828718550886e-25,3.161430907034624e-23,0.0014797704548707984,9.976983136472687e-21,3.722110559888564e-11,1.414946882514493e-33,1.3203943118099624e-28,5.137093213193659e-14,4.112851354757314e-20,5.372006878724664e-44,1.5317038652465264e-17,8.745333619605502e-05,9.631030961700951e-33,2.110502412074602e-18,6.349020233557386e-26,3.2540964197594975e-20,2.1863073246808512e-17,6.766337788624867e-38,8.17194689810267e-37,5.3940881817280425e-21,4.901508927283172e-29,9.69415118129411e-21,3.3268446557757094e-21,2.8418619623634266e-20,6.6331393739016785e-25,2.079090020384133e-31,5.3970481042399115e-27,3.510299834098521e-36,2.3204375815801193e-26,7.846664969112105e-24,2.2093446571003833e-33,1.0587879981994023e-35,1.071063103982971e-31,2.8385054624166235e-35
1.5485552791943237e-09,0.0028149649241145727,0.1557,0.0,0.006553116112970921,0.6422330851264733,0.2004145221257926,2.783675296339275e-22,1.594599733698848e-22,7.867552279249994e-16,6.278024012866274e-27,2.748784461967734e-16,2.725366923325881e-23,0.0001578658602405069,2.2317159769782304e-17,1.8876946161594592e-25,3.2578162855612097e-23,0.0014854778365288588,1.0226015651462422e-20,3.7624447193260943e-11,1.4472509354117839e-33,1.35664181808599e-28,5.226445625652168e-14,6.905261130706805e-20,8.672094288927666e-44,1.5606703702107223e-17,8.798192453524686e-05,1.0039880106343386e-32,2.156739573232856e-18,4.121083793740765e-26,3.3409865151135456e-20,2.2278970098279628e-17,7.162518083031826e-38,8.56888480971306e-37,5.4998475253015036e-21,4.236613226150516e-29,9.87328800240023e-21,3.362963395701951e-21,2.8727957095230215e-20,-6.883351491148749e-25,2.1873202138118633e-31,-7.149216543935407e-27,3.680330784114761e-36,-9.10359240756763e-27,8.032102037996366e-24,2.2455280456126357e-33,1.0783919402578563e-35,1.1148359382782448e-31,2.9444040963602177e-35
1.558872192049713e-09,0.0028149649241145727,0.1557,0.0,0.006547068623237786,0.6422326316501219,0.20040885355234772,2.860490625666806e-22,1.6528543089294813e-22,8.003770178138251e-16,6.536934462719846e-27,2.7992194428747905e-16,2.801282664315781e-23,0.00015771674052936333,2.2728035869649942e-17,1.9007513779007972e-25,3.3556805671373247e-23,0.0014911464095679022,1.047742654852707e-20,3.802895808601301e-11,1.4439718748905223e-33,1.4085476966308295e-28,5.316690350107803e-14,5.772533152759676e-20,1.473350703406141e-45,1.589200155001725e-17,8.850996053902071e-05,1.0464227821308748e-32,2.2036185486418777e-18,7.087467123115815e-26,3.4294966197413157e-20,2.2688928179125784e-17,7.764552469107179e-38,8.988033527097313e-37,5.6160731567625756e-21,4.942824772081679e-29,1.0055705085083223e-20,3.399172040649713e-21,2.9038210882965485e-20,5.469814432619175e-25,2.2263361690998764e-31,-5.506461130295504e-28,3.859789545170115e-36,-7.688043239232864e-27,8.167994047782307e-24,2.2823439813893142e-33,1.0983910799726922e-35,1.1600491150629112e-31,3.0391729827997143e-35
1.5691891049051024e-09,0.0028149649241145727,0.1557,0.0,0.006541059297861419,0.6422321782556347,0.20040322352868206,2.9400239772106415e-22,1.7130538524759415e-22,8.141317561262555e-16,6.80367629933054e-27,2.857587848147854e-16,2.872757838809794e-23,0.00015756855536432936,2.3202489584428742e-17,1.707448528710194e-25,3.458472510199088e-23,0.0014967764328288127,1.0728487935189705e-20,3.843461544675525e-11,1.5395299500450344e-33,1.4524749370900345e-28,5.40773049094394e-14,2.273047183766262e-21,3.243958508415777e-44,1.622261491619274e-17,8.9037447405029e-05,1.0903196659373247e-32,2.251144016396709e-18,1.0255343212818133e-25,3.5197551687002207e-20,2.3162529768303643e-17,7.58892929101517e-38,9.427973953840723e-37,5.646714036480549e-21,6.729630564635485e-29,1.0240468026424287e-20,3.435461979665004e-21,2.93493755598868e-20,2.9220895051238546e-24,2.087610991434601e-31,2.811607919518609e-26,4.048278204616132e-36,8.596250530867107e-26,8.193530694718646e-24,2.3198060123247412e-33,1.1183734123560348e-35,1.2067383860626418e-31,3.1187732988824544e-35
1.5772340014218624e-09,0.0028149649241145727,0.1557,0.0,0.0065363996805113634,0.6422318247655551,0.20039885994780737,3.0043723413893255e-22,1.7612634265079844e-22,8.249497871701448e-16,7.015654386127214e-27,2.9060826837974125e-16,2.9282508422124036e-23,0.00015745364844908447,2.35963770848883e-17,1.969739369479483e-25,3.5404457895599124e-23,0.0015011400133877854,1.0930161504938501e-20,3.875172984270888e-11,1.5186049966136808e-33,1.4804756474075286e-28,5.479290281947754e-14,5.647291971176077e-20,2.344263636535063e-44,1.6497420745759033e-17,8.944839078287149e-05,1.125425557797841e-32,2.2886553974532505e-18,6.867716844121945e-26,3.591483672021831e-20,2.355572406535726e-17,7.660684482318411e-38,9.769426286577031e-37,5.691435492977637e-21,5.252636882508258e-29,1.0385359858630138e-20,3.4638730247251564e-21,2.95925903352067e-20,5.416408661412627e-25,2.173795683488337e-31,1.4080423990576753e-27,4.194572837855586e-36,7.486824329413332e-27,8.412773659828011e-24,2.3494689710308288e-33,1.1342338902157707e-35,1.2441881882506938e-31,3.220039498198922e-35
1.5852788979386225e-09,0.0028149649241145727,0.1557,0.0,0.006531762994787971,0.642231471325142,0.20039451952969492,3.069639387853882e-22,1.810617067018507e-22,8.358488949761307e-16,7.232099462796067e-27,2.9509106461969453e-16,2.987017837605401e-23,0.00015733930315213642,2.3960998328942963e-17,2.050428397452707e-25,3.6240222147024244e-23,0.0015054804311808376,1.1134078172448549e-20,3.906954133790825e-11,1.545509570163896e-33,1.5309975258457084e-28,5.5514345472936346e-14,5.602407025100177e-20,2.3734686704907014e-44,1.6751209565013387e-17,8.985900368488856e-05,1.1613266512099266e-32,2.3265645685086723e-18,7.00828452279298e-26,3.664400166131974e-20,2.391956061229224e-17,8.365087017298171e-38,1.0114705644466353e-36,5.816548741201389e-21,5.321471293140179e-29,1.0531883501753456e-20,3.492324924050057e-21,2.983635692759748e-20,5.022523794284728e-25,2.297703536536202e-31,-7.904129619872171e-30,4.342397728052834e-36,-4.9436421570734686e-27,8.543144167009493e-24,2.3795300625685235e-33,1.1504487612263242e-35,1.2825758922058838e-31,3.3040721969997293e-35
1.5933237944553825e-09,0.0028149649241145727,0.1557,0.0,0.006527149121540847,0.6422311179343468,0.2003902021538004,3.1359086554019984e-22,1.8610544122223395e-22,8.468291840401945e-16,7.455067978896176e-27,2.9935974331096217e-16,3.0483880963236824e-23,0.00015722551659087014,2.4308558516076088e-17,2.0690970702768107e-25,3.708699136117454e-23,0.0015097978067566797,1.1341715366394423e-20,3.9388042744018536e-11,1.5746479474289507e-33,1.5802241936078241e-28,5.624140570724718e-14,6.102945961478937e-20,2.525821997517253e-44,1.6992710019195142e-17,9.026928760048891e-05,1.1981679140252652e-32,2.3648720937849754e-18,7.213528086478734e-26,3.738418747700585e-20,2.4266333653864793e-17,8.812890129711242e-38,1.0479243892549574e-36,5.9340636018884595e-21,5.512966363067442e-29,1.0681364381109338e-20,3.5208341454682824e-21,3.0080661723225987e-20,5.88265413633123e-25,2.3444396991844113e-31,1.7380988325062602e-27,4.498465359893261e-36,6.65096165573747e-27,8.648513073814287e-24,2.4099966186084936e-33,1.1667679378059147e-35,1.3219175127196262e-31,3.3867153872284465e-35
1.6013686909721425e-09,0.0028149649241145727,0.1557,0.0,0.006522557942234845,0.6422307645931221,0.20038590770020975,3.2029606732698124e-22,1.9125172264543905e-22,8.578907576352646e-16,7.685097317906937e-27,3.0348240568912297e-16,3.112221984649458e-23,0.0001571122858981722,2.4644506367007514e-17,2.1204755301505586e-25,3.794001223780619e-23,0.001514092260027103,1.1553088640090623e-20,3.970722814795441e-11,1.6022006138799598e-33,1.621837790196665e-28,5.697403035592499e-14,5.3577999890127335e-20,2.5286358030066204e-44,1.722581889661091e-17,9.067924401136017e-05,1.236035224850306e-32,2.403578621616113e-18,7.195997379566128e-26,3.8134620759317567e-20,2.4601509884846036e-17,8.967966408196068e-38,1.0864156521731432e-36,6.026640400478603e-21,5.550939262708285e-29,1.0833937081322535e-20,3.549408247265787e-21,3.032549438969709e-20,5.01217787854394e-25,2.3588734857110982e-31,2.2808206848871196e-28,4.663250301132957e-36,-2.052841276687945e-28,8.777469693396825e-24,2.440873642963005e-33,1.1833723603906003e-35,1.3622303009519579e-31,3.47395708033474e-35
1.6086090978372265e-09,0.0028149649241145727,0.1557,0.0,0.006518445186711211,0.6422304466283627,0.20038206219194402,3.2641987795331247e-22,1.959764649596087e-22,8.679157556909838e-16,7.897219056196989e-27,3.072218444118025e-16,3.170548087883094e-23,0.00015701085118443025,2.4949241740390835e-17,2.161599722165103e-25,3.8717541994432484e-23,0.0015179377680023308,1.1745482461049328e-20,3.999507359770874e-11,1.6292633106606938e-33,1.6577837135116271e-28,5.763795838463949e-14,5.812435064344326e-20,2.6339035956441003e-44,1.7437244609720817e-17,9.104792598302531e-05,1.2709737641637594e-32,2.4387568102874213e-18,7.396262950439788e-26,3.881867522552001e-20,2.490555333703267e-17,9.196750772892599e-38,1.1219456758397178e-36,6.099215558370729e-21,5.715299334255606e-29,1.0973140830412808e-20,3.575174381901329e-21,3.0546294009503723e-20,5.78373825586419e-25,2.393288856283304e-31,1.0918139199523552e-27,4.815326496347446e-36,1.5732878523691971e-27,8.884935007769845e-24,2.4690199724555413e-33,1.1986122347909077e-35,1.3993574709722942e-31,3.5520001206752155e-35
1.6158495047023104e-09,0.0028149649241145727,0.1557,0.0,0.006514350632235322,0.6422301287036821,0.20037823506758518,3.326593548226081e-22,2.0079539440886487e-22,8.780067485174775e-16,8.113548961081399e-27,3.1101737597322224e-16,3.229378988480387e-23,0.0001569098623438797,2.525852066549374e-17,2.1921629547137245e-25,3.9508601662664574e-23,0.001521764892069672,1.194000757540587e-20,4.0283463072069013e-11,1.6545119465318383e-33,1.6936320975926024e-28,5.830619194065676e-14,6.550383294103393e-20,2.7362477425298934e-44,1.7651846552778212e-17,9.141634493916086e-05,1.3066989394939279e-32,2.4742606522826914e-18,7.430099909628055e-26,3.951115681919659e-20,2.5214129183682778e-17,9.488720367382904e-38,1.1580911204359874e-36,6.1754556953815194e-21,5.83965384135315e-29,1.1113763669742016e-20,3.600988439595414e-21,3.076751485156685e-20,5.716793248136185e-25,2.434451431074243e-31,1.7387266931002423e-27,4.9700259096840926e-36,9.376994048309578e-27,8.987913621246104e-24,2.497510698780481e-33,1.2140180786742946e-35,1.437299364351449e-31,3.631280143669303e-35
1.6230899115673944e-09,0.0028149649241145727,0.1557,0.0,0.006510274193683358,0.6422298108190461,0.20037442624101162,3.390108510311126e-22,2.0570853033485662e-22,8.881638076381376e-16,8.334210438885513e-27,3.149686418458238e-16,3.2879495455999357e-23,0.00015680931731644736,2.5580314844700223e-17,2.248793705672245e-25,4.031156156649107e-23,0.001525573718352605,1.2136238805877059e-20,4.057239165761347e-11,1.6801406597127384e-33,1.7303797997143492e-28,5.897864103162858e-14,5.6837240333013e-20,2.710417677715852e-44,1.7875323470404887e-17,9.178450194403525e-05,1.3432142490899355e-32,2.5100915883116407e-18,7.38992481986049e-26,4.021243550760681e-20,2.5535221738548756e-17,9.7314198333724e-38,1.1951574229799331e-36,6.242010062232096e-21,5.851158292900431e-29,1.12557475201395e-20,3.6268541329958286e-21,3.098915062248631e-20,4.706333903346e-25,2.4541835881686894e-31,-3.1587755953079232e-28,5.1286639905399837e-36,-1.5069369118537999e-27,9.113398320746754e-24,2.5263487514613145e-33,1.2294864157126424e-35,1.4760691568163244e-31,3.714634518417621e-35
1.6303303184324783e-09,0.0028149649241145727,0.1557,0.0,0.006506215786330684,0.64222949297442,0.2003706356265071,3.45467295316507e-22,2.1071688578053647e-22,8.983870041346166e-16,8.559628282993467e-27,3.1903768141087815e-16,3.346484412346152e-23,0.0001567092140518114,2.5911587372139415e-17,2.296819938270881e-25,4.112620577853142e-23,0.0015293643325674233,1.2334043296717502e-20,4.086185630664337e-11,1.7093349137642236e-33,1.7697199674541062e-28,5.965532676700069e-14,5.858773210574367e-20,2.8273068510184373e-44,1.810550335397662e-17,9.215239805695119e-05,1.3805453118402247e-32,2.5462508732248908e-18,7.682587460682403e-26,4.09227572907801e-20,2.586579118084958e-17,9.967436762029213e-38,1.2332815383938968e-36,6.301318172783032e-21,6.046322981096708e-29,1.1399174826377238e-20,3.6527648614889396e-21,3.1211204129683915e-20,6.027847882141966e-25,2.4644192982524193e-31,6.926315187631718e-28,5.2918122246491957e-36,-3.397202638359109e-27,9.228244785262043e-24,2.5555360708463412e-33,1.2451134052594767e-35,1.515680981083517e-31,3.7968834537303213e-35
