Time (s),Volume (m^3),Ne,N2,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(52),COX(53)
3.4850743368856156e-11,0.0007926750507772021,0.0,0.0,0.0018798046753093316,0.7997922171111456,0.09999441781325172,0.09999999985555658,1.4892881066902788e-18,2.3293759899298764e-21,1.2269712194876533e-22,4.155310963902524e-27,1.970824709095969e-29,0.00012581613356533726,8.879636219282195e-17,5.068746671279168e-20,1.2949083003638352e-22,5.578393848971004e-06,1.4444329872831782e-10,3.6480450701838986e-09,1.1009067331544899e-21,8.337825115029504e-25,4.501328642466444e-16,5.046879365328625e-24,1.4514124612574072e-40,5.614009011200736e-28,0.00014487299804758145,1.4485393152107516e-10
3.504030840409957e-11,0.0007926750507772021,0.0,0.0,0.001878483935298071,0.799791190947558,0.09999442153598832,0.09999999985565806,1.5114740141383459e-18,2.394549390350164e-21,1.2467091161785935e-22,4.340305624661382e-27,2.0707085788141564e-29,0.00012641277082081788,8.95123016945503e-17,5.092640497045144e-20,1.318576631705046e-22,5.574632482265049e-06,1.4434180790327513e-10,3.6867770889787397e-09,1.106141876248303e-21,8.373158726419928e-25,4.625045848523898e-16,5.215497458073275e-24,1.4818660795448216e-40,5.863892920488342e-28,0.00014560082364146356,1.4475199413563215e-10
3.5229873439342987e-11,0.0007926750507772021,0.0,0.0,0.0018771646418919614,0.7997901658079709,0.09999442526199948,0.09999999985575944,1.533869569240709e-18,2.4612265856110062e-21,1.2666535538577785e-22,4.532366044318323e-27,2.1750117426091318e-29,0.00012700856958385817,9.022923145327214e-17,5.116506108125448e-20,1.3425334030094733e-22,5.570867673243133e-06,1.442404282506301e-10,3.725676795137873e-09,1.1113696184500215e-21,8.408402571762846e-25,4.751385330278732e-16,5.3886903628486784e-24,1.5127822249995638e-40,6.123318347810073e-28,0.00014632804439704072,1.4465016870499097e-10
3.54194384745864e-11,0.0007926750507772021,0.0,0.0,0.0018758467926535559,0.7997891416909886,0.0999944289909977,0.09999999985586071,1.5564754845043636e-18,2.52943501255084e-21,1.2868055087126094e-22,4.731717428685644e-27,2.2839013826841078e-29,0.00012760353136212165,9.094712385946131e-17,5.1403434065156394e-20,1.3667802924434788e-22,5.567099709746668e-06,1.441391595829326e-10,3.764743741834911e-09,1.1165899731726289e-21,8.443556977764565e-25,4.880386029938103e-16,5.5665534407382745e-24,1.544165184526909e-40,6.392589290436659e-28,0.00014705466095670132,1.4454845503555985e-10
3.560900350982982e-11,0.0007926750507772021,0.0,0.0,0.0018745303851609998,0.7997881185952177,0.09999443272270676,0.09999999985596186,1.5792924684578492e-18,2.5992024734108686e-21,1.307165955293569e-22,4.9385907334648234e-27,2.3975499349201108e-29,0.00012819765765979265,9.166595137090975e-17,5.1641522987744757e-20,1.3913189710180465e-22,5.563328868543938e-06,1.440380017139354e-10,3.8039774843854215e-09,1.1218029537978468e-21,8.478622269550266e-25,5.01208721485122e-16,5.749183436724172e-24,1.576019257489398e-40,6.672017502675039e-28,0.00014778067396179265,1.4444685293513665e-10
3.579856854507323e-11,0.0007926750507772021,0.0,0.0,0.0018732154170075894,0.799787096519268,0.09999443645686096,0.09999999985606291,1.6023212256724822e-18,2.6705571387408774e-21,1.3277358665150702e-22,5.153222774204862e-27,2.516135220231241e-29,0.00012879094997759278,9.238568651462153e-17,5.1879326957779733e-20,1.4161511025325627e-22,5.559555415747468e-06,1.439369544585603e-10,3.843377580208997e-09,1.1270085736762816e-21,8.513598770673974e-25,5.146528477905552e-16,5.9366784907729965e-24,1.60834875562235e-40,6.961922644064047e-28,0.00014850608405262715,1.4434536221286777e-10
3.598813358031665e-11,0.0007926750507772021,0.0,0.0,0.0018719018858013494,0.7997860754617516,0.09999444019320483,0.09999999985616384,1.6255624567825327e-18,2.7435275503089864e-21,1.3485162136560453e-22,5.3758563376383885e-27,2.639840578350468e-29,0.00012938340981279666,9.310630188866948e-17,5.2116845123930834e-20,1.4412783435199568e-22,5.555779607215721e-06,1.438360176328653e-10,3.882943588792284e-09,1.1322068461275698e-21,8.548486803128423e-25,5.283749737914512e-16,6.12913814892943e-24,1.641158002942685e-40,7.262632429423076e-28,0.0001492308918684885,1.4424398267920903e-10
3.617769861556006e-11,0.0007926750507772021,0.0,0.0,0.0018705897891646234,0.7997850554212836,0.09999444393149287,0.09999999985626466,1.6490168585058386e-18,2.818142624015268e-21,1.3695079663607208e-22,5.6067402944028686e-27,2.7688550040745546e-29,0.0001299750386592474,9.3827770164015e-17,5.235407667735302e-20,1.4667023431931998e-22,5.55200168893962e-06,1.4373519105401304e-10,3.922675071652935e-09,1.1373977844405165e-21,8.58328668735484e-25,5.423791239996742e-16,6.326663374417059e-24,1.674451335660456e-40,7.5744827807635886e-28,0.00014995509804763724,1.4414271414588773e-10
3.636726365080348e-11,0.0007926750507772021,0.0,0.0,0.0018692791247336828,0.7997840363964815,0.09999444767148903,0.09999999985636537,1.6726851236652837e-18,2.8944316528091516e-21,1.3907120926397012e-22,5.846129713154251e-27,2.903373285996816e-29,0.00013056583800737196,9.455006408629074e-17,5.2591020850058495e-20,1.492424743393128e-22,5.548221897414557e-06,1.4363447454024056e-10,3.962571592304464e-09,1.1425814018732326e-21,8.617998742252661e-25,5.566693555946966e-16,6.5293565587462536e-24,1.7082331020966383e-40,7.897817981073176e-28,0.00015067870322731705,1.440415564258658e-10
3.6556828686046894e-11,0.0007926750507772021,0.0,0.0,0.0018679698901583467,0.7997830183859662,0.09999445141296635,0.09999999985646597,1.6965679412084535e-18,2.9724243096105285e-21,1.4121295588705732e-22,6.094285976080296e-27,3.0435961477565356e-29,0.0001311558093441961,9.52731564775485e-17,5.2827676908839855e-20,1.518447178537586e-22,5.544440459998382e-06,1.4353386791083006e-10,4.0026327162220134e-09,1.1477577116532728e-21,8.65262328518911e-25,5.712497584598483e-16,6.737321532828712e-24,1.7425076625939488e-40,8.232990829981886e-28,0.00015140170804375975,1.4394050933330493e-10
3.674639372129031e-11,0.0007926750507772021,0.0,0.0,0.0018666620831016179,0.7997820013883603,0.09999445515570671,0.09999999985656646,1.7206659962273635e-18,3.0521506502344848e-21,1.4337613297985806e-22,6.351476895820854e-27,3.18973039183399e-29,0.00013174495415335885,9.599702023797157e-17,5.3064044159547866e-20,1.5447712755718686e-22,5.5406575952558935e-06,1.4343337098608052e-10,4.042858010808976e-09,1.1529267269777656e-21,8.687160632008755e-25,5.861244552177325e-16,6.950663578098399e-24,1.7772793894277348e-40,8.580362801320484e-28,0.00015212411313219145,1.4383957268353259e-10
3.6935958756533724e-11,0.0007926750507772021,0.0,0.0,0.0018653557012393326,0.7997809854022904,0.09999445889950045,0.09999999985666687,1.7449799699805647e-18,3.133641116319584e-21,1.4556083685380693e-22,6.617976833802259e-27,3.3419890459201243e-29,0.00013233327391512734,9.672162834755174e-17,5.3300121948340085e-20,1.5713986539204418e-22,5.536873513290392e-06,1.4333298358728085e-10,4.083247045364476e-09,1.1580884610135457e-21,8.721611097042938e-25,6.012976012648124e-16,7.169489437638483e-24,1.8125526667274268e-40,8.94030420258016e-28,0.0001528459191268371,1.437387462930093e-10
3.712552379177714e-11,0.0007926750507772021,0.0,0.0,0.0018640507422598204,0.7997799704263845,0.09999446264414606,0.09999999985676715,1.7695105399125015e-18,3.2169265382596097e-21,1.4776716365731687e-22,6.89406681999297e-27,3.500591511890058e-29,0.0001329207701064106,9.744695386773314e-17,5.353590965061526e-20,1.5983309254399348e-22,5.533088416062713e-06,1.4323270553668374e-10,4.123799391051685e-09,1.1632429268972818e-21,8.755974993119121e-25,6.167733848051714e-16,7.393907327314056e-24,1.8483318903883576e-40,9.3131943362833e-28,0.0001535671266609263,1.4363802997929727e-10
3.7315088827020555e-11,0.0007926750507772021,0.0,0.0,0.0018627472038635791,0.799778956459274,0.09999446638944978,0.09999999985686732,1.7942583796714327e-18,3.30203813813871e-21,1.499952093758088e-22,7.180034674087621e-27,3.6657637174096894e-29,0.00013350744420077352,9.817296994302284e-17,5.3771406675908496e-20,1.6255696943733702e-22,5.529302497698276e-06,1.4313253665748e-10,4.164514620866943e-09,1.1683901377356003e-21,8.790252631570205e-25,6.325560268834547e-16,7.62402694691023e-24,1.884621467979068e-40,9.699421663274732e-28,0.00015428773636669792,1.435374235610301e-10
3.750465386226397e-11,0.0007926750507772021,0.0,0.0,0.0018614450837629612,0.7997779434995925,0.09999447013522547,0.09999999985696738,1.8192241591325795e-18,3.389007532669849e-21,1.52245069831905e-22,7.476175128126485e-27,3.8377382702048146e-29,0.00013409329766845068,9.889964980256687e-17,5.4006612476371734e-20,1.6531165573056358e-22,5.52551594478255e-06,1.4303247677377497e-10,4.2053923096096835e-09,1.1735301066052129e-21,8.82444432224368e-25,6.486497814169882e-16,7.859959491275353e-24,1.9214258186698222e-40,1.0099383967942852e-27,0.00015500774887540535,1.434369268578837e-10
3.7694218897507385e-11,0.0007926750507772021,0.0,0.0,0.0018601443796818706,0.7997769315459768,0.09999447388129426,0.09999999985706733,1.8444085444181742e-18,3.477866736136495e-21,1.545168406855345e-22,7.7827899505574e-27,4.0167546150222253e-29,0.00013467833197635998,9.962696676169473e-17,5.424152652826748e-20,1.6809731031201675e-22,5.5217289366454086e-06,1.4293252571056492e-10,4.246432033853123e-09,1.1786628465530348e-21,8.8585503735108e-25,6.65058935227089e-16,8.101817661469002e-24,1.95874937314826e-40,1.0513488525380061e-27,0.0001557271648173209,1.433365396905479e-10
3.78837839327508e-11,0.0007926750507772021,0.0,0.0,0.0018588450893554705,0.7997759205970658,0.0999944776274842,0.09999999985716716,1.8698121979118742e-18,3.568648163337477e-21,1.5681061743387309e-22,8.100188071747145e-27,4.2030591933124415e-29,0.00013526254858811518,1.0035489422343379e-16,5.447614833303346e-20,1.709140912956828e-22,5.517941645634768e-06,1.4283268329371415e-10,4.287633371915734e-09,1.1837883705963078e-21,8.892571092275582e-25,6.817878080695618e-16,8.349715675914495e-24,1.996596573515108e-40,1.0942152270491692e-27,0.00015644598482174085,1.4323626188069974e-10
3.8073348967994216e-11,0.0007926750507772021,0.0,0.0,0.001857547210529905,0.7997749106515012,0.09999448137363005,0.09999999985726689,1.8954357782829054e-18,3.661384632534919e-21,1.5912649541158416e-22,8.428685710949187e-27,4.3969056056637487e-29,0.00013584594896403962,1.01083405679989e-16,5.471047744097062e-20,1.7376215601709762e-22,5.5141542373799176e-06,1.4273294934993371e-10,4.328995903833422e-09,1.1889066917227133e-21,8.926506783983793e-25,6.988407526643913e-16,8.603769281555549e-24,2.03497187322168e-40,1.1385801969062779e-27,0.00015716420951698964,1.4313609325097724e-10
3.826291400323763e-11,0.0007926750507772021,0.0,0.0,0.0018562507409620257,0.7997739017079276,0.09999448511957314,0.09999999985736653,1.921279940509509e-18,3.756109368405182e-21,1.6146456979104417e-22,8.768606504734716e-27,4.598554777017411e-29,0.0001364285345611786,1.0181247471419207e-16,5.494451342474164e-20,1.7664166102936965e-22,5.510366871044963e-06,1.4263332370676073e-10,4.3705192113324485e-09,1.1940178228904933e-21,8.960357752631858e-25,7.162221547246334e-16,8.864095765016806e-24,2.0738797370006445e-40,1.1844874390791776e-27,0.00015788183953042463,1.430360336249543e-10
3.8452479038481046e-11,0.0007926750507772021,0.0,0.0,0.001854955678419132,0.7997728937649915,0.09999448886516088,0.09999999985746605,1.94734533588729e-18,3.852856004992743e-21,1.638249355821134e-22,9.120281636893762e-27,4.8082751246939443e-29,0.0001370103068333122,1.0254207500092484e-16,5.517825586462567e-20,1.795527620993179e-22,5.506579699572671e-06,1.425338061925375e-10,4.4122028778030585e-09,1.19912177702856e-21,8.994124300775648e-25,7.339364329845068e-16,9.130813963767985e-24,2.1133246407368293e-40,1.2319816484300371e-27,0.0001585988754884403,1.4293608282711645e-10
3.864204407372446e-11,0.0007926750507772021,0.0,0.0,0.0018536620206787205,0.799771886821343,0.09999449261024675,0.09999999985756546,1.973632612052334e-18,3.951658588666945e-21,1.662076876323625e-22,9.484049969813313e-27,5.0263427292605133e-29,0.00013759126723096764,1.0327218030850817e-16,5.541170439945076e-20,1.8249561420372353e-22,5.5027928699191954e-06,1.4243439663639244e-10,4.454046488273785e-09,1.204218567036611e-21,9.027806729539252e-25,7.519880392266925e-16,9.404044277291283e-24,2.1533110714075284e-40,1.281108555412848e-27,0.00015931531801647246,1.4283624068283757e-10
3.883160910896788e-11,0.0007926750507772021,0.0,0.0,0.0018523697655282413,0.7997708808756335,0.09999449635468996,0.09999999985766475,2.0001424130140466e-18,4.05255158108151e-21,1.686129206276036e-22,9.860258177339069e-27,5.253041508269571e-29,0.0001381714172014313,1.0400276450005841e-16,5.564485869976257e-20,1.8547037152569445e-22,5.499006523279912e-06,1.423350948682219e-10,4.496049629386437e-09,1.2093082057852393e-21,9.061405338623645e-25,7.70381458308842e-16,9.683908678251732e-24,2.193843527055795e-40,1.3319149439723356e-27,0.00016003116773900244,1.427365070183575e-10
3.902117414421129e-11,0.0007926750507772021,0.0,0.0,0.0018510789107648658,0.799769875926518,0.0999945000983553,0.09999999985776394,2.026875379155065e-18,4.1555698621367776e-21,1.7104072909141582e-22,1.0249260879127649e-26,5.48866339289897e-29,0.00013875075818876113,1.047338015348247e-16,5.587771841108759e-20,1.8847718745113812e-22,5.495220795306781e-06,1.4223590071867132e-10,4.538211889371718e-09,1.2143907061160418e-21,9.094920426315271e-25,7.891212081893027e-16,9.970530723670311e-24,2.234926516620701e-40,1.3844486696431876e-27,0.00016074642527956105,1.4263688166076031e-10
3.921073917945471e-11,0.0007926750507772021,0.0,0.0,0.0018497894541952623,0.799768871972654,0.0999945038411128,0.09999999985786304,2.0538321472457128e-18,4.260748732944582e-21,1.7349120738512167e-22,1.0651420776495905e-26,5.733508507523912e-29,0.00013932929163379816,1.0546526546949354e-16,5.611028324419204e-20,1.9151621456534403e-22,5.491435816317511e-06,1.4213681401911834e-10,4.5805328580255195e-09,1.2194660808417266e-21,9.128352289494614e-25,8.082118399520581e-16,1.0264035566099386e-23,2.2765645598497957e-40,1.4387586778504716e-27,0.00016146109126073265,1.4253736443795363e-10
3.940030421469812e-11,0.0007926750507772021,0.0,0.0,0.001848501393635376,0.7997678690127008,0.09999450758283775,0.09999999985796201,2.0810133504972397e-18,4.368123918795691e-21,1.759644497089677e-22,1.1067108789773942e-26,5.987885352251096e-29,0.00013990701897417844,1.0619713045945388e-16,5.634255297845528e-20,1.9458760464967574e-22,5.487651711496847e-06,1.4203783460165578e-10,4.623012126685802e-09,1.2245343427462202e-21,9.16170122364463e-25,8.276579378308946e-16,1.0564549964800313e-23,2.3187621873698664e-40,1.4948950224121443e-27,0.00016217516630415886,1.4243795517864807e-10
3.958986924994154e-11,0.0007926750507772021,0.0,0.0,0.0018472147269102247,0.7997668670453206,0.09999451132341028,0.09999999985806088,2.108419618555525e-18,4.477731572129737e-21,1.784605501014708e-22,1.1496704197168507e-26,6.252110988445715e-29,0.00014048394164434434,1.0692937076005194e-16,5.657452731563603e-20,1.9769150867836528e-22,5.4838686010902895e-06,1.4193896229907582e-10,4.6656492882101e-09,1.2295955045847687e-21,9.19496752285916e-25,8.47464119232793e-16,1.0872202296922829e-23,2.3615239404758453e-40,1.5529088842445145e-27,0.0001628886510305425,1.423386537123385e-10
3.977943428518495e-11,0.0007926750507772021,0.0,0.0,0.0018459294518536936,0.7997658660691787,0.09999451506271533,0.09999999985815963,2.136051577486633e-18,4.58960827550757e-21,1.8097960243851038e-22,1.1940594775143223e-26,6.526511227281776e-29,0.00014106006107555613,1.0766196072782064e-16,5.680620600416838e-20,2.0082807681541183e-22,5.480086600590493e-06,1.4184019694485412e-10,4.708443936953612e-09,1.2346495790840443e-21,9.228151479851246e-25,8.676350347605516e-16,1.118712256868601e-23,2.404854370923887e-40,1.612852590271531e-27,0.00016360154605965117,1.4223945986928488e-10
3.996899932042837e-11,0.0007926750507772021,0.0,0.0,0.0018446455663083427,0.7997648660829418,0.09999451880064233,0.0999999998582583,2.163909849865509e-18,4.703791044585958e-21,1.8352170043563738e-22,1.2399176940322204e-26,6.811420821346598e-29,0.0001416353786959032,1.0839487482165395e-16,5.703758895408503e-20,2.0399745841158765e-22,5.476305820916681e-06,1.4174153837313499e-10,4.751395668747876e-09,1.2396965789422463e-21,9.261253385961403e-25,8.881753682346452e-16,1.150944242656046e-23,2.4487580411871942e-40,1.674779632538771e-27,0.00016431385201032085,1.4214037348049476e-10
4.0158564355671784e-11,0.0007926750507772021,0.0,0.0,0.001843363068125219,0.7997638670852804,0.09999452253708518,0.09999999985835685,2.1919950547831116e-18,4.820317331094572e-21,1.860869376478513e-22,1.2872855892923541e-26,7.107183659330225e-29,0.0001422098959303149,1.0912808760397753e-16,5.726867593530246e-20,2.0719980200154227e-22,5.4725263685872704e-06,1.4164298641871696e-10,4.794504080879981e-09,1.2447365168291995e-21,9.294273531165818e-25,9.090898367143227e-16,1.1839295168451504e-23,2.49323952427593e-40,1.738744687532975e-27,0.00016502556950045958,1.4204139437770543e-10
4.03481293909152e-11,0.0007926750507772021,0.0,0.0,0.0018420819551636769,0.7997628690748662,0.09999452627194207,0.09999999985845529,2.2203078077598282e-18,4.939225025815169e-21,1.8867540746644147e-22,1.3362045761729005e-26,7.414152963830679e-29,0.00014278361420057184,1.0986157374191795e-16,5.74994666643359e-20,2.104352553010013e-22,5.468748345886022e-06,1.415445409170386e-10,4.837768772072363e-09,1.249769405386454e-21,9.32721220408447e-25,9.303831905179508e-16,1.2176815754883052e-23,2.538303403194239e-40,1.804803635707989e-27,0.00016573669914705062,1.419425223933675e-10
4.0537694426158614e-11,0.0007926750507772021,0.0,0.0,0.0018408022252912025,0.7997618720503744,0.09999453000511511,0.09999999985855364,2.2488487208767187e-18,5.0605524615629105e-21,1.91287203122661e-22,1.386716975059641e-26,7.732691492306047e-29,0.00014335653492531617,1.1059530800838873e-16,5.772996120342325e-20,2.137039652040743e-22,5.464971851021911e-06,1.4144620170416545e-10,4.8811893424630975e-09,1.2547952572273843e-21,9.360069691989209e-25,9.52060213242604e-16,1.2522140820181917e-23,2.5839542714607686e-40,1.8730135812179508e-27,0.00016644724156615628,1.418437573606289e-10
4.072725946140203e-11,0.0007926750507772021,0.0,0.0,0.0018395238763832475,0.7997608760104823,0.09999453373651042,0.09999999985865186,2.277618402861907e-18,5.184338416169761e-21,1.939224176900149e-22,1.438866028652091e-26,8.063171741204504e-29,0.0001439286595200629,1.1132926528316432e-16,5.796015946321372e-20,2.170060777806573e-22,5.461196978282999e-06,1.4134796861677662e-10,4.924765393586728e-09,1.2598140849372855e-21,9.392846280811758e-25,9.741257217829058e-16,1.2875408683662278e-23,2.630196733255158e-40,1.9434328718585768e-27,0.00016715719737292082,1.417450991133191e-10
4.0916824496645445e-11,0.0007926750507772021,0.0,0.0,0.0018382469063230667,0.7997598809538693,0.09999453746603792,0.09999999985874998,2.3066174588595877e-18,5.310622115469871e-21,1.9658114407653655e-22,1.4926959169251534e-26,8.40597615330342e-29,0.00014449998939720983,1.120634205540093e-16,5.819006100543717e-20,2.2034173827391714e-22,5.4574238181844925e-06,1.412498414921527e-10,4.968496528355601e-09,1.264825901073465e-21,9.425542255151647e-25,9.965845663491307e-16,1.3236759360810028e-23,2.6770354021272134e-40,2.016121119217367e-27,0.00016786656718157403,1.4164654748593428e-10
4.110638953188886e-11,0.0007926750507772021,0.0,0.0,0.0018369713130015617,0.7997588868792181,0.09999454119361109,0.09999999985884801,2.335846490559073e-18,5.439443236286887e-21,1.9926347502842663e-22,1.548251772246922e-26,8.761497328288833e-29,0.00014507052596604816,1.1279774891769153e-16,5.841966601525032e-20,2.23711091097885e-22,5.453652457611237e-06,1.4115182016816358e-10,5.012382351041691e-09,1.2698307181653426e-21,9.458157898284108e-25,1.0194416304845637e-15,1.3606334574466695e-23,2.7244749016569487e-40,2.0911392190335655e-27,0.000168575351605434,1.4154810231362297e-10
4.1295954567132275e-11,0.0007926750507772021,0.0,0.0,0.0018356970943171306,0.7997578937852132,0.09999454491914693,0.09999999985894592,2.3653060965233123e-18,5.57084190942313e-21,2.0196950314005757e-22,1.6055796946532497e-26,9.130138236606614e-29,0.00014564027063277308,1.1353222558092507e-16,5.86489747538512e-20,2.2711427983515247e-22,5.449882979954843e-06,1.410539044832566e-10,5.0564224672588875e-09,1.2748285487145396e-21,9.490693492167883e-25,1.0427018310821277e-15,1.398427776601282e-23,2.7725198667530235e-40,2.168549371768696e-27,0.00016928355125691089,1.4144976343217213e-10
4.148551960237569e-11,0.0007926750507772021,0.0,0.0,0.001834424248175523,0.7997569016705418,0.09999454864256584,0.09999999985904374,2.3949968717410532e-18,5.7048587226505614e-21,2.0469932083931847e-22,1.6647267672796977e-26,9.512312436616795e-29,0.00014620922480049328,1.142668258614773e-16,5.887798646770737e-20,2.3055144723462514e-22,5.446115465245643e-06,1.409560942764455e-10,5.1006164839457766e-09,1.2798194051949722e-21,9.523149317452998e-25,1.0663701184002774e-15,1.4370734106550285e-23,2.82117494106725e-40,2.2484151033884856e-27,0.00016999116674750942,1.4135153067799347e-10
4.1675084637619106e-11,0.0007926750507772021,0.0,0.0,0.001833152772489699,0.7997559105338932,0.09999455236379139,0.09999999985914144,2.4249194075427823e-18,5.841534723703469e-21,2.0745302038448532e-22,1.7257410719514793e-26,9.908444295082513e-29,0.00014677738986924177,1.1500152518916245e-16,5.910670124006206e-20,2.3402273520938156e-22,5.442349990279684e-06,1.408583893872998e-10,5.144964009348855e-09,1.2848033000529418e-21,9.555525653488442e-25,1.090451476078172e-15,1.4765850508083596e-23,2.8704447768682026e-40,2.3308012863569966e-27,0.00017069819868783214,1.41253403888111e-10
4.186464967286252e-11,0.0007926750507772021,0.0,0.0,0.001831882665179696,0.7997549203739597,0.0999945560827503,0.09999999985923903,2.455074292485782e-18,5.980911423272806e-21,2.102306938921036e-22,1.7886717049320005e-26,1.0318969211025238e-28,0.00014734476723598516,1.157362991065877e-16,5.933512013443813e-20,2.375282848346626e-22,5.438586628740935e-06,1.4076078965593398e-10,5.189464653006187e-09,1.2897802457072269e-21,9.587822778329836e-25,1.1149509211501209e-15,1.5169775634699637e-23,2.920334039293403e-40,2.415774160843754e-27,0.00017140464768758241,1.411553829001481e-10
4.2054214708105936e-11,0.0007926750507772021,0.0,0.0,0.001830613924172496,0.7997539311894357,0.09999455979937223,0.09999999985933654,2.485462111765853e-18,6.123030798002133e-21,2.1303243331776335e-22,1.8535687928305997e-26,1.0744333842977883e-28,0.00014791135829463387,1.1647112327022068e-16,5.956324203654821e-20,2.410682363458858e-22,5.434825451318897e-06,1.4066329492299779e-10,5.234118025731506e-09,1.2947502545491695e-21,9.620040968746989e-25,1.1398735040593184e-15,1.55826599137458e-23,2.970847402429643e-40,2.5034013561446845e-27,0.00017211051435556723,1.4105746755231593e-10
4.224377974334935e-11,0.0007926750507772021,0.0,0.0,0.0018293465474019022,0.7997529429790178,0.0999945635135898,0.09999999985943392,2.5160834463125454e-18,6.267935293485058e-21,2.15858330426568e-22,1.9204835086700853e-26,1.1184996339667653e-28,0.00014847716443605177,1.1720597345149989e-16,5.979106618943062e-20,2.4464272913673275e-22,5.431066525821769e-06,1.4056590502966626e-10,5.2789237395987085e-09,1.299713338942766e-21,9.652180500231454e-25,1.1652243086708574e-15,1.6004655547006106e-23,3.0219895452874273e-40,2.593751912317639e-27,0.00017281579929969996,1.4095965768340142e-10
4.243334477859277e-11,0.0007926750507772021,0.0,0.0,0.0018280805328084158,0.7997519557414058,0.09999456722533837,0.09999999985953122,2.5469388746453924e-18,6.415667827264161e-21,2.1870847685249573e-22,1.9894680881146574e-26,1.1641426574160362e-28,0.00014904218704806576,1.1794082553730347e-16,6.001859517666881e-20,2.482519017574365e-22,5.427309917285377e-06,1.4046861981763036e-10,5.323881407926785e-09,1.304669511224752e-21,9.68424164700396e-25,1.1910084522840449e-15,1.6435916521875207e-23,3.073765161917265e-40,2.6868963020333003e-27,0.0001735205031270035,1.4086195313275642e-10
4.262290981383618e-11,0.0007926750507772021,0.0,0.0,0.0018268158783391205,0.7997509694753007,0.0999945709345559,0.09999999985962839,2.578028972820921e-18,6.566271791831285e-21,2.215829640963917e-22,2.0605758458588156e-26,1.2114106381498193e-28,0.00014960642751547535,1.1867565553083163e-16,6.024582811999018e-20,2.5189589191307243e-22,5.423555688077971e-06,1.4037143912908822e-10,5.368990645265113e-09,1.3096187837046909e-21,9.716224682021867e-25,1.217231085644004e-15,1.6876598622529923e-23,3.126178958976959e-40,2.7829064526422474e-27,0.00017422462644361267,1.4076435374028667e-10
4.28124748490796e-11,0.0007926750507772021,0.0,0.0,0.0018255525819475674,0.799749984179407,0.09999457464118301,0.09999999985972548,2.6093543113863705e-18,6.7197910576291604e-21,2.2448188342689057e-22,2.1338611921778145e-26,1.2603529799862894e-28,0.00015016988722006222,1.1941043955310714e-16,6.047276165552649e-20,2.555748364618092e-22,5.419803898001104e-06,1.4027436280673612e-10,5.414251067379165e-09,1.3145611686650566e-21,9.748129876986491e-25,1.2438973929525818e-15,1.732685944109801e-23,3.179235640115363e-40,2.88185576845895e-27,0.00017492816985477722,1.406668593464417e-10
4.300203988432301e-11,0.0007926750507772021,0.0,0.0,0.0018242906415936674,0.7997489998524311,0.09999457834516277,0.09999999985982244,2.640915458213318e-18,6.876269976054293e-21,2.2740532597185337e-22,2.2093796496402677e-26,1.3110203315296443e-28,0.00015073256754059912,1.201451538431836e-16,6.069940041565145e-20,2.5928887141348373e-22,5.416054604386685e-06,1.4017739069376e-10,5.459662291236569e-09,1.3194966783613223e-21,9.779957502350428e-25,1.2710125918785597e-15,1.778685838882413e-23,3.2329399239326564e-40,2.9838191532634554e-27,0.0001756311339648641,1.4056946979220427e-10
4.319160491956643e-11,0.0007926750507772021,0.0,0.0,0.0018230300552435873,0.7997480164930815,0.09999458204644056,0.09999999985991932,2.6727129812707283e-18,7.035753382461041e-21,2.3035338280842133e-22,2.2871878699834595e-26,1.363464611001132e-28,0.00015129446985285983,1.208797747583751e-16,6.092574630034952e-20,2.630381319282485e-22,5.412307862190397e-06,1.400805226338277e-10,5.505223934993546e-09,1.3244253250220405e-21,9.811707827324796e-25,1.298581933567175e-15,1.8256756707232515e-23,3.2872965548791485e-40,3.0888730330215382e-27,0.00017633351937736054,1.4047218491908144e-10
4.3381169954809843e-11,0.0007926750507772021,0.0,0.0,0.0018217708208696456,0.7997470341000696,0.09999458574496414,0.09999999986001609,2.7047474413947598e-18,7.19828659916683e-21,2.333261447268149e-22,2.3673436511519425e-26,1.4177390314322628e-28,0.00015185559552962768,1.2161427877654e-16,6.115179017790013e-20,2.6682275231489103e-22,5.408563724081587e-06,1.3998375847108096e-10,5.550935617981689e-09,1.3293471208489279e-21,9.843381119886418e-25,1.3266107026489507e-15,1.873671747928628e-23,3.342310261857122e-40,3.1970953788240645e-27,0.00017703532669487645,1.403750045690945e-10
4.357073499005326e-11,0.0007926750507772021,0.0,0.0,0.001820512936450214,0.7997460526721092,0.09999458944068343,0.09999999986011276,2.7370193939009433e-18,7.363915438458417e-21,2.363237022822584e-22,2.4499059544999812e-26,1.4738981262234292e-28,0.00015241594594070506,1.2234864249648928e-16,6.137753711063089e-20,2.706428660296012e-22,5.4048222405297764e-06,1.3988709805012752e-10,5.596796960695092e-09,1.3342620780169477e-21,9.874977646784992e-25,1.3551042172478516e-15,1.9226905640543075e-23,3.3979857756656877e-40,3.308565730046303e-27,0.00017773655651914666,1.4027792858477021e-10
