Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(48),CH2O2X(49),CH3OX(44),CH3X(50),CH4(39),CH4X(236),CH3O2X(47),CH4O2(169),H(23),HCO(31),OCHCO(260),SX(257),CH2OX(167),CHOX(166),SX(186),C2H6O(234),SX(408),SX(460),C2H4O(229),SX(525),SX(419),SX(631),C2HOX(645)
7.22300092139646e-22,0.0005470875304427673,0.1557,0.0,0.0016100786020887042,0.6423999999999965,0.2019,1.262103312488686e-172,2.1749943831873408e-141,8.825297221209878e-49,3.4286400488742583e-180,1.3011324319205224e-102,1.039728993022634e-141,1.7014379397163314e-15,1.2173526500334433e-97,5.977747017523675e-122,2.1648230781950347e-141,2.079767150652087e-81,4.051254244125523e-174,1.7353650775030304e-63,7.933379194471451e-167,1.5273051002892715e-182,6.311623928346377e-64,6.700975627950856e-84,2.134424304534572e-187,6.200268073568666e-104,2.6584967808108566e-15,1.0480007885386376e-194,6.683183208033469e-84,1.2173517901684498e-97,3.969240799453371e-118,8.598649940123791e-104,8.202185752672655e-203,9.246298129882143e-208,4.033534688008705e-46,1.2398760036650118e-49,2.2317586016855747e-65,2.1722305223647076e-204,4.277533808205024e-93,1.742517273752014e-101,6.833140831589627e-169,7.554505153775083e-186,1.3074530590168944e-180,4.344500065415304e-180,1.4548750401240347e-166,6.577643867949032e-154,2.0495152985811556e-168,1.62405540083865e-176,6.422059918187407e-185
1.4452277256278061e-21,0.0005470875304427673,0.1557,0.0,0.0016100786020843405,0.642399999999993,0.2019,1.6230782893702383e-170,5.593359728845399e-139,1.7658261946521507e-48,1.7634659366658172e-177,4.180755733878386e-101,6.681669864281411e-140,3.404354105258503e-15,1.954893873934827e-96,3.841513737820674e-120,5.56720252667908e-139,1.6650783079896753e-80,1.041395259600949e-171,6.945982801961573e-63,1.019656478565525e-164,3.92601450208345e-180,2.5262944279991694e-63,5.380468934091018e-83,5.4921027467335184e-185,1.9922502082136177e-102,5.319303289482775e-15,6.157119824567156e-192,5.351967933949242e-83,1.9548911110442655e-96,2.5507435518491697e-116,2.7628905615235713e-102,4.221031568342709e-200,9.520837190986731e-205,1.6142168478197455e-45,2.4808292236949968e-49,8.932850533440406e-65,2.2367278905197157e-201,6.852018864879008e-92,5.582760611422559e-100,8.785664580974119e-167,1.9438673614200204e-183,3.3635523690576407e-178,5.587998555979622e-178,1.8707620139937665e-164,4.2285516996724835e-152,2.6351503852919738e-166,4.176250745973227e-174,3.302865007175666e-182
2.891082992604126e-21,0.0005470875304427673,0.1557,0.0,0.0016100786020756131,0.642399999999986,0.2019,2.0922400506368182e-168,1.4407054028457208e-136,3.532419139714453e-48,9.084440176511138e-175,1.345823345480638e-99,4.3016578127654017e-138,6.810186436305888e-15,3.1455815539081376e-95,2.4731658280964567e-118,1.4339679812622909e-136,1.3325686977072018e-79,2.6817436421005936e-169,2.7792978770176415e-62,1.312890714281752e-162,1.0110056035594083e-177,1.010846836282805e-62,4.329373352826431e-82,1.4149229150857408e-182,6.413238433477158e-101,1.0640916306793426e-14,3.9604147991604255e-189,4.283745235991325e-82,3.145572659906835e-95,1.6420848811518805e-114,8.894001303461508e-101,2.1749119693210616e-197,9.813481506663795e-202,6.458473612276004e-45,4.962735663952365e-49,3.574303767847299e-64,2.3054787392939724e-198,1.0969606098204936e-90,1.7875569900019484e-98,1.1311440909682112e-164,5.005774718952859e-181,8.663002127949021e-176,7.193002237569664e-176,2.4087918482099255e-162,2.722134689758438e-150,3.3927256677978905e-164,1.0753692516039907e-171,1.7009468048718152e-179
5.782793526556766e-21,0.0005470875304427673,0.1557,0.0,0.0016100786020581583,0.6423999999999719,0.2019,2.7127569776423822e-166,3.727923116842436e-134,7.065605029838958e-48,4.701279501905434e-172,4.3529388972191015e-98,2.782455549982027e-136,1.3621851098252814e-14,5.085681531368496e-94,1.5997260320991865e-116,3.7104895806584495e-134,1.0662574220451392e-78,6.938183578394761e-167,1.1119001279476833e-61,1.6983804856649962e-160,2.6156648108246963e-175,4.0440455690237274e-62,3.5008930041596546e-81,3.661100921384679e-180,2.074303866245989e-99,2.1284142341281966e-14,2.865358809840073e-186,3.427866807815572e-81,5.085652764527053e-94,1.0620355828975816e-112,2.8766841442979604e-99,1.1255037530758598e-194,1.0157980406340389e-198,2.583710716665023e-44,9.926548546046886e-49,1.429954249371445e-63,2.386411788093605e-195,1.7556471905406226e-89,5.721900640300645e-97,1.462484536454986e-162,1.293839240806291e-178,2.240403144736019e-173,9.291874947936316e-174,3.1147769331705446e-160,1.759816350043419e-148,4.3865407609254973e-162,2.7806986551544775e-169,8.79657279184732e-177
1.1566214594462045e-20,0.0005470875304427673,0.1557,0.0,0.0016100786020232486,0.6423999999999438,0.2019,3.559672590518354e-164,9.739962391331881e-132,1.4131976810087582e-47,2.4565653336358112e-169,1.4218103375960613e-96,1.8174029260502086e-134,2.724518042155531e-14,8.302651239204524e-93,1.044885253066657e-114,9.694413708368291e-132,8.530869321616637e-78,1.812506943785485e-164,4.4479624937822865e-61,2.2184780005235373e-158,6.833071766821395e-173,1.6177498817407928e-61,2.8595038685465005e-80,9.562739604456746e-178,6.775360351758357e-98,4.257059440972803e-14,2.349699766744949e-183,2.742645018746178e-80,8.302557277215323e-93,6.935287302889532e-111,9.396198920415278e-98,5.879490537582313e-192,1.0613475860530367e-195,1.0335485437554696e-43,1.9854174322876685e-48,5.720282502056355e-63,2.4934212509408632e-192,2.8094436627359014e-88,1.831283124812807e-95,1.9079844792758033e-160,3.372018653672138e-176,5.846264268863883e-171,1.2098919641842538e-171,4.064494723421716e-158,1.1480252175138235e-146,5.722764511805955e-160,7.25525252646529e-167,4.590231448289501e-174
2.3133056730272607e-20,0.0005470875304427673,0.1557,0.0,0.001610078601953429,0.6423999999998876,0.2019,4.781204354457979e-162,2.5931475371658446e-129,2.8264720370583273e-47,1.3080150424465215e-166,4.733336218292813e-95,1.209707934003173e-132,5.449183906579486e-14,1.3811449437767674e-91,6.955012355983996e-113,2.5810207493791188e-129,6.8250194633972715e-77,4.824752757732707e-162,1.77925739963701e-60,2.9529193289417445e-156,1.818910651023676e-170,6.47126284441999e-61,2.3812495028770693e-79,2.5443738894028387e-175,2.2555882719911375e-96,8.514349854449607e-14,2.1588690436158535e-180,2.1942619044688518e-79,1.381113662848373e-91,4.614327933622469e-109,3.1280928394333285e-96,3.128621676020334e-189,1.1295888399878603e-192,4.1343226918034485e-43,3.970942597767214e-48,2.2882060969466687e-62,2.6537403258902333e-189,4.4954361585390075e-87,5.860545582599294e-94,2.533479839777038e-158,8.934014848064894e-174,1.5527159009140213e-168,1.6004648892633235e-169,5.399161253163151e-156,7.62294927405683e-145,7.59886586586763e-158,1.926620818384835e-164,2.4377757826411313e-171
4.626674100189373e-20,0.0005470875304427673,0.1557,0.0,0.0016100786018137898,0.6423999999997753,0.2019,6.707330119533903e-160,7.147881693644737e-127,5.653020749156842e-47,7.210493644742729e-164,1.631939066609268e-93,8.337208299719563e-131,1.0898515634481225e-13,2.378336052506942e-90,4.793337722191052e-111,7.1144548075913514e-127,5.460145211496144e-76,1.3295561688571796e-159,7.117174456187751e-60,4.0691990915052364e-154,5.01236850498221e-168,2.588557802051914e-60,2.0546668382407937e-78,7.005266488145865e-173,7.776774787890789e-95,1.702893068055358e-13,2.1908610068984967e-177,1.7554762842545633e-78,2.3782282027096506e-90,3.177728744135035e-107,1.078497972911332e-94,1.7226590170145012e-186,1.243988230663672e-189,1.6537547802292494e-42,7.941993009638914e-48,9.153010555811439e-62,2.9224986709699643e-186,7.192958111934838e-86,1.8754447196568246e-92,3.4758953066589494e-156,2.440978218761613e-171,4.2611793520244044e-166,2.180726027151515e-167,7.412963336500921e-154,5.230569004179792e-143,1.042553911796189e-155,5.285951685700149e-162,1.3375942468536917e-168
9.253410954513597e-20,0.0005470875304427673,0.1557,0.0,0.0016100786015345115,0.6423999999995504,0.2019,1.0153288849672319e-157,2.0905373503986967e-124,1.1306118173351382e-46,4.217258275798882e-161,5.972425544872561e-92,6.097183231888589e-129,2.17971790865e-13,4.344419472303164e-89,3.5054729741346843e-109,2.0807610052736683e-124,4.3681681388328954e-75,3.886876343287677e-157,2.8468988359191053e-59,5.949270624829507e-152,1.4653353519916159e-165,1.03543365365531e-59,1.883133245254329e-77,2.0448954051898228e-170,2.8461079939823203e-93,3.405809232936297e-13,2.451996873777178e-174,1.4044211771269098e-77,4.344024768605039e-89,2.3210546382031082e-105,3.947036981250125e-93,1.005613038216288e-183,1.452456715603179e-186,6.61507052721462e-42,1.5884094480698883e-47,3.6612414939137054e-61,3.4122534551716902e-183,1.1508938816818322e-84,6.0015340985981e-91,5.045355318445792e-154,7.035992722886006e-169,1.2372988828044223e-163,3.1292766106987945e-165,1.0772983604387024e-151,3.797691957598451e-141,1.5132977704427587e-153,1.5342354437949998e-159,7.763898468490516e-166
1.8506884663162046e-19,0.0005470875304427673,0.1557,0.0,0.001610078600975955,0.6423999999991009,0.2019,1.734098764958649e-155,6.686258233455826e-122,2.26123130217305e-46,2.697253729515071e-158,2.391262651466028e-90,4.87663738905053e-127,4.3594505975398776e-13,8.676221835590752e-88,2.8037406635133403e-107,6.654990111611706e-122,3.4945556611303433e-74,1.242413458648933e-154,1.1387654760204986e-58,9.511005748077131e-150,4.6838443063633823e-163,4.141755679456135e-59,1.889515934256544e-76,6.522595629478358e-168,1.1395541488537295e-91,6.811641561338759e-13,3.0655416279311652e-171,1.1235745138384541e-76,8.674641480042094e-88,1.8531858485290993e-103,1.5803555486577817e-91,6.414267384706813e-181,1.853029779318204e-183,2.6460384913778244e-41,3.1768302601414205e-47,1.4645041775322662e-60,4.353319351563839e-180,1.8414460195104145e-83,1.920507993197811e-89,7.984098397191753e-152,2.2041157114368216e-166,3.917094499134761e-161,4.8704350864842376e-163,1.7076905830819598e-149,3.0065922574408162e-139,2.394746422844207e-151,4.8543694675296633e-157,4.9123435764878446e-163
3.7013832080458944e-19,0.0005470875304427673,0.1557,0.0,0.001610078599858842,0.6423999999982017,0.2019,3.5014882755077857e-153,2.3949007731896938e-119,4.522470271844888e-46,1.9318943926108104e-155,1.0724455859239321e-88,4.368274535344963e-125,8.718915969264116e-13,1.9403750707079585e-86,2.5114659857002476e-105,2.3837010758324296e-119,2.7956541502209977e-73,4.447045431506598e-152,4.555075884706066e-58,1.702737319797726e-147,1.676516644969083e-160,1.656706484016449e-58,2.1244053925279936e-75,2.3290164929420554e-165,5.110824855695377e-90,1.3623306212706007e-12,4.340436707053775e-168,8.989090594268214e-76,1.9396662916546896e-86,1.6566872306682955e-101,7.087790532676599e-90,4.579904717028113e-178,2.6464204196038334e-180,1.0584174520161795e-40,6.35367602718592e-47,5.85803440292068e-60,6.217231210437578e-177,2.946324818254858e-82,6.145649887765078e-88,1.4126097032525039e-149,7.705335977411353e-164,1.386551451270757e-158,8.4484062452853e-161,3.027392236656853e-147,2.6615465967438984e-137,4.236982460516925e-149,1.717173638652288e-154,3.474782110290817e-160
7.402772691505273e-19,0.0005470875304427673,0.1557,0.0,0.001610078597624616,0.6423999999964035,0.2019,8.631678481906595e-151,9.62886420928515e-117,9.044948211172625e-46,1.5532260014694266e-152,5.398084835737457e-87,4.392075206509203e-123,1.7437846688490528e-12,4.8724749645878653e-85,2.525149774364018e-103,9.58383502796677e-117,2.2365308889689077e-72,1.7868202487666824e-149,1.8220365075020468e-57,3.4218405256412265e-145,6.736234066482057e-158,6.626834354604292e-58,2.6799510690789732e-74,9.337293607839452e-163,2.572543560387382e-88,2.7246635493689814e-12,6.938268704381485e-165,7.192020980670824e-75,4.868907310929937e-85,1.662683091265946e-99,3.5676536579118275e-88,3.671709972276722e-175,4.243598888956184e-177,4.233673913908748e-40,1.2707400704586841e-46,2.3432217706263473e-59,9.969481004359695e-174,4.714128125430334e-81,1.966611605846061e-86,2.8081483677269176e-147,3.0287696123787238e-161,5.514411609242012e-156,1.6482748276679107e-158,6.029329902567389e-145,2.6471281004259482e-135,8.422758922022525e-147,6.8250465901183125e-152,2.7617308202349636e-157
1.480555165842403e-18,0.0005470875304427673,0.1557,0.0,0.001610078593156164,0.642399999992807,0.2019,2.6116710358286832e-148,4.255785277241276e-114,1.8089904089764338e-45,1.3728415685991614e-149,2.985696063073993e-85,4.85413720735554e-121,3.4875708030055098e-12,1.3458967904422454e-83,2.790804535395536e-101,4.235883166030186e-114,1.789239650271675e-71,7.893429920934128e-147,7.288212071718153e-57,7.559841073074976e-143,2.975788519385683e-155,2.650735420799256e-57,3.7125228940094096e-73,4.118125204822229e-160,1.42289874534248e-86,5.449329396865466e-12,1.2228546258423239e-161,5.754797325536628e-74,1.3439234859997515e-83,1.8351346386813278e-97,1.9733044424756273e-86,3.238380615236175e-172,7.48597453512114e-174,1.69347038266152e-39,2.5415115206285063e-46,9.37297798274892e-59,1.758679063913086e-170,7.542636515014615e-80,6.293182958194e-85,6.1542800815308805e-145,1.3162063885697488e-158,2.417620053897724e-153,3.56119679193001e-156,1.3232089274016078e-142,2.902066685793622e-133,1.8459047123393902e-144,2.9907967984827156e-149,2.420146929997723e-154
2.9611109592261545e-18,0.0005470875304427673,0.1557,0.0,0.00161007858421926,0.6423999999856138,0.2019,9.475280153093721e-146,2.0062306649529238e-111,3.6179815846692724e-45,1.2942579588021012e-146,1.760618828153887e-83,5.721561987871765e-119,6.975143032563112e-12,3.969317960872951e-82,3.2895157853506345e-99,1.9968485400782532e-111,1.4314358237022711e-70,3.7196076850754105e-144,2.9153840238516515e-56,1.781458325427903e-140,1.4022758404210885e-152,1.0602945003104256e-56,5.479335950746153e-72,3.007684390426551e-157,8.39067913442526e-85,1.089866105705733e-11,2.303563290460619e-158,4.6057198990637204e-73,3.957681591318142e-82,2.1612411657281513e-95,1.1636369554592395e-84,4.728212187267419e-169,2.1865288742823734e-170,6.773883132273903e-39,5.0832665386444814e-46,3.749331860750363e-58,5.1366721428969984e-167,1.2068492434410624e-78,2.0138630891168877e-83,2.0608966564932482e-142,1.498755343984265e-155,1.62057035318708e-150,1.7543212462672004e-153,4.649863912927172e-140,4.866367888472879e-131,6.180769802623689e-142,2.0012622238575998e-146,3.237559127437075e-151
5.922222545993658e-18,0.0005470875304427673,0.1557,0.0,0.0016100785663454526,0.6423999999712275,0.2019,3.946621081021165e-143,9.828301249790751e-109,7.235963935952932e-45,1.2680343826128224e-143,1.0785682826933545e-81,7.007885470071994e-117,1.395028733665701e-11,1.2185540859120882e-80,4.029065736741216e-97,9.78233907053131e-109,1.1452883267309006e-69,1.821513941250744e-141,1.1663110368245828e-55,4.3623035756614566e-138,6.867028505473755e-150,4.2411786348162155e-56,8.397158131632529e-71,1.474804717212014e-154,5.140215499710373e-83,2.179732423823663e-11,4.50913386268555e-155,3.687584450317594e-72,1.2114255177362e-80,2.64586461410544e-93,7.12856817562359e-83,4.6385313659515005e-166,4.289337995546693e-167,2.709553547180347e-38,1.0168473516704851e-45,1.4999589996546175e-57,1.007666588970176e-163,1.9311688216703113e-77,6.445045324788128e-82,5.070603485904317e-140,7.354801053783456e-153,7.970161362561764e-148,4.313810920280757e-151,1.1403608221549085e-137,5.980105521573539e-129,1.5206602128557554e-139,9.852582577518812e-144,3.188674551977951e-148
1.1844445719528666e-17,0.0005470875304427673,0.1557,0.0,0.0016100785305978387,0.6423999999424551,0.2019,1.8000782053325643e-140,4.917089082487134e-106,1.4471928638112185e-44,1.268765616839737e-140,6.746523045548061e-80,8.765467932752774e-115,2.7900575324759136e-11,3.8319943202908856e-79,5.039557952695557e-95,4.894094059690707e-106,9.166770404967598e-69,9.108369558231845e-139,4.667760488474959e-55,1.090717827078009e-135,3.433816895594871e-147,1.6964715563157732e-55,1.3135732662908957e-69,7.377572637506397e-152,3.215249726648725e-81,4.359465004377755e-11,9.01879675658852e-152,2.9548801177718827e-71,3.787404382311311e-79,3.3086093173895186e-91,4.458993797626654e-81,4.6409252955220635e-163,8.582721663206347e-164,1.0838214568824408e-37,2.035246301121843e-45,6.003475581403505e-57,2.0162830323038725e-160,3.091334381117891e-76,2.063368117467967e-80,1.2695192400996405e-137,3.684907165967248e-150,3.991092791720493e-145,1.0813070249254966e-148,2.853536010403439e-135,7.486681285745975e-127,3.8070088210174837e-137,4.9329073015484355e-141,3.19290364078485e-145
