Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44),CH2OX2(50),CH3X(53),CH4(39)
163.6130509393942,0.0005284065757894736,0.1557,0.0,0.0003049172640341506,0.6411591744135854,0.2019,1.1773762872322565e-28,-2.20611088354613e-22,-6.898151767707099e-19,8.861741058687294e-31,6.901282468065212e-19,8.585943888822302e-25,1.8715404197117484e-05,6.980102856081436e-25,8.064054779389153e-32,-1.2537647423566407e-26,4.2885522333230736e-21,9.986506820548693e-37,-1.0175550622385664e-21,4.332349419174285e-42,-3.204420515813039e-46,-5.338452947018825e-24,-1.3795134570415371e-28,1.6504954152683283e-46,-3.3592259815721472e-21,5.428339982232319e-29,0.001231467884312146,-2.847982432769433e-31,-9.775912681363445e-31,-1.053491371990206e-31,2.909166565240256e-24,-5.2334700478557685e-28,2.5750046424759144e-30,-2.796579154651989e-22
163.77281893584393,0.0005284065757894736,0.1557,0.0,0.0003048587856154346,0.6411591141400644,0.2019,1.2686137306744302e-28,-6.859005231685369e-22,6.595680150962956e-20,6.990196811684119e-31,-6.614666720049824e-20,-2.586764007211308e-26,1.871181399232059e-05,-1.061676423466415e-25,-9.56277769026091e-35,-4.504067979113826e-26,9.050323380899168e-22,1.0245318056076619e-37,-7.75947684776685e-24,1.6107155688854914e-43,8.302368150386237e-46,-4.1629509513118023e-26,-1.0834776813423687e-30,3.862092812303701e-46,-3.941517235302765e-23,4.1703363615607645e-29,0.001231529952935445,7.808203763096598e-31,-1.5583513738168997e-32,2.3019789987515576e-31,-3.270921388774241e-27,-7.072781977879214e-30,-3.0024137261859944e-33,-7.45788167379104e-22
163.93258693229365,0.0005284065757894736,0.1557,0.0,0.0003048005618473058,0.6411590541290112,0.2019,1.3260428022692388e-28,-6.666409560445242e-22,3.075408251700057e-20,2.398817058323987e-31,-2.974127244379265e-20,-2.9372691900226276e-25,1.870823942179315e-05,-6.427983045342634e-26,-3.8329708652511444e-32,-4.445858049388087e-26,-2.6397808113983622e-21,-4.36587332060299e-37,5.2286332415982465e-22,-2.39929058742431e-42,9.500603421350563e-46,2.7458069672579074e-24,7.09759566280796e-29,2.8427520681528286e-46,1.7488404018470898e-21,3.4851016716660214e-29,0.001231591751274072,-7.616994503356993e-31,4.718133774142279e-31,2.6637451931863075e-31,-1.3825797969101676e-24,2.6023864102515e-28,-1.2233324561542072e-30,-7.264867174555254e-22
164.09235492874336,0.0005284065757894736,0.1557,0.0,0.0003047425916207459,0.6411589943792823,0.2019,1.2502312315423204e-28,2.5759327990660686e-23,-1.0524760853919153e-19,7.201303204879489e-32,1.062427451317403e-19,1.4172058072014413e-25,1.8704680417440997e-05,1.1846249061658783e-25,1.480185696412744e-32,2.250605501334093e-27,-3.097695071005693e-22,1.7669594710244402e-37,-1.6949312082731425e-22,6.820040639568443e-43,-8.777519398310423e-47,-8.882928822326016e-25,-2.294662767772321e-29,-7.667117355065e-48,-5.559477191871296e-22,4.337251291058736e-29,0.0012316532805050511,-7.5268458389842496e-31,-1.4911342815633348e-31,-3.4416982496782383e-32,5.339789133475299e-25,-8.238314563149055e-29,4.728438262495377e-31,-3.385574799228148e-23
164.25212292519308,0.0005284065757894736,0.1557,0.0,0.0003046848738315605,0.6411589348897401,0.2019,1.2903855373634556e-28,3.2821559739657985e-22,1.0377282986471368e-19,-9.257980268185544e-32,-1.0488667031520388e-19,-7.853408912013962e-26,1.8701136911474466e-05,-8.102034130086385e-26,-6.746572573984867e-33,2.1011109785983345e-26,5.348384598819989e-22,3.3454877645497327e-38,5.977593706192042e-23,-1.3993495965720617e-43,8.815263477049614e-48,3.1196099564778577e-25,8.04793079076832e-30,-3.120796686932717e-47,1.847318640928944e-22,4.13492402759131e-29,0.0012317145418002785,6.92210383305998e-31,5.046844346962464e-32,-6.32871483824102e-33,-2.434729611553549e-25,2.8154579455684857e-29,-2.1579743629167508e-31,2.684212442032441e-22
164.4118909216428,0.0005284065757894736,0.1557,0.0,0.000304627407380101,0.6411588756592513,0.2019,1.4548400469953932e-28,2.700987219853282e-23,-4.819481802624019e-19,-2.6794508649958673e-31,4.820698479079144e-19,-6.7527225116703575e-25,1.8697608836380495e-05,4.969694770725575e-25,-1.195563488840218e-31,1.0738827753829063e-27,-7.177986128011314e-21,-1.3321919991851213e-36,1.6014929525374755e-21,-7.559181440072639e-42,1.476399787590555e-45,8.410270833258554e-24,2.173935373271944e-28,2.6061016079976603e-46,5.390105365633784e-21,2.2096259390889266e-29,0.0012317755363265473,-2.7595629045814266e-30,1.311626377049745e-30,4.181751782916352e-31,-4.313089667240614e-24,7.528477400187295e-28,-3.8166456178941625e-30,-3.223154226914319e-23
164.5716589180925,0.0005284065757894736,0.1557,0.0,0.00030457019117205756,0.6411588166866882,0.2019,1.219821048627405e-28,8.641173192379763e-22,-3.0394445964844796e-19,1.7775595101964802e-31,3.076859383949122e-19,1.6157307816591477e-25,1.869409612495654e-05,3.5538209134412974e-25,1.311844889562759e-32,5.81034104922466e-26,-4.365806367808072e-21,3.0564934559750533e-38,-8.398380991777945e-23,-1.2801654031747798e-44,7.641897502693077e-47,-4.352299318338361e-25,-1.1204009112478113e-29,6.007115441759404e-47,-2.3510999623669503e-22,4.0995999079675455e-29,0.0012318362652455697,-3.80443181358466e-30,-1.0576905737357849e-31,1.284148313035161e-32,4.730404447712251e-25,-5.086712702690996e-29,4.196473889879373e-31,8.047834038649889e-22
164.73142691454223,0.0005284065757894736,0.1557,0.0,0.0003045132241181096,0.641158757970927,0.2019,1.1260623191746843e-28,1.4284904758719091e-21,4.703440347702248e-19,2.2572381398419914e-31,-4.734201988138976e-19,2.970172910552924e-25,1.8690598710332656e-05,-4.218161233507731e-25,5.76208898724865e-32,9.193570171033702e-26,5.2542772896232225e-21,7.355745557401907e-37,-8.418338962647764e-22,4.10898097482317e-42,-5.7819378067887565e-46,-4.424872457634119e-24,-1.1440626156716825e-28,-7.642036048553009e-47,-2.855445447978179e-21,4.953211786900894e-29,0.0012318967297139992,2.7671789182567147e-30,-6.116054527585399e-31,-1.7498729261181036e-31,2.0783445096774354e-24,-3.682975171977749e-28,1.8383285757131214e-30,1.3684108413030658e-21
164.89119491099194,0.0005284065757894736,0.1557,0.0,0.00030445650513323416,0.6411586995108497,0.2019,1.3764786165715487e-28,1.351018114545157e-23,-2.2891975337958063e-19,-2.1341158726958725e-31,2.245308007374625e-19,-6.0158083949594435e-25,1.8687116525899057e-05,2.1473917776986567e-25,-1.0005387487689154e-31,-4.241927621972268e-28,-1.0873117159496282e-21,-8.364440930938653e-37,1.2431237606134879e-21,-5.4153808574929437e-42,1.105761382676421e-45,6.5224265044672975e-24,1.685464329333279e-28,1.900097087286268e-46,4.139491798690291e-21,2.634769837865651e-29,0.0012319569308834539,1.297444938397455e-30,9.64411761402709e-31,3.101653654670441e-31,-3.6095441972059784e-24,5.638344078686564e-28,-3.195196633872038e-30,-4.602275156168958e-23
165.05096290744166,0.0005284065757894736,0.1557,0.0,0.00030440003313684345,0.641158641305343,0.2019,1.1973867678839038e-28,-3.5079679854771154e-22,-3.385040923887287e-19,1.8962753237557719e-31,3.4488903198024947e-19,2.270708796142997e-25,1.868364950529022e-05,3.2153147960524655e-25,2.9524894005495176e-32,-1.8696044243364265e-26,-5.065262836326972e-21,1.460130411701337e-37,-2.542590711928914e-22,5.9951382347325864e-43,-1.1133824300934995e-46,-1.3263407411806774e-24,-3.421487169585553e-29,1.9655758911958618e-47,-7.850221451500833e-22,4.339107658876998e-29,0.0012320168699005351,-4.395284350961119e-30,-2.914121464713521e-31,-4.1745370739278234e-32,1.065230828690167e-24,-1.4849076838106634e-28,9.442403342509898e-31,-4.102399335897719e-22
165.21073090389137,0.0005284065757894736,0.1557,0.0,0.00030434380705333496,0.6411585833532983,0.2019,1.1868085799452423e-28,4.555264278688226e-22,1.4538201142108768e-19,1.0832982228514833e-31,-1.4633806867206972e-19,1.2938991961254352e-25,1.868019758248073e-05,-1.3510285240145255e-25,1.8648227881191257e-32,2.8975761073924564e-26,1.6268628225012223e-21,2.9229434160951053e-37,-2.6922745588168875e-22,1.436337231641136e-42,-9.802964037734303e-47,-1.4155375252269965e-24,-3.660117242522848e-29,1.7988856048808445e-48,-9.267767258613514e-22,4.249057542881153e-29,0.0012320765479068483,7.949701441386617e-31,-1.6110882991560576e-31,-3.625528643670582e-32,6.726321318568799e-25,-1.0481683053284504e-28,5.949881099079744e-31,3.956742152935262e-22
165.35452210069613,0.0005284065757894736,0.1557,0.0,0.0003042934129486013,0.6411585314122552,0.2019,1.2122182817755635e-28,1.854368839340126e-22,1.4826131654735661e-22,1.3875562813983891e-32,-2.4386697970532737e-21,-1.226857129331988e-26,1.867710370622694e-05,-3.553271519330234e-27,-3.790948253040852e-33,1.2099092755687605e-26,2.003980728068056e-21,-3.352345412948848e-38,3.816370846945401e-24,-1.8701951585529303e-43,4.503252071177877e-47,1.8578904435071878e-26,4.6857226441125655e-31,7.643398528820705e-48,2.88398100626458e-23,3.958427642378965e-29,0.0012321300358878544,1.4924632017567658e-30,6.417479850833837e-33,4.618865249440081e-33,-1.3682708667889793e-25,2.668221807852601e-30,-1.2161607524228895e-31,1.256997211055255e-22
165.49831329750089,0.0005284065757894736,0.1557,0.0,0.0003042432163882786,0.641158479674821,0.2019,1.2152500502682987e-28,-3.101253580534968e-22,-1.1528655427292242e-21,1.542152549186075e-31,3.087891727744221e-21,6.4028313583795474e-27,1.86740219581868e-05,-2.5378114616908162e-26,3.873409331624639e-33,-2.0186641229406922e-26,-1.608786221997762e-21,6.258899150499718e-38,-1.3525777407593197e-23,6.011064981606585e-44,2.0215840373098226e-46,-6.935552987879432e-26,-1.7794204588907925e-30,8.420248984774137e-47,-4.5824731903501205e-23,3.9694818978280136e-29,0.0012321833141960537,-1.1924068476100227e-30,-1.66714255471745e-32,4.977900820046589e-32,1.3983000149178807e-25,-7.960447861868979e-30,1.2417465472333563e-31,-3.6991645637457154e-22
165.64210449430564,0.0005284065757894736,0.1557,0.0,0.000304193216598474,0.6411584281401973,0.2019,1.2122508392964785e-28,-2.0203542570378695e-22,3.452816726541127e-21,1.2059450546356795e-31,-2.8587943359634153e-21,-1.4207482974465337e-27,1.867095229084621e-05,-2.2841303206969048e-26,4.422855191156891e-34,-1.3314015111722463e-26,-4.825436842901551e-22,4.5486781802049297e-38,7.622853246072884e-24,5.5854530889912704e-45,1.6603691973957837e-46,4.05348582146478e-26,1.05189991035141e-30,6.631903404814359e-47,2.3308103388354456e-23,3.9550199663046233e-29,0.00123223638365339,-3.6843763275620264e-31,9.718576701014609e-33,3.9408608242906764e-32,1.601478327034252e-26,4.778936308426772e-30,1.4324977814703757e-32,-2.6181644202196187e-22
165.7858956911104,0.0005284065757894736,0.1557,0.0,0.0003041434128076866,0.6411583768075891,0.2019,1.2051526874874001e-28,1.965250867726701e-23,-7.365809959679196e-23,-4.987100481954421e-32,-9.531433499633557e-22,-7.231182321059195e-28,1.866789465683704e-05,-6.219344303089399e-27,-1.4861674118701797e-33,1.2811590781139052e-27,9.104114328171845e-22,3.7772302202057797e-38,-1.6854241644890557e-24,-1.1011812264925606e-44,-2.7511469042579954e-47,-9.769632271582453e-27,-2.5992870833129407e-31,-2.7443316570414657e-47,-4.946029103603501e-24,3.9316251847358665e-29,0.0012322892450785858,6.776273549153719e-31,-2.5982646781277534e-33,-1.6312559959938627e-32,-5.362782573974644e-26,-1.268484341037179e-30,-4.770413314926559e-32,-4.0096483737712326e-23
165.92968688791515,0.0005284065757894736,0.1557,0.0,0.000304093804247286,0.6411583256762045,0.2019,1.211733057432393e-28,-4.7643300446428694e-23,1.2934539389329394e-21,-1.1630618595705951e-31,-1.31789602713739e-21,1.3564838531867953e-27,1.8664849008967398e-05,-9.753025388832524e-27,-5.8844107242096995e-37,-2.985720963819327e-27,-5.915514327579009e-23,4.367450877399054e-38,-1.1008492061829664e-24,1.0282754120425907e-44,-1.046014381524739e-46,-5.859233934947737e-27,-1.5203510192620814e-31,-6.438744055152961e-47,-4.4595088958186294e-24,3.952316962986453e-29,0.0012323418992871529,-2.6909823643585716e-32,2.9445366924063488e-34,-3.8533569809424175e-32,-9.568784709483706e-30,-6.732691189731761e-32,-2.2194478339595443e-35,-1.0740019627800713e-22
166.0734780847199,0.0005284065757894736,0.1557,0.0,0.00030404439015181234,0.6411582747452548,0.2019,1.224259735402424e-28,-1.5234420618734344e-22,-7.169754492632655e-23,-3.483897413521898e-32,5.139037276452944e-22,-5.182405288095023e-28,1.866181530024014e-05,-1.3481425046309623e-26,6.540656237576392e-34,-9.977127061400164e-27,-4.35333975620009e-22,4.2907507529999506e-38,6.873998318200099e-25,-2.5351679990516673e-45,-1.0097955993066185e-47,4.043842610187211e-27,1.0799370240862774e-31,-1.9207957444472195e-47,2.812668120156311e-24,3.991008387343745e-29,0.0012323943470914035,-3.3082484916517975e-31,2.054811214260759e-35,-1.1438506661199924e-32,2.3638856342931808e-26,1.7661894793535957e-31,2.1025598836114825e-32,-2.12112327207397e-22
166.21726928152466,0.0005284065757894736,0.1557,0.0,0.00030399516975905094,0.6411582240139537,0.2019,1.2285953766009409e-28,-1.4725460240325816e-22,-1.6192470011060723e-22,4.0512812480453475e-32,4.798004757817315e-26,3.3710935873298354e-29,1.865879348385729e-05,-1.2781903524951233e-26,-2.1235290881172363e-34,-9.683833447967448e-27,1.7793269188661785e-22,4.2841518406543825e-38,-2.9341961620925896e-25,-4.368870473828837e-46,7.639361469270532e-47,-1.6800983156528976e-27,-4.454239498338937e-32,2.245977984352866e-47,-1.0469381480623959e-24,4.004615526814045e-29,0.0012324465893004673,1.2370809237922036e-31,-4.478644868085908e-35,1.3456854884828153e-32,-7.623865980894827e-27,-9.540464894548391e-32,-6.78371178235224e-33,-2.0702170960778732e-22
166.36106047832942,0.0005284065757894736,0.1557,0.0,0.0003039461423098284,0.6411581734815192,0.2019,1.2256785402106932e-28,-1.2810151006081915e-22,1.135833830521803e-22,1.94522913097475e-32,-2.7269903395616807e-22,9.95844725213975e-29,1.8655783513207663e-05,-1.0692865034273552e-26,-2.7164708207986988e-34,-8.303053625335797e-27,1.5872672230055377e-22,4.3101086151710026e-38,1.0395220007234939e-25,8.348385193829719e-46,5.228567009289786e-47,3.832506749595451e-28,8.603935732375994e-33,1.0840647007365913e-47,1.3200346906033011e-25,3.9934531814923913e-29,0.0012324986267203016,1.254504103812417e-31,7.030294338097724e-35,6.527779830629039e-33,-9.768486995871089e-27,3.7896550834518046e-32,-8.685984426279322e-33,-1.8786483196067516e-22
166.50485167513418,0.0005284065757894736,0.1557,0.0,0.00030389730704781027,0.6411581231471715,0.2019,1.2232890465604774e-28,-1.2393778187214594e-22,-5.643856905124276e-23,-3.0298474370350846e-32,1.928186077050037e-22,-9.857140969723247e-29,1.8652785341854394e-05,-8.955013449217593e-27,2.0248431378270728e-34,-8.038386905624208e-27,-1.4450213229151255e-22,4.2788191313684025e-38,1.226060155876764e-26,-4.864926271571147e-46,-5.181203464247246e-48,1.9004889749844115e-28,5.9173588068784084e-33,-1.6756611150344999e-47,1.9119967868349917e-25,3.9841165814269827e-29,0.0012325504601537044,-1.0413237698634108e-31,-3.1868979043076133e-35,-1.0010133733133165e-32,7.337468876855729e-27,-3.8409721715412154e-33,6.523217421837379e-33,-1.8369904028718655e-22
166.70462170271966,0.0005284065757894736,0.1557,0.0,0.00030382977747499555,0.6411580535446578,0.2019,1.2257377203872436e-28,-1.1285825389735614e-22,2.8267214790250498e-22,-7.446845637009669e-32,-2.183666559374365e-22,1.0482348567475177e-27,1.864863946030456e-05,-7.941100905185774e-27,2.164019641314257e-34,-7.398041149828754e-27,-8.754670058014856e-23,4.304334413680595e-38,-1.6259954271170204e-24,5.64785011604517e-45,-5.481899465872554e-47,-8.494870945193e-27,-2.1919338120586887e-31,-4.0916070291861017e-47,-5.77188820846271e-24,3.9915971344063795e-29,0.001232622135608172,-6.786727120921729e-32,-1.9204513263388528e-35,-2.4288568531572075e-32,7.836516478766313e-27,-3.1702203212389757e-31,6.948039511530609e-33,-1.7261828662611256e-22
166.90439173030515,0.0005284065757894736,0.1557,0.0,0.0003037626153917835,0.6411579843209149,0.2019,1.2391280241214785e-28,-1.9359212214932297e-22,1.9806436376078608e-21,-2.3071180609248743e-32,-1.5998519680393948e-21,1.4528214753091104e-28,1.8644516140699594e-05,-1.358711958507974e-26,1.4949856314949956e-34,-1.2024670439278316e-26,-3.468828858662077e-22,4.63332660539154e-38,3.775781728886002e-24,7.265455308326238e-45,5.884033978900849e-48,2.0049477220551833e-26,5.200133994568701e-31,-1.2181400656279097e-47,1.1823112147834911e-23,4.030808914911528e-29,0.001232693421010998,-1.7885464920095579e-31,1.04645975233447e-33,-6.95380047564947e-33,5.443289222154734e-27,1.2574820326503307e-30,4.8815242193902855e-33,-2.533634987240128e-22
167.10416175789064,0.0005284065757894736,0.1557,0.0,0.00030369581879831613,0.6411579154738811,0.2019,1.2462369623754706e-28,-2.8856495596293154e-22,-3.236804298953823e-22,3.9167333999471224e-32,1.5744869204531795e-21,-4.414218759873027e-27,1.864041526025382e-05,-1.5015209787957415e-26,1.2658314101334426e-33,-1.8251423436189267e-26,-1.1400976792806235e-21,4.4614690244033716e-38,8.146486773452665e-24,-1.9820561251492508e-44,7.253187854855818e-47,4.3957111185936854e-26,1.1455139306276868e-30,2.0946280132989502e-47,2.928680528183239e-23,4.0478969370016e-29,0.0012327643184848744,-7.970822950448904e-31,5.524855755656156e-34,1.2085895003052862e-32,4.574734796420794e-26,1.9053541850245363e-30,4.0769212036445535e-32,-3.4834435189291096e-22
167.30393178547612,0.0005284065757894736,0.1557,0.0,0.00030362938570554165,0.6411578470015068,0.2019,1.2519784471024284e-28,-1.8436877567919525e-22,-4.379603808876583e-21,-2.416863443389118e-34,4.5229451241396225e-21,-1.1393158875410578e-28,1.8636336696844995e-05,-4.6746636280205285e-27,1.2466574113258713e-33,-1.3350157450241622e-26,-4.995355206150557e-23,3.7243666735340943e-38,-8.886135535562292e-24,-1.494140756853581e-44,2.4529558927210627e-47,-4.6221907053293396e-26,-1.191182463970951e-30,-1.3998573455120327e-48,-2.7221439310104413e-23,4.0744685566593826e-29,0.0012328348301409396,-2.18697226058921e-31,-2.252743826819595e-33,-1.5688796418303055e-33,4.502861507505185e-26,-2.8066209975310706e-30,3.9934976404803e-32,-2.4413326550882496e-22
167.5037018130616,0.0005284065757894736,0.1557,0.0,0.0003035633141354522,0.6411577789017529,0.2019,1.2447353748592973e-28,-4.957584137697932e-24,2.6649652771857054e-21,-5.126447747768434e-32,-4.330384092677131e-21,9.369463487288835e-27,1.863228032902905e-05,-2.302654441926215e-27,-1.6011148625161468e-33,-9.210310897349765e-28,1.6056425169257797e-21,4.4082846112196875e-38,-1.3289649076142544e-23,4.783898808651563e-44,-2.1044046043031688e-47,-7.148369923706989e-26,-1.8610366340568255e-30,-2.6239984489418526e-47,-4.904094931267748e-23,4.0559037096848136e-29,0.001232904958078845,1.1606027766256531e-30,-2.694856090542415e-34,-1.445222469802216e-32,-5.777079025599512e-26,-2.7363196356715455e-30,-5.152283122253212e-32,-6.47066211230543e-23
167.7034718406471,0.0005284065757894736,0.1557,0.0,0.00030349760212047415,0.6411577111725915,0.2019,1.2491164540611676e-28,-1.5444056966810725e-22,8.591342018240577e-21,-7.686349499752849e-32,-8.033351192638984e-21,-4.641461993714678e-27,1.8628246036002778e-05,-1.3963967554260896e-26,-1.974617403964096e-33,-6.721743019637013e-27,-6.404649527981803e-22,5.846852410191342e-38,2.719776004955012e-23,8.98079378019125e-45,-4.764239186490586e-47,1.427196424104838e-25,3.6879952697380514e-30,-4.0205229993839637e-47,8.758321507415027e-23,4.043770007590988e-29,0.0012329747043868125,-5.173611395521835e-32,5.082681666488316e-33,-2.2708307461022068e-32,-7.120693493817966e-26,7.755544024750412e-30,-6.300459496450717e-32,-2.142072724331397e-22
167.90324186823258,0.0005284065757894736,0.1557,0.0,0.0003034322477040316,0.6411576438120057,0.2019,1.2394709439893665e-28,-3.296011990624156e-22,-1.0838757610981847e-20,-1.6783317072195142e-32,1.347770751838433e-20,-1.904189590031737e-26,1.862423369763808e-05,-1.766811372477727e-27,3.339167360756408e-33,-2.182681039610926e-26,-2.5238362818012653e-21,3.482397260322667e-38,1.6023707721683736e-23,-1.1330602754793487e-43,-9.336553988283258e-48,8.725262217617824e-26,2.279694923644067e-30,-1.4546353497174024e-47,6.51972466357309e-23,4.0076610744915405e-29,0.0012330440711417019,-2.0226963805301186e-30,-1.80683258671745e-33,-1.1732207889951742e-32,1.2057017778245369e-25,2.1398384607955813e-30,1.0739272998031614e-31,-3.8937021468557366e-22
168.10301189581807,0.0005284065757894736,0.1557,0.0,0.0003033672489398036,0.6411575768179899,0.2019,1.2432909590985678e-28,5.458670380657724e-23,-1.4394718176302398e-20,8.170236912085573e-32,1.2103815709029242e-20,2.1232657619090588e-26,1.8620243194436148e-05,1.919956925884615e-26,3.522437579143483e-33,-4.0133563321109085e-27,2.4243559516138723e-21,1.2843418180173958e-38,-7.26084048314355e-23,3.9346861314085795e-44,1.1214696927494932e-46,-3.8229780569022014e-25,-9.888983895643211e-30,4.3123691702646437e-47,-2.405717563438646e-22,4.0782364982615336e-29,0.0012331130604090663,8.90672453433806e-31,-1.0626333327527024e-32,2.4614418898657117e-32,1.2707666494305747e-25,-1.9213201515127068e-29,1.1215791044532136e-31,-5.144360604071433e-24
168.30278192340356,0.0005284065757894736,0.1557,0.0,0.00030330260389261916,0.6411575101885492,0.2019,1.2336502232078739e-28,1.5953899247301593e-22,3.327826999569284e-20,2.4180358899550317e-31,-3.7161068012707915e-20,3.363503277054555e-26,1.8616274407583434e-05,-2.485806724697775e-26,-7.938132181524513e-33,1.5146505264422722e-26,3.611415909928859e-21,7.811636550884339e-38,4.992409035566681e-25,2.42413885427687e-43,3.556170736737681e-46,-3.0801426290887335e-27,-1.2448217106733821e-31,1.4606298254161428e-46,-2.588021335336822e-23,4.018793945392364e-29,0.0012331816742432225,3.492071398867597e-30,9.068012740228549e-33,9.436092431065538e-32,-2.8646749584432606e-25,4.9885811828919166e-30,-2.5472039720996804e-31,9.978388064930618e-23
168.50255195098904,0.0005284065757894736,0.1557,0.0,0.0003032383106375409,0.6411574439216994,0.2019,1.2020267088406763e-28,-2.396589074904626e-22,3.0730356575185445e-21,2.8995904576100213e-31,-2.2981352905898037e-21,-1.2245017668789543e-26,1.8612327218895108e-05,-1.1465712126740582e-26,-1.7115304140416578e-33,-1.2799775194305593e-26,-8.482705186453141e-22,5.274595293616173e-38,3.186112691924964e-23,-3.7254860970292787e-44,3.550325037616152e-46,1.67750041386982e-25,4.339116470077101e-30,1.5839487592723625e-46,1.0793582160329789e-22,3.8779761497054876e-29,0.0012332499146873043,-3.154236869601517e-31,5.0040049219682894e-33,9.345101654957167e-32,-6.169003766938332e-26,8.248594928181925e-30,-5.448789193208185e-32,-2.9942585121854793e-22
168.70232197857453,0.0005284065757894736,0.1557,0.0,0.00030317436725992665,0.6411573780154675,0.2019,1.1509274964127847e-28,-9.32854019487295e-23,-1.0223547591493345e-19,1.7277734964906848e-31,1.0099843226358943e-19,1.7001815273163497e-26,1.8608401510817275e-05,1.0347608357731076e-25,2.4635320069881395e-32,-3.862402201923741e-26,2.1090458536841367e-21,-1.169018575786716e-37,-2.414012521990402e-22,-2.5526755496159725e-43,1.0714588288637126e-46,-1.261681187282445e-24,-3.256269610861687e-29,6.833935335785682e-47,-7.541652513202814e-22,3.8472040721670186e-29,0.0012333177837733232,-2.725193647179284e-30,-4.539116438259883e-32,2.5262966752389034e-32,8.888998912406157e-25,-7.009964076040184e-29,7.8762059941897945e-31,-1.5295983521531263e-22
168.90209200616002,0.0005284065757894736,0.1557,0.0,0.00030311077185558833,0.6411573124678909,0.2019,1.132649724638794e-28,4.058505476817263e-22,2.7179912227776833e-20,1.309396007914945e-32,-3.490435564174532e-20,9.719727583456136e-26,1.8604497166437573e-05,-6.479264274831338e-27,-1.3304635882897952e-33,1.9818583648500296e-26,7.730532940919083e-21,3.5535320918241217e-38,-1.4054941723840473e-22,4.673419345653747e-43,1.1370817177798094e-46,-7.464826503021098e-25,-1.935962018155721e-29,2.6923179830112026e-47,-5.090325315860258e-22,3.7784244157860605e-29,0.001233385283522232,5.327436950050458e-30,-8.087192025907461e-33,2.752811909840973e-32,-4.813154423983222e-26,-2.9107023829719407e-29,-4.4424243622957907e-32,3.4612626529520017e-22
169.1018620337455,0.0005284065757894736,0.1557,0.0,0.0003030475225309182,0.6411572472770176,0.2019,1.1423096594461094e-28,-4.2584736703532575e-22,2.1799332887466026e-19,1.2455830524765132e-31,-2.1630827862077726e-19,-4.9492596762080685e-26,1.8600614069496134e-05,-2.3921254398431777e-25,-5.587935822298831e-32,4.259198255314106e-26,-3.727556072864401e-21,3.795787938278605e-37,5.376882524766983e-22,4.908802087714591e-43,4.029336296412011e-46,2.809867314295082e-24,7.251645386010464e-29,1.214658033182594e-46,1.6856372201211656e-21,3.432634248735055e-29,0.0012334524159439853,6.432827630604758e-30,9.442710486346332e-32,1.0254182850713332e-31,-2.0160887957714206e-24,1.5263340530877408e-28,-1.7864961220784384e-30,-4.857811205535305e-22
169.301632061331,0.0005284065757894736,0.1557,0.0,0.0003029846174022971,0.6411571824409067,0.2019,1.1312658426728557e-28,-1.2671818428320078e-21,-1.799802933087477e-19,1.6513039224738404e-31,1.924331725625254e-19,-1.9373090471771687e-25,1.8596752104345765e-05,1.323127229178788e-25,2.6979396827303385e-32,-1.0614507974830189e-25,-1.1672705148856047e-20,-1.3246711675624193e-37,2.5365120606228913e-23,-1.3081535746018993e-42,-8.551857065736219e-47,1.5578925065110862e-25,4.2028699268597496e-30,1.4788904754372024e-47,2.3086862068351265e-22,3.566550264088795e-29,0.0012335191830375987,-1.2773944785519061e-29,-3.0966134244037125e-32,-3.53921702149582e-32,9.738287420820718e-25,-1.778371911404752e-29,8.662275809762676e-31,-1.3268940623651647e-21
169.50140208891648,0.0005284065757894736,0.1557,0.0,0.00030292205459676977,0.6411571179576271,0.2019,1.0722475482042522e-28,5.228119520204941e-22,-4.230577315258871e-19,-2.331792213343245e-31,4.1557199670164094e-19,2.120896217119651e-25,1.8592911155987724e-05,4.638826104572185e-25,1.206799792729495e-31,-1.162835220792468e-25,1.2030792189107483e-20,-6.678892600635647e-37,-1.2629809958475169e-21,-4.980734027692617e-43,-6.2707820115379435e-46,-6.6089887404604036e-24,-1.7063181796530129e-28,-2.1178795269330837e-46,-4.027665837830797e-21,4.1406677779461435e-29,0.0012335855867912134,-1.0250991217138343e-29,-1.9168243969469028e-31,-1.7350741262203402e-31,4.354120807989482e-24,-3.406010387417812e-28,3.8570826376343444e-30,4.634207276288585e-22
