Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(48),CH2O2X(49),CH3OX(44),CH3X(50),CH4(39),CH4X(236),CH3O2X(47),CH4O2(169),H(23),HCO(31),OCHCO(260),SX(257),CH2OX(167),CHOX(166),SX(186),C2H6O(234),SX(408),SX(460),C2H4O(229),SX(525),SX(419),SX(631),C2HOX(645)
1.0276011918934276e-21,0.002771910154243354,0.0915567593028733,0.0,0.008157731583933828,0.4515426283560964,2.0292759876651563e-80,0.4569006123410269,8.267260704814423e-71,1.5749743640082562e-83,3.6588203205655806e-45,8.77581392067731e-111,1.5376491687079727e-152,1.7014385407136566e-15,1.7081270183734214e-42,7.868258702909192e-51,6.223343788534475e-63,1.70812702624163e-42,6.968622124024541e-23,5.0163773844129165e-56,1.811491302602351e-42,1.8721893246243022e-36,2.1949552529317814e-68,1.655010735080377e-91,5.699715007107741e-81,4.436253602354698e-104,2.658497719865023e-15,3.007475095131833e-60,1.2394114627013884e-95,4.042519302171822e-105,3.682284857183026e-126,5.800192311620217e-112,6.283907749215694e-81,9.129092946223002e-102,5.736663245585674e-46,6.916786516306078e-84,1.8383913057897308e-179,1.680248366408918e-98,3.3602366497727894e-86,3.6562448888242385e-86,9.10018283715905e-142,1.0169316528157419e-195,5.705901454039662e-175,5.637755984004276e-191,1.3708779476120242e-161,1.0262333444255292e-147,7.455524444909029e-157,8.376355338371838e-165,4.704316094949267e-173
2.0560951737016194e-21,0.002771910154243354,0.0915567593028733,0.0,0.008157731583929463,0.4515426283560929,8.122392396534475e-80,0.4569006123410269,2.64878954459641e-69,5.0460592674627245e-82,7.320819459857226e-45,2.2512509280459304e-108,1.579342713616774e-149,3.4043553077851744e-15,6.836959580969402e-42,6.299391200445683e-50,9.968938113491813e-62,6.836959643962912e-42,1.3943298654754215e-22,4.016151743038871e-55,7.250685482622331e-42,7.49363636466716e-36,3.516015143974188e-67,1.0609273207928283e-89,4.5643944371362685e-80,1.4217261760838232e-102,5.31930516841407e-15,1.204542163477034e-59,7.945118088248683e-94,5.182896093039626e-103,1.8892416893884705e-123,1.4879191464595846e-109,5.032224102755797e-80,2.9256827146591995e-100,2.296160314586401e-45,1.107586943345057e-82,2.357479293187697e-177,5.384843026475125e-97,1.0766031569062015e-84,5.856799900032607e-85,4.67182406374828e-139,1.6712987034127492e-191,2.3444501906963785e-171,1.15865624336613e-187,2.8151229588105692e-158,1.0536925877594984e-144,7.655055072552652e-154,1.7201082358211635e-161,1.9320904685370875e-169
4.113083137318002e-21,0.002771910154243354,0.0915567593028733,0.0,0.008157731583920736,0.45154262835608583,3.250014949296985e-79,0.4569006123410269,8.481356178795592e-68,1.6157220899083721e-80,1.4644817738873128e-44,5.769152751125682e-106,1.6197038044250205e-146,6.81018884192087e-15,2.7356743876095003e-41,5.041427473911515e-49,1.5959577816415287e-60,2.735674438023454e-41,2.7892651716196835e-22,3.214141471407939e-54,2.9012181501166955e-41,2.9984306371885454e-35,5.628895076829032e-66,6.795444184789994e-88,3.6533651367934034e-79,4.552928609854374e-101,1.0640920065500291e-14,4.832037422664031e-59,5.089002127197851e-92,6.639532621314306e-101,9.682942711122504e-121,3.813006764750602e-107,4.0278211673410184e-79,9.369187712553665e-99,9.187632143178546e-45,1.77286014738389e-81,3.0203527232166637e-175,1.7244384564997034e-95,3.4472551170013505e-83,9.376330451573027e-84,2.395186580201617e-136,2.742809164709919e-187,9.61787225200661e-168,2.377077302035818e-184,5.7731296811567626e-155,1.0804321123155492e-141,7.849409865476243e-151,3.5275626611054175e-158,7.924585532620863e-166
8.22705906455077e-21,0.002771910154243354,0.0915567593028733,0.0,0.008157731583903281,0.4515426283560718,1.3002176082368217e-78,0.4569006123410269,2.714871026715342e-66,5.171883030199324e-79,2.92928143038299e-44,1.477664679221211e-103,1.6598349138959186e-143,1.36218559101629e-14,1.0944478914585902e-40,4.033907948179085e-48,2.5542749418549983e-59,1.0944479317974125e-40,5.579135783901518e-22,2.571800705952619e-53,1.1606757852018777e-40,1.199567500939894e-34,9.008847455339703e-65,4.350846179717137e-86,2.9234316630363005e-78,1.4574877140476713e-99,2.1284149859625246e-14,1.952814144308547e-58,3.2582817166383783e-90,8.50207208976654e-99,4.960232600414203e-118,9.766331431630422e-105,3.223076710096412e-78,2.9992612265902414e-97,3.67565111944454e-44,2.837152562830671e-80,3.8678302979493945e-173,5.520264986875242e-94,1.1034614863875275e-81,1.5006494145846685e-82,1.2271581267880342e-133,4.49768151546338e-183,3.942554128611344e-164,4.872505192954463e-181,1.183131340069082e-151,1.1071053214016816e-138,8.043387067257247e-148,7.229476070805466e-155,3.2481696977291466e-162
1.64550109190163e-20,0.002771910154243354,0.0915567593028733,0.0,0.008157731583868372,0.4515426283560437,5.201293727743483e-78,0.4569006123410269,8.68892681089889e-65,1.6552534075738028e-77,5.85888075445622e-44,3.783793384096828e-101,1.7003135456429356e-140,2.7245190046529508e-14,4.378147864016645e-40,3.227432778836871e-47,4.0874343213403615e-58,4.378148186757865e-40,1.1158877008438425e-21,2.057634627071245e-52,4.64307787269501e-40,4.79866052361963e-34,1.4416241489987174e-63,2.785103004104695e-84,2.3390404532983458e-77,4.6649882560569894e-98,4.25706094476852e-14,8.126883907857023e-58,2.085721904702167e-88,1.0884864119293947e-96,2.540293918332739e-115,2.500823190706661e-102,2.5787942121807945e-77,9.5994317236059e-96,1.4703801087280275e-43,4.539903148350125e-79,4.951959367100697e-171,1.7668142298829787e-92,3.531618831938177e-80,2.4013905338598693e-81,6.285150884017867e-131,7.372212966562277e-179,1.6154980773482308e-160,9.98323505290333e-178,2.4238639323836493e-148,1.134055012334335e-135,8.239584120732572e-145,1.4811641451057546e-151,1.3309603112078391e-158
3.2910914627947363e-20,0.002771910154243354,0.0915567593028733,0.0,0.008157731583798553,0.4515426283559875,2.08060217744637e-77,0.4569006123410269,2.780670923248139e-63,5.2972072753390545e-76,1.1718079579925529e-43,9.687737871469343e-99,1.7414462011710116e-137,5.449185831879296e-14,1.7513304077641932e-39,2.5820687976387797e-46,6.540371521708058e-57,1.7513306659694268e-39,2.2318359457405188e-21,1.646183778614061e-51,1.8573042218854464e-39,1.9195423161377443e-33,2.3067632418145416e-62,1.782642410934826e-82,1.8713492718676043e-76,1.4933385135630313e-96,8.514352862304532e-14,3.7549036676123564e-57,1.3349956548149386e-86,1.3934016934714506e-94,1.3007958282515069e-112,6.402918275411277e-100,2.0631787590513683e-76,3.072107303129232e-94,5.88175976528759e-43,7.264205670343015e-78,6.339229997355307e-169,5.654329287195898e-91,1.1302036252231178e-78,3.842519797332676e-80,3.218529702161851e-128,1.208125914123841e-174,6.618350877541645e-157,2.0450072047601205e-174,4.9648922795732785e-145,1.1614637806824414e-132,8.439547838738395e-142,3.0342199535186923e-148,5.4530437644373446e-155
6.582272204580949e-20,0.002771910154243354,0.0915567593028733,0.0,0.008157731583658913,0.4515426283558751,8.322578865536974e-77,0.4569006123410269,8.898489920147856e-62,1.6951665467045128e-74,2.343648006812236e-43,2.4802090619913683e-96,1.783399288935463e-134,1.089851948614407e-13,7.005464157779388e-39,2.0657040690965026e-45,1.0464979055231071e-55,7.005466223470289e-39,4.4637324354910525e-21,1.3169749710949638e-50,7.429348025826384e-39,7.678325480206806e-33,3.690945658440563e-61,1.1409435299018006e-80,1.497124528978814e-75,4.789242043599647e-95,1.7028936697072629e-13,2.308445611121504e-56,8.544383279142542e-85,1.783636815125394e-92,6.660474183111788e-110,1.6392450323463108e-97,1.650632202429597e-75,9.831237833496264e-93,2.3527517730052123e-42,1.162299637768599e-76,8.114662629108522e-167,1.809467221671548e-89,3.616781262593128e-77,6.148354944108053e-79,1.648017804992229e-125,1.979600222255013e-170,2.711124085726109e-153,4.188609576333935e-171,1.0168890400430434e-141,1.1894313634531357e-129,8.644454450929744e-139,6.2157764459805165e-145,2.234175598598212e-151
1.3164633688153374e-19,0.002771910154243354,0.0915567593028733,0.0,0.008157731583379634,0.45154262835565034,3.3290680738319116e-76,0.4569006123410269,2.847571650214469e-60,5.424608798163049e-73,4.687332644134772e-43,6.349479397195348e-94,1.8262653606825483e-131,2.1797186793921966e-13,2.8022141686062055e-38,1.652582867690785e-44,1.6744284811412908e-54,2.8022158211785374e-38,8.927525414820841e-21,1.0535871828960925e-49,2.9717534303453285e-38,3.071361435088026e-32,5.905589539734587e-60,7.302153846571325e-79,1.197716185639375e-74,1.559068027226585e-93,3.4058104365393123e-13,2.213733560774306e-55,5.468515638097325e-83,2.283091703926783e-90,3.410240730529802e-107,4.196562713142985e-95,1.320691249232736e-74,3.1461475932646084e-91,9.41110282635688e-42,1.8596940179194713e-75,1.0387021639219506e-164,5.790419208326545e-88,1.157386076604605e-75,9.838183176772375e-78,8.438126895780402e-123,3.2435163097853944e-166,1.110516712778866e-149,8.578663129286322e-168,2.082650229225422e-138,1.2180136268796354e-126,8.855635038792349e-136,1.2735245300290812e-141,9.155018209360251e-148
2.632935665529823e-19,0.002771910154243354,0.0915567593028733,0.0,0.008157731582821078,0.45154262835520076,1.3316425228775297e-75,0.4569006123410269,9.112317082831398e-59,1.7358738294623606e-71,9.374774554254564e-43,1.6254619062090687e-91,1.8700947396996127e-128,4.359452140647114e-13,1.1208913684837033e-37,1.3220741387824797e-43,2.679114434452285e-53,1.1208926905494136e-37,1.7855111372795313e-20,8.428662713812946e-49,1.1886946100080793e-37,1.2285508223409107e-31,9.448930556489196e-59,4.6733482886539644e-77,9.581846474742083e-74,5.6669243456844454e-92,6.811643969717132e-13,2.950067978039277e-54,3.4998581654174742e-81,2.9223390261492886e-88,1.746038287375e-104,1.0743169328656181e-92,1.0574996501860823e-73,1.0069709590252642e-89,3.7644602772580075e-41,2.9755003878475665e-74,1.3295486287735535e-162,1.85296406771652e-86,3.703631249607158e-74,1.574530108062897e-76,4.320331541817545e-120,5.314191699089778e-162,4.548673627887946e-146,1.756943153077043e-164,4.265250633922988e-135,1.2472409381930372e-123,9.075205047519886e-133,2.6101992403627492e-138,3.7528008196400825e-144
5.265880258958794e-19,0.002771910154243354,0.0915567593028733,0.0,0.008157731581703964,0.45154262835430165,5.326856288523302e-75,0.4569006123410269,2.9159555148717263e-57,5.5547106994274705e-70,1.8750820546375838e-42,4.161057136375393e-89,1.9149068600285967e-125,8.718919061954305e-13,4.483576875378291e-37,1.0576624482676697e-42,4.286617062232018e-52,4.483587451935349e-37,3.5710283286003804e-20,6.742814556807374e-48,4.75468806922478e-37,4.914215783417487e-31,1.511804226302166e-57,2.9908474223775806e-75,7.666081681896748e-73,3.5487231363722983e-90,1.362331103412765e-12,4.483356887571405e-53,2.2398770825224495e-79,3.740475288198223e-86,8.939448127457148e-102,2.7501688303235715e-90,8.51824000066766e-73,3.2271910497554544e-88,1.5057879400650438e-40,4.760723089605372e-73,1.7018346669715475e-160,5.929967426632743e-85,1.1851421855584334e-72,2.5218583045414925e-75,2.211950999310567e-117,8.706457010309032e-158,1.8630662331749557e-142,3.59842627493392e-161,8.734888241005833e-132,1.2771242268593717e-120,9.30712390348875e-130,5.3537972727331126e-135,1.5394787376866283e-140
1.0531769445816736e-18,0.002771910154243354,0.0915567593028733,0.0,0.008157731579469737,0.45154262835250336,2.1316177093006983e-74,0.4569006123410269,9.331080124666465e-56,1.7774399931283842e-68,3.752150731472785e-42,1.0651535713764014e-86,1.9606860850984714e-122,1.743785289975811e-12,1.7934330299110787e-36,8.461312125197333e-42,6.858649274282382e-51,1.7934414911692702e-36,7.142062710145904e-20,5.394042667540846e-47,1.901795680599282e-36,1.9656888101122542e-30,2.4187913692967537e-56,1.9140019481327245e-73,6.13704912346809e-72,5.57764810145684e-88,2.7246645155168214e-12,7.078683783849682e-52,1.4334665652884074e-77,4.787458739050793e-84,4.576667569012618e-99,7.039924588532809e-88,7.184199957891611e-72,1.0451274493805332e-86,6.023159417074521e-40,7.616872538818912e-72,2.178601370738932e-158,1.8988923434417498e-83,3.792300783648425e-71,4.051604086800945e-74,1.1324409461988534e-114,1.42633310879956e-153,7.630402334042897e-139,7.37340733612156e-158,1.7887356026698978e-128,1.3076512144084883e-117,9.559246025426709e-127,1.0997614597580848e-131,6.324702566780231e-137
2.1063547819532616e-18,0.002771910154243354,0.0915567593028733,0.0,0.008157731575001284,0.4515426283489068,8.554395793100488e-74,0.4569006123410269,2.9859492359921216e-54,5.6873561874945405e-67,7.53603976673099e-42,2.72638219382461e-84,2.0073591168556174e-119,3.487572055612339e-12,7.173736674914586e-36,6.769054699893486e-41,1.0973999781785997e-49,7.173804365030206e-36,1.4284131468852243e-19,4.3148902067916715e-46,7.606531913996476e-36,7.862760217395969e-30,3.869747789837266e-55,1.2247757405678909e-71,4.9371364120550664e-71,1.3154693564764843e-85,5.449331336612743e-12,1.1288044038642553e-50,9.173441474937787e-76,6.127022928816416e-82,2.3429018406383263e-96,1.8019499390198175e-85,8.108063758610406e-71,3.662247558659335e-85,2.4092652969792447e-39,1.218605701848905e-70,2.7917478604998586e-156,6.11063753219109e-82,1.2134331831901918e-69,6.58891247871331e-73,5.7972538216898825e-112,2.336444726472077e-149,3.1247969936403824e-135,1.5163896407457204e-154,3.662607481539544e-125,1.338770412021557e-114,9.847454816865829e-124,2.2658216559974952e-128,2.606135640843243e-133
4.212710456696438e-18,0.002771910154243354,0.0915567593028733,0.0,0.008157731566064377,0.45154262834171366,3.511101965134642e-73,0.4569006123410269,9.555043307408787e-53,1.8196616566053842e-65,1.5579844955609218e-41,6.977413964016464e-82,2.0547416263055373e-116,6.975145579188466e-12,2.869495577618675e-35,5.415245734383686e-40,1.7558884767280107e-48,2.86954972973106e-35,2.856826896872611e-19,3.4513581702855694e-45,3.042089343280615e-35,3.14510506911096e-29,6.190567279728662e-54,7.836172436438636e-70,4.1269142814285735e-70,3.3306825688822556e-83,1.089866496635583e-11,1.8045794868226336e-49,5.870035804124658e-74,7.840205262047561e-80,1.1992018218174022e-93,4.611592094102766e-83,2.158744948677808e-69,1.9854477876637405e-83,9.63706423850242e-39,1.9494663741166144e-69,3.6071136545368965e-154,2.0434975635272757e-80,3.882319693537905e-68,1.1222603454201088e-71,2.9673185018312877e-109,3.8265062068179284e-145,1.2794067292408865e-131,3.206361510081132e-151,7.498030203152644e-122,1.3703541636781914e-111,1.0204072772217609e-120,4.6956859114825904e-125,1.0801889022410904e-129
8.425421806182792e-18,0.002771910154243354,0.0915567593028733,0.0,0.008157731548190562,0.45154262832732744,1.6903372757958224e-72,0.4569006123410269,3.057614773459532e-51,5.82104210876868e-64,3.9283890834639197e-41,1.7851282809226814e-79,5.473299694005112e-113,1.3950292595552972e-11,1.1477984098568314e-34,4.332197336610668e-39,2.8095744057549977e-47,1.1478417315544588e-34,5.713654389831856e-19,2.7601990222898287e-44,1.2164166214180614e-34,1.258042213485217e-28,9.901607383272212e-53,5.012084309380704e-68,4.437417077286466e-69,8.509864932297857e-81,2.1797332176046962e-11,2.8867435388141545e-48,3.755581600535786e-72,1.002935152984558e-77,6.136179941666035e-91,1.1798495972486319e-80,1.1390506353350024e-67,2.7178878284999884e-81,3.85482629774671e-38,3.1181759888499493e-68,8.146220556361144e-152,8.797827394517622e-79,1.241914822226614e-66,2.2308295157471906e-70,2.361951885587351e-106,9.876989785318411e-141,8.256205043186521e-128,2.7649434887084575e-147,2.419046340504096e-118,2.210972834752244e-108,1.6642022658087695e-117,1.5313525512438451e-121,7.044783569311589e-126
1.68508445051555e-17,0.002771910154243354,0.0915567593028733,0.0,0.008157731512442933,0.45154262829855496,1.5910031149493652e-71,0.4569006123410269,9.78436872563268e-50,1.8615336443310567e-62,2.085549606294726e-40,4.564353258862541e-77,5.597574384326808e-110,2.7900586505130876e-11,4.5911939752752834e-34,3.465758103828932e-38,4.495806236339636e-46,4.591540548883424e-34,1.1427309347688238e-18,2.2067399068707337e-43,4.86231563241192e-34,5.032169140904387e-28,1.5832014260432425e-51,3.2038128154250103e-66,1.0819637587668716e-67,2.1755007660102847e-78,4.359466639624905e-11,4.618617254878788e-47,2.4019834227886485e-70,1.282193861323724e-75,3.1379039084090765e-88,3.016741601140751e-78,7.09579278837175e-66,6.20096111787076e-79,1.5419306333506898e-37,4.985978276370447e-67,2.449350980039576e-149,8.597468618991716e-77,3.9713923272882265e-65,6.352372277631819e-69,1.2087304217647461e-103,1.6159227729454104e-136,3.3768108475800813e-124,1.9445088672463204e-143,4.9474318468393775e-115,2.2605325595641664e-105,1.7851265009119717e-114,3.2856201424095953e-118,3.023252562874778e-122
