Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),CHOX2(61),SX(53),CH3OX(46),CH3X(55),CH4(41),CH2OX2(52),CHX(32),SX(406),SX(420)
1.2038818226892842e-12,0.0005284065757894736,0.1557,0.0,0.0015504897152296734,0.6423986110228729,0.20189816711694286,3.551653215899043e-31,1.4552531165351502e-41,5.876595653445912e-21,2.3658651870378384e-51,8.789204494825415e-32,9.436106913663036e-44,2.777954254613933e-06,2.5471849127964498e-26,6.225276221555716e-40,1.4592315789433814e-41,1.8328830502158663e-06,1.4220539418841925e-36,2.3870227298050085e-17,5.462634296372007e-49,8.540123062519142e-51,7.263261841797219e-25,6.3980966613454676e-31,8.780651920178265e-69,2.755657397075327e-33,5.23119563764441e-24,4.348231551177794e-17,6.924642803177557e-15,2.1939256073095697e-19,2.2090235178343864e-54,5.9049075839055005e-34,3.5136827395928676e-36,5.0928989885265066e-39,7.551133704015042e-21,5.256667841933202e-24,2.219395199379323e-36,1.8500009225915062e-37
1.3243582445250735e-12,0.0005284065757894736,0.1557,0.0,0.001550029706482275,0.6423984725676044,0.201897984018733,5.727227392506272e-31,3.4044907773808046e-41,9.043404859908036e-21,5.122900580681083e-51,1.882145283710826e-31,2.4403761858377186e-43,3.0548647914084855e-06,3.393740482322678e-26,1.2044005285961067e-39,3.413341625589053e-41,2.0159812594214007e-06,2.293603532102386e-36,3.180267469905519e-17,9.722187385144659e-49,1.8232779974241864e-50,1.1712540674478062e-24,1.1323497241292176e-30,2.5449024927234935e-68,5.9010432491709755e-33,7.664746761042663e-24,4.7826629635954554e-17,7.61734631229519e-15,2.6552751582805564e-19,5.678432435417433e-54,1.1516578290422882e-33,6.845329277178633e-36,1.1987947919508342e-38,1.0495174095475884e-20,7.698684738578915e-24,4.716790089873785e-36,4.387598245386415e-37
1.565311088196652e-12,0.0005284065757894736,0.1557,0.0,0.0015491105185763642,0.6423981959835326,0.2018976179989722,1.3225316076450296e-30,1.5237263472211425e-40,1.9120792410466373e-20,2.007010051722695e-50,7.172131878823507e-31,1.3186369120040779e-42,3.608032935148739e-06,5.608835399334406e-26,3.8129694478219005e-39,1.527224479515498e-40,2.38200101879606e-06,5.2980861661125696e-36,5.255850086651616e-17,2.6668227067212373e-48,7.083409870908437e-50,2.7045147663255465e-24,3.0704605889830922e-30,1.765518268411004e-67,2.2486606624624657e-32,1.4963344230335288e-23,5.651138974198995e-17,9.000831484438593e-15,3.7084003639592283e-19,3.029886562685625e-53,3.7195820353653805e-33,2.2006021986833448e-35,5.441121471837576e-38,1.856194919679739e-20,1.5019433906823787e-23,1.7740355481911872e-35,2.000278517764834e-36
1.7821686475010727e-12,0.0005284065757894736,0.1557,0.0,0.001548284219507255,0.6423979474422902,0.201897288782389,2.5312321025436244e-30,4.817397703706541e-40,3.399104261402093e-20,5.797870450810697e-50,2.0148078519732033e-30,4.794240534805443e-42,4.105115419773104e-06,8.280443176522304e-26,9.265398650348923e-39,4.827206090078859e-40,2.7112176007621686e-06,1.0142395421769778e-35,7.759190125431958e-17,5.830022097864114e-48,2.0528177999802415e-49,5.175662384777289e-24,6.64166600757212e-30,7.744345691838524e-67,6.31697695114452e-32,2.513922007340556e-23,6.432326846178775e-17,1.0243780427780961e-14,4.804210374446476e-19,1.0886752839438073e-52,9.228102641096463e-33,5.427954044870195e-35,1.74219511405091e-37,2.872785506388173e-20,2.5222027036302922e-23,4.933885028479033e-35,6.423247805801436e-36
1.9990262068054932e-12,0.0005284065757894736,0.1557,0.0,0.0015474588661596558,0.64239769927871,0.20189695975620262,4.4947569697940306e-30,1.3250543424053632e-39,5.63214261338781e-20,1.4878148560866956e-49,5.010534054578441e-30,1.4955724750428595e-41,4.6014425797783725e-06,1.168563944613789e-25,2.0213125889442408e-38,1.3274092956756651e-39,3.0402437858346146e-06,1.8013216927899475e-35,1.0949936537688759e-16,1.1640344542262075e-47,5.29844503426931e-49,9.189053557815919e-24,1.3119984033253856e-29,2.868221903763626e-66,1.5709402870553524e-31,3.9776824017156895e-23,7.213097855181034e-17,1.1484662003486766e-14,6.039451431273635e-19,3.349224379444262e-52,2.0605266505822335e-32,1.203724442581925e-34,4.856934292075423e-37,4.210943891341912e-20,3.989368490613115e-23,1.2165876723773465e-34,1.7903968459916967e-35
2.1941980101794718e-12,0.0005284065757894736,0.1557,0.0,0.0015467168779128037,0.6423974762650645,0.20189666379524834,7.16009153695135e-30,2.9936283707259615e-39,8.459735576632438e-20,3.2046925334495323e-49,1.0465036963876484e-29,3.743739540898578e-41,5.047469871244101e-06,1.5449868345660788e-25,3.788078277639927e-38,2.9982770568953064e-39,3.3362047389484914e-06,2.869857411104016e-35,1.4477146555383433e-16,2.0389080736481976e-47,1.1474500633319362e-48,1.4635473305068714e-23,2.2759087925716875e-29,8.292692493467245e-66,3.2810770352055227e-31,5.770303096238926e-23,7.915435745438576e-17,1.2599692712868667e-14,7.269809127777527e-19,8.274677829366449e-52,3.950491236185159e-32,2.2922558757420452e-34,1.1115394124922304e-36,5.726813709903902e-20,5.78575368054387e-23,2.5212596114304355e-34,4.1161716576545947e-35
2.3893698135534503e-12,0.0005284065757894736,0.1557,0.0,0.0015459756950121047,0.6423972535771467,0.20189636798818414,1.0960038962604689e-29,6.294629674725121e-39,1.224690687261974e-19,6.4988630404320165e-49,2.0513207565471156e-29,8.681575084813847e-41,5.492845706619369e-06,1.9942649577701553e-25,6.70217854068209e-38,6.302958411766985e-39,3.632011801995907e-06,4.393409221477549e-35,1.8687098830594967e-16,3.4032830261302197e-47,2.3336673414988355e-48,2.2398171073413577e-23,3.76226979407035e-29,2.2097384618484306e-65,6.4314550137180924e-31,8.107948304264043e-23,8.617436730778205e-17,1.3713055803846572e-14,8.611965201372005e-19,1.8907289178070004e-51,7.164254982105573e-32,4.126928168229994e-34,2.3703582927809884e-36,7.571002457860064e-20,8.127892049750254e-23,4.908996854229556e-34,8.777651551113558e-35
2.584541616927429e-12,0.0005284065757894736,0.1557,0.0,0.0015452353359099598,0.6423970312242646,0.20189607233484747,1.622234686435169e-29,1.2450197788086906e-38,1.7190512729210925e-19,1.2523972378704106e-48,3.8107754155572014e-29,1.883962187418811e-40,5.937551470972889e-06,2.5227120678987573e-25,1.129501108669169e-37,1.2463787159523798e-38,3.9276651375071175e-06,6.503457903837892e-35,2.3638993685108563e-16,5.454759782937384e-47,4.4971200729245795e-48,3.3144904564437425e-23,5.972171636778505e-29,5.4754676172026165e-65,1.194782953266207e-30,1.1090402811822275e-22,9.319101181593167e-17,1.482475390268259e-14,1.006529585876463e-18,4.0384208429771107e-51,1.2397086369444761e-31,7.086868511928996e-34,4.7602969693945526e-36,9.775102127942824e-20,1.1115631554562453e-22,9.060510446061047e-34,1.763495015420407e-34
2.7797134203014074e-12,0.0005284065757894736,0.1557,0.0,0.0015444958189466582,0.6423968092156711,0.2018957768350723,2.3332046738362235e-29,2.3364579181103378e-38,2.350542334521429e-19,2.3107698168157755e-48,6.76198935158963e-29,3.861846670204074e-40,6.381568657971113e-06,3.1366091943238335e-25,1.825869947597843e-37,2.3384598993533369e-38,4.223164911525437e-06,9.354474180557059e-35,2.9391732729930884e-16,8.445503291248979e-47,8.267680309662972e-48,4.7659573205999925e-23,9.157730882894028e-29,1.2720222291852453e-64,2.1200697354641424e-30,1.4825571817386846e-22,1.0020429476637416e-16,1.593479277893444e-14,1.1629315510315206e-18,8.138035453860201e-51,2.0609454441281456e-31,1.1688252118639032e-33,9.079950363461012e-36,1.2370407016914927e-19,1.4856940242232423e-22,1.5979635179601665e-33,3.3626821744440406e-34
2.974885223675386e-12,0.0005284065757894736,0.1557,0.0,0.0015437571623474206,0.6423965875605636,0.20189548148868908,3.2735912681042617e-29,4.18914690661997e-38,3.1424337057707458e-19,4.106097313360467e-48,1.1531617114387962e-28,7.534069591416097e-40,6.824878872858582e-06,3.8422043745532854e-25,2.846911323528773e-37,4.1917428924380184e-38,4.518511293585499e-06,1.3125710251902596e-34,3.6003916722422925e-16,1.2690629072434987e-46,1.4587153041618722e-47,6.685109278611145e-23,1.362906854842907e-28,2.79446319289189e-64,3.615479296036197e-30,1.9429454828018328e-22,1.0721422002974227e-16,1.7043175554031184e-14,1.3303490392104437e-18,1.5591518866747387e-50,3.3094674373742428e-31,1.8615987683004672e-33,1.6563801771383714e-35,1.538802631435672e-19,1.9467880144847857e-22,2.7093475378417732e-33,6.130326679562725e-34
3.1700570270493644e-12,0.0005284065757894736,0.1557,0.0,0.0015430193842194927,0.6423963662680823,0.20189518629552475,4.4946870260525824e-29,7.217134491596064e-38,4.119757434864369e-19,7.060557228537935e-48,1.899606142897414e-28,1.4078134648291764e-39,7.267463835385063e-06,4.645712093380503e-25,4.301024794124675e-37,7.219874028691514e-38,4.813704456690648e-06,1.8022971659744452e-34,4.3533840736988595e-16,1.8577944928642847e-46,2.482000720367421e-47,9.176212585749855e-23,1.9761884261920965e-28,5.84467805535857e-64,5.955788010195413e-30,2.5025945828635356e-22,1.1422079155922935e-16,1.8149902604115442e-14,1.5087060093673897e-18,2.858061158268394e-50,5.155974262958577e-31,2.876060762348542e-33,2.90621514925843e-35,1.8858516191056724e-19,2.5072407443432156e-22,4.438793765826671e-33,1.0743824885829833e-33
3.365228830423343e-12,0.0005284065757894736,0.1557,0.0,0.0015422825025492744,0.6423961453473085,0.201894891255403,6.05483748722168e-29,1.2004046822781137e-37,5.309287768701824e-19,1.1794159720292978e-47,3.035267750630821e-28,2.5327219740107865e-39,7.709305382701796e-06,5.55331269409702e-25,6.319535593448616e-37,1.2005687429868416e-37,5.108744577289992e-06,2.428037727826875e-34,5.203948907867714e-16,2.657913876451979e-46,4.0897037306938803e-47,1.235777230799406e-22,2.8005052209539983e-28,1.170557891536337e-63,9.516399691484006e-30,3.174679850419291e-22,1.2122401339004782e-16,1.9254980970363e-14,1.6979502501183312e-18,5.039071430947523e-50,7.821555316686791e-31,4.32581384118839e-33,4.927357399164257e-35,2.281197914824321e-19,3.18023376846702e-22,7.055482973579781e-33,1.8192038375593374e-33
3.5604006337973215e-12,0.0005284065757894736,0.1557,0.0,0.0015415465351994932,0.6423959248072637,0.20189459636814386,8.01987658873828e-29,1.935149498297733e-37,6.739525696400472e-19,1.9199458908108658e-47,4.7205064283874345e-28,4.405693138009811e-39,8.150385472208366e-06,6.571152285307824e-25,9.058919017469026e-37,1.9349383678888383e-37,5.403631835254763e-06,3.2162101979669848e-34,6.157853472837623e-16,3.725984381376596e-46,6.548474131933795e-47,1.6363383322257393e-22,3.8888336795037527e-28,2.255310298368411e-63,1.4800086743526595e-29,3.973182674769572e-22,1.282238896388717e-16,2.0358417221340494e-14,1.8980476653135655e-18,8.58251391853587e-50,1.1588062745909515e-30,6.353484090415354e-33,8.103829112925976e-35,2.7278781033615524e-19,3.9797546288423106e-22,1.091839439382087e-32,2.9873068846930816e-33
3.7555724371713004e-12,0.0005284065757894736,0.1557,0.0,0.0015408114999064207,0.6423957046569077,0.20189430163356403,1.0463556228938978e-28,3.033646626775805e-37,8.440676460926576e-19,3.053753692503849e-47,7.166252637452066e-28,7.436630661384407e-39,8.590686184363801e-06,7.705342199256914e-25,1.2702602090885497e-36,3.0325618936030726e-37,5.698366413854345e-06,4.196410714311971e-34,7.220833468202198e-16,5.129024149066654e-46,1.0219883523487894e-46,2.134257171810354e-22,5.303042931738028e-28,4.1969030350759374e-63,2.246817421849659e-29,4.912850489762835e-22,1.3522042450326977e-16,2.14602075873559e-14,2.1089048156815192e-18,1.417268818025905e-49,1.6809619483390104e-30,9.135520053648713e-33,1.2970665191484158e-34,3.2288624184765853e-19,4.920556878016566e-22,1.6496445138313814e-32,4.773647959638663e-33
3.950744240545279e-12,0.0005284065757894736,0.1557,0.0,0.0015400774142771336,0.6423954849051369,0.20189400705147698,1.346797058485238e-28,4.63766546095076e-37,1.044462325572285e-18,4.756089678053001e-47,1.0645646949402896e-27,1.221778439218679e-38,9.030189725447663e-06,8.961957993644002e-25,1.7462964057923396e-36,4.634842783300327e-37,5.992948499731562e-06,5.401585177629707e-34,8.398592111070969e-16,6.945914638664538e-46,1.5585167796999443e-46,2.7461621837377064e-22,7.114707595357503e-28,7.568704453111421e-63,3.337703298743247e-29,6.009160764125751e-22,1.422136222611227e-16,2.256035723222807e-14,2.330441433728799e-18,2.2761226791173557e-49,2.392558976919511e-30,1.2887458229446378e-32,2.0259036815744528e-34,3.786977913266441e-19,6.018124068472557e-22,2.4394365066038205e-32,7.443095560114693e-33
4.145916043919258e-12,0.0005284065757894736,0.1557,0.0,0.0015393442957868202,0.6423952655607846,0.20189371262169256,1.7123980666420245e-28,6.930654836016207e-37,1.2784913278346428e-18,7.266878084027544e-47,1.5507375768211702e-27,1.9588075752259617e-38,9.468878430280824e-06,1.0347039812662535e-24,2.3582811253175386e-36,6.9246794717968774e-37,6.287378282877591e-06,6.86819899495287e-34,9.69680049555871e-16,9.268662350910694e-46,2.3275694467454677e-46,3.490439246121033e-22,9.405922290121225e-28,1.3266453414081438e-62,4.8619890899189753e-29,7.278408360882913e-22,1.4920348727003085e-16,2.3658881525471526e-14,2.5626699184697084e-18,3.564742423974407e-49,3.3474861487203506e-30,1.7869535187370045e-32,3.0951414507412988e-34,4.405171475773615e-19,7.288757112451352e-22,3.5379116839816906e-32,1.1351747536228096e-32
4.341087847293237e-12,0.0005284065757894736,0.1557,0.0,0.0015386121617761317,0.6423950466326173,0.20189341834401758,2.1531634074611237e-28,1.0146120548555037e-36,1.5496740867342247e-18,1.0909852585869609e-46,2.2190942917104376e-27,3.071490269431174e-38,9.906734764896422e-06,1.1866592253488297e-24,3.133727496708699e-36,1.0134776876848713e-36,6.5816559566063e-06,8.636405402091606e-34,1.1121097499398772e-15,1.2203402641886603e-45,3.4107527532309127e-46,4.387312106808642e-22,1.227013975008054e-27,2.2658256258368116e-62,6.957471340825721e-29,8.737675759624301e-22,1.5619002396670749e-16,2.4755773592436405e-14,2.8055020607453465e-18,5.457099082679206e-49,4.611167508702054e-30,2.439273358516295e-32,4.634750734329603e-34,5.0864390005075095e-19,8.749544504127506e-22,5.041476551323299e-32,1.6968204313526228e-32
4.536259650667216e-12,0.0005284065757894736,0.1557,0.0,0.0015378810294485845,0.642394828129335,0.2018931242182554,2.6800573419396507e-28,1.4577287231651606e-36,1.861690890800788e-18,1.6116201439856559e-46,3.124394031793541e-27,4.719673834763908e-38,1.0343741329168089e-05,1.3526582292468509e-24,4.1034965293580274e-36,1.4557227630211486e-36,6.875781717528133e-06,1.0750211853128123e-33,1.2677087914905277e-15,1.5872023694543323e-45,4.9123405763205705e-46,5.458921412076388e-22,1.5813000552921665e-27,3.7791879815317252e-62,9.795835190718266e-29,1.0404649824999055e-21,1.631732368663617e-16,2.5851027231500468e-14,3.058763041005974e-18,8.181995894212778e-49,6.2622898094666925e-30,3.282515820315428e-32,6.814299177551741e-34,5.83333939337391e-19,1.041817908606864e-21,7.069389209238573e-32,2.490535652575996e-32
4.731431454041195e-12,0.0005284065757894736,0.1557,0.0,0.001537150915868005,0.6423946100595697,0.20189283024420615,3.305044853128355e-28,2.0587413795737346e-36,2.2183812834723685e-18,2.345342807145063e-46,4.334147036657429e-27,7.119030041276866e-38,1.0779880859388266e-05,1.5332939902452263e-24,5.3019946755678556e-36,2.0553728165257876e-36,7.1697557655233595e-06,1.3257644546739997e-33,1.4370343042341531e-15,2.0413939786861592e-45,6.963939515705781e-46,6.729402311012923e-22,2.0153180730830755e-27,6.167576531786409e-62,1.3588743821795457e-28,1.2297813880300769e-21,1.7015313056206854e-16,2.6944672237029347e-14,3.3225256887049283e-18,1.2036342044252427e-48,8.394692792082805e-30,4.359881470785415e-32,9.852185477214752e-34,6.64855981576063e-19,1.2313150123479101e-21,9.768488031225351e-32,3.594560022105747e-32
4.926603257415174e-12,0.0005284065757894736,0.1557,0.0,0.0015364218379560247,0.6423943924318839,0.20189253642166669,4.041133146658035e-28,2.862173076928288e-36,2.6237444539212737e-18,3.366023808364363e-46,5.9307872520796244e-27,1.0556673663706942e-37,1.121513623080132e-05,1.7291559800085288e-24,6.767254287899802e-36,2.856739832167541e-36,7.463578303715064e-06,1.621091246977199e-33,1.6206402316940612e-15,2.5986926960951544e-45,9.73012065743476e-46,8.224961344725542e-22,2.5423225892839688e-27,9.865537021733726e-62,1.8594650342285645e-28,1.4436624963757597e-21,1.7712970972412852e-16,2.8036709765112348e-14,3.596815301238897e-18,1.740133899568334e-48,1.1119417112237038e-29,5.721669531201101e-32,1.4026457093831621e-33,7.53541470444182e-19,1.4453920562278355e-21,1.3316641763778467e-31,5.109234373166885e-32
5.121775060789153e-12,0.0005284065757894736,0.1557,0.0,0.0015356938124896269,0.6423941752547693,0.20189224275043066,4.902410764238663e-28,3.921974673530942e-36,3.0819337557336412e-18,4.768767239918873e-46,8.01408280317449e-27,1.5410128098864141e-37,1.1649490460085912e-05,1.9408297414253726e-24,8.541173420946931e-36,3.913494626547634e-36,7.757249538441567e-06,1.966656906513383e-33,1.8190769647340286e-15,3.2768588522212375e-45,1.3414524157614205e-45,9.973951639767297e-22,3.1770415808210283e-27,1.549098046947658e-61,2.5126355282928513e-28,1.6840943671222907e-21,1.8410297909941554e-16,2.9127104459777136e-14,3.881250008909835e-18,2.4757135100992934e-48,1.4566924698781848e-29,7.426023869143642e-32,1.968730017532081e-33,8.4962685081029945e-19,1.6860356867796748e-21,1.792962736116681e-31,7.159478849498368e-32
5.316946864163132e-12,0.0005284065757894736,0.1557,0.0,0.001534966856098737,0.6423939585366453,0.20189194923028855,5.904086553742041e-28,5.3029789181055955e-36,3.597252109934243e-18,6.6749187795559184e-46,1.070380795431279e-26,2.217020350979795e-37,1.2082926707789935e-05,2.1688967805641537e-24,1.0669526115319893e-35,5.2901046007343494e-36,8.050769679228239e-06,2.368567079766901e-33,2.0328912454658275e-15,4.0959055224289004e-45,1.8267263405014952e-45,1.2006946068278838e-21,3.935756873740646e-27,2.39099546711167e-61,3.3559383926328555e-28,1.9531140191654723e-21,1.9107294351071347e-16,3.0215896038492736e-14,4.1758607355358715e-18,3.4703282688378034e-48,1.888948769299387e-29,9.539705602589503e-32,2.7271439404258502e-33,9.532886989685685e-19,1.9552835059212727e-21,2.386272614705445e-31,9.903159464141326e-32
5.512118667537111e-12,0.0005284065757894736,0.1557,0.0,0.0015342409852638704,0.6423937422858585,0.20189165586102772,7.062531648792609e-28,7.082318099566133e-36,4.174157399953858e-18,9.237873133362034e-46,1.4142666465762574e-26,3.146828256510884e-37,1.251542828071411e-05,2.4139352308161458e-24,1.3202313862445692e-35,7.063232028442391e-36,8.344138938759e-06,2.833393670020382e-33,2.2626267777951074e-15,5.0781917969646176e-45,2.459264249973049e-45,1.4356810348135014e-21,4.8363933287605405e-27,3.632023372005986e-61,4.434115183409971e-28,2.2529112208527678e-21,1.9803960785604215e-16,3.1303126166042285e-14,4.4810711149434945e-18,4.79867139056126e-48,2.4263757693684155e-29,1.2138900974958822e-31,3.731853763681177e-33,1.0649287184939813e-18,2.255325861764915e-21,3.142464443556359e-31,1.3529827331268766e-31
5.70729047091109e-12,0.0005284065757894736,0.1557,0.0,0.001533516216313824,0.6423935265106816,0.2018913626424323,8.395317738269516e-28,9.351202093624046e-36,4.817258129510757e-18,1.2649957472454521e-45,1.8499520324481965e-26,4.410880506639029e-37,1.2946978634246432e-05,2.676519378915367e-24,1.6193633077583526e-35,9.323490376476716e-36,8.637357532847596e-06,3.368190678678376e-33,2.50882379631287e-15,6.24846162948378e-45,3.2758789847362156e-45,1.7058775052899557e-21,5.898595991051868e-27,5.435790734518695e-61,5.800108780583741e-28,2.5857172726009547e-21,2.0500297710797294e-16,3.2388712638317934e-14,4.7962451397647156e-18,6.552193273931519e-48,3.0893515144357613e-29,1.5310048709316246e-31,5.048985345631231e-33,1.1848598071018075e-18,2.58839463076443e-21,4.096842148526014e-31,1.8283829020011911e-31
5.902462274285069e-12,0.0005284065757894736,0.1557,0.0,0.0015327925654234267,0.6423933112193112,0.20189106957428335,9.92125135936603e-28,1.2216471836244377e-35,5.531298656977711e-18,1.7150254638443868e-45,2.3972865877683955e-26,6.110732392876387e-37,1.3377561374644557e-05,2.9572187649177305e-24,1.9702263710736908e-35,1.2176972046659487e-35,8.930425680407957e-06,3.9805093215466305e-33,2.7720182453014395e-15,7.634226826976356e-45,4.320702327373432e-45,2.015050350147634e-21,7.14382414278351e-27,8.023228480347817e-61,7.516153251367841e-28,2.9536961806462115e-21,2.1196305631293383e-16,3.3472665699634875e-14,5.120901288659136e-18,8.840669133936612e-48,3.9012605776183713e-29,1.9150703866638062e-31,6.758923199973822e-33,1.3130104844423311e-18,2.956654390568338e-21,5.293101118848416e-31,2.443664565953072e-31
6.097634077659048e-12,0.0005284065757894736,0.1557,0.0,0.0015320700486113332,0.6423930964198681,0.201890776656359,1.1660416547468657e-27,1.5802826543169516e-35,6.321170273242198e-18,2.303425696724965e-45,3.0794677447566675e-26,8.373537195262689e-37,1.380716026126753e-05,3.2565995746747186e-24,2.3791156170110886e-35,1.5747447713883578e-35,9.223343603424225e-06,4.6784133481756205e-33,3.0527430559297947e-15,9.266000702844878e-45,5.646440395881287e-45,2.3672160092795296e-21,8.595408354649998e-27,1.1689455656681259e-60,9.654978929120175e-28,3.3592531700613922e-21,2.1891985059050424e-16,3.4555126725587805e-14,5.456326625507839e-18,1.1798568038618862e-47,4.8888063389512965e-29,2.3770406121733627e-31,8.958672929420863e-33,1.4497941932942864e-18,3.362510934434314e-21,6.776878375279049e-31,3.236829773898452e-31
6.292805881033027e-12,0.0005284065757894736,0.1557,0.0,0.0015313486817378813,0.6423928821203939,0.20189048388843409,1.3634216428667926e-27,2.025435063055066e-35,7.191920291262831e-18,3.066401148538964e-45,3.9234442565764067e-26,1.1357209679921378e-36,1.4235759208754697e-05,3.575224997451581e-24,2.852869961613769e-35,2.017785962789946e-35,9.516111526921006e-06,5.470494917094564e-33,3.351528476068786e-15,1.1177095797909459e-44,7.315435407855123e-45,2.7666480789487375e-21,1.0278683818114891e-26,1.682481204771623e-60,1.2301077570260222e-27,3.804981720410215e-21,2.258733651327001e-16,3.5635985319681487e-14,5.802094773337253e-18,1.558798658422402e-47,6.082343106091404e-29,2.929160030784408e-31,1.176448808081264e-32,1.595948205655889e-18,3.80855830724477e-21,8.6134755915219e-31,4.241380225829226e-31
6.4879776844070056e-12,0.0005284065757894736,0.1557,0.0,0.0015306284805029881,0.6423926683288536,0.2018901912702807,1.586539908433175e-27,2.5737539188917584e-35,8.148716254107653e-18,4.0481069446577043e-45,4.9603764562912195e-26,1.5256521714793587e-36,1.4663342289152586e-05,3.913652480370896e-24,3.3987131167889744e-35,2.5633312819577913e-35,9.808729678932644e-06,6.365889026547521e-33,3.668899559846584e-15,1.3403999910417842e-44,9.401362778126436e-45,3.217883594336246e-21,1.2220973766445101e-26,2.3940633165444368e-60,1.555214539259643e-27,4.293104842336544e-21,2.328236052032492e-16,3.6715111247496145e-14,6.156008910413487e-18,2.0396242974402317e-47,7.516227818362417e-29,3.585051607368218e-31,1.5314804455649968e-32,1.7509761646131207e-18,4.29702007935202e-21,1.084843411951742e-30,5.526986882239786e-31
6.6831494877809845e-12,0.0005284065757894736,0.1557,0.0,0.0015299094604441135,0.642392455053131,0.20188989880166777,1.8378096377719856e-27,3.2442248790847226e-35,9.196849456362728e-18,5.30193790295356e-45,6.226080034858597e-26,2.0309839317646575e-36,1.5089893733988296e-05,4.272435042043668e-24,4.024554380291756e-35,3.230198173013247e-35,1.0101198290471432e-05,7.374287454088587e-33,4.005377373069692e-15,1.5987051435789833e-44,1.1990245481643893e-44,3.725729013452341e-21,1.445185529304468e-26,3.370105578611924e-60,1.9520474441257903e-27,4.826049405100708e-21,2.3977057613685757e-16,3.779280065391221e-14,6.520366229783948e-18,2.6445890782691687e-47,9.229191214683593e-29,4.359817713314996e-31,1.9773457693016289e-32,1.9147813389847835e-18,4.8303236754330135e-21,1.3607099279161328e-30,7.101343637209232e-31
6.8783212911549634e-12,0.0005284065757894736,0.1557,0.0,0.0015291916369342701,0.6423922423010296,0.2018896064823613,2.119787884051744e-27,4.0586488997236703e-35,1.0341786881993051e-17,6.892385309017672e-45,7.761603392102458e-26,2.680743516225708e-36,1.551539793628981e-05,4.652124829195108e-24,4.7385383699593836e-35,4.0399862396798064e-35,1.0393517595496933e-05,8.505955081245058e-33,4.361482251117325e-15,1.8969966223456433e-44,1.5182941619961914e-44,4.295267309024108e-21,1.7002837678074657e-26,4.69611615667711e-60,2.4334762742635867e-27,5.4070350760149446e-21,2.467142833384658e-16,3.886905363127127e-14,6.896969742318525e-18,3.401340128008005e-47,1.1264729749245007e-28,5.2701190964576455e-31,2.5333278233962074e-32,2.089292792446881e-18,5.411689317487364e-21,1.6846803929633944e-30,9.162707881876707e-31
7.073493094528942e-12,0.0005284065757894736,0.1557,0.0,0.0015284750251800872,0.6423920300802713,0.20188931431212445,2.4351773239663307e-27,5.041519865388516e-35,1.1589114979408817e-17,8.896353071064784e-45,9.613633710136087e-26,3.509968745803865e-36,1.5939839452552048e-05,5.053268267633546e-24,5.549868574132158e-35,5.016948851911201e-35,1.0685687830884853e-05,9.771744659737128e-33,4.737729361907501e-15,2.2399732743020596e-44,1.9095621366402803e-44,4.931864237206566e-21,1.99083447768664e-26,6.481417425617658e-60,3.014138745600609e-27,6.038467666877076e-21,2.536547322824973e-16,3.994340275065968e-14,7.280017312122266e-18,4.3400795920987385e-47,1.3671519060915149e-28,6.334304033697414e-31,3.2219931683110074e-32,2.2739469283871466e-18,6.043523366420891e-21,2.100704718106784e-30,1.145153179254322e-30
7.268664897902921e-12,0.0005284065757894736,0.1557,0.0,0.0015277596402199314,0.642391818398495,0.20188902229071748,2.7868279953596254e-27,6.220977165096959e-35,1.2944483820837716e-17,1.1406068671362498e-44,1.1835394336801991e-25,4.56092900920199e-36,1.636320300464898e-05,5.47640343687817e-24,6.467418701846148e-35,6.188941947748616e-35,1.0977709236393155e-05,1.1183107871719853e-32,5.134626306527663e-15,2.632811987199191e-44,2.386393634947076e-44,5.6411727339459255e-21,2.320371976516377e-26,8.86454823842062e-60,3.710721841723276e-27,6.722166579920222e-21,2.605919285120976e-16,4.101622420727393e-14,7.67076137449919e-18,5.495010332771389e-47,1.6503846537762575e-28,7.572430232565859e-31,4.0696331510325e-32,2.4663860016699127e-18,6.7276457653723175e-21,2.5268500829429418e-30,1.4989838787467941e-30
7.4638367012769e-12,0.0005284065757894736,0.1557,0.0,0.0015270454969220824,0.6423916072632564,0.20188873041789776,3.1777454492480135e-27,7.627917219102677e-35,1.4413740651822202e-17,1.4529900083560678e-44,1.4486531453239998e-25,5.883801072973284e-36,1.678547348169097e-05,5.9220698828950486e-24,7.502219016065581e-35,7.586526292274276e-35,1.1269582054629836e-05,1.275211127695957e-32,5.55268210548498e-15,3.081141381541223e-44,2.9641590064713885e-44,6.4291396423923484e-21,2.69300991130338e-26,1.2020298762263306e-59,4.541926280994215e-27,7.462237360180261e-21,2.6752587763836515e-16,4.2088007075548887e-14,8.078238130991206e-18,6.910434511845938e-47,1.982206467702062e-28,9.006532616688424e-31,5.10669678438834e-32,2.670498229027593e-18,7.468162601905194e-21,3.235365664995816e-30,1.7288164630880776e-30
